Layer[0],IN[1],INFER[1-1],OUT[1],TEE[1-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.396972,0.161381,0.049249,0.064194,0.277864,0.192806,0.005152,0.047554,0.000576,0.013568,0.000384,0.001536,0.001056,0.000352,0.946172
0.399980,0.163333,0.048834,0.062113,0.277672,0.196006,0.005184,0.047298,0.000608,0.013504,0.000384,0.001472,0.001120,0.000320,0.951036
0.420012,0.164613,0.058498,0.067042,0.294409,0.193862,0.005152,0.047265,0.000544,0.013633,0.000384,0.001472,0.001088,0.000320,0.986109
0.395340,0.161893,0.048641,0.061954,0.276008,0.193478,0.005824,0.047617,0.000576,0.013536,0.000416,0.001472,0.000992,0.000288,0.944092
0.396044,0.155781,0.048449,0.062018,0.269352,0.192838,0.005248,0.047393,0.000640,0.013729,0.000384,0.001408,0.001056,0.000320,0.936220
0.399116,0.157413,0.049729,0.065858,0.276360,0.211206,0.008993,0.047041,0.000544,0.013952,0.000385,0.001728,0.000896,0.000320,0.969245
0.395404,0.156260,0.049954,0.064802,0.274184,0.192742,0.009536,0.046977,0.000576,0.013665,0.000416,0.001472,0.000992,0.000288,0.943324
0.400460,0.157861,0.050273,0.066466,0.277704,0.192774,0.005504,0.047009,0.000576,0.013441,0.000384,0.001408,0.000992,0.000768,0.949052
0.394763,0.158597,0.050690,0.066306,0.278537,0.192549,0.005537,0.046945,0.000544,0.013472,0.000608,0.001473,0.001024,0.000256,0.943068
0.400428,0.162437,0.048673,0.062978,0.277352,0.192614,0.009568,0.047074,0.000544,0.013824,0.000384,0.001728,0.001024,0.000352,0.953020
0.395852,0.155045,0.049953,0.063426,0.271656,0.194374,0.005440,0.047106,0.000576,0.013504,0.000416,0.001696,0.000992,0.000288,0.940156
0.399820,0.145861,0.055361,0.061122,0.265448,0.192966,0.005120,0.047073,0.000609,0.013696,0.000352,0.001408,0.000960,0.000736,0.935868
0.416813,0.163365,0.060161,0.067778,0.294376,0.192934,0.005408,0.047106,0.000832,0.013440,0.000416,0.001728,0.000928,0.000416,0.983101
0.395468,0.158309,0.048705,0.061826,0.271848,0.193478,0.005216,0.047201,0.000576,0.013569,0.000384,0.001472,0.001024,0.000384,0.938844
0.395084,0.155493,0.047937,0.061954,0.268392,0.193382,0.005152,0.047105,0.000576,0.013665,0.000384,0.001472,0.000992,0.000352,0.934044
0.400204,0.149540,0.048514,0.062914,0.264136,0.212326,0.005248,0.047233,0.000608,0.013473,0.000384,0.001440,0.000960,0.000320,0.954940
0.400044,0.142500,0.048034,0.060609,0.254343,0.192646,0.005120,0.047202,0.000608,0.013632,0.000384,0.001408,0.000896,0.000352,0.923771
0.399692,0.154405,0.049025,0.063554,0.271432,0.197414,0.005600,0.047106,0.000608,0.013696,0.000416,0.001440,0.000928,0.000352,0.947068
0.399820,0.145477,0.060321,0.064897,0.273736,0.192518,0.005600,0.046946,0.000608,0.013440,0.000384,0.001440,0.000992,0.000320,0.943612
0.410444,0.145669,0.060097,0.066466,0.275464,0.193126,0.005248,0.047234,0.000544,0.013440,0.000384,0.001408,0.000960,0.000768,0.957788
0.400204,0.167333,0.048162,0.063170,0.282089,0.193093,0.005344,0.047490,0.000832,0.013760,0.000544,0.001504,0.000960,0.000352,0.954013
0.395308,0.147269,0.047905,0.066818,0.265064,0.194374,0.005024,0.047458,0.000608,0.013664,0.000352,0.001440,0.000864,0.000544,0.932284
0.400940,0.188613,0.065057,0.063778,0.321097,0.192902,0.005280,0.047010,0.000576,0.013472,0.000384,0.001440,0.000928,0.000352,0.991677
0.395948,0.156677,0.060386,0.063714,0.284137,0.192869,0.005217,0.047201,0.000576,0.013664,0.000384,0.001504,0.000897,0.000384,0.950173
0.400076,0.182501,0.059778,0.064642,0.310121,0.192582,0.005024,0.047457,0.000544,0.013697,0.000384,0.001440,0.000928,0.000512,0.980541
0.400012,0.158757,0.050017,0.062562,0.274504,0.210439,0.011680,0.047329,0.000608,0.013505,0.000384,0.001440,0.000992,0.000576,0.971421
0.397420,0.157668,0.050498,0.064130,0.275720,0.192262,0.005088,0.047009,0.000608,0.014049,0.000608,0.001472,0.001088,0.000352,0.943388
0.396236,0.156741,0.059074,0.062689,0.282280,0.195462,0.005024,0.047138,0.000576,0.013376,0.000384,0.001408,0.000896,0.000288,0.949564
0.395436,0.146180,0.060770,0.060226,0.270440,0.193606,0.005600,0.046881,0.000576,0.013441,0.000352,0.001472,0.000896,0.000768,0.936924
0.407725,0.147748,0.047810,0.065986,0.264808,0.197029,0.005089,0.046977,0.000608,0.013472,0.000384,0.001440,0.000897,0.000320,0.947165
0.400651,0.169285,0.066818,0.062242,0.302057,0.192741,0.005344,0.046978,0.000576,0.013600,0.000416,0.001504,0.000960,0.000608,0.973948
0.395499,0.141637,0.060930,0.062081,0.267944,0.192390,0.005664,0.047042,0.000544,0.013536,0.000384,0.001472,0.000864,0.000384,0.932283
0.395691,0.158596,0.067106,0.065026,0.295016,0.193158,0.005312,0.047042,0.000640,0.013472,0.000384,0.001408,0.001056,0.000384,0.960796
0.396108,0.142020,0.063330,0.061026,0.269768,0.193349,0.005121,0.047009,0.000608,0.013536,0.000352,0.001408,0.000832,0.000352,0.935292
0.394828,0.151556,0.047618,0.060769,0.264391,0.195590,0.005024,0.046946,0.000576,0.013440,0.000384,0.001408,0.000864,0.000320,0.930459
0.396236,0.152036,0.049474,0.060705,0.265384,0.192549,0.005024,0.046882,0.000608,0.013504,0.000384,0.001408,0.000864,0.000544,0.929595
0.395436,0.159493,0.077378,0.066754,0.308841,0.197190,0.005248,0.047106,0.000544,0.013408,0.000384,0.001376,0.000928,0.000352,0.977885
0.395820,0.153636,0.060674,0.062914,0.280616,0.192646,0.005088,0.046945,0.000576,0.013409,0.000352,0.001376,0.000896,0.000576,0.944956
0.395436,0.156740,0.046689,0.059682,0.266280,0.199910,0.005120,0.047137,0.000576,0.013377,0.000384,0.001440,0.000832,0.000768,0.938044
0.412332,0.169989,0.062210,0.066114,0.301481,0.193414,0.005344,0.047265,0.000608,0.013665,0.000352,0.001440,0.000960,0.000576,0.986429
0.401612,0.172581,0.048866,0.061570,0.286153,0.193061,0.005377,0.047073,0.000832,0.013536,0.000384,0.001504,0.000929,0.000544,0.959453
0.400652,0.159749,0.046818,0.061345,0.270920,0.192966,0.005088,0.047138,0.000608,0.013664,0.000416,0.001408,0.000928,0.000352,0.941756
0.395020,0.187014,0.060802,0.112163,0.363723,0.193862,0.005088,0.047137,0.000608,0.013665,0.000384,0.001504,0.000992,0.000320,1.029823
0.400044,0.167365,0.048097,0.062690,0.281320,0.192838,0.005600,0.047329,0.000608,0.013760,0.000352,0.001472,0.000992,0.000320,0.952444
0.399820,0.179493,0.066338,0.061410,0.310601,0.193158,0.009600,0.047106,0.000576,0.013632,0.000384,0.001504,0.000960,0.000288,0.984509
0.400044,0.161573,0.049249,0.065570,0.279720,0.192678,0.005120,0.047105,0.000576,0.013761,0.000608,0.001536,0.000960,0.000288,0.950044
0.395628,0.180101,0.058305,0.064482,0.306249,0.192678,0.005120,0.047170,0.000608,0.013440,0.000416,0.001408,0.000896,0.000320,0.971421
0.401164,0.156485,0.066338,0.063874,0.290057,0.193413,0.005505,0.047521,0.000544,0.013568,0.000608,0.001473,0.001056,0.000768,0.965629
0.399788,0.168933,0.062050,0.063810,0.298473,0.195814,0.005984,0.048449,0.000800,0.013697,0.000352,0.001440,0.001824,0.000288,0.976157
0.413293,0.149380,0.060418,0.064834,0.277832,0.192902,0.005376,0.047201,0.000576,0.014113,0.000384,0.001472,0.000960,0.000320,0.961885
0.401036,0.164997,0.048161,0.061826,0.278440,0.193574,0.005856,0.047905,0.000576,0.013761,0.000576,0.001504,0.000992,0.000480,0.953084
0.394892,0.164997,0.048929,0.065186,0.282248,0.192742,0.005440,0.047586,0.000576,0.013632,0.000384,0.001440,0.000992,0.000288,0.948060
0.400844,0.188518,0.061090,0.066018,0.319210,0.192742,0.009568,0.048033,0.000608,0.013569,0.000576,0.001632,0.001056,0.000384,0.996350
0.400108,0.164517,0.047969,0.061858,0.277640,0.192518,0.005440,0.048226,0.000576,0.013696,0.000384,0.001376,0.001056,0.000384,0.948892
0.400876,0.164901,0.047681,0.084835,0.300969,0.195558,0.005152,0.047233,0.000608,0.013505,0.000384,0.001344,0.000960,0.000352,0.974493
0.399499,0.163876,0.047522,0.066786,0.281416,0.192454,0.022880,0.047202,0.000608,0.013504,0.000384,0.001440,0.000960,0.000352,0.969020
0.400620,0.163781,0.047617,0.060482,0.275176,0.193190,0.005152,0.047233,0.000544,0.013473,0.000416,0.001440,0.000992,0.000736,0.946204
0.400235,0.151812,0.047585,0.073794,0.276520,0.193445,0.005344,0.047233,0.000608,0.013505,0.000384,0.001440,0.000960,0.000320,0.947868
0.400076,0.162341,0.049762,0.064258,0.279721,0.193381,0.005121,0.047009,0.000576,0.013729,0.000384,0.001440,0.000960,0.000512,0.950813
0.411532,0.189702,0.062498,0.065153,0.321802,0.192485,0.005056,0.047074,0.000576,0.013696,0.000352,0.001504,0.000992,0.000768,1.003965
0.396076,0.195590,0.059618,0.067106,0.325898,0.192486,0.005536,0.047265,0.000608,0.013633,0.000384,0.001472,0.001056,0.000352,0.993886
0.400364,0.159429,0.048897,0.068194,0.279848,0.192518,0.009408,0.047106,0.000576,0.013536,0.000384,0.001536,0.000896,0.000576,0.954396
0.400268,0.188326,0.056866,0.064321,0.314377,0.192933,0.005344,0.047138,0.000640,0.013504,0.000384,0.001472,0.001024,0.000608,0.985885
0.395403,0.165413,0.066850,0.063586,0.299113,0.192902,0.005664,0.047522,0.000608,0.013440,0.000416,0.001504,0.000992,0.000352,0.965148
0.395180,0.163269,0.047745,0.062306,0.276328,0.193222,0.005440,0.047265,0.000544,0.013697,0.000352,0.001504,0.000896,0.000384,0.941724
0.399692,0.164260,0.049569,0.083138,0.300457,0.208198,0.005184,0.047137,0.000576,0.013473,0.000416,0.001408,0.000928,0.000320,0.986525
0.395979,0.173381,0.061442,0.063937,0.301865,0.192869,0.005600,0.047170,0.000576,0.013696,0.000416,0.001408,0.000960,0.000512,0.969020
0.395820,0.147205,0.049153,0.062114,0.261768,0.193126,0.005312,0.047105,0.000832,0.013473,0.000384,0.001440,0.000992,0.000352,0.928348
0.399948,0.166597,0.049185,0.067938,0.287400,0.192454,0.005344,0.047234,0.000608,0.013472,0.000448,0.001440,0.001024,0.000352,0.958012
0.396427,0.170021,0.059041,0.064930,0.297160,0.192486,0.005440,0.047138,0.000864,0.013536,0.000384,0.001504,0.001056,0.000320,0.964220
0.395596,0.171909,0.049346,0.065474,0.290153,0.192774,0.005600,0.047585,0.000800,0.013505,0.000384,0.001504,0.001056,0.000384,0.957213
0.400108,0.192390,0.067330,0.063010,0.325834,0.192805,0.005569,0.047969,0.000736,0.013536,0.000384,0.001472,0.000992,0.000288,0.997470
0.421740,0.178406,0.057857,0.064642,0.305673,0.192966,0.005568,0.047938,0.000608,0.013504,0.000384,0.001504,0.001088,0.000384,0.999389
0.401548,0.161605,0.059394,0.063458,0.287721,0.192549,0.005633,0.048129,0.000608,0.013568,0.000384,0.001473,0.000992,0.000608,0.960829
0.401132,0.165957,0.048737,0.063202,0.281288,0.193286,0.005408,0.048097,0.000608,0.013761,0.000384,0.001504,0.001184,0.000640,0.955452
0.401484,0.165253,0.059970,0.088483,0.317002,0.192517,0.005633,0.048129,0.000608,0.013664,0.000352,0.001473,0.001088,0.000352,0.990014
0.400140,0.160420,0.048738,0.060770,0.273256,0.192806,0.005600,0.048225,0.000608,0.013825,0.000384,0.001472,0.001120,0.000448,0.945724
0.399756,0.146692,0.046658,0.061889,0.258599,0.193286,0.005376,0.047618,0.000576,0.013472,0.000384,0.001472,0.000992,0.000320,0.929755
0.400652,0.169765,0.050850,0.065186,0.289193,0.193253,0.005409,0.048545,0.000576,0.013824,0.000352,0.001537,0.001152,0.000384,0.963741
0.396172,0.162821,0.060482,0.063810,0.290537,0.193190,0.005600,0.047841,0.000608,0.013761,0.000352,0.001504,0.001184,0.000352,0.959453
0.400876,0.160869,0.047682,0.060929,0.272968,0.193894,0.005568,0.047842,0.000576,0.014016,0.000576,0.001536,0.001184,0.000608,0.948956
0.401004,0.168229,0.049282,0.064610,0.285609,0.197125,0.005473,0.047777,0.000608,0.014048,0.000352,0.001536,0.001120,0.000288,0.963453
0.417708,0.161509,0.059714,0.063970,0.288553,0.193478,0.005440,0.047873,0.000800,0.013793,0.000384,0.001472,0.001120,0.000416,0.980157
0.400812,0.190950,0.063970,0.063201,0.321545,0.193926,0.005472,0.047906,0.000608,0.013632,0.000352,0.001536,0.001152,0.000832,0.995805
0.402828,0.205894,0.066754,0.063170,0.339018,0.194022,0.005248,0.048353,0.000576,0.013665,0.000352,0.001664,0.001184,0.000352,1.015742
0.423789,0.162117,0.061410,0.071874,0.298761,0.192550,0.009600,0.048353,0.000608,0.013793,0.000352,0.001536,0.001120,0.000320,0.999582
0.402187,0.153572,0.068130,0.061506,0.286536,0.193030,0.005408,0.048225,0.000608,0.013473,0.000608,0.001536,0.001184,0.000896,0.962236
0.400428,0.199302,0.065026,0.063586,0.331370,0.192294,0.009472,0.048514,0.000640,0.013664,0.000384,0.001664,0.001120,0.000320,1.007774
0.400300,0.168645,0.073634,0.080323,0.326538,0.199494,0.005728,0.048257,0.000608,0.013473,0.000640,0.001632,0.001056,0.000384,1.006878
0.403820,0.156549,0.051041,0.065218,0.276264,0.193606,0.005440,0.048194,0.000608,0.013696,0.000352,0.001536,0.001024,0.000416,0.953916
0.400876,0.157317,0.048129,0.061154,0.270088,0.193158,0.005376,0.048321,0.000608,0.013569,0.000384,0.001472,0.001056,0.000384,0.944572
0.402380,0.166053,0.048578,0.062882,0.280777,0.192581,0.005440,0.067682,0.000896,0.014016,0.000416,0.001472,0.001024,0.000640,0.975741
0.401548,0.159076,0.063906,0.066754,0.293544,0.193606,0.005536,0.048514,0.000608,0.013600,0.000384,0.001440,0.001056,0.000416,0.968860
0.402412,0.171493,0.062274,0.063490,0.301161,0.192966,0.005376,0.048289,0.000640,0.013633,0.000352,0.001504,0.001120,0.000352,0.975837
0.401324,0.173829,0.049122,0.062818,0.288905,0.192838,0.005376,0.048129,0.000608,0.013793,0.000352,0.001472,0.001120,0.000576,0.963101
0.400876,0.172229,0.048833,0.062946,0.287688,0.194438,0.005664,0.047938,0.000576,0.014016,0.000384,0.001504,0.001120,0.000352,0.963388
0.395563,0.168741,0.051074,0.065954,0.289289,0.192902,0.009504,0.048609,0.000800,0.014049,0.000352,0.001664,0.001120,0.000384,0.962684
0.402284,0.198086,0.050850,0.088482,0.340938,0.194310,0.009313,0.048129,0.000608,0.013760,0.000352,0.001633,0.001056,0.000320,1.021087
0.417037,0.160452,0.058754,0.065154,0.287592,0.194982,0.005152,0.048226,0.000800,0.013792,0.000352,0.001472,0.001152,0.000576,0.979997
0.400427,0.167108,0.049313,0.064834,0.284808,0.192646,0.005376,0.048577,0.000608,0.013857,0.000608,0.001504,0.001216,0.000352,0.958460
0.400844,0.171653,0.048258,0.062146,0.285385,0.193189,0.005504,0.048514,0.000576,0.013696,0.000576,0.001472,0.001056,0.000417,0.959677
0.400780,0.183717,0.060322,0.069698,0.317609,0.192998,0.005152,0.047842,0.000800,0.013824,0.000352,0.001472,0.001056,0.000352,0.990653
0.401164,0.169797,0.050113,0.064386,0.288072,0.192966,0.005440,0.048066,0.000608,0.014112,0.000352,0.001536,0.001216,0.000576,0.962044
0.399564,0.170565,0.048161,0.062306,0.284232,0.192998,0.005440,0.048546,0.000768,0.014176,0.000384,0.001472,0.001280,0.000512,0.957628
0.403404,0.157508,0.049954,0.065346,0.275944,0.211814,0.005248,0.048194,0.000608,0.014272,0.000352,0.001568,0.001120,0.000384,0.971964
0.396300,0.155909,0.048513,0.067234,0.275144,0.193286,0.005152,0.048194,0.000736,0.014048,0.000384,0.001504,0.001152,0.000416,0.944636
0.403180,0.167493,0.049825,0.064450,0.285384,0.192742,0.005184,0.047393,0.000768,0.014176,0.000352,0.001536,0.001184,0.000608,0.960668
0.403468,0.168549,0.048354,0.062497,0.282632,0.193190,0.009280,0.048674,0.000768,0.014112,0.000352,0.001696,0.000992,0.000384,0.963677
0.416972,0.173285,0.059074,0.069218,0.304905,0.192838,0.005376,0.047809,0.000800,0.013985,0.000384,0.001440,0.000992,0.000384,0.994525
0.403948,0.171462,0.059937,0.063266,0.298377,0.193830,0.005504,0.047490,0.000608,0.013664,0.000352,0.001504,0.001088,0.000384,0.974813
0.400172,0.172613,0.049986,0.065986,0.292105,0.194374,0.005504,0.047777,0.000768,0.013921,0.000576,0.001536,0.000992,0.000672,0.966301
0.425357,0.151204,0.059682,0.068130,0.282568,0.196262,0.005440,0.048514,0.000800,0.013696,0.000352,0.001440,0.001056,0.000384,0.984413
0.400972,0.203942,0.050242,0.068226,0.326122,0.193190,0.005600,0.048257,0.000768,0.013761,0.000352,0.001472,0.001024,0.000576,1.000350
0.400076,0.174437,0.049794,0.065282,0.292873,0.192902,0.005376,0.048033,0.000800,0.013793,0.000352,0.001440,0.001152,0.000384,0.965501
0.402348,0.154981,0.078498,0.116356,0.353675,0.193925,0.005473,0.048385,0.000800,0.013536,0.000352,0.001537,0.001184,0.000800,1.030655
0.401132,0.170917,0.049569,0.064193,0.288040,0.193510,0.005408,0.048322,0.000608,0.014304,0.000320,0.001568,0.001312,0.000416,0.962652
0.400652,0.162757,0.059778,0.070530,0.296873,0.194438,0.005440,0.048962,0.000576,0.014304,0.000576,0.001536,0.001056,0.000576,0.973597
0.401900,0.162565,0.064482,0.064706,0.295049,0.214535,0.005632,0.047905,0.000576,0.013793,0.000384,0.001504,0.001216,0.000416,0.991774
0.400972,0.162789,0.048673,0.063042,0.277608,0.194214,0.005248,0.048802,0.000640,0.014528,0.000384,0.001568,0.001120,0.000576,0.953884
0.401004,0.173029,0.049537,0.068610,0.294568,0.195782,0.005600,0.048930,0.000576,0.014272,0.000384,0.001632,0.001152,0.000352,0.972796
0.401740,0.169861,0.049761,0.064610,0.287400,0.192838,0.005184,0.047906,0.000608,0.014048,0.000416,0.001504,0.001056,0.000320,0.960732
0.396107,0.164197,0.059362,0.064450,0.291465,0.193126,0.005216,0.047937,0.000608,0.013473,0.000352,0.001504,0.001120,0.000384,0.959228
0.400556,0.169957,0.063970,0.063490,0.300841,0.195429,0.005409,0.048353,0.000576,0.014017,0.000384,0.001568,0.001024,0.000448,0.975837
0.401260,0.166501,0.049953,0.064354,0.284264,0.194054,0.005440,0.048898,0.000608,0.014240,0.000320,0.001472,0.001088,0.000384,0.959516
0.416748,0.187590,0.060098,0.064610,0.315466,0.192837,0.009312,0.047617,0.000608,0.013953,0.000352,0.001664,0.001056,0.000384,1.007422
0.401484,0.171525,0.047937,0.061730,0.284552,0.193030,0.005376,0.048161,0.000608,0.014273,0.000576,0.001536,0.000992,0.000416,0.958396
0.401228,0.167557,0.050082,0.069282,0.290185,0.196102,0.005600,0.047809,0.000576,0.013505,0.000384,0.001472,0.001056,0.000416,0.965981
0.401292,0.171781,0.066082,0.106499,0.349707,0.193381,0.005376,0.047458,0.000576,0.013728,0.000576,0.001504,0.001152,0.000384,1.023967
0.403340,0.164773,0.050433,0.064514,0.283336,0.192838,0.005504,0.047778,0.000608,0.013664,0.000416,0.001440,0.001216,0.000320,0.959644
0.402507,0.172805,0.048801,0.067778,0.293096,0.194918,0.005312,0.047938,0.000608,0.013984,0.000384,0.001504,0.001216,0.000288,0.970012
0.396108,0.163749,0.049057,0.062818,0.278952,0.214374,0.008576,0.047361,0.000576,0.013537,0.000608,0.001440,0.001216,0.000320,0.971613
0.397740,0.170117,0.049409,0.066978,0.289992,0.196326,0.005344,0.047137,0.000608,0.013760,0.000384,0.001504,0.001152,0.000416,0.962685
0.397100,0.168197,0.048257,0.061762,0.282152,0.193702,0.005376,0.047714,0.000640,0.013824,0.000384,0.001472,0.001184,0.000416,0.952028
0.395691,0.167301,0.061186,0.063490,0.295337,0.192998,0.005536,0.047426,0.000576,0.013568,0.000416,0.001504,0.001152,0.000384,0.961948
0.400780,0.159396,0.050082,0.064098,0.276840,0.193958,0.005600,0.047201,0.000576,0.013729,0.000384,0.001504,0.001056,0.000288,0.949212
0.397004,0.161028,0.048930,0.063106,0.276360,0.199750,0.005472,0.047809,0.000608,0.013665,0.000384,0.001536,0.001056,0.000320,0.952476
0.401964,0.158789,0.048385,0.081475,0.291945,0.193957,0.005409,0.047841,0.000768,0.013728,0.000352,0.001536,0.001056,0.000352,0.965917
0.422636,0.195782,0.059330,0.065346,0.323946,0.193061,0.005633,0.047105,0.000576,0.013696,0.000384,0.001472,0.001024,0.000640,1.017759
0.403148,0.155109,0.049985,0.068898,0.277512,0.193510,0.005568,0.048482,0.000832,0.014016,0.000416,0.001408,0.001024,0.000352,0.956252
0.399500,0.204198,0.067938,0.063938,0.339658,0.194246,0.005440,0.047778,0.000832,0.013472,0.000352,0.001472,0.000992,0.000384,1.012670
0.403372,0.168453,0.067810,0.067906,0.308137,0.193510,0.005408,0.048417,0.000832,0.013761,0.000352,0.001440,0.000960,0.000608,0.985245
0.400555,0.177221,0.067970,0.063714,0.312585,0.195974,0.005472,0.048449,0.000832,0.013601,0.000640,0.001472,0.001056,0.000928,0.989661
0.401004,0.169445,0.066306,0.068482,0.307689,0.192998,0.005152,0.048545,0.000832,0.013729,0.000352,0.001664,0.000992,0.000352,0.981085
0.401644,0.163301,0.066050,0.063234,0.295881,0.192646,0.029953,0.051041,0.000576,0.013889,0.000384,0.001696,0.001024,0.000320,0.997214
0.396171,0.168549,0.049922,0.065538,0.287337,0.194246,0.005152,0.048289,0.000576,0.013633,0.000352,0.001472,0.001088,0.000320,0.956636
0.396299,0.166885,0.066786,0.068546,0.305481,0.192773,0.005537,0.047841,0.000608,0.013696,0.000384,0.001472,0.000993,0.000320,0.973181
0.403052,0.163812,0.048129,0.075906,0.290952,0.195974,0.005408,0.048706,0.000544,0.013568,0.000352,0.001440,0.000992,0.000320,0.969532
0.415724,0.172517,0.047681,0.075746,0.299017,0.197766,0.005568,0.047714,0.001056,0.014048,0.000416,0.001440,0.001024,0.000320,0.992829
0.400588,0.196838,0.062306,0.064930,0.327338,0.193734,0.005152,0.048001,0.000800,0.013697,0.000320,0.001504,0.000992,0.000352,1.000862
0.395884,0.154948,0.048162,0.063074,0.269736,0.193125,0.005601,0.048225,0.000640,0.013696,0.000384,0.001473,0.001088,0.000576,0.939324
0.421260,0.157925,0.059426,0.064802,0.285481,0.192869,0.005377,0.047649,0.000544,0.014177,0.000416,0.001504,0.001056,0.000320,0.978749
0.400556,0.149764,0.047458,0.063362,0.264136,0.200038,0.005472,0.047425,0.000832,0.013537,0.000608,0.001536,0.001024,0.000384,0.943420
0.400012,0.160677,0.058786,0.063201,0.286216,0.193062,0.005600,0.048098,0.000608,0.013472,0.000544,0.001504,0.001216,0.000352,0.958940
0.400044,0.164837,0.046754,0.060290,0.275145,0.211814,0.005216,0.048865,0.000641,0.013792,0.000352,0.001472,0.001088,0.000320,0.967517
0.396331,0.165061,0.048257,0.082850,0.299400,0.193350,0.005152,0.047650,0.000576,0.013632,0.000352,0.001472,0.001120,0.000288,0.967644
0.399628,0.165829,0.063810,0.065378,0.298185,0.192902,0.005248,0.048642,0.000608,0.013536,0.000416,0.001472,0.001152,0.000352,0.969725
0.399692,0.185446,0.047585,0.061122,0.297385,0.192614,0.005184,0.047777,0.000640,0.013729,0.000384,0.001504,0.001056,0.000320,0.967741
0.399916,0.196326,0.059681,0.072643,0.331658,0.192997,0.005344,0.047298,0.000608,0.013536,0.000352,0.001504,0.000992,0.000352,1.002973
0.400780,0.169893,0.066466,0.063106,0.303177,0.193253,0.005409,0.048545,0.000800,0.013697,0.000384,0.001440,0.001152,0.000448,0.979165
0.399692,0.207622,0.048257,0.068098,0.327402,0.193733,0.005536,0.048578,0.000608,0.013472,0.000352,0.001472,0.001088,0.000480,1.000382
0.416076,0.172165,0.060642,0.064194,0.300489,0.194022,0.005376,0.048161,0.000608,0.013665,0.000352,0.001440,0.001024,0.000384,0.989661
0.397067,0.173349,0.059553,0.070114,0.306537,0.194949,0.005729,0.047873,0.000800,0.013440,0.000384,0.001440,0.000992,0.000416,0.978205
0.401228,0.163781,0.048450,0.061570,0.277033,0.193893,0.005601,0.048257,0.000832,0.013537,0.000352,0.001472,0.001088,0.000416,0.952061
0.421484,0.172357,0.059586,0.075010,0.311305,0.195174,0.005376,0.048290,0.000640,0.013472,0.000352,0.001440,0.001024,0.000416,1.006877
0.395884,0.201414,0.067234,0.068738,0.340714,0.192902,0.005184,0.048354,0.000576,0.013824,0.000352,0.001472,0.001056,0.000384,1.008350
0.395691,0.160452,0.047362,0.062402,0.273704,0.192677,0.005377,0.049505,0.000864,0.013824,0.000384,0.001568,0.000992,0.000384,0.943644
0.396236,0.169925,0.081378,0.080355,0.335402,0.200070,0.005472,0.047713,0.000576,0.013473,0.000352,0.001504,0.001056,0.000416,1.009662
0.402540,0.160933,0.047489,0.063586,0.275304,0.197286,0.005248,0.048577,0.000608,0.013473,0.000352,0.001440,0.001152,0.000352,0.955292
0.401100,0.162565,0.065154,0.064034,0.295241,0.192581,0.005153,0.048193,0.000576,0.013472,0.000352,0.001472,0.001024,0.000608,0.967613
0.400972,0.163077,0.047009,0.063714,0.277192,0.193510,0.005472,0.047809,0.000608,0.033121,0.000448,0.001696,0.001024,0.000352,0.971996
0.394988,0.152292,0.046785,0.067266,0.269768,0.192806,0.005152,0.047841,0.000576,0.013473,0.000320,0.001472,0.001056,0.000352,0.935132
0.400620,0.164645,0.064962,0.070114,0.303113,0.193733,0.005441,0.047457,0.000576,0.013664,0.000384,0.001441,0.001088,0.000608,0.975933
0.395564,0.189830,0.065250,0.063490,0.321994,0.193414,0.005760,0.048001,0.000608,0.013409,0.000608,0.001472,0.000960,0.000384,0.989950
0.416524,0.165605,0.059842,0.084002,0.313161,0.198150,0.005472,0.048578,0.000576,0.013408,0.000352,0.001504,0.000992,0.000384,1.006909
0.395308,0.196550,0.050753,0.065218,0.316009,0.192870,0.005408,0.048450,0.000576,0.013440,0.000416,0.001440,0.001088,0.000832,0.983613
0.400140,0.160645,0.048482,0.064481,0.277032,0.197509,0.005281,0.048161,0.000576,0.013472,0.000352,0.001472,0.000960,0.000576,0.953245
0.418349,0.169925,0.056802,0.072194,0.303113,0.192741,0.005409,0.048353,0.000576,0.013697,0.000384,0.001472,0.001024,0.000800,0.993342
0.400492,0.172581,0.048994,0.084194,0.309161,0.193990,0.005408,0.047970,0.000800,0.013824,0.000416,0.001536,0.001056,0.000864,0.984509
0.400588,0.172614,0.048449,0.065282,0.289609,0.194054,0.005376,0.047841,0.000640,0.013505,0.000352,0.001504,0.001056,0.000384,0.962877
0.396907,0.171173,0.050081,0.063362,0.288425,0.215366,0.005217,0.048129,0.000864,0.014048,0.000352,0.001537,0.001248,0.000640,0.982526
0.396620,0.162405,0.050754,0.062370,0.279369,0.193797,0.005377,0.048865,0.000576,0.014112,0.000352,0.001441,0.000960,0.000416,0.949789
0.395852,0.146853,0.062113,0.062562,0.275048,0.192966,0.005120,0.047938,0.000800,0.013600,0.000352,0.001408,0.000928,0.000384,0.942332
0.395372,0.150916,0.048258,0.061218,0.263912,0.193446,0.005088,0.047873,0.000800,0.013569,0.000352,0.001440,0.000992,0.000288,0.929852
0.397548,0.163365,0.048801,0.062594,0.278056,0.192870,0.005152,0.048641,0.000576,0.013473,0.000320,0.001440,0.000896,0.000416,0.946396
0.396300,0.151204,0.049826,0.068258,0.272808,0.196358,0.005312,0.048257,0.000577,0.013888,0.000416,0.001472,0.000960,0.000288,0.943644
