Layer[0],Layer[1],IN[2],INFER[2-4],OUT[4],TEE[2-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.396459,0.017889,0.138980,0.597106,0.085474,0.826168,0.001088,0.014785,0.000640,0.001536,0.001088,0.000672,1.267717
0.396812,0.017793,0.137700,0.569712,0.066145,0.777334,0.000736,0.014464,0.000640,0.001472,0.001280,0.000416,1.218244
0.396652,0.017793,0.133700,0.569553,0.067618,0.775159,0.000800,0.014592,0.000704,0.001568,0.001088,0.000416,1.216068
0.417068,0.017857,0.136996,0.571793,0.067618,0.780119,0.000832,0.014176,0.000672,0.001536,0.001120,0.000608,1.241284
0.396172,0.017633,0.146148,0.567217,0.065506,0.782583,0.000736,0.014624,0.000640,0.001568,0.001216,0.000640,1.222628
0.397420,0.017856,0.130148,0.578993,0.065185,0.777975,0.000704,0.014816,0.000864,0.001536,0.001152,0.000384,1.219684
0.397420,0.017793,0.137444,0.571537,0.065058,0.777591,0.000800,0.014848,0.000832,0.001536,0.001120,0.000576,1.219780
0.398156,0.018529,0.119107,0.572625,0.065730,0.761910,0.000800,0.014785,0.000672,0.001504,0.001344,0.000576,1.205988
0.396588,0.017889,0.137380,0.589105,0.083235,0.815416,0.001120,0.014624,0.000641,0.001504,0.001120,0.000384,1.257350
0.395724,0.017633,0.131491,0.567537,0.066690,0.769462,0.000992,0.014753,0.000608,0.001600,0.001184,0.000384,1.209252
0.396267,0.017793,0.123492,0.570257,0.067426,0.765015,0.000736,0.015040,0.000640,0.001408,0.000992,0.000576,1.205155
0.395532,0.017632,0.165957,0.596274,0.067490,0.833913,0.001056,0.014785,0.000640,0.001568,0.001024,0.000576,1.273702
0.396236,0.017985,0.135748,0.569105,0.064514,0.772791,0.000736,0.014976,0.000640,0.001568,0.001120,0.000384,1.213220
0.395884,0.018112,0.138404,0.570801,0.068578,0.781623,0.000768,0.014817,0.000608,0.001568,0.001088,0.000384,1.221252
0.410604,0.018016,0.156965,0.578737,0.071650,0.811160,0.001088,0.014753,0.000416,0.001600,0.001120,0.000544,1.266373
0.396268,0.017760,0.134980,0.579185,0.067202,0.785112,0.001120,0.014624,0.000640,0.001536,0.001120,0.000576,1.226276
0.396524,0.017600,0.132324,0.596530,0.081890,0.815192,0.000800,0.014881,0.000640,0.001536,0.001376,0.000608,1.257221
0.396043,0.017600,0.136068,0.583953,0.071171,0.794744,0.000768,0.014496,0.000640,0.001504,0.001056,0.000416,1.233892
0.395563,0.017632,0.153285,0.580369,0.066466,0.803512,0.000736,0.014656,0.000608,0.001536,0.001056,0.000384,1.242884
0.395980,0.017504,0.133763,0.623026,0.085987,0.847513,0.000640,0.014304,0.000640,0.001568,0.001024,0.000576,1.286918
0.396139,0.018112,0.130916,0.576913,0.065154,0.776471,0.000800,0.014625,0.000608,0.001536,0.001120,0.000640,1.217284
0.395692,0.017953,0.131652,0.570769,0.065378,0.771127,0.000704,0.015072,0.000384,0.001408,0.001024,0.000544,1.211044
0.414476,0.017697,0.131364,0.567345,0.066018,0.768183,0.000704,0.015072,0.000448,0.001536,0.001120,0.000352,1.226660
0.396171,0.018144,0.132612,0.582001,0.069538,0.787959,0.000736,0.014785,0.000352,0.001504,0.001056,0.000384,1.227684
0.396268,0.017985,0.127556,0.566096,0.066306,0.763574,0.000800,0.014561,0.000416,0.001536,0.001056,0.000608,1.203460
0.396236,0.017504,0.115940,0.569265,0.063425,0.752119,0.000736,0.014656,0.000416,0.001472,0.001120,0.000608,1.191395
0.396172,0.017792,0.131876,0.568945,0.074210,0.778583,0.000768,0.014657,0.000640,0.001472,0.001152,0.000352,1.219204
0.395692,0.017888,0.129828,0.587090,0.086562,0.807992,0.000832,0.014913,0.000640,0.001536,0.001216,0.000480,1.248773
0.396811,0.017793,0.123044,0.567344,0.067010,0.760854,0.000800,0.014624,0.000640,0.001984,0.001408,0.000352,1.202531
0.396204,0.017824,0.135492,0.569489,0.067490,0.775831,0.000864,0.014721,0.000384,0.001504,0.001056,0.000384,1.216740
0.395371,0.035009,0.146180,0.569265,0.067746,0.787191,0.001280,0.015008,0.000640,0.001504,0.001056,0.000385,1.245317
0.396044,0.017728,0.133603,0.567889,0.073827,0.779127,0.001056,0.014592,0.000384,0.001536,0.001120,0.000416,1.218596
0.395404,0.017920,0.136068,0.569777,0.065890,0.775607,0.000864,0.014721,0.000640,0.001472,0.001088,0.000384,1.215332
0.395404,0.017537,0.135908,0.569169,0.069602,0.778295,0.000768,0.014560,0.000608,0.001536,0.001056,0.000608,1.216964
0.395979,0.017857,0.134116,0.567249,0.069858,0.774871,0.000736,0.014688,0.000928,0.001440,0.001057,0.000384,1.214948
0.395436,0.017921,0.139396,0.596785,0.075586,0.815768,0.000768,0.014400,0.000640,0.001472,0.001184,0.000416,1.255141
0.395980,0.018049,0.140580,0.575409,0.067682,0.787415,0.000800,0.014720,0.000704,0.001568,0.001280,0.000640,1.228805
0.395307,0.018017,0.141700,0.571601,0.067874,0.784887,0.000768,0.014881,0.000928,0.001504,0.001248,0.000416,1.225508
0.396012,0.017728,0.161413,0.591442,0.068226,0.826329,0.001024,0.014944,0.000672,0.001600,0.001152,0.000705,1.267270
0.396364,0.017920,0.123620,0.570129,0.070210,0.767991,0.001088,0.014945,0.000672,0.001600,0.001184,0.000608,1.209956
0.395372,0.017889,0.127812,0.568496,0.069891,0.770007,0.000800,0.014560,0.000640,0.001568,0.001248,0.000384,1.209636
0.413068,0.017889,0.164069,0.583921,0.072290,0.824184,0.000800,0.014849,0.000640,0.001632,0.001216,0.000608,1.282406
0.395884,0.017824,0.136132,0.567953,0.074658,0.782519,0.000768,0.014561,0.000672,0.001600,0.001248,0.000640,1.223140
0.395627,0.017760,0.139812,0.583762,0.073346,0.800600,0.000800,0.014528,0.000864,0.001568,0.001248,0.000608,1.240388
0.395756,0.018272,0.134660,0.568593,0.065218,0.772183,0.000768,0.014561,0.000608,0.001568,0.001280,0.000416,1.212484
0.395691,0.017952,0.136964,0.579697,0.065218,0.785751,0.000736,0.014529,0.000640,0.001504,0.001312,0.000384,1.226052
0.396780,0.017792,0.139812,0.589714,0.081730,0.816440,0.001024,0.014400,0.000640,0.001536,0.001248,0.000416,1.259429
0.394988,0.017984,0.138340,0.578866,0.069858,0.790776,0.001024,0.014368,0.000640,0.001536,0.001248,0.000384,1.230276
0.395884,0.017952,0.136996,0.569745,0.065442,0.776023,0.000672,0.014753,0.000640,0.001568,0.001216,0.000416,1.215876
0.416524,0.017729,0.138148,0.582449,0.072098,0.796600,0.001056,0.014752,0.000640,0.001632,0.001184,0.000384,1.258373
0.395244,0.017632,0.130244,0.569233,0.072898,0.776343,0.001024,0.014529,0.000672,0.001568,0.001344,0.000352,1.215684
0.395531,0.017632,0.129412,0.568177,0.089506,0.791127,0.000800,0.014528,0.000384,0.001568,0.001248,0.000416,1.230628
0.395403,0.017792,0.135524,0.569073,0.066946,0.775511,0.000736,0.014849,0.000384,0.001536,0.001216,0.000640,1.215332
0.395148,0.017793,0.130403,0.566096,0.071714,0.772182,0.000992,0.015233,0.000864,0.001504,0.001280,0.000448,1.213060
0.396748,0.017824,0.125188,0.581489,0.082915,0.794136,0.000800,0.014944,0.000672,0.001600,0.001153,0.000384,1.235045
0.395212,0.017729,0.138500,0.571921,0.064578,0.778519,0.000704,0.014624,0.000640,0.001568,0.001120,0.000384,1.217636
0.395660,0.017601,0.123075,0.568817,0.066306,0.761974,0.001056,0.014625,0.000416,0.001600,0.001088,0.000416,1.201956
0.416653,0.017664,0.126884,0.578385,0.067426,0.776471,0.001152,0.015009,0.000416,0.001600,0.000992,0.000416,1.237029
0.395404,0.018049,0.135684,0.581073,0.066242,0.786519,0.000704,0.014592,0.000640,0.001472,0.001056,0.000384,1.225540
0.395532,0.017568,0.129284,0.582386,0.066914,0.782680,0.000768,0.014368,0.000416,0.001536,0.001088,0.000576,1.221860
0.395052,0.017920,0.132228,0.576497,0.066082,0.778327,0.000736,0.014561,0.000416,0.001472,0.001088,0.000384,1.216260
0.394827,0.017889,0.124452,0.566960,0.062146,0.757174,0.000736,0.014593,0.000640,0.001472,0.000960,0.000384,1.195363
0.395180,0.017729,0.128899,0.579857,0.078114,0.790903,0.000672,0.014593,0.000608,0.001568,0.001088,0.000384,1.229381
0.394284,0.017696,0.128643,0.565329,0.062306,0.759830,0.000768,0.015008,0.000352,0.001472,0.001312,0.000384,1.197860
0.395276,0.017729,0.134212,0.566096,0.067682,0.771350,0.000704,0.014497,0.000416,0.001472,0.001088,0.000576,1.209732
0.394604,0.017793,0.138756,0.578225,0.075810,0.796151,0.000736,0.014465,0.000384,0.001440,0.001088,0.000384,1.233221
0.394956,0.017697,0.113507,0.567697,0.072034,0.757494,0.001024,0.014657,0.000640,0.001504,0.001120,0.000352,1.197252
0.395052,0.017792,0.140964,0.568881,0.073698,0.787351,0.000704,0.014625,0.000672,0.001504,0.001120,0.000544,1.226340
0.412844,0.017633,0.125219,0.565009,0.065666,0.760854,0.001120,0.020865,0.000896,0.001504,0.001024,0.000384,1.223780
0.395372,0.017729,0.132419,0.577714,0.066946,0.780599,0.000704,0.015520,0.000448,0.001472,0.001152,0.000544,1.220836
0.404364,0.018336,0.188294,0.590898,0.098402,0.882715,0.001472,0.016128,0.000672,0.002080,0.002656,0.000768,1.339303
0.397292,0.017697,0.127012,0.572433,0.069058,0.772791,0.001440,0.015392,0.000608,0.001600,0.001664,0.000352,1.216516
0.396236,0.017537,0.136324,0.569745,0.065954,0.775799,0.001056,0.016000,0.000672,0.001760,0.001536,0.000352,1.218276
0.396620,0.017825,0.128483,0.595314,0.070786,0.798551,0.000992,0.015457,0.000640,0.001536,0.001216,0.000576,1.240101
0.394923,0.017601,0.123651,0.567313,0.063010,0.757366,0.000896,0.015361,0.000832,0.001600,0.001248,0.000384,1.196772
0.395243,0.017601,0.131460,0.569617,0.069666,0.774359,0.000768,0.014976,0.000416,0.001408,0.001312,0.000384,1.212899
0.416141,0.017952,0.155909,0.582897,0.074563,0.817241,0.001248,0.015520,0.000832,0.001632,0.001664,0.000416,1.282726
0.395979,0.017729,0.127524,0.580881,0.068354,0.781047,0.001280,0.015553,0.000896,0.001536,0.001088,0.000384,1.222788
0.396780,0.017665,0.131780,0.569488,0.066434,0.771767,0.000832,0.058689,0.000800,0.001696,0.001216,0.000608,1.258374
0.396684,0.017793,0.151268,0.590930,0.070402,0.817080,0.000864,0.015264,0.000640,0.001600,0.001152,0.000640,1.260197
0.395499,0.017633,0.137924,0.572785,0.068130,0.782711,0.000864,0.015328,0.000640,0.001696,0.001120,0.000352,1.223588
0.395531,0.017729,0.136036,0.600402,0.086242,0.826584,0.000736,0.015104,0.000736,0.001504,0.001312,0.000608,1.267173
0.395756,0.017920,0.127108,0.569073,0.066978,0.767095,0.000864,0.015041,0.000640,0.001568,0.001248,0.000384,1.208292
0.395851,0.017601,0.136484,0.568273,0.067394,0.775831,0.000832,0.014720,0.000640,0.001504,0.001248,0.000608,1.216132
0.414476,0.017889,0.138948,0.579537,0.068610,0.790327,0.000864,0.014753,0.000672,0.001568,0.001152,0.000384,1.249701
0.412940,0.017889,0.156324,0.597170,0.078242,0.835480,0.000800,0.014785,0.000608,0.001504,0.001152,0.000640,1.293478
0.396779,0.017633,0.142884,0.571697,0.088963,0.807352,0.001248,0.014976,0.000640,0.001600,0.001089,0.000608,1.249669
0.396107,0.017537,0.139172,0.568785,0.075426,0.787223,0.000800,0.014881,0.000832,0.001504,0.001184,0.000384,1.227652
0.394828,0.018017,0.135332,0.568625,0.066242,0.774071,0.000768,0.014880,0.000928,0.002080,0.001152,0.000384,1.214308
0.395404,0.017888,0.137924,0.586002,0.076898,0.804600,0.001216,0.014880,0.000641,0.001536,0.000992,0.000416,1.245189
0.395724,0.017953,0.136388,0.570864,0.066817,0.777911,0.000800,0.015008,0.000672,0.001504,0.001152,0.000608,1.218788
0.396556,0.017728,0.122564,0.579537,0.065602,0.772087,0.000768,0.014752,0.000640,0.001505,0.001152,0.000576,1.212740
0.414700,0.017792,0.124708,0.581841,0.070978,0.781431,0.000704,0.014753,0.000384,0.001568,0.001120,0.000576,1.240357
0.396044,0.017824,0.130852,0.582225,0.068930,0.785751,0.001184,0.014913,0.000416,0.001568,0.001248,0.000384,1.227108
0.397548,0.018016,0.126051,0.580561,0.077571,0.787607,0.000768,0.014368,0.000640,0.001536,0.001184,0.000352,1.228452
0.395500,0.017664,0.138884,0.581618,0.068930,0.793720,0.000800,0.014912,0.000640,0.001632,0.001280,0.000416,1.234500
0.395180,0.017985,0.136804,0.568945,0.066914,0.776535,0.000864,0.014624,0.000640,0.001472,0.001152,0.000416,1.216260
0.395756,0.017600,0.135844,0.588274,0.072962,0.800792,0.000704,0.014560,0.000640,0.001569,0.001088,0.000384,1.240677
0.395148,0.020928,0.164549,0.570545,0.067714,0.806456,0.000768,0.014753,0.000608,0.001632,0.000992,0.000352,1.248709
0.395819,0.017601,0.134372,0.569425,0.069762,0.777911,0.000736,0.014688,0.000673,0.001440,0.001152,0.000640,1.217252
0.395372,0.017568,0.157829,0.591794,0.067202,0.820665,0.000768,0.015104,0.000896,0.001984,0.001056,0.000384,1.260709
0.395596,0.017857,0.139140,0.581585,0.067938,0.792759,0.000832,0.014689,0.000672,0.001568,0.001184,0.000448,1.232901
0.395948,0.017601,0.136004,0.569649,0.072322,0.781719,0.000832,0.014816,0.000640,0.001536,0.001120,0.000385,1.222213
0.395755,0.017729,0.126884,0.568048,0.065986,0.764662,0.001153,0.014592,0.000608,0.001472,0.001056,0.000576,1.205379
0.395467,0.017665,0.135172,0.567633,0.069410,0.775639,0.001248,0.014624,0.000864,0.001504,0.000992,0.000384,1.214979
0.395756,0.018016,0.130340,0.587378,0.076802,0.798648,0.000800,0.014816,0.000609,0.001504,0.001120,0.000352,1.238853
0.395532,0.017825,0.129380,0.570481,0.066402,0.770455,0.001216,0.014720,0.000672,0.001632,0.001120,0.000608,1.211140
0.395787,0.017824,0.138244,0.569201,0.065282,0.776343,0.000768,0.014657,0.000640,0.001504,0.001120,0.000352,1.216004
0.396460,0.017793,0.136324,0.604562,0.078018,0.822904,0.000800,0.014945,0.000672,0.001536,0.001088,0.000384,1.263526
0.395148,0.017472,0.143365,0.568561,0.071714,0.787000,0.000768,0.014752,0.000640,0.001568,0.001024,0.000352,1.225636
0.395628,0.017857,0.130915,0.568401,0.067906,0.771062,0.000768,0.014657,0.000640,0.001504,0.001184,0.000352,1.210852
0.414060,0.017920,0.134788,0.575953,0.066049,0.780792,0.001216,0.014976,0.000672,0.001472,0.001088,0.000384,1.239716
0.396364,0.017824,0.148197,0.568657,0.067202,0.787608,0.000704,0.014752,0.000672,0.001568,0.001280,0.000384,1.228196
0.399852,0.017697,0.124003,0.579057,0.065666,0.772534,0.000736,0.032769,0.000896,0.001793,0.001216,0.000416,1.236581
0.396300,0.017696,0.138148,0.570320,0.064738,0.777207,0.000800,0.014593,0.000384,0.001472,0.001120,0.000384,1.216548
0.399179,0.017921,0.134148,0.570929,0.067458,0.776695,0.000768,0.014848,0.000640,0.001440,0.001088,0.000352,1.220868
0.398828,0.017857,0.136900,0.586609,0.071970,0.799095,0.000928,0.014561,0.000608,0.001376,0.001120,0.000384,1.242085
0.398923,0.017569,0.119780,0.568688,0.063010,0.755574,0.000768,0.014625,0.000640,0.001376,0.001152,0.000384,1.197667
0.395692,0.017761,0.129092,0.581297,0.067106,0.781399,0.000704,0.014688,0.000608,0.001440,0.001088,0.000384,1.220740
0.396716,0.036161,0.134020,0.575505,0.066402,0.781335,0.000736,0.014273,0.000608,0.001344,0.001184,0.000448,1.239717
0.395692,0.017537,0.133827,0.581457,0.064898,0.783671,0.000768,0.014560,0.000608,0.001472,0.001216,0.000384,1.222660
0.394955,0.017505,0.136964,0.577873,0.066466,0.784567,0.000768,0.014657,0.000416,0.001440,0.001120,0.000608,1.222372
0.396171,0.017665,0.141316,0.584817,0.065762,0.795543,0.001121,0.015104,0.000864,0.001440,0.001120,0.000352,1.236452
0.395115,0.017793,0.134692,0.567633,0.068258,0.774391,0.001088,0.014560,0.000672,0.001440,0.001184,0.000576,1.214019
0.394251,0.017633,0.135396,0.594642,0.078466,0.813720,0.000736,0.014497,0.000640,0.001472,0.001184,0.000352,1.253381
0.395404,0.018081,0.138500,0.568145,0.066978,0.777303,0.000736,0.014816,0.000640,0.001408,0.001248,0.000416,1.217508
0.394796,0.017824,0.133348,0.565521,0.066818,0.769687,0.000704,0.014496,0.000672,0.001568,0.001184,0.000384,1.208900
0.395244,0.017760,0.135236,0.597426,0.087747,0.824633,0.000736,0.014752,0.000672,0.001472,0.001184,0.000352,1.263525
0.395532,0.017761,0.134756,0.567089,0.066306,0.771511,0.000704,0.014976,0.000864,0.001504,0.001152,0.000576,1.210980
0.394604,0.017857,0.131076,0.582033,0.072162,0.788887,0.001120,0.014657,0.000640,0.001472,0.000992,0.000384,1.227461
0.408716,0.017665,0.129380,0.576209,0.064994,0.773879,0.000704,0.014752,0.000864,0.001504,0.001056,0.000416,1.226756
0.395371,0.017537,0.131108,0.565361,0.066370,0.766679,0.000736,0.014560,0.000608,0.001536,0.001120,0.000384,1.205251
0.394635,0.017633,0.125732,0.566064,0.073026,0.768055,0.000704,0.014720,0.000384,0.001536,0.001088,0.000384,1.205507
0.394443,0.017505,0.132516,0.577681,0.065570,0.779351,0.000768,0.014625,0.000640,0.001472,0.001376,0.000384,1.217156
0.394444,0.017728,0.142021,0.566576,0.064482,0.776695,0.000704,0.014145,0.000608,0.001408,0.001120,0.000384,1.213764
0.394891,0.017729,0.139780,0.599026,0.074498,0.817848,0.000736,0.014561,0.000672,0.001536,0.001184,0.000384,1.257925
0.396524,0.017536,0.138916,0.566769,0.065570,0.775255,0.000704,0.014689,0.000416,0.001952,0.001216,0.000608,1.215524
0.397131,0.017537,0.136388,0.565521,0.065858,0.771575,0.000736,0.015072,0.000672,0.001440,0.001120,0.000608,1.212771
0.395468,0.017632,0.145125,0.591921,0.071938,0.814424,0.001184,0.014945,0.000896,0.001472,0.001120,0.000384,1.254917
0.394860,0.017665,0.128836,0.566256,0.062882,0.761686,0.000736,0.014689,0.000672,0.001440,0.001184,0.000384,1.200068
0.395436,0.017857,0.135620,0.566992,0.069762,0.775543,0.000736,0.014528,0.000672,0.001504,0.001184,0.000640,1.214244
0.412876,0.017600,0.154341,0.591186,0.065410,0.815769,0.000672,0.014528,0.000672,0.001504,0.001056,0.000384,1.272357
0.395532,0.017601,0.119011,0.565873,0.070114,0.758390,0.000768,0.014177,0.000608,0.001472,0.001056,0.000608,1.196676
0.394380,0.017729,0.132067,0.566448,0.083523,0.785815,0.001152,0.015008,0.000832,0.001408,0.001088,0.000384,1.224644
0.395308,0.017569,0.119011,0.567601,0.064194,0.754134,0.000704,0.014272,0.000416,0.001472,0.001057,0.000576,1.191972
0.395307,0.017761,0.128484,0.566289,0.065026,0.763511,0.000864,0.014944,0.000896,0.001536,0.001216,0.000608,1.204387
0.395180,0.017728,0.123556,0.595825,0.074530,0.798072,0.000864,0.014816,0.000416,0.001472,0.001120,0.000576,1.237764
0.395372,0.017600,0.129476,0.568113,0.064162,0.765111,0.000736,0.015104,0.000416,0.001472,0.001024,0.000320,1.203619
0.394859,0.017505,0.137348,0.566385,0.072834,0.780503,0.000800,0.014849,0.000672,0.001760,0.001184,0.000384,1.219940
0.395340,0.034817,0.160741,0.566769,0.066818,0.799160,0.000704,0.015104,0.000384,0.001408,0.001024,0.000384,1.255557
0.395276,0.017952,0.130244,0.567857,0.072386,0.774231,0.000736,0.015265,0.000384,0.001472,0.001088,0.000384,1.213892
0.396268,0.017953,0.132036,0.577009,0.067330,0.779735,0.001184,0.014464,0.000640,0.001504,0.001152,0.000352,1.219972
0.395179,0.017505,0.138276,0.576113,0.072258,0.790103,0.000672,0.014497,0.000608,0.001504,0.001056,0.000384,1.228196
0.394315,0.017761,0.133572,0.576465,0.068130,0.781431,0.000704,0.014496,0.000640,0.001409,0.001152,0.000416,1.218692
0.394700,0.017600,0.130916,0.592914,0.075970,0.803416,0.000736,0.014592,0.000672,0.001473,0.001088,0.000416,1.241125
0.396236,0.017633,0.134148,0.567280,0.066818,0.772374,0.000832,0.014689,0.000384,0.001632,0.001184,0.000672,1.213732
0.395276,0.017792,0.135652,0.567569,0.068834,0.775479,0.000768,0.014369,0.000896,0.001440,0.001120,0.000608,1.214148
0.395596,0.017632,0.126948,0.597490,0.080258,0.809976,0.000768,0.014689,0.000448,0.001504,0.001056,0.000416,1.249829
0.395948,0.017665,0.138436,0.567728,0.067106,0.776791,0.000800,0.014656,0.000640,0.001568,0.001216,0.000384,1.216708
0.395019,0.017505,0.138756,0.576081,0.066626,0.785111,0.000800,0.014593,0.000704,0.001536,0.001184,0.000576,1.224228
0.416044,0.017696,0.140773,0.579025,0.067426,0.791064,0.000800,0.014848,0.000640,0.001632,0.001280,0.000449,1.252165
0.395147,0.017505,0.132516,0.582161,0.064802,0.783223,0.001120,0.014625,0.000640,0.001504,0.001024,0.000352,1.221348
0.395211,0.017760,0.136516,0.582641,0.065122,0.787863,0.001216,0.014433,0.000416,0.001408,0.001184,0.000288,1.226628
0.395947,0.017793,0.119235,0.578226,0.064769,0.765527,0.001120,0.014560,0.000416,0.001408,0.000896,0.000544,1.204067
0.395084,0.017601,0.120195,0.567665,0.071010,0.763094,0.000736,0.014561,0.000672,0.001536,0.001120,0.000576,1.203684
0.394572,0.017824,0.127972,0.584977,0.076003,0.793336,0.000832,0.014720,0.000672,0.001600,0.001152,0.000352,1.231268
0.394732,0.017665,0.130308,0.578705,0.067330,0.780183,0.000736,0.014720,0.000416,0.001504,0.001088,0.000416,1.218340
0.394251,0.017633,0.131172,0.568561,0.065282,0.768727,0.000800,0.014304,0.000416,0.001472,0.001120,0.000384,1.205731
0.398988,0.018209,0.206278,0.580305,0.070018,0.862137,0.001280,0.016513,0.000640,0.001728,0.003296,0.000768,1.313543
0.395500,0.017889,0.134212,0.572048,0.070146,0.780087,0.000928,0.015968,0.000672,0.001920,0.001696,0.000608,1.223204
0.397612,0.017600,0.135012,0.570321,0.064994,0.774167,0.000768,0.014689,0.000608,0.001600,0.001376,0.000352,1.215492
0.395564,0.017537,0.136100,0.577841,0.067298,0.784727,0.000704,0.015072,0.000704,0.001569,0.001120,0.000352,1.223973
0.395403,0.017792,0.119780,0.567920,0.062337,0.753590,0.000768,0.014625,0.000672,0.001568,0.001120,0.000576,1.192803
0.395564,0.017537,0.128740,0.590001,0.070786,0.793367,0.000736,0.014721,0.000640,0.001600,0.001152,0.000352,1.233093
0.396236,0.017824,0.123012,0.567825,0.069186,0.763511,0.001152,0.014528,0.000672,0.001472,0.001504,0.000608,1.205444
0.395307,0.017601,0.130212,0.568753,0.064194,0.766903,0.000800,0.014816,0.000608,0.001536,0.001376,0.000384,1.206883
0.394732,0.017440,0.113028,0.588369,0.079106,0.785912,0.000768,0.014560,0.000672,0.001504,0.001248,0.000608,1.224996
0.394860,0.017761,0.132996,0.569137,0.070722,0.776439,0.000736,0.014496,0.000672,0.001504,0.001120,0.000416,1.214788
0.395339,0.017409,0.134244,0.568913,0.072130,0.778551,0.000672,0.014497,0.000384,0.001472,0.001216,0.000608,1.216324
0.410796,0.017920,0.124292,0.579729,0.067778,0.775479,0.000704,0.014720,0.000417,0.001504,0.001024,0.000384,1.230597
0.396268,0.017665,0.136068,0.569585,0.066402,0.775767,0.000832,0.014688,0.000384,0.001472,0.001184,0.000640,1.215972
0.395660,0.017920,0.126052,0.567249,0.069410,0.765975,0.000736,0.014528,0.000640,0.001536,0.001056,0.000417,1.204900
0.395371,0.017633,0.137220,0.580977,0.066626,0.788599,0.000768,0.014753,0.000384,0.001504,0.001152,0.000576,1.227716
0.395723,0.017729,0.136836,0.579889,0.067970,0.788151,0.000768,0.014753,0.000672,0.001568,0.001152,0.000384,1.227684
0.395755,0.017857,0.142276,0.588658,0.076770,0.812184,0.000928,0.014624,0.000416,0.001664,0.001313,0.000704,1.253413
0.395884,0.017921,0.124707,0.572977,0.065698,0.767478,0.000832,0.014817,0.000608,0.001504,0.001152,0.000384,1.207556
0.395499,0.017921,0.120740,0.581041,0.065346,0.770519,0.001216,0.014944,0.000640,0.001536,0.001152,0.000576,1.210499
0.395211,0.018241,0.140708,0.584913,0.065633,0.794871,0.000769,0.014848,0.000672,0.001568,0.001184,0.000352,1.234436
0.395723,0.018016,0.131236,0.581425,0.068450,0.784663,0.001184,0.014817,0.000640,0.001600,0.001120,0.000672,1.225476
0.395916,0.017888,0.126756,0.581297,0.064161,0.776215,0.001216,0.014625,0.000640,0.001504,0.001088,0.000384,1.215748
0.416396,0.017793,0.138756,0.575025,0.066402,0.783927,0.001152,0.014464,0.000736,0.001632,0.001216,0.000384,1.245604
0.395660,0.017793,0.141188,0.571121,0.067682,0.783927,0.000928,0.014304,0.000672,0.001601,0.001312,0.000576,1.224389
0.395596,0.017953,0.136420,0.598514,0.079234,0.818232,0.000736,0.014496,0.000832,0.001600,0.001248,0.000352,1.258470
0.396012,0.017857,0.125123,0.584146,0.070466,0.783639,0.000704,0.014432,0.000640,0.001504,0.001281,0.000608,1.224101
0.395884,0.017856,0.114083,0.581041,0.067490,0.766870,0.000832,0.014657,0.000640,0.001600,0.001312,0.000608,1.208676
0.396108,0.018112,0.140292,0.599473,0.077603,0.821848,0.000768,0.014720,0.000384,0.001536,0.001152,0.000384,1.262533
0.395084,0.017568,0.121156,0.568625,0.066818,0.759991,0.000704,0.014816,0.000384,0.001600,0.001120,0.000640,1.198436
0.396268,0.017825,0.134916,0.581425,0.067458,0.787415,0.000832,0.014880,0.000384,0.001664,0.001152,0.000385,1.228293
0.413004,0.017761,0.141732,0.578289,0.068962,0.792471,0.001024,0.014881,0.000608,0.001568,0.001216,0.000384,1.249957
0.394604,0.018113,0.140100,0.579793,0.068482,0.792567,0.000704,0.015201,0.000672,0.001536,0.001120,0.000608,1.232933
0.396235,0.017601,0.137956,0.569489,0.090147,0.802328,0.001152,0.014912,0.000640,0.001568,0.001088,0.000640,1.244420
0.395052,0.017760,0.129636,0.567889,0.066338,0.767703,0.000800,0.014817,0.000640,0.001632,0.001184,0.000608,1.207684
0.395435,0.018081,0.126884,0.579761,0.065314,0.775895,0.000800,0.014912,0.000673,0.001600,0.001152,0.000576,1.216196
0.394795,0.017793,0.137188,0.593937,0.085890,0.821112,0.000768,0.014497,0.000704,0.001536,0.001184,0.000384,1.259781
0.394732,0.017761,0.125219,0.581202,0.066530,0.776695,0.000832,0.014496,0.000672,0.001568,0.001312,0.000608,1.216612
0.394956,0.018273,0.136388,0.578417,0.068130,0.786679,0.000832,0.014720,0.000736,0.001568,0.001120,0.000384,1.226309
0.413292,0.017825,0.136836,0.583857,0.068002,0.792535,0.000704,0.014785,0.000672,0.001536,0.001152,0.000608,1.250085
0.395244,0.017600,0.129508,0.577681,0.067554,0.778615,0.000672,0.014817,0.000384,0.001632,0.001152,0.000608,1.217924
0.396076,0.017632,0.126404,0.568785,0.070082,0.769239,0.000832,0.014720,0.000672,0.001536,0.001281,0.000384,1.209348
0.395243,0.017665,0.135652,0.570481,0.069666,0.779351,0.001216,0.014752,0.000672,0.001536,0.001152,0.000384,1.218884
0.395532,0.017729,0.127267,0.570641,0.064930,0.766678,0.000800,0.014657,0.000608,0.001568,0.001152,0.000608,1.206340
0.395564,0.018048,0.137348,0.601713,0.081187,0.825016,0.000832,0.015264,0.000672,0.001921,0.001120,0.000576,1.267462
0.398988,0.017760,0.138660,0.571697,0.067426,0.782168,0.000800,0.015232,0.000672,0.001664,0.001504,0.000640,1.226884
0.396556,0.017921,0.127427,0.570641,0.067202,0.768982,0.000704,0.014913,0.000608,0.001536,0.001120,0.000608,1.209892
