Layer[0],Layer[1],TEE[2-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416145,0.017632,0.777183,0.000800,0.014113,0.000576,0.001600,0.001024,0.000384,1.238545
0.415761,0.017632,0.740926,0.000832,0.014336,0.000384,0.001601,0.000992,0.000384,1.201168
0.417488,0.017472,0.735997,0.000832,0.015393,0.000416,0.001504,0.001792,0.000352,1.201039
0.416433,0.017504,0.734942,0.001312,0.014720,0.000384,0.001472,0.000960,0.000385,1.196880
0.415601,0.017313,0.732285,0.000896,0.014560,0.000384,0.001441,0.001024,0.000384,1.192400
0.415472,0.017217,0.718748,0.000864,0.013793,0.000384,0.001504,0.000992,0.000320,1.176398
0.434801,0.017889,0.741853,0.001313,0.014400,0.000608,0.001504,0.001120,0.000384,1.222576
0.420017,0.018145,0.728124,0.000864,0.013760,0.000384,0.001472,0.001056,0.000352,1.191855
0.415344,0.017280,0.721949,0.000832,0.014113,0.000352,0.001440,0.001120,0.000352,1.180943
0.415760,0.017249,0.722781,0.000768,0.013888,0.000384,0.001472,0.000960,0.000320,1.180750
0.417200,0.017216,0.733885,0.000704,0.013953,0.000416,0.001568,0.001120,0.000352,1.194863
0.420657,0.017441,0.751166,0.001216,0.013984,0.000608,0.001632,0.001088,0.000352,1.216240
0.417360,0.017473,0.728445,0.000864,0.014208,0.000608,0.001440,0.000992,0.000352,1.189039
0.415312,0.017345,0.724540,0.000768,0.014016,0.000640,0.001408,0.000896,0.000320,1.182414
0.415377,0.017377,0.736253,0.000896,0.014144,0.000417,0.001568,0.001024,0.000352,1.194960
0.415921,0.017505,0.730461,0.000800,0.013984,0.000608,0.001440,0.001056,0.000352,1.189840
0.415952,0.017313,0.725628,0.001280,0.014144,0.000416,0.001440,0.000992,0.000352,1.185103
0.415376,0.017600,0.737085,0.000705,0.014240,0.000640,0.001440,0.001152,0.000352,1.195951
0.416720,0.017409,0.715292,0.000704,0.013793,0.000640,0.001440,0.001024,0.000320,1.174958
0.415504,0.017377,0.721020,0.001216,0.014017,0.000416,0.001440,0.000960,0.000352,1.179566
0.436433,0.017505,0.735901,0.000960,0.014081,0.000608,0.001472,0.000960,0.000416,1.217360
0.417648,0.017665,0.735517,0.000704,0.014049,0.000608,0.001472,0.000960,0.000320,1.196591
0.415600,0.017249,0.721724,0.000704,0.014081,0.000384,0.001664,0.000896,0.000320,1.180046
0.415889,0.017536,0.702172,0.000800,0.014177,0.000416,0.001504,0.000992,0.000352,1.162094
0.416272,0.017633,0.728925,0.001312,0.015393,0.000416,0.001440,0.001024,0.000352,1.190415
0.415697,0.017569,0.744125,0.000960,0.013985,0.000384,0.001440,0.001024,0.000352,1.204368
0.419792,0.017728,0.716765,0.000736,0.014080,0.000352,0.001472,0.001024,0.000353,1.180495
0.417073,0.017312,0.716477,0.000800,0.014048,0.000384,0.001408,0.000960,0.000321,1.176463
0.416625,0.017441,0.736893,0.000864,0.013984,0.000576,0.001505,0.001248,0.000320,1.197104
0.416240,0.017248,0.719965,0.000864,0.013824,0.000352,0.001536,0.001024,0.000352,1.178831
0.417201,0.017633,0.736861,0.000800,0.014305,0.000832,0.001472,0.001184,0.000352,1.199152
0.416496,0.017665,0.741469,0.001376,0.014497,0.000800,0.001504,0.001056,0.000416,1.203119
0.416113,0.017408,0.710109,0.000736,0.013760,0.000608,0.001472,0.001088,0.000352,1.168910
0.415216,0.017665,0.721533,0.000960,0.014688,0.000640,0.001440,0.000928,0.000384,1.180974
0.434162,0.017440,0.742334,0.000736,0.014208,0.000352,0.001600,0.001153,0.000384,1.220657
0.420753,0.017441,0.729501,0.001312,0.014816,0.000352,0.001472,0.001056,0.000384,1.194576
0.420496,0.017441,0.723677,0.000832,0.014400,0.000416,0.001440,0.001024,0.000352,1.187887
0.415856,0.017345,0.717501,0.000864,0.014048,0.000640,0.001472,0.001120,0.000352,1.176718
0.418161,0.017313,0.724028,0.000769,0.013920,0.000416,0.001440,0.001152,0.000352,1.185391
0.416112,0.017441,0.748030,0.000736,0.014016,0.000416,0.001568,0.001121,0.000384,1.207920
0.420721,0.017760,0.742686,0.000832,0.014177,0.000864,0.001696,0.001216,0.000352,1.210032
0.415632,0.017536,0.733501,0.000864,0.013889,0.000640,0.001536,0.001216,0.000384,1.193743
0.415505,0.017441,0.766622,0.000864,0.014177,0.000384,0.001504,0.001216,0.000352,1.226865
0.420497,0.017504,0.737854,0.001152,0.014528,0.000896,0.001536,0.001217,0.000384,1.204112
0.416529,0.017697,0.740605,0.001184,0.014465,0.000416,0.001472,0.001120,0.000384,1.202736
0.438194,0.017696,0.739134,0.000736,0.014944,0.000576,0.001537,0.001152,0.000384,1.223505
0.416145,0.017696,0.725724,0.000768,0.014209,0.000352,0.001536,0.001152,0.000352,1.186447
0.415440,0.017569,0.767806,0.001248,0.014528,0.000384,0.001504,0.001248,0.000384,1.229424
0.420753,0.017665,0.726589,0.000864,0.014336,0.000352,0.001440,0.001280,0.000384,1.192656
0.415856,0.017824,0.737149,0.000832,0.015296,0.000384,0.001504,0.001408,0.000384,1.199279
0.420977,0.017505,0.767870,0.000832,0.014625,0.000384,0.001440,0.001216,0.000352,1.235121
0.416049,0.017665,0.742173,0.001312,0.014401,0.000384,0.001440,0.001152,0.000352,1.203888
0.420848,0.017537,0.737373,0.000768,0.014273,0.000384,0.001568,0.001152,0.000416,1.202991
0.434705,0.017537,0.742653,0.000704,0.014177,0.000576,0.001408,0.001120,0.000384,1.222000
0.416656,0.017505,0.728093,0.001248,0.014784,0.000609,0.001472,0.001152,0.000352,1.191183
0.420785,0.017665,0.737245,0.000864,0.015329,0.000864,0.001472,0.001184,0.000384,1.205232
0.416528,0.017569,0.738461,0.000961,0.014112,0.000800,0.001536,0.001184,0.000352,1.199983
0.416208,0.017696,0.735165,0.000768,0.014273,0.000576,0.001472,0.001152,0.000352,1.196015
0.416113,0.017536,0.769087,0.001344,0.014337,0.000576,0.001440,0.001184,0.000352,1.231505
0.415825,0.017569,0.734781,0.001312,0.014113,0.000384,0.001536,0.001152,0.000384,1.196624
0.421520,0.017600,0.739710,0.000832,0.014528,0.000576,0.001536,0.001280,0.000352,1.207216
0.420592,0.017473,0.747902,0.000864,0.014208,0.000353,0.001408,0.001184,0.000352,1.213648
0.415856,0.017473,0.732189,0.000896,0.014081,0.000384,0.001504,0.001248,0.000416,1.192303
0.420273,0.017504,0.735902,0.000832,0.014144,0.000640,0.001536,0.001184,0.000384,1.200719
0.434481,0.017536,0.736893,0.000800,0.014177,0.000576,0.001536,0.001216,0.000352,1.216944
0.417713,0.017697,0.739037,0.000800,0.014177,0.000416,0.001536,0.001216,0.000384,1.202288
0.415697,0.017984,0.739518,0.000864,0.014432,0.000576,0.001569,0.001120,0.000352,1.200528
0.415632,0.017569,0.736477,0.000864,0.014145,0.000416,0.001536,0.001088,0.000352,1.196143
0.415600,0.017473,0.734653,0.000832,0.014241,0.000384,0.001536,0.001216,0.000384,1.195567
0.415921,0.017697,0.769470,0.000768,0.014913,0.000416,0.001536,0.001184,0.000384,1.232753
0.422257,0.017632,0.746046,0.001280,0.015393,0.000416,0.001472,0.001280,0.000352,1.215568
0.415984,0.017569,0.721853,0.000800,0.014272,0.000832,0.001472,0.001152,0.000416,1.182734
0.420081,0.017665,0.757694,0.000800,0.014240,0.000384,0.001504,0.001152,0.000385,1.222833
0.419761,0.017537,0.720508,0.000832,0.014145,0.000448,0.001504,0.001152,0.000384,1.184943
0.415728,0.017473,0.738461,0.000800,0.014305,0.000576,0.001728,0.001152,0.000352,1.199439
0.439665,0.017504,0.729629,0.000832,0.014273,0.000448,0.001568,0.001120,0.000320,1.215152
0.420688,0.017313,0.744573,0.000704,0.014176,0.000864,0.001440,0.001216,0.000384,1.209967
0.415313,0.017728,0.739646,0.000864,0.014784,0.000416,0.001472,0.001089,0.000352,1.200336
0.420017,0.017505,0.733021,0.000800,0.014017,0.000640,0.001440,0.001152,0.000352,1.197840
0.415824,0.017345,0.731997,0.000896,0.014465,0.000416,0.001504,0.001088,0.000352,1.194383
0.416304,0.017408,0.753918,0.001312,0.014241,0.000352,0.001536,0.000928,0.000320,1.214576
0.416112,0.017313,0.705052,0.000768,0.014080,0.000384,0.001377,0.001024,0.000256,1.163182
0.415568,0.017505,0.719965,0.000800,0.014144,0.000384,0.001440,0.000928,0.000256,1.178158
0.415952,0.017697,0.763262,0.000928,0.014433,0.000384,0.001536,0.000896,0.000256,1.222704
0.416305,0.017664,0.735550,0.000832,0.013952,0.000416,0.001504,0.000992,0.000352,1.196495
0.416305,0.017472,0.744926,0.000736,0.014177,0.000352,0.001376,0.000992,0.000352,1.203760
0.440177,0.017505,0.743518,0.000800,0.014016,0.000416,0.001408,0.000896,0.000352,1.227280
0.415857,0.017568,0.711260,0.000768,0.013888,0.000864,0.001408,0.001056,0.000353,1.170191
0.415408,0.017441,0.735549,0.000736,0.013889,0.000416,0.001376,0.000832,0.000384,1.192079
0.449777,0.017536,0.737310,0.000800,0.014144,0.000608,0.001344,0.000992,0.000320,1.232848
0.415953,0.017152,0.730621,0.001376,0.014528,0.000384,0.001440,0.000992,0.000352,1.189487
0.415728,0.017473,0.703388,0.000832,0.013889,0.000384,0.001408,0.000960,0.000224,1.160878
0.421169,0.017793,0.731069,0.000800,0.014080,0.000352,0.001536,0.001120,0.000352,1.196560
0.415473,0.017473,0.723388,0.001248,0.014337,0.000448,0.001408,0.000896,0.000320,1.182863
0.416561,0.017537,0.765342,0.000992,0.014337,0.000352,0.001504,0.001248,0.000352,1.228049
0.416880,0.017825,0.722909,0.000864,0.014336,0.000384,0.001472,0.001440,0.000352,1.185231
0.416561,0.017344,0.738654,0.000800,0.014432,0.000608,0.001472,0.001248,0.000384,1.200240
0.416528,0.017536,0.762654,0.000896,0.014304,0.000352,0.001536,0.001184,0.000352,1.224688
0.415857,0.017793,0.735677,0.001280,0.014304,0.000448,0.001408,0.001216,0.000352,1.197872
0.415632,0.017728,0.728509,0.001248,0.014817,0.000576,0.001568,0.001120,0.000384,1.191503
0.435473,0.017601,0.739197,0.001376,0.015329,0.000384,0.001536,0.001152,0.000352,1.221456
0.427376,0.017728,0.740446,0.000864,0.014496,0.000544,0.001536,0.001121,0.000320,1.213840
0.416529,0.017504,0.736222,0.000864,0.015392,0.000384,0.001504,0.001120,0.000385,1.198768
0.416496,0.017761,0.729021,0.000960,0.014881,0.000416,0.001472,0.000928,0.000384,1.190927
0.417552,0.017537,0.736349,0.001152,0.014689,0.000384,0.001440,0.001120,0.000384,1.199247
0.416081,0.017441,0.762846,0.001248,0.014689,0.000608,0.001568,0.001088,0.000352,1.225105
0.417232,0.017761,0.735293,0.001248,0.014593,0.000928,0.001536,0.001248,0.000352,1.199119
0.416976,0.017633,0.714748,0.000768,0.015136,0.000416,0.001472,0.000992,0.000288,1.176430
0.417072,0.017569,0.741309,0.001280,0.015072,0.000608,0.001472,0.001216,0.000384,1.203599
0.416496,0.017473,0.716252,0.000929,0.014432,0.000576,0.001472,0.000992,0.000384,1.177902
0.416912,0.017441,0.714332,0.000864,0.014945,0.000608,0.001408,0.001152,0.000416,1.175438
0.416497,0.017856,0.719165,0.000864,0.014304,0.000352,0.001536,0.001153,0.000416,1.195152
0.416977,0.017537,0.732893,0.000736,0.014048,0.000576,0.001536,0.001024,0.000352,1.194095
0.417616,0.017665,0.718204,0.000864,0.014080,0.000576,0.001536,0.001024,0.000416,1.180270
0.432337,0.017441,0.741661,0.001184,0.014369,0.000640,0.001568,0.001024,0.000416,1.219472
0.417073,0.017377,0.727516,0.000864,0.013952,0.000576,0.001472,0.000992,0.000416,1.188303
0.416017,0.018113,0.736957,0.000832,0.013984,0.000608,0.001440,0.001025,0.000384,1.197584
0.417105,0.017440,0.729277,0.000800,0.014241,0.000576,0.001568,0.000992,0.000384,1.190191
0.416049,0.017504,0.732828,0.001216,0.014304,0.000800,0.001408,0.001024,0.000352,1.194095
0.416464,0.017473,0.747390,0.000896,0.014144,0.000576,0.001568,0.001024,0.000384,1.207055
0.416848,0.017569,0.732349,0.000768,0.014273,0.000608,0.001440,0.001024,0.000384,1.193423
0.416753,0.017344,0.727997,0.001184,0.015041,0.000352,0.001568,0.001056,0.000384,1.190031
0.416849,0.017505,0.754590,0.000928,0.014048,0.000608,0.001504,0.001056,0.000384,1.215888
0.416560,0.017312,0.725789,0.000800,0.014241,0.000608,0.001504,0.001120,0.000384,1.186703
0.417360,0.017633,0.726077,0.001056,0.014369,0.000384,0.001600,0.001088,0.000352,1.188751
0.437041,0.017345,0.738557,0.001184,0.014177,0.000704,0.001536,0.000992,0.000352,1.219952
0.416368,0.017761,0.739037,0.000896,0.015233,0.000448,0.001536,0.000992,0.000416,1.201199
0.415825,0.017376,0.732733,0.000960,0.014401,0.000384,0.001792,0.000928,0.000352,1.192719
0.417200,0.017472,0.726173,0.000800,0.014049,0.000576,0.001568,0.001024,0.000384,1.188111
0.415248,0.017377,0.731325,0.000832,0.013985,0.000640,0.001536,0.001088,0.000352,1.190671
0.415824,0.017504,0.743102,0.000800,0.014400,0.000416,0.001440,0.000992,0.000352,1.202960
0.415696,0.017409,0.727037,0.000864,0.014656,0.000384,0.001536,0.000928,0.000352,1.185903
0.415313,0.017601,0.717340,0.001152,0.014049,0.000384,0.001472,0.000960,0.000352,1.175727
0.416113,0.017281,0.735165,0.000672,0.014368,0.000384,0.001569,0.000928,0.000384,1.195120
0.417265,0.017313,0.730685,0.000832,0.014432,0.000576,0.001504,0.001025,0.000384,1.193040
0.417073,0.017601,0.716764,0.000832,0.013825,0.000448,0.001472,0.000992,0.000352,1.176719
0.416176,0.017313,0.744573,0.000800,0.014496,0.000352,0.001504,0.000992,0.000416,1.205199
0.415824,0.017153,0.727293,0.000768,0.014241,0.000352,0.001440,0.000992,0.000384,1.185711
0.418481,0.017825,0.754942,0.000896,0.015200,0.000416,0.001824,0.002400,0.000576,1.222865
0.438705,0.017825,0.758270,0.000960,0.015265,0.000608,0.001600,0.002112,0.000576,1.247729
0.416848,0.017952,0.747646,0.001024,0.015041,0.000608,0.001824,0.002016,0.000576,1.213008
0.416624,0.017696,0.744414,0.001280,0.015265,0.000640,0.001536,0.001216,0.000384,1.208464
0.415728,0.017665,0.746973,0.000768,0.014945,0.000576,0.001568,0.001344,0.000416,1.209136
0.416753,0.017665,0.728061,0.000896,0.014400,0.000864,0.001536,0.001185,0.000384,1.190672
0.417169,0.017504,0.755005,0.001345,0.014560,0.000416,0.001824,0.001184,0.000384,1.219408
0.415921,0.017601,0.714908,0.000800,0.014113,0.000832,0.001568,0.001120,0.000384,1.176239
0.415824,0.017569,0.732221,0.001248,0.015361,0.000416,0.001600,0.001152,0.000416,1.193199
0.436209,0.017569,0.734877,0.000768,0.014976,0.000608,0.001441,0.001024,0.000384,1.215760
0.417649,0.017728,0.729213,0.001024,0.014401,0.000608,0.001472,0.001248,0.000416,1.192303
0.417393,0.017729,0.718428,0.000768,0.014401,0.000544,0.001568,0.001216,0.000384,1.179695
0.417328,0.017409,0.737085,0.000896,0.014465,0.000608,0.001472,0.001184,0.000384,1.198383
0.416560,0.017441,0.715196,0.000736,0.014177,0.000384,0.001408,0.001184,0.000384,1.175022
0.416113,0.017345,0.743741,0.000736,0.014241,0.000864,0.001440,0.001024,0.000384,1.203984
0.416464,0.017697,0.744734,0.000800,0.014400,0.000576,0.001504,0.001280,0.000352,1.206543
0.416849,0.017569,0.733053,0.000864,0.014368,0.000576,0.001504,0.001344,0.000352,1.195376
0.415920,0.017632,0.750910,0.000832,0.014273,0.000576,0.001472,0.001280,0.000384,1.212112
0.417072,0.017665,0.729053,0.000896,0.014625,0.000576,0.001504,0.001120,0.000352,1.191279
0.415984,0.018241,0.728829,0.000832,0.014721,0.000384,0.001632,0.001152,0.000416,1.191567
0.434641,0.017633,0.745661,0.000704,0.014209,0.000832,0.001696,0.001344,0.000384,1.226256
0.417072,0.017537,0.740573,0.000801,0.014368,0.000864,0.001536,0.001152,0.000384,1.203023
0.415344,0.017569,0.728861,0.000832,0.014240,0.000864,0.001568,0.001184,0.000320,1.189199
0.435025,0.018305,0.734589,0.000736,0.014209,0.000416,0.001472,0.001216,0.000352,1.215120
0.416529,0.017536,0.733917,0.000768,0.014272,0.000608,0.001472,0.001344,0.000320,1.195951
0.416400,0.017665,0.761566,0.001312,0.014241,0.000864,0.001472,0.001120,0.000352,1.224816
0.417681,0.017536,0.734526,0.001280,0.014336,0.001088,0.001536,0.001152,0.000384,1.198063
0.417968,0.018401,0.737533,0.000832,0.014305,0.000608,0.001856,0.001376,0.000352,1.201839
0.417521,0.018209,0.777726,0.001280,0.014369,0.000640,0.001504,0.001152,0.000384,1.241489
0.417649,0.018241,0.730813,0.000832,0.014016,0.000832,0.001568,0.001216,0.000384,1.194224
0.416464,0.018753,0.737501,0.000832,0.014401,0.000608,0.001504,0.001376,0.000384,1.200911
0.435729,0.018273,0.736669,0.000800,0.014497,0.000608,0.001600,0.001312,0.000384,1.218768
0.426225,0.017569,0.733021,0.001280,0.014944,0.000800,0.001632,0.001345,0.000352,1.205456
0.417649,0.017600,0.737886,0.000800,0.016192,0.000640,0.001569,0.001088,0.000384,1.202224
0.416017,0.017633,0.751741,0.001248,0.014784,0.000832,0.001568,0.001056,0.000384,1.213424
0.416016,0.017953,0.732733,0.000768,0.014145,0.000608,0.001536,0.001088,0.000384,1.193615
0.415632,0.017409,0.742621,0.000864,0.014209,0.000608,0.001536,0.001248,0.000384,1.203471
0.416849,0.017345,0.736189,0.000832,0.014112,0.000576,0.001504,0.001121,0.000320,1.197488
0.416496,0.017537,0.732509,0.000736,0.014241,0.000608,0.001536,0.001088,0.000384,1.194031
0.418897,0.017505,0.768286,0.001376,0.014689,0.000416,0.001536,0.001280,0.000384,1.233617
0.416625,0.017729,0.742589,0.000768,0.014753,0.000576,0.001504,0.001024,0.000384,1.204560
0.416656,0.017760,0.740702,0.001280,0.014720,0.000576,0.001536,0.001216,0.000384,1.203183
0.434097,0.017569,0.726237,0.000832,0.014624,0.000576,0.001600,0.001056,0.000384,1.205360
0.415952,0.017536,0.735133,0.000768,0.014177,0.000608,0.001472,0.001088,0.000352,1.195471
0.415760,0.017633,0.733277,0.001280,0.014849,0.000640,0.001568,0.001184,0.000384,1.194895
0.417713,0.017632,0.740606,0.001248,0.014400,0.000608,0.001536,0.001344,0.000384,1.204144
0.417072,0.017473,0.714236,0.001249,0.014624,0.000608,0.001504,0.001024,0.000384,1.176334
0.417777,0.017345,0.747037,0.001248,0.014369,0.000608,0.001536,0.001248,0.000352,1.209936
0.416304,0.017569,0.726589,0.000896,0.014240,0.000672,0.001536,0.001120,0.000352,1.187406
0.417552,0.017665,0.732669,0.000832,0.014369,0.000384,0.001536,0.001184,0.000352,1.194639
0.417968,0.017569,0.748734,0.001344,0.014336,0.000576,0.001632,0.001056,0.000352,1.214000
0.416785,0.017504,0.735069,0.000832,0.014848,0.000384,0.001600,0.001184,0.000384,1.196559
0.416433,0.017281,0.718268,0.000832,0.014593,0.000544,0.001600,0.001152,0.000384,1.179439
0.436337,0.017761,0.734077,0.000832,0.014241,0.000576,0.001760,0.001088,0.000352,1.215472
0.416561,0.017473,0.748733,0.000736,0.014401,0.000608,0.001568,0.001024,0.000384,1.210064
0.418673,0.017633,0.740477,0.000928,0.014945,0.000576,0.001504,0.001088,0.000384,1.205104
0.416048,0.017440,0.732093,0.000832,0.014561,0.000608,0.001408,0.001024,0.000384,1.192463
0.416625,0.017505,0.735421,0.001312,0.014848,0.000576,0.001664,0.001056,0.000352,1.198000
0.417809,0.017728,0.751486,0.001248,0.014529,0.000640,0.001440,0.001152,0.000384,1.215152
0.416913,0.017280,0.736670,0.000800,0.014048,0.000448,0.001536,0.001152,0.000352,1.197232
0.417073,0.017537,0.740829,0.001216,0.014593,0.000608,0.001472,0.001024,0.000416,1.203600
0.416337,0.017473,0.761534,0.001312,0.014977,0.000608,0.001504,0.000928,0.000384,1.224625
0.416848,0.017697,0.726269,0.000864,0.014401,0.000640,0.001536,0.000992,0.000352,1.188175
0.415825,0.017536,0.737182,0.000864,0.015968,0.000672,0.001536,0.001024,0.000384,1.199568
0.439153,0.017537,0.759870,0.000800,0.015041,0.000640,0.001568,0.000992,0.000384,1.244017
0.416689,0.017537,0.740925,0.000800,0.014113,0.000640,0.001568,0.001088,0.000352,1.202704
0.416849,0.017504,0.737405,0.001280,0.015104,0.000384,0.001473,0.001088,0.000384,1.199248
0.433713,0.017569,0.753630,0.001152,0.014720,0.000608,0.001472,0.001152,0.000416,1.232848
0.416849,0.017792,0.733021,0.000769,0.014784,0.000384,0.001472,0.000960,0.000352,1.194511
0.417200,0.017633,0.749438,0.000864,0.014272,0.000576,0.001440,0.001088,0.000385,1.211408
0.417136,0.017729,0.740221,0.000768,0.014337,0.000832,0.001568,0.001088,0.000384,1.203119
0.416208,0.017409,0.725341,0.000832,0.014432,0.000576,0.001536,0.000992,0.000384,1.185711
0.415856,0.017665,0.773759,0.000864,0.014112,0.000832,0.001537,0.001152,0.000352,1.234641
0.416528,0.017376,0.725117,0.001344,0.014049,0.000864,0.001440,0.001056,0.000416,1.186127
0.416080,0.017633,0.721917,0.000864,0.013952,0.000608,0.001473,0.001024,0.000352,1.181775
0.415088,0.036354,0.745853,0.000736,0.013985,0.000352,0.001600,0.001056,0.000384,1.224112
0.416113,0.017729,0.732669,0.000864,0.014048,0.000576,0.001536,0.001152,0.000384,1.192975
0.415952,0.017761,0.731229,0.000832,0.013889,0.000832,0.001472,0.000992,0.000352,1.191631
0.434641,0.017728,0.725277,0.000864,0.013921,0.000832,0.001440,0.001024,0.000384,1.204272
0.426993,0.017728,0.742110,0.001248,0.014273,0.000608,0.001536,0.001152,0.000384,1.215216
0.416081,0.017472,0.755006,0.001216,0.015041,0.000832,0.001440,0.001056,0.000352,1.217392
0.416561,0.017664,0.722717,0.000864,0.014049,0.000352,0.001472,0.001344,0.000352,1.183759
0.416112,0.017441,0.729277,0.000768,0.014112,0.000832,0.001504,0.001057,0.000352,1.189423
0.416368,0.017953,0.753534,0.001376,0.015041,0.000384,0.001472,0.001088,0.000352,1.215824
0.417136,0.017472,0.735293,0.001344,0.014240,0.000352,0.001408,0.001024,0.000352,1.197199
0.416817,0.017857,0.724924,0.000960,0.013889,0.000608,0.001504,0.001024,0.000384,1.186159
0.417713,0.017249,0.747229,0.000928,0.014528,0.000416,0.001536,0.001088,0.000352,1.209648
0.416305,0.017377,0.738301,0.000928,0.014849,0.000416,0.001536,0.000960,0.000384,1.199216
0.416305,0.017600,0.731837,0.000896,0.014145,0.000864,0.001440,0.000960,0.000352,1.191887
0.433105,0.017536,0.733149,0.001216,0.014881,0.000608,0.001472,0.001184,0.000384,1.212816
0.416625,0.017281,0.752541,0.000832,0.014049,0.000864,0.001568,0.001248,0.000320,1.212784
0.416016,0.017281,0.735101,0.001248,0.014945,0.000416,0.001440,0.000992,0.000352,1.195023
0.415824,0.017569,0.726013,0.000832,0.014784,0.000640,0.001440,0.001121,0.000384,1.185743
0.415889,0.017249,0.730076,0.001249,0.014432,0.000608,0.001472,0.001024,0.000352,1.189903
0.415921,0.017409,0.739613,0.000992,0.014017,0.000608,0.001536,0.000992,0.000384,1.200176
0.416177,0.017504,0.710269,0.000800,0.013888,0.000352,0.001536,0.000992,0.000320,1.168526
0.415217,0.017665,0.727164,0.000864,0.015233,0.000384,0.001504,0.000992,0.000320,1.186575
0.415376,0.017441,0.740733,0.000832,0.014176,0.000352,0.001536,0.001088,0.000352,1.199503
0.415953,0.017312,0.713213,0.000832,0.013920,0.000384,0.001536,0.001024,0.000352,1.171630
0.416881,0.017409,0.735645,0.000832,0.014208,0.000608,0.001504,0.001056,0.000384,1.197136
0.436466,0.017505,0.743965,0.001280,0.014433,0.000608,0.001504,0.001120,0.000416,1.226801
0.416305,0.017568,0.733982,0.000864,0.015328,0.000352,0.001504,0.000928,0.000384,1.195151
0.416688,0.017409,0.726237,0.000768,0.014369,0.000608,0.001504,0.000960,0.000320,1.187215
0.416912,0.017761,0.728637,0.000800,0.014113,0.000832,0.001472,0.001056,0.000384,1.190575
0.417489,0.017537,0.729853,0.000960,0.014016,0.000864,0.001408,0.000960,0.000384,1.191695
0.416656,0.017697,0.758782,0.000928,0.015297,0.000384,0.001472,0.000928,0.000384,1.221552
0.416272,0.017473,0.733405,0.000896,0.014081,0.000640,0.001472,0.000992,0.000384,1.193775
0.416017,0.017632,0.735614,0.000832,0.014048,0.000800,0.001472,0.001184,0.000352,1.195951
0.415920,0.017665,0.772703,0.001312,0.014240,0.000864,0.001409,0.001024,0.000384,1.234737
0.416912,0.017537,0.726461,0.001280,0.014176,0.000641,0.001472,0.001056,0.000384,1.188559
0.417105,0.017697,0.735709,0.000832,0.014305,0.000640,0.001440,0.001024,0.000384,1.197488
0.439186,0.017600,0.737086,0.000768,0.014080,0.000608,0.001376,0.001088,0.000384,1.219056
0.416401,0.017633,0.727996,0.000768,0.013824,0.000576,0.001440,0.001120,0.000384,1.187695
0.416976,0.017729,0.726973,0.000928,0.014112,0.000832,0.001440,0.001024,0.000384,1.189391
0.416881,0.017536,0.730205,0.000928,0.013857,0.000896,0.001472,0.000960,0.000352,1.191631
0.415857,0.017697,0.725692,0.000800,0.013889,0.000832,0.001440,0.001024,0.000384,1.185519
0.415920,0.017312,0.751582,0.001280,0.015297,0.000608,0.001472,0.001088,0.000352,1.213808
0.417040,0.017568,0.729117,0.000896,0.014145,0.000576,0.001504,0.000896,0.000384,1.190159
0.415344,0.017473,0.730109,0.000864,0.014049,0.000576,0.001504,0.001120,0.000352,1.189519
0.418193,0.017632,0.757854,0.001408,0.015808,0.000576,0.001536,0.000960,0.000384,1.224176
0.417745,0.017601,0.736381,0.000928,0.014784,0.000608,0.001793,0.001152,0.000384,1.199952
0.416976,0.017729,0.724829,0.000800,0.014400,0.000608,0.001472,0.001120,0.000352,1.186895
0.444049,0.017633,0.732221,0.000768,0.014337,0.000640,0.001568,0.001120,0.000384,1.220784
0.416432,0.017761,0.738749,0.000833,0.014272,0.000608,0.001568,0.001056,0.000384,1.200015
0.417265,0.017633,0.725724,0.000928,0.014144,0.000832,0.001568,0.001120,0.000384,1.188239
0.434225,0.017473,0.730717,0.000832,0.014656,0.000608,0.001600,0.000960,0.000384,1.209391
0.416657,0.017344,0.734077,0.000929,0.014336,0.000832,0.001504,0.001056,0.000384,1.194447
0.415857,0.017313,0.749853,0.000832,0.014785,0.000608,0.001536,0.001024,0.000384,1.210384
0.418001,0.017632,0.722461,0.001216,0.015105,0.000384,0.001600,0.000992,0.000384,1.185551
0.417488,0.017505,0.726621,0.000992,0.014496,0.000640,0.001601,0.001216,0.000384,1.189583
0.418672,0.017856,0.758366,0.000928,0.014817,0.000352,0.001728,0.001088,0.000384,1.223120
0.418416,0.017697,0.725725,0.000768,0.014336,0.000576,0.001504,0.001184,0.000384,1.188559
0.416784,0.017857,0.720860,0.000768,0.014624,0.000608,0.001536,0.001184,0.000352,1.182190
0.416657,0.017504,0.757758,0.000800,0.014016,0.000608,0.001472,0.001248,0.000384,1.217744
0.417329,0.017664,0.743262,0.001344,0.014913,0.000608,0.001472,0.001120,0.000384,1.206480
0.417553,0.017665,0.732413,0.000832,0.014144,0.000608,0.001472,0.001216,0.000416,1.194607
0.434353,0.017793,0.730077,0.000896,0.014241,0.000608,0.001440,0.001056,0.000352,1.209232
0.418257,0.017504,0.731229,0.000768,0.014144,0.000384,0.001440,0.001184,0.000384,1.192975
0.416529,0.017953,0.728316,0.000800,0.013921,0.000864,0.001440,0.001184,0.000352,1.189615
0.419152,0.017632,0.742302,0.000896,0.013984,0.000608,0.001568,0.001217,0.000384,1.207536
