Layer[0],Layer[1],Layer[2],IN[3],INFER[3-9],OUT[9],TEE[3-9],Layer[10],classifier
0.394988,0.017473,0.191941,0.118404,0.104611,0.060578,0.286633,0.000544,0.895835
0.394283,0.017249,0.191365,0.120612,0.103395,0.061090,0.288201,0.000544,0.895706
0.394284,0.017473,0.191749,0.157637,0.102467,0.061858,0.325194,0.000544,0.934172
0.394412,0.017312,0.191590,0.116772,0.102019,0.060385,0.282344,0.000608,0.890523
0.394636,0.017280,0.221607,0.130020,0.102051,0.060994,0.296361,0.000544,0.935804
0.394188,0.017440,0.191589,0.154885,0.101123,0.059458,0.318538,0.000512,0.926396
0.394156,0.017408,0.191974,0.150276,0.101763,0.060098,0.315113,0.000544,0.923259
0.394411,0.017185,0.191493,0.128452,0.103619,0.065954,0.300969,0.000576,0.909370
0.394475,0.017313,0.191430,0.128419,0.103971,0.061090,0.296712,0.000512,0.904730
0.394188,0.017408,0.191237,0.128068,0.101699,0.059874,0.292681,0.000512,0.900411
0.397964,0.017089,0.191077,0.151045,0.104515,0.065570,0.324170,0.000544,0.935228
0.393836,0.017441,0.210822,0.136708,0.101667,0.059970,0.302473,0.000544,0.930332
0.394828,0.017377,0.191493,0.136580,0.104995,0.064450,0.309033,0.000544,0.917755
0.394540,0.017377,0.191525,0.116292,0.102563,0.064354,0.287017,0.000544,0.896091
0.394092,0.017345,0.191493,0.127172,0.101923,0.059746,0.291881,0.000576,0.899995
0.394732,0.017505,0.191333,0.130020,0.104387,0.061730,0.299145,0.000608,0.908123
0.394475,0.017313,0.191109,0.141221,0.104707,0.061538,0.310826,0.000544,0.918555
0.394892,0.017440,0.191462,0.141796,0.102627,0.060610,0.307977,0.000544,0.916379
0.394156,0.017376,0.208486,0.130500,0.112964,0.062882,0.309610,0.000512,0.935196
0.394411,0.017217,0.192230,0.117347,0.103779,0.063970,0.288072,0.000544,0.897274
0.394348,0.017281,0.191685,0.155749,0.117956,0.061249,0.338058,0.000544,0.946300
0.394476,0.017248,0.191526,0.151877,0.104515,0.065314,0.324650,0.000576,0.932444
0.394092,0.017408,0.191398,0.122596,0.100707,0.059681,0.286056,0.000544,0.894106
0.395211,0.017409,0.191301,0.150021,0.101443,0.060034,0.314410,0.000544,0.923035
0.394604,0.017408,0.192070,0.102819,0.103139,0.058850,0.267944,0.000544,0.877402
0.393804,0.017312,0.209063,0.129219,0.113540,0.063010,0.308969,0.000544,0.934588
0.394507,0.017473,0.192229,0.139109,0.105443,0.062658,0.310826,0.000640,0.921211
0.394636,0.017312,0.191974,0.120260,0.110627,0.063042,0.297673,0.000576,0.907515
0.394092,0.017472,0.191366,0.118020,0.103747,0.061345,0.286216,0.000576,0.893947
0.410284,0.017537,0.191910,0.137444,0.114723,0.062658,0.318121,0.000576,0.943932
0.394667,0.017633,0.191398,0.130372,0.104643,0.064642,0.302697,0.000544,0.911483
0.393932,0.017377,0.191365,0.140004,0.101956,0.062273,0.307561,0.000704,0.915259
0.394411,0.017313,0.209830,0.147012,0.111428,0.064418,0.327658,0.000640,0.954524
0.394027,0.017376,0.191174,0.154116,0.101379,0.060418,0.319017,0.000576,0.926395
0.394220,0.017281,0.191109,0.151269,0.105155,0.064898,0.324458,0.000640,0.932028
0.393996,0.017280,0.191525,0.139428,0.100835,0.061954,0.305801,0.000512,0.913531
0.393707,0.017281,0.191238,0.137284,0.117923,0.062818,0.322377,0.000448,0.929691
0.394284,0.017505,0.191429,0.124068,0.103747,0.060002,0.290921,0.000544,0.898843
0.394924,0.017472,0.191206,0.150148,0.101955,0.060289,0.315209,0.000608,0.923995
0.394987,0.017377,0.210566,0.125316,0.119715,0.060194,0.308617,0.000544,0.937275
0.394955,0.017344,0.191142,0.138564,0.102819,0.061058,0.305577,0.000448,0.913563
0.394284,0.017280,0.191142,0.130020,0.103747,0.063554,0.300553,0.000576,0.908283
0.394316,0.017312,0.191238,0.115555,0.103204,0.063617,0.285544,0.000513,0.893435
0.394604,0.017280,0.191462,0.130532,0.101731,0.063586,0.299817,0.000512,0.908315
0.394540,0.017121,0.191461,0.143748,0.103491,0.062017,0.312521,0.000577,0.920668
0.394667,0.017249,0.191334,0.153476,0.102755,0.061954,0.322825,0.000544,0.930843
0.394827,0.017345,0.219430,0.136132,0.112484,0.063970,0.317386,0.000512,0.955196
0.394411,0.017376,0.191654,0.127940,0.104547,0.060929,0.296616,0.000576,0.905115
0.394476,0.017280,0.191238,0.140996,0.104835,0.063042,0.311913,0.000576,0.920027
0.395467,0.017281,0.191653,0.130980,0.105027,0.062945,0.302153,0.000512,0.911482
0.394635,0.017409,0.191174,0.128067,0.103395,0.061505,0.296104,0.000576,0.904314
0.395883,0.017441,0.191174,0.119715,0.119684,0.061026,0.303401,0.000576,0.912667
0.395019,0.017344,0.191782,0.157124,0.104516,0.062721,0.327529,0.000545,0.938204
0.395020,0.017248,0.210503,0.141188,0.113091,0.060674,0.319689,0.000608,0.947932
0.395180,0.017409,0.191909,0.136548,0.104548,0.062785,0.306889,0.000640,0.916636
0.395980,0.017152,0.191366,0.129668,0.103907,0.068258,0.304969,0.000576,0.914395
0.394891,0.017280,0.191494,0.117507,0.103779,0.061986,0.286472,0.000608,0.894778
0.394891,0.017249,0.191302,0.133572,0.113699,0.063362,0.313769,0.000576,0.922203
0.395436,0.017409,0.191077,0.156325,0.102211,0.062274,0.323754,0.000544,0.932572
0.395596,0.017312,0.191558,0.116643,0.102883,0.064833,0.287944,0.000512,0.897243
0.394923,0.017473,0.208838,0.158885,0.118915,0.062530,0.343658,0.000576,0.970332
0.394443,0.017281,0.191910,0.128387,0.103812,0.065409,0.300809,0.000544,0.909371
0.395115,0.017344,0.191526,0.114883,0.101667,0.059970,0.279688,0.000576,0.888506
0.394476,0.017280,0.191750,0.109795,0.104356,0.059713,0.277000,0.000544,0.885594
0.394348,0.017120,0.191622,0.134724,0.104067,0.066306,0.308457,0.000544,0.916315
0.395212,0.017280,0.191494,0.132932,0.101667,0.059330,0.296841,0.000544,0.905595
0.395116,0.017280,0.191302,0.120836,0.101955,0.060033,0.285865,0.000576,0.894491
0.394955,0.017184,0.213318,0.134308,0.104163,0.062082,0.303849,0.000544,0.934587
0.394731,0.017281,0.191462,0.136644,0.114499,0.061986,0.316233,0.000608,0.924699
0.395179,0.017281,0.191333,0.151716,0.104483,0.065154,0.324233,0.000512,0.933147
0.394795,0.017473,0.191366,0.132483,0.102787,0.065153,0.303496,0.000609,0.911899
0.395468,0.017472,0.191494,0.141284,0.105603,0.065666,0.315913,0.000576,0.928252
0.396236,0.017344,0.191590,0.158341,0.106019,0.064610,0.331978,0.000640,0.942620
0.395788,0.017345,0.191493,0.127940,0.114916,0.063969,0.309961,0.000544,0.919740
0.415116,0.017441,0.191813,0.155845,0.117348,0.067202,0.345099,0.000576,0.974333
0.396044,0.017313,0.191525,0.156101,0.102979,0.064898,0.327690,0.000640,0.937468
0.395532,0.017473,0.191653,0.132644,0.102947,0.062146,0.300745,0.000544,0.910267
0.395116,0.017441,0.191557,0.126916,0.104771,0.087043,0.322154,0.000480,0.932636
0.395148,0.017472,0.191654,0.160837,0.102339,0.063778,0.330026,0.000544,0.939996
0.394859,0.017408,0.191494,0.136932,0.101955,0.063010,0.305289,0.000544,0.914171
0.395915,0.017152,0.191814,0.119139,0.101891,0.063810,0.287784,0.000512,0.897402
0.414989,0.017504,0.191590,0.134020,0.112739,0.064514,0.314281,0.000576,0.943292
0.395019,0.017185,0.191653,0.127651,0.104355,0.063810,0.298888,0.000480,0.907642
0.394700,0.017216,0.191622,0.136132,0.102211,0.061314,0.302569,0.000576,0.910843
0.394860,0.017312,0.191654,0.133828,0.104547,0.089859,0.331594,0.000576,0.940412
0.395404,0.017344,0.191782,0.156069,0.104323,0.063810,0.327114,0.000544,0.936252
0.395020,0.017280,0.191621,0.128228,0.102115,0.063842,0.298025,0.000544,0.907451
0.395436,0.017185,0.191525,0.127268,0.104067,0.062786,0.297193,0.000544,0.906043
0.410028,0.017408,0.191590,0.134212,0.104003,0.065922,0.307177,0.000544,0.931516
0.395500,0.017249,0.191749,0.136164,0.101795,0.062914,0.304425,0.000544,0.914843
0.395180,0.017248,0.191750,0.149060,0.102755,0.062978,0.319529,0.000480,0.928411
0.394860,0.017409,0.191653,0.119716,0.113571,0.086691,0.323178,0.000544,0.931804
0.394603,0.017408,0.191302,0.133028,0.104611,0.060962,0.301545,0.000608,0.909499
0.395883,0.017217,0.192006,0.120611,0.103651,0.061154,0.288424,0.000544,0.898202
0.396588,0.017312,0.192134,0.170757,0.104355,0.061378,0.339818,0.000544,0.952092
0.412332,0.017377,0.191877,0.131107,0.114052,0.063874,0.312329,0.000640,0.938876
0.395148,0.017568,0.191334,0.142372,0.101923,0.058562,0.306057,0.000544,0.915003
0.394123,0.017249,0.191429,0.141221,0.102307,0.060129,0.306666,0.000576,0.914235
0.394924,0.017248,0.191814,0.131364,0.121283,0.117156,0.374731,0.000544,0.984253
0.394412,0.017472,0.191622,0.116899,0.103939,0.065026,0.288937,0.000544,0.897243
0.396523,0.017185,0.191366,0.150244,0.102851,0.060194,0.316233,0.000544,0.925947
0.395244,0.017216,0.191622,0.117187,0.101699,0.060257,0.282184,0.000608,0.891642
0.425005,0.017312,0.191654,0.127748,0.113283,0.063554,0.307881,0.000544,0.946812
0.395468,0.017248,0.191462,0.129284,0.104195,0.064770,0.301993,0.000576,0.911835
0.395275,0.017377,0.191366,0.136964,0.102467,0.063874,0.306313,0.000512,0.914971
0.395340,0.017280,0.191686,0.173029,0.109987,0.063426,0.350090,0.000608,0.960028
0.395915,0.017473,0.191206,0.139140,0.103107,0.061090,0.306569,0.000576,0.916507
0.395436,0.017216,0.191910,0.148548,0.104836,0.061377,0.318025,0.000512,0.927228
0.395467,0.017217,0.191718,0.125987,0.104164,0.062017,0.295272,0.000512,0.904602
0.412780,0.017377,0.191781,0.128067,0.101571,0.058434,0.291209,0.000512,0.918203
0.395627,0.017185,0.191365,0.127332,0.102563,0.062498,0.295497,0.000512,0.904410
0.395148,0.017376,0.191750,0.128324,0.104387,0.062210,0.297929,0.000576,0.907131
0.395980,0.017280,0.192294,0.130212,0.123587,0.076835,0.334250,0.000544,0.944700
0.395660,0.017280,0.191782,0.125380,0.104803,0.066178,0.299497,0.000608,0.909051
0.395340,0.017216,0.191494,0.136708,0.104803,0.061890,0.306473,0.000512,0.915195
0.395531,0.017761,0.191590,0.147012,0.103171,0.060130,0.313769,0.000544,0.926843
0.413356,0.017440,0.191558,0.154053,0.118147,0.062210,0.338826,0.000608,0.966140
0.396044,0.017280,0.191622,0.149668,0.106211,0.062242,0.321130,0.000544,0.931804
0.395404,0.017408,0.191366,0.153220,0.102563,0.061762,0.321129,0.000608,0.930267
0.395211,0.017377,0.191429,0.164100,0.104515,0.061505,0.333545,0.000544,0.942331
0.395180,0.017505,0.191493,0.150053,0.102435,0.059810,0.315306,0.000544,0.924188
0.395307,0.017505,0.191462,0.148324,0.101891,0.059810,0.313033,0.000480,0.921915
0.396076,0.017408,0.191526,0.150436,0.104675,0.061442,0.319721,0.000544,0.930043
0.411564,0.017249,0.191621,0.150053,0.102403,0.060706,0.316234,0.000576,0.941788
0.395532,0.017408,0.191462,0.155428,0.104419,0.061057,0.323945,0.000544,0.933755
0.395948,0.017312,0.191750,0.128548,0.105219,0.066978,0.304393,0.000576,0.915387
0.395020,0.017472,0.212583,0.124067,0.110532,0.068866,0.308073,0.000608,0.938780
0.408588,0.017345,0.191718,0.131267,0.114436,0.063266,0.311977,0.000512,0.934460
0.396012,0.017345,0.191493,0.117764,0.103747,0.060930,0.285513,0.000544,0.895163
0.395276,0.017537,0.191141,0.127428,0.102627,0.060098,0.293513,0.000576,0.902523
0.395211,0.017313,0.192293,0.140997,0.111747,0.062754,0.320138,0.000544,0.929756
0.395308,0.017216,0.191238,0.126756,0.104227,0.065218,0.299177,0.000608,0.907547
0.395244,0.017344,0.191814,0.139972,0.101827,0.059490,0.304201,0.000576,0.913115
0.395308,0.017249,0.220198,0.124516,0.114627,0.062882,0.305353,0.000576,0.943260
0.395468,0.017344,0.191878,0.127236,0.102499,0.059937,0.292649,0.000544,0.901979
0.396843,0.017344,0.191462,0.121123,0.103235,0.060802,0.288648,0.000608,0.902394
0.395308,0.017344,0.191366,0.150660,0.105187,0.061346,0.320489,0.000544,0.929307
0.395436,0.017472,0.191302,0.129572,0.104899,0.062594,0.300361,0.000544,0.909339
0.395628,0.017184,0.191654,0.131556,0.102947,0.060834,0.298281,0.000480,0.907707
0.395020,0.017248,0.191334,0.114691,0.104163,0.064033,0.285960,0.000544,0.894459
0.394956,0.017280,0.209959,0.129539,0.113956,0.062690,0.309449,0.000544,0.936924
0.395564,0.017216,0.191686,0.136708,0.101667,0.060098,0.302185,0.000544,0.911771
0.395596,0.017249,0.191685,0.130756,0.104131,0.062210,0.301481,0.000576,0.910779
0.395212,0.017377,0.191909,0.149669,0.101955,0.060674,0.315466,0.000544,0.924732
0.395659,0.017153,0.191525,0.116932,0.102787,0.059746,0.282505,0.000512,0.891450
0.395372,0.017408,0.191462,0.140676,0.102115,0.060386,0.306153,0.000576,0.916091
0.395372,0.017281,0.191269,0.155397,0.101795,0.066274,0.326538,0.000512,0.935164
0.396331,0.017473,0.211142,0.155013,0.118819,0.065794,0.343306,0.000512,0.974108
0.396012,0.017473,0.191717,0.132100,0.104643,0.063169,0.302953,0.000576,0.913435
0.395275,0.017473,0.191750,0.119779,0.103555,0.061602,0.288040,0.000576,0.897946
0.396107,0.017344,0.192166,0.151332,0.101539,0.059938,0.315849,0.000544,0.926107
0.397355,0.017377,0.193318,0.122467,0.103619,0.061442,0.290888,0.000480,0.904506
0.395884,0.017408,0.191750,0.121668,0.102467,0.060129,0.287529,0.000544,0.898363
0.396907,0.017313,0.191558,0.148612,0.102083,0.062626,0.317033,0.000576,0.927547
0.396428,0.017664,0.210534,0.135652,0.116324,0.063522,0.319114,0.000608,0.950236
0.395916,0.017440,0.192198,0.158693,0.104643,0.062722,0.329226,0.000576,0.939836
0.395020,0.017313,0.191749,0.128836,0.104259,0.065090,0.301865,0.000512,0.910971
0.395083,0.017216,0.191622,0.138660,0.101955,0.060162,0.303817,0.000448,0.912251
0.395212,0.017377,0.191621,0.118852,0.101763,0.059330,0.283209,0.000608,0.892155
0.395372,0.017216,0.191814,0.118211,0.103491,0.060897,0.285864,0.000640,0.894843
0.395052,0.017504,0.191814,0.129060,0.104003,0.066242,0.302217,0.000512,0.911227
0.395500,0.032033,0.192165,0.129188,0.114340,0.062625,0.309353,0.000512,0.933852
0.394891,0.017249,0.191686,0.127587,0.101827,0.059778,0.292136,0.000512,0.900634
0.395884,0.017409,0.191685,0.138181,0.101155,0.059713,0.302089,0.000512,0.911643
0.394987,0.017441,0.191750,0.150628,0.102115,0.060674,0.316745,0.000544,0.927291
0.395083,0.017504,0.191526,0.131012,0.102083,0.060417,0.296680,0.000577,0.905467
0.395372,0.017600,0.191814,0.119972,0.101539,0.061057,0.287240,0.000544,0.901082
0.396556,0.017376,0.192422,0.132004,0.105219,0.065986,0.306601,0.000640,0.918235
0.396427,0.031968,0.192069,0.127780,0.103715,0.070978,0.305609,0.000576,0.930971
0.396236,0.017280,0.191621,0.146341,0.102275,0.062945,0.314825,0.000513,0.924220
0.395276,0.017120,0.191782,0.104035,0.100995,0.059490,0.267848,0.000608,0.876410
0.395628,0.017344,0.191750,0.134500,0.104803,0.060706,0.303177,0.000512,0.912251
0.395339,0.017409,0.191366,0.134692,0.102659,0.059553,0.300040,0.000576,0.908538
0.395564,0.017120,0.191366,0.100195,0.101315,0.058498,0.263048,0.000576,0.871418
0.394795,0.017921,0.191525,0.122244,0.100195,0.059138,0.284681,0.000576,0.892954
0.396620,0.017377,0.193605,0.153029,0.111491,0.063298,0.332810,0.000544,0.947004
0.395724,0.017408,0.191686,0.125604,0.114467,0.067554,0.312233,0.000576,0.921691
0.395755,0.017217,0.191430,0.127715,0.102979,0.062145,0.296584,0.000512,0.905882
0.395947,0.017601,0.191686,0.110467,0.105699,0.060802,0.281640,0.000576,0.893274
0.407852,0.017505,0.191621,0.111844,0.103459,0.060321,0.279657,0.000608,0.901147
0.395211,0.017441,0.192006,0.115331,0.104131,0.060130,0.284264,0.000576,0.894170
0.395660,0.017440,0.191366,0.107299,0.133124,0.060578,0.305513,0.000576,0.915035
0.395660,0.017505,0.191557,0.142436,0.108164,0.059393,0.313641,0.000545,0.923452
0.397355,0.017505,0.192230,0.116867,0.101987,0.060066,0.283496,0.000640,0.895034
0.395372,0.017184,0.192166,0.136932,0.103811,0.060898,0.306889,0.000608,0.916635
0.395308,0.017408,0.191622,0.117956,0.162116,0.061474,0.346250,0.000576,0.955420
0.408460,0.017344,0.192038,0.104003,0.102019,0.058978,0.269128,0.000544,0.891514
0.396684,0.017345,0.194757,0.159141,0.109379,0.064226,0.336202,0.000640,0.950812
0.396172,0.017504,0.192454,0.149156,0.103139,0.060610,0.316713,0.000640,0.927899
0.396203,0.017537,0.216006,0.133316,0.111844,0.061857,0.312041,0.000544,0.946683
0.395532,0.017312,0.191814,0.113379,0.102819,0.059233,0.279464,0.000576,0.888858
0.395532,0.017409,0.191877,0.110436,0.103459,0.065826,0.284649,0.000608,0.894299
0.395179,0.017473,0.192133,0.127556,0.104291,0.061218,0.297769,0.000576,0.907386
0.411596,0.017505,0.191781,0.126084,0.112995,0.062242,0.306025,0.000608,0.932187
