Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-10],OUT[10],TEE[6-10],classifier
0.394284,0.017344,0.192198,0.023233,0.048673,0.000576,0.107555,0.065986,0.062018,0.238951,0.921723
0.394379,0.017249,0.192197,0.004865,0.047073,0.000576,0.112291,0.050242,0.061410,0.226855,0.888602
0.395084,0.017377,0.191365,0.004864,0.047170,0.000576,0.105859,0.052162,0.061409,0.222342,0.885307
0.399372,0.017376,0.191942,0.004800,0.047106,0.000608,0.101731,0.051041,0.060994,0.217446,0.884122
0.411052,0.017600,0.191526,0.004864,0.047074,0.000608,0.103587,0.062209,0.061986,0.230406,0.909626
0.399052,0.017408,0.191334,0.004832,0.047521,0.000576,0.106308,0.051297,0.061442,0.221927,0.888346
0.394764,0.017281,0.191781,0.004864,0.047074,0.000576,0.137220,0.053666,0.062337,0.256359,0.918139
0.399628,0.017280,0.191878,0.004832,0.047394,0.000608,0.127171,0.066626,0.062050,0.259303,0.927803
0.395564,0.017376,0.191878,0.004800,0.047105,0.000640,0.097890,0.051074,0.066306,0.218150,0.881498
0.394571,0.017441,0.191461,0.004897,0.047201,0.000544,0.095299,0.048481,0.059170,0.206502,0.867738
0.399243,0.017505,0.191526,0.004832,0.047009,0.000576,0.106115,0.048834,0.062722,0.220807,0.887002
0.417005,0.017408,0.191494,0.004832,0.047138,0.000576,0.114563,0.050722,0.065441,0.233926,0.917404
0.399628,0.017280,0.191750,0.004864,0.047138,0.000608,0.102531,0.051905,0.063586,0.220678,0.887514
0.395404,0.017536,0.191782,0.004896,0.047106,0.000608,0.102211,0.051649,0.061890,0.218598,0.881594
0.395403,0.017537,0.191525,0.004833,0.047137,0.000576,0.112579,0.049666,0.060834,0.225767,0.887930
0.394731,0.017537,0.192165,0.004865,0.047105,0.000640,0.105315,0.052066,0.061858,0.222087,0.884602
0.399723,0.017536,0.191526,0.004864,0.047297,0.000608,0.107716,0.051329,0.061218,0.223911,0.892890
0.394507,0.017409,0.191717,0.004897,0.047169,0.000576,0.107139,0.049570,0.059649,0.219399,0.881658
0.395148,0.017345,0.208230,0.005152,0.047105,0.000576,0.104355,0.067170,0.061985,0.236359,0.915547
0.399948,0.017536,0.192294,0.004896,0.047361,0.000608,0.128931,0.053026,0.060642,0.245352,0.913083
0.394924,0.017376,0.192230,0.004864,0.047298,0.000576,0.102563,0.051361,0.061314,0.217926,0.880570
0.399339,0.017409,0.191366,0.004832,0.047137,0.000576,0.106627,0.052162,0.065058,0.226375,0.892058
0.399628,0.017568,0.191590,0.004768,0.047201,0.000576,0.108228,0.064834,0.060033,0.236295,0.903866
0.394764,0.017376,0.191622,0.004800,0.047297,0.000576,0.091331,0.068354,0.062146,0.225063,0.886426
0.394412,0.017312,0.191302,0.004896,0.047105,0.000544,0.101155,0.060705,0.060418,0.225094,0.885946
0.394156,0.017441,0.205254,0.005120,0.047393,0.000608,0.106371,0.052001,0.059874,0.222375,0.897083
0.394828,0.017473,0.191621,0.004864,0.046946,0.000576,0.089474,0.063234,0.057506,0.213958,0.876090
0.394156,0.017568,0.191654,0.004832,0.047298,0.000608,0.096835,0.055265,0.061666,0.217030,0.879066
0.394476,0.017409,0.191845,0.004864,0.047234,0.000576,0.091395,0.051297,0.057506,0.203238,0.864314
0.406796,0.017664,0.191334,0.004864,0.047042,0.000576,0.088674,0.062050,0.060866,0.215526,0.889338
0.394188,0.017568,0.191750,0.004832,0.047074,0.000576,0.094819,0.051617,0.063906,0.213926,0.875418
0.399564,0.017568,0.191686,0.005024,0.047362,0.001024,0.100995,0.048577,0.064322,0.216742,0.883994
0.394220,0.017504,0.191814,0.004832,0.047170,0.000480,0.089890,0.057922,0.067426,0.219174,0.880602
0.396108,0.017313,0.191525,0.004800,0.047106,0.000480,0.114851,0.048290,0.061250,0.227239,0.889755
0.394892,0.017505,0.191141,0.005120,0.047138,0.000544,0.095491,0.048961,0.058626,0.205862,0.866778
0.394507,0.017473,0.191750,0.004832,0.047137,0.000544,0.094563,0.047969,0.063137,0.208486,0.869753
0.394668,0.017344,0.209222,0.005185,0.047169,0.000608,0.107587,0.065666,0.060866,0.237191,0.917051
0.395115,0.020640,0.191462,0.004928,0.047201,0.000512,0.109668,0.050593,0.056930,0.220839,0.887066
0.394892,0.017568,0.191878,0.004832,0.047138,0.000576,0.090978,0.052418,0.060450,0.209222,0.871962
0.394540,0.017472,0.191302,0.004832,0.047041,0.000576,0.092674,0.051906,0.061698,0.209254,0.870394
0.406668,0.017633,0.191910,0.004800,0.046977,0.000608,0.107363,0.061954,0.060706,0.234279,0.907547
0.399276,0.017664,0.193894,0.004896,0.047841,0.000641,0.122979,0.054786,0.064354,0.245351,0.915963
0.397100,0.017504,0.192518,0.004800,0.047298,0.000480,0.095619,0.049089,0.062338,0.210406,0.875066
0.396396,0.017472,0.191974,0.004928,0.047138,0.000576,0.105507,0.052673,0.085795,0.247143,0.910075
0.397900,0.017345,0.192101,0.004800,0.047266,0.000608,0.107843,0.053442,0.064386,0.228711,0.893595
0.396524,0.017344,0.191654,0.004896,0.047041,0.000576,0.100931,0.054242,0.060706,0.218791,0.881530
0.395468,0.017312,0.191366,0.004864,0.047233,0.000576,0.088642,0.056898,0.063234,0.211526,0.872922
0.396364,0.017600,0.205703,0.005152,0.047297,0.000512,0.101603,0.052130,0.062370,0.218823,0.897595
0.395660,0.017088,0.191270,0.004800,0.047105,0.000576,0.102115,0.053218,0.063554,0.221799,0.882618
0.396428,0.017440,0.191558,0.004832,0.047010,0.000576,0.088802,0.063810,0.058626,0.214918,0.877850
0.395660,0.017312,0.191622,0.004960,0.047138,0.000448,0.096611,0.067298,0.058721,0.225862,0.887482
0.407852,0.017280,0.192038,0.004896,0.047234,0.000608,0.100995,0.063777,0.058690,0.226278,0.901082
0.395756,0.017376,0.192422,0.004896,0.047233,0.000576,0.110467,0.067874,0.066210,0.247303,0.910459
0.400108,0.017600,0.191814,0.004864,0.047073,0.000608,0.104259,0.051681,0.061282,0.220135,0.887834
0.397132,0.017376,0.209574,0.005217,0.047297,0.000608,0.111875,0.063810,0.062530,0.241095,0.924731
0.395308,0.017440,0.191621,0.004864,0.047138,0.000608,0.104771,0.052129,0.062146,0.222022,0.885082
0.397356,0.017409,0.191525,0.004833,0.047201,0.000576,0.116515,0.051330,0.061378,0.232391,0.897275
0.395564,0.017601,0.191845,0.004832,0.047138,0.000576,0.105571,0.051585,0.061762,0.221926,0.885178
0.412333,0.017632,0.191526,0.004896,0.047073,0.000609,0.105955,0.062018,0.064353,0.235718,0.915196
0.395691,0.017601,0.191398,0.004992,0.047297,0.000608,0.104387,0.051874,0.062594,0.221671,0.885082
0.396204,0.017408,0.191942,0.004800,0.047106,0.000576,0.118659,0.051938,0.063810,0.237735,0.901435
0.396203,0.017665,0.213414,0.005152,0.047362,0.000608,0.107843,0.065314,0.072002,0.249031,0.937403
0.395468,0.017568,0.192678,0.004928,0.047074,0.000608,0.108579,0.053217,0.062529,0.227494,0.891194
0.394924,0.017312,0.192294,0.004832,0.047330,0.000448,0.130340,0.054625,0.064962,0.253479,0.916443
0.395116,0.017504,0.191814,0.004832,0.047138,0.000576,0.105891,0.053089,0.063586,0.226054,0.888570
0.415788,0.017505,0.191685,0.004832,0.047105,0.000608,0.104931,0.052482,0.067906,0.228583,0.911195
0.394731,0.017537,0.192038,0.004928,0.047681,0.000544,0.111492,0.051329,0.060418,0.226375,0.889274
0.394828,0.017312,0.191398,0.004864,0.048898,0.000576,0.113283,0.052834,0.061089,0.229926,0.892986
0.398956,0.017632,0.191782,0.022113,0.050017,0.000608,0.103235,0.067746,0.063010,0.237351,0.923579
0.399084,0.017504,0.191494,0.004832,0.047522,0.000576,0.117603,0.050402,0.064482,0.236327,0.902587
0.394763,0.017441,0.192678,0.004800,0.047425,0.000576,0.103555,0.049602,0.059841,0.216711,0.879450
0.400108,0.017504,0.191974,0.004896,0.050914,0.000800,0.117027,0.051490,0.059841,0.231718,0.904218
0.415756,0.017440,0.192166,0.004800,0.048258,0.000800,0.106787,0.070626,0.061218,0.241767,0.926395
0.399307,0.017313,0.192134,0.004896,0.049057,0.000800,0.105443,0.052482,0.061922,0.222695,0.891514
0.394891,0.017473,0.191526,0.004896,0.049089,0.000512,0.107747,0.050850,0.059330,0.220839,0.884538
0.395788,0.017344,0.191814,0.019937,0.048833,0.000576,0.105475,0.066818,0.064674,0.240231,0.920475
0.399532,0.017568,0.191814,0.005024,0.048322,0.000608,0.103587,0.048833,0.060002,0.215238,0.883482
0.399883,0.017505,0.191846,0.004832,0.047585,0.000640,0.108964,0.052257,0.060738,0.225223,0.892474
0.399147,0.017408,0.191878,0.004928,0.047777,0.000608,0.105507,0.049378,0.059618,0.217447,0.884442
0.411436,0.017632,0.191686,0.004864,0.047394,0.000608,0.130628,0.053121,0.063426,0.250535,0.929659
0.399531,0.017377,0.191910,0.004864,0.047297,0.000608,0.105283,0.052098,0.061474,0.221767,0.888506
0.399755,0.017313,0.191974,0.004896,0.047457,0.000608,0.113284,0.051905,0.061122,0.229927,0.897850
0.399308,0.017408,0.192230,0.004896,0.067650,0.000864,0.106147,0.056450,0.061506,0.227143,0.915291
0.395116,0.017473,0.191557,0.004896,0.048770,0.000576,0.128452,0.052801,0.066690,0.251079,0.914747
0.399115,0.017504,0.191366,0.004896,0.047905,0.000640,0.102723,0.051810,0.060802,0.218535,0.885498
0.399276,0.017345,0.191397,0.004896,0.047105,0.000608,0.104899,0.052162,0.063458,0.223239,0.889019
0.416973,0.017440,0.191462,0.004832,0.047681,0.000576,0.106212,0.052353,0.060194,0.221767,0.906491
0.398988,0.017313,0.191397,0.004833,0.047073,0.000608,0.104227,0.051778,0.061346,0.220359,0.885723
0.399564,0.017473,0.191653,0.004800,0.047106,0.000576,0.096227,0.048865,0.059298,0.207174,0.873626
0.399499,0.017345,0.191782,0.004832,0.047105,0.000608,0.100099,0.068578,0.073186,0.244903,0.911450
0.394443,0.017505,0.191334,0.004896,0.047553,0.000608,0.115236,0.060098,0.060737,0.239463,0.901562
0.399564,0.017536,0.191749,0.004992,0.047074,0.000800,0.108867,0.052674,0.061153,0.225638,0.893498
0.398764,0.017216,0.191046,0.004864,0.047361,0.000513,0.103491,0.051553,0.059714,0.219462,0.884570
0.417100,0.017376,0.191622,0.004832,0.047298,0.000608,0.102851,0.052065,0.061602,0.219558,0.903770
0.399884,0.017664,0.192966,0.004864,0.047362,0.000608,0.107747,0.053313,0.063778,0.228390,0.897722
0.399180,0.017377,0.192197,0.004960,0.047138,0.000576,0.104387,0.053154,0.062561,0.223655,0.890651
0.400044,0.017281,0.191814,0.004896,0.047169,0.000640,0.104131,0.050658,0.062530,0.220423,0.888027
0.399756,0.017568,0.192006,0.004896,0.047105,0.000576,0.101859,0.052130,0.064450,0.222279,0.889658
0.399052,0.017569,0.192901,0.004897,0.047073,0.000576,0.101635,0.052034,0.061569,0.218022,0.885339
0.398732,0.017504,0.191942,0.004800,0.047394,0.000608,0.102371,0.054145,0.064674,0.224166,0.890778
0.395116,0.035361,0.191974,0.004896,0.047361,0.000608,0.108099,0.066498,0.062626,0.240295,0.920987
0.399468,0.017281,0.191461,0.004865,0.047137,0.000608,0.110403,0.052834,0.062274,0.228455,0.894939
0.394668,0.017281,0.192165,0.004961,0.047265,0.000608,0.099107,0.051009,0.062594,0.216358,0.878650
0.394220,0.017504,0.192262,0.004864,0.047329,0.000641,0.099394,0.051105,0.060418,0.213926,0.876186
0.394828,0.017505,0.191525,0.004993,0.047393,0.001280,0.108835,0.052674,0.067554,0.232135,0.895099
0.394828,0.017344,0.191718,0.004768,0.047329,0.000576,0.098755,0.051202,0.061922,0.214951,0.876314
0.399020,0.017601,0.191653,0.004897,0.047425,0.000576,0.141316,0.051618,0.061858,0.257832,0.924284
0.394316,0.017537,0.209094,0.004992,0.047201,0.000576,0.105187,0.051746,0.061890,0.222887,0.901979
0.395468,0.017633,0.191749,0.004864,0.047362,0.000608,0.102467,0.052097,0.061442,0.219270,0.882170
0.394380,0.017472,0.191718,0.004832,0.047170,0.000640,0.115619,0.050466,0.060321,0.230214,0.892026
0.394924,0.017472,0.191782,0.004896,0.047458,0.000640,0.109187,0.049441,0.061218,0.222598,0.884986
0.416589,0.017536,0.191878,0.004864,0.047137,0.000608,0.107748,0.063266,0.062881,0.237703,0.922076
0.394764,0.017504,0.192230,0.004896,0.047042,0.000640,0.110723,0.051905,0.061218,0.226502,0.888730
0.399020,0.017376,0.191686,0.004928,0.047137,0.000576,0.107556,0.051617,0.069314,0.231847,0.897626
0.394923,0.017313,0.191302,0.004864,0.063490,0.000864,0.106627,0.067810,0.063106,0.240711,0.919611
0.394763,0.017409,0.192006,0.004896,0.047745,0.000576,0.107171,0.049922,0.059138,0.219239,0.883194
0.395019,0.017409,0.191461,0.004897,0.047393,0.000608,0.109987,0.051330,0.063298,0.227623,0.889978
0.399788,0.017505,0.191653,0.005057,0.047809,0.000576,0.105155,0.052162,0.061250,0.221415,0.889595
0.417324,0.017345,0.191334,0.004928,0.047073,0.000608,0.104867,0.062882,0.062146,0.233671,0.917915
0.394731,0.017377,0.191398,0.004832,0.047169,0.000576,0.102019,0.048738,0.059105,0.212583,0.874938
0.409260,0.017633,0.191557,0.004833,0.047105,0.000576,0.133348,0.066082,0.063394,0.266920,0.943388
0.398987,0.017345,0.191494,0.004864,0.047073,0.000608,0.125828,0.064610,0.061186,0.255016,0.923227
0.394828,0.017345,0.191237,0.005088,0.047394,0.000576,0.104195,0.051202,0.060481,0.219046,0.880666
0.400300,0.017312,0.191814,0.005056,0.046946,0.000576,0.118083,0.051586,0.062018,0.234247,0.901723
0.395116,0.017505,0.191813,0.004864,0.047138,0.001024,0.104611,0.052130,0.061729,0.221350,0.884634
0.416332,0.017569,0.191814,0.004832,0.047105,0.000544,0.117220,0.062146,0.062561,0.244775,0.929468
0.401612,0.017729,0.194022,0.004992,0.047105,0.000640,0.108291,0.053602,0.067234,0.232423,0.905339
0.397772,0.017345,0.191973,0.005024,0.047554,0.000640,0.111715,0.051170,0.062914,0.228967,0.895963
0.399787,0.017345,0.192006,0.004928,0.047329,0.000608,0.131652,0.060642,0.065026,0.260488,0.928475
0.399948,0.017312,0.191974,0.004832,0.047937,0.000608,0.113924,0.049985,0.059938,0.227239,0.896762
0.395724,0.017472,0.191590,0.004864,0.047682,0.000608,0.113315,0.063650,0.062338,0.242023,0.905947
0.399659,0.017280,0.192038,0.004832,0.047169,0.000640,0.107043,0.052961,0.062434,0.225511,0.894106
0.417676,0.017441,0.191941,0.004833,0.047137,0.000992,0.105411,0.052322,0.062274,0.223399,0.909851
0.394220,0.017536,0.191654,0.004896,0.047106,0.000608,0.107075,0.052993,0.062881,0.227174,0.889210
0.399628,0.017344,0.191814,0.005024,0.047234,0.000608,0.103427,0.049249,0.059426,0.215046,0.883290
0.400396,0.017632,0.192422,0.004896,0.047362,0.000544,0.129604,0.060929,0.061762,0.255559,0.924411
0.398924,0.017601,0.192293,0.004865,0.047457,0.000640,0.111619,0.053410,0.062754,0.232103,0.900635
0.399596,0.017600,0.191622,0.004864,0.048418,0.000640,0.108963,0.053153,0.063970,0.228806,0.897082
0.399308,0.017440,0.191878,0.004832,0.047521,0.000608,0.102435,0.061633,0.060706,0.228103,0.895450
0.413548,0.017313,0.192037,0.005057,0.047425,0.000608,0.111075,0.065250,0.062722,0.242311,0.923835
0.400108,0.017505,0.191749,0.004897,0.047777,0.000608,0.111363,0.060930,0.069122,0.244711,0.914331
0.400364,0.017441,0.192005,0.005057,0.048097,0.000608,0.132836,0.056514,0.062497,0.254856,0.923932
0.395244,0.017569,0.191365,0.004864,0.049506,0.000544,0.129476,0.053697,0.060738,0.249063,0.914651
0.400204,0.017280,0.191718,0.005056,0.048514,0.000576,0.104291,0.051873,0.061602,0.220582,0.889690
0.400428,0.017536,0.192294,0.004800,0.048034,0.000608,0.107075,0.052514,0.062337,0.225350,0.895354
0.399211,0.017633,0.191334,0.004960,0.047361,0.000640,0.113156,0.051105,0.060642,0.228263,0.894522
0.416556,0.017537,0.192645,0.004897,0.048417,0.000608,0.106979,0.052770,0.063298,0.226407,0.915035
0.400011,0.017441,0.191718,0.004928,0.047169,0.000576,0.108867,0.051938,0.061602,0.225319,0.892570
0.399884,0.017601,0.192486,0.004864,0.046945,0.000608,0.136644,0.066850,0.063074,0.270024,0.938684
0.399692,0.017377,0.191685,0.004832,0.047362,0.000800,0.123139,0.050754,0.066498,0.243527,0.910779
0.399404,0.017472,0.191942,0.004832,0.047330,0.001056,0.110019,0.052449,0.062402,0.228102,0.897306
0.395404,0.017505,0.191653,0.004801,0.047137,0.000576,0.117795,0.050369,0.060354,0.231527,0.894331
0.400620,0.018049,0.191749,0.005249,0.048513,0.001120,0.120676,0.053953,0.064290,0.241959,0.914363
0.415628,0.017793,0.191685,0.004800,0.050498,0.000992,0.112003,0.064322,0.063202,0.242759,0.930971
0.395883,0.017473,0.193030,0.004800,0.047361,0.000992,0.142116,0.053026,0.065954,0.264328,0.929659
0.400268,0.017665,0.192197,0.004832,0.047458,0.000608,0.115459,0.053442,0.065570,0.237607,0.907003
0.400396,0.017984,0.213703,0.005216,0.047233,0.000832,0.118276,0.052161,0.061889,0.235847,0.927675
0.399276,0.017697,0.192325,0.004960,0.047330,0.000608,0.108611,0.053538,0.063842,0.229223,0.896955
0.395756,0.017792,0.192710,0.004960,0.047330,0.000576,0.104547,0.051777,0.065570,0.225030,0.889754
0.400556,0.017441,0.191941,0.004864,0.047138,0.000608,0.133380,0.055777,0.069026,0.261320,0.929372
0.399372,0.017793,0.192037,0.004800,0.047522,0.000608,0.141252,0.054402,0.061794,0.261000,0.929500
0.399627,0.017856,0.191750,0.004864,0.047105,0.000576,0.104611,0.049890,0.061474,0.219207,0.886618
0.394860,0.017376,0.192262,0.004800,0.047329,0.001056,0.115204,0.052929,0.065698,0.236743,0.899994
0.399499,0.017825,0.209030,0.005216,0.047618,0.000768,0.108835,0.066914,0.063074,0.242247,0.928507
0.395404,0.017760,0.192293,0.004864,0.047554,0.000608,0.109699,0.050050,0.060385,0.223174,0.887642
0.401323,0.018144,0.193414,0.005088,0.048129,0.000640,0.116675,0.054498,0.065858,0.240552,0.914107
0.401484,0.017825,0.192966,0.004896,0.049537,0.000576,0.114404,0.054753,0.065826,0.238759,0.912443
0.400972,0.017985,0.192261,0.004928,0.047394,0.000608,0.116067,0.053890,0.075650,0.248743,0.918843
0.400171,0.017569,0.192070,0.005056,0.047137,0.000576,0.112548,0.052001,0.063266,0.230919,0.899834
0.399500,0.017857,0.192677,0.004832,0.047106,0.000608,0.107747,0.053474,0.065378,0.229671,0.898203
0.423884,0.018465,0.192806,0.005088,0.048641,0.001056,0.151365,0.064834,0.069410,0.290569,0.991357
0.396459,0.017569,0.191910,0.004832,0.048449,0.000800,0.106659,0.054274,0.061986,0.225991,0.891322
0.399660,0.017696,0.191910,0.004864,0.049186,0.000608,0.108867,0.053633,0.061250,0.226950,0.896474
0.399532,0.017537,0.192357,0.004864,0.048354,0.000576,0.107939,0.070914,0.103011,0.286152,0.955036
0.400140,0.017696,0.192390,0.004832,0.048162,0.000800,0.105027,0.049185,0.060546,0.217926,0.887514
0.399084,0.017793,0.192677,0.004832,0.047490,0.000608,0.137476,0.054274,0.063586,0.259848,0.928444
0.399052,0.017761,0.191621,0.004801,0.047617,0.000544,0.110019,0.052578,0.062786,0.228135,0.894811
0.411725,0.017888,0.191782,0.004864,0.047329,0.000576,0.101763,0.062242,0.062722,0.230215,0.909851
0.398860,0.017728,0.192006,0.004832,0.047010,0.000640,0.130147,0.053858,0.061762,0.248647,0.915419
0.394732,0.017537,0.192069,0.004864,0.047170,0.000992,0.110435,0.052354,0.061442,0.227111,0.889595
0.400364,0.017761,0.191813,0.004801,0.047649,0.000768,0.111043,0.069730,0.077571,0.261832,0.931132
0.396460,0.017601,0.191685,0.004801,0.047489,0.000576,0.101283,0.052322,0.061153,0.217670,0.880698
0.396139,0.017473,0.192422,0.004832,0.047361,0.000512,0.129668,0.052386,0.062402,0.248616,0.912955
0.399948,0.017793,0.191973,0.005088,0.047810,0.000576,0.104515,0.052578,0.064418,0.224711,0.893147
0.418445,0.017888,0.191654,0.004800,0.047105,0.000576,0.103843,0.068226,0.063522,0.238887,0.925404
0.396684,0.017569,0.192165,0.004864,0.047234,0.000640,0.107491,0.052674,0.062498,0.225703,0.890939
0.399564,0.017729,0.192421,0.004993,0.047169,0.000608,0.119556,0.051169,0.062626,0.236775,0.905627
0.399148,0.017536,0.191878,0.004864,0.047361,0.000608,0.101251,0.051522,0.083650,0.239559,0.906299
0.400492,0.017472,0.192326,0.004992,0.047042,0.000608,0.110339,0.050337,0.060289,0.223910,0.892410
0.395980,0.017729,0.192197,0.004864,0.047106,0.000640,0.111651,0.053410,0.064738,0.232711,0.897723
0.399595,0.017536,0.192134,0.004832,0.047585,0.000608,0.110724,0.054209,0.060386,0.228583,0.897466
0.417772,0.018049,0.192230,0.005120,0.047105,0.000832,0.106147,0.062338,0.064098,0.236263,0.922171
0.399500,0.017760,0.192198,0.004928,0.047169,0.000608,0.105572,0.051681,0.061378,0.221639,0.889722
0.399468,0.018208,0.191974,0.004992,0.047105,0.000576,0.109123,0.053121,0.062114,0.227270,0.895802
0.396236,0.017728,0.193318,0.004832,0.048130,0.000576,0.107107,0.052001,0.061250,0.223398,0.890362
0.402924,0.017760,0.195782,0.004864,0.048034,0.000608,0.114851,0.051522,0.061442,0.231271,0.907067
0.402028,0.018209,0.193286,0.004928,0.048737,0.000800,0.110500,0.054145,0.061666,0.229767,0.904027
0.396364,0.017888,0.192454,0.004896,0.050145,0.000576,0.106243,0.051617,0.061954,0.222694,0.890266
0.436269,0.017665,0.192325,0.004864,0.048258,0.000800,0.115075,0.053570,0.063842,0.236679,0.943324
0.400556,0.017664,0.191462,0.004928,0.048737,0.000576,0.106787,0.052449,0.061858,0.224487,0.893978
0.395692,0.017600,0.192614,0.004864,0.048002,0.000608,0.111459,0.052034,0.062465,0.228710,0.894970
0.396364,0.017697,0.192037,0.004832,0.048002,0.000608,0.106499,0.052194,0.060833,0.222599,0.887483
0.397932,0.018272,0.192230,0.004864,0.047265,0.000608,0.109923,0.049729,0.065570,0.228263,0.895322
0.400428,0.017729,0.192933,0.004832,0.047906,0.000576,0.136772,0.054306,0.061665,0.256775,0.926939
0.400492,0.017761,0.192805,0.004929,0.047201,0.001056,0.110115,0.061218,0.062050,0.236295,0.906715
0.414028,0.017793,0.192294,0.004896,0.047649,0.000608,0.111684,0.063681,0.061922,0.240999,0.924923
0.402028,0.017728,0.192422,0.005024,0.048353,0.000801,0.110531,0.052609,0.061410,0.227526,0.900154
0.396460,0.017568,0.192198,0.004832,0.047745,0.000608,0.106435,0.051937,0.061890,0.223078,0.888218
0.400428,0.017793,0.191941,0.004864,0.047842,0.000704,0.111651,0.052322,0.108291,0.275528,0.946044
0.400716,0.018016,0.191718,0.004896,0.047393,0.000576,0.133348,0.053314,0.061666,0.251432,0.920155
0.396299,0.017921,0.192006,0.004832,0.047585,0.000576,0.109892,0.052609,0.061538,0.227175,0.892698
0.400300,0.018048,0.191846,0.004896,0.047105,0.000608,0.106372,0.051969,0.063042,0.224807,0.892794
0.413004,0.018049,0.191622,0.005024,0.047041,0.001056,0.104291,0.059458,0.060770,0.227271,0.909595
0.396011,0.018016,0.191558,0.005024,0.047361,0.000800,0.108708,0.052545,0.065922,0.230407,0.895162
0.404492,0.017569,0.193542,0.004832,0.048257,0.000800,0.117796,0.054401,0.079139,0.254824,0.931356
0.401196,0.017760,0.192294,0.005056,0.048417,0.000800,0.119108,0.075426,0.087843,0.287657,0.959452
0.402252,0.017696,0.192998,0.005344,0.047874,0.000544,0.104899,0.056194,0.061345,0.225414,0.898426
0.400876,0.017696,0.191845,0.004928,0.050594,0.000576,0.107107,0.051074,0.059937,0.221062,0.893274
0.400204,0.017664,0.192358,0.004896,0.048354,0.000640,0.106595,0.053058,0.062017,0.224678,0.894746
0.413452,0.018273,0.191974,0.004832,0.048289,0.000576,0.100867,0.059202,0.062434,0.226311,0.910043
0.396332,0.017792,0.192070,0.004896,0.048834,0.000608,0.114115,0.052898,0.061313,0.231462,0.898426
0.400300,0.017601,0.192261,0.004865,0.048801,0.000768,0.103267,0.050178,0.062850,0.220007,0.890235
0.395916,0.018113,0.192325,0.004832,0.049026,0.000608,0.109923,0.068834,0.098019,0.279848,0.946428
0.396460,0.017632,0.192454,0.004832,0.048386,0.000800,0.117731,0.052770,0.069058,0.242855,0.909403
0.400876,0.018176,0.191942,0.004992,0.048770,0.000832,0.109891,0.051714,0.061441,0.226054,0.897915
0.401707,0.018176,0.193062,0.004864,0.051169,0.000832,0.109988,0.054401,0.063202,0.231527,0.908250
0.419916,0.018497,0.195942,0.005184,0.049665,0.001377,0.161924,0.071746,0.071234,0.308969,1.010526
0.402027,0.018272,0.193030,0.004992,0.049089,0.000832,0.109572,0.055649,0.065346,0.233703,0.907706
0.397868,0.017537,0.192325,0.005153,0.048897,0.000864,0.109219,0.054178,0.063170,0.229671,0.898299
0.398059,0.017665,0.209382,0.005280,0.050626,0.000800,0.109123,0.058210,0.064514,0.234887,0.922971
0.400748,0.017568,0.191910,0.004896,0.048577,0.000800,0.111363,0.053601,0.064738,0.233766,0.904794
0.396012,0.017952,0.191750,0.004864,0.048481,0.000640,0.104260,0.049345,0.063490,0.220647,0.886234
0.400492,0.017600,0.191654,0.004896,0.047714,0.000640,0.103651,0.048321,0.058882,0.214342,0.883162
0.421645,0.017984,0.191622,0.004864,0.048129,0.000800,0.115780,0.057346,0.065154,0.241544,0.932124
0.396715,0.018017,0.192326,0.005120,0.047809,0.000576,0.101027,0.051906,0.061026,0.217447,0.884058
0.400875,0.017760,0.192134,0.004928,0.048833,0.000864,0.114948,0.050305,0.066882,0.235463,0.907770
0.396524,0.017857,0.209830,0.005536,0.047905,0.001024,0.104035,0.067938,0.063649,0.238631,0.923771
0.399596,0.017825,0.191877,0.004896,0.048514,0.001056,0.103587,0.050434,0.062625,0.220678,0.890363
0.403883,0.017472,0.193222,0.004864,0.047905,0.000608,0.110756,0.052129,0.061154,0.227015,0.900250
0.404492,0.018049,0.191685,0.005089,0.048065,0.000800,0.117284,0.053281,0.065954,0.240039,0.915067
0.399595,0.017761,0.193030,0.004864,0.049089,0.000800,0.109316,0.066658,0.066273,0.245480,0.916188
0.403308,0.017601,0.192358,0.004896,0.048609,0.000576,0.107203,0.052578,0.060418,0.223015,0.896443
0.398411,0.017696,0.193158,0.005024,0.047777,0.000608,0.117252,0.052385,0.062242,0.235271,0.903834
0.400748,0.017921,0.210438,0.005344,0.047682,0.000832,0.113571,0.066594,0.062306,0.245543,0.934780
0.401292,0.017792,0.192710,0.004896,0.047522,0.000608,0.110915,0.053346,0.063041,0.230662,0.901594
0.401356,0.018081,0.191685,0.004864,0.048801,0.000832,0.105699,0.054306,0.061506,0.224711,0.896187
0.400236,0.017729,0.191717,0.004897,0.047233,0.000608,0.107619,0.053602,0.062690,0.227015,0.895131
0.400492,0.017761,0.191878,0.004928,0.047553,0.000576,0.110820,0.052801,0.062466,0.229799,0.899515
0.396651,0.017665,0.191590,0.004896,0.047393,0.000832,0.098531,0.051042,0.059553,0.212070,0.876601
0.400300,0.017697,0.191717,0.005025,0.047681,0.000640,0.113763,0.065026,0.062082,0.244519,0.913915
0.396236,0.017920,0.208359,0.005216,0.047201,0.001056,0.109123,0.061602,0.061474,0.235687,0.917467
