Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-6],OUT[6],TEE[5-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.399308,0.017409,0.192613,0.005248,0.047746,0.109859,0.048482,0.059841,0.221862,0.001024,0.002177,0.001056,0.000480,0.895675
0.399884,0.019041,0.195814,0.005312,0.049217,0.162341,0.061282,0.069954,0.297705,0.001280,0.002560,0.002944,0.000832,0.998429
0.399980,0.017985,0.193702,0.005120,0.047969,0.110467,0.047778,0.063138,0.224711,0.000832,0.002432,0.001952,0.000416,0.901851
0.400012,0.017633,0.192582,0.005344,0.047681,0.114948,0.049601,0.065282,0.234503,0.001120,0.002880,0.001056,0.000384,0.912059
0.395147,0.017824,0.192902,0.005440,0.047873,0.109828,0.069442,0.077122,0.260808,0.001280,0.003008,0.001312,0.000384,0.933339
0.399404,0.017601,0.193062,0.005152,0.047617,0.112323,0.048674,0.061186,0.225991,0.001024,0.002496,0.001344,0.000416,0.900891
0.399532,0.017729,0.192133,0.005313,0.048225,0.117828,0.049313,0.067394,0.238599,0.001152,0.002400,0.001312,0.000448,0.914235
0.395403,0.017665,0.192005,0.004833,0.047681,0.105379,0.048802,0.060097,0.218118,0.001024,0.003616,0.001280,0.000416,0.889275
0.415437,0.017792,0.192006,0.005120,0.047713,0.112643,0.055906,0.066530,0.239752,0.000832,0.002464,0.001536,0.000640,0.931068
0.395308,0.017664,0.192038,0.005152,0.047521,0.109987,0.049249,0.062978,0.226918,0.000768,0.002560,0.001312,0.000608,0.897018
0.394763,0.017761,0.192326,0.004896,0.048193,0.109603,0.049698,0.068674,0.232839,0.001120,0.002560,0.001088,0.000416,0.903130
0.400300,0.017985,0.191558,0.005184,0.048001,0.137988,0.062050,0.063554,0.267912,0.000960,0.002560,0.001024,0.000640,0.943260
0.394860,0.017536,0.191878,0.004864,0.048066,0.097794,0.057602,0.061186,0.220294,0.000640,0.002080,0.001152,0.000384,0.888058
0.395724,0.017504,0.191974,0.005280,0.047425,0.103588,0.052161,0.061666,0.221831,0.000736,0.002176,0.000896,0.000416,0.890202
0.395596,0.017440,0.191270,0.004864,0.047714,0.104899,0.049025,0.062114,0.219814,0.000960,0.002272,0.001184,0.000352,0.887674
0.406028,0.017824,0.191974,0.005248,0.047874,0.104931,0.049217,0.058914,0.217126,0.000864,0.003232,0.001152,0.000736,0.899002
0.394763,0.017696,0.191590,0.004800,0.047585,0.108260,0.045153,0.062786,0.220199,0.000768,0.004512,0.000896,0.000352,0.890586
0.395147,0.017601,0.192102,0.005248,0.048321,0.097987,0.051042,0.057217,0.210118,0.000705,0.005120,0.000992,0.000448,0.881786
0.394924,0.017568,0.191654,0.005120,0.047586,0.107875,0.083202,0.083171,0.278440,0.000832,0.005088,0.001120,0.000416,0.949500
0.395083,0.017505,0.192102,0.004800,0.047329,0.105923,0.046754,0.058338,0.214631,0.000704,0.002112,0.001024,0.000352,0.881562
0.399308,0.017760,0.192550,0.005024,0.047650,0.101955,0.045089,0.057538,0.208678,0.000768,0.002400,0.001056,0.000416,0.882490
0.400460,0.017504,0.192326,0.005216,0.047522,0.095202,0.054786,0.061314,0.216134,0.000672,0.002240,0.001024,0.000352,0.891002
0.406124,0.017600,0.192038,0.005120,0.047778,0.104675,0.057761,0.064193,0.231142,0.000704,0.001824,0.001024,0.000416,0.911195
0.394572,0.017664,0.191814,0.005056,0.047938,0.107139,0.049281,0.061506,0.221542,0.000704,0.002016,0.001120,0.000352,0.888474
0.394828,0.017632,0.192326,0.005088,0.047553,0.115523,0.057602,0.060417,0.237287,0.000736,0.002048,0.000864,0.000352,0.904539
0.395084,0.017505,0.192325,0.005056,0.048322,0.098115,0.049185,0.061474,0.213030,0.000704,0.001984,0.000960,0.000352,0.881434
0.395659,0.017761,0.191334,0.005312,0.048065,0.108419,0.061057,0.066370,0.240647,0.000704,0.002080,0.001505,0.000352,0.910011
0.394796,0.017760,0.192262,0.005312,0.047522,0.102851,0.079618,0.059106,0.244967,0.000832,0.002080,0.000928,0.000384,0.912859
0.394987,0.017505,0.191813,0.004865,0.047777,0.093763,0.060514,0.057025,0.214470,0.000608,0.001921,0.001408,0.000576,0.882298
0.395020,0.017312,0.206982,0.005217,0.047457,0.100131,0.048641,0.075107,0.227495,0.000704,0.001760,0.000960,0.000576,0.909787
0.396364,0.017729,0.193542,0.005088,0.048417,0.135908,0.050018,0.064034,0.255112,0.000960,0.002528,0.001760,0.000544,0.931996
0.395404,0.017568,0.191878,0.005248,0.048962,0.103843,0.050721,0.058338,0.216614,0.000928,0.003040,0.001280,0.000352,0.887418
0.395883,0.017601,0.192230,0.005088,0.047905,0.103779,0.060002,0.057346,0.225127,0.000736,0.002240,0.000992,0.000384,0.894970
0.395340,0.017440,0.192550,0.005088,0.047810,0.098371,0.052897,0.059490,0.215174,0.000672,0.002080,0.001088,0.000352,0.884698
0.394827,0.017409,0.191654,0.004800,0.047873,0.103619,0.047906,0.062946,0.218311,0.000768,0.002432,0.000928,0.000352,0.885050
0.395180,0.017504,0.191910,0.005152,0.047298,0.102499,0.049409,0.058722,0.214246,0.000704,0.001920,0.000896,0.000288,0.881242
0.394795,0.017345,0.192037,0.005312,0.061345,0.097762,0.057602,0.064834,0.224838,0.000704,0.005056,0.001088,0.000384,0.909338
0.394539,0.017793,0.191814,0.005248,0.048065,0.090499,0.060866,0.064354,0.219367,0.000672,0.002144,0.001088,0.000352,0.886650
0.394124,0.017408,0.191846,0.004832,0.048194,0.095939,0.063745,0.070595,0.234599,0.000736,0.001728,0.000928,0.000352,0.900635
0.394668,0.017536,0.191398,0.005280,0.047778,0.097058,0.047265,0.058882,0.207782,0.000736,0.004960,0.001056,0.000352,0.877690
0.415148,0.017409,0.191493,0.005312,0.047010,0.109955,0.052130,0.063970,0.229287,0.000704,0.002016,0.000896,0.000352,0.916123
0.395084,0.017536,0.192230,0.004896,0.047010,0.106147,0.050145,0.058690,0.218502,0.000800,0.003104,0.001024,0.000320,0.886938
0.399851,0.018049,0.193286,0.005280,0.047617,0.115396,0.048161,0.062114,0.230407,0.000800,0.002368,0.001504,0.000384,0.909370
0.396012,0.017505,0.191621,0.005025,0.048289,0.105315,0.071010,0.074787,0.255272,0.000704,0.001856,0.001024,0.000384,0.923996
0.394604,0.017440,0.192582,0.004832,0.047490,0.100643,0.044961,0.057602,0.207302,0.000704,0.002112,0.001088,0.000384,0.875162
0.395020,0.017537,0.191621,0.005281,0.047713,0.105027,0.055074,0.058402,0.222855,0.000736,0.002080,0.000992,0.000384,0.890427
0.394924,0.017697,0.191589,0.005312,0.047170,0.100355,0.055810,0.058593,0.218790,0.000640,0.001984,0.000864,0.000416,0.885210
0.412172,0.017921,0.191173,0.005377,0.047425,0.107203,0.047426,0.059361,0.217318,0.000704,0.002112,0.000992,0.000352,0.901371
0.395468,0.017568,0.191750,0.004832,0.047490,0.100323,0.045697,0.059842,0.208966,0.000736,0.001952,0.001152,0.000384,0.875898
0.399372,0.017697,0.191941,0.005344,0.047938,0.108611,0.046017,0.059521,0.217734,0.000736,0.002080,0.001152,0.000352,0.890842
0.397036,0.017440,0.191910,0.004832,0.047649,0.110148,0.048257,0.064098,0.226631,0.000832,0.002080,0.001216,0.000640,0.898234
0.394892,0.017377,0.192421,0.004865,0.047265,0.115395,0.056130,0.064674,0.239879,0.000736,0.002208,0.001120,0.000416,0.907963
0.394987,0.017505,0.192326,0.005312,0.047201,0.117476,0.048801,0.065922,0.236551,0.000832,0.002304,0.001184,0.000384,0.906202
0.395211,0.017792,0.192582,0.005216,0.047265,0.111268,0.047457,0.069730,0.232231,0.000768,0.005024,0.001216,0.000640,0.904762
0.417196,0.017889,0.192230,0.004800,0.047073,0.116100,0.055681,0.066978,0.243495,0.000641,0.002048,0.001216,0.000640,0.934460
0.395084,0.017664,0.192326,0.005248,0.047137,0.107940,0.045601,0.057986,0.215111,0.000640,0.002144,0.001472,0.000416,0.884314
0.395275,0.017792,0.192614,0.005184,0.048065,0.121700,0.049698,0.069122,0.246664,0.000800,0.002400,0.001312,0.000704,0.922907
0.397835,0.018209,0.192358,0.005280,0.048801,0.164549,0.059938,0.064866,0.295689,0.001120,0.002496,0.001952,0.000608,0.974588
0.399627,0.017569,0.192486,0.005280,0.048449,0.108868,0.050177,0.064610,0.227719,0.000960,0.002976,0.001216,0.000352,0.904474
0.394731,0.017761,0.192709,0.005345,0.047777,0.107043,0.049442,0.062498,0.222375,0.000736,0.002048,0.001024,0.000416,0.891482
0.394412,0.017568,0.192550,0.005120,0.047554,0.112227,0.048929,0.060418,0.224934,0.000832,0.002016,0.001152,0.000416,0.893050
0.410861,0.017568,0.192166,0.005280,0.049281,0.107620,0.048993,0.066658,0.228551,0.000800,0.002016,0.000992,0.000320,0.914939
0.398731,0.017697,0.191942,0.004864,0.048481,0.112068,0.047137,0.059298,0.222439,0.000640,0.001952,0.001120,0.000384,0.896826
0.399052,0.017633,0.191909,0.004896,0.047746,0.101571,0.048641,0.060002,0.213894,0.000672,0.001920,0.001056,0.000416,0.885562
0.398732,0.017793,0.192261,0.004801,0.047649,0.128612,0.051713,0.061410,0.247687,0.000672,0.001920,0.001088,0.000416,0.920571
0.419372,0.017793,0.201541,0.005089,0.047649,0.123684,0.060642,0.062049,0.250439,0.000833,0.002400,0.001056,0.000384,0.954044
0.395947,0.017728,0.191910,0.004992,0.047329,0.107204,0.045249,0.060258,0.216455,0.000672,0.002144,0.001024,0.000608,0.886234
0.398924,0.017600,0.191590,0.005248,0.047362,0.104707,0.047265,0.062274,0.217798,0.000736,0.002176,0.001056,0.000352,0.889242
0.416524,0.017728,0.191430,0.004800,0.047137,0.100931,0.053602,0.063330,0.221479,0.000800,0.002400,0.001024,0.000352,0.910363
0.396428,0.017824,0.191654,0.004896,0.047329,0.103428,0.044353,0.058274,0.209895,0.000736,0.002144,0.001120,0.000384,0.878874
0.399116,0.017600,0.192038,0.005248,0.048097,0.112355,0.046401,0.062402,0.225607,0.000768,0.002016,0.000992,0.000576,0.900282
0.399244,0.017569,0.191909,0.005313,0.047585,0.153317,0.067586,0.067682,0.292489,0.000832,0.005088,0.001088,0.000416,0.968829
0.398956,0.017472,0.191654,0.005280,0.047298,0.108547,0.048705,0.060610,0.222086,0.000704,0.002048,0.001216,0.000672,0.895354
0.393900,0.017665,0.191621,0.004864,0.047106,0.107267,0.049601,0.062625,0.223302,0.000768,0.002145,0.001056,0.000608,0.889723
0.400011,0.017377,0.191622,0.005088,0.047233,0.103235,0.046114,0.065666,0.219367,0.000768,0.005024,0.001088,0.000384,0.897402
0.409772,0.017761,0.191525,0.005280,0.047297,0.108035,0.047106,0.063009,0.222246,0.000769,0.001984,0.001056,0.000576,0.905691
0.398924,0.017792,0.191526,0.005312,0.047809,0.111908,0.049153,0.064898,0.229543,0.000768,0.005152,0.001024,0.000416,0.904986
0.399148,0.017857,0.192006,0.005216,0.047329,0.110595,0.045954,0.062242,0.222855,0.000768,0.001984,0.000992,0.000384,0.895259
0.399308,0.017440,0.191974,0.005280,0.047074,0.122691,0.046978,0.066466,0.242407,0.000704,0.001888,0.001120,0.000416,0.914747
0.399404,0.017761,0.191621,0.005056,0.047170,0.101283,0.054209,0.060322,0.219526,0.000736,0.001920,0.000960,0.000384,0.890842
0.398987,0.017665,0.191590,0.005248,0.047297,0.107555,0.047010,0.062370,0.220487,0.000736,0.003872,0.001088,0.000448,0.894714
0.394572,0.017888,0.191846,0.005312,0.047073,0.108772,0.046881,0.058658,0.217927,0.000672,0.001952,0.001120,0.000320,0.885018
0.415340,0.017729,0.192070,0.005312,0.047073,0.109283,0.047074,0.061410,0.222023,0.000672,0.001920,0.000928,0.000384,0.910555
0.399276,0.017536,0.192166,0.005280,0.047041,0.108004,0.048865,0.063202,0.223431,0.000736,0.001952,0.000992,0.000384,0.895706
0.399084,0.017793,0.192165,0.005249,0.047073,0.132388,0.048961,0.060706,0.246055,0.000768,0.002400,0.000928,0.000384,0.918811
0.399691,0.017633,0.192518,0.004864,0.047073,0.128932,0.059042,0.068354,0.260872,0.000864,0.002208,0.000928,0.000576,0.934971
0.399020,0.017505,0.191621,0.005057,0.047937,0.106883,0.048002,0.063714,0.222343,0.000800,0.002464,0.000928,0.000384,0.895163
0.399915,0.017760,0.191974,0.004832,0.047105,0.106852,0.048577,0.067746,0.226663,0.000736,0.004960,0.000960,0.000640,0.902330
0.398956,0.017409,0.191717,0.004960,0.047042,0.098755,0.044097,0.062882,0.210022,0.000768,0.005024,0.001184,0.000384,0.885050
0.417676,0.017921,0.191877,0.004928,0.047106,0.112099,0.047842,0.063009,0.226950,0.000736,0.004960,0.001152,0.000384,0.921083
0.399308,0.017504,0.192070,0.004928,0.047234,0.110819,0.045313,0.058626,0.218470,0.000704,0.002048,0.001088,0.000384,0.890874
0.398860,0.017473,0.192389,0.004961,0.047009,0.106435,0.045954,0.079010,0.235623,0.000768,0.005024,0.001216,0.000416,0.912731
0.400716,0.017824,0.192326,0.005280,0.047426,0.135172,0.054049,0.071746,0.264935,0.000736,0.002528,0.001121,0.000416,0.940956
0.399884,0.017824,0.192294,0.005056,0.047362,0.111523,0.048225,0.061954,0.225510,0.000704,0.002144,0.000992,0.000352,0.898842
0.398923,0.017537,0.192038,0.004928,0.047361,0.110916,0.049281,0.061666,0.225671,0.000672,0.002144,0.001024,0.000416,0.897850
0.399148,0.017697,0.191909,0.004832,0.047297,0.112355,0.048642,0.078402,0.244455,0.000736,0.002336,0.001376,0.000416,0.919931
0.416813,0.017792,0.192486,0.005312,0.047490,0.111011,0.050113,0.066850,0.232422,0.000672,0.002016,0.000896,0.000384,0.923868
0.400780,0.017889,0.191718,0.005088,0.047649,0.102307,0.044770,0.063009,0.213766,0.000672,0.002016,0.001056,0.000640,0.888251
0.399083,0.017697,0.192166,0.005088,0.047617,0.108804,0.047521,0.067106,0.227751,0.000736,0.001792,0.001056,0.000640,0.900538
0.400108,0.017440,0.192582,0.005248,0.047298,0.127396,0.054177,0.068866,0.255495,0.000704,0.001888,0.001024,0.000576,0.928859
0.398891,0.017633,0.192454,0.005280,0.047393,0.107075,0.047554,0.065474,0.224103,0.000704,0.003328,0.000896,0.000416,0.897754
0.394092,0.017472,0.191910,0.004896,0.047617,0.111492,0.049921,0.062594,0.227431,0.000704,0.004416,0.000928,0.000416,0.896826
0.399564,0.017473,0.192421,0.005377,0.047617,0.112739,0.049122,0.065474,0.231207,0.000704,0.001952,0.000928,0.000480,0.904635
0.417388,0.017633,0.191717,0.005280,0.047009,0.113699,0.055746,0.066178,0.239335,0.000768,0.002624,0.000960,0.000384,0.930299
0.398796,0.017505,0.191941,0.004832,0.047362,0.109219,0.048194,0.067970,0.229031,0.000704,0.001920,0.001120,0.000416,0.899547
0.395563,0.017665,0.191974,0.005312,0.047489,0.111683,0.048609,0.079746,0.244711,0.000704,0.004993,0.001056,0.000640,0.919579
0.399276,0.017632,0.192070,0.004864,0.047169,0.128132,0.051330,0.065954,0.249416,0.000736,0.002048,0.001024,0.000384,0.921979
0.399916,0.017601,0.191493,0.005312,0.047010,0.108291,0.048546,0.064258,0.225799,0.000736,0.002080,0.001056,0.000576,0.899835
0.393867,0.017953,0.191526,0.005056,0.046817,0.109700,0.049505,0.064898,0.228135,0.000736,0.002496,0.000992,0.000384,0.894522
0.399083,0.017440,0.191462,0.005312,0.047009,0.109540,0.045441,0.063458,0.222503,0.000608,0.001952,0.001024,0.000608,0.893594
0.412876,0.017601,0.192741,0.005280,0.047362,0.112739,0.055074,0.066946,0.238599,0.000672,0.001920,0.001024,0.000384,0.925179
0.400108,0.017760,0.191622,0.005312,0.047234,0.112771,0.045729,0.062914,0.225350,0.000672,0.001952,0.001281,0.000576,0.899163
0.398827,0.017664,0.191558,0.005344,0.047265,0.109700,0.048097,0.062786,0.223943,0.000704,0.001984,0.000992,0.000384,0.895162
0.399500,0.017664,0.191654,0.005152,0.047202,0.125955,0.053986,0.067746,0.251047,0.000800,0.002048,0.001216,0.000608,0.923387
0.399340,0.017504,0.191590,0.004864,0.047490,0.108771,0.053025,0.062721,0.229606,0.000736,0.001985,0.001024,0.000416,0.901499
0.398988,0.017600,0.191174,0.005248,0.047009,0.111684,0.048449,0.064898,0.228711,0.000640,0.002016,0.001120,0.000384,0.899674
0.395052,0.017665,0.191557,0.004864,0.047362,0.109027,0.047362,0.061793,0.223239,0.000704,0.001984,0.000960,0.000384,0.890875
0.412844,0.017248,0.191558,0.004832,0.046946,0.108867,0.046945,0.063874,0.224358,0.000736,0.002048,0.000896,0.000352,0.908186
0.394220,0.017633,0.192069,0.004865,0.047009,0.112451,0.047490,0.068386,0.231911,0.000640,0.002048,0.001024,0.000352,0.898267
0.400044,0.017696,0.192486,0.004896,0.047202,0.109635,0.046081,0.063234,0.223334,0.000768,0.002048,0.000992,0.000352,0.898779
0.400140,0.017665,0.191973,0.004864,0.047330,0.111715,0.054946,0.064290,0.235207,0.000768,0.001984,0.001120,0.000608,0.910587
0.399724,0.017760,0.192454,0.005312,0.047426,0.120195,0.048354,0.062914,0.236647,0.000704,0.001984,0.001024,0.000640,0.911323
0.399532,0.017792,0.191750,0.005216,0.047170,0.108195,0.047009,0.061730,0.221606,0.000768,0.002016,0.001088,0.000384,0.894106
0.399564,0.017792,0.192550,0.004832,0.047201,0.104036,0.047361,0.067554,0.222599,0.000704,0.005152,0.001056,0.000608,0.898682
0.415564,0.017729,0.191974,0.004864,0.046977,0.104067,0.050882,0.067074,0.225831,0.000768,0.003328,0.001056,0.000448,0.915867
0.396268,0.017600,0.192582,0.005280,0.047330,0.111203,0.055746,0.061730,0.232615,0.000672,0.002208,0.001024,0.000384,0.903035
0.398572,0.017600,0.191686,0.005248,0.047297,0.110244,0.048257,0.069474,0.232135,0.000704,0.001952,0.001024,0.000416,0.903546
0.399148,0.017825,0.192261,0.004833,0.047233,0.147460,0.053314,0.065218,0.270152,0.000736,0.004000,0.001056,0.000384,0.944540
0.394764,0.017664,0.191974,0.004960,0.047169,0.109507,0.048545,0.061602,0.223175,0.000640,0.001952,0.001088,0.000352,0.890138
0.394155,0.017729,0.191494,0.005312,0.047073,0.095843,0.043873,0.060706,0.204838,0.000704,0.002080,0.001088,0.000352,0.874105
0.399339,0.017633,0.191942,0.005312,0.047201,0.111747,0.047425,0.060610,0.223239,0.000672,0.001952,0.001184,0.000320,0.895546
0.412332,0.017665,0.191814,0.005280,0.046977,0.108067,0.053410,0.064290,0.230151,0.000672,0.002080,0.000960,0.000352,0.915259
0.398860,0.017792,0.192454,0.005056,0.046913,0.105027,0.045281,0.062914,0.217318,0.000704,0.002144,0.001056,0.000352,0.890362
0.395788,0.017536,0.192006,0.004832,0.047650,0.100227,0.047521,0.062402,0.213990,0.000704,0.002240,0.000928,0.000384,0.883450
0.399116,0.017504,0.192358,0.005344,0.047074,0.109827,0.065410,0.082338,0.263079,0.000800,0.001984,0.001120,0.000384,0.936060
0.398700,0.017729,0.192582,0.005248,0.047489,0.112387,0.048481,0.072386,0.237543,0.000672,0.002016,0.001120,0.000672,0.912827
0.398955,0.017473,0.191590,0.005248,0.047073,0.107779,0.046370,0.062978,0.221287,0.000704,0.002304,0.000992,0.000608,0.894234
0.394316,0.017600,0.192518,0.005280,0.047234,0.107683,0.048129,0.063618,0.223046,0.000672,0.002048,0.000960,0.000416,0.890842
0.425869,0.017568,0.191750,0.005024,0.046882,0.110915,0.048161,0.064098,0.226982,0.000800,0.004417,0.000992,0.000384,0.927516
0.399436,0.017824,0.191366,0.005248,0.047074,0.110275,0.044705,0.064130,0.223302,0.000768,0.002144,0.000960,0.000576,0.897626
0.399372,0.017664,0.193350,0.005376,0.047009,0.119460,0.046913,0.063490,0.233511,0.000704,0.002112,0.000993,0.000480,0.907259
0.395532,0.017729,0.192325,0.004864,0.047009,0.141188,0.086563,0.063298,0.296745,0.000768,0.005216,0.000992,0.000576,0.969949
0.395436,0.017697,0.192581,0.005313,0.047425,0.110467,0.045698,0.063586,0.223431,0.000704,0.002144,0.001280,0.000384,0.893243
0.399436,0.017600,0.191429,0.004896,0.047490,0.119843,0.046114,0.068610,0.238983,0.000672,0.002208,0.001152,0.000384,0.915451
0.398924,0.017665,0.191653,0.005249,0.047713,0.111587,0.048930,0.065314,0.230055,0.000672,0.001952,0.000960,0.000352,0.901819
0.415916,0.017568,0.191622,0.005312,0.047297,0.115812,0.054529,0.066562,0.241704,0.000736,0.001984,0.001152,0.000384,0.934172
0.395340,0.017697,0.191845,0.004864,0.047298,0.108227,0.048737,0.064065,0.225158,0.000672,0.002016,0.001024,0.000384,0.893147
0.399692,0.017760,0.192358,0.005312,0.047169,0.108740,0.048769,0.063010,0.224359,0.000736,0.002144,0.000928,0.000320,0.898202
0.400236,0.017505,0.191749,0.005248,0.080323,0.111491,0.051810,0.065730,0.232903,0.000704,0.001856,0.001024,0.000544,0.939580
0.398572,0.017664,0.191334,0.005056,0.047169,0.127235,0.048162,0.064322,0.243432,0.000736,0.002784,0.001120,0.000384,0.915867
0.399308,0.017728,0.191685,0.005376,0.047042,0.103971,0.046977,0.064066,0.219174,0.000704,0.002016,0.001024,0.000416,0.892410
0.399628,0.017697,0.191877,0.004896,0.047170,0.112899,0.046178,0.062145,0.225126,0.000769,0.003712,0.000928,0.000384,0.900475
0.412588,0.017696,0.192198,0.005408,0.047458,0.111171,0.058434,0.066658,0.241095,0.000672,0.002112,0.001280,0.000384,0.927579
0.399436,0.017504,0.191622,0.004800,0.046978,0.111907,0.047009,0.061474,0.224262,0.000704,0.001984,0.000896,0.000384,0.896154
0.394444,0.017473,0.191589,0.005248,0.046946,0.109635,0.047073,0.063073,0.223334,0.000736,0.004961,0.001088,0.000416,0.893243
0.395595,0.017568,0.192422,0.005280,0.065058,0.111139,0.058434,0.068034,0.240775,0.000672,0.004960,0.001024,0.000608,0.931963
0.399692,0.017729,0.191589,0.004897,0.046945,0.107171,0.045538,0.061185,0.217126,0.000736,0.004449,0.000928,0.000416,0.890971
0.394667,0.017537,0.192102,0.004832,0.047009,0.111555,0.047009,0.061922,0.224807,0.000672,0.001920,0.001088,0.000416,0.893498
0.394411,0.017440,0.192006,0.004928,0.047169,0.108292,0.046785,0.062754,0.221319,0.000704,0.004992,0.001152,0.000608,0.891770
0.415373,0.017536,0.191942,0.004832,0.047425,0.110340,0.054209,0.067522,0.236231,0.000704,0.002689,0.001024,0.000416,0.925500
0.399052,0.017568,0.192070,0.004864,0.047489,0.132739,0.050018,0.062242,0.248520,0.000704,0.001952,0.000992,0.000384,0.919931
0.394443,0.017536,0.191686,0.005248,0.047425,0.113252,0.046369,0.064098,0.227943,0.000736,0.001984,0.001024,0.000416,0.896538
0.394572,0.017504,0.192006,0.005280,0.065282,0.104899,0.060994,0.062274,0.231815,0.000736,0.004928,0.001088,0.000416,0.920539
0.394955,0.017537,0.191589,0.005249,0.047521,0.108771,0.048098,0.065218,0.226183,0.000704,0.001984,0.000928,0.000384,0.895002
0.399436,0.017504,0.192678,0.005024,0.047009,0.104292,0.045089,0.063714,0.217575,0.000704,0.002080,0.001024,0.000384,0.891834
0.394732,0.017856,0.192006,0.005216,0.047106,0.109571,0.045985,0.058818,0.217990,0.000704,0.002080,0.000960,0.000512,0.886074
0.410797,0.017536,0.191782,0.005280,0.047265,0.110244,0.062242,0.064865,0.241384,0.000736,0.002080,0.001088,0.000384,0.924732
0.433484,0.017697,0.191846,0.005152,0.047265,0.110852,0.052993,0.064386,0.232743,0.000704,0.002816,0.001088,0.000384,0.941755
0.398956,0.017697,0.192677,0.005281,0.047265,0.113155,0.048002,0.063522,0.228487,0.000768,0.002048,0.000928,0.000384,0.900987
0.399340,0.017632,0.210503,0.005184,0.050017,0.105571,0.047458,0.061730,0.218599,0.000768,0.005120,0.001184,0.000448,0.917243
0.399372,0.017728,0.191558,0.005280,0.046978,0.112419,0.048193,0.063106,0.227654,0.000768,0.002208,0.001025,0.000384,0.899771
0.399083,0.017504,0.191878,0.005248,0.047265,0.108324,0.048065,0.062914,0.223367,0.000736,0.002176,0.000960,0.000352,0.895482
0.399596,0.017569,0.191941,0.004896,0.047362,0.112931,0.046690,0.060385,0.223814,0.000704,0.002017,0.001056,0.000608,0.896507
0.410796,0.017760,0.192198,0.004896,0.047042,0.103267,0.060513,0.060482,0.229318,0.000704,0.001984,0.001056,0.000384,0.913242
0.399243,0.017697,0.191846,0.005056,0.047297,0.111652,0.048833,0.069314,0.234503,0.000736,0.002016,0.001120,0.000640,0.908474
0.400044,0.017761,0.192229,0.005249,0.047137,0.106659,0.048162,0.065314,0.224263,0.000704,0.002240,0.001216,0.000384,0.898139
0.399051,0.017536,0.192390,0.004832,0.065730,0.108387,0.049314,0.061953,0.222950,0.000801,0.002080,0.001120,0.000448,0.914011
0.400460,0.017696,0.191814,0.005024,0.047713,0.108900,0.046177,0.060162,0.218823,0.000704,0.001984,0.001152,0.000384,0.893114
0.406220,0.017825,0.191845,0.005312,0.047202,0.111843,0.048450,0.060129,0.224294,0.000704,0.002945,0.001152,0.000416,0.904347
0.400428,0.017665,0.191973,0.005024,0.047234,0.101571,0.047521,0.060898,0.213862,0.000768,0.002912,0.000992,0.000352,0.887642
0.407596,0.017600,0.191494,0.004864,0.047490,0.106627,0.048065,0.062082,0.220582,0.000800,0.001984,0.000896,0.000416,0.899738
0.402412,0.017633,0.192358,0.005312,0.047393,0.104003,0.045058,0.068130,0.220999,0.000800,0.002144,0.001088,0.000352,0.897947
0.394891,0.017473,0.192422,0.004960,0.047105,0.107619,0.046786,0.059490,0.217575,0.000672,0.003136,0.001056,0.000384,0.885690
0.395692,0.017409,0.191301,0.004832,0.047106,0.126179,0.051777,0.060706,0.242663,0.000864,0.003168,0.001280,0.000320,0.910843
0.394923,0.017761,0.191526,0.005056,0.047105,0.105283,0.064706,0.067586,0.241767,0.000864,0.003072,0.000992,0.000384,0.909499
0.396044,0.017728,0.191782,0.004864,0.047074,0.101155,0.047457,0.065826,0.219462,0.000704,0.005184,0.001184,0.000384,0.890554
0.395467,0.017568,0.191622,0.004800,0.047041,0.106243,0.051713,0.065730,0.228999,0.000800,0.002144,0.000928,0.000384,0.896378
0.421964,0.017633,0.191718,0.004864,0.047297,0.107203,0.054274,0.067650,0.234983,0.000704,0.005024,0.001024,0.000384,0.932987
0.394763,0.017569,0.191398,0.004992,0.047009,0.107043,0.047554,0.058722,0.217063,0.000736,0.002944,0.001088,0.000480,0.884570
0.396012,0.017633,0.191557,0.004865,0.046849,0.105315,0.058434,0.075330,0.243303,0.000672,0.002176,0.001280,0.000448,0.910747
0.394827,0.017441,0.191334,0.005088,0.047009,0.105667,0.047970,0.058850,0.216263,0.000768,0.003904,0.000896,0.000384,0.884026
0.395628,0.017601,0.192357,0.004865,0.047169,0.112707,0.047746,0.062882,0.227431,0.000704,0.002080,0.001504,0.000384,0.897019
0.395883,0.017761,0.192166,0.005312,0.048033,0.112739,0.047681,0.063938,0.229127,0.000672,0.002112,0.001248,0.000576,0.900346
0.394731,0.017825,0.192326,0.005280,0.047233,0.108420,0.047809,0.060578,0.221319,0.000800,0.002176,0.001184,0.000608,0.891418
0.412108,0.017888,0.191494,0.004896,0.048994,0.102787,0.047489,0.061090,0.216486,0.000672,0.002176,0.001280,0.000640,0.903738
0.395404,0.017792,0.191622,0.005280,0.048129,0.109764,0.048513,0.060930,0.222727,0.000800,0.002144,0.001184,0.000352,0.892474
0.396715,0.017569,0.191942,0.004800,0.047777,0.107875,0.056066,0.062242,0.230087,0.000704,0.002304,0.001216,0.000416,0.900698
0.396492,0.017920,0.192102,0.005120,0.047138,0.107491,0.047745,0.086723,0.275912,0.000768,0.002176,0.001216,0.000416,0.945948
