REE[395],TEE[395]
8.813899,14.068478
8.011632,14.084415
7.163027,14.099616
7.154451,14.099071
7.167700,14.132320
7.175828,14.119359
7.153587,14.086015
7.156755,14.079422
7.163667,14.096383
7.158515,14.134337
7.166196,14.094111
7.170996,14.076638
7.163699,14.057886
7.155507,14.053885
7.159411,14.064862
7.158291,14.049181
7.154548,14.077407
7.164563,14.048446
7.175412,14.056990
7.175124,14.056318
7.153139,14.064446
7.164371,14.072254
7.164019,14.071806
7.173236,14.054333
7.167508,14.055518
7.166355,14.127104
7.154739,14.104575
7.153235,14.063742
7.171188,14.119359
7.163731,14.067710
7.174547,14.062430
7.163187,14.044989
7.157492,14.045886
7.159379,14.087262
7.148243,14.044061
7.151123,14.051774
7.163283,14.062494
7.175348,14.062174
7.161875,14.103775
7.163603,14.099007
7.175091,14.070654
7.171028,14.056318
7.178484,14.093791
7.159700,14.069118
7.172531,14.060574
7.195765,14.056830
7.159283,14.062109
7.166516,14.053181
7.166387,14.067518
7.155892,14.054589
7.163443,14.080927
7.162963,14.098079
7.151891,14.060382
7.173492,14.106527
7.167475,14.075807
7.169172,14.063806
7.163379,14.076639
7.153459,14.057309
7.166100,14.079295
7.167699,14.066206
7.164307,14.066462
7.160339,14.062366
7.167796,14.049821
7.158931,14.092159
7.167827,14.092127
7.150227,14.082366
7.163891,14.079646
7.168788,14.082718
7.166996,14.074526
7.163315,14.100639
7.172979,14.113728
7.168148,14.064574
7.168499,14.061086
7.168947,14.079775
7.168179,14.057341
7.177652,14.077310
7.163379,14.065918
7.156787,14.057949
7.155859,14.062110
7.162227,14.059550
7.160531,14.120255
7.162932,14.048413
7.168211,14.065470
7.163219,14.059549
7.164083,14.165538
7.170740,14.060190
7.167380,14.075198
7.167891,14.058910
7.176404,14.063742
7.173556,14.056093
7.150867,14.047133
7.152659,14.053981
7.160083,14.070110
7.148755,14.090622
7.162772,14.073918
7.176372,14.069918
7.166260,14.105760
7.159251,14.136096
7.158132,14.059678
7.156276,14.070398
7.161844,14.057566
7.165236,14.091647
7.165747,14.055901
7.164179,14.062430
7.167763,14.055774
7.158035,14.045790
7.156627,14.052670
7.164915,14.056222
7.199765,14.064317
7.161812,14.073534
7.167988,14.074942
7.160564,14.057053
7.166388,14.056478
7.165908,14.062686
7.180756,14.048925
7.166612,14.072478
7.150355,14.053598
7.168788,14.060990
7.195509,14.073567
7.146451,14.051325
7.144531,14.081630
7.157907,14.095583
7.167987,14.075710
7.160915,14.077823
7.164916,14.057630
7.163699,14.075326
7.162548,14.085694
7.157523,14.084351
7.144595,14.092126
7.168244,14.073823
7.173812,14.069022
7.167380,14.072094
7.171668,14.076799
7.158547,14.062078
7.166643,14.097631
7.158675,14.081054
7.168787,14.059006
7.163443,14.125376
7.183412,14.072351
7.178068,14.068286
7.173684,14.050910
7.168180,14.058334
7.158515,14.060574
7.167956,14.055101
7.172756,14.076158
7.174292,14.063966
7.151507,14.063294
7.167572,14.057982
7.161139,14.135521
7.148915,14.041470
7.165299,14.058622
7.168852,14.067134
7.161715,14.070814
7.173300,14.074078
7.170292,14.070718
7.163667,14.063902
7.173652,14.107840
7.155604,14.058270
7.176659,14.075294
7.167795,14.073438
7.161587,14.057534
7.167379,14.050846
7.160275,14.052861
7.173972,14.096479
7.157748,14.074174
7.173683,14.107712
7.174004,14.078558
7.177300,14.097343
7.167539,14.070206
7.161652,14.055261
7.170100,14.063294
7.162995,14.115775
7.166292,14.067934
7.159283,14.109311
7.167412,14.050173
7.162868,14.046461
7.161075,14.066110
7.160852,14.059166
7.175860,14.069214
7.157427,14.077279
7.168788,14.071006
7.166451,14.068062
7.170068,14.062334
7.167380,14.070654
7.164404,14.095071
7.181236,14.072062
7.155955,14.071039
7.179284,14.045181
7.169843,14.061405
7.189173,14.045982
7.152243,14.085727
7.160083,14.094782
7.158868,14.068414
7.178387,14.053533
7.171764,14.053117
7.153108,14.057725
7.160115,14.048573
7.172404,14.069918
7.155379,14.072543
7.158867,14.078367
7.173524,14.049342
7.164755,14.044446
7.149811,14.046717
7.148338,14.052254
7.182644,14.080735
7.155188,14.119648
7.157139,14.113344
7.164691,14.073247
7.159796,14.148545
7.172660,14.048669
7.188756,14.065150
7.183892,14.056158
7.182356,14.066046
7.194613,14.086783
7.193236,14.050814
7.171860,14.064670
7.158867,14.051293
7.160052,14.054942
7.180276,14.110752
7.152148,14.056094
7.180852,14.066942
7.167828,14.065342
7.175091,14.064157
7.168020,14.125216
7.172148,14.059678
7.164532,14.109407
7.168467,14.053630
7.173172,14.061470
7.150163,14.081471
7.161587,14.045885
7.160211,14.061118
7.161971,14.063390
7.174580,14.060190
7.172372,14.089215
7.174548,14.067326
7.171443,14.056510
7.171380,14.075070
7.168563,14.059550
7.167988,14.070270
7.165715,14.105407
7.168755,14.119232
7.169235,14.065054
7.185620,14.070206
7.162420,14.047741
7.159571,14.053790
7.168404,14.063998
7.176244,14.105919
7.171988,14.070750
7.174708,14.092319
7.169107,14.070142
7.170836,14.067742
7.163476,14.095295
7.169012,14.079806
7.200213,14.085055
7.163156,14.068254
7.159219,14.118879
7.177908,14.071038
7.162483,14.056701
7.170739,14.060446
7.157843,14.066110
7.159252,14.117183
7.155059,14.051133
7.152403,14.052414
7.147859,14.071550
7.166003,14.056254
7.178772,14.107711
7.177204,14.073950
7.166100,14.103295
7.160371,14.099071
7.169908,14.074238
7.169044,14.095583
7.169748,14.096671
7.166836,14.052157
7.160756,14.057086
7.162579,14.107615
7.151571,14.056190
7.157939,14.050269
7.162611,14.113311
7.152755,14.065054
7.169428,14.074879
7.163060,14.094591
7.177940,14.063005
7.169204,14.074463
7.158292,14.079295
7.186837,14.120224
7.176884,14.056637
7.167188,14.180802
7.163795,14.142433
7.173811,14.057757
7.164084,14.056542
7.169715,14.069246
7.166356,14.072190
7.163508,14.112063
7.151443,14.045630
7.154099,14.048573
7.169139,14.055549
7.182196,14.066750
7.162707,14.091167
7.170132,14.061246
7.175188,14.069983
7.149715,14.122336
7.150739,14.059582
7.170291,14.099295
7.175379,14.047390
7.178547,14.048925
7.166996,14.071166
7.184468,14.124992
7.170100,14.065694
7.170516,14.087454
7.167283,14.055326
7.150995,14.055710
7.166099,14.099743
7.169332,14.086462
7.173652,14.067582
7.156211,14.056030
7.166227,14.060990
7.165651,14.062269
7.154771,14.078462
7.179732,14.059646
7.164404,14.087103
7.184116,14.078431
7.165299,14.085854
7.153971,14.062558
7.150835,14.058686
7.164819,14.137313
7.148051,14.071422
7.175380,14.064830
7.169011,14.085887
7.168563,14.056510
7.163667,14.073374
7.165140,14.070302
7.162867,14.106175
7.168084,14.068990
7.155891,14.097791
7.150482,14.082335
7.183476,14.049949
7.162611,14.115936
7.170100,14.065950
7.155156,14.042078
7.160979,14.063773
7.148243,14.052413
7.175187,14.045853
7.141362,14.096767
7.159411,14.070623
7.172820,14.052093
7.181716,14.056478
7.179860,14.081438
7.179860,14.064350
7.164564,14.062174
7.175220,14.054909
7.168596,14.050046
7.152659,14.053374
7.162644,14.070846
7.153555,14.049853
7.170196,14.086079
7.167923,14.074462
7.175956,14.082046
7.171571,14.056318
7.156307,14.069790
7.167251,14.062078
7.180116,14.120448
7.174324,14.086015
7.163188,14.049821
7.167828,14.058590
7.169140,14.095646
7.163188,14.047325
7.164115,14.058782
7.157747,14.038685
7.176020,14.052414
7.143154,14.060606
7.166611,14.086590
7.158932,14.142177
7.180564,14.095327
7.176628,14.065598
7.165779,14.087679
7.165172,14.101919
7.170676,14.053277
7.172532,14.109632
7.169684,14.050462
7.160051,14.060638
7.158484,14.062494
7.163284,14.071678
7.154580,14.050942
7.150291,14.068670
7.174164,14.070366
7.167700,14.093311
7.159059,14.093758
7.171156,14.099648
7.168244,14.055518
7.188373,14.069438
7.179412,14.097631
7.171187,14.058046
7.164403,14.066398
7.164499,14.061278
7.156115,14.046461
7.165139,14.051454
7.161843,14.057374
7.200308,14.051869
7.168852,14.092767
7.173332,14.071134
7.177524,14.063134
7.176180,14.058397
7.156211,14.061566
7.162228,14.061821
7.187476,14.087583
7.167860,14.095519
7.163540,14.091103
7.163699,14.070238
7.158323,14.061918
7.167828,14.053534
7.163188,14.052062
7.156691,14.049310
7.165075,14.047358
7.157236,14.056734
7.152147,14.081534
7.144979,14.063838
7.163763,14.058045
7.162708,14.051325
7.179380,14.069214
7.161971,14.072927
7.167124,14.092287
7.174099,14.054526
7.173812,14.115520
7.169075,14.066366
7.165715,14.066814
7.164756,14.068830
7.161940,14.049085
7.162100,14.048893
7.172179,14.056989
7.166164,14.068958
7.162291,14.081823
7.165556,14.089855
7.164947,14.069086
7.161428,14.161377
7.166131,14.061502
7.166611,14.065822
7.159187,14.125856
7.163156,14.092062
7.164340,14.099775
7.160084,14.049661
7.161876,14.056797
7.173811,14.062814
7.164724,14.045245
7.162292,14.110079
7.164531,14.063966
7.179156,14.076031
7.168372,14.107903
7.165332,14.069183
7.168275,14.062814
7.168084,14.070238
7.178100,14.056446
7.158836,14.066686
7.169075,14.117504
7.171924,14.056286
7.168628,14.060606
7.166740,14.053437
7.178292,14.112095
7.161203,14.086047
7.153075,14.046365
7.164436,14.050142
7.174964,14.044253
7.156851,14.106207
7.172244,14.056669
7.177204,14.061310
7.166003,14.064030
7.175604,14.156834
7.193397,14.054174
7.192852,14.063262
7.193748,14.048349
7.191829,14.123392
7.192821,14.060254
7.184788,14.098879
7.181588,14.063581
7.179572,14.053789
7.192564,14.059582
7.195221,14.063422
7.193045,14.054622
7.178292,14.069118
7.179412,14.073950
7.199412,14.061470
7.185268,14.078942
7.197813,14.092574
7.158260,14.059133
7.167699,14.095487
7.177108,14.069278
7.166004,14.059038
7.160244,14.039901
7.160019,14.049949
7.171827,14.088158
7.174195,14.127520
7.168275,14.065950
7.190900,14.117856
7.166484,14.112927
7.169108,14.051293
7.169748,14.074142
7.171443,14.091903
7.168179,14.063229
7.175411,14.076062
7.169715,14.049565
7.208597,14.048382
7.198164,14.102207
7.173844,14.115392
7.172756,14.049405
7.178324,14.045758
7.192052,14.058334
7.192437,14.055645
7.150099,14.056190
7.163379,14.062622
7.170900,14.115936
7.157523,14.060734
7.176404,14.057373
7.169523,14.066782
7.163124,14.045981
7.176116,14.056702
7.154131,14.062270
7.175796,14.063678
7.167188,14.066366
7.160180,14.085630
7.158772,14.113887
7.155763,14.056030
7.183540,14.059966
7.166227,14.091711
7.176596,14.060542
7.171988,14.076734
7.173844,14.056574
7.185749,14.061630
7.176436,14.074367
7.161619,14.052798
7.166772,14.099647
7.181108,14.042141
7.158131,14.038365
7.177204,14.048413
7.174420,14.054845
7.151795,14.054845
7.167988,14.055614
7.169876,14.069918
7.169684,14.055133
7.168628,14.090654
7.171060,14.076127
7.175412,14.053373
7.167604,14.056510
7.159987,14.076543
7.164436,14.113440
7.158867,14.057501
7.166676,14.113728
7.163123,14.153377
7.157364,14.072446
7.156723,14.134656
7.157683,14.048094
7.163988,14.068478
7.167667,14.090143
7.170899,14.051453
7.163187,14.067518
7.161684,14.065886
7.166516,14.057406
7.164884,14.081310
7.179796,14.048861
7.182644,14.050718
7.168723,14.045885
7.165684,14.058398
7.178964,14.042014
7.171251,14.058686
7.169971,14.202755
7.157395,14.066814
7.153523,14.098527
7.157683,14.052989
7.158963,14.052285
7.170228,14.163297
7.151987,14.055966
7.174836,14.056350
7.172916,14.054909
7.170772,14.128032
7.175060,14.086463
7.165204,14.060094
7.161907,14.094623
7.173844,14.051326
7.177332,14.098207
7.183252,14.058142
7.169716,14.118016
7.164307,14.056862
7.157171,14.064766
7.167028,14.044541
7.147922,14.065854
7.165908,14.053758
7.164563,14.098495
7.170804,14.063229
7.173076,14.048766
7.154003,14.065310
7.165140,14.074655
7.174259,14.050365
7.160467,14.103039
7.160147,14.069854
7.167411,14.063870
7.180020,14.051454
7.161875,14.070622
7.157652,14.044957
7.162484,14.062269
7.154771,14.077310
7.153267,14.066878
7.154739,14.055198
7.172947,14.048574
7.174772,14.056157
7.172435,14.058302
7.160243,14.099039
7.164915,14.063869
7.178132,14.062462
7.180052,14.052926
7.173907,14.052765
7.169492,14.067838
7.180788,14.041117
7.144915,14.047774
7.155251,14.048925
7.157843,14.072350
7.170739,14.054046
7.154867,14.075102
7.162163,14.086015
7.164500,14.076158
7.167284,14.052669
7.165396,14.056382
7.163539,14.079871
7.169076,14.044317
7.153171,14.065182
7.173715,14.056254
7.173843,14.045789
7.169076,14.063742
7.166195,14.050909
7.159764,14.056158
7.175316,14.057758
7.171795,14.055870
7.158004,14.062077
7.177492,14.103071
7.167859,14.069278
7.168596,14.056893
7.163956,14.108032
7.166964,14.067518
7.180916,14.069406
7.160755,14.047933
7.162676,14.066526
7.153811,14.060829
7.155731,14.055165
7.176468,14.055326
7.173811,14.056446
7.163668,14.070399
7.160019,14.086142
7.146386,14.084959
7.161075,14.092638
7.155156,14.085663
7.169908,14.057246
7.177652,14.045181
7.183636,14.039421
7.173811,14.049597
7.161652,14.047102
7.153139,14.044925
7.161300,14.066398
7.165588,14.051454
7.168820,14.082430
7.174132,14.144033
7.177108,14.120192
7.165011,14.054013
7.175507,14.108576
7.156851,14.124960
7.164499,14.059070
7.168308,14.083711
7.168916,14.064254
7.178804,14.071646
7.163283,14.055134
7.179572,14.064382
7.157363,14.064318
7.157107,14.045693
7.146002,14.045277
7.169684,14.044862
7.160467,14.076414
7.172723,14.071423
7.165524,14.065950
7.172563,14.053310
7.182420,14.071422
7.168915,14.055678
7.160244,14.054622
7.171220,14.050973
7.171956,14.044477
7.171604,14.052221
7.153267,14.047197
7.163635,14.050142
7.167860,14.057950
7.173428,14.046525
7.166963,14.071358
7.169812,14.119648
7.163379,14.052925
7.178164,14.124864
7.202996,14.114592
7.157683,14.089823
7.169044,14.131680
7.172243,14.129248
7.169716,14.053022
7.161843,14.060702
7.155027,14.046942
7.178612,14.046077
7.178292,14.077534
7.146931,14.072094
7.172307,14.072574
7.164659,14.061502
7.152051,14.062558
7.163571,14.075455
7.162931,14.071646
7.172499,14.059774
7.162900,14.058686
7.154131,14.063038
7.179700,14.059614
7.169780,14.044573
7.184980,14.039549
7.162067,14.034909
7.163219,14.047389
7.175444,14.056670
7.161811,14.073982
7.175411,14.073695
7.187796,14.057374
7.196596,14.070558
7.198005,14.132289
7.205461,14.056669
7.196980,14.090623
7.187220,14.071870
7.188436,14.071582
7.165684,14.054173
7.169844,14.117088
7.170675,14.100159
7.165107,14.089854
7.159283,14.055422
7.153203,14.054653
7.155508,14.050142
7.169300,14.055134
7.168179,14.070526
7.163540,14.050077
7.169844,14.110399
7.164020,14.056414
7.175380,14.055422
7.174707,14.086207
7.171252,14.069118
7.192436,14.051453
7.165012,14.089087
7.176980,14.047805
7.155124,14.061054
7.158676,14.062622
7.153715,14.047645
7.155603,14.050398
7.173268,14.065118
7.160564,14.062686
7.139346,14.099871
7.166772,14.060190
7.173204,14.060893
7.172340,14.061438
7.161587,14.063294
7.178708,14.057085
7.158259,14.133984
7.166675,14.060702
7.160051,14.064317
7.165075,14.070974
7.151795,14.061598
7.156723,14.043037
7.166707,14.057854
7.167699,14.140512
7.170356,14.069310
7.164788,14.090143
7.167795,14.074782
7.167796,14.079071
7.154899,14.061022
7.165267,14.076606
7.172819,14.069982
7.156467,14.082270
7.179828,14.066462
7.161364,14.120384
7.158995,14.054269
7.163795,14.082751
7.151539,14.063294
7.151731,14.049885
7.160979,14.105343
7.168404,14.053470
7.173651,14.091999
7.178228,14.074718
7.169780,14.063998
7.177684,14.095071
7.164372,14.058110
7.173204,14.079038
7.166676,14.065918
7.170996,14.071582
7.170740,14.098751
7.166804,14.123072
7.166835,14.063198
7.169524,14.052638
7.161716,14.050109
7.159187,14.061373
7.163988,14.078750
7.179508,14.048958
7.171156,14.075390
7.174484,14.066622
7.162259,14.076286
7.170964,14.109279
7.172404,14.103807
7.159123,14.064894
7.172980,14.057854
7.175188,14.059454
7.165844,14.054749
7.167507,14.120992
7.164596,14.088959
7.156019,14.057437
7.162387,14.060862
7.156595,14.058622
7.171252,14.085758
7.181108,14.066974
7.181108,14.077246
7.167123,14.061438
7.162227,14.074142
7.162227,14.106048
7.170260,14.065694
7.179636,14.071774
7.177620,14.105535
7.168787,14.082430
7.170516,14.065918
7.166196,14.060798
7.161651,14.076671
7.162676,14.100351
7.157715,14.042461
7.161204,14.100639
7.172083,14.065310
7.170356,14.113631
7.174036,14.057662
7.174804,14.100319
7.166579,14.054654
7.163380,14.066558
7.159155,14.076670
7.176404,14.068510
7.166196,14.059710
7.189492,14.058334
7.162995,14.049950
7.159667,14.051709
7.154515,14.096767
7.164115,14.100032
7.166195,14.068030
7.174516,14.051357
7.154387,14.048062
7.166996,14.103168
7.166676,14.063005
7.166451,14.061053
7.149523,14.058014
7.171348,14.062398
7.165844,14.075999
7.170900,14.070046
7.195988,14.050941
7.166291,14.073342
7.172179,14.046173
7.160627,14.039485
7.157011,14.054046
7.173300,14.077662
7.168180,14.063069
7.170803,14.052350
7.169107,14.068862
7.174099,14.072351
7.160083,14.061182
7.169396,14.073662
7.169299,14.074910
7.162131,14.065342
7.169428,14.057822
7.167699,14.077822
7.153267,14.045982
7.178260,14.063326
7.179508,14.075231
7.183476,14.085119
7.195316,14.066270
7.190164,14.066558
7.200181,14.182914
7.180852,14.088543
7.196757,14.096607
7.173140,14.059422
7.170867,14.071742
7.168883,14.087902
7.168628,14.050078
7.169876,14.073790
7.163092,14.073470
7.161875,14.051741
7.160915,14.043933
7.164819,14.050045
7.159540,14.119520
7.141587,14.076350
7.158995,14.055517
7.160851,14.055645
7.141587,14.057822
7.153075,14.049438
7.197108,14.072799
7.164019,14.086462
7.177076,14.069022
7.166323,14.061342
7.182260,14.060253
7.170259,14.056893
7.166195,14.094175
7.151059,14.063582
7.157107,14.048381
7.159667,14.059230
7.152147,14.083423
7.171892,14.057533
7.169043,14.053886
7.178899,14.052605
7.155411,14.075039
7.172596,14.074463
7.156915,14.057469
7.164372,14.075038
7.170643,14.079583
7.161492,14.053086
7.173332,14.052893
7.164435,14.088799
7.158675,14.120960
7.148851,14.054301
7.170228,14.068926
7.163987,14.058333
7.171411,14.055965
7.172212,14.073535
7.171156,14.097567
7.167092,14.058078
7.168083,14.067358
7.167412,14.079038
7.172723,14.076158
7.163475,14.057438
7.180660,14.052957
7.178772,14.058013
7.162099,14.081247
7.163636,14.048830
7.159955,14.040765
7.158931,14.050461
7.166292,14.067710
7.174708,14.056286
7.168467,14.065566
7.150803,14.048414
7.162547,14.044189
7.151315,14.056350
7.172659,14.053790
7.187188,14.073726
7.172947,14.097856
7.167635,14.108160
7.170932,14.068894
7.168660,14.066686
7.154163,14.089887
7.163828,14.064094
7.161491,14.057662
7.156499,14.070846
7.164851,14.148065
7.170964,14.062686
7.162707,14.072703
7.165460,14.061790
7.180660,14.057565
7.174516,14.080127
7.169556,14.084927
7.166451,14.119935
7.157460,14.082398
7.166867,14.066942
7.175604,14.064414
7.174067,14.054525
7.163443,14.059262
7.152019,14.083870
7.152531,14.052062
7.164884,14.076862
7.185876,14.057662
7.164627,14.068542
7.169972,14.059198
7.149811,14.060126
7.155347,14.067614
7.176084,14.060253
7.164499,14.069374
7.164116,14.068446
7.165171,14.045693
7.173556,14.057597
7.170548,14.052381
7.176020,14.066686
7.160180,14.066782
7.171604,14.117663
7.170643,14.060957
7.174548,14.125344
7.165971,14.063838
7.156595,14.071071
7.174772,14.072094
7.177204,14.058653
7.161715,14.071966
7.165107,14.052893
7.170035,14.106367
7.170452,14.060062
7.172404,14.081406
7.178548,14.073374
7.170292,14.063518
7.172628,14.058430
7.164372,14.074686
7.158419,14.054270
7.162195,14.095519
7.161555,14.069854
7.170900,14.120415
7.172276,14.056414
7.156723,14.070206
7.171348,14.201955
7.167475,14.065022
7.163508,14.061406
7.173268,14.057374
7.194804,14.067742
7.163028,14.073471
7.157683,14.051773
