Layer[0],Layer[1],Layer[2],IN[3],INFER[3-10],OUT[10],TEE[3-10],classifier
0.659923,0.017633,0.300553,0.200166,0.164132,0.113700,0.481454,1.463691
0.396332,0.017569,0.192293,0.148389,0.105507,0.064354,0.321322,0.932220
0.395595,0.017409,0.191654,0.132964,0.113699,0.066754,0.316585,0.925659
0.394924,0.017600,0.191686,0.132868,0.105315,0.064258,0.305801,0.914587
0.394348,0.017536,0.192006,0.129380,0.104195,0.064322,0.301353,0.910555
0.396651,0.017665,0.209318,0.122212,0.114979,0.066082,0.306633,0.935547
0.396427,0.017569,0.191494,0.113411,0.106211,0.062274,0.285480,0.896026
0.395563,0.017537,0.191014,0.115299,0.105891,0.062786,0.287432,0.896410
0.395947,0.017888,0.191686,0.145572,0.108387,0.065890,0.323561,0.935227
0.395820,0.017761,0.191621,0.137156,0.105060,0.064961,0.310698,0.921020
0.397164,0.017793,0.191365,0.133380,0.105571,0.066626,0.308841,0.920283
0.395980,0.017856,0.192486,0.125348,0.109667,0.075266,0.314121,0.925691
0.416525,0.017856,0.192102,0.142372,0.123748,0.071394,0.341258,0.973725
0.397836,0.017600,0.191910,0.144740,0.106564,0.068802,0.323850,0.937372
0.396235,0.017697,0.191750,0.134980,0.131492,0.067554,0.337322,0.948316
0.395691,0.017729,0.191590,0.126051,0.124580,0.074274,0.328681,0.939035
0.395948,0.017856,0.191654,0.118052,0.108067,0.069602,0.299625,0.910587
0.395691,0.017728,0.191494,0.128900,0.112483,0.063810,0.308521,0.917979
0.395084,0.017825,0.192005,0.129540,0.116964,0.070370,0.321578,0.930908
0.416716,0.017824,0.191366,0.124771,0.118372,0.068418,0.314985,0.945628
0.394508,0.017505,0.191525,0.119940,0.110851,0.067138,0.301289,0.909147
0.394571,0.017729,0.191718,0.134980,0.106883,0.065922,0.311337,0.920539
0.395084,0.017473,0.191909,0.147749,0.127107,0.069666,0.347915,0.956349
0.394508,0.017824,0.191974,0.136100,0.106563,0.065282,0.311241,0.920539
0.395244,0.017696,0.192454,0.140132,0.107075,0.064610,0.315785,0.926619
0.395532,0.017600,0.192646,0.132868,0.108707,0.065058,0.310281,0.921467
0.394284,0.017601,0.192613,0.139652,0.118884,0.072866,0.334890,0.944348
0.395147,0.017569,0.191493,0.133636,0.107812,0.063970,0.308970,0.916987
0.394667,0.017760,0.191334,0.130468,0.104291,0.062402,0.300361,0.909211
0.395148,0.017536,0.209095,0.131779,0.121571,0.074850,0.331945,0.958812
0.395275,0.017504,0.192102,0.127332,0.106275,0.066210,0.302921,0.912059
0.394572,0.017504,0.192230,0.125508,0.119715,0.061922,0.310505,0.919259
0.393964,0.017729,0.191845,0.118852,0.105155,0.067202,0.294473,0.902683
0.394124,0.017472,0.191782,0.120548,0.105923,0.062690,0.292873,0.900987
0.395564,0.017569,0.192037,0.138468,0.105956,0.064482,0.312490,0.923740
0.395724,0.017760,0.192454,0.132548,0.112675,0.065185,0.314505,0.925820
0.395468,0.017441,0.209254,0.119651,0.114788,0.065090,0.302921,0.930588
0.394412,0.017824,0.191398,0.131748,0.106563,0.068578,0.310313,0.918395
0.395403,0.017760,0.191974,0.143204,0.108451,0.066050,0.321545,0.932411
0.395084,0.017824,0.191366,0.134244,0.106051,0.064610,0.308073,0.916635
0.395532,0.017761,0.192997,0.123268,0.107523,0.065218,0.299593,0.911163
0.395340,0.017697,0.191973,0.132260,0.107875,0.066914,0.310249,0.920283
0.394956,0.017568,0.192806,0.126148,0.106851,0.062850,0.299177,0.909819
0.413677,0.017792,0.192070,0.136100,0.122564,0.064546,0.326762,0.956189
0.394828,0.017632,0.191782,0.135556,0.109027,0.064322,0.312329,0.921371
0.395531,0.017761,0.191654,0.159044,0.107555,0.071683,0.341578,0.951708
0.395500,0.017760,0.191910,0.133476,0.125924,0.078146,0.341002,0.951164
0.394955,0.017825,0.191622,0.135684,0.104995,0.063970,0.308009,0.917339
0.395147,0.017600,0.191718,0.118915,0.104675,0.063362,0.290152,0.899482
0.394892,0.017472,0.191750,0.135044,0.107651,0.065890,0.312169,0.920827
0.412524,0.017953,0.191909,0.134340,0.124292,0.069474,0.331594,0.959004
0.395788,0.017729,0.191685,0.116292,0.108035,0.063618,0.291721,0.901787
0.395148,0.017536,0.191398,0.119268,0.108227,0.064642,0.295817,0.904763
0.395820,0.017473,0.191941,0.145125,0.124899,0.071939,0.345707,0.956509
0.395947,0.017728,0.191270,0.128964,0.105667,0.066786,0.304905,0.914875
0.394796,0.017600,0.192038,0.147748,0.105700,0.065986,0.323210,0.932572
0.395564,0.017856,0.191526,0.134532,0.105027,0.062722,0.305737,0.915771
0.410444,0.017825,0.192358,0.134884,0.119747,0.070530,0.328713,0.954684
0.395116,0.017536,0.191750,0.134788,0.104867,0.063074,0.305897,0.914843
0.395884,0.017792,0.191366,0.132804,0.106243,0.063650,0.306025,0.915771
0.394732,0.017377,0.208806,0.136068,0.119075,0.065794,0.324073,0.950012
0.394347,0.017537,0.191494,0.130852,0.104259,0.066210,0.304905,0.912827
0.396588,0.018144,0.192902,0.144132,0.109027,0.067810,0.325226,0.937852
0.395820,0.017697,0.192677,0.134468,0.108739,0.067201,0.314570,0.926684
0.398091,0.017760,0.192166,0.132964,0.110947,0.067458,0.314409,0.927515
0.397132,0.017824,0.191878,0.103939,0.104675,0.064482,0.276552,0.888794
0.395755,0.017697,0.192198,0.122307,0.105603,0.062306,0.293448,0.904250
0.414860,0.017888,0.192006,0.141796,0.118755,0.068674,0.332522,0.963389
0.396396,0.017760,0.191654,0.135652,0.106435,0.064034,0.309609,0.920891
0.396875,0.017536,0.191654,0.134596,0.117443,0.066210,0.321833,0.932763
0.394955,0.017537,0.192102,0.136100,0.106307,0.089795,0.335722,0.945180
0.395339,0.017665,0.191749,0.135076,0.108803,0.064962,0.312490,0.922523
0.394828,0.017696,0.191398,0.129188,0.106947,0.062498,0.301929,0.911227
0.395052,0.017569,0.192421,0.143428,0.122531,0.066722,0.336458,0.947228
0.411116,0.017569,0.192037,0.139653,0.122915,0.066850,0.332714,0.958396
0.396459,0.017697,0.192550,0.143940,0.109763,0.067042,0.324777,0.937083
0.398508,0.018177,0.192613,0.128484,0.115364,0.074562,0.322122,0.936668
0.394956,0.017857,0.192133,0.146469,0.109475,0.066114,0.326730,0.936924
0.395243,0.017984,0.192326,0.136964,0.123044,0.067874,0.331786,0.943324
0.396012,0.017697,0.192261,0.123684,0.107747,0.063810,0.298633,0.910203
0.397388,0.017729,0.191877,0.140037,0.107875,0.067298,0.318698,0.931164
0.395372,0.017600,0.192198,0.139076,0.108259,0.064610,0.315849,0.926043
0.395244,0.017632,0.191494,0.137444,0.108579,0.066882,0.316809,0.926619
0.396012,0.017697,0.191557,0.140581,0.108739,0.064514,0.317770,0.928828
0.411245,0.017760,0.191654,0.138468,0.123204,0.067554,0.332458,0.958461
0.396428,0.017729,0.192293,0.137252,0.119140,0.064898,0.324778,0.936796
0.395851,0.017696,0.191494,0.138532,0.105667,0.063522,0.311049,0.921307
0.396683,0.018113,0.191878,0.131395,0.125412,0.116132,0.376363,0.988541
0.397132,0.017857,0.191717,0.137604,0.109731,0.066786,0.318122,0.930620
0.396203,0.017601,0.191686,0.136548,0.106339,0.062786,0.309065,0.919739
0.396075,0.017665,0.191622,0.139076,0.118915,0.064418,0.326057,0.936443
0.410476,0.017537,0.191525,0.134052,0.123268,0.066018,0.327242,0.952028
0.395276,0.017537,0.191973,0.134372,0.107939,0.062786,0.308745,0.918171
0.395500,0.017632,0.192229,0.139524,0.108996,0.068002,0.320362,0.931484
0.395532,0.017472,0.206919,0.138084,0.123427,0.066658,0.331977,0.957948
0.394732,0.017792,0.191622,0.119108,0.107139,0.066562,0.296105,0.905115
0.394828,0.017505,0.192517,0.130628,0.106435,0.064033,0.304361,0.913691
0.395564,0.017569,0.192005,0.133060,0.120772,0.067362,0.324682,0.934972
0.395467,0.017409,0.191461,0.134500,0.120612,0.065954,0.323914,0.932860
0.395564,0.017569,0.191269,0.120580,0.104963,0.063426,0.292233,0.902043
0.394988,0.017825,0.191557,0.133668,0.105956,0.065922,0.308810,0.917884
0.396236,0.017632,0.208358,0.133348,0.118820,0.066082,0.321578,0.948828
0.394668,0.017600,0.191366,0.133348,0.104931,0.063266,0.304649,0.912859
0.398284,0.017568,0.192006,0.125860,0.105123,0.063298,0.298025,0.911355
0.395340,0.017857,0.191781,0.135652,0.104899,0.064738,0.308970,0.918972
0.395052,0.017761,0.192261,0.111300,0.107459,0.063042,0.285385,0.895291
0.394572,0.017536,0.192550,0.131716,0.105475,0.063010,0.303657,0.912923
0.395532,0.017601,0.191653,0.135652,0.107492,0.065729,0.312394,0.922364
0.394828,0.035809,0.192134,0.161028,0.120484,0.065090,0.349930,0.977341
0.395212,0.017633,0.191589,0.133732,0.105795,0.066050,0.309353,0.918075
0.395916,0.017600,0.191590,0.134308,0.106755,0.067106,0.312009,0.922011
0.395276,0.017408,0.191846,0.132228,0.132036,0.088099,0.355787,0.964925
0.395724,0.017505,0.191717,0.137988,0.107716,0.065698,0.315018,0.924764
0.395244,0.017665,0.192005,0.138052,0.107268,0.070914,0.319946,0.930044
0.395532,0.017825,0.192037,0.124132,0.107107,0.064930,0.299881,0.909979
0.411820,0.017696,0.191846,0.133316,0.116547,0.067554,0.320649,0.946043
0.395211,0.017697,0.191910,0.127875,0.119684,0.066946,0.317545,0.926139
0.394955,0.017632,0.191622,0.127940,0.114883,0.062690,0.309449,0.917883
0.395244,0.017440,0.192134,0.132644,0.124516,0.062497,0.323657,0.932444
0.393836,0.017376,0.191654,0.127364,0.114243,0.064930,0.310345,0.917051
0.394508,0.017504,0.192454,0.147205,0.114275,0.068002,0.332330,0.940572
0.395340,0.017568,0.191302,0.119524,0.102915,0.061186,0.287561,0.896187
0.414220,0.017729,0.191526,0.129124,0.119107,0.093987,0.347082,0.975709
0.394955,0.017505,0.191462,0.120579,0.113572,0.067330,0.305225,0.914331
0.611922,0.017632,0.229703,0.120452,0.114147,0.070690,0.308969,1.173218
0.411532,0.017728,0.191846,0.136612,0.122532,0.067906,0.330538,0.956956
0.394987,0.017633,0.192838,0.125539,0.114276,0.063202,0.306441,0.916795
0.394764,0.017728,0.192102,0.138020,0.104515,0.064514,0.310441,0.920123
0.395980,0.017760,0.191686,0.120899,0.127172,0.078307,0.330954,0.941564
0.394540,0.017536,0.191685,0.130916,0.122148,0.066370,0.322666,0.931068
0.395692,0.017408,0.191366,0.136900,0.106947,0.069826,0.317257,0.926491
0.395499,0.017633,0.191206,0.133092,0.107075,0.062946,0.306281,0.914971
0.409004,0.017696,0.191814,0.135332,0.121923,0.068290,0.329610,0.954013
0.395660,0.017728,0.191622,0.136836,0.109123,0.065026,0.314857,0.924475
0.394636,0.017568,0.191526,0.133572,0.108611,0.064034,0.310089,0.919227
0.394828,0.017568,0.191270,0.157157,0.115235,0.065122,0.342826,0.951324
0.395051,0.017601,0.191429,0.120515,0.106307,0.063138,0.293384,0.902362
0.395052,0.017441,0.191845,0.149925,0.108963,0.067362,0.330186,0.940572
0.395020,0.017504,0.191942,0.137764,0.109059,0.064258,0.314953,0.924571
0.395564,0.017345,0.191461,0.134788,0.108132,0.063682,0.310378,0.919804
0.394764,0.017344,0.191654,0.135172,0.108259,0.065250,0.312137,0.920443
0.395212,0.017632,0.191494,0.123876,0.104579,0.062466,0.294697,0.903931
0.394828,0.017568,0.209735,0.147012,0.115299,0.067618,0.333833,0.962365
0.395180,0.017601,0.191461,0.130500,0.107235,0.064354,0.305385,0.914779
0.395244,0.017696,0.191846,0.139844,0.109155,0.065794,0.318729,0.929307
0.395084,0.017601,0.191173,0.133572,0.108644,0.083266,0.329290,0.938140
0.395404,0.017761,0.191557,0.133828,0.108036,0.064577,0.310314,0.920380
0.395148,0.017793,0.191173,0.134276,0.108004,0.063649,0.309289,0.918780
0.394604,0.017536,0.191558,0.132964,0.109187,0.063202,0.308969,0.917339
0.412332,0.017569,0.191653,0.133700,0.117860,0.073314,0.328234,0.954460
0.396747,0.017825,0.192326,0.134468,0.107587,0.064098,0.309865,0.921659
0.394987,0.017696,0.191846,0.135780,0.106595,0.064610,0.310473,0.920059
0.396043,0.017760,0.192550,0.160357,0.115683,0.065570,0.346186,0.958716
0.394668,0.017760,0.191846,0.132612,0.107427,0.064834,0.308201,0.917595
