Layer[0],Layer[1],Layer[2],IN[3],INFER[3-3],OUT[3],TEE[3-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395564,0.017888,0.191686,0.136260,0.037409,0.059778,0.236647,0.047617,0.000896,0.013665,0.000384,0.001504,0.001504,0.000320,0.915003
0.397164,0.017696,0.191430,0.138084,0.034529,0.058626,0.234439,0.048065,0.000992,0.013568,0.000352,0.001440,0.001216,0.000320,0.914971
0.395532,0.018016,0.191494,0.139332,0.034305,0.060930,0.237575,0.047809,0.000865,0.013632,0.000352,0.001440,0.001632,0.000352,0.916315
0.412812,0.018081,0.191685,0.141349,0.036833,0.059969,0.241320,0.048065,0.000800,0.013600,0.000384,0.001536,0.001504,0.000384,0.938364
0.395916,0.018113,0.191493,0.138468,0.045346,0.061122,0.248424,0.049217,0.001120,0.013952,0.000353,0.001472,0.001216,0.000352,0.929980
0.397611,0.017824,0.191782,0.139108,0.038721,0.068322,0.249735,0.047938,0.001088,0.013664,0.000352,0.001568,0.001248,0.000352,0.931451
0.396652,0.017377,0.211878,0.134212,0.049217,0.065602,0.252711,0.049794,0.000896,0.013632,0.000384,0.001440,0.001120,0.000352,0.954908
0.396876,0.017728,0.191878,0.136740,0.036257,0.065762,0.241735,0.048610,0.001088,0.013632,0.000352,0.001440,0.001088,0.000352,0.922523
0.396204,0.017505,0.191557,0.138213,0.035937,0.064706,0.242376,0.049473,0.001024,0.013697,0.000384,0.001504,0.001120,0.000384,0.922908
0.396300,0.017665,0.191781,0.139716,0.035745,0.062818,0.241480,0.048225,0.001088,0.013633,0.000352,0.001472,0.001088,0.000352,0.921276
0.396332,0.018016,0.191462,0.139364,0.045154,0.068322,0.256392,0.048001,0.000928,0.013665,0.000384,0.001472,0.001248,0.000352,0.936188
0.395820,0.017600,0.191398,0.139556,0.036129,0.059586,0.238791,0.048513,0.000832,0.013569,0.000416,0.001504,0.001248,0.000352,0.917723
0.395340,0.017760,0.191398,0.137508,0.035617,0.061026,0.237255,0.051329,0.001089,0.013664,0.000384,0.001536,0.001152,0.000320,0.918875
0.414540,0.017792,0.191846,0.140900,0.048225,0.062210,0.255911,0.047906,0.001088,0.013632,0.000352,0.001472,0.001216,0.000352,0.954012
0.396364,0.017729,0.191269,0.133508,0.042914,0.058785,0.238567,0.048514,0.001088,0.013728,0.000416,0.001440,0.001440,0.000384,0.919259
0.395916,0.018017,0.191493,0.135332,0.038081,0.060833,0.237831,0.048930,0.000864,0.013728,0.000384,0.001472,0.001568,0.000416,0.919003
0.395787,0.017889,0.191590,0.191461,0.047906,0.066722,0.309225,0.051393,0.001088,0.013601,0.000352,0.001440,0.001120,0.000416,0.991677
0.395820,0.017568,0.191302,0.127716,0.036129,0.060642,0.227559,0.051041,0.000864,0.013569,0.000384,0.001408,0.001184,0.000384,0.909531
0.395596,0.017696,0.192134,0.137668,0.036449,0.061314,0.238471,0.049185,0.001056,0.013569,0.000384,0.001440,0.001152,0.000352,0.919003
0.396204,0.017696,0.192070,0.137572,0.037569,0.060706,0.239111,0.048834,0.000832,0.013536,0.000352,0.001504,0.001216,0.000352,0.919675
0.396492,0.018048,0.192102,0.124772,0.036833,0.065858,0.230311,0.050209,0.001056,0.013665,0.000384,0.001440,0.001056,0.000384,0.912731
0.396011,0.017825,0.191718,0.137572,0.037409,0.059650,0.237511,0.048609,0.001056,0.013825,0.000352,0.001408,0.001216,0.000320,0.917979
0.395756,0.017216,0.191174,0.137444,0.036257,0.060546,0.237319,0.047905,0.001120,0.013761,0.000384,0.001408,0.001248,0.000384,0.915259
0.396044,0.017728,0.210375,0.142916,0.046305,0.061730,0.254151,0.047682,0.001056,0.013632,0.000384,0.001408,0.001216,0.000384,0.952444
0.395947,0.017888,0.191590,0.139204,0.036513,0.060194,0.239079,0.049505,0.001152,0.013761,0.000384,0.001408,0.001184,0.000384,0.919963
0.399628,0.017760,0.191846,0.139492,0.039841,0.063042,0.246119,0.049250,0.000960,0.013728,0.000384,0.001472,0.001248,0.000384,0.931291
0.396555,0.017857,0.192294,0.129187,0.037698,0.058913,0.228838,0.047842,0.000832,0.030785,0.000512,0.001600,0.001216,0.000480,0.927067
0.396427,0.017569,0.192390,0.130787,0.037346,0.060577,0.231590,0.047746,0.001056,0.013728,0.000416,0.001440,0.001280,0.000384,0.911802
0.396236,0.017729,0.191813,0.141061,0.044769,0.060610,0.249800,0.049121,0.001120,0.013601,0.000384,0.001472,0.001376,0.000384,0.931420
0.395628,0.017888,0.191846,0.140388,0.036001,0.060546,0.239879,0.047522,0.000832,0.013600,0.000384,0.001536,0.001536,0.000384,0.918619
0.415437,0.017536,0.192454,0.137476,0.043425,0.059842,0.243751,0.049121,0.000832,0.013600,0.000384,0.001536,0.001312,0.000384,0.944444
0.396268,0.017632,0.191654,0.136324,0.034977,0.059938,0.234631,0.048993,0.000896,0.013601,0.000352,0.001440,0.001248,0.000352,0.914843
0.395276,0.017792,0.192038,0.163013,0.036961,0.060130,0.263176,0.049249,0.000832,0.013601,0.000352,0.001504,0.001280,0.000384,0.943548
0.395436,0.017728,0.191334,0.135620,0.044578,0.060770,0.258536,0.048353,0.000896,0.013600,0.000352,0.001441,0.001248,0.000384,0.936924
0.396524,0.017761,0.191653,0.140069,0.036513,0.060866,0.240808,0.049121,0.000832,0.013664,0.000353,0.001440,0.001152,0.000416,0.922012
0.396971,0.017600,0.194918,0.136260,0.038209,0.061826,0.239911,0.048033,0.000832,0.013697,0.000384,0.001536,0.001280,0.000384,0.924283
0.396364,0.017824,0.192390,0.142468,0.046242,0.064642,0.256424,0.049281,0.000864,0.013633,0.000384,0.001472,0.001216,0.000384,0.937916
0.397356,0.017921,0.192165,0.137220,0.036866,0.060129,0.237127,0.049058,0.000864,0.013568,0.000352,0.001440,0.001152,0.000320,0.919259
0.395595,0.017985,0.191974,0.145572,0.046017,0.071266,0.266279,0.049506,0.000832,0.013888,0.000352,0.001472,0.001345,0.000320,0.947196
0.395660,0.017568,0.191750,0.126852,0.035521,0.058753,0.224583,0.047777,0.000864,0.013600,0.000352,0.001408,0.001217,0.000288,0.902491
0.413165,0.017760,0.192006,0.133188,0.044705,0.061954,0.243079,0.048226,0.000832,0.013632,0.000352,0.001408,0.001184,0.000352,0.940156
0.399372,0.017921,0.191877,0.136580,0.036609,0.060290,0.236647,0.049282,0.000832,0.013760,0.000448,0.001504,0.001344,0.000288,0.920987
0.396235,0.017761,0.191621,0.147940,0.035137,0.060738,0.247143,0.048193,0.000864,0.013825,0.000384,0.001472,0.001216,0.000352,0.926555
0.395564,0.017504,0.191686,0.136804,0.037761,0.087267,0.265000,0.050689,0.000865,0.013600,0.000352,0.001472,0.001312,0.000352,0.945692
0.396716,0.018080,0.191430,0.136004,0.037345,0.059298,0.235719,0.047809,0.001056,0.013633,0.000416,0.001440,0.001120,0.000352,0.915963
0.397356,0.018048,0.192902,0.136228,0.040001,0.062370,0.241703,0.047970,0.000640,0.013600,0.000384,0.001536,0.001280,0.000352,0.924155
0.395692,0.017569,0.192517,0.139077,0.036769,0.060705,0.239527,0.047937,0.000896,0.013664,0.000352,0.001472,0.001153,0.000416,0.920092
0.409804,0.017761,0.192005,0.141412,0.045250,0.062690,0.252392,0.050817,0.000928,0.013601,0.000384,0.001536,0.001152,0.000384,0.949468
0.395596,0.017920,0.191814,0.141252,0.034945,0.060546,0.240199,0.050626,0.001056,0.013568,0.000384,0.001504,0.001120,0.000384,0.922459
0.396140,0.017696,0.192102,0.137540,0.037377,0.060738,0.238951,0.047970,0.000832,0.013568,0.000384,0.001440,0.001088,0.000352,0.918523
0.396780,0.017952,0.209319,0.134820,0.044577,0.063170,0.245767,0.048417,0.000992,0.013601,0.000416,0.001472,0.001248,0.000352,0.944412
0.396236,0.017504,0.191590,0.136740,0.036257,0.059842,0.235943,0.048097,0.000864,0.013537,0.000416,0.001472,0.001088,0.000416,0.915131
0.395724,0.017344,0.191782,0.136676,0.034753,0.060002,0.234663,0.048833,0.000832,0.013569,0.000384,0.001472,0.001184,0.000384,0.914139
0.395499,0.017793,0.191814,0.136100,0.034081,0.060417,0.233798,0.049185,0.000896,0.013600,0.000384,0.001473,0.001120,0.000416,0.913755
0.396972,0.017792,0.192102,0.138596,0.037665,0.061442,0.241191,0.048321,0.001056,0.013665,0.000384,0.001536,0.001248,0.000320,0.923163
0.397708,0.017697,0.192677,0.124356,0.036449,0.062466,0.226727,0.049058,0.000864,0.013600,0.000384,0.001504,0.001152,0.000352,0.909435
0.395884,0.017952,0.192422,0.135940,0.040257,0.062370,0.241415,0.047970,0.000768,0.013536,0.000352,0.001504,0.001184,0.000352,0.921147
0.411980,0.017664,0.192390,0.125028,0.036097,0.059425,0.224038,0.047810,0.001056,0.013536,0.000384,0.001472,0.001248,0.000352,0.919611
0.395788,0.017985,0.192357,0.136708,0.037825,0.060130,0.237895,0.049474,0.000864,0.013568,0.000384,0.001472,0.001152,0.000320,0.918747
0.395756,0.017697,0.192773,0.135812,0.048865,0.061730,0.249832,0.050017,0.000832,0.013569,0.000384,0.001472,0.001248,0.000352,0.931772
0.397260,0.017857,0.191781,0.139748,0.050818,0.069410,0.263336,0.048865,0.000832,0.013665,0.000384,0.001440,0.001216,0.000352,0.945180
0.395564,0.017696,0.191782,0.137156,0.036769,0.062594,0.239879,0.050081,0.000865,0.013600,0.000384,0.001440,0.001280,0.000320,0.920667
0.395372,0.017920,0.192166,0.136612,0.037217,0.062658,0.239623,0.048130,0.001056,0.013600,0.000384,0.001504,0.001216,0.000320,0.919259
0.396140,0.018176,0.191589,0.138468,0.037409,0.058722,0.237831,0.047874,0.000928,0.013664,0.000384,0.001472,0.001248,0.000384,0.917723
0.409772,0.017761,0.191845,0.137892,0.039234,0.061601,0.242087,0.048097,0.000864,0.013600,0.000416,0.001472,0.001249,0.000384,0.935388
0.395724,0.017696,0.192230,0.124452,0.036961,0.058401,0.222950,0.047842,0.001088,0.013632,0.000384,0.001472,0.001216,0.000416,0.902042
0.396011,0.017665,0.191942,0.136388,0.044641,0.059522,0.243655,0.048865,0.001056,0.013665,0.000384,0.001472,0.001248,0.000416,0.924923
0.395084,0.017632,0.207750,0.140740,0.046242,0.060642,0.250728,0.047905,0.001120,0.013697,0.000352,0.001376,0.001216,0.000416,0.945244
0.396203,0.017633,0.192038,0.133572,0.033857,0.058881,0.229254,0.047842,0.000832,0.013632,0.000384,0.001408,0.001120,0.000352,0.908090
0.394668,0.017601,0.191973,0.137764,0.044962,0.062818,0.248744,0.048929,0.000864,0.013601,0.000384,0.001408,0.001280,0.000384,0.927676
0.395851,0.017536,0.191590,0.139140,0.034593,0.059042,0.235943,0.047713,0.000864,0.013601,0.000352,0.001440,0.001344,0.000448,0.914427
0.396427,0.017537,0.191878,0.144996,0.037953,0.060258,0.246503,0.047713,0.001056,0.013633,0.000352,0.001408,0.001184,0.000352,0.925755
0.395372,0.017664,0.191814,0.140900,0.036417,0.060642,0.240999,0.048161,0.000864,0.013665,0.000384,0.001408,0.001184,0.000384,0.919451
0.395627,0.018113,0.191654,0.137604,0.036161,0.059202,0.236103,0.047745,0.001120,0.013633,0.000384,0.001408,0.001152,0.000320,0.915259
0.413517,0.017792,0.191942,0.134788,0.045569,0.069698,0.253127,0.048098,0.000576,0.013632,0.000384,0.001472,0.001216,0.000384,0.950781
0.396556,0.017856,0.191942,0.138628,0.036161,0.068930,0.246887,0.048642,0.001056,0.013664,0.000384,0.001440,0.001184,0.000416,0.928155
0.395404,0.017377,0.191717,0.139492,0.045346,0.062114,0.250088,0.047745,0.000896,0.013600,0.000416,0.001440,0.001184,0.000352,0.927868
0.396715,0.017824,0.191846,0.167557,0.053569,0.069122,0.294120,0.049890,0.000832,0.013600,0.000384,0.001408,0.001217,0.000352,0.976925
0.396459,0.017857,0.193030,0.134628,0.035713,0.060962,0.234983,0.048865,0.000832,0.013665,0.000384,0.001536,0.001152,0.000320,0.917531
0.396395,0.017761,0.192070,0.144772,0.036577,0.060322,0.244903,0.048193,0.001088,0.013697,0.000352,0.001504,0.001632,0.000320,0.925691
0.396300,0.017568,0.192614,0.138692,0.034785,0.059842,0.236423,0.047810,0.000832,0.013600,0.000384,0.001504,0.001600,0.000352,0.916731
0.396140,0.017441,0.192133,0.138981,0.034689,0.058593,0.235463,0.047714,0.000832,0.013632,0.000352,0.001504,0.001184,0.000352,0.914683
0.395276,0.017857,0.191781,0.139332,0.034690,0.059393,0.236455,0.047746,0.000832,0.013632,0.000384,0.001472,0.001152,0.000352,0.914587
0.396364,0.017857,0.191589,0.125028,0.035649,0.059042,0.222919,0.048993,0.000800,0.013633,0.000352,0.001536,0.001120,0.000384,0.903163
0.396748,0.018048,0.212231,0.135876,0.037281,0.062530,0.239111,0.047681,0.000832,0.013505,0.000384,0.001504,0.001184,0.000384,0.940380
0.395531,0.017793,0.191813,0.140324,0.045153,0.059938,0.248647,0.049089,0.001056,0.013729,0.000384,0.001440,0.001120,0.000384,0.928827
0.395692,0.018048,0.191654,0.137092,0.037185,0.060898,0.238759,0.048706,0.000864,0.013664,0.000384,0.001472,0.001056,0.000384,0.918651
0.395916,0.017793,0.191941,0.137860,0.035585,0.060641,0.237575,0.049346,0.016704,0.013697,0.000416,0.001472,0.001088,0.000352,0.934332
0.395595,0.017984,0.191558,0.137060,0.037441,0.061186,0.239015,0.048897,0.000864,0.013569,0.000384,0.001440,0.001088,0.000352,0.918459
0.395692,0.017760,0.191718,0.138052,0.035873,0.060706,0.237799,0.048417,0.000800,0.013537,0.000416,0.001504,0.001120,0.000384,0.916763
0.395435,0.017760,0.191494,0.138916,0.035457,0.060706,0.238119,0.048289,0.000832,0.013601,0.000384,0.001504,0.001088,0.000352,0.916507
0.414412,0.017697,0.191909,0.130563,0.045794,0.060994,0.240552,0.048193,0.001152,0.013568,0.000384,0.001472,0.001056,0.000384,0.938204
0.396139,0.017697,0.191782,0.138884,0.035905,0.064226,0.242343,0.049569,0.000896,0.013505,0.000416,0.001472,0.001056,0.000384,0.922939
0.395499,0.017761,0.191621,0.137956,0.036993,0.059714,0.238376,0.047937,0.001120,0.013600,0.000352,0.001472,0.001184,0.000352,0.916924
0.397260,0.017824,0.192454,0.159589,0.048673,0.066754,0.278536,0.047970,0.000864,0.013664,0.000416,0.001568,0.001472,0.000384,0.960444
0.396972,0.017537,0.192933,0.139717,0.036545,0.060290,0.239912,0.048673,0.001088,0.013600,0.000384,0.001473,0.001600,0.000384,0.923260
0.396652,0.017600,0.191878,0.137252,0.035873,0.061250,0.237767,0.048449,0.000992,0.013537,0.000384,0.001472,0.001376,0.000320,0.918203
0.395660,0.017696,0.192006,0.138948,0.037121,0.060418,0.239687,0.049633,0.000864,0.013601,0.000352,0.001440,0.001312,0.000416,0.920571
0.396523,0.017505,0.191974,0.143972,0.035873,0.063202,0.246311,0.050081,0.001056,0.013505,0.000352,0.001504,0.001344,0.000320,0.928987
0.396140,0.017792,0.202566,0.140228,0.044738,0.061505,0.249736,0.049569,0.001088,0.013600,0.000384,0.001409,0.001536,0.000352,0.942588
0.395307,0.017921,0.192294,0.127267,0.035265,0.061122,0.226790,0.049602,0.001056,0.013568,0.000352,0.001536,0.001440,0.000448,0.907962
0.421068,0.017921,0.192198,0.142692,0.044705,0.060962,0.251495,0.048961,0.001024,0.013696,0.000416,0.001504,0.001440,0.000384,0.958268
0.394796,0.018048,0.191846,0.125988,0.042177,0.060226,0.231911,0.048833,0.000896,0.013537,0.000384,0.001504,0.001728,0.000384,0.911867
0.395980,0.017728,0.191686,0.136452,0.036449,0.059618,0.235847,0.048257,0.001056,0.013601,0.000448,0.001472,0.001344,0.000352,0.915515
0.396716,0.017600,0.191558,0.134788,0.037857,0.087203,0.263784,0.049601,0.000896,0.013505,0.000384,0.001536,0.001472,0.000352,0.945628
0.395116,0.017856,0.191398,0.144868,0.037793,0.060226,0.246055,0.048514,0.000832,0.013568,0.000352,0.001536,0.001472,0.000352,0.924507
0.394796,0.017505,0.191205,0.136132,0.036193,0.061954,0.237383,0.048962,0.001056,0.013568,0.000416,0.001472,0.001472,0.000384,0.915675
0.394636,0.017601,0.191717,0.144261,0.037665,0.059585,0.244551,0.048898,0.001024,0.013536,0.000384,0.001472,0.001121,0.000320,0.922428
0.411500,0.017696,0.191558,0.140548,0.045665,0.061794,0.251175,0.048386,0.000832,0.013472,0.000416,0.001472,0.001568,0.000384,0.946460
0.394924,0.017888,0.191686,0.124868,0.036961,0.059138,0.224295,0.049729,0.000864,0.013569,0.000384,0.001504,0.001216,0.000352,0.904379
0.395563,0.017665,0.191558,0.139268,0.036641,0.065922,0.245223,0.047841,0.000832,0.013569,0.000384,0.001472,0.001248,0.000352,0.923643
0.394924,0.017600,0.210854,0.147589,0.039137,0.063202,0.253160,0.047905,0.000896,0.013569,0.000416,0.001504,0.001184,0.000384,0.950492
0.394988,0.017632,0.191462,0.138980,0.035969,0.061474,0.239367,0.048321,0.001088,0.013569,0.000384,0.001536,0.001216,0.000352,0.917531
0.395371,0.017504,0.191334,0.139236,0.036897,0.059970,0.239463,0.047905,0.000896,0.013569,0.000416,0.001472,0.001152,0.000448,0.917467
0.395756,0.017600,0.191782,0.137988,0.039713,0.068386,0.249319,0.048034,0.000832,0.013536,0.000352,0.001536,0.001600,0.000352,0.929275
0.394892,0.017793,0.191845,0.141316,0.036802,0.062177,0.243655,0.049314,0.000832,0.013632,0.000384,0.001536,0.001376,0.000353,0.923676
0.395244,0.017793,0.191781,0.139749,0.046721,0.061282,0.250888,0.048993,0.000864,0.013633,0.000384,0.001504,0.001568,0.000384,0.931068
0.394380,0.018176,0.191718,0.143428,0.036737,0.064898,0.248359,0.050562,0.001088,0.013664,0.000352,0.001504,0.001056,0.000352,0.928923
0.410988,0.017568,0.191974,0.137188,0.038017,0.061666,0.240199,0.048801,0.001120,0.013633,0.000384,0.001472,0.001120,0.000384,0.935484
0.394636,0.017760,0.191686,0.139428,0.036065,0.063202,0.241895,0.049217,0.000832,0.013536,0.000416,0.001440,0.001280,0.000352,0.921339
0.395308,0.017825,0.192421,0.141157,0.037217,0.064258,0.245640,0.048065,0.001088,0.013537,0.000384,0.001536,0.001696,0.000416,0.925564
0.394795,0.017537,0.191942,0.137924,0.053153,0.071106,0.265671,0.048033,0.000832,0.013536,0.000384,0.001536,0.001153,0.000384,0.943324
0.394476,0.017793,0.192197,0.136004,0.036353,0.065090,0.240551,0.048738,0.000896,0.013536,0.000416,0.001472,0.001120,0.000416,0.919516
0.394667,0.017825,0.191749,0.136485,0.037505,0.060545,0.237703,0.047809,0.001056,0.013536,0.000384,0.001472,0.001441,0.000384,0.915932
0.396684,0.018081,0.191813,0.138468,0.039458,0.063521,0.245032,0.047713,0.001056,0.013632,0.000416,0.001536,0.001569,0.000384,0.925756
0.409580,0.017536,0.192870,0.137796,0.037729,0.064834,0.243399,0.050018,0.000864,0.013536,0.000384,0.001504,0.001152,0.000416,0.939291
0.395500,0.017601,0.191781,0.145733,0.035681,0.060034,0.245032,0.048769,0.000864,0.014177,0.000352,0.001728,0.001888,0.000608,0.929884
0.395403,0.017697,0.192422,0.141956,0.034593,0.057570,0.237447,0.048705,0.000864,0.013921,0.000384,0.001696,0.001408,0.000576,0.918235
0.394987,0.017633,0.192774,0.138148,0.045346,0.062018,0.248648,0.051201,0.000896,0.013537,0.000384,0.001824,0.001504,0.000384,0.947708
0.394732,0.017953,0.192037,0.138884,0.037346,0.059553,0.238887,0.051522,0.000800,0.013728,0.000480,0.001472,0.001601,0.000352,0.920988
0.395147,0.017697,0.191558,0.140580,0.034273,0.062338,0.240295,0.048833,0.000864,0.013505,0.000384,0.001504,0.001312,0.000384,0.919483
0.395372,0.017536,0.191750,0.142852,0.037185,0.060002,0.243559,0.069602,0.000896,0.013697,0.000384,0.001504,0.001408,0.000352,0.944956
0.395435,0.017761,0.191974,0.137124,0.044609,0.059426,0.244039,0.048353,0.000896,0.013601,0.000352,0.001504,0.001152,0.000320,0.923003
0.395820,0.017600,0.191302,0.141252,0.037761,0.059810,0.242663,0.048257,0.001088,0.013760,0.000384,0.001536,0.001184,0.000352,0.922043
0.396812,0.017857,0.202182,0.137764,0.039681,0.061922,0.242855,0.048769,0.000800,0.013729,0.000416,0.001632,0.001120,0.000416,0.934908
0.410444,0.017856,0.197285,0.141541,0.045633,0.062594,0.253096,0.048577,0.000800,0.013601,0.000416,0.001504,0.001376,0.000352,0.953468
0.395628,0.017600,0.199718,0.138180,0.037633,0.062209,0.241223,0.048642,0.000800,0.013504,0.000384,0.001504,0.001504,0.000352,0.928667
0.395755,0.017601,0.195846,0.136964,0.035937,0.061090,0.238087,0.051393,0.000832,0.013697,0.000416,0.001472,0.001440,0.000384,0.925435
0.395788,0.017920,0.206726,0.138084,0.038562,0.061505,0.241671,0.048513,0.000832,0.013696,0.000384,0.001440,0.001153,0.000352,0.936412
0.395019,0.017632,0.191590,0.142916,0.036353,0.061602,0.244455,0.051010,0.000832,0.014400,0.000352,0.001536,0.001568,0.000576,0.929371
0.395276,0.017505,0.191589,0.136580,0.035361,0.061377,0.236583,0.048066,0.000800,0.013536,0.000384,0.001472,0.001120,0.000416,0.914523
0.395116,0.017729,0.191813,0.128420,0.035681,0.063138,0.230567,0.049058,0.000864,0.013664,0.000384,0.001504,0.001344,0.000384,0.910555
0.394859,0.017633,0.191206,0.135812,0.037185,0.059361,0.235655,0.048097,0.001056,0.013472,0.000416,0.001504,0.001312,0.000384,0.913531
0.395052,0.017472,0.191526,0.137892,0.035201,0.057218,0.233671,0.047713,0.000832,0.013601,0.000352,0.001536,0.001280,0.000320,0.910811
0.395692,0.017376,0.191878,0.137668,0.050594,0.066818,0.258312,0.048001,0.000832,0.013600,0.000384,0.001504,0.001344,0.000416,0.938268
0.414829,0.017856,0.192070,0.133476,0.041633,0.069186,0.247399,0.048226,0.000896,0.013664,0.000384,0.001472,0.001440,0.000416,0.947708
0.395980,0.017729,0.191365,0.138629,0.035457,0.059617,0.237191,0.049217,0.000832,0.013568,0.000384,0.001504,0.001921,0.000352,0.917692
0.395564,0.017729,0.192165,0.125316,0.034913,0.059682,0.223271,0.047841,0.000864,0.013569,0.000352,0.001440,0.001440,0.000352,0.902683
0.394668,0.017696,0.191206,0.138244,0.055938,0.111907,0.309609,0.050754,0.000800,0.013600,0.000384,0.001536,0.001056,0.000352,0.989437
0.395820,0.017792,0.191526,0.136964,0.037281,0.060290,0.237735,0.049314,0.000864,0.013568,0.000416,0.001440,0.001376,0.000448,0.918235
0.395500,0.017344,0.191974,0.136740,0.036385,0.058402,0.234407,0.050529,0.001056,0.013601,0.000384,0.001440,0.001152,0.000352,0.915323
0.394635,0.017761,0.191526,0.130308,0.036545,0.057537,0.228102,0.050562,0.000864,0.013600,0.000384,0.001408,0.001184,0.000416,0.908251
0.411244,0.017633,0.191366,0.139268,0.042145,0.060322,0.244647,0.047649,0.000832,0.013601,0.000352,0.001408,0.001216,0.000480,0.938556
0.396587,0.017824,0.191974,0.129892,0.035105,0.061345,0.229799,0.048001,0.000832,0.013600,0.000352,0.001504,0.001249,0.000384,0.910363
0.395084,0.017633,0.192197,0.139044,0.033889,0.057186,0.233063,0.048002,0.000832,0.013536,0.000384,0.001472,0.001184,0.000384,0.911099
0.395852,0.017664,0.213927,0.139588,0.046177,0.067682,0.256583,0.048898,0.000832,0.013536,0.000352,0.001408,0.001056,0.000384,0.958684
0.394956,0.017696,0.192070,0.124004,0.036321,0.059618,0.223271,0.048257,0.000864,0.013665,0.000384,0.001408,0.001248,0.000352,0.901179
0.396172,0.017665,0.191525,0.137092,0.037089,0.059042,0.236327,0.048450,0.000896,0.013504,0.000384,0.001440,0.001152,0.000352,0.914971
0.395084,0.017760,0.191462,0.123876,0.035937,0.060609,0.223943,0.047809,0.001056,0.013568,0.000352,0.001504,0.001121,0.000384,0.901595
0.395884,0.017857,0.193157,0.129444,0.035329,0.059970,0.227975,0.049858,0.000800,0.013632,0.000384,0.001440,0.001280,0.000384,0.910459
0.395628,0.017856,0.192198,0.137188,0.035041,0.065314,0.240999,0.050914,0.001088,0.013760,0.000384,0.001504,0.001280,0.000352,0.923643
0.395628,0.017824,0.191622,0.135780,0.036641,0.063746,0.239079,0.050785,0.000864,0.013600,0.000384,0.001472,0.001056,0.000352,0.919963
0.418860,0.017633,0.192229,0.138212,0.045857,0.061858,0.248936,0.052385,0.000896,0.013569,0.000352,0.001472,0.001120,0.000384,0.955612
0.397419,0.017856,0.192294,0.134052,0.037569,0.067170,0.241991,0.048001,0.000928,0.013697,0.000384,0.001472,0.001440,0.000384,0.923995
0.394955,0.017825,0.191686,0.124355,0.036993,0.057058,0.221414,0.048258,0.000864,0.013568,0.000384,0.001472,0.001248,0.000352,0.899482
0.394860,0.017600,0.191974,0.149476,0.033825,0.076547,0.263336,0.051617,0.001088,0.013473,0.000416,0.001472,0.001056,0.000448,0.944764
0.395788,0.017537,0.191589,0.137124,0.032481,0.056162,0.229095,0.050433,0.000961,0.013568,0.000352,0.001376,0.001440,0.000416,0.909947
0.395820,0.017760,0.192102,0.137604,0.033729,0.058210,0.232839,0.048353,0.000832,0.013665,0.000352,0.001408,0.001472,0.000416,0.912859
0.395115,0.017728,0.191302,0.139588,0.046273,0.061154,0.250375,0.047682,0.000864,0.013568,0.000352,0.001504,0.001696,0.000352,0.928251
0.414188,0.017664,0.191494,0.138980,0.045794,0.059713,0.247655,0.048226,0.000896,0.013568,0.000352,0.001440,0.001440,0.000384,0.945019
0.394892,0.017632,0.191622,0.136548,0.045826,0.071298,0.256904,0.048225,0.000832,0.013601,0.000416,0.001504,0.001408,0.000384,0.934908
0.396108,0.017632,0.191590,0.137252,0.035649,0.059298,0.235591,0.047873,0.001056,0.013569,0.000416,0.001440,0.001728,0.000384,0.915003
0.395179,0.017505,0.208582,0.134500,0.036961,0.059714,0.234375,0.048450,0.000832,0.013632,0.000384,0.001472,0.001248,0.000320,0.930491
0.398380,0.017632,0.191654,0.133444,0.035681,0.069474,0.241927,0.048514,0.000640,0.013664,0.000384,0.001472,0.001472,0.000384,0.924379
0.396651,0.017632,0.192262,0.127652,0.035553,0.060801,0.227398,0.047937,0.000896,0.013664,0.000384,0.001568,0.001441,0.000352,0.908571
0.395787,0.017601,0.191526,0.136132,0.036065,0.061762,0.237319,0.047585,0.000832,0.013568,0.000384,0.001536,0.001472,0.000352,0.915835
0.396300,0.017857,0.192837,0.135172,0.038434,0.060289,0.236903,0.048098,0.000896,0.013696,0.000352,0.001600,0.001376,0.000384,0.917468
0.396043,0.017665,0.192614,0.134308,0.034209,0.058625,0.230598,0.049250,0.000832,0.013696,0.000384,0.001536,0.001216,0.000384,0.911611
0.395115,0.017344,0.192294,0.132548,0.034145,0.057345,0.227591,0.050017,0.000864,0.013632,0.000416,0.001505,0.001216,0.000352,0.907963
0.416268,0.017856,0.192230,0.135652,0.038081,0.059266,0.236391,0.048642,0.000864,0.013632,0.000384,0.001504,0.001312,0.000416,0.936987
0.395404,0.017600,0.191302,0.136356,0.034401,0.058338,0.232679,0.049505,0.000864,0.013697,0.000416,0.001504,0.001216,0.000384,0.911739
0.395691,0.017697,0.191238,0.126659,0.036002,0.058913,0.225190,0.048354,0.000800,0.013568,0.000384,0.001504,0.001696,0.000320,0.904154
0.395052,0.017888,0.191334,0.137636,0.035809,0.061954,0.238855,0.064322,0.000928,0.013665,0.000384,0.001504,0.001184,0.000416,0.933724
0.396619,0.017601,0.193030,0.133764,0.035073,0.060545,0.232550,0.048385,0.001056,0.013632,0.000448,0.001504,0.001217,0.000416,0.914587
0.395755,0.017633,0.192262,0.140132,0.037217,0.061538,0.242087,0.047617,0.000832,0.013665,0.000416,0.001472,0.001184,0.000416,0.920763
