Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-6],OUT[6],TEE[6-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.409676,0.017761,0.191941,0.005057,0.047745,0.000832,0.109987,0.056770,0.067170,0.236967,0.000960,0.002240,0.001216,0.000512,0.922075
0.395756,0.017728,0.191974,0.004896,0.047233,0.000832,0.108579,0.047905,0.067906,0.227558,0.001024,0.005184,0.001120,0.000480,0.901147
0.395915,0.017792,0.191558,0.004896,0.047105,0.000832,0.111300,0.047617,0.063202,0.225095,0.000544,0.002304,0.001152,0.000448,0.894810
0.397228,0.017473,0.193029,0.004897,0.047937,0.000608,0.111203,0.055682,0.061665,0.231910,0.001184,0.002337,0.001344,0.000608,0.924316
0.396748,0.017632,0.191782,0.004896,0.047330,0.000608,0.122083,0.053378,0.061122,0.239751,0.001024,0.002240,0.001152,0.000416,0.910587
0.395916,0.017792,0.191718,0.005024,0.047170,0.000800,0.109635,0.056610,0.062817,0.232358,0.001024,0.002113,0.001088,0.000480,0.902715
0.396267,0.017664,0.191238,0.005248,0.046913,0.000800,0.133220,0.050306,0.060514,0.247400,0.000864,0.002208,0.001152,0.000448,0.917787
0.396204,0.017633,0.191589,0.005056,0.047042,0.000832,0.107427,0.055010,0.064674,0.230119,0.001152,0.002176,0.001184,0.000480,0.900731
0.395884,0.017600,0.191558,0.005024,0.046977,0.000800,0.118500,0.055362,0.062370,0.239848,0.000832,0.002080,0.001248,0.000448,0.910651
0.397004,0.017633,0.192293,0.004801,0.047585,0.000864,0.104419,0.049922,0.058721,0.215974,0.000800,0.002016,0.001024,0.000352,0.887323
0.395915,0.017761,0.209958,0.005184,0.047266,0.000832,0.130436,0.051521,0.065378,0.250471,0.001088,0.003136,0.001120,0.000384,0.940955
0.395660,0.017824,0.191814,0.004896,0.046914,0.000800,0.106979,0.044641,0.061410,0.215910,0.000800,0.002080,0.001216,0.000512,0.886202
0.397708,0.017696,0.192070,0.004832,0.047009,0.000736,0.100963,0.048098,0.060770,0.212871,0.000960,0.002208,0.001120,0.000352,0.884538
0.396555,0.017601,0.191686,0.004832,0.047009,0.000800,0.109219,0.053570,0.061410,0.227815,0.000736,0.002112,0.001280,0.000448,0.898394
0.410540,0.017857,0.192166,0.005280,0.047105,0.000832,0.106211,0.056066,0.061538,0.227111,0.000576,0.002016,0.001216,0.000384,0.912667
0.396652,0.017728,0.191590,0.004864,0.047137,0.000704,0.104323,0.057185,0.060194,0.226279,0.000992,0.005056,0.001152,0.000480,0.899034
0.396076,0.017728,0.191590,0.004800,0.047137,0.001024,0.108484,0.045665,0.059746,0.218343,0.000960,0.002560,0.001088,0.000352,0.888122
0.396428,0.017569,0.191269,0.005089,0.047585,0.000768,0.116739,0.048673,0.060514,0.229447,0.000992,0.002432,0.001120,0.000448,0.900507
0.397451,0.017761,0.191206,0.005248,0.047393,0.000800,0.109635,0.046882,0.058946,0.218855,0.000736,0.002304,0.001024,0.000576,0.890746
0.395820,0.017888,0.191142,0.005344,0.047202,0.000832,0.104643,0.047777,0.060066,0.215654,0.000960,0.002272,0.001120,0.000416,0.885178
0.396012,0.017792,0.190950,0.005248,0.047170,0.000768,0.103267,0.048769,0.065090,0.220038,0.000768,0.002016,0.001088,0.000384,0.888922
0.410188,0.017472,0.192358,0.005056,0.047041,0.000801,0.106019,0.047969,0.061922,0.218918,0.000768,0.002016,0.001088,0.000384,0.902842
0.395852,0.017856,0.191462,0.004992,0.047298,0.000864,0.107907,0.056513,0.071778,0.239239,0.001024,0.005152,0.001248,0.000416,0.913051
0.395884,0.017696,0.191686,0.005280,0.047233,0.000833,0.103651,0.044769,0.057602,0.209158,0.000800,0.002368,0.001312,0.000416,0.880730
0.395531,0.017857,0.191526,0.005120,0.047073,0.000832,0.104259,0.066050,0.084579,0.258248,0.000640,0.002784,0.001120,0.000448,0.929819
0.396044,0.017888,0.191750,0.005024,0.047713,0.000833,0.105987,0.058433,0.068290,0.235910,0.001056,0.002752,0.001152,0.000416,0.908315
0.396908,0.017729,0.191941,0.004896,0.047202,0.000832,0.103299,0.048481,0.061986,0.216806,0.000672,0.001952,0.001184,0.000384,0.887899
0.397132,0.017792,0.191302,0.004768,0.046946,0.000768,0.112163,0.045761,0.058562,0.219654,0.000832,0.002336,0.001056,0.000480,0.892154
0.415885,0.017856,0.192006,0.005024,0.047105,0.000833,0.107843,0.056801,0.067971,0.237127,0.000768,0.002944,0.001152,0.000448,0.928892
0.396364,0.017664,0.191846,0.004864,0.047489,0.000864,0.103523,0.048450,0.064738,0.219687,0.000768,0.002144,0.001152,0.000416,0.890458
0.396876,0.017504,0.191334,0.004832,0.047137,0.000832,0.100579,0.054210,0.071330,0.230887,0.000896,0.002016,0.001184,0.000512,0.900986
0.396044,0.017665,0.191365,0.004993,0.047297,0.000832,0.108259,0.065826,0.076803,0.254472,0.001088,0.002272,0.001152,0.000384,0.924956
0.395948,0.017697,0.191429,0.005312,0.047458,0.000864,0.105347,0.055970,0.064738,0.229255,0.000896,0.002112,0.001152,0.000416,0.900699
0.395851,0.017601,0.191782,0.004832,0.047073,0.000832,0.108099,0.047777,0.060706,0.219879,0.001184,0.002368,0.001248,0.000512,0.891066
0.397260,0.017633,0.191653,0.004896,0.047233,0.001024,0.105603,0.048226,0.061281,0.218470,0.001152,0.002177,0.001216,0.000416,0.890683
0.416684,0.017856,0.192582,0.004800,0.046946,0.000864,0.105123,0.045569,0.059586,0.213126,0.001120,0.003936,0.001024,0.000384,0.906842
0.395788,0.017888,0.191974,0.004768,0.046913,0.000832,0.103075,0.047745,0.060194,0.214087,0.001152,0.002112,0.001152,0.000416,0.884858
0.396747,0.017665,0.191654,0.004832,0.047361,0.000800,0.108419,0.054786,0.065250,0.231751,0.000736,0.002112,0.001088,0.000384,0.903098
0.396684,0.017696,0.191622,0.005056,0.047361,0.000832,0.105539,0.047873,0.093347,0.249959,0.000864,0.001984,0.001248,0.000672,0.921147
0.396524,0.017856,0.191398,0.004832,0.047681,0.000800,0.109572,0.046913,0.062850,0.222439,0.001024,0.002336,0.001024,0.000832,0.894330
0.395852,0.017857,0.191621,0.004800,0.046946,0.000864,0.095459,0.044193,0.058434,0.201062,0.000768,0.002016,0.001152,0.000352,0.870810
0.395884,0.017888,0.191782,0.004864,0.046945,0.000800,0.105476,0.045825,0.061410,0.215655,0.001088,0.002016,0.001184,0.000416,0.886010
0.420652,0.017761,0.192006,0.004864,0.047073,0.000832,0.109283,0.057218,0.065154,0.234663,0.000832,0.002048,0.001152,0.000480,0.931579
0.397836,0.017825,0.192165,0.004865,0.047585,0.000800,0.113091,0.057666,0.061922,0.236103,0.000928,0.002304,0.001120,0.000576,0.909755
0.396492,0.017728,0.192773,0.005056,0.047618,0.000800,0.109315,0.048034,0.060417,0.220806,0.000832,0.001952,0.001121,0.000864,0.893243
0.395531,0.017825,0.191334,0.004864,0.046977,0.000864,0.101219,0.045986,0.066498,0.216647,0.000576,0.002144,0.001024,0.000416,0.884666
0.395244,0.017601,0.191589,0.004896,0.046978,0.000800,0.107299,0.047361,0.059234,0.216742,0.000608,0.002144,0.001184,0.000416,0.884762
0.396876,0.017857,0.191749,0.004832,0.046978,0.000832,0.109923,0.049026,0.063585,0.225414,0.000576,0.001984,0.001152,0.000480,0.896059
0.395627,0.017665,0.191430,0.005248,0.047297,0.000832,0.103299,0.046530,0.068834,0.221255,0.001088,0.002272,0.001216,0.000352,0.891066
0.422156,0.017825,0.191749,0.005313,0.047041,0.000768,0.110339,0.056002,0.061698,0.230855,0.000960,0.002240,0.001152,0.000416,0.927579
0.396588,0.017824,0.191622,0.004864,0.047201,0.000800,0.106820,0.051457,0.069410,0.230855,0.000576,0.002816,0.001152,0.000384,0.902363
0.395340,0.017665,0.191525,0.005056,0.047266,0.000800,0.108035,0.047265,0.063426,0.222054,0.000576,0.003105,0.001184,0.000416,0.892859
0.394956,0.017665,0.191685,0.004768,0.047009,0.000576,0.104931,0.047105,0.065154,0.220358,0.000672,0.002177,0.001152,0.000416,0.888795
0.396588,0.017792,0.192198,0.005248,0.047746,0.000832,0.110979,0.054242,0.064193,0.232551,0.000704,0.002304,0.001152,0.000928,0.905339
0.395852,0.017440,0.191814,0.005056,0.047010,0.000832,0.098082,0.045986,0.057698,0.204742,0.000608,0.002176,0.001184,0.000384,0.874586
0.396363,0.017632,0.191622,0.004864,0.046977,0.000800,0.108932,0.047425,0.064930,0.224295,0.000960,0.002208,0.001248,0.000416,0.894362
0.395596,0.017568,0.212903,0.005376,0.046913,0.000832,0.110723,0.057314,0.067842,0.238727,0.000800,0.002880,0.001184,0.000384,0.931259
0.396812,0.017728,0.191846,0.005056,0.047170,0.000800,0.109635,0.046177,0.062946,0.221958,0.000832,0.002336,0.001120,0.000896,0.893978
0.396236,0.017632,0.191718,0.004896,0.046882,0.000800,0.103683,0.057858,0.067170,0.231943,0.000704,0.002976,0.000992,0.000352,0.902843
0.395467,0.017761,0.191430,0.005312,0.046849,0.000544,0.106467,0.045314,0.059906,0.214695,0.000896,0.005248,0.001120,0.000832,0.886842
0.395724,0.017760,0.191590,0.005024,0.047009,0.000800,0.107556,0.044929,0.064418,0.219783,0.001056,0.002112,0.001152,0.000576,0.889978
0.395340,0.017568,0.191174,0.004832,0.047042,0.000800,0.106147,0.046401,0.058914,0.214694,0.000832,0.002208,0.001184,0.000384,0.883354
0.396332,0.017856,0.191558,0.004832,0.046945,0.000832,0.134916,0.048514,0.059426,0.245800,0.001088,0.002112,0.001184,0.000384,0.916027
0.397451,0.017792,0.213222,0.005345,0.047137,0.000832,0.111139,0.049986,0.061794,0.226151,0.001024,0.002400,0.001120,0.000352,0.921019
0.396140,0.017792,0.192390,0.004768,0.047298,0.000800,0.107043,0.048257,0.063778,0.222182,0.000608,0.002080,0.001088,0.000384,0.892859
0.395564,0.017888,0.192230,0.004800,0.046914,0.000832,0.103491,0.049121,0.062018,0.217574,0.000704,0.002016,0.001152,0.000352,0.887066
0.396812,0.017792,0.192390,0.004832,0.047202,0.000992,0.093987,0.046465,0.058690,0.201958,0.000576,0.002080,0.001248,0.000384,0.873498
0.397164,0.017857,0.192198,0.005248,0.047265,0.000864,0.113155,0.048385,0.062626,0.227591,0.000832,0.002368,0.001248,0.000416,0.901691
0.398924,0.017633,0.191493,0.005248,0.049250,0.000832,0.104611,0.048834,0.060609,0.217286,0.000768,0.002272,0.001152,0.000384,0.892699
0.396907,0.017697,0.191750,0.005056,0.047777,0.000768,0.104067,0.049090,0.061218,0.217383,0.000832,0.002048,0.001056,0.000416,0.888538
0.395564,0.017600,0.210534,0.005249,0.048161,0.000800,0.104163,0.049250,0.065666,0.222119,0.000736,0.002240,0.001152,0.000928,0.913275
0.397452,0.017665,0.191941,0.004897,0.047329,0.000832,0.104323,0.056962,0.062242,0.226759,0.000768,0.002112,0.001120,0.000416,0.898235
0.396491,0.017505,0.191494,0.004832,0.047265,0.000832,0.104035,0.058050,0.062754,0.228103,0.001056,0.005120,0.001056,0.000544,0.901722
0.396492,0.017665,0.191653,0.004865,0.047329,0.000800,0.104899,0.045473,0.059329,0.212966,0.000864,0.002336,0.001216,0.000737,0.884859
0.396492,0.017696,0.192070,0.004864,0.047074,0.000768,0.104899,0.046241,0.061538,0.215814,0.001152,0.002624,0.001376,0.000896,0.888730
0.395436,0.017664,0.191622,0.004992,0.047297,0.000832,0.108516,0.056769,0.061762,0.230151,0.000768,0.002240,0.001344,0.000448,0.900122
0.395500,0.017665,0.191973,0.004929,0.047393,0.000800,0.096035,0.046049,0.060002,0.204870,0.000736,0.002048,0.001024,0.000448,0.874426
0.396108,0.017921,0.211686,0.005376,0.047138,0.000768,0.135940,0.065666,0.059937,0.264871,0.001153,0.002464,0.001216,0.000416,0.956957
0.396299,0.017665,0.191910,0.004896,0.047489,0.000832,0.104003,0.048130,0.061122,0.216295,0.000768,0.001984,0.001280,0.000416,0.887130
0.395595,0.017600,0.191654,0.004832,0.046945,0.000608,0.102243,0.048706,0.062210,0.216039,0.000800,0.001952,0.001216,0.000448,0.884570
0.396172,0.017664,0.192134,0.004768,0.047329,0.001024,0.106020,0.057121,0.064002,0.230055,0.000832,0.002048,0.001280,0.000448,0.900986
0.397132,0.017665,0.191685,0.004832,0.047074,0.000640,0.106627,0.051713,0.060577,0.221830,0.000928,0.004449,0.001056,0.000416,0.894715
0.396492,0.017729,0.191525,0.005089,0.047265,0.000736,0.106723,0.050050,0.064130,0.223847,0.000736,0.002368,0.001280,0.000416,0.894459
0.396076,0.017664,0.191302,0.004864,0.047170,0.000832,0.101219,0.048897,0.060930,0.214054,0.000768,0.002208,0.001280,0.000416,0.884154
0.396652,0.017792,0.210342,0.005281,0.047329,0.000800,0.104227,0.046754,0.059457,0.213350,0.000640,0.002208,0.001473,0.000384,0.903803
0.397420,0.017408,0.192134,0.004864,0.047202,0.000832,0.128356,0.052833,0.061922,0.246119,0.000928,0.002176,0.001248,0.000384,0.918043
0.395820,0.017472,0.191302,0.005280,0.047073,0.000800,0.104132,0.048065,0.059906,0.215143,0.000640,0.001888,0.001184,0.000352,0.884346
0.395371,0.017728,0.191462,0.005056,0.047105,0.000832,0.109508,0.045985,0.060706,0.219431,0.001024,0.005152,0.001120,0.000448,0.892410
0.412620,0.017889,0.191397,0.005248,0.047458,0.000800,0.104291,0.057794,0.062754,0.227943,0.000576,0.001920,0.001120,0.000352,0.914651
0.396491,0.017729,0.191654,0.004768,0.046945,0.000800,0.121028,0.045025,0.066210,0.235143,0.000672,0.002016,0.001120,0.000288,0.904442
0.396876,0.017696,0.191398,0.004800,0.047266,0.000864,0.104291,0.048481,0.063330,0.219110,0.000608,0.001984,0.001056,0.000384,0.889690
0.396172,0.017665,0.192037,0.004865,0.065697,0.000864,0.106211,0.057505,0.074883,0.241319,0.000608,0.002240,0.001152,0.000416,0.930268
0.397228,0.017984,0.191526,0.005312,0.047297,0.000800,0.137188,0.051201,0.062434,0.254536,0.001120,0.002304,0.001120,0.000448,0.927355
0.397132,0.017600,0.192230,0.004832,0.047777,0.000832,0.105923,0.051553,0.059394,0.219910,0.001120,0.002528,0.001056,0.000416,0.892506
0.395916,0.017793,0.191493,0.004832,0.047042,0.000864,0.104835,0.058338,0.061410,0.227495,0.000800,0.002144,0.001088,0.000416,0.897147
0.404555,0.017632,0.192614,0.004832,0.047137,0.000832,0.119012,0.073378,0.060994,0.256648,0.000992,0.004160,0.001056,0.000416,0.937724
0.395564,0.017664,0.191430,0.004832,0.047105,0.000832,0.102947,0.058625,0.082723,0.247111,0.000768,0.001760,0.001152,0.000416,0.915355
0.395723,0.017632,0.191974,0.005088,0.047169,0.000992,0.110116,0.047873,0.062914,0.224519,0.000864,0.002112,0.001184,0.000384,0.895610
0.396524,0.017601,0.208358,0.005280,0.047809,0.000832,0.107876,0.048353,0.060162,0.219463,0.000768,0.002272,0.001120,0.000384,0.907899
0.396076,0.017632,0.191366,0.004864,0.047330,0.000992,0.097123,0.046689,0.061570,0.208422,0.000864,0.003104,0.001152,0.000416,0.879674
0.396684,0.017344,0.191686,0.004832,0.047137,0.000864,0.103460,0.057473,0.064674,0.228743,0.000832,0.002176,0.001152,0.000480,0.898778
0.399052,0.017889,0.191653,0.005024,0.046882,0.000832,0.098403,0.046593,0.063458,0.211590,0.000832,0.002304,0.001024,0.000352,0.884634
0.416108,0.017857,0.192390,0.005312,0.047073,0.000832,0.103683,0.055746,0.064674,0.227367,0.001120,0.005184,0.001216,0.000544,0.923035
0.395852,0.017824,0.191654,0.005088,0.047649,0.000832,0.119364,0.052578,0.063458,0.238376,0.001024,0.002336,0.001184,0.000416,0.909435
0.396524,0.017633,0.192037,0.005153,0.047809,0.000832,0.104835,0.048066,0.060353,0.216230,0.000704,0.002081,0.001088,0.000416,0.887611
0.396812,0.017633,0.192005,0.022017,0.048385,0.000801,0.103971,0.048129,0.061346,0.216422,0.000800,0.001888,0.001120,0.000384,0.905403
0.396332,0.017984,0.192390,0.005056,0.047138,0.000800,0.108451,0.048801,0.067650,0.228070,0.000672,0.002048,0.001088,0.000448,0.899579
0.396203,0.017793,0.191430,0.004832,0.047009,0.001024,0.107715,0.047586,0.067010,0.225767,0.001184,0.002272,0.001184,0.000416,0.896314
0.396203,0.017441,0.191558,0.005408,0.047073,0.000832,0.102019,0.047810,0.066018,0.218919,0.000832,0.002112,0.001120,0.000384,0.889082
0.418124,0.017537,0.191557,0.004865,0.047105,0.000832,0.105859,0.047778,0.061121,0.217799,0.000768,0.001952,0.001088,0.000416,0.909115
0.396972,0.017633,0.191461,0.004801,0.047009,0.000800,0.104067,0.055778,0.065090,0.228007,0.000992,0.002272,0.001184,0.000448,0.898491
0.396011,0.017729,0.191270,0.004864,0.047489,0.000800,0.109188,0.047937,0.068770,0.229159,0.000768,0.002080,0.001120,0.000384,0.898554
0.396524,0.017760,0.191878,0.004800,0.047137,0.000800,0.125828,0.056706,0.072258,0.258024,0.001024,0.002400,0.001184,0.000352,0.929115
0.397420,0.017601,0.191429,0.004864,0.047170,0.000768,0.106627,0.057282,0.060866,0.228039,0.000800,0.002272,0.001184,0.000832,0.899643
0.395371,0.017409,0.191621,0.004833,0.046977,0.000800,0.102883,0.057954,0.062498,0.226247,0.000672,0.001984,0.001248,0.000896,0.895162
0.395435,0.017345,0.191910,0.005312,0.047041,0.000800,0.104611,0.046434,0.060642,0.214919,0.000576,0.005024,0.001120,0.000416,0.886842
0.409324,0.018080,0.191782,0.005248,0.047041,0.000800,0.110980,0.051425,0.059586,0.225447,0.000544,0.004672,0.001088,0.000800,0.912219
0.397132,0.017889,0.191589,0.004897,0.047521,0.001024,0.108931,0.055618,0.061378,0.229191,0.000800,0.001888,0.001120,0.000384,0.901595
0.396556,0.017760,0.191366,0.005024,0.047169,0.000832,0.103139,0.047457,0.071106,0.224999,0.001120,0.002240,0.001056,0.000800,0.895962
0.396876,0.017633,0.191685,0.004864,0.047074,0.000800,0.150980,0.070978,0.060418,0.285512,0.001024,0.005248,0.001184,0.000384,0.959197
0.396076,0.017857,0.191781,0.004801,0.047105,0.000800,0.109635,0.046178,0.060193,0.219174,0.000609,0.005024,0.001056,0.000384,0.892603
0.396203,0.017792,0.191910,0.004864,0.047137,0.000800,0.105123,0.047394,0.061314,0.216935,0.000704,0.002272,0.001120,0.000704,0.887898
0.395948,0.017760,0.192102,0.004800,0.047329,0.000832,0.099555,0.046722,0.063394,0.212775,0.000928,0.002368,0.001216,0.000384,0.883514
0.418061,0.017600,0.191878,0.005280,0.047042,0.001024,0.102563,0.055265,0.061954,0.222918,0.001056,0.002240,0.001184,0.000544,0.916347
0.395308,0.017793,0.192037,0.004832,0.047106,0.000768,0.103107,0.056386,0.068994,0.231239,0.000800,0.001952,0.001216,0.000384,0.900379
0.395531,0.017601,0.191494,0.004832,0.047009,0.000864,0.102051,0.046306,0.067266,0.218535,0.000640,0.001952,0.001088,0.000384,0.886810
0.396716,0.017665,0.191909,0.005217,0.047041,0.000832,0.126724,0.057890,0.063777,0.252519,0.001025,0.004032,0.001120,0.000416,0.926908
0.396587,0.017632,0.191622,0.005312,0.047361,0.000832,0.105443,0.049570,0.061378,0.219783,0.000768,0.002368,0.001184,0.000480,0.891450
0.396523,0.017729,0.192230,0.005312,0.047073,0.000832,0.103299,0.056642,0.067490,0.230599,0.001216,0.002336,0.001184,0.000416,0.902106
0.396268,0.017632,0.191878,0.004832,0.046978,0.000960,0.098083,0.045825,0.060706,0.207558,0.000992,0.002208,0.001152,0.000448,0.878394
0.415852,0.017761,0.192230,0.005312,0.046977,0.000800,0.107331,0.057570,0.066242,0.234087,0.000800,0.002208,0.001120,0.000416,0.925019
0.396332,0.017569,0.191845,0.004800,0.047041,0.000832,0.108995,0.053122,0.067522,0.232743,0.000992,0.002080,0.001280,0.000448,0.903931
0.397291,0.017569,0.191814,0.004928,0.047105,0.000832,0.110052,0.056129,0.065186,0.234439,0.000960,0.002400,0.001088,0.000384,0.905466
0.398988,0.017600,0.191686,0.005248,0.047522,0.000800,0.120899,0.053282,0.066306,0.243815,0.000896,0.002816,0.001120,0.000384,0.918459
0.395852,0.017824,0.191590,0.004896,0.046914,0.000768,0.095619,0.047745,0.058498,0.204902,0.000928,0.004512,0.000928,0.000320,0.875834
0.396428,0.017632,0.191462,0.004896,0.047170,0.000736,0.109731,0.054050,0.062689,0.231047,0.000608,0.002976,0.001120,0.000384,0.901083
0.395947,0.017569,0.191590,0.005024,0.047105,0.000832,0.112100,0.048161,0.060802,0.224359,0.000704,0.004896,0.001088,0.000288,0.896442
0.411789,0.017600,0.191622,0.005024,0.047169,0.000800,0.102819,0.047298,0.063266,0.217607,0.001216,0.002496,0.001120,0.000416,0.903803
0.397228,0.017568,0.191014,0.005056,0.047041,0.000800,0.104131,0.058146,0.067938,0.233031,0.000928,0.002208,0.001120,0.000352,0.902234
0.397324,0.017632,0.191270,0.005280,0.046817,0.000544,0.105028,0.046433,0.059362,0.213863,0.000864,0.001920,0.001184,0.000384,0.885210
0.395884,0.017665,0.191141,0.004929,0.047009,0.001024,0.104835,0.056450,0.064066,0.228263,0.000992,0.002208,0.001088,0.000352,0.897179
0.396524,0.017856,0.191846,0.005312,0.047265,0.000992,0.103300,0.046433,0.060418,0.213223,0.000800,0.002208,0.001216,0.000384,0.885562
0.396683,0.017793,0.191525,0.005056,0.047553,0.000832,0.106435,0.056546,0.060002,0.226247,0.001024,0.003040,0.000992,0.000480,0.898266
0.396683,0.017793,0.191878,0.004864,0.047009,0.000864,0.102019,0.046882,0.061793,0.213574,0.001025,0.003168,0.001088,0.000800,0.885498
0.396843,0.017600,0.204390,0.005152,0.047138,0.000800,0.108931,0.046497,0.058754,0.217350,0.000960,0.002656,0.001120,0.000384,0.901754
0.396331,0.017569,0.191398,0.005312,0.047009,0.000704,0.108323,0.045154,0.059586,0.217415,0.001216,0.005184,0.001088,0.000448,0.890330
0.395852,0.017665,0.192069,0.005312,0.046978,0.000896,0.106627,0.046721,0.059426,0.217542,0.000928,0.003232,0.000960,0.000384,0.888794
0.395755,0.017569,0.191302,0.005056,0.046977,0.000768,0.128516,0.051938,0.058625,0.242183,0.000800,0.002113,0.001088,0.000384,0.910491
0.407340,0.017409,0.191589,0.005056,0.047010,0.000832,0.092003,0.045601,0.057378,0.197894,0.000576,0.002208,0.001120,0.000384,0.877850
0.397291,0.017345,0.191462,0.004832,0.047137,0.000832,0.103011,0.047362,0.059361,0.212934,0.000961,0.002208,0.001088,0.000384,0.883866
0.396331,0.017633,0.191366,0.004832,0.047009,0.001088,0.107555,0.056770,0.061538,0.228711,0.000800,0.002112,0.001184,0.000384,0.898906
0.395916,0.017760,0.191622,0.005056,0.047073,0.000864,0.124515,0.053378,0.060322,0.241831,0.001184,0.003040,0.001024,0.000384,0.913531
0.396748,0.017601,0.191685,0.004801,0.047073,0.000800,0.107203,0.048194,0.059329,0.217926,0.000608,0.002304,0.001152,0.000544,0.889403
0.396139,0.017601,0.191942,0.005024,0.047489,0.000832,0.107683,0.047842,0.062530,0.221223,0.000576,0.002112,0.001184,0.000352,0.892346
0.395372,0.017696,0.192614,0.004832,0.047042,0.001024,0.106627,0.047201,0.064834,0.221510,0.001120,0.002304,0.001184,0.000512,0.892154
0.414573,0.017568,0.191430,0.004832,0.047009,0.000864,0.105380,0.055201,0.072354,0.236807,0.000960,0.002305,0.001216,0.000544,0.927964
0.396140,0.017824,0.192390,0.004864,0.047234,0.000864,0.109027,0.045665,0.064898,0.222886,0.000800,0.003200,0.001152,0.000480,0.896410
0.396556,0.017921,0.192389,0.004864,0.046978,0.000832,0.105315,0.056514,0.061570,0.226599,0.000896,0.002304,0.001120,0.000416,0.899035
0.396652,0.017505,0.192421,0.005025,0.047105,0.000864,0.129124,0.059234,0.063394,0.257192,0.000928,0.005280,0.001248,0.000448,0.933820
0.395755,0.017473,0.191558,0.004864,0.047425,0.000832,0.104899,0.048162,0.066594,0.222759,0.000576,0.002016,0.001152,0.000352,0.892282
0.395820,0.017824,0.192294,0.004800,0.047234,0.000832,0.103203,0.047745,0.062210,0.216198,0.000576,0.002048,0.001088,0.000480,0.886202
0.395948,0.017569,0.191813,0.005056,0.047074,0.000864,0.110211,0.047970,0.061505,0.222918,0.000992,0.002209,0.001152,0.000416,0.893307
0.407596,0.017569,0.191525,0.005152,0.047138,0.000832,0.108163,0.047138,0.062561,0.220614,0.001024,0.002177,0.001120,0.000576,0.902715
0.395788,0.017665,0.192037,0.004929,0.047137,0.000960,0.114179,0.048610,0.069890,0.235623,0.001056,0.002336,0.001120,0.000416,0.907131
0.397260,0.017761,0.191045,0.004801,0.047457,0.000800,0.106851,0.048418,0.062210,0.220423,0.001152,0.002400,0.001120,0.000416,0.891387
0.395787,0.017921,0.191654,0.004832,0.047169,0.000864,0.126212,0.054594,0.062081,0.246183,0.000993,0.004288,0.001024,0.000352,0.919387
0.397868,0.017792,0.191590,0.005312,0.047650,0.000832,0.116771,0.048642,0.065025,0.233510,0.001185,0.002208,0.001120,0.000320,0.908731
0.397291,0.017920,0.191622,0.004864,0.048225,0.000800,0.105444,0.057217,0.067714,0.233191,0.001184,0.002304,0.001152,0.000384,0.906106
0.397804,0.017857,0.191877,0.005280,0.048130,0.000704,0.106051,0.047649,0.065698,0.222406,0.000704,0.002881,0.001120,0.000416,0.896635
0.412140,0.017664,0.191558,0.005248,0.047842,0.000736,0.105603,0.057761,0.069731,0.236071,0.001184,0.003072,0.001216,0.000448,0.925307
0.395436,0.017632,0.191398,0.004864,0.047809,0.000960,0.108644,0.057889,0.062402,0.232167,0.001120,0.002432,0.001024,0.000416,0.902522
0.395883,0.017825,0.191366,0.005056,0.047137,0.000960,0.102883,0.049154,0.064642,0.219815,0.000928,0.004384,0.001056,0.000384,0.891770
0.396044,0.017632,0.191878,0.004832,0.047329,0.000864,0.127140,0.055938,0.068898,0.255144,0.000896,0.005184,0.001120,0.000480,0.928251
0.397164,0.017792,0.191622,0.005280,0.047169,0.000832,0.110980,0.047745,0.066914,0.228519,0.000992,0.002176,0.001056,0.000416,0.899706
0.396236,0.017601,0.191685,0.004800,0.047041,0.000832,0.106339,0.047394,0.062145,0.218758,0.000640,0.001953,0.001472,0.000480,0.888635
0.396235,0.017633,0.191366,0.004992,0.047073,0.000832,0.111075,0.046978,0.062978,0.223975,0.000992,0.002272,0.001184,0.000512,0.894106
0.416108,0.017825,0.192070,0.005248,0.047489,0.000800,0.116196,0.056417,0.069282,0.245128,0.001184,0.005248,0.001024,0.000384,0.940220
0.396076,0.017857,0.191621,0.005248,0.048002,0.000832,0.105603,0.047809,0.067682,0.224007,0.000832,0.002176,0.001088,0.000480,0.895163
0.396651,0.017697,0.191622,0.004992,0.047169,0.000832,0.096067,0.046306,0.060609,0.205670,0.000736,0.002112,0.001185,0.000384,0.875930
0.396364,0.017408,0.191654,0.005408,0.046978,0.001088,0.129956,0.051489,0.060194,0.244487,0.000960,0.003040,0.001056,0.000480,0.916027
0.397324,0.017568,0.191430,0.005280,0.047202,0.000800,0.103267,0.046849,0.063362,0.216326,0.000832,0.001984,0.001120,0.000416,0.887290
0.396236,0.017568,0.191654,0.005056,0.047458,0.000832,0.105539,0.047713,0.066370,0.222502,0.000672,0.001984,0.001120,0.000832,0.892602
0.396107,0.017729,0.191493,0.004993,0.047073,0.001024,0.105763,0.046754,0.060289,0.216006,0.000961,0.004448,0.001024,0.000448,0.888410
0.417260,0.017889,0.191301,0.005057,0.047393,0.000768,0.105315,0.052386,0.059554,0.220359,0.000960,0.003136,0.001056,0.000384,0.912603
0.395436,0.017825,0.191333,0.005248,0.047202,0.000800,0.105187,0.047137,0.067970,0.223430,0.000896,0.002177,0.001088,0.000864,0.892859
