Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-6],OUT[6],TEE[6-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395243,0.017665,0.191557,0.005281,0.047105,0.000704,0.106531,0.047330,0.061313,0.217959,0.000544,0.001920,0.001152,0.000416,0.886266
0.396204,0.017889,0.191557,0.005217,0.047105,0.000832,0.126532,0.051649,0.064098,0.245127,0.000864,0.002208,0.001024,0.000480,0.915932
0.396780,0.017633,0.191525,0.004864,0.047394,0.000768,0.104259,0.048161,0.063938,0.219334,0.000768,0.001984,0.001185,0.000448,0.889627
0.395499,0.017633,0.191622,0.004864,0.047105,0.000992,0.099491,0.046242,0.059521,0.209766,0.000704,0.002144,0.001153,0.000416,0.878938
0.395947,0.017633,0.191525,0.004993,0.047041,0.000800,0.101059,0.045249,0.057890,0.207206,0.000736,0.002112,0.001184,0.000384,0.877241
0.417580,0.018336,0.200870,0.004864,0.048770,0.001120,0.137284,0.049537,0.064578,0.255015,0.001344,0.002944,0.002048,0.000544,0.964253
0.396588,0.017857,0.193798,0.005248,0.048769,0.000800,0.117284,0.058337,0.069827,0.248968,0.000864,0.002816,0.001216,0.000448,0.926204
0.396396,0.017697,0.192069,0.005281,0.048321,0.000800,0.116324,0.058241,0.066882,0.244743,0.001312,0.002400,0.001280,0.000384,0.918268
0.398251,0.017825,0.192038,0.005056,0.065794,0.000800,0.112963,0.057250,0.066530,0.239719,0.000896,0.002080,0.001024,0.000672,0.931835
0.396812,0.017857,0.191973,0.005216,0.048898,0.000800,0.105315,0.049057,0.061569,0.219014,0.000864,0.002016,0.001217,0.000448,0.892443
0.396716,0.017888,0.191782,0.005280,0.048898,0.000800,0.107555,0.047585,0.070403,0.228583,0.000800,0.001920,0.001152,0.000448,0.901211
0.396491,0.017728,0.191654,0.005280,0.050337,0.000864,0.106884,0.053665,0.070018,0.233767,0.000736,0.002304,0.001217,0.000544,0.907963
0.415404,0.017568,0.192422,0.005056,0.048578,0.000832,0.110499,0.058210,0.070082,0.241767,0.001120,0.002336,0.001184,0.000448,0.934043
0.396044,0.017793,0.192229,0.004865,0.047841,0.000544,0.131716,0.050273,0.059841,0.246439,0.001152,0.002304,0.001185,0.000448,0.917884
0.396427,0.017697,0.192102,0.005056,0.047489,0.000768,0.104547,0.052514,0.070274,0.230695,0.000768,0.001920,0.001024,0.000416,0.901946
0.396364,0.017505,0.212774,0.005216,0.047554,0.000832,0.107939,0.049473,0.060130,0.220550,0.000864,0.004384,0.000992,0.000384,0.915643
0.397387,0.017601,0.192102,0.004864,0.047489,0.000832,0.116676,0.049505,0.063266,0.232807,0.001152,0.003040,0.001184,0.000384,0.906970
0.398316,0.017857,0.192485,0.005344,0.047810,0.000864,0.105987,0.056290,0.063202,0.228391,0.000800,0.002272,0.001184,0.000480,0.902619
0.396459,0.017665,0.191846,0.004832,0.047649,0.000864,0.108035,0.057153,0.066466,0.234727,0.000768,0.002080,0.001152,0.000416,0.905818
0.395788,0.017536,0.192038,0.005056,0.047105,0.000864,0.104227,0.047489,0.067426,0.222182,0.000992,0.002176,0.001120,0.000800,0.892826
0.396396,0.017792,0.192262,0.004768,0.047234,0.000800,0.110851,0.053377,0.068226,0.235559,0.000768,0.002240,0.001216,0.000800,0.907387
0.396395,0.017664,0.191878,0.004800,0.046945,0.000832,0.106083,0.047713,0.062210,0.219527,0.000672,0.002144,0.001152,0.000416,0.890202
0.396492,0.017536,0.208870,0.005185,0.047265,0.000832,0.108579,0.056546,0.069858,0.237927,0.001120,0.002112,0.001152,0.000416,0.926459
0.397388,0.017472,0.191590,0.004832,0.047042,0.001024,0.105859,0.057057,0.063233,0.228966,0.000800,0.002113,0.001280,0.000416,0.900027
0.395627,0.017665,0.192230,0.004832,0.047137,0.000832,0.103395,0.047842,0.061218,0.215591,0.000928,0.002080,0.001152,0.000480,0.885402
0.396395,0.017537,0.191846,0.005024,0.047041,0.000800,0.103171,0.047842,0.061122,0.215175,0.000672,0.002176,0.000992,0.000384,0.885818
0.407724,0.017728,0.191462,0.004832,0.046945,0.000864,0.108868,0.047969,0.060770,0.220711,0.001120,0.002560,0.001184,0.000448,0.902330
0.397196,0.017761,0.191493,0.004832,0.047042,0.001088,0.105795,0.053346,0.073186,0.235623,0.000512,0.002240,0.001152,0.000416,0.906619
0.396779,0.017729,0.192390,0.004992,0.047201,0.001024,0.114948,0.051905,0.061442,0.231367,0.000608,0.002240,0.001088,0.000416,0.903002
0.397612,0.017633,0.209574,0.005344,0.047553,0.000832,0.107172,0.057409,0.063138,0.230855,0.000576,0.001952,0.000992,0.000416,0.921435
0.396780,0.017792,0.192166,0.005312,0.047362,0.001024,0.111587,0.057730,0.063266,0.235943,0.000896,0.002496,0.001152,0.000384,0.908667
0.396172,0.017600,0.192070,0.004864,0.047714,0.000832,0.106147,0.056481,0.071299,0.236935,0.000800,0.002048,0.001056,0.000416,0.907355
0.397676,0.017856,0.191814,0.004832,0.047265,0.000800,0.133700,0.064802,0.060930,0.262472,0.000896,0.002240,0.001120,0.000384,0.934459
0.395692,0.017793,0.191685,0.004833,0.047489,0.000800,0.107875,0.054562,0.065794,0.231591,0.001024,0.002304,0.001216,0.000352,0.902107
0.396747,0.017696,0.191462,0.005056,0.047521,0.000800,0.106148,0.054273,0.063842,0.227463,0.000800,0.002112,0.001120,0.000384,0.898298
0.397004,0.017760,0.191590,0.005056,0.047778,0.000832,0.105955,0.047617,0.063554,0.219942,0.000800,0.002080,0.001120,0.000768,0.891866
0.396716,0.017697,0.208966,0.005280,0.047233,0.000800,0.111108,0.056225,0.063202,0.233799,0.001088,0.002304,0.001152,0.000385,0.923740
0.398092,0.017760,0.191590,0.004896,0.047233,0.000800,0.108324,0.047425,0.064962,0.223687,0.000672,0.002176,0.001248,0.000320,0.895962
0.397196,0.017601,0.191621,0.005024,0.047426,0.001056,0.107299,0.055842,0.069026,0.235079,0.001024,0.005152,0.001152,0.000352,0.909915
0.396203,0.017600,0.192454,0.004800,0.047041,0.000800,0.113348,0.053889,0.061378,0.231591,0.001024,0.005184,0.001152,0.000320,0.905531
0.396812,0.017696,0.192326,0.004864,0.047138,0.000992,0.109443,0.046625,0.060674,0.220006,0.001120,0.002400,0.001088,0.000640,0.892858
0.396460,0.017857,0.191429,0.004865,0.047041,0.000864,0.108227,0.046978,0.063074,0.221223,0.001248,0.002240,0.001184,0.000448,0.892731
0.395787,0.017793,0.191750,0.004864,0.047041,0.000768,0.106083,0.046818,0.064834,0.220647,0.000800,0.002176,0.001120,0.000704,0.891130
0.396043,0.017537,0.208934,0.005312,0.047074,0.000800,0.109603,0.055138,0.069282,0.236967,0.001088,0.002176,0.001184,0.000352,0.925147
0.396364,0.017792,0.192486,0.004864,0.047265,0.000928,0.106724,0.047137,0.064162,0.221063,0.000576,0.002496,0.001056,0.000384,0.892442
0.395628,0.017856,0.191974,0.004832,0.047202,0.000800,0.108931,0.055746,0.061921,0.229510,0.000896,0.002209,0.001184,0.000352,0.899739
0.395595,0.017633,0.191685,0.004801,0.047361,0.000832,0.107683,0.057154,0.068098,0.236327,0.001184,0.002272,0.001152,0.000416,0.906490
0.399852,0.017824,0.191206,0.005056,0.048385,0.000833,0.104739,0.056641,0.062146,0.226598,0.000896,0.002208,0.001536,0.000352,0.902234
0.396236,0.017985,0.191653,0.005024,0.047426,0.000832,0.108675,0.047074,0.059905,0.218918,0.001152,0.002272,0.001249,0.000288,0.890203
0.397419,0.017728,0.191334,0.005248,0.047137,0.000832,0.107300,0.057025,0.063042,0.230567,0.000800,0.002272,0.001120,0.000416,0.901978
0.396780,0.018112,0.209927,0.005184,0.047265,0.000768,0.113124,0.055873,0.063170,0.235015,0.000832,0.002144,0.001024,0.000544,0.925723
0.396844,0.017824,0.191590,0.004768,0.047810,0.000800,0.109507,0.057698,0.062114,0.232359,0.001312,0.002336,0.001216,0.000320,0.904795
0.396748,0.017664,0.192166,0.005056,0.047905,0.000832,0.116868,0.057602,0.065442,0.242952,0.001088,0.002496,0.001248,0.000640,0.915995
0.398284,0.017696,0.191654,0.004992,0.047937,0.000801,0.106435,0.057313,0.062722,0.229606,0.000864,0.002240,0.000992,0.000352,0.902394
0.396332,0.017664,0.192550,0.004768,0.047618,0.000832,0.107491,0.047553,0.063458,0.221606,0.001120,0.002240,0.001152,0.000416,0.893562
0.396172,0.017888,0.191558,0.005056,0.047490,0.000800,0.111011,0.046721,0.068355,0.229095,0.000832,0.002144,0.001408,0.000416,0.900187
0.396844,0.017536,0.191846,0.004896,0.047329,0.000832,0.110980,0.054625,0.062530,0.231559,0.000864,0.002240,0.001248,0.000384,0.903067
0.399787,0.017537,0.210534,0.005376,0.048482,0.000832,0.108419,0.048162,0.063681,0.223174,0.000896,0.001984,0.001184,0.000448,0.918747
0.396139,0.017857,0.191334,0.005024,0.047649,0.000800,0.106179,0.056546,0.062530,0.228455,0.000896,0.002208,0.001184,0.000352,0.898970
0.396300,0.017664,0.191974,0.004800,0.047745,0.000992,0.108132,0.057217,0.064770,0.233479,0.000832,0.002080,0.001153,0.000448,0.905499
0.399884,0.017825,0.191749,0.005281,0.047393,0.000800,0.109987,0.048482,0.065698,0.227239,0.000864,0.002208,0.001120,0.000448,0.902043
0.397644,0.017856,0.191590,0.004896,0.047842,0.000768,0.106051,0.056802,0.065218,0.231207,0.001120,0.002368,0.001152,0.000416,0.904155
0.398700,0.017505,0.191398,0.005024,0.047777,0.000800,0.108035,0.057026,0.072930,0.240999,0.000832,0.001952,0.001120,0.000416,0.913563
0.398604,0.017633,0.191269,0.004832,0.047329,0.000832,0.107587,0.056962,0.068994,0.236487,0.000864,0.002016,0.001152,0.000416,0.908859
0.396428,0.017760,0.225383,0.005504,0.047522,0.000832,0.111235,0.056194,0.073314,0.243783,0.001088,0.004832,0.001280,0.000352,0.952668
0.396684,0.017600,0.191846,0.004896,0.047490,0.000832,0.112099,0.047201,0.070243,0.232871,0.000736,0.002048,0.001152,0.000384,0.903739
0.396139,0.017729,0.191813,0.004833,0.047137,0.000832,0.110691,0.056674,0.067714,0.238247,0.000704,0.002112,0.001248,0.000480,0.908347
0.395628,0.017729,0.191301,0.004896,0.047842,0.000832,0.114339,0.046978,0.063266,0.227687,0.000736,0.002240,0.001120,0.000448,0.898235
0.397516,0.017825,0.191333,0.004800,0.049570,0.000704,0.107299,0.057506,0.062242,0.230407,0.001152,0.005216,0.001152,0.000480,0.907707
0.398316,0.017600,0.192390,0.004864,0.047746,0.001056,0.112931,0.057186,0.073538,0.246919,0.000928,0.002336,0.001376,0.000704,0.922139
0.397932,0.017569,0.192133,0.005345,0.048161,0.000800,0.116676,0.055777,0.073826,0.249448,0.000928,0.002240,0.001312,0.000736,0.924284
0.397964,0.017600,0.210791,0.005312,0.048417,0.000832,0.113380,0.057665,0.065378,0.239655,0.001280,0.002432,0.001217,0.000672,0.934012
0.396075,0.017569,0.191910,0.005024,0.049985,0.000800,0.112228,0.056577,0.063042,0.235303,0.000864,0.002432,0.001152,0.000448,0.909178
0.397547,0.017633,0.191782,0.005280,0.048641,0.000768,0.113028,0.057217,0.063522,0.237031,0.000768,0.002272,0.001248,0.000640,0.911099
0.396108,0.017824,0.191846,0.004896,0.048129,0.000832,0.114755,0.055938,0.063297,0.237287,0.000960,0.002368,0.001280,0.000480,0.909499
0.396620,0.017857,0.192037,0.004832,0.048258,0.000800,0.106051,0.056770,0.075042,0.240999,0.001152,0.002432,0.001184,0.000704,0.914363
0.396076,0.017633,0.191621,0.005024,0.050658,0.000832,0.118531,0.058658,0.072546,0.253063,0.001152,0.002785,0.001344,0.000672,0.928540
0.396972,0.017729,0.191685,0.005216,0.048226,0.000832,0.115171,0.054978,0.069346,0.242919,0.000800,0.002560,0.001184,0.000384,0.916955
0.411788,0.017632,0.192070,0.005280,0.049154,0.000864,0.109699,0.058626,0.064194,0.237191,0.001280,0.002400,0.001248,0.000448,0.926811
0.396140,0.017633,0.191909,0.005089,0.048449,0.000832,0.110691,0.056194,0.071650,0.241863,0.001152,0.002496,0.001216,0.000352,0.914971
0.397356,0.017729,0.191461,0.005249,0.048353,0.000832,0.118724,0.058881,0.076835,0.257672,0.001248,0.002496,0.001376,0.000384,0.931516
0.398668,0.017761,0.191781,0.004832,0.048770,0.000832,0.130180,0.053281,0.068674,0.255719,0.000896,0.002560,0.001088,0.000384,0.931740
0.398379,0.017601,0.191782,0.005056,0.047937,0.000864,0.110628,0.048289,0.069922,0.231911,0.000832,0.002304,0.001152,0.000352,0.905338
0.396780,0.017665,0.192261,0.005249,0.049089,0.000832,0.108259,0.049314,0.070978,0.231815,0.001216,0.002304,0.001248,0.000480,0.905979
0.399500,0.018017,0.191845,0.005217,0.048609,0.000864,0.109123,0.047106,0.072130,0.231527,0.001248,0.002240,0.001312,0.000416,0.907835
0.409612,0.017889,0.192101,0.005120,0.047489,0.000864,0.110019,0.056866,0.070274,0.240423,0.000864,0.002496,0.001152,0.000480,0.926299
0.397388,0.017665,0.192901,0.004864,0.047554,0.000832,0.111043,0.048418,0.061826,0.224551,0.001024,0.002368,0.001312,0.000448,0.898171
0.396619,0.017665,0.191654,0.004896,0.047841,0.000832,0.107235,0.045569,0.060322,0.216135,0.000992,0.002208,0.001216,0.000480,0.887898
0.397196,0.017856,0.192006,0.004800,0.066594,0.000928,0.113155,0.057730,0.069346,0.243175,0.001184,0.002208,0.001184,0.000384,0.935099
0.396843,0.017985,0.192390,0.004864,0.047393,0.000864,0.110340,0.049665,0.072098,0.235367,0.000800,0.002528,0.001152,0.000352,0.908667
0.396876,0.017697,0.192069,0.005248,0.048129,0.000832,0.117156,0.050081,0.068706,0.239111,0.001248,0.002464,0.001216,0.000736,0.912859
0.396715,0.017633,0.192294,0.005312,0.048065,0.000832,0.109891,0.047874,0.064706,0.225607,0.000864,0.002336,0.001248,0.000672,0.899099
0.397227,0.017857,0.191910,0.004768,0.049633,0.000864,0.108772,0.050977,0.065954,0.228775,0.000736,0.002368,0.001184,0.000480,0.903226
0.396556,0.017633,0.191813,0.005248,0.048162,0.000800,0.106307,0.048194,0.064161,0.221895,0.000896,0.002304,0.001120,0.000384,0.894555
0.397100,0.017760,0.192070,0.005120,0.049025,0.000800,0.110948,0.056161,0.064674,0.235207,0.000768,0.002433,0.001088,0.000480,0.908891
0.397131,0.017921,0.207654,0.005248,0.047618,0.000832,0.108931,0.055746,0.072706,0.240423,0.000992,0.002176,0.001024,0.000384,0.929019
0.397356,0.017856,0.191622,0.005408,0.049378,0.000896,0.112643,0.053218,0.069218,0.238087,0.000768,0.002464,0.001216,0.000512,0.913659
0.397484,0.017856,0.191782,0.005024,0.048994,0.000832,0.109859,0.049281,0.063042,0.225318,0.001152,0.002400,0.001281,0.000352,0.899867
0.395787,0.017537,0.191718,0.004800,0.048385,0.000832,0.107491,0.053826,0.065218,0.229671,0.000864,0.002336,0.001088,0.000416,0.900826
0.397356,0.017313,0.191621,0.005313,0.049281,0.000832,0.110147,0.058754,0.065762,0.238407,0.001152,0.002336,0.001152,0.000448,0.913339
0.397132,0.017793,0.191525,0.004800,0.048738,0.000992,0.111075,0.048898,0.064866,0.228231,0.000928,0.002304,0.001216,0.000480,0.901787
0.397644,0.017728,0.191622,0.004832,0.048194,0.000864,0.109987,0.055746,0.070818,0.240583,0.001216,0.005408,0.001216,0.000832,0.919259
0.395980,0.017697,0.209478,0.005120,0.050850,0.000832,0.118115,0.057218,0.069570,0.248263,0.000928,0.002816,0.001184,0.000608,0.942428
0.397676,0.017792,0.191654,0.005024,0.048930,0.000832,0.111107,0.048290,0.069890,0.232487,0.000832,0.002240,0.001088,0.000416,0.906651
0.397356,0.017760,0.191622,0.005024,0.048897,0.000832,0.104419,0.047457,0.065986,0.220615,0.000896,0.002272,0.001216,0.000448,0.894202
0.396876,0.017793,0.191461,0.005217,0.050177,0.000864,0.115972,0.048641,0.067234,0.235271,0.001184,0.002400,0.001248,0.000416,0.910491
0.396652,0.017600,0.191846,0.005024,0.048162,0.000832,0.113283,0.049282,0.064034,0.229703,0.001120,0.002464,0.001056,0.000352,0.902459
0.396587,0.017921,0.191846,0.005024,0.048225,0.000832,0.109731,0.056962,0.064066,0.234151,0.000864,0.002304,0.001152,0.000448,0.906906
0.396395,0.017729,0.191718,0.005248,0.048129,0.000832,0.104195,0.048706,0.067138,0.223143,0.001184,0.002688,0.001152,0.000384,0.896474
0.414444,0.017664,0.191590,0.005280,0.048961,0.000832,0.108580,0.052865,0.068002,0.232391,0.001216,0.002240,0.001280,0.000448,0.923739
0.396972,0.017761,0.191589,0.005280,0.048322,0.000832,0.113027,0.053218,0.069570,0.239111,0.001216,0.005376,0.001248,0.000672,0.916187
0.395660,0.017825,0.192293,0.004768,0.048226,0.000800,0.114819,0.054882,0.074050,0.246567,0.000832,0.002208,0.001280,0.000352,0.917979
0.397292,0.017857,0.191813,0.004833,0.049249,0.000800,0.106627,0.050050,0.065634,0.226055,0.001152,0.002944,0.001120,0.000512,0.902299
0.397900,0.017569,0.191589,0.005025,0.050209,0.000832,0.108387,0.048450,0.062882,0.223207,0.000800,0.002240,0.001184,0.000416,0.898587
0.395948,0.017888,0.192038,0.005248,0.048417,0.000801,0.106179,0.051777,0.062690,0.223814,0.000800,0.002336,0.001184,0.000384,0.896698
0.396396,0.017761,0.191589,0.005248,0.048578,0.000800,0.106211,0.044833,0.061826,0.216294,0.000928,0.002400,0.001280,0.000416,0.889755
0.418124,0.017921,0.191877,0.005057,0.048481,0.000864,0.116676,0.048225,0.067394,0.235911,0.000896,0.002560,0.001152,0.000672,0.932827
0.396939,0.017697,0.191686,0.005248,0.047937,0.000864,0.143396,0.050882,0.066210,0.263464,0.000832,0.002304,0.001216,0.000608,0.936539
0.398380,0.017824,0.191558,0.005312,0.047618,0.000832,0.108291,0.050049,0.067106,0.228582,0.000864,0.002305,0.001152,0.000480,0.902747
0.398508,0.017888,0.192614,0.005280,0.049058,0.000832,0.117379,0.048834,0.091394,0.260967,0.001248,0.002785,0.001280,0.000480,0.939292
0.397164,0.017761,0.191621,0.004865,0.048065,0.000864,0.116420,0.047873,0.063074,0.230727,0.001024,0.002560,0.001184,0.000544,0.904283
0.397388,0.017665,0.191717,0.005441,0.048225,0.000832,0.110819,0.056578,0.064034,0.234919,0.000736,0.002432,0.001120,0.000768,0.908635
0.396940,0.017697,0.191205,0.005313,0.047617,0.000768,0.103459,0.052898,0.069538,0.228807,0.000864,0.002304,0.001248,0.000864,0.900923
0.406796,0.017569,0.191333,0.005248,0.049538,0.000800,0.108707,0.054402,0.064194,0.230599,0.000800,0.002208,0.001056,0.000672,0.913755
0.395980,0.017952,0.191494,0.005056,0.047969,0.000864,0.112452,0.048449,0.066786,0.231015,0.000832,0.002080,0.001120,0.000480,0.902459
0.397003,0.017921,0.191526,0.004832,0.047809,0.000800,0.111491,0.051618,0.068226,0.234471,0.000864,0.002304,0.001216,0.000448,0.906298
0.396716,0.017889,0.191301,0.005280,0.047682,0.000800,0.135076,0.059394,0.066818,0.265192,0.000864,0.002528,0.001184,0.000704,0.937884
0.396651,0.017856,0.191078,0.005280,0.048513,0.000832,0.110660,0.054817,0.061826,0.230727,0.000800,0.002336,0.001184,0.000864,0.903866
0.397356,0.017729,0.191269,0.004896,0.048289,0.000832,0.111203,0.046882,0.070530,0.232071,0.000928,0.002496,0.001440,0.000352,0.905659
0.399692,0.017824,0.193094,0.005280,0.048609,0.000897,0.121219,0.058466,0.074690,0.257895,0.001024,0.002432,0.001376,0.000544,0.936795
0.416588,0.017921,0.191814,0.005280,0.049025,0.000832,0.117828,0.057474,0.075106,0.253768,0.001024,0.002208,0.001152,0.000544,0.947900
0.399884,0.017857,0.191429,0.005249,0.048161,0.000832,0.111587,0.048354,0.065058,0.228327,0.001280,0.002432,0.001088,0.000832,0.904539
0.396556,0.017888,0.192166,0.005440,0.047906,0.000832,0.098435,0.049889,0.064034,0.215494,0.000896,0.002208,0.001184,0.000704,0.888890
0.397580,0.017697,0.203558,0.005152,0.050113,0.000832,0.115044,0.052321,0.063394,0.233959,0.001152,0.002592,0.001120,0.000705,0.922556
0.397036,0.017792,0.191718,0.005088,0.048129,0.000800,0.110308,0.055745,0.070243,0.239624,0.001184,0.002336,0.001120,0.000704,0.912955
