Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-8],OUT[8],TEE[4-8],Layer[9],Layer[10],classifier
0.413708,0.017600,0.191750,0.005312,0.119684,0.103523,0.066594,0.293353,0.001408,0.000448,0.929563
0.396172,0.017568,0.191461,0.005280,0.109924,0.102211,0.063042,0.278633,0.001504,0.000448,0.896955
0.396524,0.017473,0.192037,0.005248,0.110532,0.099363,0.062562,0.276265,0.001472,0.000416,0.895643
0.396172,0.017536,0.192102,0.005280,0.106979,0.100867,0.064193,0.275688,0.001473,0.000384,0.894139
0.396044,0.017569,0.192005,0.005312,0.118084,0.101123,0.065122,0.288009,0.001504,0.000448,0.906811
0.397291,0.017953,0.192870,0.005280,0.111523,0.101091,0.065282,0.281768,0.001600,0.000448,0.903258
0.397707,0.017857,0.192038,0.005248,0.112131,0.102371,0.063138,0.280936,0.001440,0.000416,0.901402
0.416844,0.017665,0.192229,0.005120,0.116100,0.103107,0.065026,0.288105,0.001280,0.000416,0.927675
0.396492,0.017568,0.192294,0.005280,0.117859,0.100323,0.062242,0.284200,0.001792,0.000480,0.903802
0.395628,0.017888,0.191750,0.005280,0.104835,0.098659,0.062594,0.269864,0.001408,0.000448,0.887578
0.397164,0.017569,0.192101,0.005281,0.115267,0.099427,0.085763,0.304073,0.001376,0.000416,0.923644
0.396236,0.017825,0.191717,0.005249,0.113539,0.098179,0.062274,0.277128,0.001440,0.000416,0.895003
0.395884,0.017984,0.192262,0.005248,0.111299,0.103715,0.061666,0.279848,0.001344,0.000352,0.898266
0.396940,0.017857,0.191781,0.005249,0.112771,0.099843,0.062690,0.278600,0.001248,0.000384,0.897083
0.423245,0.017600,0.191878,0.005312,0.114947,0.103267,0.061986,0.283848,0.001216,0.000384,0.928731
0.395787,0.017569,0.191525,0.005249,0.119971,0.099395,0.064290,0.287144,0.001440,0.000416,0.904826
0.397100,0.017505,0.192005,0.005249,0.114467,0.108547,0.064866,0.291368,0.001280,0.000384,0.910587
0.395979,0.017601,0.191942,0.005312,0.115555,0.099395,0.063778,0.282280,0.001248,0.000416,0.900666
0.397452,0.017600,0.192102,0.005312,0.109379,0.101731,0.065730,0.280104,0.001696,0.000448,0.900378
0.397260,0.017601,0.191461,0.005217,0.107971,0.098339,0.061826,0.271656,0.001216,0.000416,0.890171
0.396811,0.017569,0.191782,0.005152,0.111907,0.098211,0.063746,0.277000,0.001248,0.000384,0.895066
0.420685,0.017760,0.191878,0.005280,0.111907,0.100419,0.064322,0.281512,0.001152,0.000352,0.924059
0.397420,0.017441,0.191749,0.005249,0.113027,0.098723,0.063522,0.278376,0.001248,0.000416,0.897307
0.397548,0.017568,0.191750,0.005184,0.113924,0.099651,0.065473,0.282377,0.001248,0.000416,0.902171
0.397452,0.017761,0.192037,0.005281,0.105731,0.100099,0.062434,0.271464,0.001248,0.000416,0.890875
0.395340,0.017696,0.191909,0.005248,0.117284,0.101731,0.066466,0.288905,0.001344,0.000416,0.907035
0.396236,0.017344,0.192038,0.005248,0.111011,0.099394,0.063394,0.277096,0.001280,0.000416,0.894714
0.397580,0.017377,0.192038,0.005024,0.113507,0.105379,0.064098,0.286408,0.001376,0.000384,0.906875
0.396139,0.017601,0.207046,0.005344,0.110307,0.114276,0.065442,0.293641,0.001344,0.000384,0.927419
0.397580,0.017600,0.191622,0.005248,0.114148,0.108355,0.064898,0.290601,0.001120,0.000384,0.909755
0.397868,0.017696,0.191910,0.005248,0.108899,0.100995,0.065634,0.278760,0.001184,0.000384,0.897882
0.395948,0.017409,0.191973,0.005281,0.109091,0.100739,0.064706,0.278120,0.001216,0.000416,0.895995
0.397259,0.017408,0.192038,0.005312,0.107747,0.096771,0.061858,0.269608,0.001184,0.000416,0.888154
0.397100,0.017664,0.191590,0.005248,0.113347,0.099331,0.064546,0.280680,0.001312,0.000448,0.899642
0.397004,0.017377,0.192133,0.005249,0.104515,0.099651,0.065602,0.273096,0.001152,0.000416,0.891547
0.395788,0.017568,0.213415,0.005344,0.117603,0.099747,0.065186,0.286120,0.001184,0.000480,0.928027
0.397516,0.017505,0.191749,0.005153,0.110787,0.098595,0.065282,0.277832,0.001376,0.000384,0.896603
0.396172,0.017536,0.191878,0.005376,0.111395,0.099683,0.066914,0.282056,0.001409,0.000416,0.901051
0.397420,0.017632,0.191941,0.005152,0.108132,0.098626,0.064225,0.274408,0.001441,0.000416,0.893467
0.398156,0.017409,0.191461,0.005249,0.114659,0.105123,0.065922,0.289064,0.001568,0.000416,0.909371
0.397804,0.017505,0.191749,0.005184,0.107236,0.099075,0.065058,0.274473,0.001344,0.000448,0.893467
0.397068,0.017825,0.191909,0.005185,0.107939,0.099939,0.064866,0.276072,0.001248,0.000384,0.895963
0.398155,0.017696,0.208102,0.005440,0.109188,0.100163,0.068546,0.281161,0.001632,0.000448,0.919195
0.401036,0.017600,0.191686,0.005184,0.108675,0.099491,0.067010,0.278376,0.001216,0.000416,0.900922
0.396044,0.017857,0.192229,0.005249,0.112003,0.099555,0.066274,0.281416,0.001312,0.000384,0.900155
0.398156,0.017632,0.191942,0.005152,0.113316,0.106147,0.066658,0.289609,0.001216,0.000352,0.910971
0.415980,0.017600,0.191622,0.005248,0.106307,0.099555,0.066178,0.275592,0.001248,0.000352,0.912923
0.398316,0.017472,0.191814,0.005120,0.113187,0.101795,0.065313,0.284073,0.001312,0.000352,0.904507
0.395627,0.017664,0.191910,0.005248,0.111843,0.099171,0.065922,0.280296,0.001376,0.000384,0.897594
0.396044,0.017664,0.192038,0.021825,0.110947,0.106883,0.066786,0.288488,0.001184,0.000320,0.923291
0.397804,0.017504,0.191846,0.005152,0.108195,0.100611,0.067394,0.279400,0.001280,0.000448,0.898970
0.397356,0.017985,0.191845,0.005249,0.117571,0.101859,0.064482,0.287336,0.001344,0.000384,0.906555
0.395372,0.017888,0.191846,0.005312,0.108835,0.099074,0.065538,0.276904,0.001281,0.000448,0.893947
0.416588,0.018016,0.192326,0.005280,0.113476,0.100195,0.066018,0.283049,0.001344,0.000512,0.923867
0.396203,0.017632,0.191750,0.005248,0.112035,0.100227,0.070370,0.286184,0.001376,0.000384,0.904090
0.400588,0.017569,0.198054,0.005248,0.115971,0.102211,0.069538,0.291656,0.001377,0.000416,0.921404
0.397484,0.017952,0.193222,0.005280,0.129156,0.107267,0.067042,0.307305,0.001344,0.000480,0.928636
0.397644,0.017504,0.192166,0.005344,0.116803,0.100227,0.065378,0.286248,0.001377,0.000384,0.906715
0.397196,0.017600,0.193158,0.005376,0.109411,0.098979,0.065154,0.277064,0.001440,0.000416,0.897435
0.397388,0.017345,0.191621,0.005313,0.114307,0.098979,0.066178,0.282920,0.001344,0.000384,0.902907
0.412364,0.017697,0.192454,0.005184,0.111843,0.105603,0.066146,0.286888,0.001280,0.000416,0.921787
0.398027,0.017537,0.193894,0.005280,0.113635,0.098787,0.064066,0.280072,0.001504,0.000448,0.902490
0.397291,0.017793,0.192454,0.005280,0.109923,0.099747,0.065474,0.278600,0.001312,0.000480,0.898970
0.396492,0.017633,0.192069,0.005217,0.130596,0.106819,0.067266,0.308233,0.001312,0.000416,0.927100
0.395308,0.017408,0.192230,0.005248,0.113028,0.100451,0.067106,0.284169,0.001376,0.000416,0.901691
0.397260,0.017729,0.191942,0.005280,0.113891,0.099235,0.065378,0.282120,0.001408,0.000416,0.902811
0.397900,0.017985,0.192229,0.005313,0.112099,0.101091,0.066562,0.283048,0.001344,0.000352,0.903963
0.415277,0.017920,0.192198,0.005280,0.112931,0.106884,0.064225,0.287304,0.001313,0.000416,0.925212
0.398507,0.017825,0.191846,0.005120,0.110531,0.099203,0.066402,0.279464,0.001312,0.000480,0.899802
0.396140,0.017856,0.191782,0.005248,0.105891,0.097795,0.063522,0.270408,0.001344,0.000416,0.888314
0.397644,0.017793,0.191685,0.005313,0.121507,0.108483,0.064610,0.298280,0.001472,0.000512,0.918428
0.397484,0.017664,0.191590,0.005440,0.113955,0.100483,0.066914,0.285192,0.001441,0.000416,0.905179
0.396267,0.017696,0.191782,0.005280,0.115715,0.099171,0.066498,0.284840,0.001344,0.000384,0.902714
0.397003,0.017601,0.191846,0.005248,0.109667,0.098947,0.066690,0.279112,0.001376,0.000384,0.898138
0.413837,0.017760,0.191270,0.005184,0.115140,0.100002,0.066401,0.284841,0.001408,0.000384,0.920412
0.395916,0.017696,0.191494,0.005280,0.117828,0.099715,0.067266,0.288457,0.001600,0.000416,0.907099
0.396428,0.017345,0.192261,0.005312,0.114756,0.104707,0.070146,0.292969,0.001504,0.000384,0.911931
0.396267,0.017760,0.212870,0.005281,0.118019,0.106883,0.067010,0.295400,0.001344,0.000384,0.935323
0.400844,0.017345,0.192230,0.005248,0.113155,0.101507,0.068706,0.286856,0.001408,0.000352,0.909883
0.397740,0.017377,0.192261,0.005121,0.112675,0.109699,0.065602,0.291048,0.001312,0.000416,0.910395
0.396684,0.017569,0.191973,0.005217,0.110659,0.101539,0.067170,0.282824,0.001248,0.000416,0.901243
0.395916,0.017760,0.192614,0.005248,0.113796,0.108035,0.066146,0.291433,0.001248,0.000384,0.910043
0.396395,0.017792,0.191590,0.005216,0.113187,0.099683,0.069922,0.286024,0.001472,0.000416,0.904122
0.398732,0.017728,0.191974,0.005248,0.115523,0.100003,0.068322,0.287272,0.001248,0.000384,0.907771
0.397644,0.017793,0.206470,0.005472,0.119395,0.106244,0.064802,0.293801,0.001408,0.000480,0.929788
0.397708,0.017761,0.192261,0.005184,0.114692,0.107139,0.067106,0.292521,0.001408,0.000384,0.912987
0.396588,0.017920,0.191686,0.005312,0.116964,0.102083,0.065538,0.288297,0.001728,0.000416,0.907675
0.398764,0.017504,0.191910,0.005248,0.119524,0.100227,0.061986,0.285129,0.001344,0.000416,0.906139
0.395979,0.017441,0.191494,0.005280,0.116195,0.100547,0.060866,0.280936,0.001184,0.000384,0.897850
0.400524,0.017761,0.192357,0.005025,0.108963,0.100579,0.062882,0.275752,0.001408,0.000384,0.899259
0.399211,0.017601,0.192294,0.005280,0.108259,0.113411,0.063298,0.288296,0.001280,0.000416,0.909690
0.395916,0.017345,0.208710,0.005184,0.115044,0.106307,0.064706,0.289225,0.001216,0.000384,0.924028
0.399179,0.017441,0.192038,0.005248,0.109635,0.097379,0.060194,0.270536,0.001216,0.000384,0.891098
0.398092,0.017377,0.192069,0.005248,0.109732,0.113411,0.068130,0.294409,0.001344,0.000416,0.915035
0.397164,0.017601,0.192005,0.005312,0.114884,0.099331,0.064354,0.281993,0.001376,0.000384,0.902171
0.397292,0.017569,0.192229,0.005281,0.114691,0.096643,0.061058,0.275976,0.001216,0.000384,0.895963
0.396428,0.017408,0.191846,0.005184,0.117668,0.100643,0.063426,0.285449,0.001248,0.000384,0.904155
0.395980,0.017600,0.191174,0.005216,0.115012,0.103907,0.063810,0.285961,0.001216,0.000384,0.903227
0.397291,0.017633,0.207750,0.005216,0.115812,0.113571,0.065026,0.297801,0.001472,0.000448,0.933243
0.397932,0.017409,0.191973,0.005281,0.109539,0.103203,0.061314,0.277608,0.001792,0.000512,0.898235
0.397772,0.017601,0.191557,0.005281,0.142468,0.097475,0.060290,0.304073,0.001440,0.000416,0.923548
0.396076,0.017472,0.191590,0.005280,0.112708,0.098115,0.063233,0.277577,0.001408,0.000416,0.895323
0.397483,0.017440,0.191654,0.005280,0.123076,0.100579,0.064001,0.291401,0.001600,0.000448,0.912443
0.395404,0.017472,0.191718,0.005280,0.115140,0.100419,0.063905,0.283016,0.001473,0.000416,0.900411
0.398892,0.018049,0.192133,0.005216,0.125540,0.101443,0.065826,0.296841,0.001536,0.000480,0.920219
0.396812,0.017824,0.211879,0.005376,0.116387,0.106883,0.065794,0.292392,0.001536,0.000448,0.932763
0.397707,0.017536,0.191462,0.005216,0.119395,0.102339,0.065922,0.291625,0.001600,0.000448,0.912539
0.396748,0.017856,0.191846,0.005280,0.112579,0.097762,0.061346,0.275208,0.001760,0.000448,0.894970
0.398411,0.017697,0.191526,0.005312,0.115171,0.102499,0.063586,0.284808,0.001568,0.000448,0.905274
0.398092,0.017761,0.191429,0.005280,0.111556,0.101251,0.064674,0.280873,0.001568,0.000416,0.901179
0.398284,0.017665,0.191749,0.005056,0.112932,0.100387,0.064898,0.281865,0.001600,0.000384,0.902683
0.397708,0.017857,0.191429,0.005281,0.118275,0.099075,0.062978,0.283848,0.001568,0.000448,0.904091
0.415596,0.017568,0.192134,0.005344,0.112772,0.100067,0.064706,0.280873,0.001792,0.000416,0.919387
0.398188,0.017825,0.191589,0.005376,0.120356,0.106531,0.069506,0.299977,0.001792,0.000416,0.921691
0.398700,0.017792,0.191814,0.005248,0.118532,0.100643,0.065666,0.288809,0.001568,0.000480,0.910875
0.397580,0.017633,0.192165,0.005248,0.117796,0.101315,0.088003,0.311082,0.001664,0.000512,0.932060
0.398316,0.017824,0.192038,0.005280,0.111811,0.104515,0.064354,0.284713,0.001632,0.000480,0.907067
0.397772,0.017761,0.191973,0.005312,0.111684,0.097699,0.063042,0.276233,0.001600,0.000416,0.896827
0.398060,0.017857,0.191781,0.005184,0.112708,0.101795,0.062914,0.281001,0.001568,0.000416,0.901499
0.417581,0.017632,0.192230,0.005248,0.116516,0.107811,0.063586,0.291273,0.001504,0.000448,0.931516
0.398412,0.017697,0.191621,0.005120,0.112484,0.096547,0.061506,0.274249,0.001440,0.000416,0.894651
0.397452,0.017728,0.191878,0.005280,0.111844,0.100995,0.064353,0.280553,0.001472,0.000384,0.900283
0.397388,0.017825,0.191845,0.005312,0.113988,0.117859,0.095267,0.330986,0.001664,0.000384,0.951228
0.397484,0.017888,0.192070,0.005344,0.116067,0.101987,0.063394,0.285096,0.001440,0.000416,0.905178
0.397132,0.017888,0.191942,0.005184,0.113987,0.099907,0.064162,0.281992,0.001472,0.000352,0.903066
0.396364,0.017568,0.191654,0.005280,0.117059,0.102115,0.063329,0.286216,0.001505,0.000352,0.904443
0.417869,0.017696,0.191590,0.005280,0.106659,0.102467,0.063842,0.276744,0.001408,0.000416,0.917915
0.395788,0.017441,0.192389,0.005280,0.118404,0.106467,0.065858,0.294505,0.001568,0.000480,0.913083
0.396299,0.017697,0.191686,0.005248,0.114339,0.101635,0.062946,0.282408,0.001536,0.000352,0.901370
0.397931,0.017441,0.192006,0.005088,0.130020,0.104483,0.062146,0.299945,0.001760,0.000384,0.920091
0.396619,0.017441,0.192198,0.005312,0.115875,0.100707,0.063458,0.283496,0.001696,0.000352,0.902618
0.395787,0.017377,0.191686,0.005312,0.111043,0.102307,0.062274,0.279240,0.001568,0.000352,0.896858
0.395948,0.017505,0.191717,0.005184,0.115460,0.101635,0.062946,0.283753,0.001472,0.000416,0.902811
0.408140,0.017889,0.191878,0.005248,0.113443,0.117380,0.066498,0.301225,0.001504,0.000448,0.932060
0.396492,0.017600,0.192422,0.005312,0.119012,0.103299,0.066178,0.292457,0.001440,0.000384,0.913051
0.398123,0.018049,0.191910,0.005248,0.108259,0.109379,0.063618,0.284520,0.001376,0.000448,0.905274
0.399179,0.017793,0.212870,0.005632,0.112804,0.113859,0.065058,0.295401,0.001376,0.000416,0.940283
0.396491,0.017441,0.192518,0.005280,0.111811,0.102851,0.062338,0.280456,0.001344,0.000512,0.899834
0.397836,0.017377,0.191973,0.005184,0.111332,0.102083,0.061186,0.277833,0.001344,0.000384,0.897851
0.396108,0.017632,0.192454,0.005120,0.106979,0.101795,0.063650,0.275880,0.001312,0.000448,0.894202
0.417580,0.017665,0.191973,0.005312,0.117507,0.108579,0.065058,0.294697,0.001312,0.000416,0.936347
0.397932,0.017600,0.192006,0.005248,0.111747,0.101507,0.066754,0.283688,0.001377,0.000512,0.903867
0.396171,0.017760,0.191910,0.005152,0.112451,0.100931,0.061986,0.278504,0.001376,0.000416,0.896890
0.397900,0.017536,0.209510,0.005377,0.110467,0.100579,0.063394,0.277960,0.001280,0.000416,0.915515
0.397644,0.017344,0.191942,0.005248,0.124164,0.100899,0.063362,0.291753,0.001184,0.000416,0.912923
0.395532,0.017376,0.191558,0.005248,0.113731,0.101123,0.063010,0.281160,0.001280,0.000384,0.897530
0.396939,0.017793,0.191622,0.005408,0.120259,0.101187,0.065058,0.289960,0.001408,0.000416,0.910074
0.397484,0.017633,0.192133,0.005184,0.110980,0.109763,0.064130,0.288521,0.001376,0.000512,0.908603
0.396524,0.017824,0.191590,0.005248,0.112772,0.100355,0.063010,0.279241,0.001376,0.000384,0.897595
0.396043,0.017601,0.192422,0.005152,0.108963,0.098915,0.062978,0.274184,0.001248,0.000416,0.892186
0.398060,0.017376,0.207846,0.005536,0.112355,0.108547,0.062690,0.286664,0.001440,0.000416,0.923579
0.396716,0.017601,0.191973,0.005184,0.105924,0.100611,0.063457,0.273416,0.001377,0.000448,0.891611
0.396843,0.017473,0.192230,0.005248,0.116131,0.099139,0.065378,0.284104,0.001408,0.000352,0.903674
0.397515,0.017633,0.192198,0.005280,0.112643,0.112004,0.065025,0.292936,0.001344,0.000480,0.912539
0.417581,0.017600,0.192262,0.005280,0.121444,0.104515,0.072162,0.301865,0.001536,0.000480,0.944476
0.397804,0.018049,0.191781,0.005024,0.114916,0.102819,0.063938,0.285033,0.001472,0.000416,0.905083
0.398220,0.017665,0.191781,0.005056,0.117412,0.100163,0.064290,0.285993,0.001536,0.000416,0.907387
0.397612,0.017601,0.214982,0.005248,0.114244,0.110115,0.065922,0.293833,0.001440,0.000416,0.937116
0.396300,0.017953,0.192037,0.004896,0.109380,0.101411,0.062242,0.276585,0.001696,0.000416,0.895195
0.396492,0.017632,0.192134,0.005248,0.108483,0.100515,0.064162,0.276808,0.001728,0.000384,0.895834
0.397227,0.017665,0.192070,0.005184,0.144836,0.098211,0.061186,0.307753,0.001664,0.000416,0.927548
0.397931,0.018049,0.191782,0.005312,0.118147,0.099107,0.063586,0.284520,0.001472,0.000416,0.904762
0.398028,0.018080,0.191782,0.005280,0.110691,0.098115,0.061154,0.273448,0.001408,0.000512,0.894714
0.396268,0.017537,0.192709,0.005248,0.108260,0.099907,0.063362,0.275017,0.001408,0.000416,0.894043
0.399052,0.017761,0.210470,0.005600,0.125444,0.099427,0.069634,0.298121,0.001440,0.000480,0.941212
0.398476,0.017665,0.192037,0.005313,0.114403,0.100035,0.064258,0.282312,0.001568,0.000416,0.903611
0.398219,0.017857,0.192006,0.005216,0.117571,0.100515,0.064258,0.285896,0.001440,0.000448,0.907226
0.398028,0.017888,0.191942,0.005312,0.115043,0.098339,0.063778,0.280744,0.001760,0.000416,0.901370
0.399404,0.018113,0.191813,0.005344,0.115556,0.098147,0.062530,0.279625,0.001600,0.000416,0.902075
0.397804,0.017793,0.192582,0.005088,0.114371,0.099395,0.062658,0.280008,0.001536,0.000416,0.900795
0.400524,0.017473,0.192806,0.005152,0.116899,0.098531,0.062626,0.281544,0.001792,0.000416,0.905051
0.397516,0.035169,0.192998,0.005152,0.116419,0.098019,0.062978,0.281064,0.001472,0.000416,0.919707
0.397580,0.017440,0.192613,0.005152,0.112388,0.098019,0.062209,0.276073,0.001536,0.000384,0.896571
0.397227,0.017696,0.192294,0.005216,0.119619,0.098243,0.064162,0.285416,0.001760,0.000384,0.905498
0.397388,0.017824,0.192166,0.005248,0.113027,0.098499,0.063170,0.278216,0.001472,0.000416,0.898202
0.400940,0.017793,0.191653,0.005121,0.109763,0.096227,0.062050,0.271432,0.001632,0.000448,0.895227
0.396684,0.017888,0.192422,0.005248,0.117636,0.107427,0.066466,0.295145,0.001440,0.000416,0.916251
0.398412,0.017793,0.192069,0.005025,0.116323,0.106819,0.064898,0.291368,0.001728,0.000448,0.912283
0.415341,0.017728,0.192454,0.005056,0.117156,0.100963,0.063233,0.284744,0.001697,0.000448,0.923100
0.396203,0.017697,0.191942,0.005312,0.113155,0.097347,0.061698,0.275688,0.001728,0.000416,0.894394
0.401196,0.017665,0.192261,0.005345,0.112707,0.098467,0.063170,0.277736,0.001376,0.000416,0.901275
0.396844,0.017761,0.192229,0.005216,0.110052,0.095299,0.061633,0.270472,0.001504,0.000481,0.890203
0.395819,0.017505,0.191589,0.005248,0.107363,0.098499,0.061506,0.270696,0.001408,0.000416,0.888282
0.399212,0.018049,0.194438,0.005280,0.137668,0.103747,0.068834,0.314889,0.002912,0.000704,0.944924
0.399115,0.017889,0.193030,0.005344,0.114211,0.102595,0.064706,0.285384,0.002016,0.000384,0.908826
0.413292,0.017953,0.192645,0.005313,0.119075,0.109283,0.065218,0.297192,0.001568,0.000608,0.935164
0.398092,0.017792,0.192518,0.005344,0.113860,0.100419,0.062434,0.280105,0.001664,0.000416,0.901211
0.396363,0.017760,0.192550,0.005216,0.105155,0.097411,0.060674,0.266728,0.001760,0.000416,0.886042
0.396044,0.018080,0.192390,0.005312,0.112323,0.102724,0.097154,0.315817,0.001697,0.000480,0.935580
0.397067,0.017729,0.192422,0.005408,0.109923,0.100131,0.061954,0.275432,0.001408,0.000672,0.895546
0.395756,0.017921,0.192325,0.005440,0.111556,0.099011,0.062914,0.276809,0.001440,0.000384,0.895355
0.395436,0.017952,0.192326,0.005280,0.136100,0.098915,0.062626,0.301097,0.001408,0.000384,0.919067
0.413932,0.017953,0.192486,0.005280,0.116963,0.105892,0.063521,0.289896,0.001345,0.000384,0.926620
0.395915,0.017537,0.192934,0.005152,0.115459,0.096707,0.064098,0.280200,0.001600,0.000448,0.900346
0.396844,0.017952,0.192294,0.005376,0.116772,0.098467,0.064673,0.283337,0.001376,0.000480,0.903195
0.396939,0.018113,0.193062,0.005280,0.110659,0.098403,0.088707,0.302057,0.001600,0.000576,0.924347
0.401548,0.017824,0.192422,0.005312,0.112004,0.100931,0.064034,0.280265,0.001600,0.000448,0.904795
0.400588,0.017921,0.192486,0.005312,0.115747,0.105923,0.064578,0.289864,0.001504,0.000416,0.913435
0.402476,0.018048,0.192102,0.005280,0.109955,0.098179,0.062530,0.274344,0.001504,0.000448,0.899866
0.420813,0.018112,0.192134,0.005280,0.136132,0.111843,0.063042,0.314601,0.001664,0.000704,0.958717
0.401996,0.017920,0.191526,0.005280,0.113155,0.099715,0.062242,0.278568,0.001472,0.000384,0.902810
0.396587,0.017664,0.192998,0.005216,0.107203,0.098019,0.065026,0.274024,0.001408,0.000416,0.894298
0.402060,0.017824,0.193702,0.005248,0.106787,0.117636,0.069634,0.297929,0.001664,0.000448,0.924603
0.396556,0.017984,0.193446,0.005280,0.113860,0.101379,0.066114,0.284713,0.001472,0.000448,0.906171
0.401100,0.017985,0.192581,0.005249,0.116067,0.106115,0.067490,0.293320,0.001344,0.000448,0.918171
0.402284,0.018016,0.192582,0.005280,0.115556,0.101539,0.065858,0.287113,0.001792,0.000448,0.913691
0.419117,0.017600,0.192614,0.005280,0.113604,0.106947,0.064546,0.288713,0.001376,0.000576,0.931036
0.395756,0.018080,0.193158,0.005344,0.113316,0.107651,0.063170,0.287593,0.001376,0.000512,0.907579
0.396715,0.018049,0.192518,0.005248,0.105859,0.098755,0.060610,0.268488,0.001408,0.000448,0.888186
0.400107,0.017921,0.192998,0.005184,0.132036,0.104835,0.065954,0.307657,0.001504,0.000416,0.931451
0.400012,0.017857,0.193029,0.005280,0.111236,0.106435,0.063810,0.284905,0.001504,0.000416,0.908635
0.396364,0.017792,0.192390,0.005120,0.105635,0.098851,0.061154,0.269000,0.001568,0.000416,0.887834
0.400619,0.018016,0.192870,0.005280,0.113763,0.098915,0.063010,0.279176,0.001504,0.000384,0.903066
0.413612,0.017792,0.192325,0.005280,0.122436,0.105539,0.064642,0.296585,0.001440,0.000384,0.933883
0.400428,0.017857,0.192742,0.005120,0.112131,0.103395,0.068226,0.287400,0.001440,0.000448,0.910779
0.400300,0.017729,0.193574,0.005312,0.115939,0.100643,0.065858,0.286536,0.001664,0.000672,0.911771
0.395948,0.017888,0.217895,0.005312,0.119299,0.108292,0.065570,0.296905,0.001536,0.000416,0.941916
0.396428,0.017537,0.192197,0.005345,0.108323,0.100099,0.062818,0.274632,0.001184,0.000384,0.892955
0.396204,0.017792,0.192070,0.005280,0.111812,0.101955,0.063906,0.280841,0.001280,0.000640,0.899451
0.400300,0.017792,0.192198,0.005280,0.109667,0.098947,0.062882,0.275080,0.001248,0.000448,0.897530
0.414092,0.017953,0.191686,0.005280,0.111427,0.096643,0.060450,0.271912,0.001312,0.000416,0.907995
0.400812,0.017536,0.192614,0.005312,0.107811,0.110884,0.063266,0.285289,0.001536,0.000384,0.909627
0.401419,0.017984,0.191974,0.005184,0.109219,0.097987,0.062402,0.272936,0.001536,0.000416,0.896602
0.400651,0.018080,0.192838,0.005312,0.133796,0.101667,0.064802,0.303881,0.001536,0.000384,0.928155
0.400108,0.017792,0.192134,0.005344,0.107267,0.097571,0.061826,0.270248,0.001280,0.000352,0.892314
0.396268,0.017857,0.191813,0.005440,0.111652,0.105667,0.063234,0.284041,0.001216,0.000704,0.903003
0.400396,0.017793,0.192165,0.005313,0.118435,0.101827,0.064386,0.288296,0.001312,0.000384,0.911195
0.418604,0.017792,0.192262,0.005312,0.113380,0.110755,0.065026,0.292489,0.001312,0.000416,0.933564
0.395596,0.017824,0.192102,0.005312,0.119748,0.101635,0.063234,0.288041,0.001344,0.000384,0.905851
0.395532,0.017920,0.192038,0.005248,0.109635,0.100579,0.065474,0.279208,0.001280,0.000416,0.896955
0.396044,0.018017,0.191589,0.005185,0.122307,0.101603,0.061282,0.288936,0.001184,0.000352,0.906587
0.402091,0.017697,0.194246,0.005248,0.107779,0.101379,0.061602,0.274536,0.001312,0.000448,0.901818
0.397228,0.017761,0.193413,0.005345,0.118755,0.100227,0.063938,0.286280,0.001344,0.000640,0.907547
0.401036,0.017633,0.193190,0.005184,0.114627,0.099619,0.064226,0.282344,0.001312,0.000416,0.907739
0.415436,0.017920,0.192998,0.005312,0.114180,0.099203,0.065122,0.282025,0.001312,0.000352,0.920795
0.396491,0.017985,0.192070,0.005312,0.109955,0.102979,0.066594,0.283400,0.001376,0.000416,0.902874
0.395884,0.018017,0.192421,0.005089,0.102467,0.097891,0.063169,0.267015,0.001217,0.000384,0.885179
0.400907,0.017760,0.193798,0.005248,0.139300,0.105187,0.061314,0.309833,0.001248,0.000384,0.935483
0.396011,0.017921,0.192582,0.005312,0.108611,0.100195,0.064130,0.276104,0.001280,0.000640,0.895034
0.400108,0.018369,0.195206,0.005280,0.161573,0.106179,0.066594,0.339530,0.002784,0.000992,0.975165
0.397004,0.017665,0.193573,0.005281,0.114403,0.102883,0.064290,0.285416,0.001664,0.000416,0.906907
0.397803,0.018113,0.192294,0.005312,0.111715,0.100707,0.064290,0.280232,0.001472,0.000448,0.901370
0.401452,0.018016,0.193126,0.005280,0.112612,0.101923,0.064226,0.282409,0.001728,0.000640,0.908059
0.400811,0.017568,0.192262,0.005312,0.110851,0.098115,0.063170,0.275880,0.001504,0.000480,0.899994
0.430476,0.018017,0.191974,0.005152,0.116387,0.105923,0.067874,0.293544,0.001440,0.000672,0.947132
0.396236,0.018048,0.192038,0.005184,0.114148,0.103619,0.065186,0.286729,0.001504,0.000416,0.906171
0.400716,0.018529,0.192869,0.005249,0.118307,0.101123,0.064706,0.287720,0.001632,0.000448,0.912827
0.400620,0.017888,0.192358,0.005152,0.114211,0.106915,0.075554,0.316553,0.001569,0.000448,0.940732
0.396043,0.018305,0.191910,0.005088,0.131588,0.103011,0.063106,0.301641,0.001440,0.000512,0.920315
0.396012,0.017888,0.192710,0.005088,0.112996,0.097186,0.061410,0.274920,0.001504,0.000416,0.894586
0.400620,0.017728,0.192294,0.005088,0.112676,0.099843,0.062818,0.279145,0.001440,0.000448,0.902395
0.415500,0.017665,0.192614,0.005280,0.117411,0.097987,0.061858,0.280744,0.001408,0.000448,0.920443
