Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-5],OUT[5],TEE[5-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.400491,0.037377,0.191749,0.005088,0.048193,0.114275,0.039362,0.063425,0.220390,0.019489,0.000512,0.001472,0.000864,0.000416,0.934299
0.400972,0.017761,0.192390,0.005312,0.048929,0.112260,0.032961,0.065217,0.213543,0.014656,0.000480,0.001440,0.000960,0.000384,0.903867
0.396940,0.017697,0.191813,0.005025,0.048641,0.109763,0.034337,0.064482,0.211974,0.014689,0.000736,0.001664,0.001344,0.000384,0.899195
0.398668,0.017665,0.194278,0.005088,0.047937,0.114980,0.033537,0.060417,0.212262,0.014785,0.000544,0.001536,0.001728,0.000352,0.902683
0.397260,0.017505,0.193158,0.005280,0.047489,0.114244,0.033825,0.064993,0.216263,0.015072,0.000512,0.001728,0.000928,0.000384,0.903451
0.396364,0.017601,0.193125,0.004865,0.047585,0.113283,0.036130,0.060161,0.212486,0.014497,0.000480,0.001568,0.001568,0.000384,0.897755
0.397868,0.017857,0.192869,0.004833,0.047265,0.114339,0.040514,0.067362,0.225959,0.014496,0.000704,0.001760,0.001120,0.000384,0.913435
0.421356,0.017665,0.193381,0.005185,0.048161,0.115043,0.040578,0.063105,0.221671,0.015168,0.000544,0.001504,0.001536,0.000576,0.934075
0.395948,0.017761,0.192293,0.005281,0.047457,0.110083,0.034689,0.064802,0.212486,0.015457,0.000608,0.001504,0.001536,0.000384,0.898715
0.395884,0.017568,0.192550,0.004992,0.047682,0.112515,0.032449,0.061762,0.210630,0.015264,0.000480,0.001793,0.001024,0.000384,0.895547
0.399947,0.017600,0.191814,0.004928,0.047489,0.112452,0.032993,0.076322,0.224871,0.016512,0.000544,0.001472,0.000896,0.000384,0.914747
0.395531,0.017569,0.191493,0.004929,0.047265,0.113027,0.033569,0.060194,0.209990,0.014721,0.000768,0.001472,0.000992,0.000416,0.892218
0.395852,0.017824,0.192038,0.004960,0.047362,0.106531,0.032961,0.062754,0.205126,0.015008,0.000512,0.001728,0.001472,0.000384,0.890106
0.395947,0.017793,0.192614,0.004832,0.047265,0.121220,0.040289,0.068226,0.233127,0.016801,0.000768,0.001440,0.001440,0.000352,0.919771
0.419276,0.017537,0.192454,0.004896,0.048513,0.115076,0.040225,0.068098,0.226663,0.019328,0.000481,0.001952,0.000896,0.000384,0.939932
0.401836,0.017888,0.192582,0.005120,0.048738,0.115619,0.040225,0.068226,0.227622,0.014497,0.000480,0.001664,0.001024,0.000416,0.919611
0.395532,0.017921,0.192901,0.004864,0.048770,0.117411,0.035841,0.063906,0.220646,0.021665,0.000736,0.001632,0.001056,0.000512,0.914107
0.400619,0.017761,0.192486,0.004864,0.047937,0.114052,0.052321,0.079459,0.249224,0.015872,0.000480,0.001664,0.001472,0.000384,0.939835
0.396652,0.017792,0.192390,0.004896,0.049089,0.114116,0.041345,0.067970,0.227111,0.015713,0.000736,0.001696,0.001408,0.000384,0.915451
0.397452,0.017632,0.193030,0.004896,0.048705,0.110788,0.040065,0.067330,0.221607,0.015168,0.000512,0.001696,0.001440,0.000576,0.909691
0.395468,0.017600,0.192006,0.004896,0.047650,0.111875,0.035841,0.069218,0.220358,0.014433,0.000512,0.001504,0.000864,0.000384,0.903323
0.416812,0.017665,0.191910,0.004896,0.048161,0.114019,0.033409,0.065441,0.215814,0.015425,0.000512,0.001696,0.001344,0.000416,0.921947
0.395884,0.017728,0.192070,0.004864,0.047906,0.114307,0.032769,0.059938,0.209958,0.015296,0.000960,0.001472,0.001344,0.000448,0.895291
0.397835,0.017665,0.192198,0.004896,0.048161,0.115556,0.031841,0.060514,0.211303,0.016032,0.000768,0.001664,0.001472,0.000352,0.900250
0.396140,0.017824,0.193094,0.004800,0.048321,0.136772,0.042817,0.066690,0.249672,0.014880,0.000480,0.001504,0.001600,0.000384,0.936507
0.397068,0.017537,0.191941,0.004833,0.050433,0.111395,0.032929,0.060642,0.207942,0.015009,0.000928,0.001376,0.001248,0.000416,0.895995
0.397996,0.017568,0.192358,0.004864,0.048130,0.113571,0.032673,0.061058,0.210694,0.015296,0.000768,0.001633,0.001312,0.000384,0.898939
0.397580,0.017920,0.192870,0.004832,0.048161,0.114371,0.040129,0.073378,0.231238,0.014465,0.000672,0.001440,0.000960,0.000384,0.917883
0.417740,0.017825,0.192774,0.004832,0.047937,0.107139,0.035169,0.064610,0.210694,0.015361,0.000672,0.001504,0.001056,0.000352,0.918747
0.400556,0.017984,0.193478,0.005344,0.048130,0.110659,0.034657,0.062530,0.210790,0.014432,0.000736,0.001408,0.000992,0.000384,0.901467
0.396171,0.017504,0.192294,0.004896,0.050625,0.114532,0.032929,0.059810,0.210471,0.014688,0.000704,0.001664,0.001088,0.000576,0.898170
0.400588,0.017601,0.192709,0.004865,0.048961,0.134500,0.040449,0.062978,0.241415,0.016929,0.000576,0.001472,0.001504,0.000320,0.934268
0.396204,0.017728,0.192453,0.005056,0.047842,0.111267,0.032417,0.064866,0.212294,0.015329,0.000480,0.001728,0.001344,0.000384,0.898427
0.398731,0.017601,0.192966,0.004832,0.047873,0.115492,0.040961,0.062754,0.222215,0.014688,0.000704,0.001472,0.001376,0.000384,0.910298
0.396460,0.017824,0.192326,0.004960,0.047490,0.116483,0.040545,0.075139,0.235047,0.014464,0.000736,0.001408,0.001152,0.000384,0.919547
0.414797,0.017856,0.192262,0.004896,0.047457,0.111684,0.037025,0.070338,0.222471,0.015328,0.000480,0.001536,0.001568,0.000448,0.926140
0.396588,0.017664,0.192038,0.005088,0.047713,0.115683,0.039617,0.063074,0.222023,0.014689,0.000736,0.001472,0.001280,0.000384,0.908091
0.396428,0.017792,0.192422,0.004960,0.047905,0.112259,0.032705,0.063362,0.211495,0.015296,0.000704,0.001504,0.001024,0.000416,0.897178
0.400108,0.017536,0.212838,0.005377,0.047425,0.111011,0.030433,0.059394,0.203942,0.016161,0.000736,0.001504,0.001088,0.000480,0.915419
0.397292,0.017665,0.192165,0.005248,0.048322,0.123748,0.034081,0.066626,0.228487,0.021440,0.000672,0.001600,0.000960,0.000672,0.922171
0.400940,0.017793,0.192678,0.004768,0.048449,0.118084,0.033761,0.060546,0.215815,0.015296,0.000736,0.001600,0.001088,0.000384,0.907995
0.397291,0.017569,0.192966,0.004800,0.048001,0.112484,0.033409,0.061377,0.210502,0.015233,0.000480,0.001824,0.000928,0.000384,0.897274
0.400972,0.017505,0.193190,0.005280,0.047905,0.113059,0.039714,0.061538,0.217703,0.014944,0.000480,0.001504,0.001056,0.000384,0.909147
0.397612,0.017793,0.192197,0.005057,0.048769,0.117668,0.033217,0.062977,0.217094,0.015041,0.000768,0.001600,0.001152,0.000384,0.904763
0.400748,0.017601,0.192485,0.004897,0.050081,0.112707,0.033985,0.058242,0.208294,0.017537,0.000512,0.001472,0.001088,0.000384,0.902907
0.396268,0.017889,0.210502,0.005440,0.047457,0.115940,0.034977,0.064738,0.218919,0.015104,0.000704,0.001504,0.001440,0.000417,0.923740
0.396524,0.017632,0.192966,0.004800,0.049794,0.117283,0.033153,0.064386,0.218470,0.014593,0.000512,0.001504,0.001216,0.000384,0.906075
0.401516,0.017761,0.192741,0.005088,0.049249,0.111043,0.030465,0.059330,0.203846,0.014880,0.000960,0.001664,0.000992,0.000352,0.895963
0.396524,0.017728,0.192774,0.004864,0.047842,0.109155,0.038753,0.066114,0.217286,0.014400,0.000768,0.001440,0.001120,0.000352,0.902939
0.402348,0.017472,0.192869,0.005056,0.047330,0.112899,0.031393,0.060770,0.207974,0.015904,0.000960,0.001697,0.001632,0.000384,0.901595
0.395659,0.017633,0.192774,0.004896,0.047873,0.114148,0.040225,0.067522,0.224775,0.014688,0.000480,0.001536,0.001281,0.000416,0.909243
0.397100,0.017792,0.192998,0.004864,0.047522,0.114147,0.038561,0.073698,0.229318,0.014561,0.000480,0.001536,0.001120,0.000384,0.914747
0.400236,0.036385,0.193030,0.005376,0.047585,0.110596,0.033473,0.064322,0.212839,0.015296,0.000544,0.001472,0.001184,0.000416,0.922171
0.399884,0.017792,0.192902,0.004832,0.047329,0.119524,0.040321,0.076931,0.240104,0.015936,0.000544,0.001536,0.001120,0.000384,0.929531
0.397100,0.017696,0.192774,0.004832,0.047074,0.111907,0.033761,0.061730,0.210694,0.015456,0.000480,0.001504,0.001120,0.000416,0.896443
0.396267,0.017697,0.192134,0.005088,0.048577,0.114436,0.039297,0.060770,0.218055,0.014816,0.000928,0.001728,0.000928,0.000384,0.903706
0.400459,0.017696,0.193094,0.004928,0.048065,0.108036,0.034145,0.059425,0.205350,0.015073,0.000512,0.001504,0.001056,0.000384,0.896410
0.401580,0.017664,0.193382,0.004832,0.047874,0.112195,0.040417,0.066690,0.222342,0.015201,0.000512,0.001728,0.000992,0.000448,0.913915
0.400076,0.017664,0.193062,0.005280,0.047586,0.111203,0.035201,0.067394,0.216614,0.015617,0.000736,0.001440,0.000928,0.000384,0.906555
0.419500,0.017569,0.193062,0.004960,0.048161,0.111491,0.040322,0.061826,0.216999,0.016544,0.000512,0.001664,0.000896,0.000512,0.927227
0.404076,0.017569,0.193862,0.004864,0.047393,0.106851,0.029345,0.057858,0.197670,0.014977,0.000512,0.001472,0.001344,0.000320,0.891707
0.396396,0.017952,0.192038,0.005312,0.047298,0.114115,0.036417,0.066210,0.220198,0.015425,0.000736,0.001536,0.001088,0.000384,0.905755
0.395339,0.017761,0.192422,0.004896,0.047489,0.144676,0.032577,0.085347,0.265928,0.015488,0.000544,0.001697,0.001152,0.000416,0.950844
0.396747,0.017600,0.192550,0.004896,0.049249,0.115556,0.033985,0.060226,0.213191,0.015040,0.000512,0.001600,0.001440,0.000416,0.901210
0.397484,0.018049,0.193222,0.004896,0.048577,0.117892,0.040897,0.062594,0.224743,0.016896,0.000928,0.001536,0.001056,0.000416,0.915035
0.397196,0.017857,0.192773,0.004864,0.048546,0.124100,0.040257,0.062498,0.230695,0.015392,0.000736,0.001824,0.001472,0.000416,0.920123
0.414188,0.018049,0.192997,0.004864,0.048770,0.116835,0.036066,0.063841,0.220486,0.020033,0.000736,0.001856,0.001120,0.000352,0.931259
0.396971,0.017633,0.192198,0.005120,0.048769,0.113828,0.034401,0.058977,0.210534,0.015201,0.000704,0.001792,0.001024,0.000352,0.897594
0.395660,0.017473,0.192709,0.004961,0.048225,0.112451,0.033537,0.059074,0.208454,0.015393,0.000800,0.001504,0.001184,0.000384,0.894203
0.395756,0.017760,0.193286,0.004928,0.047458,0.133412,0.041121,0.066722,0.246343,0.015328,0.000544,0.001536,0.000992,0.000481,0.931548
0.397004,0.017665,0.192709,0.004832,0.047425,0.105731,0.037729,0.065282,0.211942,0.015937,0.000512,0.001472,0.001024,0.000416,0.898299
0.401004,0.017664,0.192710,0.005216,0.049634,0.110659,0.040001,0.066818,0.220742,0.015009,0.000992,0.001504,0.001472,0.000480,0.913563
0.396012,0.017569,0.191429,0.004928,0.048385,0.110659,0.033441,0.059490,0.206950,0.015041,0.000544,0.001728,0.001216,0.000384,0.891419
0.418637,0.017696,0.193158,0.004928,0.048642,0.119523,0.033697,0.064610,0.220998,0.015329,0.000704,0.001600,0.001216,0.000416,0.931516
0.396076,0.017568,0.192582,0.004960,0.048514,0.111875,0.032801,0.060674,0.208966,0.014784,0.000960,0.001760,0.000960,0.000448,0.895131
0.401036,0.017984,0.192294,0.005280,0.047905,0.109251,0.034145,0.058498,0.205447,0.014656,0.000736,0.001536,0.001152,0.000448,0.895866
0.396267,0.017633,0.192582,0.004800,0.047649,0.133188,0.040673,0.067202,0.244839,0.015233,0.000544,0.001760,0.001280,0.000352,0.930779
0.396107,0.017632,0.192230,0.004800,0.047457,0.115684,0.034497,0.062466,0.215655,0.015008,0.000960,0.001760,0.001024,0.000640,0.900154
0.400876,0.017889,0.192358,0.004896,0.047233,0.102787,0.033537,0.066690,0.206054,0.014849,0.000736,0.001568,0.001504,0.000640,0.896251
0.395852,0.017729,0.192517,0.004832,0.047298,0.107107,0.032001,0.058946,0.201254,0.015648,0.000960,0.001696,0.001152,0.000384,0.886811
0.415500,0.017889,0.192549,0.004961,0.047329,0.110115,0.032129,0.061730,0.207238,0.015937,0.000512,0.001568,0.001568,0.000384,0.912827
0.400876,0.017728,0.192294,0.005120,0.047073,0.112900,0.033857,0.064322,0.214055,0.015328,0.000480,0.001728,0.001120,0.000352,0.903738
0.395371,0.017537,0.192070,0.005312,0.047233,0.108931,0.033313,0.059297,0.204806,0.014305,0.000704,0.001760,0.000960,0.000352,0.888602
0.401388,0.017793,0.192998,0.005280,0.067330,0.117027,0.039713,0.068258,0.228134,0.015649,0.000544,0.001536,0.001056,0.000352,0.940540
0.397260,0.017601,0.192133,0.004928,0.046945,0.101635,0.030849,0.063842,0.199366,0.014400,0.000512,0.001728,0.001121,0.000320,0.883387
0.400652,0.017728,0.193222,0.005056,0.046978,0.111555,0.038625,0.071874,0.225574,0.015201,0.000544,0.001760,0.001184,0.000352,0.915835
0.400684,0.017633,0.192677,0.004992,0.047618,0.113123,0.039041,0.062562,0.217894,0.014881,0.000480,0.001472,0.001120,0.000544,0.908027
0.419373,0.017600,0.192646,0.004832,0.047042,0.109987,0.033697,0.058946,0.206118,0.016096,0.000512,0.001536,0.001056,0.000320,0.914779
0.395851,0.017569,0.192197,0.004897,0.046977,0.142948,0.036833,0.069122,0.251879,0.015137,0.000544,0.001760,0.000992,0.000384,0.935548
0.399724,0.017504,0.192294,0.004896,0.047010,0.118211,0.038049,0.064578,0.224166,0.020865,0.000736,0.001472,0.000896,0.000384,0.916955
0.401292,0.017696,0.210022,0.005409,0.047809,0.119300,0.033313,0.059009,0.214918,0.015105,0.000736,0.001568,0.001152,0.000384,0.924763
0.396427,0.017504,0.192870,0.004864,0.047745,0.109188,0.034881,0.058305,0.205638,0.014721,0.000480,0.001504,0.001472,0.000576,0.891706
0.401036,0.017697,0.193669,0.004832,0.047233,0.111523,0.038401,0.072291,0.225255,0.015648,0.000768,0.001440,0.001408,0.000384,0.916443
0.401068,0.017761,0.193253,0.004865,0.047233,0.108739,0.034497,0.065794,0.214566,0.015041,0.000928,0.001536,0.001248,0.000608,0.906811
0.395820,0.017824,0.192326,0.004800,0.047042,0.111619,0.038049,0.060706,0.213478,0.015072,0.000736,0.001696,0.001536,0.000384,0.897658
0.397931,0.018016,0.193254,0.004864,0.047329,0.109380,0.034241,0.061601,0.208774,0.015168,0.000512,0.001792,0.001376,0.000384,0.897178
0.397836,0.017377,0.192901,0.004865,0.048353,0.111011,0.038433,0.074499,0.226823,0.014432,0.000512,0.001536,0.001472,0.000384,0.913467
0.396492,0.017633,0.212326,0.005312,0.048226,0.102883,0.038913,0.061666,0.206566,0.022976,0.000960,0.001504,0.000864,0.000416,0.920860
0.395947,0.017761,0.192294,0.004896,0.047393,0.104899,0.037889,0.061282,0.207270,0.014657,0.000544,0.001632,0.000896,0.000416,0.890522
0.397164,0.017505,0.191909,0.004864,0.046818,0.104355,0.028897,0.057153,0.193733,0.014624,0.000480,0.001568,0.001376,0.000352,0.877786
0.394796,0.017633,0.192357,0.004896,0.046882,0.109731,0.034017,0.059970,0.207014,0.016545,0.000512,0.001536,0.001024,0.000352,0.890427
0.395628,0.017633,0.192133,0.005025,0.046945,0.110531,0.033601,0.064994,0.212294,0.015265,0.000512,0.001504,0.000960,0.000320,0.895643
0.401708,0.017824,0.192966,0.005248,0.047362,0.109187,0.035937,0.067234,0.215398,0.014752,0.000544,0.001696,0.001441,0.000352,0.906907
0.395627,0.017824,0.192326,0.005344,0.047105,0.111748,0.033601,0.062210,0.210503,0.015232,0.000992,0.001664,0.001152,0.000352,0.894842
0.396043,0.017601,0.211526,0.005408,0.047042,0.110467,0.039233,0.062018,0.214630,0.014945,0.000544,0.001440,0.000896,0.000352,0.917819
0.396523,0.017760,0.192518,0.004800,0.047233,0.111460,0.032801,0.064738,0.212423,0.014464,0.000736,0.001472,0.001664,0.000320,0.898010
0.396139,0.017665,0.192806,0.005088,0.047361,0.108899,0.033505,0.059618,0.205350,0.014689,0.000480,0.001504,0.001504,0.000576,0.889850
0.395756,0.017761,0.193093,0.005312,0.046978,0.111971,0.030593,0.059106,0.204806,0.014592,0.000480,0.001504,0.000992,0.000320,0.889754
0.396076,0.017824,0.192198,0.004800,0.047170,0.108547,0.032993,0.060354,0.205158,0.014368,0.000960,0.001664,0.000832,0.000384,0.888506
0.395340,0.017601,0.191877,0.004896,0.046882,0.107491,0.033057,0.059106,0.202470,0.014624,0.000480,0.001472,0.001504,0.000288,0.885274
0.399851,0.017536,0.191910,0.005312,0.046849,0.107107,0.032193,0.059234,0.201382,0.015265,0.000960,0.001728,0.001152,0.000352,0.889466
0.396395,0.017729,0.211270,0.005152,0.047074,0.108515,0.033121,0.064514,0.209126,0.015136,0.000513,0.001472,0.001472,0.000384,0.913883
0.400716,0.017825,0.192901,0.004865,0.047425,0.115555,0.032449,0.064674,0.215814,0.015233,0.000512,0.001728,0.001120,0.000384,0.906459
0.400140,0.017697,0.192901,0.004833,0.046913,0.110275,0.032769,0.060642,0.206854,0.014849,0.000480,0.001504,0.001024,0.000384,0.895547
0.396524,0.017664,0.193542,0.004832,0.047042,0.117411,0.040097,0.073795,0.234343,0.014816,0.000704,0.001568,0.001152,0.000352,0.919931
0.397484,0.017792,0.192230,0.004800,0.047138,0.115971,0.034145,0.062402,0.215814,0.014561,0.000544,0.001504,0.001088,0.000416,0.901915
0.396172,0.017728,0.192838,0.005248,0.047361,0.109220,0.032673,0.065634,0.210503,0.015232,0.000480,0.001536,0.000896,0.000416,0.895418
0.396683,0.017825,0.192742,0.004864,0.047393,0.110052,0.033057,0.060065,0.206406,0.015233,0.000960,0.001536,0.000992,0.000384,0.893658
0.395660,0.017792,0.213479,0.005440,0.047041,0.109411,0.038946,0.060897,0.212230,0.015169,0.000512,0.001568,0.000928,0.000416,0.917659
0.395852,0.017505,0.192581,0.004832,0.046914,0.109699,0.036129,0.067298,0.215782,0.014369,0.000960,0.001760,0.001088,0.000416,0.900027
0.399340,0.017536,0.191526,0.004800,0.046914,0.112259,0.033409,0.063650,0.212294,0.015040,0.000480,0.001504,0.001440,0.000416,0.898362
0.395499,0.017473,0.191622,0.004928,0.046977,0.111492,0.032993,0.059553,0.207078,0.015329,0.000800,0.001664,0.000992,0.000352,0.890170
0.401291,0.017696,0.192934,0.004800,0.047265,0.117956,0.036801,0.067650,0.225607,0.014849,0.000736,0.001856,0.001056,0.000416,0.917051
0.396716,0.017569,0.191653,0.004897,0.047745,0.104547,0.036257,0.066210,0.210502,0.017089,0.000512,0.001408,0.001024,0.000384,0.896059
0.400363,0.017601,0.191558,0.004800,0.047041,0.107843,0.032641,0.059778,0.202950,0.015169,0.000512,0.001472,0.001600,0.000608,0.890362
0.397356,0.017664,0.215399,0.005248,0.047297,0.112388,0.032737,0.064897,0.213318,0.015617,0.000480,0.001504,0.001696,0.000416,0.925915
0.397452,0.017504,0.192678,0.004864,0.047618,0.122243,0.040066,0.069250,0.235143,0.016000,0.000768,0.001504,0.001472,0.000416,0.922939
0.401100,0.017761,0.192101,0.004961,0.047265,0.112579,0.039458,0.059969,0.215206,0.014689,0.000736,0.001504,0.001760,0.000608,0.906171
0.401452,0.017601,0.192325,0.004896,0.046978,0.115075,0.032449,0.060162,0.210758,0.015233,0.000480,0.001504,0.001536,0.000352,0.900827
0.396652,0.017825,0.192421,0.004897,0.047169,0.112803,0.032289,0.060034,0.207910,0.014465,0.000512,0.001472,0.001184,0.000416,0.893115
0.396396,0.017665,0.192485,0.005280,0.047394,0.116227,0.032417,0.061538,0.213254,0.014817,0.000992,0.001440,0.001184,0.000352,0.898747
0.395436,0.017697,0.192421,0.004896,0.047074,0.116163,0.035905,0.066306,0.221446,0.015649,0.000704,0.001696,0.001184,0.000416,0.906235
0.401484,0.038082,0.193861,0.005312,0.047714,0.119171,0.033857,0.062626,0.219046,0.022593,0.000736,0.001824,0.001184,0.000352,0.941148
0.396907,0.017761,0.193126,0.004832,0.047713,0.111524,0.034913,0.066050,0.215815,0.015104,0.000736,0.001504,0.001280,0.000608,0.903002
0.396235,0.017889,0.192646,0.004896,0.046977,0.115716,0.039169,0.062818,0.221191,0.014976,0.000544,0.001536,0.001408,0.000416,0.906234
0.397228,0.018048,0.194438,0.004928,0.047810,0.108931,0.031681,0.064098,0.208294,0.015296,0.000512,0.001761,0.001600,0.000416,0.899387
0.397612,0.017728,0.192678,0.004896,0.049217,0.112996,0.030625,0.060482,0.207271,0.015040,0.000704,0.001792,0.001184,0.000576,0.896570
0.397100,0.017696,0.192550,0.004864,0.047778,0.118723,0.033185,0.063298,0.218278,0.015456,0.000768,0.001664,0.001184,0.000384,0.905947
0.400876,0.017601,0.192101,0.004833,0.048993,0.115235,0.037538,0.066562,0.222567,0.014880,0.000576,0.001504,0.001152,0.000576,0.913307
0.417357,0.017760,0.192070,0.005216,0.047906,0.121027,0.033505,0.063362,0.221254,0.016161,0.000704,0.001536,0.001536,0.000608,0.930556
0.397036,0.017537,0.192805,0.004833,0.047681,0.115907,0.034273,0.067010,0.220614,0.014817,0.000704,0.001536,0.001568,0.000576,0.907547
0.396076,0.017952,0.192518,0.005248,0.047938,0.111107,0.029825,0.057186,0.201670,0.015264,0.000736,0.001440,0.001504,0.000608,0.889050
0.397132,0.017536,0.192486,0.004960,0.047906,0.137732,0.037441,0.067714,0.246727,0.016736,0.000768,0.001537,0.001280,0.000576,0.935932
0.395724,0.017728,0.192742,0.005088,0.050242,0.114723,0.039585,0.067266,0.224966,0.015361,0.000768,0.001664,0.001184,0.000384,0.914011
0.396076,0.017473,0.192997,0.005025,0.048353,0.115939,0.033377,0.067714,0.220326,0.015264,0.000736,0.001664,0.001216,0.000384,0.907067
0.397100,0.017696,0.192294,0.004864,0.048834,0.106851,0.032513,0.058305,0.201285,0.015425,0.000768,0.001472,0.001216,0.000416,0.889178
0.413964,0.017857,0.192357,0.004832,0.048834,0.118755,0.039202,0.068706,0.230087,0.016096,0.000768,0.001568,0.001120,0.000384,0.935803
0.396044,0.017888,0.192774,0.004832,0.048130,0.117699,0.033473,0.064578,0.218822,0.015585,0.000480,0.001664,0.001120,0.000416,0.905499
0.396716,0.017697,0.192325,0.004833,0.048097,0.111043,0.032801,0.059746,0.206790,0.014721,0.000736,0.001664,0.001088,0.000448,0.892635
0.396652,0.017728,0.214759,0.005248,0.048769,0.116196,0.039745,0.067426,0.226343,0.015712,0.000544,0.001536,0.001088,0.000576,0.937404
0.395468,0.017632,0.192198,0.004896,0.047393,0.109892,0.034241,0.059778,0.207015,0.014528,0.000576,0.001664,0.001024,0.000416,0.889850
0.400204,0.017761,0.192390,0.004832,0.047393,0.108899,0.033313,0.058850,0.204422,0.014465,0.000736,0.001504,0.001280,0.000576,0.893691
0.397260,0.017632,0.192294,0.004928,0.047202,0.119875,0.039329,0.061986,0.224870,0.015137,0.000768,0.001664,0.001152,0.000384,0.911451
0.396300,0.019808,0.192742,0.004864,0.047394,0.110787,0.033761,0.061378,0.208710,0.014752,0.000608,0.001504,0.000960,0.000384,0.895739
0.396171,0.017729,0.192325,0.004832,0.047041,0.113891,0.039138,0.062305,0.218727,0.014432,0.000672,0.001728,0.001088,0.000352,0.902106
0.400780,0.017697,0.192293,0.004801,0.047841,0.111331,0.031905,0.059938,0.206310,0.014945,0.000544,0.001696,0.001184,0.000384,0.896731
0.396012,0.017504,0.212615,0.005504,0.047553,0.113732,0.039233,0.062242,0.218343,0.014560,0.000704,0.001504,0.001472,0.000384,0.923835
0.395724,0.017345,0.191909,0.004865,0.047425,0.111907,0.033185,0.061122,0.209414,0.014145,0.000768,0.001472,0.001472,0.000384,0.892539
0.399883,0.017728,0.192454,0.004896,0.047041,0.108228,0.032929,0.060737,0.205094,0.014369,0.000512,0.001472,0.000928,0.000384,0.891962
0.399948,0.017536,0.192102,0.005248,0.046882,0.106627,0.029121,0.056705,0.195845,0.014273,0.000960,0.001504,0.000864,0.000416,0.882906
0.421645,0.017664,0.192038,0.005216,0.046945,0.106308,0.033697,0.065666,0.208455,0.014848,0.000512,0.001472,0.001248,0.000384,0.917851
0.396107,0.017601,0.191973,0.005057,0.046977,0.112067,0.039906,0.066306,0.221447,0.016160,0.000544,0.001536,0.001120,0.000384,0.905818
0.395883,0.017537,0.193286,0.005024,0.047073,0.112676,0.030528,0.062018,0.208710,0.015521,0.000736,0.001664,0.001216,0.000384,0.895738
0.395788,0.017665,0.210246,0.005216,0.047041,0.107876,0.039649,0.072482,0.223239,0.014624,0.000512,0.001536,0.001024,0.000416,0.925372
0.400364,0.017697,0.193350,0.004864,0.047905,0.115044,0.032769,0.059809,0.210950,0.015009,0.000672,0.001760,0.001504,0.000416,0.902779
0.396460,0.017665,0.192133,0.004865,0.047137,0.112323,0.033281,0.064322,0.213094,0.015457,0.000736,0.001568,0.001696,0.000352,0.898875
0.395084,0.017473,0.193285,0.004865,0.047329,0.107555,0.039297,0.069826,0.220198,0.015137,0.000736,0.001536,0.001024,0.000384,0.904475
0.396588,0.017472,0.191974,0.004896,0.047041,0.107747,0.033345,0.062434,0.206823,0.015136,0.000544,0.001472,0.001056,0.000384,0.889882
0.395403,0.017505,0.191782,0.004832,0.047009,0.106691,0.033569,0.065282,0.209062,0.016225,0.000480,0.001440,0.000960,0.000352,0.891482
0.394988,0.017536,0.191846,0.004960,0.046978,0.101923,0.033313,0.058018,0.196870,0.016352,0.000480,0.001472,0.001024,0.000384,0.879514
0.400012,0.017760,0.192645,0.005216,0.064354,0.103139,0.033249,0.067426,0.206886,0.014657,0.000480,0.001504,0.001152,0.000320,0.912763
0.397131,0.017505,0.191974,0.005024,0.047105,0.111843,0.029216,0.056258,0.200358,0.017281,0.000736,0.001536,0.000896,0.000384,0.886394
0.397836,0.017696,0.193318,0.004896,0.046977,0.112452,0.033601,0.064738,0.213511,0.014688,0.000512,0.001632,0.001728,0.000384,0.901434
0.395820,0.017536,0.192582,0.004864,0.047169,0.101603,0.034401,0.066370,0.205735,0.019936,0.000928,0.001504,0.001248,0.000384,0.895258
0.409516,0.017505,0.192613,0.005280,0.047202,0.105603,0.032609,0.063298,0.205062,0.016000,0.000512,0.001600,0.001441,0.000448,0.904795
0.397132,0.017536,0.192710,0.004864,0.047137,0.107268,0.030881,0.057793,0.199014,0.014625,0.000736,0.001696,0.001376,0.000416,0.884858
0.401196,0.017761,0.192453,0.004897,0.047009,0.101091,0.037185,0.065058,0.206150,0.014561,0.000544,0.001696,0.001568,0.000384,0.895067
0.395948,0.017441,0.193157,0.005344,0.047074,0.149380,0.033537,0.058978,0.245319,0.017089,0.000832,0.001536,0.001056,0.000384,0.931580
0.395628,0.017537,0.191717,0.005248,0.046914,0.102115,0.033633,0.058562,0.197606,0.016704,0.000704,0.001440,0.001376,0.000320,0.881562
0.395499,0.017696,0.191782,0.004832,0.046977,0.107235,0.039266,0.061537,0.211431,0.021376,0.000512,0.001504,0.001408,0.000352,0.899898
0.395628,0.017664,0.192134,0.004800,0.047073,0.097251,0.028513,0.055778,0.184422,0.021696,0.000544,0.001473,0.000864,0.000320,0.872762
0.418988,0.017633,0.192933,0.004865,0.047553,0.113507,0.039266,0.062241,0.218310,0.015009,0.000512,0.001440,0.001152,0.000384,0.926907
0.396076,0.017728,0.191910,0.005280,0.047009,0.095811,0.028801,0.061058,0.188902,0.015232,0.000480,0.001440,0.000961,0.000384,0.871514
0.400652,0.017601,0.192293,0.004865,0.046913,0.106563,0.032609,0.057410,0.199718,0.015360,0.000512,0.001472,0.001473,0.000384,0.888123
0.396364,0.017504,0.191654,0.004800,0.047234,0.100034,0.032352,0.063073,0.198853,0.016929,0.000736,0.001440,0.000928,0.000352,0.884474
