Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-6],OUT[6],TEE[4-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395820,0.017633,0.191525,0.005280,0.108932,0.102595,0.065058,0.279753,0.000736,0.004480,0.001248,0.000384,0.903611
0.396139,0.017377,0.192006,0.005248,0.110115,0.098371,0.065474,0.277608,0.000800,0.002752,0.001344,0.000416,0.901306
0.436268,0.018144,0.192358,0.004896,0.120227,0.104835,0.067170,0.296073,0.000832,0.002720,0.001376,0.000480,0.961980
0.396140,0.017985,0.192101,0.004993,0.116803,0.098819,0.066370,0.285992,0.000800,0.002880,0.001376,0.000416,0.910875
0.396459,0.017664,0.191910,0.004800,0.099939,0.102691,0.070914,0.278248,0.001056,0.003584,0.001312,0.000384,0.902394
0.396299,0.017697,0.210854,0.005184,0.116292,0.099267,0.066914,0.286473,0.000896,0.002624,0.001184,0.000416,0.930203
0.396204,0.017441,0.191717,0.004833,0.104419,0.100067,0.061089,0.269576,0.000736,0.002176,0.000992,0.000384,0.891195
0.396299,0.018080,0.191206,0.004992,0.109731,0.101891,0.064386,0.279912,0.000800,0.003008,0.001024,0.000320,0.901914
0.396268,0.017569,0.191237,0.004832,0.113188,0.113987,0.080003,0.310954,0.001056,0.005248,0.001056,0.000864,0.935164
0.396460,0.017920,0.191718,0.004928,0.115204,0.097251,0.065890,0.281929,0.000800,0.002464,0.001184,0.000416,0.904763
0.397516,0.017632,0.191238,0.004896,0.114980,0.099171,0.068802,0.287017,0.001024,0.002560,0.001312,0.000416,0.911579
0.396268,0.017760,0.191718,0.004896,0.111939,0.098371,0.064834,0.278600,0.000736,0.002496,0.001216,0.000672,0.903098
0.396523,0.017953,0.233767,0.005344,0.117539,0.106788,0.072290,0.299817,0.000704,0.002368,0.001280,0.000416,0.966108
0.398028,0.017984,0.191366,0.005056,0.112515,0.100643,0.068258,0.285384,0.000768,0.002593,0.001344,0.000416,0.910971
0.396907,0.017728,0.191686,0.005280,0.116067,0.104612,0.064833,0.289032,0.000736,0.002752,0.001280,0.000416,0.912859
0.397803,0.018080,0.191462,0.005024,0.113923,0.100067,0.088067,0.306057,0.001120,0.002528,0.001280,0.000448,0.931387
0.396588,0.017537,0.191269,0.005121,0.110723,0.099427,0.065090,0.278952,0.000800,0.002912,0.001248,0.000416,0.901883
0.396652,0.017856,0.191334,0.004864,0.112867,0.099331,0.065538,0.281128,0.000704,0.003040,0.001249,0.000384,0.904475
0.396108,0.017760,0.191366,0.004928,0.112740,0.108227,0.065570,0.290057,0.000736,0.002336,0.001152,0.000384,0.911515
0.413772,0.017537,0.191397,0.004897,0.116419,0.108579,0.065250,0.293832,0.000768,0.005216,0.001216,0.000416,0.935868
0.396715,0.017568,0.191174,0.004896,0.112803,0.099459,0.068866,0.284392,0.000896,0.003136,0.001249,0.000416,0.907611
0.396396,0.017536,0.191238,0.004896,0.112516,0.097634,0.065217,0.278824,0.000801,0.003136,0.001280,0.000384,0.902043
0.396651,0.017824,0.191494,0.005280,0.121860,0.139492,0.106531,0.372011,0.000704,0.002880,0.001312,0.000384,0.996797
0.397068,0.018112,0.191302,0.005376,0.115588,0.105635,0.067586,0.292297,0.000832,0.002624,0.001248,0.000416,0.915931
0.396587,0.017473,0.191366,0.005312,0.116515,0.100611,0.067938,0.288424,0.000704,0.002752,0.001312,0.000416,0.911770
0.396460,0.017441,0.191621,0.005313,0.110435,0.100739,0.064642,0.278984,0.000736,0.002816,0.001280,0.000416,0.900475
0.413005,0.017440,0.191430,0.005056,0.116740,0.103075,0.070178,0.293385,0.000864,0.003008,0.001216,0.000384,0.933308
0.395756,0.017281,0.191621,0.005281,0.116675,0.098051,0.063554,0.281672,0.000768,0.002176,0.001280,0.000416,0.902043
0.396427,0.017505,0.191430,0.005088,0.116547,0.100003,0.066306,0.286248,0.000896,0.002784,0.001056,0.000288,0.908122
0.395947,0.017313,0.209126,0.005248,0.115940,0.103843,0.064418,0.287561,0.000736,0.003136,0.001312,0.000320,0.927451
0.396428,0.017537,0.191461,0.004993,0.115939,0.094147,0.062274,0.275592,0.000736,0.003072,0.001152,0.000352,0.897659
0.396139,0.017537,0.191302,0.005312,0.111651,0.097219,0.064546,0.276808,0.000704,0.005152,0.001312,0.000384,0.900954
0.395532,0.017280,0.204262,0.005248,0.117156,0.103523,0.066402,0.290665,0.000736,0.002848,0.001152,0.000384,0.925883
0.397356,0.017313,0.192613,0.005248,0.110563,0.097187,0.062530,0.274248,0.000960,0.002464,0.001184,0.000384,0.898939
0.397099,0.018049,0.191622,0.004800,0.115395,0.097219,0.062146,0.278472,0.000800,0.002752,0.001312,0.000416,0.902554
0.396236,0.017760,0.191974,0.005312,0.118244,0.102723,0.064898,0.289193,0.000704,0.002464,0.001216,0.000864,0.912059
0.395947,0.017761,0.209126,0.005504,0.113476,0.101571,0.065762,0.284137,0.000672,0.002752,0.001248,0.000384,0.924667
0.397164,0.017984,0.191846,0.004960,0.113731,0.096067,0.064770,0.277736,0.000672,0.002240,0.001184,0.000640,0.900698
0.395660,0.017888,0.191206,0.004896,0.112548,0.096867,0.062529,0.275080,0.000704,0.002337,0.001056,0.000768,0.895899
0.396396,0.017792,0.191366,0.004896,0.117540,0.102275,0.067266,0.290313,0.001056,0.005152,0.001152,0.000416,0.915163
0.395660,0.017344,0.191494,0.004928,0.116612,0.097826,0.063778,0.281448,0.000800,0.002881,0.001248,0.000416,0.903003
0.396171,0.017505,0.191974,0.005280,0.117891,0.100867,0.064866,0.286728,0.000704,0.002944,0.001185,0.000416,0.909979
0.396844,0.017344,0.191654,0.005248,0.116516,0.102211,0.074818,0.296777,0.001056,0.004256,0.001024,0.000448,0.921275
0.423532,0.017505,0.191878,0.005312,0.115011,0.098595,0.065634,0.283048,0.000896,0.002432,0.001248,0.000416,0.933659
0.397036,0.017824,0.191494,0.005248,0.118756,0.096226,0.063650,0.282152,0.000736,0.002592,0.001313,0.000384,0.905499
0.395852,0.017984,0.191334,0.004800,0.115428,0.097890,0.063362,0.279880,0.000736,0.005057,0.001248,0.000384,0.903899
0.396203,0.017729,0.191366,0.005056,0.117315,0.103811,0.092099,0.316585,0.000736,0.002720,0.001248,0.000416,0.939803
0.396331,0.017441,0.191206,0.004960,0.115011,0.095459,0.063746,0.277256,0.000672,0.002304,0.001216,0.000352,0.898138
0.396363,0.017409,0.191238,0.005056,0.113059,0.099107,0.064802,0.280488,0.000800,0.002304,0.001120,0.000384,0.901626
0.396171,0.017312,0.191302,0.005280,0.111427,0.101827,0.064674,0.281384,0.000736,0.002368,0.001120,0.000384,0.902330
0.413164,0.017665,0.191525,0.004929,0.117123,0.103107,0.065410,0.288936,0.000736,0.002336,0.001248,0.000352,0.927931
0.396555,0.017504,0.191398,0.004928,0.116771,0.104515,0.066402,0.291208,0.000673,0.003136,0.001184,0.000384,0.914171
0.396907,0.017889,0.191430,0.005088,0.115939,0.104739,0.070914,0.294696,0.000672,0.002401,0.000992,0.000640,0.916507
0.400300,0.018305,0.193317,0.004865,0.153476,0.105731,0.066722,0.330217,0.001344,0.003936,0.002177,0.000576,0.965341
0.397676,0.017856,0.192038,0.005312,0.111907,0.101315,0.064898,0.281480,0.000864,0.003681,0.001440,0.000672,0.909019
0.396747,0.017728,0.191942,0.005024,0.105027,0.096131,0.063330,0.268104,0.000704,0.002912,0.001280,0.000416,0.892122
0.396012,0.017792,0.191686,0.004832,0.115843,0.103812,0.069858,0.292585,0.000704,0.002720,0.001184,0.000640,0.914235
0.411404,0.017856,0.191366,0.004832,0.114884,0.096290,0.063874,0.278472,0.000672,0.002369,0.001184,0.000704,0.915707
0.396172,0.017504,0.191430,0.004832,0.117796,0.097059,0.066210,0.284425,0.000704,0.002784,0.001184,0.000352,0.906811
0.397004,0.017857,0.191525,0.004896,0.111300,0.094915,0.061729,0.271560,0.000705,0.005184,0.001248,0.000384,0.896923
0.396428,0.017952,0.192005,0.020865,0.108483,0.103299,0.065890,0.281352,0.000704,0.003008,0.001312,0.000480,0.921403
0.396492,0.017696,0.191814,0.004832,0.117252,0.095299,0.072290,0.288009,0.000992,0.002656,0.001248,0.000352,0.911099
0.397035,0.017888,0.191462,0.004832,0.118179,0.098275,0.064322,0.284008,0.000704,0.005152,0.001344,0.000384,0.909755
0.397612,0.017633,0.193382,0.004832,0.110211,0.096611,0.064514,0.275464,0.000736,0.002464,0.001312,0.000416,0.901979
0.397196,0.017664,0.192294,0.005056,0.116676,0.104163,0.069922,0.294153,0.000832,0.002368,0.001344,0.000608,0.918811
0.396364,0.017824,0.191814,0.005344,0.110211,0.097187,0.064610,0.275400,0.000736,0.003168,0.001344,0.000416,0.899674
0.396940,0.017952,0.191686,0.004960,0.111491,0.101475,0.067458,0.284073,0.000704,0.003040,0.001312,0.000384,0.907931
0.396972,0.017505,0.211270,0.005216,0.113764,0.096418,0.067490,0.281193,0.001024,0.004064,0.001216,0.000352,0.926620
0.396524,0.017504,0.191718,0.004896,0.113604,0.101827,0.065346,0.284041,0.000704,0.002784,0.001312,0.000352,0.906459
0.396780,0.017441,0.191429,0.004800,0.116932,0.102435,0.064834,0.287593,0.000736,0.002304,0.001216,0.000672,0.909595
0.396267,0.017665,0.192486,0.004960,0.117059,0.096867,0.063394,0.281096,0.000704,0.002240,0.001312,0.000384,0.903642
0.397484,0.017888,0.191814,0.004864,0.117924,0.096834,0.067650,0.286281,0.000736,0.002496,0.001216,0.000384,0.910683
0.397099,0.017665,0.191686,0.004832,0.115491,0.103651,0.069442,0.292072,0.000768,0.002688,0.001345,0.000640,0.916443
0.396748,0.017985,0.192197,0.004832,0.118628,0.098595,0.067682,0.288585,0.000672,0.003072,0.001376,0.000608,0.913595
0.398284,0.033761,0.192326,0.005312,0.118435,0.104035,0.078435,0.304425,0.001024,0.002400,0.001344,0.000352,0.946972
0.395852,0.017985,0.192037,0.004864,0.141285,0.098947,0.066177,0.309930,0.000704,0.005088,0.001376,0.000384,0.935100
0.396332,0.017697,0.191749,0.004833,0.116451,0.104931,0.072034,0.296872,0.000736,0.002432,0.001248,0.000384,0.919068
0.396268,0.018016,0.191494,0.005248,0.120836,0.102211,0.095363,0.321962,0.001056,0.003104,0.001344,0.000384,0.946268
0.395916,0.017665,0.192197,0.004897,0.118915,0.102115,0.077379,0.301609,0.000704,0.002400,0.001248,0.000384,0.923612
0.396172,0.017857,0.191397,0.004864,0.111428,0.105027,0.069218,0.288873,0.000736,0.002976,0.001408,0.000416,0.911803
0.396684,0.017665,0.191429,0.004833,0.116323,0.097987,0.069346,0.287176,0.000736,0.002656,0.001248,0.000704,0.910459
0.435565,0.017825,0.191717,0.005088,0.116900,0.100739,0.070050,0.291401,0.000800,0.002496,0.001408,0.000384,0.954684
0.397644,0.017888,0.192294,0.004800,0.117508,0.100195,0.069410,0.291081,0.000800,0.002368,0.001216,0.000416,0.916539
0.396492,0.017856,0.191878,0.004928,0.115171,0.099491,0.076675,0.295017,0.000832,0.002496,0.001312,0.000448,0.918427
0.396459,0.017984,0.191622,0.027649,0.127203,0.104100,0.068290,0.303497,0.001056,0.002848,0.001280,0.000576,0.951132
0.396652,0.017825,0.191685,0.005281,0.109027,0.097923,0.064418,0.274632,0.000704,0.002592,0.001280,0.000864,0.898267
0.396844,0.017728,0.191302,0.005152,0.113859,0.103747,0.070690,0.291721,0.000736,0.002464,0.001216,0.000384,0.914139
0.396363,0.017921,0.191782,0.004864,0.112899,0.097443,0.066786,0.280776,0.000992,0.002624,0.001344,0.000352,0.904058
0.396524,0.017504,0.191430,0.004864,0.114371,0.096771,0.067202,0.281640,0.000672,0.002496,0.001312,0.000672,0.904187
0.396364,0.017313,0.191589,0.004801,0.103843,0.097090,0.071330,0.275560,0.000928,0.002560,0.001216,0.000416,0.897819
0.397067,0.017600,0.191494,0.004864,0.112195,0.096643,0.067010,0.279304,0.000960,0.002624,0.001280,0.000576,0.903226
0.396748,0.017889,0.227782,0.005409,0.116163,0.098915,0.069570,0.288232,0.000992,0.002592,0.001248,0.000608,0.949724
0.396684,0.017761,0.191653,0.005217,0.114403,0.098179,0.068450,0.284776,0.000736,0.002624,0.001216,0.000672,0.908987
0.396428,0.017920,0.191398,0.004864,0.118596,0.103875,0.071074,0.296905,0.000768,0.002784,0.001248,0.000896,0.920923
0.397612,0.017504,0.191462,0.004832,0.115172,0.096354,0.066529,0.282537,0.000992,0.002656,0.001216,0.000384,0.906811
0.396044,0.017376,0.191942,0.004896,0.116292,0.096930,0.066658,0.283432,0.001089,0.002624,0.001344,0.000416,0.906523
0.396044,0.018016,0.191526,0.005056,0.119940,0.102275,0.070466,0.295977,0.000704,0.002432,0.001280,0.000448,0.918715
0.396524,0.017344,0.191590,0.004864,0.113859,0.095555,0.068194,0.281384,0.000736,0.002688,0.001280,0.000576,0.904859
0.414284,0.017536,0.191782,0.004864,0.119171,0.103491,0.070978,0.297289,0.000800,0.002592,0.001248,0.000416,0.938460
0.396011,0.017344,0.191782,0.004832,0.111811,0.105091,0.071619,0.291657,0.000736,0.002624,0.001184,0.000352,0.913499
0.395820,0.017761,0.191845,0.005280,0.117412,0.101827,0.073090,0.295657,0.000768,0.005184,0.001120,0.000608,0.920763
0.395852,0.017952,0.191590,0.005248,0.163173,0.114276,0.070754,0.352427,0.001120,0.003008,0.001152,0.000704,0.976925
0.395948,0.017728,0.191654,0.004896,0.117156,0.106851,0.078914,0.306697,0.000704,0.002464,0.001312,0.000352,0.929595
0.396236,0.017793,0.191781,0.004929,0.121507,0.098595,0.066978,0.290376,0.000704,0.002432,0.001248,0.000608,0.912347
0.396556,0.018016,0.191942,0.004992,0.122980,0.098947,0.068002,0.293321,0.000704,0.002720,0.001312,0.000608,0.917371
0.395308,0.017825,0.191333,0.004864,0.109028,0.099235,0.070914,0.282345,0.000768,0.002272,0.001312,0.000448,0.902939
0.395595,0.017697,0.191269,0.004833,0.117507,0.102371,0.066178,0.289192,0.000800,0.002368,0.001184,0.000416,0.909210
0.396044,0.017856,0.191686,0.005280,0.118084,0.097571,0.074434,0.293161,0.000768,0.002176,0.001312,0.000416,0.914843
0.395468,0.017729,0.207494,0.005184,0.116483,0.097698,0.064962,0.282760,0.001056,0.005089,0.001216,0.000608,0.923612
0.400428,0.018400,0.198150,0.005408,0.159429,0.109411,0.074819,0.347947,0.001152,0.003808,0.003104,0.000576,0.990429
0.397548,0.017825,0.192741,0.005280,0.119172,0.105571,0.068610,0.296809,0.000800,0.003008,0.001216,0.000416,0.922331
0.398060,0.017664,0.191782,0.005472,0.117092,0.142788,0.096067,0.359627,0.000672,0.002912,0.001184,0.000672,0.985021
0.395948,0.017792,0.191622,0.005376,0.115716,0.101571,0.070530,0.291657,0.000832,0.002816,0.001248,0.000576,0.915899
0.396299,0.017792,0.191974,0.005312,0.115939,0.103875,0.065890,0.289192,0.000640,0.002529,0.001248,0.000576,0.911931
0.396012,0.017601,0.191621,0.005344,0.120036,0.096419,0.063426,0.283721,0.000736,0.002688,0.001344,0.000384,0.906779
0.410636,0.017505,0.191781,0.005056,0.120355,0.100803,0.066498,0.291176,0.000832,0.002976,0.001312,0.000416,0.929051
0.395563,0.017472,0.191302,0.005152,0.112547,0.095555,0.061026,0.272744,0.000672,0.002720,0.001152,0.000608,0.893370
0.395020,0.017921,0.191589,0.005280,0.114116,0.096355,0.063490,0.277289,0.000672,0.002368,0.001024,0.000416,0.898075
0.395052,0.017760,0.191462,0.004832,0.137636,0.100227,0.069154,0.311626,0.000704,0.004960,0.001184,0.000576,0.934620
0.394732,0.017344,0.191366,0.004896,0.116515,0.096707,0.063586,0.279944,0.000736,0.003104,0.001184,0.000384,0.899834
0.395212,0.017664,0.191494,0.004896,0.119396,0.102371,0.066210,0.291817,0.000768,0.002656,0.001248,0.000416,0.913883
0.395339,0.018049,0.191526,0.004800,0.111459,0.098531,0.068770,0.282056,0.000704,0.005440,0.001344,0.000384,0.906682
0.395244,0.017376,0.191590,0.004864,0.121092,0.101635,0.068546,0.295017,0.000736,0.002560,0.001344,0.000608,0.917659
0.396300,0.017633,0.191461,0.005312,0.121924,0.102723,0.069666,0.297641,0.000960,0.002464,0.001216,0.000640,0.920700
0.395020,0.017920,0.191334,0.004864,0.118628,0.098051,0.064321,0.284169,0.000768,0.002944,0.001248,0.000416,0.904763
0.395595,0.017793,0.206822,0.005472,0.117860,0.098595,0.062274,0.281673,0.000704,0.002080,0.001152,0.000640,0.918363
0.394475,0.017696,0.191622,0.005312,0.114563,0.103747,0.069954,0.291305,0.000704,0.004608,0.001216,0.000608,0.913755
0.394860,0.018016,0.191430,0.004832,0.110339,0.097187,0.065346,0.275912,0.000704,0.002176,0.001056,0.000480,0.895579
0.395147,0.017568,0.192038,0.004832,0.109635,0.096131,0.064898,0.273960,0.000832,0.002080,0.001248,0.000384,0.894522
0.394668,0.017536,0.191558,0.005312,0.111428,0.098402,0.063745,0.277224,0.000736,0.003393,0.001088,0.000448,0.898971
0.394956,0.017409,0.191557,0.005025,0.118243,0.102115,0.063362,0.287208,0.000768,0.002560,0.001344,0.000640,0.909051
0.395787,0.017536,0.191526,0.004992,0.117091,0.098819,0.066050,0.285768,0.000768,0.002241,0.001120,0.000448,0.907643
0.396620,0.017793,0.209702,0.005184,0.113155,0.095491,0.072770,0.284776,0.000704,0.002785,0.001248,0.000576,0.927068
0.396076,0.018113,0.192677,0.004896,0.112996,0.098307,0.067106,0.281961,0.000704,0.002560,0.001280,0.000576,0.905915
0.394603,0.017889,0.191749,0.004833,0.112323,0.098243,0.063682,0.277416,0.000736,0.002656,0.001376,0.000352,0.897818
0.394635,0.018049,0.192038,0.004832,0.117731,0.098595,0.064066,0.283368,0.000736,0.002624,0.001280,0.000416,0.904026
0.395819,0.017729,0.191398,0.004896,0.121059,0.100483,0.069602,0.294313,0.000736,0.002336,0.001120,0.000512,0.915195
0.395211,0.017921,0.191526,0.004832,0.112483,0.097571,0.068546,0.281672,0.000800,0.002592,0.001216,0.000576,0.902842
0.394827,0.017697,0.191397,0.004832,0.118275,0.096931,0.065058,0.283432,0.000800,0.002272,0.001152,0.000320,0.902842
0.395755,0.017921,0.210086,0.005440,0.113764,0.097123,0.065538,0.279945,0.000736,0.002080,0.001184,0.000416,0.920827
0.395692,0.017825,0.191237,0.004896,0.114180,0.098147,0.067778,0.283369,0.000736,0.002752,0.001248,0.000928,0.905083
0.395500,0.017824,0.191270,0.005248,0.112387,0.111108,0.067234,0.294153,0.000704,0.002560,0.001312,0.000576,0.916219
0.395564,0.017825,0.191333,0.005312,0.115556,0.099779,0.067330,0.285993,0.000736,0.002624,0.001504,0.000576,0.907803
0.396716,0.018016,0.191430,0.005280,0.113604,0.097635,0.072194,0.286633,0.000768,0.002528,0.001184,0.000384,0.910043
0.396044,0.017825,0.191397,0.005313,0.119299,0.102979,0.069218,0.294792,0.000800,0.002400,0.001216,0.000576,0.916731
0.395468,0.017889,0.191461,0.005089,0.116707,0.098243,0.068610,0.287304,0.000672,0.002368,0.001216,0.000416,0.909595
0.412780,0.018049,0.191845,0.005249,0.113859,0.104419,0.066402,0.287816,0.000736,0.002496,0.001248,0.000352,0.926843
0.395147,0.017824,0.191206,0.004896,0.111395,0.094179,0.062722,0.271784,0.000768,0.002336,0.001216,0.000384,0.891674
0.395148,0.017825,0.191397,0.004864,0.107940,0.098338,0.064961,0.274632,0.000672,0.002848,0.001248,0.000320,0.895323
0.395308,0.017824,0.191557,0.004928,0.112804,0.093090,0.062562,0.271496,0.000736,0.002688,0.001217,0.000608,0.913339
0.395532,0.017985,0.191269,0.004960,0.114947,0.097923,0.066146,0.282472,0.000896,0.002592,0.001312,0.000320,0.903771
0.395116,0.017953,0.191461,0.004865,0.111043,0.098723,0.063138,0.275816,0.000704,0.002752,0.001344,0.000384,0.897019
0.395724,0.017793,0.191589,0.004897,0.112035,0.099203,0.067202,0.282088,0.000832,0.002592,0.001184,0.000640,0.903547
0.416332,0.017377,0.191845,0.005056,0.117604,0.103523,0.077090,0.301417,0.000672,0.002592,0.001376,0.000577,0.943804
0.395884,0.017504,0.191526,0.004928,0.120708,0.103139,0.064802,0.291913,0.000704,0.002272,0.001280,0.000576,0.912699
0.395020,0.017344,0.191142,0.004896,0.113059,0.097154,0.063874,0.277416,0.000736,0.002272,0.001184,0.000576,0.896859
0.395436,0.017377,0.191493,0.005281,0.114371,0.108931,0.091459,0.318249,0.000800,0.002592,0.001184,0.000448,0.939420
0.395500,0.017601,0.192005,0.004833,0.107459,0.098723,0.065730,0.275112,0.000672,0.002112,0.001184,0.000384,0.895323
0.395212,0.017248,0.191462,0.004864,0.111204,0.108003,0.065538,0.288009,0.000800,0.002208,0.001248,0.000320,0.907291
0.394668,0.017537,0.191429,0.005153,0.113123,0.098307,0.064162,0.280136,0.000768,0.002304,0.001056,0.000544,0.899771
0.411948,0.017536,0.191750,0.004960,0.120996,0.100579,0.068930,0.293961,0.000672,0.002112,0.001120,0.000608,0.931067
0.395436,0.017441,0.191525,0.005088,0.115588,0.097347,0.068258,0.284393,0.000672,0.002400,0.001440,0.000320,0.904859
0.395500,0.017824,0.191622,0.004864,0.121700,0.096098,0.064130,0.285384,0.000736,0.002400,0.001569,0.000576,0.906715
0.395692,0.017600,0.191590,0.005312,0.120420,0.122787,0.089955,0.336842,0.000800,0.002912,0.001312,0.000512,0.959324
0.395308,0.017760,0.191366,0.005280,0.114147,0.098050,0.065026,0.280392,0.000736,0.002625,0.001376,0.000320,0.901979
0.396011,0.017889,0.191270,0.005312,0.105411,0.094659,0.061314,0.264456,0.000736,0.002208,0.000960,0.000384,0.884122
0.394828,0.017760,0.191174,0.005024,0.115491,0.096739,0.064674,0.280392,0.000640,0.002592,0.001216,0.000544,0.899931
0.408909,0.017632,0.191462,0.005056,0.108515,0.094947,0.062242,0.269224,0.000864,0.002464,0.001056,0.000416,0.902939
0.395244,0.017985,0.191749,0.005376,0.114020,0.095907,0.064258,0.277417,0.000768,0.002432,0.001280,0.000352,0.898427
0.395692,0.017824,0.191526,0.005280,0.113124,0.109443,0.064258,0.290249,0.000768,0.002176,0.001056,0.000320,0.910747
0.395340,0.018016,0.191462,0.005216,0.117956,0.115331,0.104995,0.341706,0.000832,0.002593,0.001312,0.000416,0.963357
0.396204,0.017664,0.191174,0.004896,0.111459,0.099714,0.068450,0.283369,0.000640,0.002592,0.001408,0.000416,0.906267
0.395756,0.017792,0.191622,0.004864,0.114660,0.098755,0.064130,0.281097,0.000704,0.002560,0.001376,0.000640,0.902747
0.397068,0.017985,0.191429,0.005025,0.118595,0.098947,0.064258,0.285224,0.000704,0.002720,0.001344,0.000448,0.908187
0.414764,0.018049,0.191653,0.004929,0.113507,0.097571,0.063330,0.277800,0.000736,0.002496,0.001312,0.000384,0.918235
0.394988,0.017984,0.191398,0.004864,0.110947,0.099075,0.063042,0.276392,0.000704,0.002688,0.001313,0.000384,0.896635
0.395500,0.018080,0.191558,0.004928,0.109443,0.097571,0.063458,0.273864,0.000640,0.002240,0.001280,0.000352,0.894426
0.394891,0.017921,0.191366,0.004896,0.114211,0.113540,0.073762,0.305001,0.000768,0.002528,0.001344,0.000384,0.925275
0.394988,0.017728,0.191494,0.004800,0.116100,0.097187,0.063554,0.280073,0.000672,0.002208,0.001632,0.000384,0.899707
0.395148,0.017856,0.191622,0.004800,0.118628,0.098243,0.065121,0.285288,0.000672,0.002528,0.001696,0.000384,0.905659
0.396748,0.017888,0.191622,0.004800,0.115556,0.099107,0.065954,0.283881,0.000768,0.002656,0.001568,0.000480,0.906523
0.413869,0.017792,0.191494,0.004800,0.122020,0.108611,0.064130,0.298121,0.000832,0.002496,0.001216,0.001120,0.939644
0.395019,0.017953,0.191686,0.004800,0.112835,0.107395,0.069282,0.292616,0.000768,0.002400,0.001344,0.000416,0.913371
0.395627,0.017856,0.192166,0.004800,0.104675,0.095331,0.062786,0.265736,0.000768,0.002528,0.001312,0.000416,0.888218
0.396460,0.017889,0.191813,0.004897,0.128067,0.111876,0.063042,0.306281,0.000736,0.002368,0.001184,0.000384,0.927740
0.396940,0.017985,0.191717,0.004832,0.117284,0.095331,0.060930,0.276649,0.000736,0.002464,0.001312,0.000384,0.899099
0.395596,0.017921,0.191365,0.004832,0.114372,0.094979,0.061761,0.274120,0.000736,0.002401,0.001312,0.000320,0.894555
0.395947,0.017697,0.191461,0.004929,0.114595,0.096355,0.062722,0.276936,0.000768,0.002464,0.001344,0.000640,0.898491
0.415533,0.017952,0.191462,0.004864,0.113187,0.103107,0.064578,0.284008,0.000768,0.002624,0.001345,0.000544,0.925180
0.394891,0.017760,0.191622,0.004832,0.105731,0.096387,0.062530,0.267784,0.000736,0.002144,0.001280,0.000288,0.887258
0.395563,0.017697,0.191622,0.004896,0.114435,0.104483,0.064898,0.287304,0.000704,0.002528,0.001312,0.000384,0.909242
0.396620,0.017505,0.192485,0.004897,0.134980,0.098627,0.065794,0.302985,0.000704,0.002688,0.001120,0.000640,0.926428
0.395180,0.017760,0.191494,0.004896,0.114244,0.096738,0.064449,0.278472,0.000768,0.002368,0.001280,0.000384,0.898555
0.395788,0.017952,0.191462,0.004832,0.110435,0.094563,0.062690,0.271048,0.000768,0.002688,0.001280,0.000608,0.892826
0.394763,0.018017,0.191398,0.005280,0.118659,0.100675,0.064194,0.286824,0.000736,0.002336,0.001280,0.000416,0.906970
0.413516,0.017921,0.191205,0.004929,0.124547,0.096451,0.063970,0.288520,0.000768,0.002496,0.001248,0.000384,0.927931
0.395244,0.017792,0.191974,0.004896,0.117860,0.096706,0.065314,0.282952,0.000672,0.002881,0.001344,0.000640,0.904571
0.395180,0.017825,0.191845,0.005121,0.118435,0.097123,0.063234,0.282120,0.000736,0.002784,0.001280,0.000384,0.903899
0.395307,0.017536,0.210086,0.005248,0.113444,0.103491,0.064290,0.284777,0.000864,0.002720,0.001312,0.000384,0.924731
0.395212,0.017440,0.191494,0.004864,0.132868,0.095555,0.067266,0.298953,0.000736,0.002240,0.000896,0.001152,0.918459
0.394540,0.017825,0.191749,0.004929,0.117123,0.098755,0.065474,0.284744,0.000736,0.002624,0.001184,0.000672,0.904795
0.394892,0.017825,0.192165,0.005345,0.123075,0.098531,0.064578,0.290248,0.000736,0.002976,0.001440,0.000384,0.913499
0.395692,0.017856,0.191686,0.005024,0.112867,0.105252,0.067842,0.289065,0.000800,0.002464,0.001504,0.000544,0.910971
0.396524,0.018017,0.191493,0.004960,0.113412,0.109667,0.065282,0.292233,0.000768,0.002432,0.001216,0.000704,0.914683
0.395755,0.017888,0.191302,0.005024,0.116483,0.098755,0.063010,0.281448,0.000800,0.002912,0.001280,0.000480,0.903386
0.395372,0.017857,0.208966,0.005728,0.116644,0.097826,0.064865,0.282696,0.000736,0.002688,0.001280,0.000576,0.923324
0.396876,0.017824,0.191590,0.005312,0.115428,0.099619,0.065570,0.284393,0.000768,0.002624,0.001248,0.000576,0.907675
0.395371,0.018017,0.191526,0.004960,0.112579,0.098179,0.065794,0.280040,0.000768,0.002400,0.001280,0.000320,0.900346
0.396044,0.017632,0.191398,0.005056,0.105411,0.095235,0.070466,0.274728,0.000704,0.002720,0.001248,0.000576,0.896506
0.395692,0.017345,0.191397,0.004864,0.115012,0.098627,0.066210,0.283017,0.000736,0.002496,0.001280,0.000608,0.903771
0.395500,0.017921,0.191557,0.004897,0.110723,0.102755,0.068930,0.285704,0.000736,0.002560,0.001344,0.000608,0.907547
0.395596,0.017824,0.191590,0.005216,0.121956,0.098659,0.066658,0.290665,0.000640,0.002688,0.001568,0.000448,0.912699
0.395948,0.037089,0.192838,0.004800,0.115363,0.105763,0.072258,0.296648,0.000705,0.002560,0.001312,0.000448,0.939484
0.395148,0.017793,0.192197,0.005344,0.113604,0.098435,0.065058,0.280681,0.000800,0.002464,0.001248,0.000576,0.902587
