Layer[0],Layer[1],TEE[2-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415377,0.017441,0.683579,0.005344,0.049954,0.000864,0.013601,0.000416,0.001472,0.001024,0.000352,1.198032
0.416464,0.017664,0.688028,0.005344,0.066531,0.000896,0.013888,0.000352,0.001664,0.001088,0.000320,1.221521
0.415953,0.017953,0.668186,0.005249,0.048162,0.000832,0.013728,0.000384,0.001472,0.001024,0.000384,1.181647
0.416081,0.017633,0.678331,0.005408,0.047330,0.000832,0.013728,0.000320,0.001409,0.001024,0.000384,1.190992
0.416080,0.017825,0.711132,0.005505,0.048834,0.000832,0.013664,0.000352,0.001728,0.001024,0.000384,1.225904
0.416016,0.017729,0.677019,0.005248,0.048162,0.000864,0.014177,0.000352,0.001952,0.000992,0.000352,1.191471
0.415920,0.017472,0.690396,0.005600,0.049218,0.000800,0.014113,0.000352,0.001504,0.001024,0.000352,1.206928
0.416401,0.017601,0.711484,0.005376,0.048130,0.000800,0.013761,0.000416,0.001472,0.001056,0.000352,1.225553
0.417265,0.017697,0.680635,0.005472,0.049954,0.000896,0.014081,0.000320,0.001600,0.001056,0.000288,1.198032
0.415888,0.017889,0.666907,0.005472,0.048386,0.000864,0.013536,0.000352,0.001505,0.000928,0.000384,1.180847
0.439345,0.017633,0.690331,0.005601,0.048642,0.000800,0.013568,0.000320,0.001472,0.001024,0.000288,1.228656
0.415696,0.017857,0.680475,0.005440,0.048514,0.000832,0.013665,0.000384,0.001408,0.001088,0.000384,1.194543
0.415760,0.017825,0.673947,0.005376,0.047874,0.000832,0.013729,0.000352,0.001504,0.001024,0.000416,1.185967
0.415409,0.017697,0.681147,0.005312,0.048002,0.000768,0.013825,0.000384,0.001472,0.001536,0.000352,1.194480
0.415953,0.017857,0.705212,0.005568,0.048770,0.000928,0.013568,0.000352,0.001505,0.000896,0.000320,1.219601
0.416593,0.017664,0.704092,0.005408,0.048450,0.000896,0.014048,0.000320,0.001472,0.001089,0.000384,1.219377
0.415696,0.017761,0.692444,0.005632,0.048194,0.001120,0.013824,0.000417,0.001728,0.001152,0.000832,1.207824
0.417232,0.017857,0.680859,0.005440,0.048770,0.001056,0.013953,0.000384,0.001568,0.001376,0.000352,1.198415
0.416465,0.017825,0.702204,0.005472,0.049186,0.000832,0.013921,0.000352,0.001504,0.001088,0.000352,1.217969
0.415952,0.017761,0.676347,0.005248,0.048674,0.000800,0.013569,0.000320,0.001568,0.001088,0.000384,1.190480
0.416689,0.017664,0.694076,0.005504,0.048258,0.000864,0.013889,0.000352,0.001600,0.000960,0.000384,1.209808
0.432177,0.017793,0.688475,0.005440,0.048130,0.000800,0.013633,0.000416,0.001440,0.000864,0.000576,1.218704
0.415664,0.017473,0.690523,0.005312,0.048578,0.000864,0.013408,0.000352,0.001376,0.001152,0.000352,1.203888
0.415728,0.017856,0.678139,0.005313,0.047553,0.000929,0.013568,0.000352,0.001408,0.001024,0.000832,1.191407
0.415345,0.017921,0.677883,0.005120,0.049058,0.000800,0.014273,0.000352,0.001504,0.000992,0.000320,1.191728
0.416336,0.017761,0.671931,0.005344,0.048770,0.000832,0.013761,0.000416,0.001504,0.001024,0.000384,1.185775
0.416177,0.017441,0.687899,0.005408,0.048450,0.000864,0.013761,0.000384,0.001504,0.001056,0.000352,1.202384
0.415377,0.017633,0.659994,0.005440,0.050722,0.000768,0.013569,0.000352,0.001408,0.000960,0.000384,1.175279
0.415376,0.017857,0.666939,0.005664,0.048002,0.000768,0.013472,0.000384,0.001473,0.001120,0.000384,1.180175
0.415568,0.017761,0.704668,0.005504,0.048354,0.000832,0.013793,0.000352,0.001472,0.000992,0.000256,1.218480
0.416464,0.017633,0.679995,0.005376,0.049762,0.000800,0.013857,0.000352,0.001504,0.000992,0.000352,1.196335
0.415312,0.017921,0.683675,0.005313,0.048354,0.000832,0.014016,0.000352,0.001568,0.001056,0.000352,1.197199
0.435601,0.017601,0.672923,0.005408,0.049026,0.000800,0.014305,0.000384,0.001696,0.001024,0.000352,1.208336
0.415537,0.017729,0.663930,0.005472,0.048546,0.000896,0.013633,0.000352,0.001472,0.000992,0.000352,1.177455
0.415920,0.017601,0.682491,0.005408,0.048226,0.001056,0.013953,0.000352,0.001440,0.000928,0.000576,1.197103
0.417361,0.017857,0.677883,0.005440,0.048162,0.000864,0.013472,0.000384,0.001376,0.000992,0.000800,1.193776
0.415632,0.017921,0.692604,0.005568,0.047842,0.000800,0.013472,0.000352,0.001473,0.001024,0.000288,1.206768
0.416560,0.017601,0.701020,0.005344,0.048322,0.000864,0.014177,0.000384,0.001536,0.001088,0.000576,1.216464
0.416816,0.017857,0.685851,0.005377,0.047553,0.000833,0.013472,0.000352,0.001440,0.000992,0.000384,1.198639
0.417265,0.017824,0.688892,0.005440,0.048002,0.000832,0.014625,0.000352,0.001760,0.000992,0.000384,1.205008
0.416017,0.017729,0.709436,0.005408,0.049122,0.000832,0.014049,0.000352,0.001472,0.001024,0.000384,1.225329
0.416048,0.017505,0.674267,0.005472,0.048386,0.000960,0.013953,0.000320,0.001408,0.001024,0.000384,1.189007
0.415697,0.017728,0.675323,0.005441,0.048514,0.001024,0.013888,0.000352,0.001696,0.001056,0.000352,1.189903
0.431185,0.017537,0.672826,0.005473,0.048258,0.000576,0.013824,0.000352,0.001440,0.001184,0.000384,1.201967
0.415377,0.017409,0.676059,0.005440,0.047746,0.000832,0.013505,0.000352,0.001504,0.001024,0.000352,1.188592
0.416593,0.017857,0.671482,0.005440,0.048290,0.000768,0.013984,0.000384,0.001504,0.001024,0.000352,1.186416
0.434098,0.018081,0.679451,0.005376,0.048546,0.000832,0.014048,0.000352,0.001409,0.001184,0.000384,1.213137
0.417584,0.017792,0.663419,0.005440,0.049186,0.000800,0.013728,0.000384,0.001536,0.001056,0.000352,1.180591
0.415760,0.017505,0.674459,0.005376,0.052066,0.000800,0.013729,0.000384,0.001472,0.001088,0.000832,1.192431
0.414192,0.017568,0.676795,0.005472,0.048290,0.000928,0.013985,0.000416,0.001664,0.001056,0.000384,1.190159
0.415856,0.017664,0.663771,0.005440,0.048290,0.000800,0.013793,0.000352,0.001440,0.000992,0.000352,1.177263
0.415760,0.017697,0.701692,0.005344,0.048002,0.000832,0.013569,0.000352,0.001440,0.000992,0.000320,1.213840
0.416304,0.017921,0.685307,0.005440,0.049442,0.000833,0.013824,0.000320,0.001408,0.001056,0.000320,1.200271
0.416528,0.017473,0.672347,0.005376,0.049570,0.000544,0.013505,0.000384,0.001504,0.000896,0.000320,1.186831
0.415761,0.017824,0.690108,0.005376,0.047554,0.000800,0.013569,0.000352,0.001408,0.001088,0.000352,1.202768
0.416272,0.017664,0.683451,0.005312,0.047842,0.000800,0.013568,0.000352,0.001440,0.001024,0.000576,1.197103
0.416625,0.017729,0.690363,0.005504,0.049218,0.000800,0.013441,0.000352,0.001472,0.001024,0.000352,1.206448
0.433777,0.017761,0.680315,0.005152,0.048258,0.000864,0.013633,0.000352,0.001504,0.001088,0.000416,1.211920
0.426865,0.017665,0.669691,0.005216,0.048418,0.000832,0.013729,0.000352,0.001408,0.001152,0.000352,1.195120
0.416593,0.017409,0.687483,0.005472,0.048130,0.001056,0.013921,0.000416,0.001632,0.001152,0.000384,1.203248
0.416432,0.017665,0.680955,0.005344,0.049538,0.000800,0.013665,0.000384,0.001472,0.000928,0.000384,1.196495
0.416080,0.017472,0.676091,0.005472,0.048194,0.000800,0.013761,0.000352,0.001376,0.001120,0.000384,1.190255
0.416529,0.017729,0.697084,0.005664,0.049538,0.001088,0.013889,0.000352,0.001440,0.001120,0.000352,1.214129
0.416145,0.017633,0.670106,0.005536,0.048354,0.000832,0.013504,0.000352,0.001408,0.000992,0.000320,1.184015
0.415825,0.017729,0.687643,0.005248,0.048290,0.000832,0.013601,0.000384,0.001504,0.001056,0.000320,1.200944
0.416273,0.017729,0.697915,0.005345,0.049122,0.000864,0.013568,0.000384,0.001504,0.001024,0.000320,1.212432
0.415857,0.017697,0.687131,0.005440,0.047682,0.000800,0.013505,0.000352,0.001440,0.000960,0.000800,1.200752
0.415280,0.017952,0.683067,0.005376,0.048258,0.000800,0.013792,0.000320,0.001440,0.000992,0.000608,1.196399
0.437169,0.017632,0.683419,0.005408,0.047938,0.000928,0.013440,0.000416,0.001472,0.001024,0.000352,1.217424
0.415728,0.017697,0.666811,0.005504,0.050850,0.000832,0.013409,0.000352,0.001472,0.000992,0.000800,1.183951
0.415825,0.017664,0.677211,0.005473,0.048578,0.000832,0.013888,0.000320,0.001440,0.000928,0.000864,1.192527
0.433490,0.017601,0.675002,0.005409,0.048226,0.000832,0.013600,0.000352,0.001408,0.000928,0.000800,1.206640
0.415281,0.017569,0.672602,0.005377,0.048258,0.000832,0.013472,0.000352,0.001440,0.001120,0.000800,1.184239
0.415153,0.017441,0.673594,0.005345,0.066370,0.000832,0.013633,0.000320,0.001472,0.001024,0.000832,1.205520
0.416849,0.017729,0.684859,0.005344,0.048098,0.000800,0.013473,0.000384,0.001376,0.000896,0.000352,1.198448
0.415185,0.017729,0.682331,0.005472,0.048418,0.000832,0.013441,0.000320,0.001408,0.000992,0.000384,1.196592
0.418801,0.017472,0.699068,0.015905,0.050242,0.000832,0.013537,0.000416,0.001440,0.000928,0.000800,1.228497
0.414993,0.017505,0.676155,0.005472,0.047650,0.000800,0.013376,0.000352,0.001376,0.000960,0.000833,1.187472
0.415377,0.017632,0.668827,0.005408,0.047010,0.000576,0.013729,0.000352,0.001376,0.000864,0.000320,1.179439
0.415153,0.017729,0.707932,0.005312,0.047330,0.000640,0.013441,0.000352,0.001472,0.000960,0.000352,1.220017
0.415504,0.017377,0.671355,0.005088,0.047394,0.000608,0.013408,0.000384,0.001409,0.001056,0.000320,1.181231
0.415441,0.017440,0.657403,0.005344,0.047586,0.000640,0.013408,0.000384,0.001440,0.000928,0.000320,1.168366
0.446097,0.017409,0.682267,0.005153,0.047105,0.000608,0.013665,0.000352,0.001472,0.000992,0.000352,1.222928
0.416017,0.017537,0.691227,0.005281,0.047265,0.000576,0.013344,0.000384,0.001408,0.000960,0.000320,1.201904
0.414992,0.017376,0.679931,0.005185,0.047137,0.000576,0.013313,0.000384,0.001504,0.000928,0.000320,1.189615
0.415376,0.017537,0.685371,0.005345,0.047009,0.000608,0.013440,0.000384,0.001472,0.000960,0.000352,1.197263
0.415665,0.017569,0.665530,0.005376,0.047106,0.000768,0.013441,0.000320,0.001408,0.000992,0.000384,1.177583
0.415088,0.017793,0.718813,0.005280,0.047458,0.000832,0.013440,0.000384,0.001505,0.001024,0.000320,1.230641
0.415568,0.017409,0.668795,0.005472,0.047618,0.000800,0.013440,0.000352,0.001408,0.001056,0.000353,1.180367
0.415633,0.017537,0.686459,0.005440,0.047426,0.000864,0.013505,0.000352,0.001408,0.000992,0.000384,1.199792
0.416080,0.017664,0.700252,0.005248,0.047746,0.000800,0.013633,0.000352,0.001504,0.000992,0.000384,1.213040
0.416113,0.017536,0.675547,0.005409,0.048257,0.000801,0.013440,0.000352,0.001472,0.001024,0.000320,1.188591
0.414992,0.017825,0.677851,0.005280,0.048258,0.000768,0.013473,0.000352,0.001504,0.000992,0.000320,1.190479
0.433169,0.017601,0.685499,0.005504,0.048386,0.000864,0.013345,0.000352,0.001504,0.001152,0.000416,1.216976
0.415504,0.017569,0.671067,0.005312,0.048290,0.000832,0.013505,0.000384,0.001472,0.001024,0.000800,1.184559
0.415056,0.017441,0.691067,0.005441,0.050146,0.000864,0.013728,0.000352,0.001376,0.001024,0.000352,1.206160
0.433105,0.017537,0.666202,0.005312,0.048322,0.000768,0.013472,0.000384,0.001504,0.000960,0.000544,1.195631
0.415153,0.017601,0.684603,0.005568,0.048834,0.000928,0.013601,0.000384,0.001504,0.001024,0.000352,1.198448
0.415345,0.017633,0.667482,0.005473,0.048354,0.000832,0.033505,0.000416,0.001472,0.001024,0.000384,1.200976
0.415216,0.017441,0.664187,0.005696,0.048002,0.000832,0.013472,0.000352,0.001472,0.001120,0.000353,1.177679
0.415761,0.017504,0.679932,0.005376,0.047906,0.000832,0.013600,0.000320,0.001440,0.001088,0.000385,1.192112
0.416400,0.017473,0.709564,0.005345,0.048481,0.000832,0.013472,0.000352,0.001408,0.001120,0.000832,1.222992
0.414961,0.017728,0.675162,0.005505,0.047714,0.000832,0.013536,0.000320,0.001472,0.001120,0.000352,1.186223
0.415696,0.017985,0.667643,0.005472,0.048162,0.001152,0.013408,0.000352,0.001440,0.001056,0.000384,1.181679
0.414609,0.017697,0.706108,0.005376,0.048258,0.000832,0.013409,0.000352,0.001408,0.000864,0.000320,1.218641
0.415824,0.017824,0.693788,0.005440,0.050146,0.000800,0.013633,0.000352,0.001472,0.001056,0.000352,1.209296
0.415536,0.017505,0.665979,0.005376,0.048098,0.000864,0.013792,0.000320,0.001440,0.000960,0.000384,1.178639
0.432561,0.017697,0.670619,0.005344,0.050210,0.001152,0.013569,0.000352,0.001504,0.001024,0.000352,1.203184
0.414544,0.017440,0.688348,0.005376,0.048034,0.000960,0.013632,0.000353,0.001408,0.000960,0.000832,1.200336
0.415377,0.017633,0.690331,0.005472,0.048482,0.000832,0.013665,0.000352,0.001504,0.001056,0.000832,1.204272
0.415056,0.017536,0.684283,0.005440,0.048226,0.000832,0.013440,0.000352,0.001536,0.001056,0.000384,1.196560
0.415313,0.017600,0.663547,0.005376,0.049186,0.000832,0.013921,0.000384,0.001536,0.000992,0.000352,1.177519
0.415377,0.017472,0.708701,0.011584,0.049058,0.000896,0.013441,0.000352,0.001408,0.000960,0.000352,1.228817
0.415633,0.017569,0.671802,0.005312,0.048706,0.000896,0.013408,0.000352,0.001440,0.000960,0.000352,1.184784
0.415057,0.017600,0.666395,0.005408,0.047522,0.000800,0.013601,0.000384,0.001408,0.000960,0.000320,1.178095
0.415537,0.017697,0.692379,0.005504,0.048450,0.000928,0.013409,0.000352,0.001440,0.001120,0.000320,1.206896
0.415537,0.017665,0.678651,0.005504,0.048674,0.000832,0.013440,0.000384,0.001441,0.000896,0.000384,1.192016
0.414832,0.017792,0.670427,0.005440,0.049026,0.000832,0.013409,0.000352,0.001440,0.001024,0.000352,1.183599
0.432337,0.017537,0.701148,0.005344,0.048002,0.000864,0.013441,0.000352,0.001472,0.001024,0.000352,1.230257
0.415761,0.017505,0.671354,0.005345,0.047906,0.000800,0.013504,0.000352,0.001504,0.001024,0.000576,1.184623
0.415600,0.017633,0.675707,0.005408,0.048418,0.000576,0.013409,0.000384,0.001536,0.000960,0.000224,1.188847
0.429329,0.017505,0.674811,0.005536,0.050178,0.000832,0.013409,0.000416,0.001440,0.001056,0.000384,1.203952
0.415440,0.017472,0.684604,0.005408,0.048162,0.000768,0.013408,0.000352,0.001472,0.000961,0.000384,1.197168
0.415441,0.017440,0.679099,0.005377,0.048066,0.000832,0.013440,0.000384,0.001440,0.000960,0.000352,1.192239
0.415472,0.017537,0.675579,0.005472,0.050178,0.000832,0.013441,0.000320,0.001504,0.000992,0.000384,1.190127
0.416113,0.017920,0.678715,0.005600,0.049250,0.001088,0.013664,0.000416,0.001504,0.000993,0.000832,1.194608
0.417105,0.017761,0.700220,0.005408,0.048514,0.000864,0.013472,0.000352,0.001472,0.001121,0.000352,1.215441
0.415888,0.018336,0.679899,0.005473,0.049474,0.000800,0.013504,0.000384,0.001536,0.000960,0.000576,1.196367
0.416177,0.017473,0.677659,0.005568,0.048098,0.000832,0.013440,0.000384,0.001537,0.001152,0.000384,1.192688
0.415888,0.017761,0.705724,0.005568,0.048066,0.000768,0.013633,0.000384,0.001472,0.001088,0.000352,1.219568
0.415792,0.017697,0.668475,0.005440,0.048226,0.000832,0.013536,0.000384,0.001504,0.001089,0.000352,1.181999
0.415633,0.017600,0.682171,0.005344,0.048130,0.000800,0.013536,0.000384,0.001568,0.001120,0.000352,1.195568
0.434353,0.017537,0.685339,0.005537,0.047938,0.000960,0.013536,0.000384,0.001504,0.001024,0.000320,1.217040
0.415824,0.017856,0.682395,0.005537,0.048898,0.000864,0.013696,0.000384,0.001504,0.001120,0.000384,1.197936
0.417328,0.017792,0.690140,0.005472,0.048418,0.000864,0.013697,0.000416,0.001568,0.001120,0.000352,1.205776
0.417233,0.017921,0.694395,0.005472,0.048834,0.000864,0.014688,0.000384,0.001792,0.000992,0.000320,1.212657
0.416208,0.017633,0.668795,0.005408,0.048418,0.000832,0.014048,0.000384,0.001505,0.001120,0.000352,1.183663
0.415985,0.017697,0.716924,0.005376,0.048353,0.000832,0.013729,0.000352,0.001824,0.001056,0.000352,1.231249
0.415920,0.017697,0.691644,0.005344,0.049058,0.000800,0.013729,0.000352,0.001472,0.001152,0.000576,1.206864
0.415760,0.017697,0.682011,0.005408,0.048546,0.000864,0.013633,0.000384,0.001504,0.001216,0.000352,1.196399
0.415888,0.033954,0.721276,0.005153,0.048514,0.000800,0.013664,0.000384,0.001472,0.001120,0.000352,1.251281
0.416592,0.017440,0.680603,0.005281,0.049058,0.000768,0.013472,0.000352,0.001536,0.001088,0.000352,1.195535
0.416080,0.017857,0.679067,0.005280,0.048610,0.000928,0.013473,0.000352,0.001536,0.000992,0.000320,1.193807
0.433265,0.017665,0.681179,0.005600,0.049346,0.000832,0.013601,0.000320,0.001504,0.001024,0.000384,1.213584
0.415633,0.017664,0.661243,0.005280,0.048546,0.000832,0.013409,0.000352,0.001472,0.001056,0.000352,1.174831
0.415857,0.017664,0.699004,0.005377,0.063490,0.000832,0.013633,0.000384,0.001504,0.001056,0.000352,1.229009
0.416337,0.017536,0.681468,0.005568,0.047938,0.000800,0.013600,0.000352,0.001536,0.001024,0.000384,1.195248
0.416401,0.017729,0.689243,0.005536,0.048290,0.000864,0.013473,0.000320,0.001536,0.000992,0.000320,1.203824
0.415536,0.017505,0.720253,0.005472,0.048802,0.001056,0.013696,0.000384,0.001569,0.001120,0.000608,1.236466
0.415697,0.017440,0.685435,0.005408,0.048322,0.000864,0.013697,0.000384,0.001568,0.001056,0.000608,1.199248
0.415665,0.017697,0.674811,0.005376,0.048226,0.000864,0.014016,0.000352,0.001537,0.001024,0.000608,1.189040
0.445010,0.017601,0.666170,0.005313,0.047906,0.000928,0.013472,0.000320,0.001440,0.001024,0.000832,1.208880
0.415536,0.017505,0.681851,0.005408,0.048034,0.000832,0.013985,0.000352,0.001728,0.000992,0.000352,1.195375
0.416049,0.017473,0.701852,0.005568,0.048354,0.000864,0.013728,0.000352,0.001728,0.000992,0.000320,1.216369
0.415440,0.017537,0.668411,0.005440,0.048450,0.000832,0.013953,0.000384,0.001760,0.000960,0.000352,1.183119
0.415665,0.017505,0.680123,0.005536,0.048514,0.000896,0.013569,0.000352,0.001536,0.000992,0.000800,1.194224
0.415505,0.017825,0.758238,0.005440,0.048162,0.000832,0.014049,0.000384,0.001504,0.000960,0.000352,1.272243
0.416401,0.017760,0.685116,0.005312,0.047682,0.000832,0.013505,0.000352,0.001536,0.000992,0.000320,1.198352
0.415665,0.018400,0.672699,0.005440,0.048065,0.000864,0.013729,0.000384,0.001536,0.001088,0.000416,1.187791
0.416112,0.017760,0.725949,0.005856,0.048162,0.000832,0.013665,0.000384,0.001408,0.001024,0.000288,1.240753
0.415569,0.017825,0.684347,0.005408,0.048098,0.000864,0.013601,0.000352,0.001568,0.001120,0.000352,1.197520
0.415664,0.017633,0.672507,0.005472,0.048066,0.000864,0.013760,0.000352,0.001505,0.001216,0.000384,1.186512
0.435505,0.017537,0.682523,0.005248,0.048322,0.000864,0.014113,0.000352,0.001504,0.000960,0.000384,1.216272
0.416048,0.017856,0.661755,0.005312,0.047586,0.000608,0.013504,0.000352,0.001600,0.001089,0.000352,1.174159
0.415729,0.017377,0.685595,0.005408,0.047490,0.000608,0.013569,0.000384,0.001472,0.001120,0.000832,1.198704
0.415825,0.017440,0.663674,0.005472,0.047490,0.000576,0.013889,0.000352,0.001696,0.000896,0.000352,1.175823
0.416113,0.017761,0.663674,0.005248,0.047106,0.000576,0.013473,0.000384,0.001504,0.001024,0.000384,1.174991
0.415792,0.017473,0.723101,0.005536,0.047778,0.000832,0.013633,0.000352,0.001536,0.001024,0.000608,1.237233
0.416049,0.017696,0.684924,0.005440,0.049186,0.000800,0.013569,0.000320,0.001568,0.001056,0.000576,1.201040
0.416049,0.017568,0.669403,0.005408,0.048418,0.000800,0.013633,0.000352,0.001568,0.001088,0.000576,1.183983
0.415665,0.017633,0.700700,0.005472,0.048994,0.000800,0.013664,0.000352,0.001504,0.001024,0.000544,1.215025
0.416496,0.017632,0.672347,0.005344,0.048834,0.000800,0.013697,0.000352,0.001536,0.001056,0.000608,1.187375
0.416529,0.017729,0.666970,0.005377,0.048545,0.000801,0.013504,0.000352,0.001664,0.001024,0.000352,1.181615
0.434162,0.017793,0.679483,0.005280,0.047650,0.000800,0.013504,0.000352,0.001568,0.001025,0.000352,1.211377
0.416272,0.017665,0.687387,0.005473,0.047970,0.000832,0.013536,0.000384,0.001440,0.001088,0.000832,1.202927
0.416560,0.017696,0.684092,0.011776,0.049314,0.000800,0.013633,0.000352,0.001536,0.001120,0.000320,1.206448
0.415857,0.017441,0.676827,0.005376,0.049058,0.000768,0.013601,0.000352,0.001504,0.000960,0.000832,1.190640
0.416081,0.017409,0.682843,0.005120,0.049634,0.000576,0.013569,0.000352,0.001536,0.000960,0.000320,1.197072
0.415889,0.017377,0.713148,0.005248,0.047810,0.000768,0.013537,0.000352,0.001504,0.001056,0.000352,1.225905
0.416113,0.017377,0.674459,0.005440,0.047906,0.000608,0.013792,0.000320,0.001441,0.000992,0.000384,1.187088
0.416817,0.017504,0.677467,0.005121,0.047553,0.000577,0.013504,0.000384,0.001504,0.000896,0.000352,1.189807
0.415920,0.017345,0.695516,0.005216,0.047426,0.000576,0.013440,0.000352,0.001408,0.000992,0.000352,1.206448
0.415920,0.017505,0.669659,0.005312,0.047650,0.000800,0.013441,0.000320,0.001504,0.000992,0.000384,1.182671
0.416593,0.017473,0.682651,0.005408,0.047906,0.000896,0.013537,0.000352,0.001408,0.001120,0.000384,1.196944
0.432593,0.021089,0.682683,0.005632,0.048578,0.000864,0.013569,0.000320,0.001824,0.000928,0.000384,1.218320
0.417296,0.017633,0.682139,0.005377,0.048162,0.000832,0.014016,0.000352,0.001376,0.000992,0.000320,1.197487
0.415696,0.017472,0.690140,0.005376,0.048002,0.000896,0.013505,0.000352,0.001472,0.000992,0.000384,1.203120
0.435890,0.017665,0.677690,0.005440,0.048130,0.000864,0.013408,0.000352,0.001440,0.001024,0.000832,1.212369
0.415856,0.018305,0.687836,0.005728,0.048354,0.000832,0.014112,0.000352,0.001441,0.000992,0.000352,1.203632
0.416497,0.017665,0.684731,0.005568,0.067427,0.001344,0.013857,0.000384,0.001440,0.001120,0.000320,1.219665
0.415920,0.017633,0.682075,0.005376,0.049346,0.000800,0.013409,0.000352,0.001472,0.000992,0.000352,1.194927
0.415792,0.017441,0.687707,0.005377,0.050722,0.000864,0.013440,0.000352,0.001472,0.000992,0.000384,1.202960
0.415409,0.018112,0.700508,0.005473,0.048417,0.000832,0.013600,0.000352,0.001408,0.000960,0.000256,1.214320
0.415408,0.017633,0.675451,0.005440,0.049858,0.000832,0.013569,0.000320,0.001504,0.001088,0.000352,1.190287
0.415825,0.017729,0.686427,0.005408,0.052642,0.000832,0.013473,0.000320,0.001440,0.001088,0.000800,1.205296
0.415505,0.017697,0.696892,0.005472,0.048546,0.000832,0.013440,0.000352,0.001376,0.001057,0.000352,1.209553
0.415984,0.017569,0.674011,0.005376,0.047874,0.000864,0.013440,0.000320,0.001472,0.000992,0.000320,1.186063
0.415377,0.017793,0.679291,0.005344,0.048322,0.000832,0.013504,0.000352,0.001472,0.000928,0.000416,1.192208
0.430321,0.017601,0.680731,0.005568,0.048961,0.000769,0.013728,0.000352,0.001376,0.000800,0.000256,1.210160
0.415761,0.017665,0.689051,0.005376,0.048674,0.000768,0.013409,0.000352,0.001472,0.001088,0.000608,1.202864
0.416145,0.017601,0.669690,0.005472,0.048450,0.000800,0.013537,0.000320,0.001440,0.001056,0.000384,1.183503
0.416496,0.017537,0.679995,0.005376,0.048258,0.000800,0.013729,0.000320,0.001440,0.001056,0.000608,1.194447
0.415409,0.017473,0.687515,0.005472,0.047906,0.000800,0.013601,0.000352,0.001504,0.000992,0.000576,1.200592
0.415409,0.017569,0.691035,0.005440,0.050082,0.000544,0.013472,0.000352,0.001504,0.000992,0.000384,1.205584
0.416017,0.017697,0.682779,0.005280,0.048162,0.000800,0.013697,0.000384,0.001408,0.000960,0.000352,1.197104
0.415569,0.017664,0.683004,0.005280,0.050146,0.000800,0.013728,0.000321,0.001440,0.000928,0.000352,1.197776
0.415696,0.017760,0.714493,0.005472,0.048258,0.000864,0.013664,0.000352,0.001504,0.001056,0.000320,1.228209
0.415792,0.017633,0.690683,0.005472,0.048194,0.000800,0.013600,0.000384,0.001440,0.001024,0.000576,1.204655
0.415408,0.017569,0.673371,0.005376,0.047906,0.000768,0.013696,0.000320,0.001472,0.000992,0.000576,1.186223
0.432241,0.017505,0.659610,0.005408,0.049186,0.000800,0.013761,0.000352,0.001376,0.000960,0.000384,1.190383
0.415536,0.017761,0.676475,0.005504,0.048258,0.000800,0.013633,0.000384,0.001472,0.001056,0.000800,1.190159
0.415729,0.017729,0.677627,0.005440,0.048354,0.000896,0.013504,0.000352,0.001473,0.001088,0.000352,1.191696
0.416241,0.017409,0.689531,0.005281,0.048002,0.000832,0.013472,0.000352,0.001408,0.001024,0.000320,1.202992
0.416081,0.017441,0.682555,0.005376,0.048226,0.000800,0.013729,0.000352,0.001440,0.001056,0.000608,1.197328
0.415569,0.017793,0.692219,0.005377,0.048770,0.000864,0.013664,0.000384,0.001440,0.000992,0.000832,1.207536
0.414833,0.017441,0.673658,0.005408,0.047874,0.000864,0.013600,0.000320,0.001440,0.000928,0.000832,1.186032
0.415664,0.017729,0.682907,0.005345,0.048353,0.000801,0.013504,0.000384,0.001440,0.000896,0.000320,1.195855
0.415761,0.017601,0.703644,0.005696,0.048450,0.000800,0.013697,0.000384,0.001440,0.001056,0.000800,1.217969
0.415088,0.017729,0.679451,0.005344,0.047906,0.000896,0.013441,0.000352,0.001408,0.000928,0.000320,1.191759
0.415537,0.017537,0.687675,0.005248,0.048002,0.000768,0.013505,0.000384,0.001376,0.000992,0.000384,1.200368
0.445362,0.017856,0.686108,0.005408,0.048354,0.000800,0.013408,0.000321,0.001408,0.001024,0.000352,1.229297
0.415568,0.017729,0.670459,0.005216,0.048226,0.000800,0.013824,0.000353,0.001408,0.000992,0.000608,1.183727
0.416176,0.017504,0.676315,0.005248,0.047394,0.000800,0.013409,0.000352,0.001504,0.001088,0.000352,1.188367
0.433809,0.017953,0.704572,0.005344,0.050370,0.000864,0.013600,0.000352,0.001536,0.001024,0.000384,1.239089
0.415632,0.017697,0.678299,0.005440,0.048194,0.000832,0.013377,0.000320,0.001472,0.001056,0.000352,1.192143
0.415665,0.017441,0.682715,0.005568,0.064963,0.000928,0.013472,0.000416,0.001472,0.001024,0.000448,1.213552
0.415600,0.017472,0.668763,0.005600,0.048066,0.000800,0.013441,0.000352,0.001472,0.000928,0.000352,1.181359
0.415953,0.017569,0.675098,0.005473,0.048770,0.000832,0.013408,0.000352,0.001472,0.001056,0.000352,1.190063
0.416177,0.017473,0.708604,0.005408,0.048514,0.000800,0.013441,0.000320,0.001440,0.001024,0.000384,1.222641
0.415792,0.017473,0.675259,0.005248,0.047554,0.000800,0.013665,0.000288,0.001504,0.001056,0.000352,1.187279
0.415248,0.017761,0.671771,0.005312,0.048290,0.000768,0.013376,0.000352,0.001472,0.001056,0.000384,1.184335
0.416017,0.017537,0.696411,0.005345,0.048162,0.000864,0.013504,0.000320,0.001536,0.001088,0.000384,1.209968
