Layer[0],Layer[1],TEE[2-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415376,0.017600,0.675963,0.005376,0.047106,0.000832,0.013409,0.000352,0.001504,0.000928,0.000352,1.187823
0.431217,0.017537,0.682523,0.005185,0.046945,0.000832,0.013569,0.000384,0.001472,0.000960,0.000384,1.209392
0.414800,0.017377,0.670939,0.005248,0.047522,0.000768,0.013472,0.000320,0.001472,0.001024,0.000384,1.181039
0.415280,0.017473,0.682107,0.005120,0.046914,0.000864,0.013473,0.000384,0.001376,0.000928,0.000352,1.191887
0.431825,0.017280,0.670810,0.005280,0.047138,0.000800,0.013409,0.000352,0.001408,0.001056,0.000384,1.197807
0.415376,0.017665,0.672411,0.005312,0.047074,0.000832,0.013441,0.000384,0.001440,0.000896,0.000352,1.183119
0.416624,0.017729,0.686459,0.005409,0.047201,0.000865,0.013408,0.000352,0.001376,0.001088,0.000352,1.200911
0.415185,0.017632,0.675931,0.005313,0.047009,0.000800,0.013505,0.000352,0.001440,0.001056,0.000384,1.187407
0.415473,0.017632,0.654426,0.005152,0.047266,0.000768,0.013408,0.000352,0.001440,0.001056,0.000384,1.165326
0.415281,0.017568,0.697916,0.005152,0.047298,0.000800,0.013377,0.000384,0.001440,0.000928,0.000352,1.207408
0.415441,0.017633,0.662810,0.005312,0.047138,0.000832,0.013441,0.000352,0.001472,0.001088,0.000832,1.175151
0.415696,0.017665,0.660698,0.005153,0.047330,0.000864,0.013408,0.000352,0.001376,0.001216,0.000800,1.171662
0.415280,0.017440,0.700476,0.005344,0.047298,0.000832,0.013441,0.000352,0.001408,0.001024,0.000832,1.211984
0.415665,0.017569,0.675515,0.005184,0.048418,0.000800,0.013440,0.000384,0.001440,0.001024,0.000800,1.188336
0.415601,0.017473,0.669050,0.005120,0.047170,0.000832,0.013409,0.000384,0.001376,0.001088,0.000800,1.180847
0.415408,0.017313,0.687803,0.005249,0.047298,0.000736,0.013408,0.000352,0.001504,0.001024,0.000320,1.197839
0.415697,0.017505,0.678075,0.005376,0.047458,0.000800,0.013568,0.000320,0.001440,0.000832,0.000352,1.190000
0.415376,0.017377,0.674779,0.005376,0.047170,0.000800,0.013345,0.000352,0.001408,0.000960,0.000352,1.185999
0.432690,0.017632,0.680123,0.005312,0.046978,0.000832,0.013376,0.000352,0.001440,0.000928,0.000320,1.208144
0.414992,0.017953,0.680731,0.005248,0.046914,0.000832,0.013345,0.000384,0.001472,0.000928,0.000320,1.190031
0.415089,0.017408,0.678427,0.005409,0.047106,0.000800,0.013440,0.000352,0.001536,0.000928,0.000800,1.191055
0.415601,0.017504,0.675291,0.005344,0.046978,0.000800,0.013473,0.000384,0.001504,0.000928,0.000608,1.185967
0.415824,0.017280,0.664315,0.005312,0.046978,0.000832,0.013472,0.000384,0.001472,0.000992,0.000800,1.175407
0.415377,0.017344,0.690940,0.005248,0.047330,0.000608,0.013377,0.000352,0.001376,0.001024,0.000832,1.201840
0.414833,0.017696,0.673307,0.005152,0.047330,0.000608,0.013441,0.000352,0.001472,0.000992,0.000320,1.183695
0.415313,0.017409,0.686331,0.005184,0.047106,0.000576,0.013601,0.000352,0.001440,0.000960,0.000832,1.198256
0.415441,0.017441,0.701020,0.005088,0.047682,0.000832,0.013440,0.000352,0.001441,0.001056,0.000384,1.213745
0.415536,0.017696,0.669499,0.005088,0.047266,0.000896,0.013409,0.000416,0.001504,0.001120,0.000384,1.181903
0.415185,0.017281,0.676794,0.005120,0.047010,0.000832,0.013376,0.000416,0.001472,0.001024,0.000384,1.186767
0.415280,0.017473,0.711964,0.005185,0.047041,0.000736,0.013345,0.000384,0.001472,0.000928,0.000384,1.221488
0.416304,0.017761,0.689403,0.005409,0.047265,0.000864,0.013857,0.000416,0.001472,0.000992,0.000352,1.201359
0.416369,0.017601,0.671642,0.005280,0.049858,0.000833,0.013632,0.000384,0.001376,0.001088,0.000384,1.186255
0.443666,0.017696,0.674043,0.005216,0.047266,0.000832,0.013409,0.000352,0.001344,0.000928,0.000320,1.212912
0.414960,0.017440,0.676859,0.005248,0.047042,0.000832,0.013345,0.000352,0.001440,0.000864,0.000384,1.186863
0.415409,0.017409,0.679675,0.005280,0.047426,0.000800,0.013408,0.000352,0.001440,0.001024,0.000384,1.190480
0.415185,0.017409,0.669658,0.005472,0.047426,0.000800,0.013441,0.000352,0.001408,0.001120,0.000384,1.181359
0.415344,0.017665,0.678203,0.005344,0.047042,0.000832,0.013473,0.000384,0.001440,0.000960,0.000320,1.189583
0.415312,0.017536,0.712349,0.005408,0.047170,0.000832,0.013824,0.000384,0.001440,0.001024,0.000384,1.225265
0.416688,0.017632,0.673147,0.005472,0.048226,0.000832,0.013377,0.000352,0.001472,0.000992,0.000320,1.187119
0.415728,0.017665,0.677883,0.005472,0.048930,0.000832,0.013441,0.000352,0.001472,0.001088,0.000320,1.192527
0.415376,0.017473,0.699452,0.005376,0.048322,0.000864,0.013633,0.000384,0.001344,0.000960,0.000608,1.213232
0.415153,0.017697,0.683355,0.005344,0.048258,0.000864,0.014017,0.000384,0.001440,0.001024,0.000832,1.197552
0.415921,0.017409,0.679579,0.005376,0.048354,0.000864,0.013665,0.000320,0.001440,0.000992,0.000320,1.193200
0.431569,0.017696,0.709788,0.005377,0.047970,0.000832,0.013440,0.000320,0.001408,0.001024,0.000384,1.238193
0.415696,0.017537,0.668411,0.005440,0.048610,0.000768,0.013408,0.000352,0.001408,0.000992,0.000353,1.180623
0.415824,0.017249,0.662715,0.005248,0.048450,0.000544,0.013440,0.000320,0.001440,0.000928,0.000320,1.174351
0.415249,0.017665,0.670810,0.005313,0.047361,0.000832,0.013825,0.000320,0.001408,0.001088,0.000320,1.183599
0.415856,0.017600,0.675867,0.005472,0.047522,0.000608,0.013505,0.000384,0.001472,0.000960,0.000320,1.188047
0.415440,0.017729,0.663930,0.020801,0.049698,0.000576,0.013409,0.000352,0.001440,0.001120,0.000352,1.193040
0.415440,0.017537,0.679291,0.005504,0.047618,0.000608,0.013409,0.000352,0.001344,0.000960,0.000352,1.190383
0.415473,0.017441,0.673627,0.005472,0.047970,0.000800,0.013632,0.000384,0.001472,0.000960,0.000800,1.187120
0.415857,0.017345,0.704892,0.006016,0.048322,0.000832,0.013408,0.000352,0.001377,0.000992,0.000352,1.219345
0.415856,0.017281,0.656314,0.005248,0.047266,0.000800,0.013377,0.000320,0.001408,0.000896,0.000352,1.166670
0.416080,0.017153,0.673147,0.005344,0.047202,0.000800,0.013377,0.000288,0.001344,0.001088,0.000608,1.182863
0.416112,0.017505,0.690812,0.005376,0.047554,0.000608,0.013312,0.000384,0.001408,0.001024,0.000352,1.202831
0.415408,0.017601,0.666394,0.005344,0.047106,0.000576,0.013792,0.000384,0.001472,0.001024,0.000352,1.177006
0.415857,0.017824,0.675483,0.005312,0.047266,0.000768,0.013441,0.000352,0.001472,0.000928,0.000384,1.187919
0.432753,0.017505,0.678683,0.005504,0.047810,0.000544,0.013344,0.000384,0.001408,0.000993,0.000352,1.208016
0.414896,0.017217,0.676699,0.005376,0.047778,0.000576,0.013409,0.000352,0.001408,0.001056,0.000800,1.187407
0.415441,0.017440,0.677659,0.005377,0.047202,0.000576,0.013408,0.000352,0.001440,0.001024,0.000352,1.189423
0.415921,0.017600,0.682268,0.005312,0.047842,0.000800,0.013376,0.000352,0.001408,0.000992,0.000320,1.194672
0.415792,0.017697,0.670171,0.005312,0.047138,0.000544,0.013408,0.000352,0.001440,0.000961,0.000352,1.181583
0.416048,0.017281,0.693212,0.005408,0.049058,0.000576,0.013440,0.000352,0.001409,0.001024,0.000832,1.206512
0.415696,0.017761,0.682171,0.005344,0.047297,0.000576,0.013441,0.000352,0.001440,0.000960,0.000576,1.194639
0.415985,0.017569,0.659706,0.005312,0.047362,0.000576,0.013441,0.000352,0.001472,0.001024,0.000352,1.171375
0.415761,0.018176,0.702204,0.005409,0.047169,0.000801,0.013856,0.000320,0.001440,0.000960,0.000384,1.215312
0.415760,0.017697,0.651610,0.005376,0.050274,0.000544,0.013569,0.000352,0.001440,0.000960,0.000352,1.166030
0.415857,0.017441,0.670138,0.005472,0.047426,0.000608,0.013857,0.000320,0.001568,0.001024,0.000320,1.182447
0.415857,0.017824,0.694268,0.005376,0.047842,0.000480,0.013665,0.000320,0.001472,0.000960,0.000352,1.206928
0.415697,0.017248,0.686364,0.005472,0.048514,0.000832,0.014048,0.000352,0.001441,0.000992,0.000864,1.200432
0.416273,0.017760,0.687260,0.005472,0.047426,0.000768,0.013920,0.000352,0.001505,0.000992,0.000832,1.200720
0.431761,0.017697,0.701820,0.005376,0.047074,0.000576,0.013952,0.000320,0.001536,0.000865,0.000288,1.229617
0.415313,0.017761,0.661242,0.005504,0.047362,0.000576,0.013409,0.000352,0.001408,0.000928,0.000320,1.172047
0.416464,0.017665,0.662394,0.005441,0.051010,0.000576,0.013536,0.000352,0.001408,0.000928,0.000320,1.178670
0.415792,0.017600,0.684347,0.005728,0.047138,0.000768,0.013696,0.000320,0.001408,0.001152,0.000384,1.197391
0.415281,0.017601,0.666362,0.005408,0.049154,0.000832,0.013473,0.000352,0.001408,0.000960,0.000352,1.179823
0.415569,0.017440,0.667803,0.005536,0.047554,0.000608,0.013665,0.000320,0.001376,0.001024,0.000352,1.180111
0.415696,0.017857,0.674395,0.005120,0.047170,0.000608,0.014145,0.000384,0.001440,0.001024,0.000320,1.187023
0.416144,0.017569,0.671227,0.005280,0.047298,0.000576,0.013760,0.000352,0.001409,0.000960,0.000320,1.182639
0.415792,0.017793,0.704892,0.005696,0.047810,0.000768,0.013761,0.000352,0.001440,0.001056,0.000352,1.218928
0.415760,0.017313,0.681979,0.005345,0.047425,0.000576,0.014017,0.000352,0.001568,0.001216,0.000320,1.194703
0.415760,0.017505,0.680507,0.005344,0.048098,0.000576,0.013793,0.000352,0.001472,0.000992,0.000320,1.192879
0.415600,0.017825,0.676987,0.005216,0.047394,0.000576,0.013601,0.000320,0.001440,0.001024,0.000384,1.188399
0.415696,0.017345,0.661274,0.005217,0.047138,0.000544,0.013600,0.000320,0.001408,0.000896,0.000352,1.171950
0.415729,0.017345,0.676251,0.005216,0.047106,0.000576,0.013664,0.000384,0.001440,0.000992,0.000384,1.186863
0.432049,0.017600,0.687708,0.005440,0.047042,0.000864,0.013793,0.000352,0.001472,0.000960,0.000352,1.218641
0.416848,0.017728,0.664763,0.005440,0.048034,0.000928,0.013729,0.000352,0.001632,0.000960,0.000352,1.179471
0.415792,0.017761,0.677179,0.005408,0.048034,0.000928,0.014145,0.000352,0.001408,0.001056,0.000352,1.191151
0.415568,0.017665,0.679131,0.005344,0.048418,0.000896,0.013473,0.000352,0.001504,0.001024,0.000320,1.192655
0.417745,0.017825,0.685499,0.005472,0.047778,0.001088,0.014017,0.000384,0.001408,0.001056,0.000352,1.202160
0.416401,0.018049,0.712764,0.005408,0.047554,0.001120,0.014113,0.000320,0.001440,0.001184,0.000384,1.227857
0.416048,0.017857,0.681083,0.005409,0.048417,0.000801,0.013696,0.000352,0.001440,0.001024,0.000352,1.194575
0.415761,0.017505,0.673210,0.005441,0.048642,0.000768,0.013600,0.000352,0.001600,0.000992,0.000352,1.186767
0.417520,0.018049,0.737757,0.005793,0.049026,0.001184,0.014464,0.000352,0.001696,0.001280,0.000352,1.257745
0.415825,0.017761,0.691227,0.005376,0.048642,0.000864,0.013985,0.000384,0.001920,0.001216,0.000608,1.206544
0.415537,0.017728,0.697467,0.005408,0.048066,0.001088,0.013569,0.000384,0.001536,0.000992,0.000320,1.210992
0.431921,0.017601,0.693915,0.005505,0.048066,0.000896,0.013760,0.000384,0.001536,0.001088,0.000416,1.223856
0.415632,0.017697,0.677083,0.005344,0.048866,0.000832,0.013761,0.000352,0.001536,0.001056,0.000352,1.191599
0.417233,0.018049,0.686011,0.005696,0.048546,0.000896,0.013889,0.000352,0.001568,0.001216,0.000384,1.202096
0.418256,0.017377,0.673947,0.005536,0.048706,0.000832,0.013569,0.000352,0.001536,0.001056,0.000384,1.191887
0.416560,0.017697,0.682363,0.005344,0.048834,0.000832,0.013761,0.000352,0.001536,0.001184,0.000384,1.197711
0.415729,0.017505,0.729917,0.005440,0.048738,0.000928,0.013953,0.000320,0.001504,0.001056,0.000608,1.244850
0.415825,0.017569,0.684955,0.005344,0.048578,0.000896,0.013825,0.000384,0.001440,0.001120,0.000384,1.199088
0.415856,0.017665,0.676347,0.005408,0.048546,0.001056,0.014081,0.000384,0.001472,0.001056,0.000608,1.191567
0.416049,0.017825,0.691771,0.005537,0.048769,0.000864,0.013824,0.000384,0.001472,0.001088,0.000352,1.207568
0.416241,0.017825,0.682107,0.005408,0.048098,0.000896,0.013888,0.000352,0.001921,0.001056,0.000352,1.197072
0.416913,0.017697,0.684155,0.005408,0.048994,0.000864,0.013569,0.000384,0.001504,0.001056,0.000384,1.200080
0.429554,0.017728,0.680667,0.005409,0.048354,0.000896,0.013792,0.000352,0.001728,0.001056,0.000352,1.209040
0.415921,0.017600,0.690524,0.005344,0.048162,0.000832,0.013857,0.000384,0.001536,0.001088,0.000320,1.204816
0.416112,0.017697,0.712284,0.005537,0.048353,0.000897,0.013728,0.000352,0.001504,0.001216,0.000384,1.228240
0.416785,0.017760,0.684444,0.005472,0.048738,0.001088,0.014176,0.000384,0.001729,0.001088,0.000384,1.201584
0.415921,0.017504,0.673403,0.005440,0.048418,0.001088,0.014273,0.000320,0.001536,0.001024,0.000352,1.188239
0.417072,0.017633,0.703420,0.005376,0.048482,0.000832,0.013697,0.000352,0.001568,0.001088,0.000288,1.218736
0.415792,0.017632,0.661114,0.005376,0.048738,0.000832,0.013568,0.000352,0.001536,0.001088,0.000320,1.174959
0.415569,0.017505,0.679355,0.005568,0.048482,0.001120,0.013568,0.000416,0.001537,0.001152,0.000352,1.193904
0.434417,0.017729,0.687291,0.005408,0.048354,0.000896,0.013440,0.000416,0.001536,0.001120,0.000352,1.220561
0.415824,0.017377,0.688539,0.005472,0.048802,0.000832,0.013536,0.000352,0.001568,0.001184,0.000321,1.202448
0.415600,0.017537,0.683035,0.005440,0.048802,0.001088,0.013473,0.000352,0.001504,0.001088,0.000352,1.197007
0.416209,0.017504,0.668891,0.005440,0.048162,0.000864,0.013921,0.000384,0.001472,0.001024,0.000384,1.182863
0.416625,0.017792,0.683483,0.005312,0.048450,0.001152,0.013824,0.000352,0.001568,0.001120,0.000352,1.199760
0.415729,0.017376,0.719549,0.005600,0.048226,0.000864,0.013953,0.000384,0.001536,0.001216,0.000576,1.233937
0.416400,0.017633,0.688091,0.005376,0.048866,0.001056,0.013728,0.000352,0.001472,0.001120,0.000352,1.203184
0.415665,0.017600,0.677338,0.005409,0.048418,0.000832,0.013632,0.000352,0.001440,0.001184,0.000384,1.190767
0.415792,0.017729,0.698908,0.005408,0.047490,0.000832,0.013601,0.000320,0.001504,0.001024,0.000384,1.211856
0.415568,0.017728,0.685308,0.005376,0.051010,0.000832,0.013632,0.000320,0.001505,0.001088,0.000384,1.201200
0.415505,0.017729,0.669114,0.005505,0.051426,0.000864,0.013504,0.000352,0.001504,0.001120,0.000352,1.186287
0.431793,0.018017,0.711900,0.005216,0.048002,0.001056,0.013697,0.000320,0.001376,0.001152,0.000352,1.242001
0.415664,0.017600,0.681499,0.005441,0.048162,0.000800,0.013536,0.000384,0.001568,0.000992,0.000384,1.194767
0.416528,0.017601,0.687259,0.005409,0.048193,0.000865,0.013472,0.000320,0.001472,0.000928,0.000384,1.201647
0.416464,0.017536,0.693244,0.005184,0.047874,0.000896,0.013505,0.000416,0.001536,0.001120,0.000384,1.207344
0.415761,0.017728,0.691580,0.005408,0.047842,0.000864,0.013697,0.000352,0.001600,0.000992,0.000320,1.204624
0.416177,0.017600,0.711069,0.005344,0.048130,0.000832,0.013728,0.000352,0.001472,0.000992,0.000320,1.225233
0.416464,0.017697,0.668123,0.005472,0.049666,0.000864,0.013568,0.000352,0.001505,0.000928,0.000384,1.183567
0.415888,0.017568,0.670523,0.005312,0.048066,0.000960,0.013697,0.000384,0.001472,0.001024,0.000416,1.184815
0.415857,0.017760,0.714781,0.005472,0.048738,0.000864,0.013537,0.000320,0.001536,0.000992,0.000384,1.231249
0.415665,0.017537,0.663258,0.005408,0.050370,0.000896,0.013601,0.000352,0.001504,0.001088,0.000384,1.179151
0.415793,0.017793,0.689211,0.005344,0.048162,0.000832,0.013537,0.000352,0.001504,0.000992,0.000832,1.203792
0.432978,0.017665,0.681595,0.005344,0.048578,0.000832,0.013472,0.000352,0.001505,0.001024,0.000320,1.212945
0.416401,0.017601,0.683131,0.005440,0.048418,0.001024,0.013985,0.000320,0.001504,0.001024,0.000384,1.198992
0.416401,0.017409,0.682491,0.005344,0.048450,0.000896,0.013856,0.000416,0.001504,0.001120,0.000352,1.197008
0.415536,0.017761,0.680635,0.005440,0.048034,0.000928,0.013537,0.000352,0.001472,0.001024,0.000352,1.193871
0.415217,0.017633,0.683867,0.005376,0.048034,0.000832,0.013857,0.000384,0.001504,0.000960,0.000352,1.196784
0.415793,0.017441,0.692987,0.005313,0.048994,0.000832,0.014048,0.000352,0.001600,0.000960,0.000384,1.207440
0.414961,0.017600,0.662298,0.005376,0.048194,0.000544,0.013473,0.000352,0.001472,0.000928,0.000256,1.172623
0.415249,0.017345,0.645913,0.008001,0.048546,0.000544,0.013504,0.000384,0.001472,0.000960,0.000352,1.161262
0.414641,0.017281,0.701467,0.005376,0.048034,0.000544,0.013792,0.000352,0.001472,0.000960,0.000224,1.211376
0.415665,0.017697,0.676474,0.005409,0.047650,0.000544,0.013312,0.000352,0.001472,0.000960,0.000352,1.187471
0.415824,0.017249,0.677147,0.005568,0.047234,0.000544,0.013537,0.000352,0.001440,0.000960,0.000256,1.187791
0.415761,0.017345,0.732925,0.005472,0.047746,0.000576,0.013377,0.000352,0.001408,0.000928,0.000384,1.245106
0.415504,0.017281,0.689243,0.005344,0.047970,0.000832,0.013377,0.000384,0.001504,0.000832,0.000256,1.200207
0.415600,0.017537,0.666906,0.005472,0.048770,0.000576,0.013408,0.000320,0.001440,0.000928,0.000352,1.178862
0.427441,0.017281,0.672442,0.005377,0.047521,0.000544,0.013377,0.000384,0.001440,0.000928,0.000288,1.194351
0.414992,0.017793,0.660154,0.005473,0.049762,0.000576,0.013440,0.000352,0.001472,0.000832,0.000320,1.173454
0.415184,0.017281,0.639897,0.005249,0.047233,0.000544,0.013281,0.000352,0.001472,0.000896,0.000224,1.148877
0.422513,0.017569,0.694075,0.005569,0.047554,0.000832,0.013760,0.000320,0.001568,0.001056,0.000352,1.230993
0.415793,0.017632,0.696283,0.005632,0.047842,0.000864,0.013633,0.000384,0.001472,0.001248,0.000384,1.210288
0.415569,0.017312,0.685468,0.005312,0.047298,0.000800,0.013472,0.000384,0.001504,0.001057,0.000256,1.196720
0.415120,0.017633,0.668283,0.005472,0.048290,0.000864,0.013568,0.000352,0.001377,0.000896,0.000320,1.180367
0.416817,0.017408,0.667067,0.005568,0.048354,0.000896,0.013345,0.000384,0.001408,0.000960,0.000256,1.180879
0.415408,0.017921,0.702620,0.005536,0.048386,0.000832,0.013505,0.000384,0.001440,0.000960,0.000384,1.216432
0.414993,0.017697,0.653017,0.005344,0.048546,0.000832,0.013440,0.000352,0.001376,0.001056,0.000320,1.164686
0.415888,0.017441,0.669787,0.005568,0.048322,0.000832,0.013665,0.000352,0.001408,0.000928,0.000320,1.182735
0.415537,0.017409,0.684635,0.005632,0.048642,0.000800,0.013505,0.000352,0.001440,0.000992,0.000256,1.197296
0.415120,0.017569,0.664474,0.005409,0.048514,0.000864,0.013408,0.000288,0.001440,0.000992,0.000416,1.176494
0.414960,0.017376,0.659322,0.005121,0.048834,0.000832,0.013376,0.000416,0.001408,0.000960,0.000352,1.170798
0.430353,0.017825,0.670938,0.005440,0.048194,0.000832,0.013697,0.000352,0.001440,0.000928,0.000320,1.199087
0.415664,0.017377,0.670779,0.005536,0.048322,0.000544,0.013440,0.000352,0.001409,0.000896,0.000288,1.183055
0.415697,0.017344,0.677083,0.005409,0.048546,0.000768,0.013504,0.000384,0.001408,0.000960,0.000384,1.189551
0.429522,0.017472,0.663163,0.005504,0.048034,0.000864,0.013440,0.000352,0.001344,0.000896,0.000384,1.190032
0.415889,0.017248,0.676123,0.005569,0.048098,0.000832,0.013376,0.000352,0.001408,0.000960,0.000288,1.188847
0.415537,0.017601,0.687003,0.005856,0.048066,0.000800,0.013633,0.000352,0.001440,0.000928,0.000352,1.200176
0.415472,0.017761,0.663738,0.005408,0.048162,0.000800,0.013632,0.000384,0.001440,0.000928,0.000384,1.176207
0.416080,0.017344,0.671035,0.005184,0.048642,0.000800,0.013537,0.000352,0.001472,0.000928,0.000320,1.183215
0.415761,0.017633,0.676410,0.005281,0.048258,0.000832,0.013472,0.000384,0.001376,0.000864,0.000256,1.188623
0.415824,0.017505,0.669274,0.005248,0.047970,0.000736,0.013504,0.000416,0.001440,0.000800,0.000352,1.181614
0.415728,0.017569,0.676219,0.005408,0.050178,0.000832,0.013601,0.000384,0.001472,0.000864,0.000352,1.191599
0.415281,0.017697,0.686843,0.005408,0.050370,0.000704,0.013665,0.000352,0.001440,0.000928,0.000224,1.200624
0.415665,0.017377,0.670042,0.005505,0.048034,0.000832,0.013280,0.000384,0.001440,0.000928,0.000320,1.181615
0.415152,0.018145,0.670235,0.005600,0.049122,0.000896,0.013505,0.000352,0.001376,0.000960,0.000416,1.184943
0.415281,0.017408,0.676699,0.005537,0.048162,0.000768,0.013920,0.000384,0.001344,0.000864,0.000384,1.188943
0.415377,0.017441,0.671450,0.005537,0.048674,0.000864,0.013504,0.000352,0.001408,0.000896,0.000352,1.183695
0.414993,0.017441,0.660954,0.005248,0.048354,0.000800,0.013313,0.000352,0.001408,0.000928,0.000352,1.171631
0.426001,0.017377,0.668730,0.005408,0.052258,0.000768,0.013504,0.000352,0.001505,0.000960,0.000352,1.193680
0.415089,0.017472,0.664154,0.005408,0.048418,0.000544,0.013665,0.000384,0.001408,0.000768,0.000352,1.175759
0.414865,0.017217,0.672986,0.005537,0.048738,0.000832,0.013376,0.000384,0.001440,0.000896,0.000352,1.185359
0.429617,0.017345,0.665818,0.005441,0.047906,0.000800,0.013728,0.000416,0.001376,0.000928,0.000384,1.193135
0.415216,0.017217,0.674011,0.005408,0.048258,0.000768,0.013601,0.000320,0.001344,0.000896,0.000608,1.186255
0.415121,0.017665,0.639449,0.005472,0.049474,0.000800,0.013409,0.000320,0.001408,0.000800,0.000320,1.151630
0.416176,0.017761,0.670522,0.005504,0.048066,0.000800,0.013664,0.000320,0.001440,0.000993,0.000352,1.185071
0.415921,0.017440,0.672347,0.005473,0.048641,0.000832,0.013376,0.000352,0.001440,0.000928,0.000416,1.186287
0.415697,0.017569,0.717916,0.005504,0.048450,0.000800,0.013441,0.000320,0.001440,0.000832,0.000384,1.230833
0.417072,0.017665,0.682075,0.005536,0.048290,0.000864,0.013633,0.000384,0.001408,0.000992,0.000320,1.196943
0.415569,0.017345,0.647001,0.005313,0.047778,0.000768,0.013408,0.000384,0.001440,0.000896,0.000352,1.158734
0.415440,0.017153,0.697468,0.005376,0.048002,0.000800,0.013601,0.000416,0.001408,0.000832,0.000288,1.208784
0.415792,0.017568,0.668315,0.005312,0.048354,0.000576,0.013409,0.000352,0.001376,0.000960,0.000384,1.180207
0.415057,0.017408,0.675771,0.005312,0.048034,0.000800,0.013473,0.000320,0.001408,0.000896,0.000352,1.186383
0.415377,0.031361,0.660858,0.005409,0.048354,0.000768,0.013504,0.000352,0.001408,0.000768,0.000384,1.186383
0.416401,0.017505,0.663002,0.005376,0.048162,0.000832,0.013377,0.000352,0.001408,0.000928,0.000416,1.175119
0.414096,0.017728,0.668859,0.005760,0.048802,0.000832,0.013633,0.000352,0.001408,0.000992,0.000256,1.181007
0.428977,0.017697,0.670555,0.005344,0.048866,0.000576,0.013440,0.000320,0.001377,0.000992,0.000640,1.196272
0.416305,0.017793,0.662746,0.005664,0.048450,0.000800,0.013345,0.000384,0.001440,0.000896,0.000608,1.176751
0.416209,0.020992,0.673659,0.005441,0.048897,0.000576,0.013408,0.000352,0.001376,0.000704,0.000352,1.190031
0.415696,0.017761,0.685019,0.005473,0.048354,0.000800,0.013696,0.000352,0.001408,0.000896,0.000352,1.198703
0.415281,0.017345,0.662458,0.005216,0.047650,0.000704,0.013697,0.000320,0.001440,0.000832,0.000224,1.172975
0.416049,0.017409,0.677082,0.005537,0.062242,0.000832,0.013409,0.000320,0.001472,0.000864,0.000320,1.204688
0.415249,0.017601,0.652793,0.005280,0.048130,0.000768,0.013568,0.000320,0.001440,0.000800,0.000832,1.165359
0.415600,0.017473,0.658938,0.005600,0.048514,0.000768,0.013409,0.000320,0.001408,0.000864,0.000352,1.170766
0.417105,0.017920,0.706812,0.005537,0.048482,0.000832,0.013600,0.000384,0.001408,0.001088,0.000320,1.220976
0.415696,0.017633,0.691708,0.005504,0.048130,0.000768,0.013440,0.000320,0.001504,0.000672,0.000320,1.204304
0.415345,0.017376,0.681499,0.005408,0.048290,0.000832,0.013408,0.000352,0.001408,0.000961,0.000320,1.193520
0.416048,0.017217,0.692988,0.005440,0.048450,0.000832,0.013696,0.000352,0.001409,0.000800,0.000256,1.205584
0.417104,0.017473,0.656890,0.005184,0.048098,0.000832,0.013281,0.000352,0.001408,0.000832,0.000352,1.169422
0.415665,0.017344,0.660091,0.005376,0.048578,0.000768,0.013440,0.000352,0.001472,0.000768,0.000224,1.171663
0.430801,0.017473,0.670235,0.005248,0.048642,0.000800,0.013472,0.000384,0.001440,0.000865,0.000320,1.198064
0.415536,0.017601,0.662714,0.005441,0.048449,0.000800,0.013376,0.000352,0.001376,0.000896,0.000800,1.176110
0.416177,0.017729,0.665690,0.005344,0.048354,0.000544,0.013409,0.000384,0.001408,0.000896,0.000320,1.178095
0.428977,0.017569,0.669531,0.005280,0.048162,0.000576,0.013568,0.000353,0.001408,0.000832,0.000224,1.194768
0.415121,0.017473,0.676410,0.005440,0.048226,0.000832,0.013600,0.000352,0.001472,0.000928,0.000288,1.188623
0.415569,0.017536,0.675547,0.005217,0.048001,0.000801,0.013408,0.000352,0.001440,0.000864,0.000320,1.186863
0.416400,0.017440,0.682619,0.005409,0.048706,0.000576,0.013280,0.000384,0.001408,0.000896,0.000352,1.195471
0.415281,0.017440,0.651866,0.005313,0.048993,0.000833,0.013408,0.000320,0.001408,0.000896,0.000256,1.163662
0.415536,0.017632,0.650490,0.005344,0.065123,0.000800,0.013441,0.000352,0.001376,0.000896,0.000384,1.179503
0.416753,0.017601,0.688315,0.005248,0.049730,0.000864,0.013505,0.000384,0.001440,0.001088,0.000384,1.204816
0.416592,0.017761,0.710748,0.005537,0.048226,0.000992,0.013568,0.000352,0.001536,0.001120,0.000576,1.227024
0.416273,0.017857,0.668698,0.005376,0.048258,0.000928,0.013537,0.000384,0.001536,0.000928,0.000800,1.182991
0.415537,0.017761,0.687259,0.005376,0.049378,0.000864,0.013569,0.000352,0.001472,0.001088,0.000608,1.202128
0.416753,0.018016,0.672955,0.005472,0.049346,0.000832,0.013472,0.000352,0.001440,0.000992,0.000800,1.189679
0.433009,0.017505,0.695228,0.005312,0.048418,0.000832,0.013537,0.000384,0.001568,0.001152,0.000320,1.226737
0.416209,0.017761,0.677019,0.005504,0.049378,0.000832,0.014209,0.000320,0.001568,0.000960,0.000352,1.192848
0.416112,0.017856,0.679643,0.005409,0.048098,0.000832,0.014112,0.000320,0.001568,0.001184,0.000384,1.194127
0.433905,0.017921,0.678235,0.005440,0.048642,0.000768,0.013825,0.000352,0.001408,0.001024,0.000352,1.210384
0.415441,0.017633,0.687515,0.005408,0.048130,0.000864,0.014401,0.000352,0.001440,0.001088,0.000384,1.201232
