Layer[0],Layer[1],IN[2],INFER[2-3],OUT[3],TEE[2-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.412140,0.017409,0.125411,0.533552,0.066658,0.728885,0.048738,0.000576,0.013856,0.000384,0.001440,0.001088,0.000352,1.231364
0.395755,0.017569,0.124004,0.521007,0.065122,0.713397,0.048194,0.000608,0.013920,0.000384,0.001504,0.001248,0.000352,1.200035
0.395691,0.017312,0.130884,0.521583,0.065826,0.721269,0.048354,0.000576,0.013952,0.000384,0.001376,0.001248,0.000352,1.207235
0.395179,0.017600,0.117700,0.515343,0.065794,0.701845,0.047489,0.000576,0.013473,0.000384,0.001472,0.001056,0.000384,1.185795
0.395628,0.017536,0.103939,0.528367,0.064642,0.699892,0.047394,0.000576,0.013472,0.000384,0.001504,0.001120,0.000256,1.183587
0.396844,0.017569,0.107971,0.530608,0.079074,0.721173,0.047746,0.000576,0.013856,0.000352,0.001440,0.000960,0.000256,1.206884
0.396780,0.017601,0.123139,0.517776,0.063713,0.707860,0.047714,0.000544,0.013472,0.000352,0.001504,0.001056,0.000416,1.193060
0.397164,0.017665,0.134532,0.523375,0.067138,0.728437,0.047842,0.000576,0.013792,0.000384,0.001504,0.001184,0.000416,1.216836
0.396203,0.017825,0.112259,0.546065,0.069538,0.731894,0.048961,0.000576,0.013537,0.000384,0.001472,0.000928,0.000384,1.218212
0.396268,0.017600,0.124644,0.519920,0.064353,0.712053,0.048930,0.000608,0.013504,0.000416,0.001472,0.001088,0.000384,1.198916
0.397164,0.017760,0.144421,0.521263,0.068194,0.738134,0.050146,0.000832,0.014048,0.000416,0.001472,0.002016,0.000576,1.232196
0.416397,0.017504,0.133444,0.528976,0.071266,0.737206,0.048545,0.000608,0.014113,0.000352,0.001440,0.001248,0.000640,1.244933
0.397580,0.017697,0.125187,0.521776,0.065730,0.715893,0.048641,0.000576,0.013857,0.000352,0.001600,0.001216,0.000384,1.204676
0.397580,0.017473,0.113635,0.517071,0.063458,0.697780,0.051042,0.000576,0.014208,0.000352,0.001440,0.000928,0.000416,1.187747
0.396139,0.017441,0.120035,0.527664,0.063842,0.714901,0.049154,0.000576,0.013984,0.000352,0.001440,0.000864,0.000416,1.201603
0.576849,0.027681,0.210950,0.564497,0.105859,0.884954,0.088258,0.000576,0.013985,0.000352,0.001472,0.000896,0.000384,1.601647
0.395916,0.017665,0.120899,0.549169,0.075490,0.750198,0.049153,0.000576,0.013537,0.000384,0.001440,0.001120,0.000352,1.237829
0.396428,0.017984,0.131876,0.519728,0.070626,0.725654,0.049281,0.000608,0.013985,0.000384,0.001536,0.001152,0.000352,1.215140
0.398059,0.017377,0.128196,0.527439,0.067842,0.726870,0.049121,0.000576,0.013792,0.000384,0.001601,0.001120,0.000352,1.215652
0.407564,0.017569,0.112131,0.515535,0.069474,0.700853,0.049057,0.000576,0.014048,0.000384,0.001665,0.001024,0.000384,1.199012
0.397324,0.017409,0.124611,0.521168,0.067074,0.716117,0.050593,0.000640,0.013633,0.000384,0.001536,0.001152,0.000384,1.206820
0.398444,0.017376,0.136964,0.519120,0.064162,0.723830,0.048897,0.000608,0.013889,0.000352,0.001536,0.001024,0.000352,1.212484
0.396108,0.021057,0.132804,0.517295,0.066946,0.720853,0.049474,0.000576,0.013920,0.000384,0.001440,0.001024,0.000384,1.212036
0.396395,0.017825,0.124100,0.521199,0.064514,0.713173,0.048737,0.000672,0.013857,0.000384,0.001440,0.000896,0.000384,1.199683
0.395404,0.017568,0.120803,0.535696,0.086979,0.746775,0.050945,0.000576,0.013473,0.000352,0.001408,0.000864,0.000384,1.233701
0.395660,0.017409,0.123587,0.528624,0.066274,0.722101,0.051073,0.000640,0.013569,0.000384,0.001376,0.000864,0.000352,1.210980
0.395692,0.017504,0.133124,0.516783,0.068386,0.721333,0.048354,0.000640,0.013472,0.000416,0.001472,0.000832,0.000449,1.205796
0.397484,0.017633,0.152100,0.539600,0.075651,0.770839,0.048449,0.000608,0.013600,0.000384,0.001536,0.001152,0.000352,1.260518
0.397931,0.017472,0.135748,0.516175,0.063778,0.718869,0.048706,0.000576,0.013632,0.000416,0.001440,0.001248,0.000352,1.207299
0.396204,0.017313,0.120579,0.527472,0.063362,0.714709,0.048097,0.000576,0.013569,0.000352,0.001440,0.000832,0.000320,1.199076
0.413709,0.017664,0.133572,0.533168,0.067266,0.738518,0.048193,0.000608,0.013601,0.000352,0.001504,0.001376,0.000384,1.242725
0.395596,0.017344,0.137124,0.515503,0.062722,0.718773,0.048226,0.000608,0.013472,0.000352,0.001440,0.000992,0.000320,1.203331
0.395659,0.017569,0.129508,0.527983,0.068322,0.729045,0.048833,0.000608,0.013472,0.000384,0.001472,0.001089,0.000352,1.214052
0.396108,0.017409,0.128772,0.518287,0.066210,0.716597,0.048385,0.000576,0.013569,0.000384,0.001408,0.001056,0.000352,1.202564
0.396235,0.017280,0.123076,0.531119,0.062178,0.719765,0.048098,0.000576,0.013504,0.000352,0.001440,0.001056,0.000320,1.204931
0.395019,0.017376,0.137892,0.532944,0.077250,0.751638,0.048098,0.000608,0.013408,0.000352,0.001376,0.000832,0.000352,1.234788
0.396236,0.017697,0.126884,0.526351,0.065730,0.722005,0.047554,0.000576,0.013856,0.000352,0.001440,0.000864,0.000384,1.206660
0.396428,0.017344,0.137572,0.522608,0.067586,0.731062,0.048193,0.000576,0.013537,0.000352,0.001440,0.001184,0.000384,1.218692
0.396556,0.017536,0.150117,0.542352,0.073026,0.768823,0.048833,0.000672,0.013441,0.000384,0.001440,0.000992,0.000416,1.254917
0.395436,0.017441,0.114851,0.516527,0.063746,0.698132,0.047970,0.000608,0.013440,0.000384,0.001408,0.000768,0.000384,1.181315
0.395724,0.017408,0.124612,0.517263,0.067138,0.712341,0.047906,0.000576,0.013728,0.000384,0.001472,0.001152,0.000352,1.197987
0.412396,0.017536,0.159397,0.518639,0.071522,0.752822,0.047650,0.000608,0.013472,0.000352,0.001440,0.001056,0.000384,1.254085
0.396172,0.017376,0.130436,0.515823,0.064386,0.713749,0.047682,0.000576,0.013792,0.000384,0.001408,0.000960,0.000288,1.199523
0.396492,0.017345,0.085186,0.529712,0.063778,0.682004,0.049697,0.000608,0.013569,0.000352,0.001408,0.000992,0.000352,1.169219
0.394987,0.017441,0.123012,0.535407,0.064610,0.726133,0.048130,0.000608,0.013600,0.000320,0.001408,0.000864,0.000352,1.209987
0.396812,0.017633,0.126435,0.517872,0.067522,0.715733,0.048161,0.000576,0.013793,0.000352,0.001440,0.000864,0.000352,1.203780
0.396748,0.017664,0.131396,0.535568,0.086179,0.756855,0.048769,0.000672,0.013665,0.000384,0.001504,0.001024,0.000416,1.245349
0.397675,0.017505,0.113795,0.528880,0.067426,0.713429,0.048194,0.000608,0.013600,0.000384,0.001408,0.000832,0.000416,1.200387
0.395787,0.017345,0.124964,0.526191,0.066434,0.720789,0.048098,0.000576,0.013600,0.000384,0.001440,0.001184,0.000448,1.205955
0.396075,0.017505,0.122083,0.538895,0.076035,0.740598,0.049057,0.000672,0.013505,0.000384,0.001408,0.001344,0.000352,1.227300
0.396491,0.017473,0.135492,0.518575,0.067266,0.725013,0.048834,0.000640,0.013824,0.000384,0.001440,0.001184,0.000352,1.213315
0.397164,0.018176,0.124900,0.520271,0.064738,0.713109,0.048194,0.000640,0.013440,0.000352,0.001472,0.000960,0.000384,1.200291
0.415405,0.017888,0.131172,0.527280,0.067714,0.729526,0.048705,0.000608,0.013473,0.000352,0.001376,0.000928,0.000384,1.235845
0.395948,0.017408,0.125540,0.531344,0.063970,0.724310,0.047969,0.000608,0.013505,0.000352,0.001504,0.000960,0.000352,1.208964
0.395820,0.017569,0.112163,0.513743,0.062370,0.691476,0.048161,0.000576,0.013569,0.000352,0.001408,0.000896,0.000352,1.176259
0.408012,0.017505,0.118051,0.528880,0.063298,0.713333,0.048578,0.000704,0.013504,0.000320,0.001440,0.000832,0.000352,1.210788
0.395947,0.017377,0.134948,0.520815,0.067554,0.726998,0.048481,0.000576,0.014144,0.000320,0.001409,0.000992,0.000320,1.214020
0.395884,0.017505,0.112259,0.514991,0.062658,0.693300,0.047553,0.000608,0.013505,0.000352,0.001408,0.001056,0.000416,1.177987
0.395596,0.017697,0.136292,0.521455,0.066754,0.728021,0.047842,0.000608,0.013504,0.000352,0.001472,0.001088,0.000352,1.214116
0.395884,0.017472,0.109187,0.519855,0.062914,0.695285,0.048129,0.000608,0.013857,0.000352,0.001440,0.001344,0.000384,1.180803
0.395979,0.017601,0.126212,0.536847,0.077570,0.745270,0.047809,0.000640,0.013697,0.000384,0.001440,0.001152,0.000352,1.231877
0.395372,0.017121,0.124899,0.517008,0.063746,0.709237,0.047489,0.000576,0.013825,0.000384,0.001440,0.001152,0.000352,1.192900
0.395436,0.017408,0.129572,0.521712,0.066882,0.722774,0.051969,0.000544,0.013601,0.000384,0.001472,0.000928,0.000320,1.211364
0.395852,0.017504,0.126756,0.534032,0.081826,0.746166,0.049378,0.000576,0.013472,0.000320,0.001376,0.000864,0.000353,1.231941
0.395371,0.017473,0.109667,0.518031,0.070211,0.701173,0.047553,0.000608,0.013632,0.000352,0.001344,0.000865,0.000352,1.184483
0.398700,0.017408,0.139172,0.521552,0.067362,0.731414,0.047841,0.000608,0.013665,0.000352,0.001472,0.001408,0.000320,1.221156
0.420301,0.017568,0.154021,0.518543,0.067650,0.743766,0.047938,0.000608,0.013600,0.000416,0.001536,0.001184,0.000352,1.255813
0.396683,0.017633,0.138948,0.516399,0.068194,0.727125,0.048770,0.000608,0.013600,0.000384,0.001536,0.001280,0.000320,1.215460
0.396044,0.017728,0.144197,0.516847,0.065058,0.729462,0.068290,0.000704,0.014049,0.000352,0.001504,0.001184,0.000352,1.236997
0.395659,0.017472,0.123396,0.519055,0.065858,0.711477,0.048258,0.000576,0.013728,0.000384,0.001536,0.001696,0.000352,1.198307
0.396876,0.017600,0.137668,0.522032,0.067746,0.731126,0.048833,0.000640,0.013889,0.000416,0.001504,0.001216,0.000384,1.219940
0.395851,0.017665,0.143460,0.536272,0.091907,0.775191,0.048897,0.000608,0.014081,0.000384,0.001504,0.001664,0.000384,1.263909
0.396204,0.017473,0.132387,0.516208,0.064834,0.716821,0.049217,0.000576,0.014113,0.000384,0.001600,0.001504,0.000384,1.205700
0.395596,0.017473,0.142852,0.529040,0.078466,0.753654,0.049505,0.000608,0.013857,0.000352,0.001440,0.001152,0.000384,1.241477
0.408524,0.017696,0.123300,0.516207,0.064034,0.706709,0.049090,0.000640,0.013888,0.000448,0.001472,0.001056,0.000320,1.206659
0.396204,0.017824,0.122692,0.528944,0.066658,0.723126,0.048289,0.000576,0.013633,0.000352,0.001472,0.001056,0.000352,1.208868
0.397548,0.017600,0.130436,0.518256,0.069698,0.721846,0.049633,0.000576,0.013633,0.000384,0.001600,0.001184,0.000416,1.212292
0.396012,0.017761,0.147652,0.532592,0.071106,0.754838,0.049953,0.000608,0.014017,0.000352,0.001600,0.001216,0.000352,1.243525
0.397324,0.017441,0.129892,0.517903,0.065154,0.716149,0.048737,0.000672,0.013921,0.000416,0.001536,0.001216,0.000384,1.204964
0.396428,0.017408,0.140484,0.532432,0.075010,0.751766,0.049346,0.000608,0.013824,0.000320,0.001536,0.001216,0.000320,1.239876
0.395659,0.017505,0.130788,0.518223,0.066018,0.718069,0.048098,0.000608,0.013568,0.000352,0.001472,0.001216,0.000384,1.204003
0.396524,0.017505,0.146916,0.520336,0.067874,0.738582,0.049185,0.000704,0.013729,0.000416,0.001504,0.001184,0.000384,1.227781
0.396268,0.017408,0.167653,0.545360,0.068130,0.784439,0.049378,0.000640,0.013568,0.000320,0.001536,0.001281,0.000352,1.272774
0.397068,0.017440,0.144229,0.517167,0.067906,0.732854,0.049922,0.000640,0.014112,0.000352,0.001568,0.001184,0.000352,1.223012
0.396844,0.017408,0.136548,0.519664,0.068802,0.728406,0.049409,0.000608,0.013697,0.000384,0.001536,0.001152,0.000384,1.217476
0.412972,0.017441,0.141092,0.533008,0.066818,0.744214,0.048929,0.000576,0.013569,0.000576,0.001472,0.001344,0.000352,1.248933
0.398188,0.017536,0.140868,0.519184,0.073378,0.737174,0.048097,0.000608,0.014401,0.000384,0.001536,0.001472,0.000352,1.227940
0.397611,0.017696,0.132580,0.539920,0.080930,0.756822,0.049122,0.000640,0.014240,0.000384,0.001728,0.001248,0.000352,1.246661
0.397612,0.017504,0.128804,0.515055,0.064162,0.711477,0.048642,0.000576,0.013504,0.000384,0.001664,0.001216,0.000352,1.199971
0.395628,0.017697,0.135332,0.521551,0.067298,0.727381,0.048450,0.000576,0.013792,0.000352,0.001504,0.001248,0.000352,1.214404
0.396268,0.017409,0.137412,0.552144,0.081507,0.776375,0.051585,0.000576,0.013665,0.000384,0.001600,0.001216,0.000352,1.267014
0.396460,0.017504,0.139748,0.518832,0.070722,0.732406,0.049921,0.000608,0.013697,0.000384,0.001472,0.001184,0.000384,1.221060
0.396204,0.017505,0.140676,0.527792,0.066946,0.738742,0.048929,0.000608,0.013889,0.000384,0.001472,0.001216,0.000320,1.226405
0.417164,0.017409,0.141732,0.519056,0.065441,0.729526,0.048481,0.000576,0.013792,0.000352,0.001440,0.001345,0.000352,1.237765
0.395211,0.017473,0.139300,0.518351,0.063906,0.724789,0.049378,0.000640,0.013632,0.000384,0.001472,0.001120,0.000352,1.211107
0.395787,0.017601,0.133252,0.518671,0.064578,0.719669,0.064866,0.000608,0.013633,0.000416,0.001504,0.001120,0.000352,1.223460
0.396075,0.017697,0.133988,0.522383,0.067554,0.727317,0.048162,0.000608,0.013632,0.000384,0.001536,0.001280,0.000352,1.214916
0.395756,0.017504,0.138468,0.517104,0.065538,0.724438,0.048353,0.000672,0.013601,0.000416,0.001504,0.001248,0.000352,1.210404
0.395787,0.017505,0.139076,0.550288,0.075491,0.768375,0.048577,0.000608,0.013473,0.000384,0.001536,0.001152,0.000352,1.255205
0.395660,0.017472,0.128676,0.516400,0.064993,0.713302,0.047777,0.000576,0.013792,0.000416,0.001568,0.001153,0.000384,1.199140
0.397099,0.017377,0.140260,0.518447,0.066306,0.728405,0.047618,0.000576,0.013760,0.000384,0.001568,0.001216,0.000321,1.215076
0.415916,0.017472,0.143045,0.531599,0.065090,0.742934,0.047682,0.000576,0.013568,0.000352,0.001536,0.001184,0.000352,1.248900
0.395723,0.017505,0.141124,0.518575,0.065922,0.728725,0.047842,0.000608,0.013664,0.000416,0.001536,0.001248,0.000384,1.215012
0.396107,0.017536,0.129412,0.516911,0.064642,0.714133,0.047906,0.000576,0.013568,0.000384,0.001472,0.001152,0.000384,1.200003
0.395436,0.017473,0.139364,0.517839,0.065986,0.726517,0.047714,0.000640,0.013504,0.000384,0.001472,0.001536,0.000352,1.211780
0.395308,0.017409,0.128771,0.516688,0.064578,0.713301,0.047777,0.000608,0.013536,0.000417,0.001504,0.001120,0.000352,1.198244
0.398475,0.017729,0.139044,0.537520,0.092259,0.772599,0.049153,0.000608,0.013505,0.000384,0.001536,0.001216,0.000384,1.263205
0.396588,0.017313,0.142052,0.521487,0.066786,0.733717,0.048002,0.000608,0.013504,0.000416,0.001504,0.001120,0.000384,1.219972
0.396011,0.017505,0.140740,0.519312,0.066786,0.730262,0.047745,0.000544,0.013504,0.000384,0.001473,0.001184,0.000384,1.216644
0.395436,0.017569,0.130884,0.555600,0.079074,0.768886,0.047778,0.000640,0.013600,0.000384,0.001440,0.001216,0.000416,1.254598
0.396748,0.017344,0.139300,0.518640,0.067074,0.728278,0.047585,0.000576,0.013505,0.000416,0.001440,0.001184,0.000384,1.214852
0.395435,0.017600,0.140804,0.534512,0.065794,0.744342,0.047713,0.000641,0.013504,0.000352,0.001472,0.001152,0.000384,1.229796
0.413932,0.017665,0.140836,0.516847,0.063714,0.724565,0.047618,0.000576,0.013440,0.000416,0.001472,0.001248,0.000352,1.228644
0.396236,0.017633,0.141636,0.519919,0.068322,0.733205,0.048802,0.000608,0.013536,0.000352,0.001504,0.001184,0.000352,1.220676
0.396460,0.017408,0.140804,0.519568,0.066562,0.730454,0.048866,0.000608,0.013600,0.000352,0.001568,0.001504,0.000352,1.237060
0.415212,0.017569,0.138276,0.527535,0.087299,0.756278,0.048897,0.000576,0.013505,0.000416,0.001536,0.001184,0.000352,1.263269
0.395372,0.017537,0.144068,0.519727,0.065474,0.732693,0.047906,0.000608,0.013728,0.000352,0.001504,0.001120,0.000352,1.218276
0.395756,0.017345,0.141092,0.551440,0.100867,0.796823,0.048162,0.000576,0.013536,0.000352,0.001536,0.001216,0.000352,1.282918
0.395755,0.017345,0.134596,0.519663,0.067842,0.725461,0.050018,0.000608,0.013536,0.000384,0.001472,0.001216,0.000352,1.213219
0.396300,0.017537,0.130596,0.519535,0.067618,0.721653,0.048225,0.000608,0.013729,0.000416,0.001536,0.001248,0.000352,1.209444
0.414413,0.017664,0.145189,0.527855,0.076962,0.753271,0.050273,0.000608,0.013888,0.000352,0.001568,0.001184,0.000384,1.261190
0.395947,0.017473,0.141508,0.519376,0.069058,0.733270,0.048257,0.000608,0.013665,0.000384,0.001440,0.001184,0.000416,1.219332
0.395627,0.017409,0.138852,0.531216,0.074050,0.747574,0.048865,0.000576,0.032737,0.000448,0.001953,0.001344,0.000448,1.254085
0.396587,0.017376,0.138020,0.517680,0.064545,0.723797,0.047746,0.000608,0.013664,0.000416,0.001504,0.001376,0.000353,1.210116
0.395627,0.017345,0.125956,0.520463,0.065154,0.714997,0.047681,0.000576,0.013569,0.000384,0.001536,0.001216,0.000352,1.200131
0.396588,0.017440,0.142437,0.543792,0.086690,0.776791,0.049058,0.000576,0.013664,0.000352,0.001536,0.001216,0.000352,1.265029
0.396331,0.017728,0.144100,0.518352,0.072930,0.738710,0.050625,0.000640,0.013601,0.000416,0.001536,0.001440,0.000320,1.228708
0.397100,0.017281,0.139108,0.519919,0.065666,0.727893,0.047874,0.000608,0.013536,0.000416,0.001408,0.001568,0.000352,1.214980
0.410412,0.017249,0.131044,0.519087,0.066370,0.719797,0.047714,0.000576,0.013568,0.000416,0.001440,0.001184,0.000352,1.219972
0.395852,0.017472,0.137380,0.521968,0.067938,0.730518,0.048065,0.000640,0.013857,0.000416,0.001536,0.001184,0.000384,1.217700
0.395852,0.017376,0.170341,0.518704,0.065090,0.757559,0.047585,0.000608,0.013473,0.000384,0.001504,0.001120,0.000384,1.242469
0.395852,0.017345,0.122339,0.519152,0.065218,0.709973,0.047777,0.000640,0.013537,0.000416,0.001440,0.001088,0.000352,1.195524
0.395756,0.017408,0.133860,0.515152,0.066210,0.718390,0.050497,0.000576,0.013505,0.000384,0.001376,0.001216,0.000320,1.206244
0.396363,0.017377,0.137924,0.536112,0.106083,0.783607,0.049666,0.000608,0.013536,0.000352,0.001504,0.001152,0.000384,1.271525
0.396460,0.017376,0.137540,0.519728,0.065346,0.726166,0.051329,0.000576,0.013633,0.000416,0.001504,0.001408,0.000352,1.216996
0.395692,0.017344,0.141349,0.517743,0.066402,0.728886,0.051426,0.000576,0.013856,0.000384,0.001472,0.001024,0.000352,1.218532
0.395948,0.017409,0.158020,0.530768,0.065250,0.757814,0.049698,0.000608,0.013504,0.000384,0.001472,0.001056,0.000384,1.245061
0.397196,0.017505,0.139940,0.533776,0.070658,0.747574,0.048929,0.000608,0.013537,0.000384,0.001472,0.001440,0.000384,1.236293
0.395820,0.017696,0.142373,0.519407,0.067298,0.732566,0.051810,0.000608,0.013792,0.000384,0.001536,0.001088,0.000384,1.223076
0.413036,0.017536,0.135396,0.522224,0.068546,0.729558,0.049537,0.000576,0.014081,0.000384,0.001440,0.001376,0.000352,1.236453
0.395755,0.017633,0.144996,0.519344,0.071746,0.739286,0.048577,0.000640,0.013601,0.000384,0.001504,0.001312,0.000416,1.226596
0.395852,0.017504,0.137732,0.518032,0.094978,0.754742,0.054914,0.000640,0.013505,0.000416,0.001504,0.001152,0.000384,1.247589
0.396267,0.017505,0.126212,0.515887,0.065186,0.710485,0.048641,0.000608,0.013473,0.000416,0.001536,0.001120,0.000352,1.197347
0.395819,0.017473,0.125316,0.532559,0.064258,0.725461,0.052066,0.000672,0.013504,0.000384,0.001504,0.001120,0.000320,1.215395
0.395852,0.017569,0.138308,0.536048,0.092707,0.770199,0.049345,0.000608,0.013729,0.000384,0.001472,0.001120,0.000320,1.258214
0.397035,0.017440,0.144932,0.519984,0.070626,0.739094,0.052577,0.000608,0.013824,0.000384,0.001408,0.001088,0.000352,1.231684
0.396492,0.017377,0.135012,0.519087,0.067458,0.724885,0.051938,0.000608,0.013472,0.000352,0.001408,0.001152,0.000384,1.215588
0.413805,0.017376,0.145765,0.529775,0.067714,0.746518,0.048578,0.000608,0.013760,0.000384,0.001440,0.001088,0.000352,1.251845
0.396012,0.017665,0.130564,0.519855,0.066242,0.719925,0.051202,0.000608,0.014528,0.000352,0.001472,0.001024,0.000384,1.210532
0.398955,0.017664,0.139268,0.540368,0.080387,0.764055,0.048865,0.000608,0.013889,0.000384,0.001568,0.001184,0.000384,1.255493
0.397899,0.017729,0.140772,0.520272,0.067138,0.731990,0.048321,0.000576,0.013633,0.000352,0.001536,0.001184,0.000416,1.220932
0.398476,0.017472,0.140228,0.518544,0.069122,0.730966,0.050913,0.000608,0.014049,0.000576,0.001728,0.001088,0.000352,1.223556
0.396492,0.017440,0.140996,0.537200,0.075171,0.757591,0.050849,0.000640,0.013825,0.000352,0.001504,0.001152,0.000384,1.248389
0.397195,0.017761,0.137956,0.519631,0.066626,0.727573,0.049954,0.000640,0.013696,0.000384,0.001536,0.001057,0.000416,1.217412
0.398380,0.017665,0.135972,0.519151,0.067298,0.725877,0.048194,0.000608,0.013600,0.000384,0.001504,0.001056,0.000384,1.215108
0.429325,0.017697,0.140036,0.520431,0.069026,0.733269,0.050498,0.000576,0.013664,0.000352,0.001536,0.001728,0.000384,1.257317
0.398891,0.017697,0.126756,0.518895,0.065250,0.714357,0.048930,0.000608,0.014336,0.000384,0.001504,0.000928,0.000416,1.205475
0.397068,0.017504,0.134852,0.517872,0.066018,0.722166,0.048833,0.000576,0.014209,0.000384,0.001664,0.001120,0.000384,1.211268
0.396812,0.017472,0.129476,0.517776,0.066722,0.717398,0.048705,0.000576,0.013825,0.000352,0.001504,0.001056,0.000416,1.205476
0.396907,0.020897,0.133860,0.522288,0.068994,0.728662,0.048001,0.000608,0.013665,0.000352,0.001472,0.001344,0.000448,1.219908
0.399787,0.017760,0.136132,0.539216,0.110371,0.789271,0.050562,0.000576,0.014080,0.000352,0.001537,0.001376,0.000416,1.283430
0.397835,0.017537,0.125284,0.516111,0.067874,0.712693,0.048417,0.000609,0.014112,0.000384,0.001472,0.001152,0.000384,1.201667
0.397740,0.017568,0.129476,0.518224,0.071298,0.722198,0.051265,0.000608,0.013729,0.000384,0.001536,0.001216,0.000384,1.213892
0.397643,0.017665,0.135652,0.534768,0.074882,0.748886,0.049442,0.000608,0.013696,0.000352,0.001504,0.001280,0.000416,1.239076
0.396876,0.017536,0.132612,0.517520,0.065954,0.719606,0.052577,0.000608,0.013729,0.000384,0.001728,0.001600,0.000416,1.212324
0.399084,0.017472,0.123908,0.531760,0.066754,0.726134,0.048833,0.000640,0.014049,0.000352,0.001472,0.001088,0.000352,1.217476
0.413068,0.017632,0.143013,0.521327,0.065858,0.733302,0.048609,0.000641,0.013888,0.000352,0.001504,0.001184,0.000384,1.237764
0.398476,0.017696,0.132068,0.521200,0.069858,0.726454,0.051105,0.000640,0.013761,0.000416,0.001440,0.000992,0.000416,1.218724
0.397579,0.017665,0.136100,0.519407,0.066434,0.725109,0.048770,0.000640,0.014208,0.000352,0.001536,0.001120,0.000448,1.215140
0.396427,0.017601,0.138180,0.517327,0.065602,0.724533,0.050754,0.000608,0.013760,0.000416,0.001472,0.001216,0.000480,1.214596
0.398220,0.017729,0.139268,0.520879,0.065218,0.728853,0.050626,0.000576,0.013728,0.000384,0.001504,0.001089,0.000384,1.220453
0.397836,0.017537,0.128484,0.535632,0.078242,0.745974,0.050241,0.000608,0.013729,0.000352,0.001472,0.001216,0.000352,1.237125
0.396267,0.017408,0.125988,0.519087,0.065314,0.713845,0.049410,0.000608,0.013600,0.000384,0.001440,0.001152,0.000384,1.201859
0.396876,0.017600,0.132900,0.520592,0.067266,0.723990,0.048705,0.000576,0.013761,0.000352,0.001408,0.001024,0.000384,1.211780
0.398059,0.017473,0.148164,0.514896,0.071458,0.738134,0.050113,0.000608,0.013633,0.000352,0.001504,0.001216,0.000384,1.228772
0.397196,0.017408,0.145188,0.518992,0.065826,0.733590,0.048705,0.000576,0.013921,0.000352,0.001504,0.001024,0.000384,1.222724
0.397164,0.017889,0.143108,0.518351,0.066882,0.732501,0.048898,0.000608,0.013760,0.000416,0.001440,0.001152,0.000384,1.221444
0.412973,0.017664,0.141892,0.527984,0.065698,0.739446,0.051010,0.000608,0.014112,0.000352,0.001472,0.001088,0.000320,1.246277
0.396492,0.017312,0.128260,0.517519,0.071906,0.721301,0.051234,0.000640,0.013984,0.000384,0.001441,0.001184,0.000352,1.212100
0.396107,0.017600,0.167525,0.538544,0.109955,0.819544,0.049890,0.000576,0.013952,0.000544,0.001408,0.001216,0.000384,1.308518
0.398444,0.017697,0.133188,0.518735,0.067554,0.722645,0.050370,0.000576,0.013888,0.000384,0.001440,0.001344,0.000384,1.214820
0.397356,0.017825,0.143716,0.528880,0.066434,0.742710,0.048577,0.000608,0.013761,0.000384,0.001440,0.001504,0.000384,1.232325
0.396396,0.017344,0.134756,0.552049,0.089218,0.779959,0.051458,0.000640,0.013664,0.000384,0.001504,0.001024,0.000416,1.270021
0.395628,0.017409,0.137252,0.518735,0.065570,0.725237,0.051778,0.000576,0.013792,0.000352,0.001504,0.000992,0.000416,1.214788
0.395692,0.017537,0.142276,0.519023,0.066018,0.730453,0.048290,0.000608,0.013696,0.000384,0.001376,0.001088,0.000480,1.216036
0.421325,0.017472,0.133988,0.516720,0.066018,0.720374,0.048545,0.000608,0.013665,0.000384,0.001440,0.001088,0.000416,1.233221
0.396299,0.017664,0.132708,0.518575,0.072611,0.727190,0.048161,0.000576,0.013760,0.000352,0.001473,0.001056,0.000416,1.213060
0.395628,0.017440,0.116868,0.517647,0.064770,0.702453,0.048354,0.000576,0.013440,0.000352,0.001440,0.001152,0.000416,1.187683
0.395532,0.017408,0.120772,0.517199,0.064450,0.705909,0.050274,0.000608,0.013504,0.000384,0.001440,0.001536,0.000352,1.194083
0.403308,0.018049,0.147428,0.525200,0.075778,0.752342,0.049633,0.000864,0.014433,0.000384,0.001600,0.001408,0.000384,1.250501
0.395788,0.017633,0.156228,0.552561,0.080514,0.792695,0.049762,0.000832,0.014464,0.000352,0.001824,0.001408,0.000352,1.283814
0.395308,0.017472,0.142756,0.519984,0.066434,0.732502,0.049921,0.000608,0.013953,0.000384,0.001504,0.001024,0.000384,1.220228
0.394379,0.017344,0.124196,0.519599,0.063874,0.710997,0.048962,0.000608,0.014176,0.000352,0.001536,0.001152,0.000352,1.196899
0.414412,0.017376,0.122692,0.528047,0.067618,0.721461,0.049602,0.000608,0.013856,0.000384,0.001472,0.001024,0.000352,1.228293
0.395404,0.017441,0.129220,0.529231,0.068866,0.731317,0.048322,0.000640,0.013856,0.000416,0.001600,0.001216,0.000416,1.218372
0.394956,0.017920,0.148101,0.517775,0.068482,0.737878,0.049569,0.000641,0.013664,0.000352,0.001536,0.001216,0.000384,1.226180
0.395660,0.017408,0.141668,0.533136,0.067042,0.745206,0.050370,0.000608,0.013760,0.000384,0.001472,0.001088,0.000384,1.233732
0.395436,0.017408,0.131748,0.519792,0.066146,0.721142,0.049729,0.000640,0.013569,0.000384,0.001440,0.001152,0.000480,1.209188
