Layer[0],Layer[1],IN[2],INFER[2-7],OUT[7],TEE[2-7],Layer[8],Layer[9],Layer[10],classifier
0.413420,0.017504,0.139781,0.598225,0.067650,0.809176,0.002912,0.001024,0.000416,1.250244
0.394540,0.017440,0.136548,0.582258,0.064194,0.786360,0.002496,0.000992,0.000384,1.207300
0.396236,0.017601,0.125188,0.589425,0.067010,0.784951,0.002656,0.001120,0.000480,1.208004
0.397420,0.017505,0.140004,0.592625,0.068162,0.804215,0.002848,0.001472,0.000416,1.229700
0.395916,0.017536,0.113091,0.592337,0.067106,0.776630,0.002753,0.000960,0.000384,1.198884
0.396396,0.017408,0.134628,0.598258,0.091459,0.828185,0.002688,0.001120,0.000416,1.252613
0.398060,0.017312,0.113348,0.593105,0.064226,0.775703,0.002336,0.000992,0.000608,1.199843
0.395948,0.017409,0.110787,0.593777,0.062465,0.771990,0.002241,0.001056,0.000320,1.193508
0.395371,0.017825,0.147524,0.607762,0.075363,0.836729,0.002464,0.000992,0.000384,1.260965
0.395884,0.017633,0.120579,0.581937,0.064097,0.771734,0.002593,0.000896,0.000416,1.194532
0.405452,0.018240,0.182534,0.589809,0.076514,0.852697,0.003585,0.002496,0.000352,1.292550
0.408524,0.017985,0.118884,0.583505,0.074434,0.783095,0.002976,0.001376,0.000352,1.219620
0.400492,0.017697,0.136996,0.582769,0.070882,0.794551,0.003232,0.001216,0.000480,1.224868
0.401484,0.017569,0.130020,0.586769,0.090659,0.811000,0.003136,0.001376,0.000480,1.241765
0.400684,0.017377,0.120131,0.581138,0.064002,0.768343,0.005344,0.001088,0.000416,1.198884
0.397164,0.017825,0.124931,0.585074,0.067554,0.782103,0.002752,0.001120,0.000608,1.207556
0.399564,0.017440,0.137156,0.601714,0.085603,0.828441,0.002432,0.001184,0.000384,1.254277
0.395788,0.017536,0.140869,0.583345,0.065506,0.794072,0.002496,0.001024,0.000448,1.216036
0.395756,0.017505,0.124291,0.591090,0.065122,0.784375,0.002528,0.000864,0.000480,1.207076
0.396140,0.032161,0.122084,0.581809,0.066626,0.775735,0.002496,0.001056,0.000448,1.212932
0.395436,0.017569,0.128580,0.593457,0.066658,0.794295,0.004608,0.000928,0.000480,1.218916
0.396204,0.017728,0.137060,0.580754,0.070146,0.791480,0.002592,0.001120,0.000416,1.215556
0.413516,0.017665,0.120419,0.593074,0.072290,0.791159,0.002944,0.001184,0.000384,1.233796
0.396460,0.017473,0.122531,0.593330,0.066466,0.786455,0.002912,0.000896,0.000384,1.209348
0.400588,0.017569,0.140868,0.598450,0.081154,0.824024,0.003136,0.001216,0.000480,1.252165
0.396684,0.017600,0.126788,0.584497,0.065090,0.779607,0.002624,0.001248,0.000352,1.203811
0.396043,0.017409,0.116131,0.595282,0.071042,0.785751,0.005504,0.001248,0.000448,1.211267
0.397612,0.017473,0.113603,0.597586,0.071010,0.785975,0.003168,0.000992,0.000416,1.210500
0.396491,0.017281,0.134820,0.583377,0.064866,0.786519,0.002464,0.000992,0.000384,1.209603
0.399884,0.017697,0.135908,0.592977,0.067874,0.801015,0.003488,0.000992,0.000416,1.229316
0.410700,0.017441,0.122371,0.592721,0.068322,0.786935,0.004064,0.001024,0.000384,1.225252
0.396652,0.017536,0.118372,0.580049,0.065346,0.766935,0.003296,0.001184,0.000448,1.191203
0.398700,0.017792,0.137188,0.581266,0.070274,0.792600,0.002496,0.001280,0.000384,1.219556
0.401484,0.017345,0.135716,0.599089,0.067554,0.805688,0.002464,0.001056,0.000352,1.233381
0.396364,0.017568,0.117892,0.583921,0.065474,0.770455,0.002528,0.001088,0.000384,1.193795
0.396364,0.017536,0.138628,0.602994,0.082307,0.827513,0.002656,0.001280,0.000416,1.251557
0.397068,0.017537,0.140772,0.599058,0.069058,0.812376,0.003296,0.001216,0.000416,1.237157
0.396268,0.017696,0.140869,0.587249,0.065602,0.797208,0.003456,0.001024,0.000416,1.221412
0.395947,0.017793,0.138084,0.602290,0.112291,0.856313,0.004640,0.001024,0.000448,1.281733
0.397356,0.017632,0.139172,0.583410,0.070562,0.796376,0.003360,0.001184,0.000384,1.221700
0.400268,0.017408,0.134788,0.584754,0.066466,0.789304,0.004128,0.001088,0.000416,1.217732
0.413997,0.017408,0.147077,0.596529,0.067042,0.813816,0.003456,0.001408,0.000352,1.256070
0.398668,0.017761,0.153860,0.583569,0.066882,0.808055,0.002785,0.001504,0.000384,1.235333
0.397964,0.017633,0.137572,0.603026,0.072930,0.816856,0.003168,0.001216,0.000448,1.242597
0.399564,0.017536,0.126916,0.581969,0.067170,0.779191,0.003008,0.001312,0.000416,1.206275
0.395339,0.017888,0.135332,0.584625,0.074338,0.797880,0.003232,0.002208,0.000352,1.225412
0.401996,0.017537,0.135972,0.605842,0.087746,0.833880,0.005601,0.001312,0.000384,1.266886
0.394444,0.017537,0.121827,0.583506,0.070082,0.778583,0.002592,0.001024,0.000320,1.199940
0.400780,0.017376,0.134084,0.581361,0.064290,0.783159,0.002752,0.000992,0.000320,1.211556
0.419724,0.017312,0.137380,0.591794,0.067426,0.800312,0.003104,0.001248,0.000416,1.247813
0.399468,0.017281,0.135908,0.580433,0.065154,0.785015,0.002432,0.001120,0.000608,1.211492
0.395916,0.017536,0.146341,0.584113,0.068418,0.802680,0.002720,0.001280,0.000576,1.226116
0.396140,0.017697,0.119907,0.582514,0.069954,0.776247,0.003040,0.001376,0.000352,1.201572
0.395147,0.017569,0.123140,0.594673,0.067426,0.788663,0.002752,0.001152,0.000352,1.210563
0.395019,0.017601,0.143876,0.599250,0.073090,0.819864,0.003008,0.001344,0.000416,1.243652
0.394988,0.017889,0.109955,0.584081,0.071330,0.769558,0.003201,0.001248,0.000448,1.192580
0.396076,0.017504,0.134692,0.595602,0.067106,0.803096,0.002880,0.001184,0.000512,1.226852
0.396236,0.017281,0.151940,0.611922,0.066818,0.836440,0.002913,0.001120,0.000544,1.260710
0.395052,0.017505,0.133284,0.597809,0.067426,0.801847,0.003041,0.001088,0.000448,1.224101
0.394891,0.017409,0.126532,0.592433,0.074818,0.797431,0.002753,0.001184,0.000448,1.218692
0.408844,0.017601,0.137220,0.597169,0.067554,0.807031,0.002561,0.000992,0.000448,1.242501
0.399660,0.017504,0.128611,0.582194,0.067170,0.781335,0.002656,0.001280,0.000416,1.208900
0.401900,0.017409,0.141540,0.585201,0.070626,0.801368,0.002976,0.001664,0.000448,1.250597
0.395851,0.017825,0.118979,0.596914,0.075746,0.797495,0.002624,0.001056,0.000384,1.220772
0.397131,0.017728,0.123844,0.582993,0.067746,0.778839,0.003040,0.001536,0.000480,1.206723
0.395436,0.017408,0.134820,0.605298,0.078147,0.822777,0.005536,0.001472,0.000544,1.249989
0.394444,0.017632,0.127812,0.584658,0.068802,0.786424,0.005536,0.001088,0.000512,1.210660
0.395691,0.017537,0.137796,0.596562,0.067586,0.806904,0.005568,0.001024,0.000480,1.232004
0.395628,0.017312,0.146404,0.595698,0.066498,0.813720,0.003200,0.000928,0.000448,1.236068
0.396300,0.017217,0.114243,0.593170,0.065314,0.776215,0.003808,0.000960,0.000416,1.199972
0.396812,0.017665,0.126756,0.583665,0.071650,0.786007,0.002528,0.001120,0.000384,1.211620
0.413868,0.017536,0.145669,0.595121,0.071267,0.815705,0.002656,0.001216,0.000416,1.257509
0.397515,0.017505,0.141892,0.585746,0.073218,0.804856,0.002944,0.001184,0.000416,1.230756
0.400236,0.017633,0.139972,0.603090,0.084674,0.831192,0.002784,0.001248,0.000384,1.259365
0.396716,0.017601,0.141316,0.585873,0.070050,0.800823,0.002784,0.001377,0.000384,1.226277
0.399819,0.017569,0.138724,0.584657,0.068291,0.795480,0.003008,0.001184,0.000384,1.223716
0.394987,0.017889,0.137764,0.604050,0.086435,0.832057,0.002912,0.001280,0.000544,1.255717
0.399532,0.017664,0.136964,0.583090,0.066434,0.790392,0.002816,0.001376,0.000352,1.217540
0.395659,0.017537,0.137284,0.583409,0.067106,0.791319,0.002592,0.001440,0.000608,1.214819
0.412172,0.017568,0.141797,0.593617,0.068930,0.807544,0.002720,0.001152,0.000705,1.248101
0.395724,0.017441,0.136260,0.583537,0.068514,0.791767,0.002784,0.001440,0.000416,1.215524
0.394988,0.017441,0.135716,0.604370,0.117699,0.861177,0.002752,0.001312,0.000416,1.283878
0.395308,0.017664,0.134979,0.581809,0.064514,0.784952,0.003296,0.001376,0.000672,1.209764
0.395500,0.017344,0.137124,0.585074,0.066978,0.792824,0.002560,0.001344,0.000672,1.216164
0.396044,0.017409,0.136644,0.612050,0.082530,0.834680,0.003009,0.001248,0.000640,1.259174
0.395724,0.017569,0.139844,0.583793,0.068258,0.795223,0.003456,0.001184,0.000640,1.219365
0.395692,0.017441,0.137668,0.593777,0.087299,0.822264,0.002848,0.001376,0.000704,1.246405
0.414156,0.017760,0.150085,0.596498,0.072066,0.822457,0.002816,0.001184,0.000576,1.265765
0.420460,0.017665,0.137540,0.597970,0.075426,0.814680,0.003008,0.001248,0.000768,1.264037
0.395500,0.017408,0.140196,0.601937,0.083650,0.829593,0.002912,0.001280,0.000480,1.252901
0.395660,0.017696,0.128164,0.582577,0.068194,0.782647,0.003360,0.001280,0.000448,1.207460
0.395180,0.017376,0.129092,0.585137,0.065954,0.783735,0.003136,0.001120,0.000416,1.206787
0.397292,0.017857,0.142500,0.606994,0.105731,0.858841,0.002816,0.001440,0.000448,1.285286
0.395628,0.017376,0.118084,0.582897,0.065986,0.770839,0.003296,0.001312,0.000416,1.194659
0.395756,0.017792,0.139300,0.585842,0.070114,0.798520,0.002880,0.001248,0.000416,1.222820
0.411596,0.017633,0.146852,0.594962,0.068866,0.814360,0.002816,0.001152,0.000640,1.254629
0.395660,0.017600,0.136420,0.582897,0.066530,0.789944,0.002880,0.001216,0.000416,1.213988
0.395052,0.017472,0.145509,0.584561,0.092898,0.846073,0.002912,0.001152,0.000448,1.268486
0.395692,0.017761,0.133604,0.583473,0.067234,0.787703,0.002688,0.001280,0.000448,1.211012
0.394731,0.017600,0.141348,0.584402,0.064929,0.793976,0.005408,0.001280,0.000416,1.218948
0.394444,0.017664,0.129923,0.599634,0.073570,0.806743,0.002688,0.001152,0.000352,1.228133
0.395372,0.017408,0.126532,0.580945,0.067170,0.778327,0.002753,0.001248,0.000448,1.201732
0.394476,0.017569,0.122307,0.582289,0.066401,0.774199,0.002592,0.001088,0.000416,1.195652
0.414125,0.017760,0.133764,0.586066,0.069602,0.792696,0.002720,0.001248,0.000448,1.234885
0.395339,0.017856,0.138852,0.580561,0.066754,0.789751,0.002881,0.001280,0.000448,1.213508
0.395052,0.017440,0.150853,0.583185,0.064738,0.802104,0.002784,0.001088,0.000416,1.223908
0.399308,0.017376,0.135460,0.591666,0.068098,0.798456,0.002432,0.000960,0.000608,1.224260
0.399372,0.017409,0.128804,0.579793,0.066306,0.778967,0.002720,0.001184,0.000512,1.208132
0.399723,0.017409,0.134980,0.599058,0.072034,0.809464,0.002560,0.001152,0.000480,1.235812
0.399148,0.017504,0.131908,0.579793,0.069122,0.784151,0.002528,0.001152,0.000385,1.209668
0.399084,0.017665,0.131427,0.579761,0.065186,0.779991,0.002880,0.001280,0.000416,1.206692
0.399340,0.017665,0.135012,0.600785,0.078466,0.817752,0.002976,0.001280,0.000416,1.245061
0.395340,0.017665,0.129956,0.583185,0.067490,0.783799,0.003104,0.001184,0.000416,1.206532
0.395372,0.017440,0.137348,0.580818,0.065346,0.787256,0.002592,0.001344,0.000384,1.209604
0.414349,0.017568,0.141348,0.593618,0.068546,0.806872,0.002848,0.001312,0.000384,1.249093
0.394795,0.017473,0.126244,0.579537,0.068898,0.779415,0.002688,0.000928,0.000416,1.200899
0.398924,0.017697,0.131204,0.581969,0.064930,0.781239,0.002560,0.001376,0.000384,1.207492
0.400780,0.017664,0.132708,0.596658,0.068994,0.802328,0.002720,0.001280,0.000480,1.230852
0.394476,0.017536,0.136004,0.595922,0.067746,0.803096,0.003264,0.001024,0.000448,1.225732
0.394988,0.017632,0.140356,0.600722,0.078691,0.822969,0.002784,0.001248,0.000384,1.245509
0.400236,0.017473,0.128100,0.579505,0.067458,0.778231,0.002560,0.001152,0.000352,1.205444
0.395116,0.017345,0.121187,0.580113,0.068898,0.773591,0.002784,0.001344,0.000384,1.196644
0.395531,0.017601,0.144036,0.597106,0.064642,0.809048,0.002784,0.001152,0.000384,1.231333
0.394988,0.017473,0.133796,0.582417,0.065410,0.785143,0.002656,0.001184,0.000416,1.207940
0.394763,0.017249,0.144612,0.580849,0.065570,0.794359,0.002400,0.001120,0.000384,1.215364
0.410188,0.017537,0.127107,0.589970,0.067010,0.789015,0.003200,0.001056,0.000352,1.226660
0.394636,0.017473,0.153476,0.580689,0.064801,0.802071,0.002529,0.001184,0.000480,1.223205
0.395148,0.017248,0.142021,0.594449,0.069154,0.809336,0.002464,0.001152,0.000544,1.231588
0.394955,0.017601,0.129764,0.580881,0.072866,0.786679,0.002944,0.000960,0.000416,1.208739
0.394443,0.017472,0.120388,0.580433,0.064098,0.768215,0.002496,0.001152,0.000448,1.189379
0.399244,0.017505,0.145924,0.596274,0.077762,0.823096,0.002464,0.001152,0.000832,1.249157
0.396460,0.017729,0.134276,0.582065,0.065730,0.785815,0.002688,0.001216,0.000416,1.209412
0.399691,0.017313,0.149124,0.592178,0.064898,0.809592,0.003168,0.001216,0.000480,1.236548
0.413741,0.017568,0.136772,0.590898,0.069218,0.800504,0.002560,0.001184,0.000416,1.241573
0.395403,0.017313,0.129796,0.580529,0.064162,0.779159,0.003232,0.000928,0.000448,1.200995
0.394444,0.017408,0.139716,0.581169,0.073090,0.797464,0.003104,0.000928,0.000448,1.217828
0.406924,0.017568,0.109860,0.588625,0.064322,0.767575,0.002432,0.000960,0.000448,1.200291
0.394444,0.017376,0.109860,0.592145,0.061058,0.766743,0.005184,0.000960,0.000480,1.190083
0.394124,0.017504,0.107588,0.578961,0.062178,0.752119,0.002848,0.001152,0.000544,1.172579
0.396363,0.017729,0.167941,0.583985,0.068002,0.825048,0.003008,0.001344,0.000480,1.250725
0.399340,0.017824,0.128868,0.580913,0.066690,0.780247,0.003040,0.001248,0.000384,1.207971
0.400524,0.017601,0.124803,0.606194,0.084963,0.819800,0.002944,0.001440,0.000480,1.249445
0.395467,0.017569,0.137828,0.583217,0.071619,0.795928,0.003040,0.001376,0.000448,1.219364
0.395756,0.017409,0.125731,0.583186,0.071042,0.783447,0.003232,0.001344,0.000480,1.207972
0.411244,0.017665,0.143652,0.596402,0.072450,0.815864,0.003008,0.001312,0.000384,1.255621
0.395147,0.017729,0.140420,0.584945,0.066882,0.795511,0.002912,0.001280,0.000416,1.218660
0.396012,0.017601,0.144644,0.582737,0.065538,0.797463,0.002912,0.001120,0.000608,1.221604
0.395404,0.017472,0.139588,0.582354,0.068386,0.793912,0.002880,0.001312,0.000608,1.217188
0.395980,0.017440,0.137348,0.584401,0.066722,0.791960,0.003008,0.001280,0.000480,1.216132
0.394828,0.017313,0.106147,0.603634,0.070818,0.784663,0.002880,0.000992,0.000768,1.206308
0.399308,0.017569,0.138532,0.582769,0.064002,0.788631,0.002592,0.001216,0.000384,1.214628
0.395307,0.017601,0.136260,0.595602,0.070690,0.806104,0.002848,0.001248,0.000384,1.229668
0.402508,0.017409,0.104739,0.600241,0.077027,0.785879,0.002848,0.001120,0.000352,1.216260
0.395372,0.017857,0.137092,0.583281,0.068098,0.792151,0.002752,0.001216,0.000384,1.215332
0.395660,0.017633,0.136420,0.582865,0.067778,0.790743,0.002784,0.001120,0.000416,1.214244
0.411212,0.017665,0.136900,0.585521,0.069538,0.795543,0.003168,0.001120,0.000416,1.234788
0.395212,0.017697,0.124739,0.591634,0.065186,0.786519,0.002912,0.001152,0.000448,1.209604
0.395404,0.017664,0.137220,0.582866,0.066146,0.789752,0.022016,0.001536,0.000704,1.233029
0.395180,0.017568,0.136324,0.581266,0.065186,0.786392,0.002656,0.001216,0.000640,1.209412
0.394891,0.017568,0.126276,0.581137,0.065730,0.776567,0.002688,0.001120,0.000416,1.199043
0.395787,0.017537,0.136292,0.633811,0.089570,0.864218,0.002880,0.001344,0.000704,1.289830
0.395852,0.017633,0.141060,0.580529,0.066498,0.791895,0.002784,0.001376,0.000416,1.215716
0.394860,0.017760,0.130916,0.582161,0.064225,0.780727,0.002849,0.001280,0.000448,1.203588
0.428301,0.017664,0.136485,0.598801,0.068386,0.807256,0.002912,0.001280,0.000417,1.264038
0.394956,0.017601,0.131140,0.581425,0.066562,0.782647,0.002784,0.001216,0.000384,1.205636
0.395308,0.017440,0.143460,0.583601,0.065666,0.795960,0.002880,0.001248,0.000416,1.219460
0.395692,0.017728,0.133252,0.585170,0.065666,0.787512,0.002816,0.001216,0.000448,1.211140
0.395115,0.017473,0.138372,0.583985,0.068066,0.793783,0.002912,0.001440,0.000480,1.217092
0.395308,0.017473,0.140900,0.598161,0.076323,0.819416,0.003264,0.001408,0.000672,1.244261
0.397355,0.017473,0.133860,0.584593,0.072450,0.794519,0.003040,0.001344,0.000480,1.220356
0.402796,0.017664,0.144804,0.588434,0.071906,0.809048,0.003136,0.001504,0.000416,1.241220
0.398827,0.017600,0.168133,0.609970,0.072834,0.856441,0.002880,0.001216,0.000416,1.283558
0.396844,0.017825,0.135780,0.582641,0.068066,0.790071,0.002848,0.001120,0.000448,1.215076
0.400876,0.017696,0.138085,0.586417,0.068066,0.796088,0.002624,0.001152,0.000608,1.225060
0.409932,0.017664,0.134212,0.593234,0.066978,0.797656,0.002816,0.001216,0.000608,1.235684
0.401836,0.017792,0.120740,0.583057,0.071618,0.778647,0.002688,0.001121,0.000672,1.207908
0.396140,0.017760,0.133284,0.596946,0.067042,0.801048,0.002912,0.001312,0.000384,1.225220
0.396363,0.017537,0.125316,0.583441,0.066370,0.778679,0.003008,0.001152,0.000448,1.202467
0.396972,0.017632,0.134500,0.585106,0.070146,0.793560,0.003360,0.001248,0.000416,1.219140
0.398444,0.017696,0.135332,0.602802,0.104451,0.845881,0.002656,0.001217,0.000352,1.271846
0.396459,0.017760,0.136196,0.583217,0.067554,0.790167,0.002625,0.001184,0.000384,1.215236
0.397292,0.017409,0.138212,0.583793,0.066498,0.792151,0.005376,0.001472,0.000384,1.219652
0.418860,0.017697,0.140068,0.595826,0.068482,0.807704,0.003072,0.001280,0.000384,1.254821
0.401772,0.017601,0.136068,0.584529,0.067842,0.791543,0.002976,0.001248,0.000353,1.221349
0.397420,0.017696,0.134787,0.584369,0.071170,0.793975,0.004352,0.001376,0.000544,1.221316
0.401452,0.017569,0.135236,0.606738,0.065826,0.811672,0.004224,0.001088,0.000512,1.242853
0.400492,0.017473,0.136548,0.593489,0.065730,0.798807,0.003168,0.001248,0.000544,1.227748
0.396972,0.017408,0.135044,0.600242,0.079522,0.818744,0.003265,0.001088,0.000512,1.244965
0.396524,0.017440,0.132900,0.584626,0.066946,0.787960,0.005216,0.001184,0.000448,1.214244
0.398604,0.017537,0.132612,0.582481,0.067106,0.785399,0.002944,0.001184,0.000512,1.211556
0.395691,0.034785,0.136676,0.585361,0.068642,0.794520,0.003008,0.001312,0.000512,1.235748
0.396428,0.017729,0.135428,0.581457,0.070210,0.790615,0.004640,0.001120,0.000512,1.216452
0.396236,0.017312,0.138180,0.580305,0.066210,0.787863,0.003137,0.001408,0.000480,1.212356
0.416812,0.017473,0.136132,0.584497,0.069218,0.793239,0.003200,0.001376,0.000480,1.238564
0.396876,0.017344,0.134212,0.580401,0.065570,0.783575,0.002944,0.001217,0.000480,1.208196
0.396972,0.017600,0.136132,0.603058,0.084707,0.828377,0.003104,0.001152,0.000416,1.254373
0.403564,0.017505,0.127012,0.583665,0.068482,0.783863,0.002784,0.001184,0.000416,1.215108
0.396364,0.020896,0.137572,0.584914,0.068258,0.793976,0.003744,0.001120,0.000352,1.222052
0.396107,0.017601,0.133284,0.600722,0.075938,0.813496,0.003296,0.001184,0.000384,1.237892
0.400556,0.017345,0.134852,0.583793,0.065378,0.787543,0.002464,0.001216,0.000384,1.214724
0.402635,0.017600,0.138564,0.585137,0.065473,0.792855,0.003200,0.001184,0.000448,1.224100
0.417773,0.017728,0.136612,0.595314,0.066914,0.802136,0.003296,0.001088,0.000384,1.248101
0.397707,0.017761,0.139556,0.585489,0.067010,0.795607,0.003233,0.001152,0.000512,1.223012
0.403084,0.017793,0.135044,0.582481,0.066850,0.787671,0.003424,0.001536,0.000448,1.219940
0.397324,0.017569,0.138116,0.584017,0.067042,0.792759,0.003328,0.001408,0.000768,1.219940
0.402188,0.017825,0.135556,0.585393,0.069410,0.793239,0.003808,0.001376,0.000448,1.224452
0.401228,0.017601,0.139460,0.600882,0.087138,0.831768,0.003713,0.001344,0.000448,1.262918
0.397355,0.017409,0.140260,0.585297,0.067810,0.797399,0.002913,0.001184,0.000416,1.223364
0.397356,0.017472,0.140100,0.581554,0.066786,0.792504,0.003264,0.001280,0.000416,1.218276
0.424620,0.018017,0.137796,0.584337,0.069730,0.797240,0.002976,0.001184,0.000416,1.250629
0.396908,0.017857,0.137092,0.584241,0.068482,0.795191,0.002688,0.000992,0.000384,1.219652
0.395724,0.017409,0.123651,0.593682,0.069538,0.792375,0.003232,0.001056,0.000352,1.215876
0.396524,0.020673,0.127844,0.583633,0.066370,0.781911,0.003104,0.001184,0.000416,1.210628
0.396907,0.017504,0.100643,0.581937,0.074659,0.760823,0.002496,0.001280,0.000448,1.185091
0.398092,0.017441,0.133956,0.605650,0.112483,0.857177,0.003520,0.001216,0.000448,1.286086
0.397996,0.017761,0.140676,0.582321,0.065506,0.792119,0.005600,0.001408,0.000416,1.221988
0.397004,0.017504,0.134372,0.582898,0.065954,0.786616,0.003264,0.001344,0.000352,1.212196
0.396043,0.017569,0.143972,0.604242,0.110019,0.861465,0.003616,0.001280,0.000384,1.285990
0.396108,0.017536,0.136324,0.584850,0.067458,0.791896,0.003040,0.001280,0.000352,1.216068
0.397515,0.017761,0.122980,0.581393,0.064418,0.772279,0.003040,0.001280,0.000384,1.198371
0.408364,0.017760,0.141669,0.592113,0.071554,0.809048,0.002688,0.001216,0.000416,1.245956
0.398572,0.017505,0.118371,0.584849,0.066850,0.775510,0.003073,0.001184,0.000384,1.202244
0.396012,0.017601,0.136228,0.584017,0.085602,0.810552,0.003168,0.001344,0.000416,1.236805
0.395723,0.017473,0.120548,0.583505,0.066946,0.774551,0.002720,0.001152,0.000416,1.197667
0.396587,0.017633,0.123460,0.580849,0.065506,0.773207,0.003232,0.001152,0.000448,1.198243
