Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-10],OUT[10],TEE[4-10],classifier
0.396715,0.017825,0.207238,0.005472,0.097315,0.100099,0.062658,0.264072,0.895674
0.396492,0.017312,0.191398,0.004864,0.099747,0.110563,0.062114,0.275912,0.890170
0.395115,0.017280,0.191398,0.004800,0.101795,0.098115,0.069698,0.273192,0.885786
0.397612,0.017472,0.191590,0.004832,0.115587,0.110339,0.066946,0.296489,0.912667
0.408909,0.017536,0.191974,0.004928,0.114531,0.105667,0.066913,0.290473,0.917852
0.396044,0.017600,0.191494,0.004800,0.113347,0.098179,0.061058,0.275752,0.889626
0.395788,0.017792,0.191782,0.004928,0.120580,0.101347,0.063714,0.289353,0.905115
0.395404,0.017440,0.192006,0.004832,0.120003,0.104131,0.061313,0.289256,0.903387
0.394572,0.017568,0.191814,0.004832,0.090051,0.113987,0.060226,0.267912,0.880794
0.394668,0.018081,0.191525,0.004832,0.100547,0.110820,0.062626,0.277577,0.891451
0.395820,0.017697,0.191909,0.004896,0.124420,0.100899,0.061314,0.290025,0.904571
0.406540,0.017377,0.192038,0.004832,0.102019,0.111363,0.062434,0.279112,0.904475
0.395019,0.017633,0.191365,0.004769,0.097635,0.104739,0.067010,0.273896,0.886906
0.395532,0.017472,0.191590,0.004832,0.114596,0.103651,0.062818,0.285673,0.899931
0.396651,0.017377,0.191334,0.004800,0.109795,0.103907,0.085667,0.302793,0.917627
0.395948,0.017601,0.191397,0.004896,0.107172,0.100771,0.064385,0.275400,0.889851
0.395307,0.017793,0.191718,0.004896,0.122115,0.106276,0.064769,0.296745,0.911259
0.396715,0.017505,0.192293,0.004832,0.112451,0.110883,0.064834,0.291624,0.907675
0.413837,0.017440,0.191622,0.004800,0.111875,0.114596,0.063458,0.293225,0.925500
0.395051,0.017761,0.191910,0.005088,0.115459,0.100099,0.062594,0.281384,0.896346
0.397228,0.017344,0.191846,0.004928,0.103779,0.099267,0.062114,0.268360,0.884314
0.395436,0.017537,0.192357,0.004992,0.114052,0.102691,0.065026,0.284937,0.899675
0.396428,0.017536,0.191974,0.004864,0.108035,0.100547,0.063010,0.275016,0.890362
0.394540,0.017568,0.191078,0.004864,0.110596,0.100675,0.061569,0.276104,0.889338
0.396780,0.017569,0.191461,0.004897,0.112803,0.101987,0.067394,0.285704,0.901243
0.396588,0.036257,0.192133,0.005025,0.109667,0.109123,0.065058,0.287400,0.922203
0.395244,0.017504,0.192326,0.004896,0.115491,0.101219,0.064769,0.285256,0.900122
0.395243,0.017249,0.191846,0.005120,0.109411,0.101443,0.072706,0.286920,0.901594
0.394892,0.017632,0.191462,0.004864,0.109987,0.100675,0.062338,0.276232,0.889562
0.395116,0.017568,0.192486,0.005056,0.112132,0.102179,0.064802,0.282409,0.897435
0.395243,0.017473,0.192038,0.004928,0.106019,0.102371,0.061090,0.272616,0.886778
0.396043,0.017376,0.191430,0.004864,0.131108,0.100899,0.062690,0.297929,0.912635
0.394795,0.017345,0.207494,0.005152,0.108771,0.105923,0.071650,0.289289,0.918939
0.395723,0.017473,0.191622,0.004832,0.113987,0.100067,0.061570,0.278792,0.893306
0.394636,0.017088,0.191686,0.004832,0.111683,0.101283,0.063906,0.280296,0.893434
0.395532,0.017793,0.191717,0.004897,0.140964,0.099907,0.062402,0.306505,0.921948
0.396171,0.017537,0.192070,0.004960,0.120099,0.101091,0.063842,0.288680,0.904730
0.395660,0.017377,0.191813,0.004928,0.110596,0.101507,0.062434,0.278409,0.892795
0.395244,0.017537,0.191973,0.005281,0.112995,0.101059,0.063106,0.280552,0.895643
0.396171,0.017344,0.211334,0.005056,0.110596,0.111907,0.063906,0.289609,0.925083
0.395532,0.017344,0.191974,0.004864,0.108835,0.101123,0.063298,0.276360,0.890490
0.394988,0.017377,0.191429,0.004865,0.108131,0.114883,0.066594,0.292648,0.905979
0.395660,0.017504,0.192006,0.004832,0.112227,0.110372,0.064354,0.290089,0.904635
0.395116,0.017185,0.191781,0.004929,0.106339,0.113091,0.070498,0.294696,0.908699
0.394412,0.017505,0.191429,0.004928,0.099427,0.098275,0.062114,0.263016,0.875770
0.395948,0.017600,0.191366,0.004864,0.091203,0.101315,0.059618,0.255496,0.869722
0.395244,0.017408,0.212423,0.005376,0.112611,0.106787,0.065186,0.287880,0.923707
0.394795,0.017377,0.191910,0.004896,0.101699,0.111971,0.062050,0.278888,0.891866
0.396108,0.017345,0.192165,0.004864,0.118308,0.102499,0.065922,0.290409,0.906587
0.395468,0.017536,0.192038,0.004800,0.115428,0.108611,0.066978,0.294281,0.909723
0.411020,0.017345,0.191653,0.004865,0.111907,0.102243,0.063458,0.281160,0.910619
0.395915,0.017345,0.191782,0.005024,0.109507,0.108867,0.065794,0.287368,0.902618
0.395628,0.017376,0.191814,0.004960,0.109188,0.111267,0.067074,0.290697,0.905115
0.395116,0.017569,0.224902,0.004992,0.109412,0.108739,0.064610,0.285929,0.934204
0.395372,0.017600,0.191142,0.005120,0.111683,0.101955,0.062210,0.279208,0.893018
0.394059,0.017601,0.191334,0.005056,0.107235,0.100963,0.062146,0.273800,0.888826
0.395692,0.017793,0.192037,0.004865,0.122339,0.107075,0.069251,0.302185,0.920060
0.394955,0.017505,0.191686,0.004832,0.112419,0.111491,0.064162,0.291848,0.906234
0.395244,0.017345,0.191941,0.004929,0.107203,0.110275,0.064386,0.285320,0.899195
0.395084,0.017856,0.192038,0.005248,0.112323,0.101923,0.064290,0.281800,0.898202
0.395819,0.017537,0.209830,0.005216,0.115300,0.106467,0.064322,0.289513,0.922811
0.394923,0.017569,0.191878,0.004800,0.112003,0.099971,0.065666,0.280840,0.894138
0.395308,0.017344,0.191750,0.004832,0.114628,0.105891,0.063458,0.287113,0.900731
0.395275,0.017601,0.191718,0.004800,0.112227,0.101475,0.062562,0.279464,0.893434
0.411436,0.017569,0.192133,0.004801,0.113251,0.109731,0.066978,0.293608,0.924507
0.395020,0.017313,0.191973,0.004832,0.104676,0.103107,0.065442,0.276233,0.890267
0.397516,0.017568,0.192230,0.004992,0.116868,0.102851,0.064322,0.287913,0.906491
0.395660,0.017280,0.208166,0.005216,0.111396,0.111683,0.065122,0.291689,0.922811
0.395500,0.017312,0.191974,0.004928,0.111364,0.101763,0.064257,0.280681,0.895131
0.396108,0.017536,0.191462,0.004864,0.116068,0.106115,0.067682,0.293129,0.908187
0.395467,0.017601,0.191814,0.004800,0.105571,0.099203,0.064226,0.272040,0.885946
0.410828,0.017664,0.191494,0.004864,0.115972,0.106627,0.067586,0.293641,0.923291
0.396748,0.017377,0.191589,0.004929,0.114339,0.096419,0.060130,0.274024,0.889819
0.395756,0.017633,0.191877,0.005056,0.121572,0.102307,0.063490,0.291145,0.906939
0.397740,0.017664,0.191366,0.004896,0.143268,0.106627,0.064962,0.338922,0.955196
0.394444,0.017504,0.191622,0.004896,0.100163,0.098915,0.062978,0.265512,0.878778
0.394604,0.017472,0.191782,0.005088,0.119876,0.101091,0.063042,0.287529,0.901691
0.397036,0.017376,0.191846,0.005088,0.114563,0.101315,0.062849,0.282184,0.898074
0.413164,0.017760,0.192230,0.004832,0.113732,0.113635,0.065762,0.296681,0.929435
0.395500,0.017312,0.191558,0.005088,0.127268,0.099267,0.062818,0.292553,0.906555
0.395724,0.017409,0.191877,0.004897,0.112131,0.097539,0.061058,0.273864,0.888283
0.395756,0.017600,0.191590,0.004896,0.127684,0.117795,0.061602,0.310569,0.924763
0.395020,0.017569,0.191653,0.004864,0.109412,0.111171,0.068290,0.292297,0.906427
0.395180,0.017408,0.192070,0.004800,0.103267,0.109603,0.062914,0.279240,0.893274
0.396460,0.017537,0.191781,0.004897,0.126723,0.101091,0.062242,0.293512,0.908699
0.407660,0.017697,0.191909,0.004896,0.099843,0.111300,0.061826,0.276265,0.902939
0.397484,0.017537,0.192166,0.005088,0.119875,0.111492,0.066658,0.301801,0.919132
0.394827,0.017377,0.192070,0.004960,0.108195,0.098115,0.060322,0.270184,0.884026
0.394795,0.017601,0.192006,0.004864,0.135396,0.105699,0.065890,0.310889,0.925083
0.395179,0.017729,0.191686,0.005056,0.109251,0.102083,0.063586,0.278568,0.892794
0.395820,0.017568,0.191718,0.004832,0.108003,0.102691,0.064674,0.278792,0.893466
0.396940,0.017505,0.191333,0.004960,0.108196,0.102019,0.063458,0.276777,0.891995
0.412172,0.017601,0.192581,0.004896,0.111492,0.102883,0.064258,0.282217,0.914459
0.396876,0.017568,0.192070,0.004800,0.112419,0.102147,0.065378,0.283592,0.899738
0.398764,0.017568,0.192070,0.004800,0.114596,0.102563,0.064386,0.285385,0.903867
0.397452,0.017728,0.192102,0.004800,0.147205,0.135972,0.064450,0.351339,0.968541
0.396683,0.017569,0.191878,0.004832,0.113827,0.102691,0.065442,0.285736,0.901786
0.396972,0.017569,0.191717,0.004897,0.113571,0.103075,0.064002,0.284200,0.900155
0.397387,0.017761,0.192326,0.004928,0.121283,0.104675,0.068387,0.298313,0.916507
0.410316,0.017761,0.193094,0.004864,0.120579,0.111396,0.066338,0.302153,0.933436
0.396844,0.017664,0.192710,0.004864,0.114180,0.111587,0.069026,0.298665,0.915771
0.398412,0.017504,0.191782,0.005152,0.112004,0.104739,0.066690,0.286889,0.904699
0.396812,0.017632,0.226855,0.005152,0.117956,0.107875,0.065250,0.294697,0.947036
0.395372,0.017569,0.191717,0.004864,0.116964,0.101379,0.065954,0.287881,0.902235
0.396236,0.017601,0.191525,0.004864,0.109220,0.103811,0.065058,0.281705,0.896699
0.396140,0.017665,0.191653,0.004928,0.120260,0.103459,0.064674,0.292137,0.907515
0.395563,0.017537,0.191462,0.005056,0.111203,0.119236,0.065282,0.299113,0.913819
0.395724,0.017536,0.191749,0.004928,0.113732,0.102915,0.065602,0.286313,0.900827
0.395500,0.017665,0.192165,0.005281,0.112419,0.104739,0.064898,0.285800,0.901595
0.394892,0.017441,0.207078,0.005376,0.114723,0.108739,0.065986,0.292776,0.922972
0.395116,0.017344,0.192262,0.004800,0.109699,0.114148,0.067554,0.294921,0.909531
0.395500,0.017504,0.192390,0.004896,0.105251,0.102467,0.065025,0.276232,0.891130
0.395788,0.017600,0.191430,0.005056,0.111939,0.102627,0.064066,0.282152,0.896922
0.395244,0.017377,0.191685,0.004864,0.110916,0.102051,0.064226,0.280681,0.894843
0.394924,0.017568,0.191622,0.004896,0.107011,0.101987,0.065186,0.277640,0.891706
0.396491,0.017792,0.192358,0.005152,0.111843,0.104195,0.064194,0.284104,0.900986
0.412268,0.017441,0.192453,0.005281,0.109891,0.109667,0.068866,0.292232,0.925243
0.395371,0.017473,0.191142,0.004832,0.101795,0.099939,0.066946,0.272136,0.885818
0.395372,0.017761,0.192165,0.004832,0.110596,0.099171,0.062850,0.276489,0.892187
0.395724,0.017600,0.191814,0.005280,0.114148,0.103555,0.064930,0.286953,0.902331
0.395852,0.017760,0.191558,0.004832,0.104547,0.100323,0.063650,0.272552,0.887514
0.396204,0.017569,0.191493,0.004832,0.105220,0.105571,0.064578,0.279177,0.893883
0.395947,0.017473,0.191590,0.005120,0.121795,0.119620,0.063298,0.308457,0.923707
0.414700,0.017505,0.191429,0.004896,0.114244,0.118979,0.067010,0.304009,0.937915
0.396395,0.017313,0.191334,0.005312,0.110467,0.102403,0.064930,0.281128,0.896762
0.395116,0.017505,0.191333,0.004832,0.112516,0.106115,0.068514,0.290857,0.904411
0.394956,0.017409,0.191461,0.004896,0.116836,0.104323,0.086051,0.312010,0.926556
0.396779,0.017633,0.191238,0.004960,0.107683,0.109571,0.066178,0.286984,0.902170
0.397515,0.017697,0.191462,0.004896,0.116355,0.115876,0.069794,0.305801,0.922907
0.395660,0.017793,0.192005,0.005024,0.116996,0.105443,0.066210,0.292425,0.907803
0.413228,0.017472,0.192038,0.005312,0.109923,0.119172,0.066818,0.299689,0.932764
0.395596,0.017440,0.191334,0.004832,0.110339,0.108036,0.071074,0.292873,0.906555
0.395852,0.017409,0.191333,0.004832,0.110884,0.103715,0.066946,0.285289,0.899611
0.394540,0.017344,0.191366,0.004832,0.112963,0.117476,0.073282,0.307849,0.920699
0.395596,0.017537,0.191365,0.004832,0.110756,0.102979,0.065922,0.283209,0.897499
0.395148,0.017472,0.191430,0.004864,0.114916,0.104003,0.066114,0.288777,0.902715
0.396716,0.017345,0.191941,0.004864,0.108548,0.103747,0.065890,0.281993,0.897819
0.410348,0.017601,0.191590,0.005120,0.114179,0.112867,0.064130,0.295080,0.924539
0.395148,0.017632,0.191942,0.005312,0.108643,0.105347,0.067618,0.285481,0.900603
0.396076,0.017728,0.191334,0.004864,0.115043,0.101475,0.064577,0.284840,0.899835
0.395404,0.017440,0.192038,0.004896,0.110979,0.120356,0.084674,0.320073,0.934748
0.396876,0.017440,0.191942,0.004800,0.106723,0.103875,0.064802,0.278888,0.894394
0.395915,0.017441,0.192006,0.005056,0.117155,0.111716,0.065826,0.298409,0.913531
0.395884,0.017536,0.192070,0.004864,0.111044,0.103299,0.064578,0.282377,0.897531
0.415468,0.017473,0.191781,0.004897,0.099651,0.103331,0.064674,0.271080,0.905723
0.395244,0.017792,0.192102,0.004832,0.111971,0.103875,0.065794,0.285161,0.900059
0.395787,0.017569,0.192550,0.004928,0.103779,0.099875,0.062786,0.270024,0.885946
0.397324,0.017633,0.193702,0.004960,0.136644,0.106307,0.073122,0.320713,0.940188
0.395020,0.017632,0.192998,0.004896,0.118180,0.112771,0.073282,0.308425,0.924731
0.395500,0.017761,0.192453,0.004833,0.118787,0.103331,0.064930,0.290856,0.906363
0.397195,0.017568,0.192038,0.005216,0.118531,0.108612,0.065954,0.297097,0.914843
0.395180,0.017440,0.192486,0.005280,0.114147,0.103940,0.066434,0.288649,0.903835
0.395340,0.017536,0.191782,0.004896,0.115716,0.110115,0.069570,0.299337,0.913883
0.395468,0.017505,0.191973,0.004960,0.115876,0.109571,0.071138,0.299977,0.914907
0.396780,0.017344,0.210630,0.005537,0.116771,0.107459,0.069090,0.297256,0.933147
0.395564,0.017760,0.191654,0.005088,0.119172,0.104579,0.066530,0.294313,0.909499
0.396395,0.017537,0.193094,0.004864,0.113507,0.108579,0.066434,0.292168,0.909466
0.397451,0.017345,0.192102,0.004864,0.114947,0.115492,0.063330,0.297705,0.914875
0.395404,0.017345,0.191845,0.005377,0.115651,0.104483,0.064770,0.288904,0.904251
0.396811,0.017633,0.192774,0.004896,0.121476,0.116643,0.070274,0.312873,0.930395
0.394924,0.017441,0.192069,0.004897,0.118595,0.111907,0.069314,0.303497,0.918140
0.415948,0.017569,0.192581,0.004865,0.116195,0.112483,0.073059,0.305865,0.942044
0.396748,0.017376,0.191654,0.004896,0.114564,0.102755,0.064866,0.285705,0.901659
0.395404,0.017377,0.191653,0.005312,0.114852,0.105603,0.065826,0.289993,0.904827
0.395851,0.017537,0.191942,0.004896,0.117251,0.120420,0.078210,0.320073,0.935899
0.396171,0.017537,0.192070,0.005280,0.114691,0.103235,0.064002,0.286088,0.902778
0.395819,0.017377,0.191557,0.004929,0.108867,0.104483,0.063938,0.281320,0.896186
0.396812,0.017793,0.192453,0.004832,0.116580,0.104035,0.064674,0.289801,0.907131
0.411756,0.017472,0.191942,0.004864,0.116772,0.113891,0.066306,0.300777,0.932123
0.395147,0.017473,0.192070,0.005312,0.112611,0.103523,0.066562,0.286344,0.901562
0.395564,0.017664,0.191686,0.005280,0.113476,0.112739,0.068834,0.298697,0.914011
0.395468,0.017601,0.191749,0.004896,0.163557,0.112548,0.065762,0.345899,0.960765
0.397868,0.017664,0.191846,0.004960,0.113507,0.104452,0.065665,0.286985,0.904603
0.395308,0.017664,0.192006,0.005056,0.113828,0.102531,0.066178,0.286025,0.901371
0.395500,0.017537,0.191493,0.004832,0.111428,0.103971,0.064610,0.283721,0.898331
0.395372,0.017569,0.191621,0.005153,0.113251,0.122020,0.065730,0.304745,0.919548
0.395116,0.017505,0.192197,0.004832,0.099171,0.099043,0.068066,0.270216,0.884282
0.395820,0.017920,0.191910,0.004800,0.108867,0.114628,0.063074,0.290121,0.905883
0.394539,0.017569,0.205318,0.005120,0.094979,0.099299,0.060770,0.258568,0.886010
0.394700,0.017345,0.191685,0.004832,0.103395,0.103427,0.062274,0.272521,0.885307
0.395180,0.017440,0.192390,0.004864,0.093859,0.101315,0.060546,0.259496,0.873626
0.395564,0.017536,0.191718,0.004832,0.097091,0.100611,0.061058,0.262344,0.876506
0.404844,0.017376,0.191590,0.004800,0.098339,0.134916,0.063714,0.301705,0.924667
0.394252,0.017440,0.191622,0.005024,0.098147,0.100035,0.060482,0.261800,0.874778
0.395403,0.017633,0.191909,0.004801,0.106115,0.109507,0.061826,0.280744,0.894586
0.395276,0.017377,0.191397,0.005281,0.098691,0.112707,0.086850,0.302601,0.917340
0.396012,0.017600,0.191526,0.004832,0.097891,0.113795,0.065122,0.280360,0.894746
0.395115,0.017729,0.191589,0.005089,0.104867,0.103203,0.063586,0.274920,0.889210
0.394988,0.018209,0.191717,0.004865,0.113155,0.111651,0.066338,0.294600,0.908603
0.397676,0.030625,0.192454,0.004832,0.103459,0.109699,0.064386,0.281448,0.912219
0.395179,0.017377,0.191429,0.005088,0.096355,0.106979,0.065890,0.272552,0.885562
0.395212,0.017248,0.191590,0.004928,0.101443,0.105859,0.062466,0.273192,0.886938
0.394987,0.017537,0.192998,0.004832,0.096195,0.106083,0.060258,0.266280,0.881050
0.399083,0.017537,0.191238,0.005248,0.092066,0.101091,0.059745,0.256519,0.874937
0.396620,0.017761,0.193061,0.004864,0.097507,0.100835,0.067138,0.269320,0.886234
0.394476,0.017440,0.191686,0.005152,0.101283,0.103139,0.064930,0.272936,0.886170
0.395947,0.017569,0.191494,0.004864,0.125476,0.102371,0.062498,0.295785,0.910363
0.395948,0.017792,0.191814,0.005312,0.108291,0.099971,0.061858,0.273704,0.889530
