Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],IN[8],INFER[8-9],OUT[9],TEE[8-9],Layer[10],classifier
0.394764,0.017312,0.191782,0.005248,0.048257,0.000608,0.013408,0.000384,0.107843,0.038817,0.057442,0.207238,0.000704,0.886106
0.395179,0.017185,0.191782,0.005024,0.048289,0.000608,0.013441,0.000384,0.124835,0.046530,0.068674,0.243335,0.000608,0.922011
0.393996,0.017313,0.191749,0.004896,0.048418,0.000800,0.013440,0.000352,0.105187,0.038113,0.058785,0.205062,0.000640,0.883194
0.396396,0.017441,0.193125,0.004833,0.048385,0.000576,0.013664,0.000384,0.114339,0.038017,0.060514,0.216518,0.000576,0.900699
0.395243,0.017537,0.192198,0.004896,0.048609,0.000608,0.013601,0.000352,0.108547,0.038465,0.059522,0.209766,0.000640,0.890362
0.427373,0.017505,0.192005,0.005056,0.049793,0.000800,0.014592,0.000576,0.112195,0.038337,0.059554,0.213639,0.000640,0.929628
0.395052,0.017568,0.191590,0.005056,0.048290,0.000832,0.013824,0.000640,0.108643,0.038530,0.058561,0.208966,0.000608,0.889658
0.395340,0.017409,0.191685,0.004929,0.048641,0.000768,0.014432,0.000384,0.109283,0.045665,0.073986,0.232134,0.000640,0.913243
0.394828,0.017409,0.191557,0.004864,0.048546,0.000608,0.014304,0.000416,0.124228,0.038945,0.062402,0.228839,0.000672,0.908827
0.394956,0.017536,0.191558,0.004960,0.047873,0.000576,0.013825,0.000416,0.107971,0.044833,0.067106,0.223142,0.000672,0.902843
0.394668,0.017536,0.191366,0.004864,0.048578,0.000576,0.013856,0.000384,0.108931,0.038689,0.058786,0.209894,0.000640,0.888634
0.395179,0.017537,0.191750,0.004896,0.048673,0.000608,0.013825,0.000384,0.107427,0.038017,0.058978,0.207782,0.000608,0.888282
0.409580,0.017345,0.191813,0.004833,0.048481,0.000576,0.013857,0.000416,0.106179,0.048161,0.073570,0.230950,0.000608,0.924891
0.394732,0.017536,0.192230,0.004928,0.048386,0.000608,0.014080,0.000416,0.104451,0.039618,0.057633,0.205222,0.000704,0.886522
0.395084,0.017409,0.191813,0.005120,0.048290,0.000608,0.013856,0.000352,0.109764,0.038145,0.059362,0.210343,0.000608,0.890203
0.395500,0.017600,0.191814,0.004864,0.047778,0.000640,0.013600,0.000352,0.102275,0.051202,0.075202,0.232167,0.000672,0.912091
0.394923,0.017664,0.192006,0.004960,0.048097,0.000608,0.013697,0.000576,0.106883,0.046017,0.061826,0.217862,0.000608,0.897402
0.394796,0.017441,0.192101,0.005216,0.049089,0.000768,0.013664,0.000384,0.107716,0.037089,0.058082,0.206151,0.000608,0.887643
0.395276,0.017505,0.191941,0.004928,0.049250,0.000608,0.013664,0.000416,0.106820,0.044769,0.060930,0.215687,0.000640,0.896219
0.410796,0.017408,0.191622,0.004896,0.049218,0.000608,0.013664,0.000416,0.103619,0.034753,0.056514,0.198182,0.000576,0.894874
0.395275,0.017505,0.191302,0.004896,0.049473,0.000608,0.013665,0.000384,0.106243,0.037569,0.059042,0.206054,0.000608,0.886586
0.394668,0.017505,0.191493,0.004897,0.048865,0.000800,0.013568,0.000384,0.105956,0.037761,0.070786,0.217639,0.000736,0.897403
0.394635,0.017376,0.191430,0.004896,0.049473,0.000832,0.013505,0.000384,0.103363,0.045249,0.082179,0.235239,0.000736,0.916219
0.394859,0.017601,0.192357,0.004928,0.047777,0.000576,0.013601,0.000384,0.108259,0.045025,0.066242,0.224326,0.000512,0.904026
0.394860,0.017281,0.191781,0.005088,0.050562,0.000576,0.013632,0.000384,0.106020,0.045409,0.061218,0.215879,0.000576,0.897147
0.394731,0.017505,0.191909,0.004897,0.048545,0.000608,0.013568,0.000416,0.103203,0.037665,0.058433,0.202373,0.000641,0.882011
0.419725,0.017408,0.191750,0.005408,0.048449,0.000800,0.013792,0.000352,0.104675,0.037249,0.058210,0.203142,0.000672,0.907867
0.396908,0.017409,0.193221,0.004993,0.047777,0.000800,0.013664,0.000384,0.103811,0.038017,0.058177,0.203174,0.000576,0.886043
0.394860,0.017408,0.191397,0.004960,0.048002,0.000768,0.013536,0.000416,0.097411,0.037729,0.057506,0.195462,0.000608,0.873722
0.397740,0.017408,0.192134,0.004864,0.047681,0.000800,0.013601,0.000352,0.107203,0.037505,0.059266,0.206982,0.000576,0.888826
0.396524,0.017568,0.192454,0.004928,0.047425,0.000768,0.013568,0.000384,0.104547,0.037697,0.059234,0.204518,0.000672,0.885402
0.396683,0.017441,0.192742,0.004864,0.048385,0.000640,0.013633,0.000384,0.106243,0.042113,0.066530,0.218118,0.000672,0.900506
0.397484,0.017472,0.192133,0.004896,0.047394,0.000608,0.013600,0.000416,0.107203,0.037538,0.059873,0.207942,0.000608,0.889306
0.394891,0.034017,0.192038,0.005088,0.048002,0.000608,0.013632,0.000352,0.115235,0.039170,0.064194,0.221863,0.000640,0.918907
0.394924,0.017504,0.191814,0.005056,0.047394,0.000608,0.013600,0.000384,0.106403,0.038049,0.058754,0.206374,0.000640,0.884698
0.395276,0.017536,0.191334,0.005088,0.047073,0.000608,0.013505,0.000416,0.098147,0.035169,0.057122,0.193478,0.000608,0.871642
0.394860,0.017473,0.191525,0.004896,0.047586,0.000576,0.013568,0.000352,0.103619,0.048130,0.065218,0.220519,0.000544,0.898235
0.395339,0.017632,0.191398,0.004832,0.047201,0.000640,0.013601,0.000352,0.105411,0.037665,0.066722,0.212966,0.000576,0.891226
0.394604,0.017473,0.191493,0.004897,0.047105,0.000576,0.013568,0.000416,0.101507,0.038338,0.058369,0.201030,0.000576,0.878138
0.394540,0.017536,0.191494,0.004864,0.047265,0.000608,0.013601,0.000448,0.111235,0.045858,0.061121,0.221574,0.000608,0.899674
0.394956,0.017537,0.207078,0.005056,0.047169,0.000608,0.013569,0.000416,0.107395,0.037921,0.059138,0.207718,0.000608,0.902427
0.394955,0.017377,0.191238,0.004864,0.047905,0.000576,0.013537,0.000384,0.108419,0.037473,0.059266,0.208518,0.000640,0.886938
0.396043,0.017441,0.191430,0.004896,0.048385,0.000576,0.013537,0.000416,0.104515,0.045921,0.061698,0.215238,0.000864,0.895066
0.394827,0.017601,0.191238,0.004960,0.048033,0.000608,0.013537,0.000384,0.109667,0.037633,0.059010,0.209894,0.000576,0.889146
0.426796,0.017632,0.191430,0.005056,0.048801,0.000576,0.013569,0.000384,0.109539,0.037985,0.058178,0.210534,0.000608,0.922523
0.395596,0.017281,0.191589,0.004864,0.048546,0.000576,0.013568,0.000352,0.093827,0.039265,0.058754,0.195174,0.000640,0.875002
0.394827,0.017313,0.191238,0.004960,0.049025,0.000608,0.013537,0.000416,0.105827,0.037985,0.066946,0.214022,0.000608,0.893306
0.395116,0.017376,0.191366,0.004896,0.064706,0.000640,0.013760,0.000416,0.106756,0.038817,0.060066,0.208711,0.000672,0.904827
0.395404,0.017664,0.191558,0.004864,0.048194,0.000608,0.013536,0.000416,0.108419,0.048514,0.060418,0.220423,0.000672,0.900059
0.394923,0.017409,0.191430,0.004832,0.047713,0.000544,0.013569,0.000384,0.108739,0.046145,0.060994,0.219110,0.000640,0.897562
0.394668,0.017344,0.191590,0.005088,0.047778,0.000608,0.013472,0.000384,0.106019,0.035809,0.058146,0.203046,0.000640,0.881370
0.412396,0.017633,0.191621,0.004864,0.049506,0.000640,0.013536,0.000384,0.107812,0.039041,0.060834,0.210983,0.000640,0.908891
0.394796,0.017537,0.191813,0.004896,0.049730,0.000608,0.013600,0.000384,0.107396,0.037793,0.058978,0.207495,0.000640,0.887803
0.395052,0.017441,0.203942,0.005120,0.049217,0.000576,0.013569,0.000384,0.110755,0.048482,0.091362,0.254183,0.000800,0.947804
0.395147,0.017665,0.191942,0.041025,0.050081,0.000576,0.013633,0.000416,0.105699,0.038561,0.059778,0.207142,0.000704,0.925595
0.394476,0.017344,0.191942,0.004896,0.047810,0.000608,0.013536,0.000448,0.109603,0.037761,0.059170,0.209798,0.000640,0.888026
0.394700,0.017633,0.191845,0.004896,0.048834,0.000832,0.013472,0.000416,0.114148,0.034817,0.057314,0.209703,0.000640,0.890107
0.394955,0.017409,0.191429,0.004833,0.048385,0.000768,0.014272,0.000416,0.106947,0.035905,0.058722,0.205062,0.000672,0.885050
0.411948,0.017408,0.192102,0.004928,0.048610,0.000576,0.013888,0.000352,0.108675,0.037345,0.058562,0.207942,0.000640,0.905114
0.394956,0.017440,0.191686,0.004864,0.048546,0.000800,0.013696,0.000384,0.108835,0.037890,0.058785,0.209062,0.000640,0.888986
0.394316,0.017504,0.192294,0.005056,0.049346,0.000832,0.013664,0.000416,0.105379,0.038945,0.056834,0.204486,0.000640,0.885050
0.396716,0.017376,0.191462,0.004896,0.067202,0.000640,0.013761,0.000416,0.106755,0.037985,0.059170,0.206758,0.000608,0.907163
0.397483,0.017537,0.192198,0.005120,0.047745,0.000608,0.013601,0.000384,0.106051,0.044065,0.058978,0.212294,0.000608,0.894138
0.396875,0.017345,0.192646,0.004832,0.047777,0.000800,0.013569,0.000352,0.110691,0.044513,0.061250,0.219942,0.000672,0.901850
0.397836,0.017569,0.192517,0.005121,0.047969,0.000576,0.014688,0.000608,0.108580,0.035425,0.056801,0.204230,0.000672,0.888411
0.412748,0.017664,0.191334,0.004960,0.048578,0.000576,0.013984,0.000384,0.103587,0.036385,0.056898,0.200070,0.000640,0.897914
0.395019,0.017377,0.191846,0.004864,0.048577,0.000640,0.013633,0.000384,0.107075,0.049473,0.078531,0.238183,0.000672,0.917947
0.398027,0.018145,0.191878,0.004896,0.049089,0.000928,0.013633,0.000448,0.108419,0.048737,0.070914,0.231303,0.000608,0.915643
0.394956,0.017664,0.191334,0.004896,0.063426,0.000672,0.013697,0.000352,0.106403,0.038049,0.058594,0.205798,0.000640,0.900219
0.395468,0.017377,0.191973,0.004961,0.048129,0.000576,0.013664,0.000352,0.110723,0.048513,0.061282,0.223878,0.000672,0.904283
0.394860,0.017792,0.191238,0.005088,0.047874,0.000608,0.013536,0.000416,0.106787,0.037665,0.059170,0.206982,0.000608,0.885370
0.394828,0.017344,0.191526,0.004928,0.047553,0.000608,0.013537,0.000384,0.105443,0.038081,0.067554,0.214534,0.000640,0.892826
0.411244,0.017376,0.191590,0.004864,0.048514,0.000608,0.013472,0.000352,0.107459,0.037314,0.059169,0.207174,0.000640,0.902650
0.396972,0.017665,0.195462,0.005024,0.048641,0.000640,0.013665,0.000320,0.114083,0.040097,0.062146,0.220422,0.000832,0.908315
0.396684,0.017537,0.192613,0.004897,0.049889,0.000800,0.015169,0.000544,0.108931,0.039041,0.059810,0.211366,0.000736,0.897019
0.394732,0.017376,0.191622,0.004928,0.047681,0.000576,0.013665,0.000384,0.122851,0.039073,0.060929,0.226471,0.000640,0.904891
0.395116,0.017377,0.192037,0.004896,0.048994,0.000608,0.013664,0.000416,0.105891,0.041377,0.062050,0.212359,0.000640,0.892475
0.395052,0.017377,0.192069,0.004897,0.048929,0.000576,0.013568,0.000384,0.105348,0.038177,0.061378,0.208039,0.000608,0.888379
0.394188,0.017441,0.191493,0.004865,0.048065,0.000576,0.013600,0.000416,0.105444,0.043937,0.059298,0.211719,0.000736,0.890203
0.411052,0.017696,0.191622,0.004928,0.048449,0.000608,0.013569,0.000416,0.112227,0.038401,0.060866,0.215014,0.000800,0.911067
0.395404,0.017696,0.191782,0.004896,0.048642,0.000640,0.013536,0.000416,0.112483,0.045698,0.060962,0.222631,0.000704,0.903739
0.394956,0.017408,0.191814,0.005120,0.048321,0.000608,0.013537,0.000384,0.107363,0.044545,0.060290,0.215590,0.000608,0.895386
0.395340,0.017632,0.202054,0.004992,0.048578,0.000800,0.013568,0.000352,0.135460,0.049538,0.073634,0.262280,0.000640,0.953180
0.395052,0.017472,0.191462,0.005024,0.049026,0.000608,0.013568,0.000416,0.110499,0.035265,0.059714,0.208742,0.000640,0.888986
0.395884,0.017504,0.191398,0.005152,0.048674,0.000608,0.013568,0.000384,0.107811,0.047906,0.067010,0.225863,0.000640,0.906459
0.394860,0.017569,0.191525,0.005088,0.048418,0.000768,0.013888,0.000352,0.109636,0.038273,0.065794,0.216647,0.000640,0.896571
0.394987,0.017601,0.192070,0.004864,0.049153,0.000640,0.013697,0.000384,0.106403,0.038017,0.058562,0.206086,0.000608,0.886586
0.394027,0.017345,0.191622,0.004896,0.048417,0.000800,0.013633,0.000384,0.105859,0.034529,0.056098,0.199494,0.000576,0.878714
0.394571,0.017537,0.191781,0.005089,0.048257,0.000800,0.013537,0.000416,0.106851,0.045537,0.060610,0.216070,0.000576,0.895322
0.413516,0.017601,0.191878,0.004992,0.048801,0.000800,0.013537,0.000352,0.104547,0.041857,0.058210,0.207846,0.000672,0.907739
0.395436,0.017696,0.193190,0.005056,0.048994,0.000800,0.013600,0.000384,0.109283,0.039649,0.067138,0.219302,0.000704,0.902907
0.395371,0.017281,0.192134,0.004832,0.049633,0.000704,0.013665,0.000384,0.099523,0.036513,0.056962,0.196166,0.000544,0.878074
0.395116,0.017697,0.191749,0.004896,0.048833,0.000800,0.013600,0.000416,0.103972,0.035937,0.066402,0.209735,0.000640,0.890171
0.394572,0.017536,0.191942,0.005312,0.048609,0.000800,0.013825,0.000416,0.109955,0.037921,0.058914,0.210022,0.000576,0.891514
0.394572,0.017600,0.192230,0.004864,0.048738,0.000608,0.013536,0.000384,0.107203,0.039361,0.061826,0.211526,0.000640,0.891738
0.394316,0.017536,0.191910,0.004928,0.048738,0.000608,0.013568,0.000352,0.105635,0.037857,0.059266,0.205894,0.000672,0.886010
0.394412,0.017440,0.208454,0.005185,0.047841,0.000576,0.013600,0.000352,0.106628,0.038337,0.065506,0.213255,0.000640,0.908955
0.394476,0.017601,0.191685,0.004865,0.047489,0.000576,0.013536,0.000416,0.106052,0.034561,0.056321,0.199942,0.000480,0.877658
0.395180,0.017440,0.191622,0.004864,0.047521,0.000608,0.013569,0.000384,0.100451,0.036321,0.057378,0.197926,0.000576,0.876570
0.394668,0.017633,0.191493,0.004864,0.048034,0.000576,0.013568,0.000384,0.098467,0.037857,0.056354,0.195718,0.000640,0.874074
0.395596,0.017569,0.191909,0.004865,0.048545,0.000576,0.013600,0.000416,0.099523,0.035905,0.056321,0.194726,0.000608,0.875578
0.394412,0.017568,0.191526,0.004928,0.047585,0.000576,0.013505,0.000384,0.104739,0.037473,0.059170,0.204326,0.000576,0.881818
0.394411,0.017569,0.191493,0.004897,0.047809,0.000640,0.013568,0.000417,0.108803,0.038017,0.059170,0.209158,0.000608,0.888442
0.394700,0.017376,0.226055,0.005472,0.049154,0.000640,0.013632,0.000448,0.105379,0.038689,0.067394,0.214438,0.000672,0.929916
0.394412,0.017345,0.191717,0.005153,0.048097,0.000576,0.013504,0.000384,0.106660,0.038593,0.059586,0.207847,0.000576,0.885947
0.395019,0.017601,0.191846,0.005120,0.048513,0.000608,0.013569,0.000384,0.104515,0.038017,0.058754,0.204742,0.000704,0.885210
0.395051,0.017632,0.191526,0.004928,0.048001,0.000608,0.013537,0.000352,0.106499,0.045025,0.060354,0.214790,0.000640,0.894042
0.409548,0.017536,0.191366,0.004864,0.047938,0.000608,0.013504,0.000416,0.108483,0.045858,0.061281,0.218567,0.000640,0.911515
0.394252,0.017504,0.191366,0.004864,0.048898,0.000608,0.013568,0.000416,0.108099,0.037506,0.058977,0.207654,0.000576,0.887642
0.394316,0.017632,0.191142,0.005088,0.048289,0.000608,0.013600,0.000320,0.105923,0.045345,0.060834,0.215174,0.000608,0.892378
0.394508,0.017600,0.191526,0.005056,0.048641,0.000608,0.030433,0.000448,0.108932,0.039617,0.057730,0.209255,0.000640,0.905499
0.394572,0.017632,0.191334,0.004896,0.048833,0.000608,0.013505,0.000352,0.106851,0.037793,0.059106,0.206630,0.000640,0.885338
0.394347,0.017377,0.191173,0.004896,0.047969,0.000608,0.013537,0.000384,0.103075,0.038817,0.057698,0.202854,0.000608,0.881242
0.394316,0.017537,0.191589,0.004865,0.048321,0.000608,0.013536,0.000416,0.109508,0.039649,0.057506,0.210151,0.000640,0.888795
0.411532,0.017600,0.191398,0.004960,0.048994,0.000608,0.013504,0.000352,0.106723,0.038817,0.060130,0.208742,0.000672,0.905338
0.394892,0.017505,0.191461,0.004896,0.049218,0.000768,0.013568,0.000352,0.105379,0.044258,0.059906,0.212679,0.000640,0.892891
0.395980,0.017600,0.193190,0.004864,0.047650,0.000800,0.013536,0.000352,0.111203,0.039746,0.060769,0.215110,0.000640,0.897242
0.395595,0.017889,0.192358,0.004960,0.047937,0.000576,0.013537,0.000416,0.134788,0.046177,0.067426,0.253991,0.000672,0.934875
0.395339,0.017697,0.192390,0.004896,0.048225,0.000608,0.013537,0.000416,0.107971,0.040993,0.061954,0.214406,0.000704,0.896890
0.395500,0.017632,0.191366,0.004928,0.048258,0.000608,0.013472,0.000352,0.101347,0.039617,0.058434,0.202598,0.000800,0.882170
0.394603,0.017632,0.191974,0.004832,0.048161,0.000576,0.013537,0.000416,0.101827,0.034721,0.056354,0.196166,0.000640,0.875898
0.411052,0.017793,0.191718,0.004864,0.047873,0.000608,0.013569,0.000448,0.105859,0.038817,0.060610,0.208358,0.000608,0.903643
0.394572,0.017377,0.191429,0.004928,0.047521,0.000576,0.013568,0.000416,0.104259,0.039713,0.068386,0.215463,0.000704,0.893947
0.395243,0.017825,0.191590,0.004896,0.049313,0.000608,0.013537,0.000416,0.103299,0.035073,0.059650,0.201062,0.000608,0.881946
0.394891,0.017665,0.191782,0.005056,0.049665,0.000576,0.013505,0.000416,0.099907,0.053089,0.075107,0.232455,0.000640,0.914299
0.394636,0.017633,0.191749,0.004865,0.047873,0.000576,0.013504,0.000416,0.102499,0.038914,0.058689,0.203174,0.000640,0.881594
0.394284,0.017344,0.191238,0.004896,0.047329,0.000576,0.013537,0.000384,0.101635,0.035457,0.060258,0.200198,0.000704,0.876762
0.394604,0.017505,0.191237,0.005312,0.047138,0.000576,0.013440,0.000384,0.101507,0.037985,0.059042,0.201478,0.000480,0.877978
0.411820,0.017377,0.191397,0.004897,0.047041,0.000576,0.013472,0.000416,0.103779,0.040193,0.060610,0.207622,0.000448,0.902619
0.394508,0.017569,0.191301,0.004864,0.047137,0.000608,0.013536,0.000384,0.100355,0.035713,0.056066,0.195110,0.000544,0.872090
0.394636,0.017472,0.191590,0.004832,0.047489,0.001025,0.013536,0.000384,0.107971,0.034497,0.058882,0.204614,0.000544,0.884474
0.394668,0.017568,0.191270,0.004864,0.047009,0.000608,0.013569,0.000416,0.098787,0.034977,0.056738,0.193574,0.000608,0.870682
0.394860,0.017504,0.191782,0.004928,0.047041,0.000576,0.013569,0.000384,0.105891,0.037825,0.061250,0.208262,0.000640,0.887802
0.395212,0.017632,0.191366,0.005024,0.048674,0.000608,0.013536,0.000384,0.106659,0.037697,0.058850,0.206278,0.000608,0.885914
0.395084,0.017536,0.191718,0.005344,0.049602,0.000640,0.013536,0.000384,0.097155,0.033089,0.055458,0.188934,0.000640,0.870202
0.395083,0.017345,0.210630,0.005408,0.050914,0.000608,0.013824,0.000352,0.106211,0.038145,0.060417,0.207526,0.000608,0.909434
0.394828,0.017441,0.191749,0.005088,0.048578,0.000608,0.013536,0.000352,0.103331,0.037953,0.058689,0.203270,0.000608,0.883290
0.394315,0.017376,0.191494,0.004800,0.048417,0.000608,0.013473,0.000384,0.102115,0.036865,0.057058,0.199110,0.000544,0.876954
0.394444,0.017312,0.191749,0.004864,0.047778,0.000576,0.013568,0.000416,0.104995,0.037793,0.058657,0.204518,0.000576,0.882842
0.394572,0.017473,0.191493,0.004897,0.047617,0.000576,0.013536,0.000384,0.103203,0.037857,0.059297,0.203334,0.000544,0.880762
0.395308,0.017537,0.191045,0.004832,0.048354,0.000640,0.013472,0.000352,0.106563,0.034529,0.055554,0.199654,0.000480,0.878298
0.395020,0.017568,0.191558,0.004896,0.048033,0.000608,0.013504,0.000416,0.114915,0.038690,0.059425,0.216134,0.000640,0.896378
0.395851,0.017409,0.208902,0.005376,0.048258,0.000608,0.013568,0.000384,0.109507,0.038241,0.062081,0.212999,0.000576,0.912859
0.394828,0.017440,0.191942,0.005088,0.048482,0.000576,0.013472,0.000384,0.108163,0.040033,0.056994,0.208166,0.000608,0.888090
0.394892,0.017568,0.192006,0.005216,0.048194,0.000608,0.013536,0.000352,0.102467,0.042306,0.058337,0.206406,0.000608,0.886234
0.394572,0.017376,0.192038,0.005056,0.048258,0.000576,0.013568,0.000384,0.105507,0.037217,0.058306,0.203942,0.000640,0.882714
0.409484,0.017377,0.191749,0.005249,0.047809,0.000576,0.013504,0.000384,0.103524,0.047969,0.060962,0.215431,0.000544,0.909467
0.394412,0.017408,0.191334,0.004832,0.048193,0.000577,0.013536,0.000416,0.105251,0.037601,0.058498,0.204454,0.000576,0.882458
0.395179,0.017313,0.191590,0.004960,0.047809,0.000608,0.013537,0.000384,0.099523,0.036737,0.056161,0.195621,0.000609,0.876026
0.394988,0.017440,0.191717,0.004800,0.066562,0.000704,0.013729,0.000416,0.101667,0.038721,0.062530,0.205670,0.000544,0.903739
0.394795,0.017473,0.191173,0.004833,0.047777,0.000608,0.013601,0.000384,0.105507,0.048193,0.061410,0.218118,0.000640,0.896058
0.394955,0.017345,0.191878,0.004864,0.047425,0.000608,0.013537,0.000384,0.104963,0.035425,0.058530,0.201862,0.000608,0.879834
0.394892,0.017633,0.191429,0.004961,0.047489,0.000640,0.013664,0.000352,0.110884,0.044737,0.059906,0.218887,0.000544,0.897947
0.426476,0.017569,0.191718,0.004896,0.047361,0.000576,0.013633,0.000416,0.109763,0.044481,0.060994,0.218374,0.000544,0.928411
0.395724,0.017472,0.191174,0.004864,0.048674,0.000608,0.013568,0.000384,0.103331,0.034241,0.060418,0.201254,0.000576,0.880858
0.395211,0.017473,0.191270,0.005088,0.047713,0.000576,0.013569,0.000352,0.105443,0.037857,0.058242,0.204614,0.000640,0.883322
0.394572,0.017408,0.191526,0.004864,0.048546,0.000576,0.013472,0.000352,0.120676,0.041921,0.062498,0.228871,0.000576,0.908155
0.394507,0.017377,0.191462,0.004928,0.047745,0.000608,0.013537,0.000384,0.102083,0.044385,0.060802,0.210342,0.000608,0.888058
0.395020,0.017504,0.191494,0.004864,0.047297,0.000608,0.013473,0.000352,0.106723,0.037441,0.068770,0.216486,0.000640,0.894970
0.395276,0.017760,0.192518,0.004832,0.047842,0.000608,0.013504,0.000384,0.108227,0.039394,0.059745,0.211110,0.000576,0.891771
0.410988,0.017632,0.192422,0.004864,0.047394,0.000608,0.013472,0.000416,0.104803,0.044258,0.060065,0.212134,0.000608,0.907802
0.394220,0.017504,0.191814,0.004896,0.046945,0.000544,0.013441,0.000352,0.101283,0.035969,0.056354,0.196646,0.000672,0.873626
0.395052,0.017441,0.191525,0.004960,0.047522,0.000608,0.013536,0.000416,0.111972,0.047329,0.059970,0.222983,0.000672,0.902971
0.394667,0.017665,0.191366,0.004928,0.047233,0.000608,0.013569,0.000384,0.147204,0.045697,0.062882,0.259399,0.000608,0.936955
0.394699,0.017505,0.191462,0.004896,0.047233,0.000608,0.013569,0.000416,0.104451,0.035425,0.056897,0.200069,0.000641,0.879610
0.395724,0.017409,0.191653,0.004897,0.047105,0.000608,0.013568,0.000352,0.109700,0.037825,0.059746,0.210535,0.000640,0.890139
0.395051,0.017376,0.191718,0.004864,0.047201,0.000832,0.013569,0.000384,0.113731,0.045057,0.065953,0.228294,0.000609,0.907611
0.411052,0.017600,0.191493,0.004896,0.047170,0.000544,0.013536,0.000416,0.111331,0.039617,0.062594,0.216775,0.000800,0.911419
0.394988,0.017729,0.191973,0.004897,0.047329,0.000608,0.013536,0.000416,0.109508,0.037825,0.058306,0.208935,0.000672,0.888379
0.395468,0.017537,0.191269,0.005025,0.047041,0.000608,0.013536,0.000384,0.103363,0.038658,0.062594,0.207783,0.000608,0.886235
0.394668,0.017505,0.191109,0.004864,0.048194,0.000640,0.013600,0.000416,0.124324,0.044801,0.065378,0.237479,0.000576,0.915675
0.394764,0.017344,0.191942,0.004864,0.047266,0.000608,0.013504,0.000416,0.104771,0.039489,0.057410,0.204550,0.000576,0.882330
0.395436,0.017376,0.191558,0.004832,0.047266,0.000608,0.013568,0.000352,0.110851,0.037633,0.058786,0.210982,0.000704,0.892186
0.394891,0.017537,0.191366,0.004864,0.048321,0.000576,0.013537,0.000384,0.104931,0.047937,0.060962,0.216710,0.000640,0.895546
0.413516,0.017633,0.191525,0.004896,0.049378,0.000576,0.013536,0.000416,0.109188,0.037729,0.059138,0.209191,0.000608,0.907771
0.394156,0.017409,0.191589,0.004896,0.048514,0.000608,0.013536,0.000384,0.102051,0.038657,0.059042,0.202918,0.000672,0.880954
0.394636,0.017376,0.191526,0.004896,0.047746,0.000608,0.013536,0.000352,0.107267,0.039554,0.059969,0.209894,0.000672,0.888218
0.394443,0.017280,0.191462,0.004928,0.047777,0.000576,0.013537,0.000384,0.103235,0.039137,0.077538,0.223270,0.000672,0.901082
0.396268,0.017408,0.191430,0.004864,0.047425,0.000609,0.013632,0.000352,0.108099,0.037953,0.057890,0.207174,0.000576,0.887386
0.394284,0.017408,0.191430,0.004864,0.047137,0.000576,0.013569,0.000384,0.108035,0.044641,0.061026,0.216742,0.000640,0.893786
0.395372,0.017184,0.191366,0.004928,0.047618,0.000608,0.013536,0.000352,0.105539,0.037089,0.058242,0.203974,0.000576,0.881786
0.408684,0.017504,0.191430,0.005056,0.048161,0.000640,0.013633,0.000416,0.111907,0.043361,0.072227,0.230855,0.000672,0.924380
0.394987,0.017377,0.191430,0.005120,0.047393,0.000576,0.013537,0.000640,0.106915,0.034401,0.059074,0.203622,0.000672,0.882650
0.395147,0.017441,0.191526,0.004928,0.048545,0.000576,0.013569,0.000448,0.106915,0.044513,0.065026,0.219910,0.000544,0.898906
0.399084,0.018209,0.193765,0.004896,0.048641,0.000800,0.013825,0.000608,0.143396,0.049025,0.104803,0.301609,0.001024,0.994142
0.395148,0.017985,0.192357,0.005088,0.048578,0.000576,0.014336,0.000640,0.107204,0.046465,0.069698,0.226727,0.000608,0.909019
0.395660,0.017440,0.191398,0.004832,0.048129,0.000608,0.013825,0.000608,0.103139,0.043073,0.060034,0.209414,0.000608,0.889402
0.395179,0.017344,0.191462,0.004928,0.048097,0.000576,0.013665,0.000576,0.103299,0.036769,0.061602,0.204678,0.000640,0.884122
0.410700,0.017696,0.191941,0.005280,0.048002,0.000608,0.013696,0.000416,0.107555,0.043106,0.060898,0.214983,0.000672,0.911451
0.395019,0.017377,0.191910,0.004928,0.047617,0.000640,0.013569,0.000416,0.106435,0.044961,0.060322,0.214886,0.000672,0.893658
0.394379,0.017728,0.191750,0.004864,0.047457,0.000608,0.013537,0.000576,0.104771,0.037473,0.058466,0.203590,0.000576,0.881722
0.394572,0.017601,0.191589,0.004897,0.047873,0.000576,0.013568,0.000576,0.109156,0.043553,0.076258,0.232583,0.000608,0.912923
0.395020,0.017664,0.191686,0.005152,0.047585,0.000608,0.013569,0.000576,0.106755,0.037857,0.061986,0.209926,0.000640,0.889946
0.394668,0.017536,0.191494,0.005056,0.047681,0.000640,0.013537,0.000384,0.105027,0.038593,0.056866,0.203590,0.000928,0.882074
0.394699,0.017440,0.191910,0.004896,0.048225,0.000576,0.013537,0.000416,0.103811,0.040641,0.060642,0.208102,0.000512,0.886778
0.415917,0.017600,0.191878,0.005344,0.047714,0.000576,0.013504,0.000608,0.106275,0.042562,0.060129,0.212006,0.000576,0.912251
0.394476,0.017248,0.191686,0.005216,0.047905,0.000608,0.013537,0.000576,0.105187,0.037505,0.057954,0.203750,0.000608,0.882362
0.394667,0.017569,0.191782,0.004928,0.047169,0.000576,0.013601,0.000384,0.106275,0.038049,0.058242,0.205894,0.000576,0.884602
