TEE[0-0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.185437,0.017858,0.204592,0.005088,0.048228,0.000800,0.014145,0.000352,0.001632,0.001088,0.000384,1.488245
1.189758,0.017858,0.204496,0.005120,0.048644,0.000832,0.014177,0.000352,0.001537,0.001024,0.000384,1.492470
1.206879,0.018242,0.203536,0.005312,0.048196,0.000800,0.013761,0.000384,0.001409,0.001056,0.000352,1.509175
1.217856,0.017954,0.203280,0.005088,0.048452,0.000832,0.014081,0.000384,0.001472,0.000992,0.000384,1.519256
1.232737,0.017858,0.204144,0.005344,0.049028,0.000800,0.013665,0.000384,0.001472,0.000993,0.000352,1.535065
1.210048,0.017665,0.204112,0.005313,0.048068,0.000768,0.013793,0.000384,0.001440,0.000992,0.000352,1.511735
1.212576,0.022146,0.216721,0.005408,0.047972,0.000832,0.014145,0.000384,0.001600,0.001024,0.000352,1.532377
1.192445,0.017889,0.204016,0.005345,0.048547,0.000800,0.013537,0.000320,0.001376,0.001088,0.000384,1.494101
1.225536,0.018082,0.204400,0.005120,0.048484,0.000800,0.013633,0.000384,0.001376,0.000992,0.000352,1.527512
1.174813,0.017825,0.204272,0.005345,0.048996,0.000800,0.013729,0.000384,0.001472,0.000992,0.000352,1.477396
1.191869,0.017985,0.204432,0.005153,0.048964,0.000992,0.013889,0.000352,0.001440,0.000992,0.000384,1.495125
1.214080,0.019074,0.204208,0.005344,0.048292,0.000800,0.013505,0.000416,0.001408,0.000992,0.000384,1.516952
1.218463,0.017665,0.203888,0.005120,0.048931,0.000800,0.013826,0.000352,0.001408,0.000928,0.000352,1.520407
1.231777,0.018146,0.203536,0.005312,0.048452,0.000800,0.013441,0.000384,0.001440,0.000961,0.000288,1.533337
1.182845,0.017794,0.203472,0.005376,0.048964,0.000768,0.013665,0.000384,0.001440,0.000960,0.000417,1.484277
1.198174,0.017890,0.227217,0.005216,0.048516,0.000832,0.013697,0.000352,0.001504,0.001024,0.000384,1.524663
1.214656,0.017601,0.204304,0.005089,0.048388,0.000800,0.013825,0.000352,0.001440,0.000960,0.000352,1.515831
1.213375,0.017857,0.204336,0.005120,0.048964,0.000800,0.013601,0.000384,0.001376,0.001024,0.000608,1.516279
1.188413,0.017665,0.204496,0.005345,0.048900,0.000768,0.013633,0.000352,0.001440,0.000960,0.000256,1.490645
1.216447,0.017666,0.203728,0.005184,0.048260,0.000768,0.013569,0.000352,0.001440,0.000993,0.000352,1.517591
1.229697,0.017665,0.204592,0.005056,0.048708,0.000800,0.014273,0.000384,0.001440,0.000960,0.000384,1.532408
1.214336,0.018017,0.204784,0.005344,0.048388,0.000832,0.013793,0.000384,0.001440,0.001024,0.000384,1.516567
1.214591,0.017826,0.204112,0.005344,0.048324,0.000832,0.013601,0.000416,0.001408,0.000832,0.000256,1.515991
1.195326,0.017633,0.204080,0.005121,0.049092,0.000832,0.014273,0.000352,0.001440,0.000960,0.000352,1.496821
1.183773,0.017633,0.204400,0.005472,0.048388,0.000832,0.013921,0.000384,0.001472,0.001120,0.000384,1.485876
1.207583,0.017986,0.203760,0.005344,0.048356,0.000864,0.013633,0.000352,0.001472,0.000961,0.000352,1.509719
1.191293,0.017665,0.204624,0.005217,0.048259,0.000801,0.014113,0.000416,0.001504,0.000992,0.000352,1.493141
1.222592,0.017794,0.203824,0.005568,0.048292,0.000768,0.013505,0.000352,0.001504,0.000928,0.000352,1.524120
1.195518,0.018050,0.204112,0.005120,0.048388,0.000832,0.013729,0.000416,0.001441,0.001024,0.000384,1.497942
1.260931,0.017794,0.203760,0.005216,0.049124,0.000800,0.013409,0.000320,0.001440,0.000896,0.000320,1.562522
1.183293,0.017570,0.203376,0.005152,0.048228,0.000800,0.013441,0.000352,0.001472,0.000992,0.000384,1.483764
1.233089,0.017665,0.204496,0.005089,0.048228,0.000800,0.013601,0.000384,0.001504,0.001056,0.000320,1.534712
1.194430,0.017857,0.204656,0.005088,0.048740,0.000800,0.013921,0.000384,0.001376,0.000992,0.000352,1.497461
1.174493,0.017921,0.205168,0.005313,0.049188,0.000832,0.013761,0.000352,0.001504,0.001056,0.000256,1.478324
1.189054,0.017601,0.205553,0.005120,0.048484,0.000832,0.013857,0.000352,0.001504,0.001120,0.000352,1.492181
1.206879,0.017730,0.204048,0.005376,0.048868,0.000800,0.013857,0.000320,0.001504,0.001473,0.000384,1.509527
1.215487,0.017698,0.204144,0.005408,0.048676,0.000832,0.013825,0.000384,0.001505,0.000928,0.000352,1.517015
1.206942,0.017953,0.204240,0.005153,0.048515,0.000769,0.013601,0.000352,0.001472,0.000992,0.000352,1.508950
1.260962,0.018081,0.204176,0.005344,0.048899,0.000832,0.013474,0.000384,0.001408,0.001152,0.000384,1.563130
1.208670,0.017633,0.203728,0.005120,0.048644,0.000800,0.013409,0.000384,0.001440,0.000960,0.000352,1.509718
1.170140,0.017729,0.224753,0.005377,0.049188,0.000832,0.013697,0.000384,0.001408,0.000992,0.000352,1.494389
1.222848,0.017858,0.203408,0.005280,0.048388,0.000832,0.013537,0.000384,0.001440,0.000960,0.000352,1.523352
1.202622,0.018305,0.204304,0.005089,0.048291,0.000800,0.013537,0.000384,0.001472,0.000960,0.000352,1.504342
1.208319,0.017921,0.205136,0.005281,0.048900,0.000768,0.013377,0.000384,0.001408,0.001088,0.000352,1.510966
1.198654,0.018145,0.204528,0.005697,0.048580,0.000800,0.013729,0.000320,0.001408,0.001024,0.000384,1.501909
1.231328,0.017601,0.204400,0.005344,0.048547,0.000800,0.014370,0.000384,0.001440,0.001280,0.000384,1.534168
1.175836,0.017794,0.204368,0.005184,0.048452,0.000768,0.013665,0.000352,0.001536,0.000960,0.000384,1.477652
1.226464,0.017729,0.204304,0.005313,0.048868,0.000832,0.013761,0.000352,0.001440,0.001056,0.000384,1.529015
1.196445,0.018242,0.204272,0.005312,0.048004,0.000832,0.013889,0.000320,0.001409,0.001056,0.000416,1.498837
1.162042,0.017953,0.205040,0.005089,0.049444,0.000896,0.013569,0.000384,0.001632,0.000928,0.000320,1.465842
1.188797,0.017826,0.205680,0.005088,0.048644,0.000896,0.014273,0.000353,0.001504,0.001376,0.000352,1.494005
1.226176,0.018049,0.203504,0.005089,0.049124,0.000768,0.014113,0.000352,0.001472,0.001440,0.000416,1.529847
1.229024,0.018049,0.204688,0.005121,0.048419,0.000832,0.013826,0.000416,0.001472,0.001728,0.000416,1.532824
1.198974,0.017762,0.205552,0.005408,0.048612,0.000832,0.014593,0.000352,0.001473,0.001376,0.000384,1.505494
1.206911,0.017793,0.205681,0.005120,0.048996,0.000832,0.014113,0.000416,0.001440,0.001088,0.000384,1.512150
1.191421,0.017793,0.204144,0.005216,0.048612,0.000864,0.014530,0.000384,0.001696,0.001152,0.000608,1.495285
1.240129,0.018017,0.204112,0.005568,0.048260,0.000800,0.013761,0.000385,0.001472,0.001184,0.000352,1.542649
1.225696,0.017889,0.204080,0.005473,0.048388,0.000768,0.014081,0.000384,0.001536,0.001440,0.000384,1.529143
1.219135,0.017889,0.203728,0.005312,0.048740,0.000832,0.013889,0.000384,0.001472,0.001088,0.000384,1.521879
1.198462,0.017985,0.204176,0.005473,0.048260,0.000800,0.014465,0.000416,0.001664,0.001504,0.000352,1.502357
1.179004,0.017922,0.203696,0.005408,0.049028,0.000640,0.014625,0.000384,0.001536,0.001377,0.000384,1.482132
1.239104,0.018049,0.204016,0.005121,0.048835,0.000865,0.014113,0.000352,0.001440,0.001696,0.000384,1.541656
1.206366,0.017889,0.204560,0.005120,0.049379,0.000768,0.014145,0.000384,0.001504,0.001536,0.000384,1.510646
1.230208,0.017953,0.204528,0.005185,0.048739,0.000801,0.014241,0.000416,0.001536,0.001120,0.000384,1.533624
1.220671,0.018401,0.207280,0.005057,0.049668,0.000864,0.013985,0.000384,0.001728,0.002144,0.000352,1.531063
1.250242,0.017922,0.204080,0.005184,0.048484,0.000800,0.014017,0.000384,0.001633,0.001312,0.000352,1.553082
1.180764,0.018049,0.204496,0.005088,0.048676,0.000800,0.014017,0.000353,0.001504,0.001056,0.000352,1.483924
1.200894,0.018146,0.219921,0.005216,0.050116,0.000800,0.014114,0.000352,0.001472,0.001088,0.000384,1.521687
1.216319,0.017730,0.204496,0.005312,0.048612,0.000800,0.014689,0.000384,0.001537,0.001664,0.000416,1.520951
1.196606,0.018178,0.204208,0.005088,0.048676,0.000832,0.014145,0.000352,0.001632,0.001088,0.000385,1.499926
1.208639,0.018017,0.204688,0.005153,0.048356,0.000832,0.014305,0.000352,0.001472,0.001312,0.000384,1.512118
1.230112,0.017665,0.204656,0.005281,0.048707,0.000768,0.013697,0.000352,0.001536,0.001120,0.000352,1.533368
1.280932,0.018049,0.204176,0.005089,0.049027,0.000864,0.013921,0.000384,0.001472,0.001376,0.000320,1.584124
1.244833,0.017921,0.205968,0.005281,0.048803,0.000896,0.013985,0.000352,0.001568,0.001088,0.000384,1.549401
1.219807,0.017954,0.203728,0.005056,0.048548,0.000800,0.014433,0.000384,0.001504,0.001569,0.000352,1.523095
1.215743,0.017985,0.204208,0.005089,0.049284,0.000768,0.014017,0.000384,0.001472,0.001344,0.000384,1.519158
1.179996,0.017857,0.221042,0.005312,0.048676,0.000800,0.013921,0.000352,0.001536,0.001088,0.000384,1.500502
1.194141,0.017825,0.203760,0.005344,0.049764,0.000832,0.014337,0.000417,0.001472,0.001376,0.000384,1.498581
1.224992,0.017954,0.204656,0.005120,0.048836,0.000800,0.013921,0.000384,0.001440,0.001120,0.000384,1.528408
1.182812,0.017761,0.204464,0.005280,0.048995,0.000832,0.014274,0.000352,0.001696,0.001376,0.000384,1.486676
1.194686,0.017825,0.204528,0.005345,0.048996,0.000864,0.013857,0.000416,0.001472,0.001472,0.000384,1.498229
1.203805,0.018081,0.204240,0.005313,0.048675,0.000832,0.014114,0.000352,0.001536,0.001408,0.000416,1.507030
1.196349,0.017921,0.204048,0.005344,0.048356,0.001056,0.014561,0.000416,0.001696,0.001664,0.000384,1.500373
1.217087,0.017921,0.204944,0.005217,0.048516,0.000832,0.014017,0.000384,0.001536,0.001536,0.000320,1.521270
1.213502,0.017922,0.204112,0.005728,0.048612,0.000576,0.014113,0.000352,0.001665,0.001376,0.000384,1.516823
1.190877,0.018466,0.225585,0.005281,0.048452,0.000832,0.013953,0.000384,0.001504,0.001184,0.000352,1.516022
1.237632,0.017761,0.205328,0.005408,0.050020,0.000800,0.014210,0.000352,0.001408,0.001696,0.000384,1.543992
1.185148,0.017794,0.204432,0.005216,0.048772,0.000800,0.014497,0.000352,0.001376,0.001153,0.000384,1.488148
1.191517,0.017826,0.204976,0.005408,0.048228,0.000768,0.014049,0.000384,0.001440,0.001440,0.000384,1.495221
1.208383,0.017730,0.205200,0.005088,0.049156,0.000800,0.014721,0.000352,0.001536,0.001440,0.000385,1.515671
1.213183,0.023362,0.205264,0.005056,0.049604,0.000576,0.014050,0.000352,0.001472,0.001248,0.000352,1.524311
1.233473,0.018081,0.203664,0.005345,0.049156,0.000832,0.014273,0.000384,0.001536,0.001056,0.000384,1.536856
1.215487,0.018017,0.203887,0.005057,0.048772,0.000800,0.013985,0.000384,0.001504,0.001120,0.000384,1.518390
1.183261,0.017857,0.204464,0.005313,0.048644,0.000768,0.013633,0.000352,0.001440,0.001600,0.000384,1.486740
1.200989,0.018049,0.224529,0.005280,0.048260,0.000800,0.014113,0.000384,0.001536,0.001216,0.000352,1.524438
1.181820,0.017857,0.203952,0.005152,0.048484,0.000800,0.014401,0.000384,0.001504,0.001120,0.000384,1.484436
1.198109,0.017729,0.204912,0.005121,0.048419,0.000800,0.014209,0.000384,0.001504,0.001760,0.000384,1.502677
1.249665,0.018273,0.204464,0.005344,0.048068,0.000832,0.014305,0.000384,0.001536,0.001152,0.000384,1.553273
1.211999,0.017698,0.204432,0.005088,0.048292,0.000832,0.013953,0.000352,0.001440,0.001184,0.000384,1.514774
1.238049,0.017889,0.203567,0.005281,0.048900,0.000544,0.013633,0.000384,0.001472,0.001152,0.000384,1.539736
1.220031,0.017633,0.203792,0.005312,0.048068,0.000640,0.014145,0.000352,0.001473,0.001120,0.000384,1.521623
1.248065,0.017729,0.204431,0.005121,0.047684,0.000608,0.013761,0.000352,0.001504,0.001120,0.000352,1.548952
1.186909,0.017921,0.204144,0.005345,0.047652,0.000768,0.013601,0.000352,0.001440,0.001120,0.000352,1.488404
1.189341,0.017922,0.220305,0.005568,0.048067,0.000992,0.013729,0.000417,0.001472,0.000992,0.000352,1.507830
1.215262,0.017985,0.203696,0.005185,0.047523,0.000768,0.013377,0.000384,0.001505,0.001056,0.000416,1.515318
1.224863,0.017730,0.205200,0.005344,0.047908,0.001024,0.013377,0.000384,0.001408,0.000960,0.000352,1.526679
1.218526,0.017697,0.203888,0.005344,0.048164,0.000800,0.013793,0.000352,0.001472,0.000992,0.000352,1.519926
1.179196,0.019009,0.203823,0.005121,0.048548,0.000832,0.013825,0.000384,0.001408,0.001024,0.000384,1.482387
1.205566,0.017762,0.204111,0.005313,0.048868,0.000576,0.013729,0.000416,0.001504,0.001120,0.000352,1.507733
1.179868,0.017697,0.204432,0.005248,0.048516,0.000800,0.014081,0.000416,0.001569,0.001216,0.000352,1.482996
1.215295,0.018050,0.204304,0.005376,0.048196,0.000896,0.013889,0.000352,0.001536,0.001024,0.000384,1.517911
1.199486,0.017921,0.204304,0.005153,0.049220,0.000768,0.013857,0.000320,0.001760,0.001120,0.000352,1.502677
1.179292,0.017921,0.203600,0.005281,0.048259,0.000897,0.014881,0.000384,0.001536,0.001056,0.000384,1.482675
1.181372,0.017922,0.203728,0.005504,0.048484,0.000864,0.014177,0.000352,0.001536,0.001056,0.000352,1.483923
1.216287,0.018017,0.204752,0.005185,0.048676,0.000800,0.014209,0.000384,0.001824,0.001024,0.000352,1.520054
1.205598,0.017730,0.204944,0.005120,0.048164,0.000832,0.014305,0.000384,0.001504,0.001185,0.000352,1.508438
1.178684,0.017921,0.204240,0.005249,0.048131,0.000928,0.014337,0.000416,0.001536,0.001408,0.000320,1.481939
1.206718,0.017953,0.203439,0.005185,0.048900,0.000800,0.014145,0.000416,0.001504,0.000928,0.000352,1.508629
1.174587,0.018081,0.204496,0.005120,0.048676,0.000768,0.014562,0.000352,0.001600,0.000896,0.000352,1.477843
1.178267,0.017953,0.222161,0.005345,0.048996,0.000864,0.014305,0.000416,0.001632,0.000928,0.000352,1.500020
1.203870,0.018082,0.205104,0.005376,0.048452,0.000832,0.014401,0.000416,0.001568,0.001153,0.000352,1.508502
1.164666,0.017762,0.204272,0.005120,0.049092,0.000832,0.013793,0.000384,0.001472,0.001024,0.000384,1.466962
1.184860,0.017825,0.204752,0.005089,0.049667,0.000865,0.014049,0.000352,0.001440,0.001024,0.000416,1.488980
1.179067,0.017985,0.204624,0.005184,0.048900,0.000832,0.014177,0.000352,0.001440,0.001024,0.000352,1.482771
1.205150,0.017858,0.205200,0.005088,0.049188,0.000768,0.014305,0.000384,0.001664,0.001281,0.000352,1.509846
1.184956,0.017826,0.204880,0.005088,0.048740,0.000832,0.013953,0.000384,0.001376,0.001025,0.000384,1.487668
1.263650,0.019042,0.203952,0.005376,0.048164,0.000768,0.013761,0.000320,0.001504,0.001217,0.000384,1.567322
1.221631,0.018049,0.203728,0.005185,0.049635,0.000833,0.014113,0.000352,0.001536,0.001024,0.000384,1.524598
1.189565,0.017953,0.203504,0.005057,0.048420,0.000800,0.030818,0.000640,0.001472,0.001056,0.000384,1.508406
1.188445,0.017761,0.205392,0.005313,0.048835,0.000736,0.014081,0.000608,0.001472,0.000992,0.000384,1.492052
1.198589,0.017729,0.203664,0.005409,0.049060,0.000736,0.013537,0.000384,0.001504,0.001056,0.000352,1.500660
1.200990,0.018818,0.205295,0.005216,0.048644,0.000832,0.013985,0.000352,0.001504,0.000864,0.000352,1.505749
1.234144,0.017633,0.206160,0.005185,0.048836,0.000832,0.014113,0.000352,0.001664,0.001600,0.000576,1.540823
1.250977,0.017922,0.205968,0.005408,0.048804,0.000832,0.014593,0.000384,0.001728,0.001248,0.000353,1.558393
1.188092,0.018018,0.204399,0.005217,0.049924,0.000864,0.013921,0.000384,0.001536,0.001024,0.000352,1.492371
1.230944,0.018113,0.205584,0.005409,0.049220,0.000832,0.014145,0.000384,0.001760,0.001216,0.000320,1.536663
1.213790,0.018114,0.204816,0.005088,0.049028,0.000832,0.014113,0.000576,0.001472,0.001121,0.000320,1.517974
1.181659,0.017985,0.205040,0.005313,0.048899,0.000800,0.014338,0.000352,0.001504,0.000992,0.000384,1.486035
1.188444,0.018081,0.204304,0.005280,0.048708,0.000768,0.014273,0.000352,0.001536,0.001088,0.000352,1.492724
1.184668,0.018241,0.204336,0.005153,0.048771,0.000801,0.014177,0.000384,0.001440,0.000896,0.000384,1.487891
1.229887,0.018305,0.203984,0.005152,0.048932,0.000832,0.013793,0.000385,0.001568,0.000960,0.000352,1.533463
1.204189,0.018337,0.206064,0.005216,0.049220,0.000832,0.014242,0.000352,0.001568,0.000992,0.000384,1.509813
1.217631,0.017730,0.204080,0.005312,0.049028,0.000800,0.014145,0.000384,0.001472,0.000992,0.000384,1.520854
1.176315,0.017730,0.203952,0.005120,0.048516,0.000832,0.013953,0.000352,0.001472,0.001056,0.000416,1.478322
1.192220,0.017794,0.224497,0.005473,0.048324,0.000832,0.014273,0.000384,0.001504,0.001056,0.000352,1.515829
1.225023,0.017826,0.203951,0.005120,0.048452,0.000832,0.014657,0.000384,0.001440,0.000960,0.000416,1.527606
1.198877,0.017794,0.204335,0.005121,0.048484,0.000832,0.013985,0.000384,0.001440,0.001024,0.000352,1.502132
1.222046,0.017953,0.203888,0.005120,0.049092,0.000768,0.014177,0.000320,0.001472,0.001088,0.000384,1.525463
1.199357,0.017986,0.204016,0.005376,0.048644,0.000800,0.014017,0.000576,0.001440,0.001088,0.000320,1.502005
1.231743,0.018017,0.205520,0.005441,0.048995,0.000833,0.013665,0.000384,0.001504,0.001024,0.000352,1.536151
1.228895,0.018401,0.206416,0.005248,0.048900,0.000736,0.014433,0.000352,0.001440,0.000960,0.000384,1.536023
1.214494,0.017889,0.203920,0.005088,0.049380,0.000896,0.013729,0.000352,0.001664,0.000992,0.000320,1.517174
1.184700,0.017761,0.203920,0.005153,0.048548,0.000832,0.014209,0.000352,0.001504,0.001216,0.000384,1.487283
1.180891,0.017762,0.223825,0.005281,0.048579,0.000833,0.013985,0.000352,0.001440,0.001056,0.000352,1.503540
1.183612,0.017697,0.204400,0.005377,0.048804,0.000800,0.014113,0.000416,0.001440,0.001024,0.000384,1.486323
1.194236,0.018210,0.203824,0.005312,0.048612,0.000832,0.013825,0.000352,0.001472,0.001056,0.000416,1.496212
1.194748,0.017858,0.203920,0.005280,0.048484,0.000832,0.014113,0.000384,0.001472,0.000928,0.000384,1.497203
1.218047,0.017921,0.204944,0.005409,0.048163,0.000833,0.014177,0.000384,0.001504,0.001152,0.000352,1.521974
1.225567,0.018114,0.204272,0.005088,0.048676,0.000800,0.013985,0.000352,0.001504,0.000928,0.000352,1.528342
1.209309,0.018017,0.204848,0.005248,0.048292,0.000832,0.014273,0.000384,0.001441,0.001216,0.000352,1.513173
1.220382,0.017953,0.203920,0.005088,0.048804,0.000832,0.014081,0.000384,0.001537,0.001024,0.000384,1.522806
1.238496,0.017921,0.203632,0.005376,0.048612,0.000800,0.014433,0.000352,0.001504,0.001408,0.000384,1.541816
1.188636,0.017857,0.222257,0.005537,0.048484,0.000864,0.014273,0.000384,0.001504,0.001024,0.000384,1.510517
1.187484,0.018114,0.204623,0.005313,0.048452,0.000800,0.013985,0.000384,0.001504,0.001152,0.000384,1.491059
1.223102,0.017954,0.204336,0.005312,0.048996,0.000832,0.014625,0.000384,0.001504,0.001217,0.000320,1.527638
1.193725,0.017697,0.205328,0.005153,0.048995,0.000832,0.013665,0.000384,0.001536,0.000896,0.000352,1.497492
1.194044,0.017761,0.205040,0.005056,0.047812,0.000768,0.013601,0.000352,0.001472,0.001120,0.000352,1.495988
1.217118,0.018210,0.203408,0.005312,0.048164,0.000800,0.013889,0.000352,0.001440,0.001216,0.000352,1.518677
1.191645,0.017761,0.204848,0.005089,0.048451,0.000800,0.014466,0.000384,0.001664,0.001024,0.000384,1.495060
1.203453,0.017761,0.203920,0.005056,0.048932,0.000800,0.014113,0.000352,0.001568,0.001025,0.000352,1.505909
1.225343,0.018305,0.204624,0.005312,0.048996,0.000832,0.014081,0.000352,0.001536,0.001024,0.000384,1.529975
1.203197,0.018082,0.224945,0.005217,0.048323,0.000864,0.014337,0.000416,0.001632,0.001120,0.000384,1.529238
1.205438,0.017889,0.207120,0.005281,0.048388,0.000832,0.013825,0.000352,0.001536,0.001248,0.000352,1.511605
1.203261,0.017602,0.207152,0.005312,0.049444,0.000800,0.014433,0.000352,0.001376,0.001057,0.000352,1.510229
1.203389,0.017826,0.205456,0.005280,0.048388,0.000832,0.014081,0.000352,0.001632,0.000992,0.000416,1.508565
1.187836,0.017794,0.203600,0.005408,0.048388,0.000800,0.014017,0.000352,0.001536,0.001152,0.000352,1.491219
1.208765,0.018113,0.204176,0.005121,0.048899,0.000864,0.014146,0.000352,0.001504,0.001248,0.000352,1.513141
1.212478,0.018114,0.204368,0.005344,0.048548,0.000832,0.014305,0.000352,0.001632,0.001120,0.000352,1.516790
1.212573,0.018017,0.207248,0.005153,0.048867,0.000801,0.014177,0.000448,0.001664,0.001216,0.000352,1.519925
1.187772,0.017857,0.204624,0.005248,0.048452,0.000768,0.013953,0.000384,0.001472,0.001344,0.000384,1.492052
1.183548,0.018050,0.226097,0.005313,0.047971,0.000800,0.014369,0.000384,0.001536,0.001344,0.000320,1.509397
1.223199,0.017889,0.203792,0.005409,0.048355,0.000769,0.014113,0.000352,0.001600,0.001024,0.000384,1.526102
1.241728,0.017985,0.204336,0.005377,0.049252,0.000800,0.013665,0.000544,0.001728,0.001088,0.000352,1.546423
1.199869,0.018466,0.205584,0.005120,0.048676,0.000832,0.014305,0.000352,0.001504,0.001568,0.000384,1.506869
1.221407,0.017825,0.204528,0.005345,0.048771,0.000832,0.014434,0.000384,0.001536,0.001248,0.000384,1.525462
1.224990,0.018017,0.204016,0.005280,0.048996,0.000864,0.013985,0.000384,0.001440,0.001056,0.000385,1.528374
1.174042,0.018018,0.204592,0.005376,0.048548,0.001184,0.014433,0.000480,0.001696,0.001153,0.000576,1.479122
1.197596,0.023649,0.204720,0.005281,0.048579,0.000865,0.014337,0.000480,0.001632,0.001280,0.000384,1.507924
1.176346,0.017889,0.204496,0.005312,0.048004,0.001056,0.014017,0.000832,0.001472,0.001024,0.000352,1.479955
1.193980,0.017890,0.223665,0.005312,0.048452,0.000832,0.013473,0.000352,0.001537,0.001120,0.000384,1.515893
1.185180,0.017762,0.205104,0.005344,0.048548,0.000800,0.013665,0.000416,0.001536,0.001024,0.000352,1.488435
1.208158,0.017729,0.204848,0.005409,0.049667,0.000769,0.013441,0.000352,0.001504,0.001024,0.000416,1.511669
1.182907,0.017665,0.204240,0.005056,0.048260,0.001024,0.013729,0.000352,0.001504,0.001120,0.000352,1.485267
1.192252,0.018209,0.204624,0.005473,0.049123,0.000832,0.014049,0.000384,0.001504,0.000992,0.000352,1.496115
1.238336,0.017825,0.205200,0.005345,0.048676,0.000832,0.013985,0.000352,0.001408,0.001024,0.000352,1.541655
1.171834,0.017602,0.205968,0.005344,0.048580,0.000800,0.013857,0.000352,0.001472,0.001024,0.000352,1.475922
1.230270,0.017633,0.205232,0.005088,0.048068,0.000800,0.013825,0.000416,0.001472,0.000993,0.000352,1.532663
1.191772,0.017761,0.204944,0.005376,0.049060,0.000800,0.013409,0.000320,0.001537,0.001056,0.000352,1.494612
1.186075,0.017761,0.204528,0.023266,0.050660,0.000800,0.013697,0.000384,0.001408,0.000992,0.000384,1.508884
1.215869,0.018177,0.204528,0.005344,0.048676,0.000832,0.013473,0.000416,0.001537,0.000960,0.000384,1.518197
1.175034,0.017953,0.204464,0.005376,0.047716,0.000832,0.013889,0.000352,0.001504,0.001024,0.000352,1.476786
1.253024,0.017633,0.204656,0.005216,0.048100,0.000800,0.013345,0.000416,0.001472,0.000993,0.000384,1.553976
1.182044,0.017729,0.204720,0.005312,0.047555,0.000864,0.013697,0.000352,0.001537,0.000992,0.000352,1.483603
1.198876,0.017825,0.204816,0.005088,0.048644,0.000800,0.013505,0.000352,0.001472,0.000992,0.000352,1.500852
1.191260,0.018114,0.204623,0.005280,0.048964,0.000800,0.013793,0.000384,0.001504,0.001056,0.000448,1.494803
1.231838,0.017729,0.204464,0.005344,0.048164,0.000832,0.014209,0.000352,0.001473,0.001248,0.000320,1.534902
1.179899,0.017921,0.203984,0.005441,0.048163,0.001152,0.014113,0.000576,0.001536,0.001056,0.000448,1.482770
1.183227,0.021666,0.205296,0.005312,0.049604,0.000800,0.014049,0.000352,0.001568,0.001216,0.000448,1.492307
1.197276,0.017665,0.204784,0.005120,0.048420,0.000800,0.013985,0.000352,0.001568,0.001185,0.000384,1.500308
1.226110,0.017794,0.204496,0.005248,0.048388,0.000832,0.014369,0.000352,0.001664,0.001184,0.000352,1.530006
1.252289,0.017890,0.204015,0.005185,0.048388,0.000832,0.013953,0.000384,0.001536,0.000992,0.000352,1.554520
1.198620,0.017921,0.205104,0.005248,0.049028,0.000832,0.014401,0.000352,0.001441,0.000992,0.000352,1.502836
1.288707,0.018017,0.206416,0.005153,0.049155,0.000832,0.014433,0.000352,0.001440,0.001760,0.000544,1.599931
1.199485,0.018146,0.206543,0.005088,0.048772,0.000864,0.014017,0.000320,0.001472,0.001312,0.000416,1.505748
1.238560,0.018081,0.205264,0.005185,0.048931,0.000833,0.014049,0.000384,0.001536,0.000992,0.000384,1.543447
1.218782,0.017953,0.204176,0.005184,0.048771,0.001088,0.013857,0.000353,0.001504,0.000960,0.000416,1.521109
1.179514,0.018017,0.204176,0.005152,0.048516,0.000832,0.033955,0.000704,0.001568,0.001120,0.000352,1.503667
1.201116,0.018401,0.203952,0.005216,0.049124,0.000800,0.013633,0.000384,0.001473,0.000960,0.000416,1.504052
1.202300,0.017762,0.205520,0.005600,0.048804,0.001056,0.013729,0.000416,0.001536,0.000992,0.000352,1.506708
1.238367,0.018049,0.204368,0.005152,0.048484,0.000832,0.014337,0.000384,0.001536,0.001088,0.000385,1.541751
1.219166,0.017953,0.204496,0.005344,0.048932,0.000832,0.014049,0.000352,0.001377,0.001024,0.000352,1.521621
1.211390,0.017921,0.204144,0.005153,0.049027,0.000800,0.014050,0.000384,0.001408,0.000928,0.000576,1.514325
1.203453,0.018082,0.204336,0.005184,0.048900,0.000800,0.013857,0.000352,0.001536,0.001024,0.000608,1.507060
1.252448,0.018114,0.204399,0.005217,0.048932,0.000800,0.013793,0.000384,0.001408,0.000960,0.000608,1.555191
1.226494,0.017890,0.205423,0.005121,0.048804,0.000832,0.014305,0.000384,0.001408,0.001120,0.000576,1.531413
1.186908,0.017761,0.205136,0.005121,0.049315,0.000832,0.014050,0.000352,0.001440,0.001056,0.000384,1.490803
1.211549,0.017665,0.203856,0.005376,0.048036,0.000800,0.014081,0.000416,0.001504,0.000960,0.000608,1.513812
1.205245,0.018274,0.204560,0.005248,0.049380,0.000800,0.013889,0.000416,0.001408,0.001152,0.000384,1.509332
1.219166,0.017601,0.204624,0.005377,0.048291,0.000896,0.013697,0.000448,0.001408,0.000992,0.000384,1.521557
1.219230,0.018050,0.203631,0.005345,0.048419,0.000800,0.014145,0.000384,0.001408,0.000960,0.000352,1.520981
1.211966,0.017857,0.204112,0.005345,0.049251,0.000864,0.013921,0.000352,0.001440,0.000992,0.000384,1.515829
1.201436,0.018241,0.204752,0.005120,0.048676,0.000800,0.013985,0.000352,0.001505,0.001088,0.000352,1.505908
