TEE[0-0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.202883,0.017986,0.204081,0.005120,0.049028,0.000832,0.014018,0.000384,0.001600,0.001184,0.000608,1.506044
1.215428,0.017890,0.204849,0.005056,0.048868,0.000736,0.013857,0.000352,0.001441,0.001088,0.000384,1.518621
1.240999,0.017761,0.203600,0.005281,0.049284,0.000800,0.013729,0.000384,0.001472,0.001056,0.000609,1.543360
1.179873,0.017890,0.205265,0.005312,0.048676,0.000800,0.013761,0.000384,0.001729,0.001024,0.000352,1.483387
1.176577,0.017665,0.204465,0.005057,0.048740,0.000832,0.013569,0.000384,0.001696,0.001024,0.000352,1.478650
1.183746,0.017666,0.204689,0.005152,0.048836,0.000736,0.013697,0.000352,0.001697,0.000992,0.000416,1.486779
1.197891,0.017602,0.204017,0.004992,0.048420,0.000800,0.013729,0.000385,0.001440,0.001024,0.000352,1.499004
1.205699,0.018754,0.203889,0.004992,0.049476,0.000800,0.014370,0.000352,0.001408,0.001056,0.000352,1.510524
1.181537,0.017826,0.203761,0.005248,0.047844,0.000736,0.013858,0.000416,0.001888,0.001216,0.000384,1.483002
1.238566,0.017601,0.203921,0.004928,0.048100,0.000800,0.014210,0.000384,0.001568,0.001248,0.000384,1.540159
1.170784,0.017889,0.205041,0.005089,0.048420,0.000768,0.013921,0.000352,0.001664,0.001440,0.000320,1.474105
1.173312,0.017666,0.221522,0.005377,0.048580,0.000640,0.013825,0.000352,0.001536,0.001184,0.000800,1.493755
1.183361,0.017794,0.204945,0.005184,0.048996,0.000800,0.014146,0.000384,0.001536,0.001280,0.000608,1.487418
1.197955,0.017569,0.203697,0.005121,0.048292,0.000800,0.014177,0.000352,0.001824,0.001088,0.000384,1.499867
1.198691,0.017666,0.204561,0.005248,0.048644,0.000832,0.014018,0.000352,0.001568,0.001280,0.000608,1.501948
1.177345,0.017666,0.204113,0.005312,0.048324,0.000768,0.014337,0.000384,0.001728,0.001120,0.000384,1.480026
1.203939,0.017729,0.203761,0.005376,0.049316,0.000544,0.013826,0.000352,0.001536,0.000992,0.000352,1.506684
1.182401,0.017666,0.204881,0.005088,0.048932,0.000800,0.013761,0.000384,0.001569,0.001184,0.000416,1.485563
1.237606,0.017729,0.204273,0.005281,0.048964,0.000576,0.013985,0.000416,0.001504,0.001248,0.000384,1.540255
1.174817,0.017761,0.204337,0.005313,0.049156,0.000800,0.013921,0.000352,0.001472,0.001184,0.000384,1.478362
1.180929,0.017985,0.205393,0.005025,0.048676,0.000768,0.014273,0.000352,0.001536,0.001185,0.000352,1.484859
1.178145,0.017665,0.203825,0.005120,0.048324,0.000608,0.014018,0.000384,0.001472,0.001056,0.000416,1.480058
1.186818,0.017730,0.204272,0.005121,0.048868,0.000768,0.013985,0.000352,0.001568,0.001281,0.000320,1.489499
1.211524,0.017601,0.203985,0.005057,0.049188,0.000768,0.013857,0.000352,0.001568,0.001056,0.000384,1.513788
1.170017,0.017858,0.203984,0.005313,0.048196,0.000576,0.014113,0.000384,0.001568,0.001120,0.000416,1.472378
1.193698,0.018114,0.203632,0.005249,0.048772,0.000800,0.013985,0.000352,0.001472,0.000960,0.000352,1.496348
1.175937,0.017762,0.204048,0.005313,0.048292,0.000768,0.013857,0.000352,0.001568,0.000960,0.000385,1.478010
1.176225,0.017762,0.222098,0.005184,0.048740,0.000545,0.014113,0.000384,0.001728,0.000992,0.000352,1.497275
1.193699,0.017697,0.203185,0.005313,0.048836,0.000576,0.014017,0.000384,0.001408,0.001088,0.000416,1.494843
1.190849,0.017633,0.203985,0.005120,0.048420,0.000832,0.014209,0.000448,0.001504,0.000992,0.000352,1.493146
1.232613,0.017633,0.204593,0.005024,0.049253,0.000608,0.013505,0.000352,0.001440,0.000960,0.000384,1.535742
1.189890,0.017538,0.203121,0.005312,0.049924,0.000800,0.013473,0.000384,0.001440,0.000960,0.000352,1.492347
1.197090,0.019073,0.204849,0.005025,0.049700,0.000832,0.013825,0.000352,0.001408,0.001344,0.000416,1.502779
1.190466,0.017730,0.203088,0.005057,0.048996,0.000736,0.013857,0.000416,0.001472,0.001056,0.000352,1.492699
1.209731,0.017729,0.205457,0.005121,0.048836,0.000800,0.013889,0.000352,0.001440,0.001184,0.000352,1.513788
1.185410,0.017602,0.203696,0.005280,0.049380,0.000768,0.013697,0.000352,0.001537,0.000992,0.000384,1.487899
1.192994,0.017762,0.204209,0.005088,0.049124,0.000576,0.013698,0.000352,0.001696,0.001152,0.000384,1.496091
1.187234,0.017857,0.204785,0.005057,0.048932,0.000800,0.013857,0.000352,0.001568,0.000992,0.000544,1.491483
1.212100,0.018114,0.204529,0.005056,0.049124,0.000800,0.013537,0.000352,0.001441,0.001056,0.000384,1.515645
1.229413,0.017857,0.203665,0.005088,0.048644,0.000800,0.013729,0.000416,0.001696,0.001056,0.000416,1.531678
1.220805,0.017857,0.205233,0.005121,0.049220,0.000768,0.013697,0.000352,0.001440,0.000992,0.000384,1.524702
1.215427,0.017825,0.203857,0.005088,0.050213,0.000640,0.013409,0.000352,0.001536,0.001024,0.000352,1.518012
1.181889,0.017569,0.204433,0.005344,0.048164,0.000576,0.013986,0.000384,0.001472,0.001024,0.000384,1.483610
1.241478,0.023970,0.203824,0.005473,0.048580,0.000832,0.013537,0.000384,0.001440,0.001088,0.000352,1.549952
1.218596,0.017601,0.204689,0.005088,0.049252,0.000737,0.013601,0.000416,0.001440,0.001024,0.000416,1.521245
1.219588,0.017697,0.204241,0.005056,0.049412,0.000737,0.013377,0.000352,0.001408,0.001056,0.000416,1.523101
1.183297,0.017730,0.204305,0.005120,0.049252,0.000576,0.013441,0.000384,0.001440,0.001024,0.000352,1.485434
1.220324,0.017698,0.204337,0.005120,0.048676,0.000768,0.014145,0.000385,0.001600,0.001248,0.000576,1.523261
1.207011,0.017729,0.205041,0.005057,0.049220,0.000768,0.013889,0.000416,0.001536,0.001056,0.000384,1.510524
1.170944,0.018850,0.205073,0.005056,0.048612,0.000800,0.013729,0.000384,0.001600,0.001312,0.000384,1.475705
1.180801,0.017890,0.204144,0.005088,0.049732,0.000768,0.013857,0.000416,0.001409,0.001024,0.000320,1.484122
1.198979,0.017698,0.203984,0.005057,0.049092,0.000768,0.013441,0.000352,0.001408,0.000992,0.000384,1.500668
1.183745,0.017730,0.227634,0.005376,0.049860,0.000800,0.013345,0.000384,0.001473,0.000960,0.000352,1.511292
1.197634,0.018178,0.204016,0.005057,0.049892,0.000832,0.013441,0.000352,0.001472,0.001089,0.000352,1.501340
1.190050,0.017794,0.204081,0.005184,0.049636,0.000800,0.014145,0.000320,0.001537,0.000992,0.000352,1.493307
1.199202,0.017857,0.204177,0.005280,0.048580,0.000833,0.014401,0.000320,0.001632,0.001344,0.000352,1.502939
1.223044,0.018209,0.203441,0.005345,0.048324,0.000832,0.014177,0.000384,0.001664,0.001056,0.000608,1.527517
1.205026,0.017953,0.203985,0.005056,0.048419,0.000832,0.014177,0.000352,0.001696,0.001088,0.000576,1.507867
1.178753,0.017986,0.206449,0.005312,0.048004,0.000736,0.014402,0.000416,0.001600,0.001376,0.000608,1.485018
1.196962,0.017857,0.204241,0.005312,0.048580,0.000576,0.013698,0.000352,0.001504,0.001088,0.000384,1.499419
1.219587,0.017953,0.204753,0.005217,0.049060,0.000576,0.014177,0.000352,0.001472,0.001184,0.000608,1.523996
1.212068,0.017697,0.226034,0.005153,0.049060,0.000800,0.014081,0.000416,0.001472,0.001408,0.000608,1.538334
1.188577,0.017666,0.203985,0.005312,0.048964,0.000608,0.013601,0.000384,0.001473,0.001024,0.000416,1.490746
1.214788,0.017665,0.204272,0.005057,0.048196,0.000800,0.014241,0.000384,0.001568,0.001184,0.000640,1.517148
1.215332,0.017697,0.203312,0.005057,0.049060,0.000768,0.013985,0.000384,0.001888,0.001440,0.000576,1.518108
1.228804,0.017825,0.204529,0.005089,0.048131,0.000736,0.013825,0.000352,0.001536,0.000992,0.000384,1.531005
1.218020,0.017921,0.204241,0.005281,0.048740,0.000800,0.013953,0.000352,0.001568,0.000992,0.000384,1.521308
1.186753,0.017858,0.203952,0.005345,0.048324,0.000896,0.013825,0.000416,0.001760,0.001056,0.000353,1.488890
1.211395,0.018050,0.203888,0.005409,0.048772,0.000768,0.013825,0.000416,0.001472,0.001024,0.000384,1.514748
1.163584,0.018017,0.203953,0.005217,0.049252,0.000576,0.013537,0.000384,0.001504,0.000992,0.000416,1.466488
1.184257,0.017633,0.204625,0.005088,0.048356,0.000736,0.033603,0.000672,0.001537,0.001216,0.000320,1.507420
1.206083,0.017825,0.204049,0.004993,0.048068,0.000768,0.014145,0.000352,0.001504,0.001088,0.000352,1.507323
1.202915,0.017697,0.203793,0.005345,0.049348,0.000576,0.013697,0.000352,0.001472,0.001088,0.000352,1.505435
1.198082,0.017793,0.203729,0.005248,0.048196,0.000576,0.013729,0.000384,0.001473,0.001024,0.000576,1.499131
1.199426,0.017857,0.204817,0.004992,0.049124,0.000801,0.014209,0.000416,0.001504,0.000992,0.000640,1.503163
1.246054,0.017537,0.204721,0.005409,0.048964,0.000800,0.014209,0.000352,0.001408,0.001024,0.000608,1.549567
1.224324,0.017762,0.203729,0.005056,0.048740,0.000800,0.013473,0.000352,0.001441,0.001184,0.000608,1.525853
1.243429,0.017729,0.203985,0.004992,0.047940,0.000544,0.013601,0.000352,0.001472,0.001024,0.000352,1.543550
1.198914,0.017665,0.204721,0.005056,0.049028,0.000608,0.013729,0.000384,0.001504,0.001120,0.000384,1.501659
1.230053,0.017825,0.203729,0.005057,0.048996,0.000768,0.013633,0.000352,0.001472,0.001088,0.000640,1.532957
1.176800,0.017602,0.204336,0.005057,0.048772,0.000832,0.013569,0.000384,0.001440,0.001152,0.000352,1.478553
1.221156,0.017730,0.204112,0.005345,0.049092,0.000800,0.013601,0.000384,0.001504,0.001024,0.000352,1.523165
1.244678,0.017698,0.204240,0.005057,0.049284,0.000576,0.013345,0.000352,0.001472,0.000992,0.000352,1.546462
1.187490,0.017697,0.204401,0.005313,0.048964,0.000576,0.013569,0.000352,0.001472,0.001088,0.000384,1.490330
1.236037,0.017794,0.204049,0.005280,0.049220,0.000832,0.013409,0.000352,0.001505,0.001088,0.000352,1.538622
1.186401,0.017826,0.206448,0.005089,0.049220,0.000800,0.013409,0.000352,0.001504,0.000992,0.000352,1.490778
1.193090,0.017890,0.221298,0.005152,0.049092,0.000576,0.013377,0.000352,0.001504,0.001056,0.000352,1.513276
1.195234,0.017633,0.204241,0.005313,0.048708,0.000576,0.013409,0.000352,0.001440,0.001088,0.000352,1.496442
1.212771,0.019618,0.206545,0.005120,0.049317,0.000800,0.013377,0.000352,0.001472,0.000992,0.000352,1.519708
1.162718,0.017793,0.204657,0.005248,0.048996,0.000768,0.013601,0.000384,0.001440,0.000992,0.000352,1.465624
1.205315,0.017793,0.204241,0.005280,0.048868,0.000800,0.013473,0.000352,0.001696,0.001024,0.000352,1.507451
1.233669,0.017921,0.204145,0.005088,0.048676,0.000832,0.013473,0.000352,0.001441,0.000992,0.000352,1.535198
1.225285,0.017953,0.205265,0.005025,0.049060,0.000544,0.013377,0.000384,0.001440,0.001024,0.000352,1.527837
1.200514,0.017665,0.204881,0.005312,0.049444,0.000928,0.013570,0.000384,0.001408,0.001056,0.000352,1.503867
1.199586,0.017666,0.204400,0.005025,0.049092,0.000928,0.013377,0.000384,0.001440,0.001088,0.000352,1.501562
1.191266,0.017729,0.203697,0.005089,0.067653,0.000832,0.013505,0.000352,0.001409,0.000896,0.000320,1.512540
1.208611,0.019265,0.204881,0.005121,0.048164,0.001024,0.013601,0.000416,0.001376,0.001088,0.000352,1.512763
1.223780,0.017826,0.204817,0.005024,0.048932,0.000768,0.013633,0.000352,0.001441,0.000992,0.000352,1.526173
1.251206,0.018178,0.203952,0.005057,0.049220,0.001024,0.013601,0.000384,0.001504,0.000992,0.000385,1.554655
1.177792,0.017730,0.203824,0.005248,0.048580,0.000800,0.013665,0.000352,0.001536,0.000993,0.000384,1.479193
1.275176,0.017985,0.204465,0.005216,0.049124,0.000800,0.013569,0.000352,0.001344,0.000992,0.000352,1.576513
1.186273,0.017890,0.204432,0.005313,0.049124,0.000768,0.013665,0.000384,0.001376,0.001056,0.000384,1.488505
1.200642,0.017729,0.204433,0.005248,0.048708,0.000800,0.013665,0.000416,0.001536,0.001024,0.000352,1.502683
1.177440,0.017793,0.204465,0.005056,0.049092,0.000800,0.013634,0.000416,0.001472,0.000992,0.000384,1.479449
1.252487,0.017889,0.204369,0.005313,0.049316,0.000768,0.013665,0.000352,0.001376,0.001024,0.000384,1.556767
1.226149,0.018913,0.205296,0.004993,0.051172,0.000544,0.013441,0.000352,0.001408,0.001024,0.000385,1.533150
1.208226,0.017793,0.203665,0.005056,0.049796,0.000832,0.013634,0.000352,0.001376,0.001056,0.000384,1.510395
1.208482,0.017665,0.204177,0.005376,0.049444,0.000800,0.013729,0.000352,0.001408,0.000992,0.000416,1.511227
1.214243,0.017697,0.204208,0.005025,0.049028,0.000544,0.013569,0.000384,0.001440,0.000992,0.000352,1.515867
1.245542,0.018018,0.203568,0.005249,0.048612,0.000768,0.013921,0.000352,0.001472,0.001024,0.000352,1.547550
1.208803,0.017826,0.204272,0.005217,0.049572,0.000800,0.013633,0.000352,0.001408,0.000960,0.000352,1.511772
1.206947,0.017761,0.204657,0.005057,0.048324,0.000832,0.013537,0.000384,0.001440,0.001184,0.000352,1.508411
1.229349,0.017633,0.204688,0.005153,0.048836,0.000800,0.013825,0.000352,0.001536,0.001056,0.000352,1.532317
1.174112,0.017730,0.204112,0.005344,0.049156,0.000800,0.013985,0.000384,0.001440,0.001089,0.000384,1.477081
1.190913,0.017601,0.203569,0.005089,0.049124,0.000832,0.013921,0.000384,0.001760,0.001024,0.000384,1.493081
1.192321,0.017954,0.204496,0.005313,0.048964,0.000800,0.013665,0.000384,0.001536,0.001088,0.000384,1.496026
1.220260,0.017698,0.205008,0.005281,0.048932,0.000768,0.013953,0.000416,0.001536,0.001056,0.000384,1.524509
1.169503,0.017889,0.204401,0.005216,0.048132,0.000768,0.013825,0.000384,0.001505,0.001056,0.000384,1.472120
1.204771,0.018017,0.206577,0.005185,0.047876,0.000832,0.014049,0.000384,0.001600,0.001088,0.000384,1.509275
1.166239,0.017698,0.203697,0.004992,0.048420,0.000576,0.013697,0.000320,0.001664,0.000992,0.000384,1.467480
1.192609,0.017762,0.222642,0.005184,0.047940,0.000800,0.013889,0.000352,0.001473,0.000992,0.000352,1.513083
1.215619,0.017954,0.204912,0.005056,0.049124,0.000832,0.014401,0.000640,0.001697,0.001728,0.000608,1.523036
1.214723,0.018018,0.203824,0.005345,0.049220,0.000800,0.013985,0.000352,0.001760,0.001697,0.000608,1.519804
1.199234,0.017922,0.204432,0.005057,0.048804,0.000768,0.014209,0.000416,0.001760,0.001536,0.000384,1.503419
1.228548,0.017794,0.203376,0.005057,0.049700,0.000768,0.014209,0.000384,0.001536,0.001184,0.000384,1.532220
1.234629,0.024514,0.204273,0.005313,0.048419,0.000736,0.014145,0.000384,0.001600,0.001344,0.000384,1.545150
1.196801,0.017793,0.203569,0.005344,0.048420,0.000800,0.013954,0.000384,0.001632,0.001120,0.000352,1.499258
1.240485,0.017858,0.204465,0.005056,0.048772,0.000800,0.014401,0.000416,0.001633,0.001056,0.000384,1.544542
1.173119,0.017858,0.203856,0.005313,0.048324,0.000800,0.014721,0.000416,0.001600,0.001409,0.000576,1.476888
1.190496,0.017825,0.237684,0.005344,0.048356,0.000576,0.014017,0.000352,0.001665,0.001376,0.000608,1.527612
1.237124,0.017633,0.204561,0.005088,0.048388,0.000768,0.013730,0.000416,0.001536,0.001184,0.000704,1.540029
1.203586,0.018306,0.206193,0.005440,0.048004,0.000608,0.014145,0.000416,0.001568,0.001249,0.000608,1.508507
1.207586,0.017985,0.203761,0.005312,0.048804,0.000736,0.014178,0.000384,0.001568,0.001312,0.000352,1.511451
1.187073,0.017826,0.204432,0.005281,0.048644,0.000736,0.013889,0.000384,0.001536,0.001152,0.000352,1.490618
1.240005,0.017762,0.203760,0.005280,0.049444,0.000704,0.014145,0.000384,0.001601,0.001376,0.000384,1.544638
1.184416,0.017857,0.203441,0.005312,0.049220,0.000800,0.014562,0.000448,0.001536,0.001280,0.000352,1.488857
1.213283,0.017794,0.203536,0.005089,0.048964,0.000768,0.013953,0.000384,0.001632,0.001376,0.000352,1.516668
1.227524,0.017953,0.204977,0.005313,0.049060,0.000736,0.014273,0.000352,0.001536,0.001344,0.000352,1.532284
1.228836,0.017826,0.203632,0.005121,0.048548,0.000800,0.014401,0.000416,0.001504,0.001184,0.000352,1.531644
1.206274,0.017890,0.204400,0.005313,0.049156,0.000832,0.014625,0.000352,0.001536,0.001408,0.000352,1.511130
1.177920,0.018465,0.203985,0.005376,0.048836,0.000736,0.014177,0.000384,0.001601,0.001408,0.000384,1.482329
1.195265,0.018689,0.203793,0.005632,0.049412,0.000833,0.013857,0.000384,0.001536,0.001152,0.000384,1.499642
1.172511,0.017729,0.204209,0.005280,0.048900,0.000800,0.013953,0.000384,0.001441,0.001088,0.000320,1.475864
1.206370,0.017889,0.204337,0.005440,0.049188,0.000800,0.014274,0.000352,0.001568,0.001376,0.000352,1.511163
1.210082,0.017793,0.203569,0.005216,0.049156,0.000768,0.013985,0.000352,0.001505,0.001376,0.000384,1.513787
1.228228,0.017953,0.204049,0.005088,0.048100,0.000801,0.013921,0.000320,0.001600,0.001120,0.000352,1.530812
1.186880,0.017697,0.204081,0.005312,0.049124,0.000800,0.013826,0.000352,0.001600,0.001440,0.000384,1.490457
1.231428,0.017793,0.203761,0.005344,0.048964,0.000865,0.014433,0.000544,0.001504,0.001472,0.000352,1.535484
1.193568,0.018081,0.204561,0.005152,0.048804,0.000768,0.013857,0.000384,0.001600,0.001472,0.000416,1.498137
1.206914,0.018818,0.204400,0.005345,0.048644,0.000736,0.014273,0.000352,0.001568,0.001216,0.000353,1.512219
1.221507,0.018497,0.203697,0.005120,0.048356,0.000544,0.014145,0.000352,0.001632,0.001216,0.000352,1.524444
1.208354,0.017794,0.204208,0.005089,0.048644,0.000800,0.014305,0.000416,0.001472,0.001440,0.000352,1.511611
1.243109,0.017953,0.204529,0.005152,0.048804,0.000800,0.013953,0.000352,0.001440,0.001376,0.000384,1.546558
1.208450,0.017922,0.204593,0.005216,0.049124,0.000832,0.013825,0.000352,0.001505,0.001056,0.000352,1.512123
1.221955,0.018113,0.204561,0.005312,0.048900,0.000801,0.014497,0.000384,0.001536,0.001408,0.000352,1.527836
1.218595,0.017794,0.203632,0.005345,0.048868,0.000832,0.013633,0.000320,0.001536,0.001152,0.000384,1.521403
1.200962,0.017602,0.204144,0.005441,0.049124,0.000800,0.014209,0.000384,0.001536,0.001376,0.000352,1.505530
1.186848,0.018081,0.204465,0.005056,0.048868,0.000800,0.014497,0.000384,0.001441,0.001280,0.000352,1.490905
1.235076,0.017698,0.204112,0.005345,0.083494,0.000832,0.014145,0.000416,0.001632,0.001536,0.000384,1.574911
1.223235,0.017730,0.203696,0.005313,0.049060,0.000768,0.014305,0.000352,0.001568,0.001376,0.000384,1.527323
1.203201,0.017825,0.204273,0.005088,0.049124,0.000832,0.014337,0.000352,0.001440,0.001376,0.000352,1.507322
1.225892,0.019041,0.204593,0.005249,0.047875,0.000737,0.014945,0.000384,0.001600,0.001344,0.000416,1.531228
1.231588,0.018017,0.203473,0.005248,0.049124,0.000769,0.014081,0.000512,0.001600,0.001312,0.000352,1.535228
1.206946,0.018050,0.204112,0.005281,0.050468,0.000832,0.014657,0.000480,0.001569,0.001408,0.000384,1.513819
1.198433,0.017858,0.204464,0.005281,0.048804,0.000800,0.014433,0.000352,0.001568,0.001408,0.000384,1.503290
1.212450,0.017857,0.203473,0.005312,0.048644,0.000736,0.014273,0.000352,0.001665,0.001280,0.000384,1.516155
1.190304,0.017793,0.203569,0.005312,0.049188,0.000576,0.014049,0.000384,0.001601,0.001216,0.000416,1.493753
1.178207,0.018017,0.219634,0.005216,0.051781,0.000736,0.014177,0.000352,0.001568,0.001056,0.000384,1.500537
1.194977,0.017826,0.203472,0.005312,0.049508,0.000768,0.014177,0.000384,0.001600,0.001025,0.000384,1.498970
1.193825,0.017985,0.204017,0.005120,0.048484,0.000800,0.013825,0.000416,0.001568,0.000928,0.000608,1.496601
1.208354,0.017921,0.203793,0.005280,0.049124,0.000800,0.014145,0.000352,0.001697,0.000992,0.000576,1.511771
1.197057,0.017730,0.204400,0.005344,0.048932,0.000832,0.014625,0.000352,0.001440,0.001377,0.000576,1.501818
1.250246,0.017985,0.203825,0.005088,0.048420,0.000768,0.014017,0.000384,0.001536,0.001280,0.000384,1.552958
1.176320,0.018018,0.204496,0.005121,0.049188,0.000736,0.013825,0.000384,0.001504,0.001216,0.000384,1.479640
1.204353,0.017697,0.204337,0.005120,0.048356,0.000736,0.014049,0.000384,0.001665,0.001024,0.000384,1.507418
1.182496,0.017634,0.204656,0.005121,0.049956,0.000800,0.013889,0.000352,0.001568,0.001120,0.000672,1.486425
1.195777,0.017761,0.205041,0.005344,0.071366,0.000832,0.014337,0.000384,0.001632,0.001409,0.000576,1.524540
1.203649,0.018017,0.203857,0.005344,0.050116,0.000800,0.014113,0.000384,0.001505,0.001152,0.000352,1.507450
1.183712,0.017858,0.204368,0.005088,0.048036,0.000800,0.014081,0.000416,0.001536,0.001472,0.000608,1.486745
1.245765,0.017602,0.204016,0.005121,0.048100,0.000768,0.014241,0.000352,0.001536,0.001312,0.000352,1.547421
1.186848,0.017666,0.204336,0.005057,0.048804,0.000800,0.014337,0.000416,0.001472,0.001344,0.000608,1.490393
1.222755,0.018370,0.203760,0.005313,0.047875,0.000769,0.013889,0.000352,0.001472,0.001408,0.000576,1.524507
1.197857,0.017922,0.204784,0.005089,0.049188,0.000800,0.014081,0.000384,0.001440,0.001473,0.000608,1.502138
1.227683,0.017761,0.204497,0.005344,0.048836,0.000800,0.013857,0.000352,0.001473,0.001376,0.000352,1.530684
1.189985,0.017793,0.204113,0.005280,0.049092,0.000544,0.013954,0.000384,0.001504,0.001184,0.000352,1.493017
1.235108,0.017698,0.204144,0.005248,0.048900,0.000576,0.031459,0.000416,0.001632,0.001280,0.000608,1.556126
1.205633,0.017601,0.206193,0.005152,0.048420,0.000768,0.014402,0.000352,0.001408,0.001184,0.000608,1.510394
1.191136,0.017697,0.204721,0.005344,0.049476,0.000800,0.014017,0.000384,0.001441,0.001024,0.000352,1.494585
1.210594,0.017601,0.203697,0.005056,0.049636,0.000832,0.013538,0.000352,0.001440,0.001120,0.000384,1.513018
1.197825,0.018082,0.205008,0.005185,0.049156,0.000800,0.013953,0.000384,0.001504,0.000960,0.000352,1.501753
1.192065,0.019138,0.204560,0.005217,0.049316,0.000832,0.013697,0.000352,0.001504,0.001024,0.000384,1.496889
1.197025,0.017889,0.204016,0.005088,0.048708,0.000800,0.013409,0.000384,0.001472,0.001024,0.000384,1.498458
1.242340,0.017985,0.204369,0.005248,0.048996,0.000832,0.013441,0.000384,0.001504,0.000993,0.000352,1.545085
1.203073,0.017922,0.203440,0.005313,0.048900,0.000864,0.013665,0.000384,0.001408,0.001024,0.000384,1.506042
1.188640,0.017697,0.204080,0.005056,0.049156,0.000800,0.014081,0.000352,0.001472,0.000992,0.000352,1.491544
1.190432,0.017985,0.203473,0.005184,0.048804,0.000800,0.014369,0.000416,0.001440,0.001185,0.000352,1.493177
1.181120,0.017794,0.204208,0.005345,0.048260,0.000800,0.014241,0.000384,0.001536,0.001248,0.000320,1.484088
1.201057,0.017825,0.203376,0.005088,0.048420,0.000832,0.013761,0.000384,0.001472,0.000960,0.000609,1.502266
1.163230,0.017857,0.203729,0.005344,0.048676,0.000800,0.013793,0.000384,0.001472,0.000928,0.000352,1.465462
1.194912,0.017921,0.203280,0.005057,0.048996,0.000800,0.013697,0.000352,0.001664,0.000960,0.000353,1.496153
1.188544,0.017921,0.203825,0.005184,0.048612,0.000800,0.013889,0.000416,0.001505,0.000992,0.000384,1.490617
1.221347,0.017954,0.224914,0.005472,0.049188,0.000768,0.014402,0.000384,0.001536,0.000992,0.000352,1.547229
1.181664,0.017698,0.204560,0.005089,0.048708,0.000736,0.014081,0.000416,0.001568,0.000928,0.000352,1.485112
1.229859,0.017954,0.204336,0.005025,0.048964,0.000800,0.014049,0.000384,0.001408,0.000992,0.000352,1.533372
1.233284,0.018114,0.204752,0.005345,0.049348,0.000800,0.013921,0.000384,0.001536,0.001248,0.000384,1.537885
1.228195,0.017729,0.203824,0.005376,0.048388,0.000768,0.013954,0.000352,0.001664,0.001344,0.000352,1.530875
1.229955,0.018242,0.204368,0.005345,0.048932,0.000768,0.014177,0.000416,0.001536,0.001344,0.000352,1.535163
1.232227,0.017761,0.203760,0.005313,0.048740,0.000576,0.014209,0.000384,0.001504,0.001312,0.000416,1.535228
1.249508,0.017825,0.203857,0.005248,0.048836,0.000832,0.014210,0.000384,0.001536,0.001344,0.000384,1.553181
1.204290,0.023170,0.205168,0.005057,0.048452,0.000768,0.014241,0.000352,0.001632,0.001408,0.000385,1.514651
1.227459,0.018050,0.204784,0.005281,0.048772,0.000768,0.013569,0.000384,0.001536,0.001152,0.000384,1.531643
1.177663,0.024738,0.203440,0.005281,0.049252,0.000800,0.014369,0.000352,0.001536,0.001216,0.000448,1.488440
1.219362,0.018370,0.204368,0.005377,0.048900,0.000800,0.014273,0.000384,0.001536,0.001344,0.000320,1.524540
1.229540,0.018018,0.204048,0.005216,0.048835,0.000832,0.014433,0.000384,0.001504,0.001280,0.000352,1.534012
1.209442,0.017826,0.204016,0.005313,0.049380,0.000736,0.013857,0.000384,0.001536,0.001152,0.000352,1.513050
1.264838,0.017794,0.203664,0.005057,0.048740,0.000576,0.013825,0.000352,0.001664,0.001184,0.000416,1.567870
1.199329,0.017762,0.203888,0.005281,0.048772,0.000800,0.013985,0.000384,0.001696,0.001184,0.000384,1.502585
1.271046,0.017922,0.204176,0.005121,0.048100,0.000800,0.013857,0.000352,0.001600,0.001216,0.000384,1.573919
1.178495,0.017729,0.203729,0.005312,0.048612,0.000800,0.013985,0.000384,0.001504,0.001024,0.000384,1.481656
1.219810,0.017666,0.204176,0.005249,0.048804,0.000544,0.014337,0.000352,0.001536,0.000960,0.000384,1.522426
1.233508,0.017986,0.203408,0.005121,0.048740,0.000768,0.013825,0.000384,0.001472,0.000992,0.000384,1.535164
1.218978,0.019169,0.203537,0.005056,0.067077,0.000800,0.013697,0.000384,0.001472,0.000800,0.000384,1.541436
1.215202,0.017570,0.204368,0.005057,0.049188,0.000800,0.013473,0.000352,0.001408,0.000992,0.000384,1.518170
1.210850,0.018114,0.203600,0.005281,0.049732,0.000608,0.013921,0.000384,0.001504,0.001184,0.000832,1.515130
1.206113,0.017761,0.204049,0.005280,0.048132,0.000768,0.014113,0.000352,0.001633,0.001056,0.000352,1.509306
1.197152,0.024642,0.204048,0.005249,0.049092,0.000800,0.014337,0.000352,0.001568,0.001344,0.000640,1.508890
1.214914,0.017826,0.204240,0.005249,0.049316,0.000768,0.013697,0.000416,0.001504,0.001184,0.000352,1.518618
1.204417,0.017921,0.203217,0.005088,0.049220,0.000800,0.014017,0.000384,0.001536,0.001153,0.000352,1.506362
1.201824,0.018113,0.204209,0.005312,0.048932,0.000768,0.014209,0.000352,0.001473,0.001120,0.000384,1.506169
1.205441,0.023170,0.209969,0.005153,0.049156,0.000832,0.014433,0.000416,0.001600,0.001472,0.000576,1.520954
1.212290,0.018146,0.220754,0.005440,0.049092,0.000768,0.014209,0.000385,0.001536,0.001536,0.000608,1.534460
1.189599,0.017825,0.204049,0.005280,0.049892,0.000800,0.013985,0.000384,0.001633,0.001120,0.000576,1.494040
