Layer[0],IN[1],INFER[1-7],OUT[7],TEE[1-7],Layer[8],Layer[9],Layer[10],classifier
0.418860,0.189926,0.616402,0.065378,0.875834,0.003136,0.001184,0.000640,1.305830
0.400332,0.160549,0.600146,0.061473,0.826105,0.002976,0.001184,0.000448,1.235621
0.399596,0.183109,0.617459,0.068066,0.872538,0.002976,0.001120,0.000352,1.280934
0.400172,0.160357,0.600369,0.062146,0.826680,0.002656,0.001152,0.000416,1.235845
0.395948,0.179365,0.602610,0.062658,0.848633,0.002144,0.000992,0.000320,1.252261
0.400332,0.147461,0.625778,0.072610,0.849849,0.002560,0.001312,0.000384,1.259270
0.399852,0.159780,0.602609,0.063682,0.829688,0.002464,0.001152,0.000640,1.238405
0.400460,0.138372,0.601554,0.066946,0.810520,0.002592,0.001216,0.000640,1.220036
0.420525,0.151716,0.610578,0.063777,0.829688,0.002337,0.001088,0.000416,1.258790
0.395148,0.164292,0.600466,0.061826,0.830200,0.002208,0.001024,0.000416,1.233252
0.400843,0.149604,0.601362,0.103715,0.877241,0.003008,0.001312,0.000416,1.287878
0.394924,0.149892,0.600210,0.062562,0.816568,0.003008,0.001280,0.000448,1.221316
0.398700,0.157893,0.601266,0.061665,0.824408,0.002529,0.001088,0.000384,1.231173
0.399020,0.183589,0.618738,0.069922,0.876922,0.003040,0.001280,0.000416,1.285286
0.398988,0.195750,0.602418,0.064706,0.866618,0.002624,0.001088,0.000384,1.274886
0.395500,0.164773,0.604370,0.065410,0.838937,0.002368,0.001280,0.000448,1.244485
0.417484,0.163685,0.611986,0.065890,0.845273,0.002240,0.000960,0.000352,1.270885
0.395404,0.163365,0.602290,0.070114,0.839961,0.002944,0.001120,0.000352,1.245093
0.399820,0.158917,0.603410,0.083458,0.849593,0.002880,0.001184,0.000352,1.258501
0.397548,0.153477,0.600370,0.065026,0.822777,0.002560,0.001216,0.000352,1.229829
0.397355,0.165637,0.602898,0.063650,0.836121,0.002528,0.001120,0.000320,1.242884
0.399180,0.190405,0.620115,0.083298,0.898906,0.003232,0.001184,0.000416,1.307559
0.399564,0.188037,0.600818,0.063618,0.856345,0.002464,0.001024,0.000320,1.264005
0.401484,0.161637,0.600658,0.073154,0.839001,0.002336,0.001024,0.000384,1.248485
0.412268,0.164996,0.611059,0.078850,0.859001,0.002528,0.001120,0.000384,1.279718
0.395756,0.147333,0.600017,0.061986,0.813336,0.005152,0.001248,0.000448,1.220420
0.400876,0.161797,0.602162,0.064322,0.832025,0.002240,0.001088,0.000384,1.241029
0.401995,0.172997,0.599729,0.062786,0.839256,0.005249,0.001120,0.000384,1.252581
0.400300,0.189701,0.600434,0.070210,0.864409,0.002944,0.001185,0.000608,1.274310
0.399051,0.152388,0.620979,0.084866,0.864057,0.003264,0.001184,0.000384,1.276805
0.403148,0.171237,0.603698,0.072514,0.851993,0.002784,0.001184,0.000384,1.263973
0.399308,0.167461,0.604370,0.064962,0.840889,0.002720,0.001088,0.000384,1.248709
0.418829,0.154533,0.611314,0.068194,0.838233,0.002880,0.001120,0.000672,1.266118
0.395404,0.149572,0.597970,0.062114,0.813688,0.002240,0.001120,0.000640,1.217476
0.399308,0.171621,0.599602,0.063426,0.838585,0.002912,0.001184,0.000448,1.247045
0.401996,0.162373,0.600018,0.061921,0.828120,0.002400,0.001120,0.000416,1.238597
0.400684,0.162533,0.602514,0.064321,0.833145,0.002368,0.001152,0.000416,1.242053
0.395115,0.161029,0.618099,0.073602,0.857242,0.002784,0.001152,0.000448,1.261317
0.399596,0.158212,0.598354,0.061474,0.821880,0.005088,0.001056,0.000416,1.232324
0.399404,0.163717,0.601394,0.063298,0.832153,0.002176,0.000992,0.000672,1.239621
0.401964,0.192198,0.615090,0.068290,0.881210,0.002656,0.001248,0.000640,1.292967
0.404108,0.158021,0.605554,0.064098,0.831705,0.003456,0.001088,0.000416,1.245189
0.402284,0.163429,0.604210,0.063874,0.835545,0.003360,0.001184,0.000576,1.247557
0.399147,0.192934,0.615058,0.065474,0.877274,0.005473,0.001184,0.000576,1.288326
0.401356,0.159108,0.602161,0.061954,0.826808,0.003040,0.001184,0.000608,1.237348
0.399788,0.159172,0.627411,0.083298,0.873689,0.003233,0.001152,0.000352,1.282886
0.394571,0.151237,0.600018,0.060578,0.815833,0.002144,0.000896,0.000384,1.218020
0.399659,0.161285,0.602002,0.067170,0.834297,0.002432,0.001056,0.000384,1.242436
0.399115,0.168613,0.614450,0.067010,0.853978,0.003072,0.001056,0.000608,1.262309
0.399308,0.194822,0.608530,0.065538,0.872954,0.002528,0.000992,0.000640,1.281958
0.401836,0.183365,0.601778,0.066082,0.855385,0.002496,0.000992,0.000352,1.265221
0.399564,0.159525,0.602130,0.065762,0.831417,0.003296,0.000992,0.000352,1.240389
0.395788,0.181349,0.607730,0.064834,0.857945,0.002848,0.000993,0.000320,1.262406
0.402252,0.159204,0.615923,0.068610,0.847289,0.003040,0.001088,0.000320,1.258693
0.396972,0.167045,0.601618,0.067330,0.840217,0.002432,0.001184,0.000416,1.245893
0.399596,0.158340,0.599602,0.066338,0.827736,0.003264,0.001184,0.000384,1.236708
0.401996,0.179173,0.612626,0.064866,0.861017,0.005376,0.001152,0.000352,1.274277
0.399308,0.188678,0.601522,0.075042,0.868922,0.003296,0.001088,0.000352,1.277414
0.398956,0.183846,0.604946,0.071970,0.864410,0.002944,0.001312,0.000320,1.272934
0.399275,0.152197,0.600594,0.070242,0.827449,0.005120,0.001248,0.000384,1.238372
0.401900,0.163397,0.600178,0.067458,0.834841,0.002848,0.001216,0.000640,1.245957
0.400268,0.161061,0.618642,0.081410,0.865274,0.002880,0.001184,0.000384,1.274278
0.399276,0.144612,0.597938,0.064770,0.811128,0.005216,0.001120,0.000416,1.221348
0.401195,0.188454,0.617010,0.067906,0.877178,0.002401,0.000992,0.000384,1.286470
0.397163,0.146725,0.618930,0.069058,0.838681,0.005344,0.001440,0.000352,1.247493
0.400460,0.152324,0.603922,0.063426,0.823736,0.002368,0.001280,0.000352,1.233348
0.399308,0.137668,0.604146,0.066594,0.812376,0.004032,0.001120,0.000384,1.221828
0.418989,0.164293,0.616818,0.067138,0.852249,0.002368,0.001056,0.000352,1.279558
0.399692,0.161157,0.601810,0.072994,0.840025,0.003136,0.001120,0.000384,1.249221
0.400300,0.151172,0.617106,0.080994,0.853305,0.005216,0.001216,0.000416,1.266021
0.402156,0.162725,0.602962,0.067138,0.836889,0.003840,0.000992,0.000608,1.248837
0.401420,0.183878,0.601650,0.066018,0.855226,0.002432,0.000960,0.000320,1.264614
0.399372,0.187909,0.618547,0.069026,0.880186,0.002432,0.001024,0.000352,1.287686
0.399948,0.161925,0.601073,0.068354,0.835064,0.005057,0.001152,0.000320,1.245925
0.396940,0.159460,0.599090,0.063522,0.825624,0.002304,0.001120,0.000352,1.230500
0.427853,0.183590,0.616050,0.066626,0.870330,0.002144,0.000928,0.000352,1.306023
0.398796,0.164677,0.599762,0.065826,0.834233,0.002240,0.001024,0.000544,1.241093
0.399851,0.182885,0.620306,0.085123,0.892603,0.003776,0.001088,0.000384,1.302182
0.400140,0.187077,0.599602,0.068386,0.858809,0.002240,0.001024,0.000384,1.266885
0.400972,0.182950,0.626482,0.071587,0.886971,0.003872,0.002176,0.000576,1.303623
0.399372,0.181093,0.629875,0.080226,0.895770,0.003649,0.001504,0.000352,1.305927
0.400908,0.148484,0.607346,0.069538,0.829560,0.003776,0.001377,0.000512,1.240581
0.395244,0.177477,0.613490,0.073730,0.868441,0.003105,0.001216,0.000384,1.273094
0.396428,0.177893,0.603058,0.071490,0.856249,0.005536,0.001248,0.000448,1.264678
0.396683,0.153124,0.600850,0.066594,0.824472,0.003296,0.001184,0.000416,1.230692
0.396460,0.140932,0.621491,0.077474,0.843961,0.005376,0.001216,0.000416,1.252421
0.395659,0.141924,0.615506,0.063906,0.825401,0.002496,0.001056,0.000384,1.229508
0.395628,0.151940,0.601778,0.063170,0.820152,0.002272,0.001088,0.000384,1.223460
0.394316,0.161444,0.628114,0.067458,0.860953,0.002432,0.001024,0.000384,1.263621
0.396907,0.165093,0.606130,0.068610,0.844729,0.002561,0.001184,0.000608,1.251141
0.398028,0.153508,0.603282,0.076002,0.836824,0.003904,0.001088,0.000416,1.244837
0.414860,0.152261,0.612274,0.067874,0.837529,0.005280,0.001152,0.000448,1.264005
0.396395,0.145989,0.602098,0.065378,0.817593,0.002368,0.001216,0.000448,1.222788
0.395564,0.188165,0.617203,0.077762,0.888506,0.002688,0.001088,0.000576,1.293798
0.399851,0.167332,0.600561,0.061954,0.833592,0.002368,0.001152,0.000320,1.241668
0.394828,0.142148,0.601714,0.071778,0.819608,0.002880,0.001376,0.000384,1.223781
0.395948,0.196293,0.624819,0.064770,0.890874,0.002144,0.001120,0.000384,1.294662
0.395756,0.153092,0.601618,0.069154,0.827768,0.002784,0.001313,0.000384,1.232581
0.400876,0.154724,0.601362,0.062914,0.822936,0.003904,0.001216,0.000352,1.233636
0.413388,0.160165,0.613330,0.065922,0.843513,0.003232,0.001248,0.000384,1.266789
0.398059,0.156613,0.603826,0.070402,0.834585,0.003168,0.001120,0.000576,1.242117
0.395756,0.161637,0.621042,0.102915,0.889786,0.003073,0.001120,0.000352,1.294983
0.395691,0.154884,0.601138,0.061730,0.821720,0.002400,0.001120,0.000416,1.225796
0.395020,0.161957,0.605618,0.065986,0.837753,0.002688,0.001120,0.000608,1.242149
0.396620,0.146148,0.622003,0.117635,0.889882,0.003104,0.001568,0.000416,1.296550
0.397003,0.182598,0.600082,0.062241,0.848602,0.002944,0.000992,0.000384,1.254469
0.395211,0.159749,0.600242,0.062370,0.826329,0.002304,0.001056,0.000320,1.229796
0.412300,0.166020,0.613651,0.065090,0.848281,0.002912,0.001248,0.000384,1.269894
0.395756,0.160165,0.599473,0.062337,0.825528,0.005281,0.001216,0.000384,1.232645
0.395244,0.167141,0.620690,0.078274,0.870714,0.002560,0.001152,0.000416,1.274758
0.395660,0.190053,0.601106,0.065762,0.860249,0.003488,0.000960,0.000416,1.265189
0.396555,0.182501,0.599730,0.063714,0.849401,0.004096,0.001120,0.000640,1.256165
0.395372,0.196198,0.662163,0.063361,0.925851,0.002369,0.001024,0.000416,1.329224
0.395532,0.185254,0.601874,0.062113,0.852761,0.002432,0.001088,0.000608,1.256902
0.396236,0.147364,0.602769,0.072835,0.827033,0.003232,0.001184,0.000608,1.233317
0.397036,0.162948,0.616723,0.064098,0.847513,0.002400,0.001024,0.000576,1.252901
0.395628,0.163909,0.601745,0.063041,0.832408,0.003009,0.001120,0.000576,1.237413
0.396523,0.161061,0.616947,0.074178,0.857402,0.002336,0.001024,0.000320,1.262757
0.394636,0.192102,0.602129,0.061794,0.859929,0.002560,0.001088,0.000576,1.263493
0.395019,0.183142,0.602962,0.069570,0.859738,0.002848,0.001056,0.000352,1.263397
0.396300,0.203814,0.605618,0.073506,0.886842,0.002496,0.001504,0.000544,1.291974
0.397804,0.172869,0.601554,0.062146,0.841561,0.002208,0.000928,0.000352,1.247141
0.394476,0.174469,0.598866,0.060193,0.837176,0.002369,0.001088,0.000576,1.240741
0.410316,0.143332,0.614866,0.061538,0.823736,0.002304,0.001056,0.000608,1.242532
0.394540,0.150692,0.601169,0.062338,0.817912,0.002208,0.001088,0.000352,1.220292
0.394668,0.157221,0.622066,0.072098,0.855993,0.002720,0.001376,0.000416,1.259813
0.394348,0.179301,0.600466,0.070498,0.854297,0.003744,0.001121,0.000544,1.258502
0.394603,0.177350,0.599986,0.061601,0.842841,0.005217,0.001088,0.000576,1.249477
0.395692,0.172453,0.625491,0.074786,0.878650,0.002848,0.001376,0.000640,1.288423
0.394860,0.162373,0.604242,0.065345,0.836569,0.002432,0.001056,0.000608,1.240197
0.394475,0.166181,0.603442,0.064930,0.838489,0.002400,0.001024,0.000544,1.241380
0.412909,0.163780,0.601649,0.063394,0.832280,0.002272,0.000992,0.000320,1.253125
0.394155,0.156869,0.602162,0.062338,0.825145,0.002272,0.000928,0.000384,1.227524
0.394508,0.163013,0.602641,0.101635,0.872090,0.003168,0.001088,0.000352,1.277254
0.395947,0.160741,0.601714,0.062722,0.829241,0.002080,0.000928,0.000352,1.233476
0.396460,0.151461,0.601681,0.062498,0.819320,0.005152,0.001184,0.000640,1.227141
0.394636,0.153605,0.619762,0.072482,0.850137,0.002720,0.001249,0.000384,1.254342
0.394539,0.181318,0.601330,0.064098,0.851738,0.002944,0.001088,0.000480,1.255269
0.395756,0.167141,0.601682,0.061729,0.834456,0.005153,0.001184,0.000448,1.241765
0.415852,0.163108,0.614675,0.068994,0.851193,0.002848,0.001248,0.000448,1.276742
0.396428,0.183622,0.605010,0.067490,0.860058,0.003488,0.001216,0.000448,1.266470
0.394956,0.169221,0.600466,0.062209,0.835545,0.003008,0.001024,0.000384,1.239525
0.395564,0.183045,0.599538,0.065378,0.851737,0.002944,0.001056,0.000288,1.256165
0.396012,0.150181,0.600626,0.061633,0.816344,0.003169,0.001120,0.000352,1.221669
0.394604,0.178597,0.616978,0.070178,0.869369,0.003008,0.001056,0.000320,1.272934
0.395244,0.163204,0.601234,0.062466,0.830488,0.004736,0.000928,0.000608,1.236420
0.395692,0.160261,0.599922,0.061538,0.825721,0.003136,0.001120,0.000352,1.231077
0.414220,0.165829,0.612978,0.065538,0.848089,0.002240,0.001056,0.000608,1.270981
0.395404,0.167781,0.602514,0.066946,0.841209,0.005344,0.001184,0.000640,1.249797
0.396652,0.150021,0.599857,0.064322,0.817944,0.002913,0.001184,0.000416,1.223781
0.396268,0.157157,0.600817,0.065730,0.827448,0.003009,0.001152,0.000384,1.233317
0.394316,0.190534,0.598706,0.068002,0.860986,0.003136,0.001184,0.000352,1.265670
0.394604,0.167461,0.619762,0.077794,0.869242,0.002528,0.001056,0.000320,1.273958
0.395180,0.145892,0.612242,0.066241,0.828217,0.002304,0.001088,0.000384,1.231557
0.396395,0.157413,0.602034,0.066402,0.829529,0.002240,0.000992,0.000352,1.234020
0.395372,0.176677,0.611442,0.073058,0.865241,0.003329,0.001216,0.000384,1.270054
0.394892,0.194534,0.601266,0.067458,0.866938,0.005280,0.001024,0.000352,1.273030
0.395788,0.184997,0.602162,0.068322,0.859385,0.005216,0.001056,0.000416,1.266373
0.395756,0.170181,0.600562,0.066242,0.841049,0.002464,0.001056,0.000576,1.246469
0.395244,0.161221,0.601202,0.065506,0.831929,0.003872,0.000992,0.000352,1.237061
0.395468,0.163077,0.619410,0.084322,0.872218,0.002304,0.000960,0.000384,1.275686
0.395084,0.164293,0.601042,0.066722,0.836185,0.002112,0.001024,0.000352,1.239749
0.397004,0.182309,0.599794,0.064482,0.850297,0.002208,0.001056,0.000416,1.255237
0.397003,0.200870,0.646164,0.075266,0.927196,0.003072,0.001248,0.000608,1.334215
0.397356,0.149892,0.600882,0.064898,0.819992,0.002272,0.000960,0.000608,1.225924
0.394572,0.151940,0.602898,0.065826,0.824760,0.002304,0.001120,0.000416,1.227492
0.396843,0.162213,0.602578,0.072482,0.841401,0.005248,0.000960,0.000704,1.249797
0.395020,0.137700,0.601522,0.065090,0.808248,0.002432,0.000928,0.000608,1.211492
0.397932,0.169797,0.634835,0.107395,0.916667,0.002401,0.001184,0.000448,1.323944
0.395339,0.148868,0.601010,0.069794,0.823800,0.003520,0.001184,0.000384,1.228612
0.396972,0.162597,0.600690,0.065762,0.833273,0.002336,0.001024,0.000320,1.238469
0.395212,0.162276,0.606194,0.071011,0.843417,0.003072,0.001248,0.000704,1.248165
0.396044,0.172997,0.601330,0.064610,0.842873,0.002304,0.001056,0.000384,1.247141
0.396780,0.162597,0.602898,0.067842,0.837945,0.004544,0.000992,0.000352,1.245733
0.410092,0.189094,0.616338,0.066850,0.876314,0.003552,0.001344,0.000640,1.296518
0.395435,0.152740,0.601874,0.068770,0.827384,0.004992,0.001376,0.000416,1.234148
0.394732,0.166085,0.617490,0.070146,0.857721,0.002784,0.001120,0.000640,1.261509
0.394411,0.169157,0.602386,0.072002,0.847929,0.002464,0.001120,0.000608,1.251621
0.395916,0.194150,0.603730,0.075938,0.878042,0.002496,0.001216,0.000480,1.283494
0.396780,0.176069,0.616594,0.068451,0.867002,0.002784,0.000896,0.000448,1.272710
0.395723,0.159845,0.600818,0.064802,0.829433,0.002720,0.001088,0.000416,1.233956
0.394540,0.181125,0.600274,0.067874,0.853017,0.002336,0.000960,0.000416,1.255621
0.414956,0.171173,0.604242,0.067074,0.847001,0.002720,0.001249,0.000416,1.271622
0.397612,0.197478,0.602578,0.064322,0.868666,0.002752,0.001216,0.000416,1.275366
0.395500,0.190566,0.623378,0.073539,0.892219,0.002656,0.001280,0.000448,1.297895
0.396780,0.171269,0.600146,0.064226,0.839705,0.002784,0.001184,0.000640,1.246245
0.394764,0.158788,0.601457,0.064034,0.828088,0.002592,0.001184,0.000608,1.232356
0.395244,0.185317,0.613714,0.067970,0.871449,0.002720,0.001216,0.000384,1.277222
0.397260,0.162981,0.605074,0.068354,0.840793,0.003488,0.001216,0.000640,1.248453
0.399116,0.153508,0.600594,0.066050,0.824312,0.002944,0.001312,0.000640,1.233700
0.397324,0.166085,0.603154,0.065570,0.839065,0.002720,0.001312,0.000608,1.245829
0.397771,0.174085,0.601521,0.064001,0.843609,0.002657,0.001248,0.000640,1.250789
0.396236,0.151972,0.617491,0.089890,0.863417,0.002881,0.001504,0.000640,1.269702
0.397484,0.162788,0.601938,0.064578,0.833592,0.003744,0.000992,0.000384,1.240452
