Layer[0],Layer[1],IN[2],INFER[2-5],OUT[5],TEE[2-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.399596,0.017409,0.138052,0.566577,0.063105,0.771254,0.014977,0.000512,0.001408,0.001056,0.000416,1.212804
0.400044,0.017505,0.138852,0.565456,0.064322,0.772022,0.015361,0.000544,0.001408,0.000992,0.000704,1.214980
0.399948,0.017312,0.121220,0.581425,0.079170,0.785656,0.015328,0.000512,0.001376,0.001024,0.000608,1.227556
0.399020,0.017376,0.138725,0.566928,0.069442,0.778455,0.015105,0.000512,0.001472,0.001088,0.000416,1.219492
0.394732,0.017440,0.159301,0.563889,0.063458,0.789880,0.015264,0.000512,0.001440,0.000928,0.000384,1.226340
0.399244,0.017409,0.142020,0.583825,0.072802,0.802007,0.014945,0.000480,0.001312,0.001024,0.000448,1.242629
0.399244,0.017504,0.135012,0.564305,0.062946,0.765591,0.015713,0.000512,0.001440,0.001024,0.000672,1.207876
0.399468,0.017504,0.121988,0.562545,0.064802,0.752663,0.014752,0.000544,0.001376,0.000960,0.000352,1.193379
0.413805,0.017632,0.128996,0.565489,0.072066,0.769879,0.015169,0.000512,0.001536,0.000992,0.000416,1.226757
0.399372,0.017409,0.125187,0.563921,0.062466,0.754838,0.014624,0.000544,0.001568,0.000960,0.000352,1.195364
0.394315,0.017313,0.135844,0.566545,0.075234,0.782167,0.014817,0.000480,0.001504,0.000992,0.000384,1.218052
0.399052,0.017409,0.137796,0.569105,0.066786,0.777239,0.014592,0.000512,0.001472,0.000960,0.000448,1.217700
0.396555,0.017441,0.134948,0.563633,0.063970,0.765847,0.014912,0.000576,0.001472,0.001024,0.000384,1.204067
0.396012,0.017793,0.134596,0.577777,0.073090,0.788695,0.014913,0.000544,0.001440,0.001120,0.000352,1.226501
0.395691,0.017568,0.137188,0.566769,0.062466,0.770455,0.014752,0.000544,0.001472,0.000992,0.000416,1.208035
0.395755,0.017281,0.136708,0.566865,0.066210,0.773591,0.015200,0.000544,0.001568,0.000960,0.000352,1.211139
0.395884,0.017537,0.159876,0.569745,0.065858,0.798999,0.014817,0.000544,0.001504,0.001088,0.000320,1.236005
0.395820,0.017344,0.134340,0.567441,0.069154,0.774263,0.015361,0.000480,0.001536,0.001056,0.000608,1.212228
0.400428,0.017536,0.126052,0.565041,0.079618,0.774359,0.015617,0.000480,0.001504,0.000992,0.000320,1.217988
0.419181,0.017440,0.142565,0.577905,0.067362,0.791192,0.014976,0.000512,0.001472,0.001120,0.000512,1.252741
0.397451,0.017665,0.141508,0.566737,0.067106,0.778679,0.015104,0.000544,0.001473,0.000960,0.000352,1.218404
0.400332,0.017504,0.143909,0.570160,0.092162,0.810744,0.015969,0.000544,0.001472,0.001248,0.000288,1.255525
0.395915,0.017473,0.139556,0.569937,0.067842,0.781399,0.015105,0.000544,0.001440,0.000992,0.000576,1.220164
0.395660,0.017377,0.128355,0.566225,0.065378,0.763446,0.014977,0.000512,0.001472,0.000960,0.000448,1.201092
0.395851,0.017569,0.161605,0.586033,0.106211,0.857689,0.015873,0.000512,0.001472,0.000992,0.000608,1.296230
0.394699,0.017857,0.121251,0.571153,0.070786,0.767542,0.014400,0.000480,0.001504,0.000992,0.000352,1.203395
0.395372,0.017472,0.122756,0.582737,0.066082,0.775767,0.014785,0.000480,0.001504,0.000960,0.000288,1.212356
0.409292,0.017505,0.130244,0.568337,0.065762,0.767735,0.014656,0.000480,0.001472,0.000800,0.000384,1.217924
0.396203,0.017345,0.143908,0.567985,0.067362,0.782679,0.015937,0.000480,0.001504,0.001024,0.000608,1.221732
0.395180,0.017600,0.135716,0.583090,0.065185,0.788248,0.014368,0.000544,0.001376,0.000992,0.000384,1.223844
0.405548,0.017248,0.112740,0.576433,0.069826,0.764599,0.015584,0.000512,0.001408,0.001056,0.000352,1.212035
0.394700,0.017632,0.136804,0.575089,0.066306,0.784088,0.014656,0.000512,0.001440,0.001152,0.000352,1.221124
0.394220,0.017600,0.133924,0.580114,0.071874,0.789272,0.015072,0.000544,0.001408,0.001024,0.000384,1.224676
0.396524,0.017920,0.117092,0.569329,0.068034,0.758647,0.015520,0.000544,0.001440,0.000960,0.000352,1.197892
0.397900,0.017729,0.139300,0.566289,0.064450,0.775639,0.016064,0.000544,0.001472,0.000864,0.000384,1.216388
0.394475,0.017505,0.161701,0.588081,0.078435,0.832153,0.016128,0.000544,0.001408,0.000960,0.000352,1.269157
0.394700,0.017472,0.139044,0.580690,0.065186,0.788856,0.015648,0.000544,0.001312,0.000896,0.000288,1.225380
0.394283,0.017536,0.128676,0.573681,0.062050,0.768023,0.015296,0.000512,0.001440,0.000832,0.000320,1.203395
0.426829,0.017857,0.139620,0.574417,0.069346,0.787031,0.015712,0.000480,0.001504,0.001216,0.000384,1.258629
0.395883,0.017440,0.119684,0.583089,0.068706,0.774871,0.015456,0.000576,0.001409,0.000992,0.000352,1.212292
0.395404,0.017568,0.140996,0.569360,0.066466,0.780279,0.014657,0.000544,0.001440,0.000896,0.000672,1.216580
0.395756,0.017377,0.127683,0.566577,0.067522,0.765334,0.015905,0.000512,0.001504,0.001120,0.000352,1.204516
0.397547,0.017601,0.143780,0.578001,0.067778,0.794487,0.015713,0.000512,0.001376,0.000864,0.000352,1.233828
0.394636,0.017345,0.141284,0.597458,0.087202,0.829912,0.014497,0.000544,0.001344,0.000928,0.000352,1.265286
0.395148,0.017409,0.125827,0.578770,0.069442,0.779095,0.015392,0.000448,0.001440,0.000896,0.000608,1.215780
0.394892,0.017536,0.118308,0.571665,0.064034,0.757623,0.016000,0.000480,0.001504,0.000864,0.000352,1.194243
0.394572,0.017377,0.123011,0.597810,0.120868,0.845305,0.015872,0.000480,0.001504,0.000896,0.000352,1.281990
0.394412,0.017441,0.132387,0.569617,0.069378,0.775574,0.015105,0.000512,0.001440,0.000960,0.000352,1.212772
0.400363,0.017889,0.144100,0.571569,0.068226,0.788119,0.015969,0.000544,0.001568,0.001120,0.000608,1.233572
0.409228,0.017889,0.170053,0.569969,0.064194,0.807768,0.015808,0.000512,0.001440,0.001088,0.000352,1.259589
0.395532,0.017600,0.140324,0.583474,0.067266,0.796440,0.015456,0.000480,0.001440,0.000864,0.000384,1.234276
0.394924,0.017729,0.141700,0.569265,0.066946,0.781335,0.014816,0.000512,0.001472,0.001088,0.000384,1.218532
0.395660,0.017537,0.136612,0.571089,0.067042,0.778455,0.015776,0.000480,0.001472,0.000928,0.000832,1.217060
0.399883,0.017281,0.142500,0.568529,0.068226,0.782711,0.015489,0.000512,0.001440,0.000896,0.000416,1.224900
0.395340,0.017760,0.149413,0.590449,0.075714,0.821624,0.016097,0.000576,0.001472,0.000928,0.000448,1.260389
0.394635,0.017505,0.143332,0.582033,0.063714,0.792759,0.015617,0.000448,0.001408,0.000864,0.000384,1.228932
0.399212,0.017824,0.141253,0.569104,0.072163,0.786104,0.015008,0.000480,0.001536,0.000960,0.000352,1.227652
0.395467,0.017345,0.144676,0.603794,0.070178,0.822808,0.014913,0.000544,0.001440,0.001024,0.000352,1.261157
0.394764,0.017440,0.144197,0.582705,0.067298,0.799480,0.015840,0.000480,0.001440,0.001024,0.000961,1.237125
0.395020,0.017601,0.117955,0.571921,0.070370,0.763990,0.015585,0.000544,0.001408,0.000896,0.000416,1.201028
0.412492,0.017857,0.144964,0.580145,0.067234,0.796247,0.014753,0.000512,0.001408,0.001152,0.000576,1.251909
0.399787,0.017888,0.136452,0.567121,0.064642,0.771639,0.015776,0.000512,0.001504,0.001152,0.000416,1.215076
0.394827,0.017505,0.144228,0.581553,0.080835,0.812888,0.015744,0.000480,0.001440,0.000896,0.000352,1.250212
0.396012,0.017568,0.121668,0.583857,0.063586,0.772759,0.015713,0.000480,0.001568,0.000896,0.000384,1.210884
0.394188,0.017696,0.116196,0.583313,0.066274,0.769815,0.015777,0.000512,0.001408,0.000992,0.000352,1.206980
0.399084,0.017984,0.136548,0.591282,0.129252,0.861658,0.014784,0.000512,0.001472,0.001312,0.000416,1.305095
0.399820,0.017440,0.136132,0.568465,0.064610,0.772759,0.014880,0.000480,0.001536,0.001184,0.000384,1.215076
0.400076,0.017568,0.129059,0.566769,0.065698,0.765303,0.015169,0.000512,0.001504,0.001184,0.000640,1.208676
0.421581,0.017568,0.136772,0.587890,0.071266,0.800120,0.015936,0.000512,0.001664,0.001152,0.000608,1.266086
0.395372,0.017440,0.134916,0.571217,0.065154,0.774903,0.015105,0.000512,0.001440,0.001120,0.000384,1.212612
0.400044,0.017825,0.126019,0.571664,0.069090,0.770519,0.014816,0.000512,0.001472,0.001248,0.000384,1.213508
0.394700,0.017344,0.133124,0.572145,0.069794,0.778711,0.015873,0.000512,0.001440,0.001088,0.000416,1.216932
0.394636,0.017376,0.142085,0.568976,0.065570,0.780055,0.015297,0.000576,0.001504,0.001088,0.000416,1.217444
0.394604,0.017505,0.128323,0.586801,0.119651,0.838392,0.014785,0.000512,0.001472,0.001088,0.000416,1.275046
0.395276,0.017793,0.139204,0.573457,0.065762,0.782007,0.015648,0.000512,0.001472,0.001152,0.000576,1.220868
0.394316,0.017696,0.127876,0.567025,0.068002,0.766519,0.015521,0.000512,0.001376,0.001120,0.000384,1.204068
0.394444,0.017536,0.163429,0.577169,0.066466,0.812632,0.014689,0.000512,0.001440,0.001056,0.000416,1.248517
0.394700,0.017825,0.140548,0.570897,0.071170,0.786423,0.014848,0.000544,0.001504,0.001024,0.000384,1.224356
0.394956,0.017536,0.140229,0.569008,0.067618,0.780471,0.015233,0.000544,0.001472,0.001120,0.000384,1.217892
0.413068,0.017536,0.136132,0.578961,0.067362,0.786136,0.015520,0.000576,0.001376,0.001024,0.000352,1.241860
0.395051,0.017633,0.142628,0.567697,0.064066,0.777975,0.015456,0.000544,0.001376,0.001120,0.000384,1.215876
0.394699,0.017441,0.139748,0.586193,0.076707,0.807480,0.015840,0.000544,0.001376,0.001120,0.000608,1.245508
0.394124,0.017761,0.122787,0.568721,0.062818,0.757782,0.014529,0.000512,0.001504,0.001024,0.000384,1.194116
0.395340,0.017760,0.123780,0.570001,0.066850,0.763959,0.014721,0.000576,0.001472,0.000992,0.000608,1.201764
0.394284,0.017568,0.139269,0.584433,0.083842,0.811064,0.015713,0.000512,0.001504,0.001056,0.000416,1.248293
0.394795,0.017729,0.139268,0.567409,0.070466,0.780567,0.014752,0.000512,0.001472,0.001025,0.000672,1.217732
0.395820,0.017504,0.123044,0.567281,0.067234,0.761527,0.014784,0.000512,0.001537,0.000992,0.000640,1.200068
0.412684,0.017953,0.130628,0.579185,0.066306,0.779607,0.014368,0.000512,0.001408,0.001120,0.000640,1.235205
0.395180,0.017472,0.138308,0.568753,0.064354,0.774999,0.014913,0.000480,0.001440,0.001024,0.000608,1.212356
0.394731,0.017633,0.122147,0.568401,0.064642,0.758774,0.014529,0.000448,0.001440,0.001088,0.000384,1.195011
0.399499,0.017568,0.126788,0.568081,0.068354,0.766743,0.015392,0.000480,0.001472,0.001024,0.000608,1.209443
0.395083,0.017953,0.139908,0.565265,0.063874,0.772823,0.015456,0.000480,0.001472,0.000960,0.000416,1.211011
0.398891,0.017505,0.139652,0.585521,0.082850,0.811480,0.014880,0.000544,0.001473,0.001088,0.000608,1.252869
0.395275,0.017409,0.139012,0.567089,0.081250,0.790775,0.014433,0.000544,0.001440,0.001216,0.000384,1.227684
0.394540,0.017537,0.122307,0.567281,0.064834,0.758262,0.014689,0.000480,0.001472,0.001088,0.000352,1.194660
0.395084,0.017376,0.149253,0.592561,0.065826,0.811160,0.014433,0.000544,0.001376,0.000992,0.000384,1.247077
0.395724,0.017664,0.126788,0.564689,0.062594,0.757399,0.015456,0.000544,0.001472,0.001056,0.000384,1.196227
0.395308,0.017793,0.143332,0.569457,0.069346,0.786327,0.014720,0.000512,0.001537,0.001216,0.000416,1.225381
0.417100,0.017857,0.146212,0.581137,0.069026,0.800440,0.016192,0.000544,0.001504,0.001120,0.000640,1.262021
0.395531,0.017601,0.142180,0.565617,0.062530,0.774327,0.014976,0.000512,0.001408,0.001024,0.000320,1.212164
0.395916,0.017504,0.134148,0.585426,0.123811,0.846937,0.015041,0.000544,0.001536,0.001152,0.000320,1.285638
0.399820,0.017248,0.141604,0.569457,0.069730,0.785143,0.015936,0.000544,0.001536,0.001056,0.000352,1.227908
0.394411,0.017344,0.147812,0.589554,0.068610,0.809560,0.015424,0.000544,0.001409,0.000928,0.000352,1.245317
0.395180,0.017568,0.134020,0.589330,0.074242,0.801112,0.015392,0.000481,0.001440,0.001024,0.000576,1.237765
0.395692,0.017408,0.108996,0.577937,0.068130,0.758583,0.015712,0.000480,0.001440,0.000832,0.000320,1.195267
0.394667,0.017505,0.160005,0.567280,0.067906,0.798903,0.015297,0.000544,0.001440,0.000832,0.000320,1.234660
0.415116,0.018017,0.130595,0.584817,0.065314,0.784855,0.015744,0.000480,0.001440,0.000992,0.000320,1.242788
0.400139,0.017504,0.136708,0.565649,0.065602,0.771799,0.015392,0.000480,0.001441,0.001056,0.000544,1.216036
0.394348,0.017473,0.135940,0.581713,0.064802,0.785975,0.016320,0.000544,0.001441,0.000896,0.000320,1.222597
0.395148,0.017600,0.129732,0.579441,0.063586,0.776183,0.015809,0.000480,0.001344,0.000864,0.000352,1.213092
0.399564,0.017665,0.138916,0.566033,0.064674,0.773527,0.014912,0.000512,0.001504,0.000928,0.000352,1.216196
0.397676,0.017600,0.136292,0.583122,0.072866,0.796088,0.014688,0.000512,0.001376,0.000928,0.000384,1.234628
0.394859,0.017472,0.113443,0.565969,0.065250,0.748790,0.016321,0.000544,0.001408,0.000960,0.000448,1.186819
0.394188,0.017345,0.134372,0.566288,0.063490,0.769238,0.015649,0.000544,0.001440,0.000928,0.000384,1.205220
0.394764,0.017505,0.163333,0.596625,0.078115,0.843449,0.015936,0.000544,0.001408,0.000992,0.000608,1.281670
0.394412,0.017473,0.132260,0.565552,0.063458,0.766038,0.015521,0.000544,0.001536,0.000928,0.000352,1.202756
0.399468,0.017472,0.127844,0.565489,0.066626,0.764791,0.014528,0.000512,0.001472,0.000928,0.000608,1.205763
0.413132,0.017537,0.118435,0.610194,0.064897,0.796951,0.014689,0.000512,0.001344,0.000928,0.000384,1.251429
0.394636,0.017313,0.114083,0.566705,0.068002,0.754262,0.015680,0.000512,0.001408,0.000864,0.000384,1.191268
0.394316,0.017536,0.136772,0.566737,0.061794,0.768567,0.015680,0.000544,0.001440,0.000832,0.000384,1.204931
0.412812,0.017505,0.138948,0.579537,0.066338,0.789783,0.015681,0.000576,0.001600,0.000992,0.000384,1.246053
0.394956,0.017569,0.114115,0.566289,0.067778,0.753174,0.015360,0.000544,0.001440,0.000928,0.000384,1.190435
0.395148,0.017376,0.134404,0.581745,0.096035,0.816664,0.015777,0.000512,0.001344,0.000832,0.000320,1.254053
0.394604,0.017600,0.136420,0.564241,0.061634,0.765879,0.015616,0.000544,0.001440,0.000960,0.000384,1.202468
0.396076,0.017760,0.109988,0.565584,0.064642,0.744342,0.015617,0.000640,0.001472,0.000864,0.000416,1.182019
0.398188,0.017409,0.159269,0.582385,0.075842,0.821592,0.015777,0.000608,0.001344,0.000832,0.000384,1.261830
0.400588,0.017537,0.124195,0.564145,0.061538,0.753206,0.014496,0.000512,0.001409,0.000992,0.000416,1.194948
0.397932,0.017536,0.125028,0.583569,0.063842,0.776919,0.015745,0.000544,0.001440,0.001120,0.000384,1.218660
0.395211,0.017665,0.118915,0.592081,0.070466,0.787191,0.015233,0.000512,0.001728,0.000896,0.000352,1.224740
0.395212,0.017569,0.164356,0.567985,0.063970,0.799991,0.014689,0.000480,0.001408,0.000896,0.000576,1.236005
0.399244,0.017441,0.139652,0.567857,0.066434,0.778039,0.015840,0.000480,0.001440,0.000928,0.000448,1.220580
0.406572,0.017665,0.159012,0.566801,0.062306,0.791639,0.014624,0.000480,0.001408,0.000929,0.000640,1.239333
0.395308,0.017536,0.149829,0.565872,0.069026,0.788151,0.015521,0.000544,0.001440,0.000928,0.000352,1.224804
0.395596,0.017537,0.129091,0.577778,0.066114,0.777047,0.015648,0.000512,0.001408,0.001024,0.000352,1.215236
0.402316,0.017505,0.128323,0.566417,0.067778,0.765942,0.015361,0.000512,0.001632,0.001184,0.000416,1.212004
0.401036,0.017504,0.137220,0.569297,0.069794,0.779767,0.015297,0.000512,0.001504,0.001216,0.000416,1.224260
0.400204,0.017665,0.136324,0.589905,0.096323,0.826616,0.015617,0.000512,0.001664,0.001248,0.000384,1.272102
0.399532,0.017793,0.144164,0.568273,0.066370,0.782455,0.014817,0.000480,0.001536,0.001248,0.000384,1.225221
0.400364,0.017825,0.142212,0.569009,0.065218,0.779799,0.014784,0.000736,0.001440,0.001088,0.000384,1.222820
0.425068,0.017761,0.146564,0.581521,0.071843,0.803576,0.015136,0.000480,0.001536,0.001152,0.000384,1.272709
0.400460,0.017760,0.138820,0.566385,0.064738,0.773847,0.014497,0.000512,0.001472,0.001248,0.000352,1.216740
0.399148,0.017664,0.132548,0.568881,0.065602,0.770551,0.015105,0.000544,0.001536,0.001152,0.000416,1.212548
0.400172,0.017633,0.131684,0.567696,0.064546,0.767254,0.014689,0.000480,0.001568,0.001152,0.000416,1.209636
0.395884,0.017665,0.131267,0.570353,0.063682,0.768694,0.014689,0.000704,0.001504,0.001152,0.000384,1.207044
0.399596,0.017633,0.132132,0.589105,0.078786,0.803479,0.014721,0.000544,0.001536,0.001120,0.000608,1.246021
0.394603,0.017409,0.131972,0.569457,0.064674,0.769527,0.014944,0.000480,0.001504,0.001152,0.000640,1.206563
0.400140,0.017537,0.133028,0.571217,0.066082,0.774103,0.014752,0.000512,0.001440,0.001280,0.000640,1.217892
0.400076,0.017568,0.129892,0.586418,0.075362,0.795192,0.015904,0.000512,0.001504,0.001152,0.000352,1.238725
0.396652,0.017792,0.131652,0.572241,0.069858,0.777079,0.015233,0.000512,0.001600,0.001280,0.000608,1.217540
0.396556,0.017569,0.131556,0.571569,0.073154,0.779799,0.015552,0.000512,0.001504,0.001248,0.000608,1.220164
0.410028,0.017632,0.134499,0.583601,0.067106,0.790200,0.015040,0.000512,0.001568,0.001248,0.000640,1.243877
0.398284,0.017632,0.129444,0.566577,0.068354,0.767927,0.015553,0.000480,0.001536,0.001184,0.000608,1.209476
0.399244,0.017760,0.137061,0.568272,0.115972,0.825049,0.015648,0.000544,0.001504,0.001088,0.000385,1.267782
0.395212,0.017600,0.129668,0.570289,0.063810,0.767319,0.014944,0.000544,0.001600,0.001121,0.000384,1.205572
0.396108,0.017504,0.130692,0.572369,0.066242,0.772759,0.014721,0.000512,0.001504,0.001184,0.000640,1.211364
0.394700,0.017601,0.134148,0.587985,0.078883,0.804440,0.015616,0.000512,0.001568,0.001152,0.000640,1.242597
0.396940,0.017729,0.133732,0.570384,0.079874,0.787447,0.014784,0.000480,0.001504,0.001153,0.000640,1.227845
0.399436,0.017825,0.129764,0.571504,0.069315,0.774103,0.015360,0.000512,0.001696,0.001280,0.000576,1.217636
0.412940,0.017665,0.135204,0.571665,0.065922,0.776247,0.015136,0.000512,0.001376,0.001184,0.000640,1.232484
0.395115,0.017569,0.132196,0.572497,0.075586,0.783671,0.014913,0.000544,0.001472,0.001152,0.000608,1.221924
0.395404,0.017824,0.140740,0.571632,0.068578,0.785048,0.015200,0.000512,0.001408,0.001152,0.000352,1.224196
0.395436,0.017632,0.134148,0.572817,0.066594,0.776951,0.014657,0.000448,0.001472,0.001056,0.000608,1.214916
0.394604,0.017376,0.140676,0.568881,0.064578,0.777943,0.014977,0.000512,0.001536,0.001120,0.000672,1.215396
0.395532,0.017601,0.127459,0.583506,0.103907,0.818456,0.015008,0.000512,0.001536,0.001024,0.000384,1.256805
0.395500,0.017633,0.143652,0.568593,0.067074,0.782583,0.015008,0.000576,0.001472,0.001025,0.000640,1.220133
0.394732,0.017376,0.150149,0.569584,0.067426,0.790328,0.015072,0.000544,0.001504,0.001024,0.000384,1.227108
0.415532,0.017665,0.136740,0.589105,0.068290,0.797719,0.015713,0.000544,0.001536,0.000992,0.000416,1.257093
0.395275,0.017793,0.129060,0.568529,0.066082,0.767063,0.014592,0.000576,0.001536,0.001056,0.000608,1.204483
0.394700,0.017697,0.128580,0.568144,0.063842,0.763926,0.014881,0.000512,0.001536,0.001056,0.000864,1.201540
0.394827,0.017537,0.126564,0.568017,0.064482,0.762647,0.016000,0.000512,0.001504,0.001376,0.000608,1.201859
0.394667,0.017665,0.141636,0.567985,0.066210,0.779159,0.015713,0.000576,0.001536,0.001024,0.000384,1.217444
0.394828,0.017568,0.135524,0.588594,0.078626,0.806712,0.014625,0.000576,0.001568,0.001056,0.000416,1.243781
0.395851,0.017729,0.129956,0.571185,0.069218,0.773655,0.015072,0.000480,0.001536,0.001024,0.000608,1.211939
0.395180,0.017664,0.135876,0.570705,0.064770,0.774583,0.014721,0.000512,0.001408,0.001056,0.000608,1.212004
0.394828,0.017409,0.129668,0.586961,0.082914,0.803223,0.014657,0.000512,0.001472,0.001056,0.000640,1.239941
0.395980,0.017632,0.137924,0.567633,0.065186,0.774263,0.014720,0.000512,0.001568,0.001024,0.000608,1.212644
0.394667,0.017664,0.135524,0.572241,0.068130,0.779543,0.015105,0.000576,0.001504,0.001120,0.000576,1.217284
0.415085,0.017888,0.141413,0.581169,0.078146,0.804088,0.014977,0.000544,0.001472,0.001248,0.000640,1.262598
0.394988,0.017824,0.130340,0.574129,0.065602,0.773655,0.014593,0.000512,0.001504,0.001056,0.000384,1.210724
0.395275,0.017633,0.127108,0.574097,0.068002,0.772727,0.037665,0.000672,0.001792,0.001152,0.000416,1.234628
0.394891,0.017473,0.141828,0.570385,0.068706,0.784087,0.014464,0.000512,0.001505,0.001088,0.000576,1.220548
0.394988,0.017537,0.139780,0.570289,0.066498,0.779735,0.014816,0.000448,0.001472,0.001056,0.000608,1.216740
0.394988,0.017793,0.141156,0.582065,0.075298,0.803736,0.014848,0.000512,0.001568,0.001024,0.000640,1.242277
0.394379,0.017537,0.140132,0.569009,0.077026,0.789399,0.014625,0.000512,0.001632,0.001600,0.000352,1.226340
0.394956,0.017697,0.141700,0.569553,0.065218,0.780087,0.014816,0.000480,0.001472,0.001152,0.000416,1.217828
0.419180,0.017665,0.142500,0.579921,0.068738,0.794711,0.015041,0.000480,0.001568,0.001088,0.000352,1.256517
0.395916,0.018112,0.143685,0.568945,0.067202,0.783256,0.015072,0.000480,0.001536,0.001472,0.000384,1.223044
0.396459,0.017537,0.140740,0.570033,0.064514,0.779095,0.014881,0.000576,0.001536,0.001120,0.000352,1.217796
0.395116,0.017409,0.137636,0.568657,0.067138,0.776663,0.015360,0.000576,0.001472,0.001088,0.000352,1.213828
0.395084,0.017793,0.141156,0.569393,0.067138,0.781207,0.015040,0.000480,0.001536,0.001088,0.000384,1.219364
0.395787,0.017664,0.140452,0.584882,0.090210,0.818936,0.015169,0.000576,0.001536,0.000992,0.000352,1.256901
0.395052,0.017536,0.141700,0.569009,0.064962,0.779095,0.015745,0.000544,0.001408,0.001184,0.000352,1.217348
0.395019,0.017633,0.141668,0.569105,0.068322,0.782359,0.014816,0.000480,0.001472,0.000961,0.000352,1.219748
0.399948,0.041249,0.136100,0.566257,0.066370,0.773111,0.016128,0.000512,0.001505,0.001024,0.000320,1.240933
0.399116,0.017504,0.139717,0.569136,0.069250,0.781912,0.014784,0.000544,0.001440,0.000992,0.000352,1.223652
0.396268,0.017537,0.139492,0.569009,0.066594,0.778295,0.014656,0.000512,0.001504,0.001056,0.000288,1.216452
0.399276,0.020897,0.138692,0.569681,0.066146,0.778423,0.015968,0.000576,0.001536,0.000960,0.000608,1.225572
0.400716,0.017344,0.124324,0.569361,0.067266,0.764375,0.015456,0.000512,0.001536,0.000928,0.000416,1.207139
0.399852,0.017505,0.135268,0.582129,0.073826,0.795159,0.015201,0.000576,0.001536,0.001024,0.000384,1.237701
0.396332,0.017472,0.142181,0.569232,0.067554,0.783031,0.014816,0.000480,0.001472,0.000928,0.000352,1.222212
0.394508,0.017505,0.135364,0.568464,0.066594,0.773750,0.016065,0.000544,0.001440,0.000928,0.000416,1.210724
0.394444,0.017376,0.127076,0.583377,0.082307,0.795928,0.015840,0.000544,0.001376,0.001088,0.000384,1.232708
0.399020,0.017408,0.138308,0.565008,0.064322,0.770871,0.014305,0.000512,0.001472,0.001024,0.000352,1.210756
0.395115,0.017568,0.142308,0.570705,0.068386,0.785239,0.014881,0.000512,0.001408,0.001024,0.000384,1.222916
0.413324,0.017377,0.144356,0.577585,0.070178,0.797207,0.016096,0.000512,0.001408,0.001056,0.000384,1.253253
0.401420,0.017569,0.143812,0.570065,0.067458,0.785239,0.016097,0.000512,0.001536,0.001024,0.000352,1.230629
0.395692,0.017728,0.144549,0.567792,0.070530,0.786552,0.016128,0.000544,0.001440,0.000992,0.000352,1.226308
0.400652,0.017409,0.144420,0.570897,0.069378,0.788023,0.015073,0.000544,0.001408,0.001120,0.000384,1.231365
0.399852,0.017728,0.123076,0.569361,0.068130,0.765271,0.015040,0.000512,0.001504,0.001057,0.000416,1.208196
0.399244,0.017792,0.138980,0.584913,0.086402,0.815448,0.016257,0.000544,0.001536,0.001024,0.000352,1.258597
0.400076,0.017697,0.140292,0.572113,0.074370,0.790391,0.016129,0.000544,0.001536,0.000960,0.000384,1.233637
0.400300,0.017536,0.125572,0.567697,0.066434,0.763159,0.014816,0.000512,0.001376,0.001088,0.000384,1.205284
0.412908,0.017697,0.140324,0.582289,0.066338,0.792407,0.014912,0.000512,0.001441,0.001632,0.000416,1.248261
0.399660,0.017505,0.128644,0.568688,0.064353,0.765270,0.015553,0.000544,0.001504,0.001088,0.000608,1.208036
0.399756,0.017409,0.134212,0.569521,0.064386,0.771447,0.015488,0.000512,0.001536,0.001024,0.000384,1.213444
0.401035,0.017728,0.126212,0.567537,0.065762,0.763095,0.015776,0.000512,0.001536,0.001216,0.000384,1.208067
0.394636,0.017889,0.140388,0.567633,0.071906,0.783383,0.014912,0.000480,0.001472,0.001120,0.000384,1.220708
0.399756,0.017505,0.139044,0.590961,0.077283,0.811800,0.015712,0.000544,0.001504,0.001152,0.000352,1.255397
0.401516,0.017697,0.142052,0.570705,0.082307,0.799096,0.014688,0.000512,0.001472,0.001024,0.000384,1.242981
0.401164,0.017825,0.139652,0.567665,0.066306,0.777143,0.015616,0.000544,0.001504,0.001312,0.000480,1.221988
0.401932,0.017441,0.139428,0.585841,0.077443,0.806264,0.015136,0.000544,0.001536,0.001024,0.000608,1.250693
0.400299,0.017377,0.140996,0.583921,0.066849,0.795032,0.014816,0.000480,0.001536,0.000960,0.000480,1.237380
0.399852,0.017568,0.135844,0.568912,0.065570,0.773718,0.014849,0.000480,0.001472,0.000960,0.000352,1.215652
0.416812,0.017440,0.143044,0.568593,0.068162,0.783223,0.015713,0.000480,0.001504,0.000896,0.000384,1.243077
0.399756,0.017569,0.122915,0.568113,0.066018,0.760502,0.014913,0.000512,0.001536,0.001056,0.000448,1.201892
0.399308,0.017409,0.138468,0.567441,0.064897,0.774071,0.015232,0.000512,0.001472,0.000992,0.000384,1.215940
0.399820,0.017600,0.145348,0.567056,0.064674,0.780567,0.016001,0.000576,0.001472,0.000928,0.000448,1.223524
0.399692,0.017345,0.136100,0.580369,0.065154,0.784919,0.015744,0.000512,0.001504,0.000992,0.000384,1.227108
0.395372,0.017633,0.139108,0.590385,0.086339,0.820952,0.015648,0.000544,0.001472,0.000992,0.000384,1.260229
0.401099,0.017793,0.137764,0.569393,0.066434,0.776727,0.015584,0.000512,0.001473,0.001088,0.000352,1.221572
0.400331,0.017568,0.137156,0.565841,0.069218,0.775671,0.015680,0.000512,0.001504,0.000992,0.000352,1.218532
0.417165,0.017536,0.138372,0.564241,0.063330,0.769079,0.014976,0.000544,0.001472,0.001184,0.000416,1.228421
