REE[426],TEE[426]
9.630311,16.279913
9.628551,16.295177
8.341275,16.285226
8.352956,16.287594
8.346619,16.299786
8.339580,16.304554
8.333563,16.287529
8.332891,16.270056
8.348251,16.280553
8.343739,16.284745
8.318202,16.299274
8.326459,16.292201
8.338075,16.280650
8.335676,16.291466
8.356156,16.297002
8.336891,16.280297
8.319259,16.299114
8.310682,16.291818
8.339291,16.305450
8.335803,16.282953
8.339708,16.284042
8.349692,16.303562
8.333787,16.302314
8.334203,16.278889
8.332155,16.289514
8.321371,16.312938
8.336827,16.306506
8.333883,16.277577
8.326011,16.301130
8.346140,16.268041
8.347068,16.309386
8.342779,16.318538
8.341787,16.289577
8.339035,16.286633
8.342812,16.268457
8.345148,16.284586
8.339099,16.244552
8.345115,16.291977
8.334203,16.297066
8.326875,16.302698
8.339644,16.287145
8.330715,16.284010
8.368669,16.276201
8.329564,16.308490
8.349244,16.273193
8.327387,16.290921
8.346971,16.277290
8.325883,16.292457
8.338939,16.279209
8.348572,16.280361
8.359772,16.299434
8.326938,16.285577
8.333883,16.278025
8.329115,16.344587
8.331899,16.442126
8.322075,16.266536
8.344859,16.289802
8.332155,16.294922
8.333467,16.286953
8.332955,16.270632
8.347388,16.302090
8.341787,16.280905
8.333211,16.270121
8.354332,16.305578
8.346492,16.280777
8.344988,16.331499
8.347676,16.263241
8.335612,16.297578
8.328315,16.276169
8.362236,16.265032
8.343708,16.280745
8.331611,16.279689
8.336859,16.309258
8.339772,16.277673
8.340700,16.274025
8.339708,16.341995
8.327227,16.284457
8.344828,16.288202
8.327291,16.296585
8.333307,16.299050
8.337179,16.280553
8.329083,16.301514
8.332540,16.285097
8.334971,16.286058
8.327003,16.279113
8.317819,16.273545
8.339772,16.291434
8.336571,16.277641
8.341275,16.350156
8.341244,16.271529
8.353052,16.281066
8.344988,16.290281
8.323515,16.288810
8.343355,16.272041
8.324059,16.302122
8.343132,16.287466
8.331899,16.283593
8.352347,16.287337
8.354716,16.294089
8.330747,16.283945
8.334267,16.279882
8.342204,16.297002
8.326779,16.276969
8.349404,16.295146
8.347708,16.288457
8.327259,16.276585
8.357340,16.269609
8.319483,16.274025
8.304027,16.279114
8.352604,16.289321
8.340827,16.275561
8.336059,16.281801
8.331323,16.284490
8.338971,16.274889
8.337371,16.318187
8.343772,16.303402
8.331131,16.275337
8.325659,16.316907
8.339196,16.287273
8.331547,16.290889
8.338236,16.271529
8.351195,16.288393
8.336668,16.288713
8.346012,16.301770
8.345340,16.292138
8.338844,16.293705
8.327355,16.287018
8.338139,16.304298
8.352540,16.289961
8.361372,16.278025
8.329563,16.288073
8.339067,16.273161
8.344284,16.277417
8.332635,16.278921
8.339035,16.281897
8.334684,16.277929
8.327835,16.287721
8.342332,16.271689
8.342427,16.289834
8.344699,16.277321
8.354556,16.268457
8.343259,16.285897
8.330779,16.279721
8.360893,16.273897
8.338715,16.332683
8.341467,16.320363
8.333083,16.272649
8.345947,16.274537
8.339451,16.350475
8.337531,16.287401
8.330107,16.299242
8.345532,16.290409
8.325819,16.274153
8.352380,16.298378
8.339899,16.354252
8.336507,16.342540
8.345371,16.290537
8.346492,16.278409
8.330107,16.291497
8.332379,16.303050
8.331707,16.299754
8.348123,16.281257
8.339483,16.284586
8.336828,16.276170
8.330235,16.294889
8.342140,16.299786
8.329659,16.296010
8.339932,16.290026
8.329243,16.279786
8.356924,16.288329
8.325179,16.273001
8.330267,16.285641
8.340187,16.288457
8.351356,16.291370
8.336027,16.339787
8.327867,16.295306
8.340571,16.282953
8.313243,16.289833
8.327387,16.278153
8.357404,16.292521
8.332123,16.269289
8.348540,16.268105
8.335675,16.287497
8.340540,16.272585
8.339131,16.285673
8.337915,16.276681
8.338300,16.360396
8.337211,16.326379
8.338907,16.314666
8.347420,16.302858
8.345500,16.312203
8.327515,16.293353
8.347420,16.277673
8.309882,16.300778
8.332955,16.310762
8.321499,16.278377
8.353084,16.304234
8.320794,16.301386
8.325083,16.272809
8.340123,16.303018
8.337691,16.271497
8.354684,16.284937
8.356124,16.277417
8.336187,16.284457
8.332091,16.288489
8.335995,16.279177
8.322715,16.343147
8.331995,16.284458
8.331035,16.281289
8.336635,16.343371
8.324091,16.329771
8.348891,16.301450
8.340155,16.297642
8.335356,16.285290
8.329819,16.279402
8.327323,16.273321
8.333563,16.278505
8.351580,16.274377
8.333115,16.281001
8.338363,16.276425
8.333691,16.314667
8.338939,16.278665
8.336379,16.270441
8.331419,16.297002
8.335996,16.276617
8.342140,16.329643
8.364285,16.271433
8.343675,16.288202
8.343996,16.289706
8.356124,16.306762
8.347324,16.275689
8.329275,16.303082
8.349212,16.288106
8.330715,16.311723
8.343003,16.273737
8.342619,16.290474
8.340540,16.326858
8.341275,16.294474
8.331867,16.283785
8.345659,16.288105
8.338619,16.272041
8.339483,16.291498
8.332635,16.295914
8.343452,16.291626
8.349372,16.277161
8.336860,16.293802
8.336572,16.283114
8.332027,16.275241
8.347516,16.344299
8.336315,16.283081
8.344764,16.280777
8.332251,16.302122
8.334619,16.297066
8.330203,16.300330
8.330843,16.312139
8.321947,16.293673
8.337659,16.279305
8.319706,16.294794
8.321339,16.291818
8.320123,16.274857
8.344796,16.278153
8.341019,16.263560
8.331643,16.305162
8.345499,16.295497
8.303899,16.275721
8.336379,16.294857
8.329947,16.292266
8.340891,16.281673
8.334267,16.286057
8.331835,16.272585
8.345052,16.281162
8.358428,16.279625
8.344124,16.294602
8.360540,16.335755
8.317530,16.318251
8.347611,16.283817
8.329403,16.340044
8.337563,16.285706
8.345148,16.278473
8.340923,16.279977
8.334555,16.284297
8.327643,16.294761
8.340219,16.305226
8.336411,16.326507
8.332411,16.274025
8.345852,16.285418
8.344412,16.278153
8.333276,16.291849
8.338779,16.288746
8.313595,16.279753
8.351868,16.324010
8.341468,16.306762
8.327995,16.290890
8.337243,16.269353
8.338204,16.345580
8.340827,16.301130
8.348060,16.271497
8.341691,16.290057
8.333467,16.326667
8.342427,16.279369
8.361564,16.269097
8.356411,16.287690
8.344284,16.308746
8.336155,16.296650
8.329628,16.367980
8.336092,16.294474
8.338908,16.298570
8.332443,16.274345
8.346620,16.275049
8.337116,16.279369
8.342236,16.283338
8.369948,16.275625
8.349916,16.279081
8.342459,16.278025
8.334203,16.308971
8.358492,16.297770
8.338843,16.337739
8.328059,16.287049
8.327451,16.278633
8.340284,16.265385
8.349243,16.283081
8.317786,16.268809
8.321819,16.287562
8.339131,16.299466
8.328411,16.289738
8.348476,16.287497
8.322331,16.268905
8.341435,16.329899
8.335707,16.279657
8.338235,16.286313
8.332476,16.286666
8.338843,16.272233
8.337211,16.269577
8.331387,16.385772
8.357436,16.303658
8.343324,16.273353
8.342587,16.326026
8.334908,16.276809
8.337051,16.308330
8.336603,16.274217
8.348412,16.345932
8.336155,16.291817
8.357564,16.276297
8.331420,16.289641
8.332348,16.277065
8.346492,16.286057
8.338043,16.305258
8.350332,16.301322
8.336891,16.277801
8.330971,16.278985
8.344892,16.286793
8.323323,16.277417
8.323771,16.285994
8.349116,16.275497
8.345468,16.277994
8.356732,16.311658
8.333851,16.375149
8.331195,16.332555
8.315483,16.282858
8.307547,16.296298
8.329531,16.289162
8.331516,16.280393
8.346843,16.286025
8.364733,16.299018
8.343675,16.312234
8.342715,16.303754
8.338364,16.287498
8.331803,16.339723
8.331612,16.287497
8.339003,16.293801
8.330395,16.279945
8.336155,16.296170
