TEE[0-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.204341,0.203311,0.005088,0.047908,0.000576,0.013697,0.000416,0.001440,0.001056,0.000384,1.485802
1.185973,0.220400,0.005568,0.048068,0.000896,0.013697,0.000416,0.001376,0.001056,0.000384,1.486314
1.181716,0.203534,0.005120,0.047171,0.000864,0.013409,0.000352,0.001440,0.001056,0.000352,1.462824
1.193013,0.207023,0.005248,0.047363,0.000864,0.013473,0.000384,0.001440,0.001024,0.000416,1.479561
1.231607,0.203822,0.005185,0.048259,0.000800,0.013473,0.000320,0.001440,0.001184,0.000384,1.514604
1.219095,0.203630,0.005089,0.047491,0.000800,0.013377,0.000416,0.001440,0.001089,0.000384,1.501003
1.254777,0.203438,0.005153,0.048995,0.000800,0.013441,0.000384,0.001472,0.001152,0.000352,1.538349
1.188084,0.203374,0.012481,0.048900,0.001088,0.013857,0.000384,0.001888,0.001120,0.000384,1.479753
1.271867,0.203790,0.005569,0.047523,0.000800,0.013729,0.000384,0.001472,0.001153,0.000384,1.554447
1.211254,0.203662,0.005056,0.048964,0.000832,0.013473,0.000384,0.001440,0.001056,0.000352,1.494378
1.171476,0.203150,0.005121,0.048291,0.000576,0.032579,0.000672,0.001536,0.001024,0.000384,1.473097
1.215095,0.204142,0.005121,0.047811,0.000544,0.013729,0.000384,0.001408,0.001121,0.000416,1.498731
1.176116,0.204079,0.005664,0.048612,0.000832,0.013729,0.000352,0.001408,0.000992,0.000384,1.460680
1.236311,0.203438,0.005121,0.047235,0.000832,0.013665,0.000352,0.001440,0.000992,0.000384,1.517707
1.190356,0.203855,0.004992,0.047332,0.000800,0.013569,0.000352,0.001440,0.001088,0.000384,1.472009
1.263001,0.204750,0.005121,0.047491,0.000832,0.013537,0.000384,0.001728,0.000992,0.000384,1.547245
1.218391,0.204078,0.005089,0.048547,0.000768,0.014369,0.000384,0.001473,0.001024,0.000384,1.502219
1.181012,0.221520,0.005312,0.048036,0.000832,0.013761,0.000384,0.001440,0.000992,0.000384,1.481929
1.191604,0.203727,0.005152,0.048260,0.000768,0.014081,0.000576,0.001664,0.001056,0.000384,1.475080
1.225271,0.203758,0.005025,0.048035,0.000736,0.013569,0.000384,0.001472,0.000993,0.000384,1.507499
1.224343,0.203471,0.005088,0.047651,0.000768,0.013665,0.000384,0.001441,0.000992,0.000352,1.506347
1.196117,0.203599,0.009377,0.047459,0.000768,0.013633,0.000384,0.001536,0.000992,0.000416,1.482761
1.251801,0.205038,0.005345,0.048483,0.000800,0.013633,0.000416,0.001633,0.001056,0.000384,1.537421
1.191124,0.203854,0.005089,0.048259,0.000800,0.013793,0.000384,0.001504,0.001024,0.000352,1.473896
1.247385,0.204111,0.005312,0.049635,0.000800,0.013825,0.000416,0.001472,0.000992,0.000352,1.532525
1.191509,0.204207,0.005376,0.048196,0.000800,0.013985,0.000384,0.001440,0.001024,0.000448,1.475369
1.229367,0.203407,0.005568,0.047908,0.000800,0.013825,0.000384,0.001440,0.001024,0.000416,1.511691
1.211702,0.203694,0.005121,0.048547,0.000832,0.013441,0.000416,0.001441,0.000992,0.000352,1.493738
1.184500,0.203662,0.005089,0.048035,0.000576,0.013441,0.000384,0.001568,0.000960,0.000384,1.465735
1.218966,0.203567,0.005600,0.047332,0.000800,0.013537,0.000416,0.001408,0.001248,0.000416,1.500394
1.211830,0.203375,0.005120,0.047139,0.000576,0.013504,0.000385,0.001408,0.001024,0.000384,1.492074
1.246168,0.203471,0.005088,0.047140,0.000576,0.013601,0.000576,0.001408,0.001024,0.000384,1.526604
1.219510,0.204143,0.005472,0.047556,0.000800,0.013793,0.000384,0.001568,0.000960,0.000416,1.502794
1.204566,0.228752,0.005377,0.047331,0.000832,0.014401,0.000576,0.001504,0.001088,0.000352,1.514187
1.210965,0.203630,0.005312,0.047332,0.000608,0.013857,0.000416,0.001472,0.000992,0.000352,1.493002
1.190324,0.203502,0.005089,0.047555,0.000896,0.013985,0.000544,0.001440,0.000992,0.000352,1.473192
1.241208,0.203790,0.005056,0.047363,0.000864,0.013857,0.000576,0.001473,0.000992,0.000416,1.523916
1.188564,0.203374,0.005057,0.047203,0.000608,0.014497,0.000416,0.001504,0.000960,0.000416,1.470600
1.227735,0.203567,0.005152,0.047268,0.000608,0.014369,0.000352,0.001728,0.001280,0.000320,1.510443
1.220343,0.203790,0.005025,0.047427,0.000832,0.013921,0.000384,0.001504,0.000960,0.000352,1.503019
1.202678,0.203534,0.005121,0.046979,0.000800,0.013889,0.000384,0.001536,0.000992,0.000384,1.484266
1.191060,0.203694,0.005088,0.047556,0.000768,0.013793,0.000416,0.001952,0.000960,0.000384,1.473576
1.219478,0.204175,0.005056,0.047331,0.000800,0.013537,0.000384,0.001472,0.001024,0.000384,1.502154
1.179955,0.204526,0.005089,0.047747,0.000832,0.014209,0.000384,0.001440,0.000992,0.000352,1.463431
1.216342,0.203855,0.005088,0.047267,0.000769,0.013537,0.000576,0.001568,0.000960,0.000352,1.498154
1.247064,0.205807,0.005344,0.047076,0.000832,0.013889,0.000384,0.001536,0.001024,0.000384,1.531788
1.206966,0.203759,0.005536,0.049284,0.000864,0.014369,0.000448,0.001792,0.001024,0.000384,1.492426
1.241687,0.204430,0.005121,0.050051,0.000800,0.013857,0.000416,0.001568,0.001057,0.000384,1.527212
1.217270,0.203726,0.005504,0.048420,0.000768,0.013857,0.000384,0.001440,0.001056,0.000352,1.500458
1.187796,0.203502,0.005248,0.065988,0.000896,0.013665,0.000640,0.001953,0.001216,0.000384,1.489930
1.218646,0.207503,0.005472,0.048036,0.000832,0.013633,0.000384,0.001536,0.001216,0.000448,1.507210
1.218007,0.205070,0.005249,0.047939,0.000800,0.014241,0.000576,0.001473,0.001088,0.000384,1.502827
1.225655,0.204079,0.005120,0.047844,0.000800,0.013729,0.000544,0.001376,0.001088,0.000352,1.509099
1.187956,0.204334,0.005184,0.048356,0.000768,0.013825,0.000352,0.001504,0.001120,0.000416,1.471848
1.266330,0.204238,0.005120,0.049635,0.000768,0.013953,0.000384,0.001408,0.001024,0.000384,1.551726
1.220950,0.204015,0.005504,0.047972,0.000832,0.013697,0.000352,0.001440,0.001120,0.000416,1.504874
1.254361,0.204079,0.005312,0.048324,0.000832,0.014209,0.000576,0.001696,0.001440,0.000352,1.540397
1.222711,0.205391,0.005184,0.048484,0.000800,0.013761,0.000384,0.001408,0.001440,0.000384,1.508395
1.221142,0.203918,0.005473,0.048771,0.000736,0.013441,0.000384,0.001536,0.000928,0.000288,1.504842
1.212662,0.203759,0.005120,0.047748,0.000768,0.014049,0.000544,0.001504,0.001248,0.000416,1.496266
1.219383,0.204174,0.005537,0.047811,0.000800,0.013985,0.000352,0.001569,0.001376,0.000416,1.504171
1.244824,0.203598,0.005152,0.049060,0.000800,0.013633,0.000576,0.001536,0.000960,0.000352,1.528556
1.221495,0.203823,0.005152,0.048579,0.000800,0.013505,0.000384,0.001504,0.001056,0.000384,1.505323
1.258361,0.204655,0.005664,0.048004,0.000800,0.013729,0.000576,0.001440,0.001120,0.000384,1.542573
1.223382,0.203919,0.005056,0.048644,0.000768,0.013697,0.000352,0.001504,0.001120,0.000384,1.507210
1.249881,0.220624,0.005664,0.048259,0.000801,0.013696,0.000576,0.001504,0.001088,0.000416,1.551246
1.195957,0.204110,0.005057,0.047427,0.000736,0.013537,0.000352,0.001440,0.001057,0.000384,1.478281
1.206614,0.204174,0.005088,0.047107,0.000576,0.013665,0.000576,0.001472,0.001088,0.000384,1.488874
1.277242,0.203694,0.005120,0.047044,0.000960,0.013377,0.000416,0.001472,0.001088,0.000384,1.558798
1.188948,0.203727,0.005056,0.046915,0.000576,0.013473,0.000416,0.001441,0.001024,0.000416,1.470312
1.242935,0.204206,0.005121,0.047619,0.000768,0.013569,0.000384,0.001440,0.000992,0.000352,1.526827
1.191060,0.204590,0.005121,0.047971,0.000832,0.013505,0.000352,0.001408,0.001056,0.000416,1.475304
1.251384,0.203727,0.005088,0.048259,0.000833,0.013665,0.000384,0.001376,0.000960,0.000320,1.534156
1.190740,0.204590,0.005601,0.048291,0.000832,0.013665,0.000384,0.001376,0.000960,0.000384,1.475881
1.198837,0.204238,0.005376,0.048515,0.000800,0.013633,0.000384,0.001377,0.000992,0.000448,1.482217
1.213718,0.204654,0.005505,0.048163,0.000832,0.013985,0.000352,0.001537,0.000992,0.000384,1.497898
1.216502,0.204015,0.005088,0.050404,0.000768,0.013761,0.000384,0.001440,0.001024,0.000416,1.501674
1.245272,0.203727,0.005184,0.048419,0.000544,0.013569,0.000384,0.001440,0.000992,0.000384,1.527884
1.190420,0.203791,0.005056,0.047908,0.000800,0.014049,0.000416,0.001376,0.000992,0.000384,1.473032
1.238231,0.203887,0.005056,0.047748,0.000896,0.013537,0.000352,0.001376,0.001376,0.000320,1.520427
1.219670,0.203919,0.005120,0.048419,0.000576,0.013984,0.000416,0.001472,0.001216,0.000416,1.502186
1.201397,0.220880,0.005728,0.048708,0.000832,0.013825,0.000384,0.001472,0.001376,0.000384,1.504458
1.193748,0.203791,0.005088,0.047747,0.000832,0.013761,0.000385,0.001568,0.000992,0.000384,1.476104
1.220982,0.204142,0.005056,0.049060,0.000608,0.013665,0.000384,0.001536,0.001120,0.000416,1.505162
1.199253,0.203950,0.005184,0.048707,0.000768,0.013985,0.000384,0.001472,0.001632,0.000448,1.484329
1.200341,0.204590,0.005345,0.048515,0.000832,0.014049,0.000384,0.001440,0.001121,0.000384,1.485225
1.211541,0.204047,0.005472,0.048132,0.000800,0.013537,0.000352,0.001504,0.001120,0.000352,1.494793
1.188340,0.203662,0.005089,0.048163,0.000832,0.013697,0.000416,0.001472,0.001088,0.000384,1.471304
1.241848,0.203631,0.005248,0.047747,0.000800,0.013697,0.000416,0.001440,0.001088,0.000384,1.524492
1.225270,0.203919,0.005408,0.047748,0.000832,0.013409,0.000416,0.001440,0.001088,0.000352,1.508042
1.228214,0.203695,0.005504,0.062501,0.000864,0.013569,0.000384,0.001440,0.000992,0.000384,1.526027
1.196244,0.204366,0.005089,0.047427,0.000896,0.013409,0.000384,0.001472,0.001024,0.000352,1.479464
1.192820,0.206478,0.005121,0.048643,0.000576,0.013441,0.000384,0.001472,0.000960,0.000416,1.478313
1.223030,0.203694,0.005312,0.048868,0.000576,0.013697,0.000416,0.001504,0.001024,0.000352,1.506922
1.207253,0.203758,0.005249,0.048035,0.000608,0.013569,0.000384,0.001408,0.000928,0.000384,1.490154
1.225398,0.204431,0.005312,0.048164,0.000864,0.013857,0.000384,0.001408,0.000960,0.000352,1.509514
1.222198,0.203375,0.005056,0.048420,0.000832,0.014145,0.000384,0.001664,0.000992,0.000384,1.505450
1.206965,0.223056,0.005569,0.049987,0.000832,0.013889,0.000384,0.001440,0.000960,0.000353,1.512427
1.212374,0.203310,0.005121,0.048931,0.000864,0.013697,0.000384,0.001472,0.000961,0.000352,1.495178
1.188596,0.203598,0.005536,0.047683,0.000832,0.013889,0.000384,0.001377,0.000960,0.000384,1.471656
1.202581,0.206447,0.005184,0.047651,0.000800,0.013857,0.000353,0.001536,0.001088,0.000384,1.489097
1.194901,0.203758,0.005121,0.048035,0.000832,0.014305,0.000352,0.001568,0.001216,0.000385,1.479721
1.215478,0.204270,0.005121,0.048035,0.000832,0.014049,0.000416,0.001537,0.001120,0.000384,1.499850
1.227094,0.203598,0.005568,0.048932,0.000800,0.013825,0.000352,0.001760,0.001088,0.000352,1.511818
1.258489,0.205359,0.005440,0.048612,0.000832,0.013793,0.000384,0.001536,0.001184,0.000384,1.545485
1.260216,0.204590,0.005216,0.048420,0.000800,0.013985,0.000352,0.001536,0.001440,0.000320,1.545612
1.225014,0.225744,0.005633,0.048355,0.001088,0.014081,0.000384,0.001696,0.001249,0.000352,1.533036
1.236535,0.204495,0.005312,0.048548,0.000832,0.013697,0.000352,0.001504,0.001088,0.000352,1.520939
1.236023,0.203406,0.005249,0.048355,0.000768,0.013761,0.000352,0.001504,0.001088,0.000352,1.519627
1.262840,0.204238,0.005089,0.048451,0.000800,0.014209,0.000352,0.001536,0.001120,0.000352,1.547982
1.183572,0.203822,0.005281,0.048419,0.000800,0.013729,0.000320,0.001568,0.001089,0.000384,1.468040
1.267513,0.204558,0.005537,0.048291,0.000832,0.013953,0.000416,0.001761,0.001152,0.000384,1.553582
1.228182,0.203758,0.005088,0.048708,0.000832,0.013889,0.000384,0.001760,0.001056,0.000320,1.512970
1.219958,0.204271,0.005344,0.048644,0.000832,0.013729,0.000416,0.001536,0.001024,0.000384,1.504554
1.209653,0.204078,0.005217,0.048451,0.000832,0.013889,0.000416,0.001536,0.000992,0.000384,1.494313
1.217877,0.203886,0.005568,0.048644,0.000832,0.013953,0.000352,0.001536,0.000960,0.000352,1.502889
1.221270,0.203983,0.005216,0.048612,0.000832,0.013601,0.000384,0.001504,0.001280,0.000608,1.505450
1.220534,0.203566,0.005632,0.048612,0.000832,0.014753,0.000416,0.001504,0.001088,0.000352,1.505034
1.225462,0.204206,0.005408,0.047940,0.000800,0.013793,0.000384,0.001440,0.001056,0.000416,1.508842
1.203028,0.203695,0.005568,0.047972,0.000768,0.013537,0.000384,0.001472,0.000992,0.000384,1.485992
1.244087,0.207150,0.005025,0.048707,0.000832,0.013601,0.000416,0.001440,0.001088,0.000448,1.530603
1.233175,0.204015,0.005088,0.048228,0.000800,0.013761,0.000416,0.001440,0.000960,0.000384,1.516555
1.265337,0.204078,0.005089,0.048579,0.000800,0.013889,0.000384,0.001504,0.001153,0.000416,1.549869
1.224310,0.205582,0.005504,0.048452,0.000864,0.013665,0.000384,0.001440,0.001024,0.000384,1.509866
1.217621,0.222255,0.008385,0.048835,0.000896,0.013441,0.000416,0.001473,0.000992,0.000384,1.524619
1.198676,0.203983,0.009376,0.048259,0.000832,0.013985,0.000608,0.001792,0.001120,0.000416,1.487208
1.212534,0.203886,0.005089,0.049123,0.000800,0.013985,0.000416,0.001408,0.001057,0.000320,1.497162
1.200084,0.203855,0.009376,0.048516,0.000800,0.013473,0.000384,0.001504,0.001056,0.000384,1.487688
1.218646,0.203823,0.005088,0.048707,0.000833,0.014273,0.000352,0.001664,0.001312,0.000352,1.503626
1.258041,0.203790,0.005441,0.048163,0.000800,0.014593,0.000384,0.001505,0.001312,0.000384,1.542605
1.194516,0.204719,0.005120,0.048548,0.000800,0.013857,0.000416,0.001472,0.001088,0.000352,1.479240
1.250487,0.204174,0.005088,0.048772,0.000800,0.014049,0.000384,0.001472,0.001120,0.000352,1.535276
1.218966,0.204142,0.005056,0.048707,0.000800,0.014049,0.000384,0.001504,0.001280,0.000384,1.503754
1.222998,0.203502,0.005569,0.080197,0.000896,0.014497,0.000352,0.001505,0.001280,0.000384,1.539820
1.230551,0.203822,0.009345,0.048195,0.000832,0.014497,0.000384,0.001761,0.001152,0.000384,1.519499
1.218294,0.203791,0.005088,0.048131,0.000864,0.014689,0.000352,0.001568,0.001344,0.000384,1.502666
1.233206,0.204079,0.005440,0.048228,0.000832,0.013985,0.000384,0.001536,0.001056,0.000416,1.517034
1.179187,0.204046,0.005216,0.048324,0.000832,0.014113,0.000352,0.001440,0.001088,0.000352,1.463591
1.211605,0.204111,0.005248,0.048388,0.000800,0.013665,0.000384,0.001408,0.001152,0.000384,1.495369
1.227830,0.203663,0.005536,0.048516,0.000800,0.013569,0.000384,0.001440,0.001056,0.000352,1.511658
1.228887,0.203534,0.005313,0.048995,0.000800,0.013921,0.000384,0.001536,0.000993,0.000384,1.513131
1.222230,0.203535,0.005120,0.048996,0.000800,0.014049,0.000384,0.001664,0.000992,0.000352,1.506122
1.194900,0.207023,0.005472,0.048356,0.000800,0.014241,0.000416,0.001472,0.001248,0.000384,1.482504
1.233143,0.204430,0.005409,0.048451,0.000832,0.013921,0.000416,0.001472,0.001184,0.000449,1.518379
1.214518,0.203726,0.005121,0.048515,0.000800,0.014465,0.000352,0.001472,0.001024,0.000352,1.498442
1.234614,0.205102,0.005280,0.048772,0.000800,0.013505,0.000352,0.001792,0.001344,0.000384,1.520042
1.221174,0.203823,0.005056,0.048708,0.001120,0.014369,0.000384,0.001536,0.000928,0.000384,1.505610
1.269913,0.205262,0.005088,0.048259,0.000800,0.013889,0.000384,0.001537,0.000896,0.000320,1.554925
1.189876,0.204910,0.005376,0.048419,0.000864,0.014337,0.000385,0.001504,0.001248,0.000384,1.475624
1.253592,0.204078,0.005536,0.048740,0.001056,0.014017,0.000384,0.001504,0.001216,0.000384,1.538700
1.218773,0.203854,0.005056,0.048164,0.000800,0.013857,0.000384,0.001728,0.001024,0.000416,1.502441
1.196436,0.205518,0.005473,0.048067,0.000800,0.013729,0.000384,0.001504,0.001056,0.000352,1.481480
1.194996,0.203599,0.005056,0.048292,0.000832,0.013825,0.000384,0.001504,0.000992,0.000416,1.477576
1.221686,0.203758,0.005057,0.048675,0.000800,0.013665,0.000384,0.001505,0.001056,0.000416,1.505162
1.243064,0.204014,0.005409,0.048835,0.000864,0.013825,0.000384,0.001696,0.000992,0.000352,1.527564
1.188691,0.204527,0.005184,0.048483,0.000832,0.014401,0.000384,0.001792,0.001152,0.000352,1.474695
1.251960,0.204142,0.005344,0.048547,0.000800,0.013857,0.000352,0.001697,0.000928,0.000384,1.536268
1.186515,0.203854,0.005089,0.048291,0.000800,0.013825,0.000384,0.001408,0.001024,0.000352,1.469351
1.192755,0.205998,0.005120,0.074470,0.000992,0.014113,0.000640,0.001408,0.000992,0.000384,1.507561
1.191540,0.204014,0.005505,0.048323,0.000800,0.013665,0.000352,0.001472,0.001056,0.000352,1.474664
1.184403,0.204174,0.005537,0.047971,0.000800,0.013665,0.000384,0.001440,0.000992,0.000416,1.468070
1.239767,0.204463,0.005056,0.048356,0.000800,0.013985,0.000352,0.001536,0.000992,0.000416,1.523467
1.226198,0.205263,0.005024,0.048484,0.001088,0.013953,0.000384,0.001536,0.001024,0.000448,1.511914
1.232599,0.204046,0.005025,0.048515,0.000864,0.013633,0.000384,0.001504,0.001088,0.000384,1.516298
1.194931,0.206478,0.005056,0.048452,0.000800,0.014081,0.000384,0.001472,0.001024,0.000352,1.481351
1.240471,0.206382,0.005568,0.048387,0.001056,0.013825,0.000416,0.001505,0.001408,0.000416,1.527659
1.220917,0.203919,0.005120,0.048675,0.000833,0.013601,0.000416,0.001504,0.000992,0.000352,1.504522
1.179443,0.204207,0.005120,0.048867,0.000800,0.013569,0.000353,0.001728,0.001024,0.000320,1.463687
1.216405,0.203822,0.005537,0.048739,0.000832,0.013665,0.000352,0.001441,0.001088,0.000384,1.500649
1.224406,0.203822,0.005281,0.048547,0.000800,0.013889,0.000384,0.001697,0.000992,0.000352,1.508362
1.270873,0.204111,0.005568,0.048548,0.000832,0.013697,0.000352,0.001472,0.001024,0.000384,1.555085
1.212405,0.203470,0.005088,0.048899,0.000864,0.013889,0.000352,0.001441,0.001280,0.000320,1.495881
1.254840,0.203887,0.005088,0.048707,0.000832,0.013889,0.000353,0.001696,0.001120,0.000384,1.539436
1.222933,0.204846,0.005120,0.048516,0.000832,0.013953,0.000352,0.001632,0.000992,0.000384,1.507913
1.201620,0.220239,0.005665,0.048771,0.000864,0.013569,0.000352,0.001664,0.000960,0.000352,1.502537
1.189235,0.203918,0.005313,0.048419,0.000800,0.013729,0.000352,0.001504,0.000929,0.000384,1.472551
1.195859,0.204367,0.005408,0.048452,0.000832,0.014337,0.000416,0.001632,0.001280,0.000352,1.480136
1.194100,0.203886,0.005057,0.048355,0.000832,0.013793,0.000320,0.001472,0.000992,0.000353,1.477576
1.197684,0.204591,0.005280,0.048419,0.000768,0.014177,0.000352,0.001600,0.001024,0.000384,1.483112
1.274586,0.206254,0.005569,0.048003,0.000832,0.013921,0.000384,0.001472,0.001216,0.000385,1.560622
1.222741,0.204143,0.005536,0.047908,0.000800,0.013857,0.000352,0.001472,0.001120,0.000352,1.506985
1.215605,0.204207,0.005312,0.048515,0.000768,0.013985,0.000352,0.001536,0.001056,0.000352,1.499497
1.229526,0.205294,0.005089,0.048131,0.000800,0.013441,0.000352,0.001472,0.001025,0.000384,1.513930
1.224278,0.222384,0.005376,0.048452,0.000832,0.013761,0.000384,0.001440,0.000960,0.000384,1.527147
1.219829,0.203630,0.009440,0.048068,0.000832,0.013793,0.000352,0.001728,0.001056,0.000384,1.507497
1.188051,0.204270,0.005088,0.048260,0.000832,0.014017,0.000352,0.001536,0.000992,0.000384,1.472007
1.255544,0.203630,0.005313,0.048099,0.000832,0.013665,0.000352,0.001472,0.001280,0.000352,1.538443
1.224021,0.203791,0.005120,0.048196,0.000832,0.013601,0.000416,0.001504,0.001024,0.000352,1.506825
1.244663,0.205102,0.005568,0.048100,0.000832,0.013505,0.000352,0.001472,0.001056,0.000384,1.529387
1.215541,0.204718,0.005633,0.048323,0.000832,0.013697,0.000384,0.001440,0.000992,0.000320,1.500104
1.227670,0.204238,0.005440,0.048324,0.000832,0.013665,0.000384,0.001472,0.001088,0.000384,1.511594
1.219957,0.204015,0.005536,0.048452,0.000800,0.013921,0.000352,0.001536,0.000992,0.000384,1.503849
1.218517,0.204686,0.005280,0.080038,0.001184,0.014401,0.000608,0.001472,0.000992,0.000352,1.536107
1.199348,0.204399,0.005280,0.048483,0.000800,0.013569,0.000416,0.001505,0.000960,0.000384,1.483944
1.190195,0.203630,0.005504,0.048068,0.000800,0.014241,0.000384,0.001536,0.001056,0.000352,1.473927
1.240118,0.204207,0.005088,0.047843,0.000832,0.013441,0.000416,0.001408,0.001088,0.000384,1.523307
1.230134,0.204239,0.005280,0.047939,0.000800,0.013697,0.000352,0.001441,0.000992,0.000384,1.513546
1.272025,0.204782,0.005056,0.048164,0.000800,0.013633,0.000384,0.001408,0.001024,0.000384,1.556301
1.228086,0.204719,0.005056,0.047939,0.000800,0.013729,0.000352,0.001473,0.001088,0.000352,1.512202
1.218485,0.204814,0.005313,0.047939,0.001056,0.014017,0.000352,0.001536,0.001280,0.000384,1.503433
1.218453,0.204110,0.005120,0.048484,0.001120,0.014785,0.000448,0.001568,0.001088,0.000352,1.503689
1.218613,0.204206,0.005184,0.048292,0.000800,0.013921,0.000384,0.001696,0.000960,0.000352,1.503049
1.233174,0.204238,0.004992,0.048260,0.000800,0.014241,0.000384,0.001376,0.001248,0.000384,1.517482
1.225750,0.204110,0.005409,0.048803,0.000864,0.014369,0.000384,0.001697,0.001344,0.000448,1.511658
1.240151,0.204430,0.005633,0.048675,0.000800,0.014017,0.000352,0.001505,0.001344,0.000320,1.525355
1.220085,0.204526,0.005376,0.048260,0.000800,0.014497,0.000352,0.001536,0.001312,0.000416,1.505929
1.263353,0.204782,0.005249,0.048675,0.001088,0.013921,0.000608,0.001696,0.002241,0.000608,1.552909
1.222742,0.204686,0.005057,0.048803,0.000832,0.013697,0.000352,0.001696,0.001184,0.000352,1.507881
1.242294,0.204046,0.005408,0.048036,0.000800,0.013921,0.000576,0.001728,0.001152,0.000352,1.527018
1.179411,0.206254,0.005025,0.048579,0.000832,0.013889,0.000384,0.001696,0.000960,0.000352,1.466087
1.217460,0.203982,0.005152,0.048612,0.000800,0.013857,0.000352,0.001792,0.001024,0.000416,1.501800
1.233879,0.204270,0.005345,0.048611,0.000832,0.014017,0.000352,0.001760,0.001088,0.000416,1.519466
1.230998,0.203982,0.005056,0.048548,0.000864,0.014689,0.000384,0.001632,0.001088,0.000352,1.516042
1.240247,0.204623,0.005056,0.048611,0.000864,0.014177,0.000353,0.001440,0.001120,0.000384,1.525291
1.210932,0.203887,0.005056,0.048611,0.000800,0.014049,0.000384,0.001441,0.001056,0.000384,1.494824
1.213269,0.204110,0.005377,0.049603,0.000832,0.013697,0.000384,0.001312,0.001280,0.000417,1.498441
1.216213,0.204239,0.005088,0.049668,0.000832,0.013729,0.000416,0.001440,0.000992,0.000384,1.500905
1.225685,0.203631,0.005440,0.048131,0.000801,0.013633,0.000384,0.001440,0.001056,0.000416,1.509161
1.215285,0.203790,0.005121,0.048099,0.000736,0.013569,0.000352,0.001440,0.001120,0.000352,1.498376
1.196532,0.204238,0.005089,0.048355,0.000832,0.013793,0.000416,0.001472,0.000993,0.000384,1.481064
1.223542,0.204238,0.005120,0.048772,0.000832,0.013857,0.000352,0.001440,0.000928,0.000352,1.507433
1.195668,0.204174,0.005697,0.048547,0.000576,0.014337,0.000352,0.001440,0.000992,0.000384,1.481000
1.253111,0.204270,0.005056,0.048612,0.000800,0.013889,0.000352,0.001600,0.001280,0.000352,1.537675
1.231158,0.203727,0.005408,0.048419,0.000865,0.013921,0.000416,0.001536,0.001056,0.000352,1.515242
1.253912,0.203790,0.005121,0.048771,0.000768,0.013921,0.000352,0.001472,0.000992,0.000385,1.537196
1.216724,0.204334,0.005088,0.048548,0.000800,0.013857,0.000384,0.001760,0.000960,0.000416,1.501224
1.193811,0.229039,0.005408,0.049283,0.000832,0.014145,0.000416,0.001760,0.001184,0.000384,1.503977
1.244534,0.203886,0.004992,0.050276,0.000800,0.013889,0.000384,0.001504,0.001056,0.000384,1.530442
1.191315,0.203662,0.005088,0.048164,0.000800,0.014113,0.000384,0.001504,0.001024,0.000384,1.474791
1.194291,0.204495,0.005472,0.048228,0.000832,0.013569,0.000384,0.001504,0.000992,0.000384,1.478503
1.222997,0.204334,0.005409,0.048675,0.000800,0.013857,0.000384,0.001536,0.001248,0.000384,1.507785
1.256696,0.204622,0.005121,0.050051,0.000896,0.014817,0.000416,0.001729,0.001344,0.000384,1.544076
1.225493,0.204014,0.005568,0.049316,0.000608,0.014305,0.000352,0.001408,0.001120,0.000384,1.511209
1.238774,0.203918,0.005120,0.047908,0.000800,0.014049,0.000352,0.001472,0.001024,0.000416,1.522826
1.193715,0.203886,0.005120,0.047940,0.000800,0.014561,0.000352,0.001504,0.001056,0.000352,1.477607
1.223477,0.223024,0.005472,0.050020,0.000832,0.014113,0.000608,0.001472,0.001088,0.000352,1.529706
1.226069,0.204398,0.005056,0.048516,0.000736,0.013793,0.000352,0.001408,0.001088,0.000352,1.509929
1.225078,0.205486,0.005057,0.049027,0.000768,0.013601,0.000416,0.001408,0.001025,0.000384,1.510474
1.236886,0.204014,0.005152,0.048131,0.001056,0.013761,0.000448,0.001409,0.001024,0.000384,1.520202
1.225109,0.203694,0.005024,0.048163,0.000801,0.013953,0.000384,0.001440,0.001024,0.000352,1.508233
1.239766,0.206222,0.005121,0.048707,0.000832,0.013473,0.000416,0.001408,0.001088,0.000352,1.526410
1.212821,0.204270,0.005121,0.048195,0.000832,0.013601,0.000352,0.001440,0.001057,0.000384,1.496329
1.244087,0.203790,0.005153,0.047939,0.000800,0.013441,0.000448,0.001440,0.001216,0.000352,1.527274
1.191091,0.203759,0.005344,0.048355,0.000833,0.014017,0.000416,0.001504,0.001376,0.000416,1.475271
1.205876,0.203599,0.005184,0.048771,0.000737,0.013761,0.000384,0.001504,0.001280,0.000384,1.490216
1.193171,0.203662,0.005152,0.049316,0.000768,0.014145,0.000448,0.001472,0.001024,0.000416,1.477543
