TEE[0-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.202202,0.203632,0.005568,0.047204,0.000800,0.013761,0.000416,0.001376,0.001088,0.000384,1.485519
1.238684,0.203919,0.005408,0.047876,0.000768,0.013825,0.000416,0.001408,0.001216,0.000352,1.522897
1.194073,0.203823,0.005120,0.048388,0.000608,0.013793,0.000384,0.001344,0.001024,0.000384,1.477518
1.223291,0.203759,0.005569,0.069221,0.000832,0.013633,0.000352,0.001440,0.001057,0.000352,1.528274
1.231676,0.204239,0.005088,0.048740,0.000864,0.013473,0.000352,0.001408,0.000992,0.000384,1.515249
1.201657,0.204559,0.005344,0.048420,0.000832,0.013633,0.000384,0.001376,0.001024,0.000384,1.485486
1.260350,0.203823,0.005089,0.048355,0.000832,0.013601,0.000353,0.001408,0.001024,0.000384,1.543859
1.233403,0.203791,0.005056,0.048324,0.000864,0.013729,0.000384,0.001664,0.000992,0.000384,1.516240
1.223771,0.203568,0.005536,0.048388,0.000864,0.013601,0.000416,0.001472,0.000992,0.000384,1.506512
1.217818,0.205071,0.005472,0.048740,0.000800,0.013569,0.000352,0.001408,0.000864,0.000416,1.502640
1.258110,0.203983,0.005345,0.048483,0.000832,0.013697,0.000384,0.001472,0.000960,0.000384,1.542451
1.222395,0.203375,0.005056,0.048516,0.000832,0.013857,0.000416,0.001440,0.000896,0.000352,1.504848
1.188664,0.203503,0.005345,0.048323,0.000801,0.013825,0.000352,0.001376,0.000928,0.000352,1.471533
1.220250,0.204143,0.005472,0.048484,0.000768,0.013729,0.000384,0.001536,0.000896,0.000352,1.504751
1.221275,0.204272,0.005056,0.048388,0.000864,0.014049,0.000416,0.001440,0.000960,0.000384,1.503728
1.283872,0.203983,0.005345,0.048675,0.000864,0.013921,0.000320,0.001408,0.000992,0.000384,1.568245
1.213306,0.204271,0.005056,0.049156,0.000832,0.013633,0.000352,0.001440,0.001249,0.000320,1.498640
1.247549,0.203919,0.005600,0.048515,0.000864,0.014753,0.000416,0.001633,0.001248,0.000352,1.534066
1.196665,0.203759,0.005312,0.048932,0.000800,0.013697,0.000352,0.001440,0.000992,0.000320,1.480878
1.224059,0.218352,0.005473,0.048579,0.000864,0.013569,0.000416,0.001440,0.001152,0.000320,1.523441
1.182872,0.203599,0.005601,0.048739,0.000768,0.014401,0.000384,0.001536,0.000992,0.000352,1.467949
1.194745,0.204687,0.005025,0.048963,0.000864,0.014273,0.000352,0.001504,0.001088,0.000352,1.480494
1.213498,0.204751,0.005056,0.048516,0.000768,0.014209,0.000352,0.001600,0.001056,0.000384,1.498864
1.204921,0.204336,0.005600,0.048932,0.000864,0.013505,0.000416,0.001472,0.001248,0.000384,1.490415
1.250301,0.204271,0.005569,0.048803,0.000576,0.013889,0.000384,0.001569,0.001088,0.000352,1.535186
1.236508,0.204175,0.005088,0.048676,0.000832,0.013793,0.000352,0.001600,0.001185,0.000352,1.521809
1.253406,0.203087,0.005088,0.048420,0.000864,0.014785,0.000384,0.001600,0.001089,0.000384,1.538419
1.242844,0.204111,0.005568,0.048068,0.000832,0.014625,0.000320,0.001568,0.001088,0.000416,1.528850
1.224379,0.225200,0.008225,0.048708,0.000768,0.013441,0.000352,0.001728,0.001056,0.000352,1.534834
1.234972,0.203951,0.005505,0.048547,0.000832,0.013569,0.000384,0.001505,0.001088,0.000384,1.520401
1.235579,0.205359,0.005184,0.048452,0.000800,0.013729,0.000384,0.001536,0.001185,0.000352,1.521585
1.208442,0.204463,0.005121,0.048323,0.000800,0.014273,0.000416,0.001761,0.001152,0.000416,1.494031
1.218746,0.204176,0.005536,0.048804,0.000832,0.014177,0.000352,0.001472,0.001120,0.000384,1.504143
1.278111,0.205327,0.005537,0.048515,0.000960,0.014626,0.000544,0.001792,0.001312,0.000384,1.567348
1.202521,0.204783,0.005376,0.048676,0.000864,0.014113,0.000384,0.001536,0.001089,0.000352,1.487791
1.218427,0.204623,0.005088,0.048707,0.000800,0.015329,0.000384,0.001505,0.001472,0.000352,1.506064
1.229467,0.203791,0.005632,0.048772,0.001024,0.014017,0.000384,0.001760,0.001088,0.000352,1.515185
1.195512,0.222352,0.005505,0.048771,0.000800,0.014209,0.000384,0.001536,0.001152,0.000384,1.499823
1.230715,0.207279,0.005120,0.048548,0.000672,0.014049,0.000384,0.001792,0.001089,0.000416,1.518577
1.209722,0.204655,0.005121,0.048611,0.000832,0.013857,0.000384,0.001473,0.001120,0.000352,1.494863
1.240508,0.205327,0.005505,0.048675,0.000800,0.013569,0.000384,0.001825,0.000960,0.000320,1.525777
1.248317,0.203919,0.005537,0.048675,0.000832,0.013985,0.000385,0.001472,0.001056,0.000384,1.532658
1.257021,0.204719,0.005600,0.048484,0.000640,0.013793,0.000384,0.001824,0.001024,0.000416,1.542322
1.229595,0.206192,0.005280,0.047940,0.000800,0.013953,0.000384,0.001728,0.000992,0.000384,1.515728
1.249724,0.204847,0.005600,0.048388,0.000576,0.013729,0.000352,0.001440,0.001088,0.000384,1.534577
1.206745,0.204944,0.005504,0.048324,0.000832,0.014081,0.000352,0.001440,0.000928,0.000384,1.491534
1.227259,0.224081,0.005664,0.047684,0.000800,0.013729,0.000352,0.001472,0.000960,0.000384,1.531633
1.226875,0.203887,0.005600,0.047908,0.000800,0.013857,0.000384,0.001504,0.001024,0.000384,1.510096
1.212026,0.203983,0.005601,0.048131,0.000800,0.014082,0.000384,0.001568,0.001056,0.000352,1.496047
1.232572,0.205295,0.005185,0.048387,0.000800,0.013569,0.000416,0.001536,0.001344,0.000352,1.518289
1.212474,0.204239,0.005120,0.048036,0.000832,0.013825,0.000416,0.001568,0.000992,0.000352,1.495855
1.236636,0.205103,0.005281,0.048483,0.000833,0.013921,0.000384,0.001408,0.001056,0.000384,1.521169
1.192984,0.203952,0.005120,0.048708,0.000800,0.014017,0.000384,0.001760,0.000992,0.000384,1.477101
1.213466,0.203951,0.005153,0.048771,0.000768,0.014273,0.000385,0.001472,0.000896,0.000416,1.497743
1.232923,0.204591,0.005056,0.048260,0.000768,0.013889,0.000416,0.001600,0.001088,0.000352,1.517072
1.384006,0.382140,0.005408,0.098376,0.000832,0.014081,0.000384,0.045923,0.001024,0.000384,1.941712
1.234587,0.204079,0.005344,0.048100,0.000864,0.013825,0.000384,0.001504,0.001344,0.000352,1.519249
1.209593,0.221552,0.005249,0.048131,0.000768,0.014049,0.000352,0.001537,0.001024,0.000384,1.511312
1.193113,0.203631,0.005505,0.048675,0.000864,0.013601,0.000384,0.001409,0.001056,0.000384,1.476750
1.201721,0.203727,0.005441,0.047971,0.000800,0.014081,0.000352,0.001504,0.001088,0.000384,1.485582
1.216026,0.204271,0.005057,0.048643,0.000832,0.013985,0.000352,0.001568,0.001056,0.000384,1.500303
1.204473,0.204944,0.005600,0.048740,0.001088,0.013825,0.000576,0.001696,0.001024,0.000352,1.490990
1.249532,0.204367,0.005152,0.048804,0.000864,0.013921,0.000544,0.001632,0.001216,0.000384,1.534385
1.188472,0.204239,0.005568,0.048996,0.000832,0.013921,0.000352,0.001728,0.001312,0.000352,1.473870
1.247452,0.206191,0.005056,0.048612,0.000704,0.013601,0.000384,0.001504,0.001056,0.000352,1.533873
1.227131,0.204559,0.005025,0.048163,0.000832,0.014049,0.000416,0.001504,0.001088,0.000384,1.511568
1.214650,0.205039,0.005537,0.068453,0.000992,0.013793,0.000384,0.001696,0.001024,0.000352,1.522513
1.234236,0.203439,0.005313,0.048547,0.000832,0.013441,0.000352,0.001440,0.001153,0.000320,1.517361
1.200089,0.204143,0.005057,0.048483,0.000800,0.014113,0.000384,0.001473,0.001120,0.000384,1.484782
1.258365,0.203695,0.005313,0.048867,0.000768,0.013761,0.000352,0.001409,0.001312,0.000352,1.542226
1.205305,0.204495,0.005024,0.048260,0.000832,0.013889,0.000384,0.001408,0.001024,0.000416,1.489518
1.222298,0.203631,0.005056,0.048612,0.000832,0.013473,0.000576,0.001440,0.000992,0.000352,1.505231
1.225435,0.204911,0.005537,0.048739,0.000768,0.013505,0.000352,0.001408,0.000961,0.000384,1.510192
1.210713,0.203920,0.005536,0.048900,0.000832,0.014401,0.000416,0.001472,0.001152,0.000352,1.495598
1.200889,0.204591,0.005537,0.048803,0.000832,0.014177,0.000416,0.001440,0.000928,0.000352,1.486190
1.225915,0.203887,0.005281,0.048291,0.000800,0.013793,0.000384,0.001601,0.001024,0.000384,1.509552
1.242044,0.204656,0.005088,0.048388,0.000832,0.014113,0.000320,0.001568,0.001216,0.000384,1.527025
1.198104,0.203375,0.005504,0.048484,0.000768,0.013665,0.000352,0.001600,0.000960,0.000256,1.481581
1.236955,0.203791,0.005280,0.048676,0.000768,0.014721,0.000384,0.001536,0.000992,0.000512,1.521840
1.238460,0.203951,0.005473,0.048355,0.000800,0.013537,0.000384,0.001472,0.000896,0.000416,1.521969
1.258653,0.205263,0.005729,0.048739,0.000768,0.014178,0.000384,0.001472,0.000960,0.000416,1.545010
1.231420,0.204431,0.005120,0.049060,0.000768,0.013633,0.000384,0.001408,0.001088,0.000353,1.516497
1.206617,0.221905,0.008320,0.048964,0.000864,0.014081,0.000384,0.001504,0.001024,0.000384,1.514032
1.233723,0.205071,0.005280,0.048644,0.000768,0.013697,0.000352,0.001472,0.001024,0.000384,1.518704
1.228634,0.203311,0.005568,0.048068,0.000896,0.014529,0.000384,0.001504,0.000992,0.000384,1.513263
1.205657,0.204879,0.005120,0.048708,0.000832,0.014081,0.000352,0.001472,0.001088,0.000352,1.491342
1.210169,0.203567,0.005281,0.048611,0.000832,0.013794,0.000384,0.001408,0.000960,0.000352,1.493486
1.227387,0.204079,0.005153,0.048707,0.000832,0.013473,0.000608,0.001600,0.001120,0.000320,1.511600
1.225690,0.204175,0.005536,0.048292,0.000832,0.013537,0.000384,0.001504,0.000928,0.000384,1.510479
1.263197,0.205456,0.005728,0.048644,0.000832,0.014177,0.000352,0.001760,0.000992,0.000384,1.550066
1.226683,0.204047,0.005089,0.048547,0.000800,0.014273,0.000384,0.001568,0.001056,0.000384,1.511056
1.187607,0.225008,0.008513,0.048388,0.000832,0.014049,0.000352,0.001760,0.001024,0.000352,1.497230
1.212282,0.203503,0.005216,0.048452,0.000864,0.014241,0.000352,0.001536,0.000993,0.000384,1.495919
1.207001,0.205072,0.005632,0.048676,0.000864,0.014017,0.000384,0.001632,0.001088,0.000320,1.493102
1.212506,0.203887,0.009505,0.048452,0.000800,0.014049,0.000384,0.001696,0.000960,0.000384,1.501199
1.240828,0.203631,0.005633,0.048451,0.000864,0.014049,0.000352,0.001728,0.001024,0.000352,1.525745
1.258013,0.204943,0.005185,0.048387,0.000801,0.014529,0.000352,0.001536,0.001056,0.000352,1.543506
1.241180,0.205551,0.009313,0.048387,0.000832,0.014209,0.000352,0.001792,0.001216,0.000416,1.531089
1.271453,0.204015,0.005536,0.048196,0.000832,0.014145,0.000416,0.001568,0.001312,0.000384,1.556434
1.211674,0.207183,0.005697,0.048675,0.000833,0.013601,0.000352,0.001664,0.001024,0.000352,1.500687
1.231771,0.219184,0.008832,0.048644,0.000832,0.013921,0.000384,0.001760,0.000992,0.000352,1.536049
1.236219,0.204495,0.005601,0.048675,0.000832,0.013825,0.000384,0.001569,0.001248,0.000352,1.521552
1.207833,0.203791,0.005184,0.048164,0.000832,0.013985,0.000384,0.001600,0.001184,0.000384,1.491726
1.200152,0.204304,0.005728,0.048388,0.000832,0.013537,0.000384,0.001536,0.000960,0.000352,1.484877
1.231387,0.204143,0.005089,0.048483,0.000801,0.013697,0.000352,0.001568,0.001024,0.000384,1.515312
1.230362,0.204047,0.005600,0.048324,0.000832,0.013889,0.000352,0.001504,0.001120,0.000384,1.514863
1.187768,0.204463,0.005024,0.048708,0.000800,0.014209,0.000384,0.001568,0.000992,0.000353,1.472525
1.256732,0.203791,0.005504,0.048644,0.000800,0.014273,0.000448,0.001536,0.001056,0.000384,1.541521
1.228506,0.204399,0.005056,0.048388,0.000832,0.013569,0.000384,0.001760,0.001024,0.000352,1.512751
1.244124,0.225648,0.005312,0.048708,0.000832,0.013473,0.000640,0.001504,0.001152,0.000352,1.550642
1.235516,0.204015,0.005088,0.048772,0.000832,0.013953,0.000352,0.001568,0.001216,0.000352,1.520144
1.199704,0.203727,0.005120,0.048356,0.000768,0.014433,0.000384,0.001568,0.000992,0.000416,1.483725
1.222490,0.204367,0.005248,0.048452,0.000800,0.013633,0.000384,0.001472,0.001568,0.000512,1.507311
1.227610,0.205487,0.005056,0.048516,0.000832,0.014497,0.000384,0.001536,0.001280,0.000416,1.513999
1.205721,0.204239,0.005825,0.048675,0.000576,0.013985,0.000384,0.001568,0.001312,0.000416,1.491214
1.193336,0.205583,0.005632,0.048356,0.000864,0.013793,0.000384,0.001792,0.001248,0.000544,1.480077
1.235195,0.204687,0.005409,0.048835,0.000769,0.014241,0.000416,0.001472,0.001280,0.000352,1.520848
1.197080,0.204303,0.005344,0.048004,0.000800,0.013889,0.000384,0.001568,0.001120,0.000384,1.481293
1.213529,0.204815,0.005600,0.068389,0.000864,0.013953,0.000352,0.001728,0.001409,0.000352,1.521008
1.221050,0.204752,0.005568,0.048580,0.000832,0.013953,0.000352,0.001536,0.001248,0.000352,1.506447
1.231547,0.204463,0.005601,0.048003,0.000896,0.014081,0.000384,0.001600,0.001217,0.000384,1.517072
1.249500,0.204687,0.005537,0.048803,0.000832,0.014305,0.000352,0.001664,0.001248,0.000352,1.536273
1.234715,0.203887,0.005152,0.048900,0.000864,0.013697,0.000416,0.001504,0.001729,0.000384,1.520112
1.219930,0.203631,0.005377,0.048451,0.000832,0.013889,0.000417,0.001536,0.001248,0.000384,1.504047
1.232283,0.204271,0.005120,0.048451,0.000768,0.014081,0.000576,0.001472,0.001056,0.000384,1.517424
1.224731,0.205135,0.005120,0.048804,0.000800,0.014017,0.000384,0.001504,0.001152,0.000384,1.510704
1.243323,0.203855,0.005536,0.048676,0.000832,0.013569,0.000384,0.001696,0.001088,0.000416,1.528304
1.235931,0.226961,0.005473,0.048867,0.000800,0.013889,0.000353,0.001440,0.000928,0.000352,1.544402
1.240187,0.204815,0.005216,0.049028,0.000832,0.014081,0.000384,0.001536,0.001248,0.000416,1.527248
1.232923,0.203695,0.005120,0.048579,0.000736,0.013793,0.000352,0.001696,0.000993,0.000384,1.516592
1.204185,0.205391,0.005184,0.048515,0.000800,0.013729,0.000320,0.001504,0.000960,0.000608,1.489902
1.236283,0.203439,0.005088,0.048228,0.000832,0.014593,0.000352,0.001696,0.001024,0.000384,1.520848
1.243451,0.203887,0.005088,0.048452,0.000768,0.013761,0.000352,0.001472,0.000992,0.000352,1.527216
1.207672,0.203983,0.005056,0.048420,0.000832,0.013921,0.000352,0.001440,0.001216,0.000384,1.492109
1.253340,0.203503,0.005569,0.048355,0.000832,0.013985,0.000384,0.001601,0.000992,0.000384,1.537713
1.222842,0.203375,0.009216,0.048516,0.000800,0.014017,0.000384,0.001504,0.000928,0.000352,1.510927
1.240859,0.225680,0.005505,0.048515,0.000736,0.013857,0.000384,0.001601,0.001312,0.000384,1.548754
1.239355,0.205744,0.005408,0.048612,0.000576,0.014337,0.000384,0.001600,0.001056,0.000416,1.526544
1.221626,0.204175,0.005184,0.048740,0.000576,0.013985,0.000384,0.001536,0.001120,0.000416,1.506606
1.210905,0.204495,0.005216,0.048036,0.000736,0.013569,0.000352,0.001728,0.001312,0.000416,1.495374
1.238427,0.208719,0.005185,0.049155,0.000832,0.013985,0.000384,0.001761,0.001760,0.000384,1.532433
1.261821,0.205519,0.005152,0.048772,0.000832,0.013953,0.000416,0.001600,0.001024,0.000352,1.548690
1.213529,0.204431,0.005152,0.049028,0.000800,0.013761,0.000352,0.001536,0.001280,0.000608,1.499598
1.216506,0.204175,0.005505,0.048739,0.000800,0.013441,0.000416,0.001504,0.001056,0.000352,1.501583
1.201464,0.205103,0.005088,0.048580,0.000800,0.013889,0.000352,0.001792,0.001344,0.000480,1.487565
1.240603,0.204783,0.005089,0.048707,0.001056,0.013890,0.000384,0.001568,0.001120,0.000416,1.526256
1.230778,0.204656,0.005664,0.048772,0.000768,0.013569,0.000384,0.001504,0.001056,0.000384,1.516239
1.200216,0.205199,0.005409,0.049219,0.001088,0.013569,0.000384,0.001537,0.001408,0.000352,1.487405
1.236187,0.204367,0.005344,0.048708,0.000800,0.014017,0.000384,0.001696,0.001696,0.000352,1.522159
1.208697,0.204911,0.005408,0.048996,0.000832,0.013697,0.000384,0.001568,0.001088,0.000576,1.494286
1.270269,0.203855,0.005600,0.048804,0.000864,0.013761,0.000352,0.001536,0.001024,0.000320,1.555634
1.280638,0.209647,0.006017,0.048931,0.001024,0.013697,0.000544,0.001793,0.001664,0.000576,1.576820
1.273982,0.205487,0.005600,0.048195,0.000992,0.013889,0.000384,0.001792,0.001761,0.000352,1.561075
1.210617,0.206063,0.005569,0.048451,0.001057,0.013921,0.000576,0.001632,0.001376,0.000416,1.498734
1.265021,0.204399,0.005312,0.048164,0.000800,0.014337,0.000384,0.001600,0.001376,0.000384,1.550930
1.239898,0.204655,0.005152,0.048516,0.000832,0.013633,0.000352,0.001664,0.001344,0.000352,1.525264
1.232698,0.223505,0.005664,0.048740,0.000832,0.013761,0.000416,0.001760,0.001088,0.000352,1.538737
1.197720,0.203759,0.004961,0.048515,0.000800,0.013537,0.000384,0.001729,0.000928,0.000320,1.481453
1.225114,0.204719,0.005312,0.048163,0.000832,0.014433,0.000416,0.001568,0.001056,0.000448,1.509903
1.202328,0.204271,0.005632,0.048931,0.000800,0.013825,0.000416,0.001728,0.000961,0.000416,1.487437
1.235163,0.203663,0.005088,0.048644,0.000832,0.014113,0.000384,0.001600,0.001088,0.000352,1.519280
1.222841,0.206415,0.005408,0.048356,0.000768,0.014465,0.000384,0.001600,0.001056,0.000384,1.510318
1.227194,0.204271,0.005792,0.048388,0.000832,0.014081,0.000384,0.001536,0.000896,0.000416,1.511759
1.251708,0.204175,0.005408,0.048292,0.000800,0.014145,0.000384,0.001536,0.000896,0.000416,1.536208
1.215929,0.203663,0.005568,0.048100,0.000768,0.014401,0.000416,0.001600,0.001088,0.000384,1.501102
1.244764,0.218000,0.005376,0.048740,0.000832,0.013761,0.000384,0.001536,0.000896,0.000352,1.543570
1.204504,0.203599,0.005184,0.048387,0.000800,0.013953,0.000384,0.001408,0.000992,0.000384,1.488109
1.239098,0.203471,0.005216,0.048964,0.000832,0.013729,0.000352,0.001504,0.001184,0.000384,1.523375
1.203608,0.204047,0.005089,0.048067,0.000736,0.014113,0.000384,0.001568,0.001217,0.000384,1.487469
1.191287,0.203215,0.005184,0.048483,0.000800,0.013889,0.000384,0.001824,0.001345,0.000384,1.475277
1.214393,0.203439,0.005600,0.048548,0.001056,0.014081,0.000320,0.001472,0.001056,0.000416,1.499117
1.226074,0.204143,0.005344,0.047972,0.000800,0.014497,0.000384,0.001600,0.000960,0.000384,1.510671
1.212185,0.203791,0.005184,0.048388,0.000832,0.013825,0.000416,0.001600,0.000960,0.000384,1.496045
1.220762,0.204367,0.005120,0.047427,0.000768,0.013889,0.000352,0.001568,0.000928,0.000384,1.504079
1.237562,0.203983,0.005152,0.048164,0.000800,0.014049,0.000384,0.001600,0.001280,0.000384,1.522863
1.233914,0.204143,0.005568,0.048196,0.000800,0.013921,0.000416,0.001632,0.000992,0.000384,1.517935
1.187030,0.204207,0.005184,0.048676,0.000832,0.013985,0.000384,0.001664,0.001248,0.000352,1.472172
1.287870,0.204079,0.005345,0.048899,0.000832,0.014081,0.000352,0.001504,0.000992,0.000320,1.572915
1.244891,0.204079,0.005088,0.048164,0.000800,0.014049,0.000384,0.001568,0.001280,0.000352,1.529392
1.246523,0.203567,0.005185,0.048355,0.000800,0.014274,0.000384,0.001600,0.001056,0.000416,1.530480
1.234427,0.203247,0.005312,0.048420,0.000832,0.013985,0.000384,0.001824,0.001024,0.000384,1.518415
1.203832,0.203695,0.005057,0.048419,0.001088,0.014145,0.000416,0.001472,0.001024,0.000352,1.487661
1.232762,0.205679,0.005760,0.048580,0.000800,0.013729,0.000384,0.001536,0.001056,0.000352,1.520655
1.229147,0.204815,0.005248,0.048196,0.001120,0.013665,0.000384,0.001600,0.001152,0.000384,1.514095
1.223450,0.203759,0.005152,0.048228,0.000800,0.014017,0.000352,0.001568,0.001184,0.000608,1.508462
1.184375,0.204687,0.005440,0.048676,0.000800,0.013761,0.000384,0.001536,0.001248,0.000384,1.469291
1.228122,0.204335,0.005665,0.048259,0.001056,0.014145,0.000416,0.001568,0.001281,0.000384,1.513999
1.209593,0.203791,0.005217,0.048643,0.000800,0.013793,0.000352,0.001472,0.001345,0.000416,1.493966
1.256444,0.203983,0.005217,0.048163,0.000864,0.013857,0.000385,0.001536,0.001056,0.000416,1.540529
1.210904,0.204143,0.005568,0.048068,0.000832,0.013889,0.000352,0.001600,0.001024,0.000384,1.495725
1.227802,0.204463,0.005633,0.048451,0.000768,0.014145,0.000352,0.001536,0.001024,0.000352,1.513039
1.179254,0.203662,0.005568,0.048131,0.000800,0.013825,0.000416,0.001504,0.001024,0.000384,1.463051
1.222073,0.204399,0.005153,0.048355,0.000832,0.014049,0.000384,0.001505,0.001056,0.000384,1.506894
1.225273,0.203406,0.005121,0.048483,0.000800,0.013697,0.000352,0.001440,0.000992,0.000384,1.509038
1.217433,0.204111,0.005281,0.048131,0.000800,0.013825,0.000384,0.001440,0.001088,0.000384,1.502350
1.236762,0.203631,0.005376,0.048516,0.000832,0.013985,0.000416,0.001504,0.001056,0.000384,1.520399
1.188119,0.204303,0.005440,0.048932,0.000864,0.014561,0.000384,0.001408,0.001152,0.000352,1.474347
1.293119,0.203951,0.005089,0.048675,0.000800,0.013825,0.000352,0.001440,0.000992,0.000352,1.577908
1.205496,0.203791,0.005312,0.048548,0.000864,0.014145,0.000384,0.001472,0.001024,0.000352,1.490093
1.185527,0.223249,0.008544,0.048579,0.001088,0.013857,0.000416,0.001472,0.001089,0.000384,1.493390
1.183926,0.203983,0.005632,0.048420,0.000832,0.014177,0.000384,0.001760,0.001216,0.000416,1.468875
1.202008,0.204207,0.005377,0.048259,0.000864,0.013825,0.000320,0.001440,0.001025,0.000416,1.486477
1.196503,0.204463,0.005568,0.048356,0.000832,0.013697,0.000352,0.001472,0.001024,0.000384,1.481964
1.218297,0.203663,0.005536,0.048260,0.000864,0.013505,0.000384,0.001664,0.000960,0.000384,1.501902
1.266364,0.204687,0.005504,0.048580,0.000864,0.013793,0.000384,0.001696,0.001280,0.000384,1.552049
1.235323,0.204335,0.005600,0.048356,0.000800,0.013505,0.000384,0.001696,0.001056,0.000352,1.519855
1.219929,0.203663,0.005056,0.048772,0.000832,0.014241,0.000384,0.001760,0.001024,0.000353,1.504622
1.212665,0.206895,0.005152,0.048483,0.000800,0.014657,0.000384,0.001504,0.001153,0.000352,1.501038
1.200056,0.226353,0.009441,0.048419,0.000832,0.013729,0.000385,0.001472,0.001280,0.000384,1.512655
1.222618,0.203983,0.005568,0.048548,0.000832,0.014433,0.000352,0.001536,0.001408,0.000416,1.508110
1.212760,0.203919,0.005216,0.048676,0.000768,0.014401,0.000384,0.001600,0.001024,0.000416,1.497389
1.219609,0.204879,0.005152,0.048708,0.001088,0.014465,0.000416,0.001536,0.001217,0.000384,1.506382
1.231321,0.203759,0.005312,0.048708,0.001088,0.014017,0.000384,0.001888,0.001120,0.000416,1.517550
1.246683,0.205487,0.005056,0.048707,0.001024,0.013921,0.000352,0.001536,0.001280,0.000352,1.533296
1.191831,0.204527,0.005697,0.049123,0.001056,0.013601,0.000352,0.001440,0.001121,0.000384,1.477996
1.280957,0.204783,0.005568,0.048548,0.000832,0.014497,0.000384,0.001472,0.001088,0.000384,1.566834
1.212952,0.206671,0.005280,0.048676,0.000864,0.014113,0.000352,0.001632,0.001536,0.000352,1.501101
1.199895,0.232241,0.005632,0.048772,0.000832,0.014145,0.000352,0.001472,0.000960,0.000384,1.513678
1.198168,0.203663,0.005121,0.048323,0.000768,0.014017,0.000384,0.001504,0.000992,0.000352,1.481677
1.211321,0.203439,0.005024,0.048164,0.000864,0.013921,0.000352,0.001408,0.001088,0.000384,1.494573
1.225497,0.204559,0.005536,0.048484,0.000832,0.014081,0.000416,0.001504,0.000992,0.000416,1.510478
1.193943,0.204015,0.005696,0.048324,0.000832,0.014017,0.000384,0.001440,0.001024,0.000416,1.479020
1.275197,0.203855,0.005184,0.048740,0.000832,0.014113,0.000384,0.001536,0.000960,0.000384,1.559826
1.249595,0.204783,0.005216,0.048932,0.000896,0.013537,0.000352,0.001472,0.000992,0.000416,1.535216
1.203320,0.204847,0.005440,0.048196,0.000800,0.013761,0.000384,0.001472,0.001024,0.000320,1.487660
1.223034,0.203663,0.005152,0.048676,0.000768,0.013729,0.000384,0.001376,0.000960,0.000576,1.506798
1.238170,0.204015,0.005440,0.048836,0.000864,0.049795,0.000800,0.001664,0.001216,0.000352,1.560626
1.224761,0.204910,0.005313,0.048739,0.000801,0.014049,0.000352,0.001440,0.001024,0.000416,1.509966
1.218713,0.205135,0.005537,0.048835,0.000864,0.014177,0.000384,0.001408,0.000993,0.000384,1.504942
1.226682,0.205199,0.005312,0.048644,0.000832,0.014273,0.000352,0.001536,0.001248,0.000384,1.513358
1.213400,0.204047,0.005025,0.048611,0.000672,0.013985,0.000608,0.001665,0.001152,0.000416,1.497709
1.234682,0.204239,0.005057,0.049635,0.000736,0.013793,0.000384,0.001473,0.000960,0.000416,1.519631
1.221913,0.204527,0.005376,0.049380,0.000576,0.013761,0.000448,0.001408,0.000992,0.000384,1.506990
1.242363,0.204815,0.005056,0.048644,0.000768,0.014113,0.000384,0.001408,0.000992,0.000384,1.527631
1.195127,0.203759,0.005120,0.048740,0.000576,0.014369,0.000352,0.001504,0.000992,0.000416,1.478988
1.202808,0.203567,0.005120,0.050372,0.000800,0.013825,0.000384,0.001536,0.001025,0.000384,1.488045
1.218201,0.204815,0.005312,0.049572,0.000768,0.013793,0.000384,0.001920,0.001057,0.000416,1.504782
1.210552,0.203951,0.005440,0.048516,0.000576,0.013633,0.000384,0.001408,0.000992,0.000384,1.494541
1.225082,0.204079,0.005056,0.048516,0.000640,0.014049,0.000416,0.001472,0.001056,0.000384,1.508526
1.224217,0.203982,0.005537,0.048035,0.000801,0.013537,0.000352,0.001376,0.000992,0.000384,1.507502
1.266749,0.203663,0.005376,0.047652,0.000576,0.013633,0.000384,0.001440,0.000928,0.000416,1.548049
1.177366,0.205039,0.005088,0.047204,0.000800,0.013505,0.000416,0.001408,0.001024,0.000416,1.461482
1.199255,0.203823,0.005088,0.064869,0.000800,0.013537,0.000384,0.001504,0.000896,0.000384,1.498573
1.214520,0.203631,0.005504,0.047556,0.000608,0.013473,0.000384,0.001504,0.000896,0.000352,1.496204
1.170645,0.204079,0.005601,0.047171,0.000832,0.013377,0.000352,0.001440,0.000864,0.000385,1.452458
1.196951,0.203567,0.005025,0.047139,0.000576,0.013633,0.000448,0.001440,0.000960,0.000320,1.477611
1.226809,0.203823,0.005537,0.047299,0.000576,0.013441,0.000416,0.001408,0.001024,0.000352,1.508366
1.236890,0.203855,0.005024,0.047236,0.000800,0.013601,0.000416,0.001408,0.000896,0.000352,1.518126
1.212312,0.203311,0.009281,0.047971,0.000704,0.013889,0.000384,0.001696,0.001025,0.000288,1.497933
1.170421,0.224689,0.005280,0.048516,0.000768,0.013505,0.000384,0.001440,0.000704,0.000352,1.474955
1.179990,0.203663,0.005344,0.048452,0.000544,0.013377,0.000416,0.001408,0.000864,0.000416,1.461226
1.174262,0.203311,0.004992,0.048868,0.000576,0.013409,0.000384,0.001344,0.000864,0.000320,1.455466
1.228890,0.204079,0.005056,0.048356,0.000608,0.013377,0.000352,0.001408,0.000960,0.000352,1.510350
