Layer[0],Layer[1],TEE[2-7],Layer[8],Layer[9],Layer[10],classifier
0.436913,0.017761,0.753053,0.002977,0.001216,0.000384,1.219760
0.421552,0.017857,0.737501,0.002464,0.001088,0.000352,1.187727
0.423024,0.017856,0.738237,0.003424,0.001120,0.000416,1.191535
0.451442,0.017857,0.739005,0.002368,0.001408,0.000352,1.218864
0.420849,0.018016,0.740990,0.002976,0.001216,0.000352,1.190255
0.421072,0.017633,0.771519,0.002400,0.001216,0.000352,1.221072
0.425328,0.017761,0.744861,0.002272,0.001120,0.000384,1.198447
0.420464,0.017793,0.736413,0.003040,0.001280,0.000384,1.186766
0.421681,0.017857,0.756317,0.002753,0.001152,0.000416,1.206960
0.423824,0.017825,0.744061,0.002657,0.001312,0.000352,1.197679
0.421040,0.017633,0.731709,0.002592,0.001088,0.000352,1.181582
0.418000,0.017601,0.756734,0.003392,0.001408,0.000384,1.204815
0.421041,0.017792,0.740670,0.002784,0.001760,0.000384,1.192175
0.420944,0.017824,0.729853,0.002560,0.001248,0.000320,1.180046
0.435153,0.017665,0.745053,0.002657,0.001248,0.000352,1.209104
0.416113,0.017632,0.735868,0.002560,0.001312,0.000320,1.181487
0.416657,0.017505,0.740445,0.002432,0.001216,0.000384,1.185487
0.420401,0.017825,0.726908,0.002337,0.001088,0.000384,1.175375
0.420176,0.017760,0.769151,0.002240,0.001344,0.000352,1.217200
0.416433,0.017537,0.764542,0.002400,0.001216,0.000384,1.210000
0.425264,0.017377,0.756830,0.002464,0.001056,0.000384,1.209647
0.416464,0.017473,0.735549,0.002560,0.001024,0.000384,1.179118
0.420560,0.017792,0.740029,0.003105,0.001184,0.000384,1.190671
0.419729,0.017601,0.728604,0.002401,0.001152,0.000384,1.176271
0.420433,0.017665,0.739293,0.002240,0.001120,0.000544,1.187823
0.438577,0.017953,0.729724,0.002560,0.001088,0.000384,1.196527
0.420017,0.017729,0.742717,0.002400,0.001184,0.000384,1.190351
0.420273,0.017857,0.748733,0.002432,0.001152,0.000416,1.196623
0.433649,0.017601,0.748317,0.003009,0.001216,0.000416,1.211568
0.415696,0.018208,0.745694,0.002464,0.001152,0.000384,1.190479
0.420593,0.017953,0.767102,0.003232,0.001248,0.000384,1.217616
0.420241,0.017825,0.746013,0.002272,0.001152,0.000384,1.194863
0.420432,0.017856,0.731773,0.002336,0.001152,0.000416,1.180974
0.415857,0.017536,0.787103,0.002593,0.001216,0.000608,1.231793
0.421169,0.017889,0.764222,0.002432,0.001056,0.000320,1.213744
0.415760,0.017505,0.748509,0.002400,0.001024,0.000384,1.192495
0.420625,0.017792,0.766911,0.002496,0.001088,0.000384,1.215312
0.416017,0.017729,0.745181,0.002528,0.001056,0.000320,1.189743
0.415952,0.017825,0.734173,0.002656,0.001152,0.000352,1.179950
0.436529,0.017889,0.737661,0.003424,0.001184,0.000416,1.204079
0.420880,0.017505,0.742045,0.002432,0.001024,0.000416,1.191278
0.416017,0.017984,0.737117,0.002432,0.001216,0.000416,1.181903
0.416560,0.017697,0.742141,0.002432,0.001152,0.000384,1.187086
0.420688,0.017824,0.742398,0.002368,0.000992,0.000384,1.190799
0.420113,0.017824,0.762718,0.002497,0.001120,0.000384,1.210704
0.415728,0.017889,0.736669,0.002336,0.000992,0.000352,1.180110
0.419600,0.017665,0.743581,0.002432,0.001152,0.000384,1.191310
0.415504,0.017633,0.759198,0.002304,0.001056,0.000384,1.201711
0.420849,0.017665,0.736957,0.002432,0.001088,0.000416,1.186223
0.420432,0.017697,0.739101,0.002432,0.001056,0.000384,1.187342
0.442482,0.017793,0.761214,0.002272,0.001088,0.000576,1.232017
0.420209,0.017569,0.721244,0.002368,0.001088,0.000576,1.168718
0.416048,0.017697,0.741277,0.002560,0.001088,0.000384,1.185966
0.434609,0.018241,0.740413,0.002368,0.001120,0.000384,1.203471
0.415952,0.017761,0.722877,0.002528,0.001056,0.000384,1.166926
0.421649,0.017696,0.746974,0.002400,0.001216,0.000416,1.196495
0.420496,0.017729,0.721853,0.002432,0.001056,0.000352,1.170254
0.420176,0.017889,0.739517,0.002336,0.001056,0.000352,1.186862
0.415792,0.017633,0.757406,0.002368,0.001152,0.000416,1.202671
0.420209,0.017441,0.732893,0.002368,0.001088,0.000352,1.180911
0.415376,0.017889,0.742845,0.002688,0.001024,0.000352,1.186383
0.420144,0.017888,0.764254,0.002400,0.001153,0.000384,1.211888
0.415664,0.017761,0.747390,0.002528,0.001152,0.000608,1.191919
0.420305,0.017633,0.739709,0.002304,0.001152,0.000352,1.187471
0.439441,0.017664,0.753406,0.002368,0.001120,0.000384,1.221136
0.416400,0.017569,0.748381,0.002784,0.001120,0.000352,1.194127
0.415793,0.017729,0.741757,0.002464,0.001216,0.000384,1.186447
0.438545,0.017377,0.756318,0.002336,0.001120,0.000384,1.222896
0.416305,0.017665,0.748989,0.002432,0.001120,0.000384,1.194447
0.420049,0.017761,0.750909,0.003360,0.001184,0.000352,1.200847
0.419856,0.017729,0.729661,0.002432,0.001216,0.000384,1.177230
0.422128,0.017664,0.752574,0.002592,0.001152,0.000416,1.204207
0.420721,0.017601,0.789855,0.004192,0.001088,0.000384,1.241617
0.416400,0.017857,0.747325,0.002528,0.001280,0.000352,1.192718
0.417104,0.017793,0.748797,0.002560,0.000960,0.000384,1.193743
0.415377,0.017601,0.776351,0.003744,0.001120,0.000352,1.240049
0.420720,0.017665,0.744285,0.002497,0.000992,0.000352,1.192815
0.416080,0.017761,0.747742,0.002528,0.001184,0.000384,1.192751
0.431793,0.017473,0.766558,0.002464,0.001120,0.000384,1.227057
0.416145,0.017408,0.734237,0.002465,0.001152,0.000352,1.179407
0.420369,0.017921,0.768286,0.002944,0.001184,0.000384,1.218384
0.416112,0.017697,0.738813,0.002400,0.001120,0.000608,1.183822
0.420592,0.017953,0.739133,0.002432,0.001152,0.000320,1.187886
0.416241,0.017697,0.747453,0.002624,0.001152,0.000352,1.192111
0.421040,0.017761,0.741373,0.002432,0.000992,0.000384,1.189806
0.415632,0.017409,0.740125,0.002304,0.001088,0.000384,1.182382
0.420176,0.017569,0.761150,0.003232,0.001216,0.000352,1.210479
0.416209,0.017793,0.741917,0.002976,0.001088,0.000384,1.186639
0.420337,0.017473,0.749021,0.003393,0.001184,0.000384,1.198928
0.437362,0.017793,0.752861,0.002496,0.001088,0.000384,1.219600
0.420561,0.017440,0.743198,0.002496,0.001120,0.000320,1.191759
0.420497,0.017793,0.747261,0.002272,0.001120,0.000385,1.196592
0.421265,0.017697,0.748989,0.002400,0.001152,0.000352,1.199632
0.420273,0.017537,0.750493,0.002592,0.001120,0.000384,1.200112
0.421136,0.017505,0.749725,0.003072,0.001184,0.000384,1.200111
0.420177,0.017408,0.747134,0.002464,0.001312,0.000416,1.195599
0.416785,0.018081,0.743325,0.002336,0.001152,0.000352,1.187823
0.421329,0.017601,0.769086,0.002560,0.001152,0.000416,1.218448
0.415729,0.017761,0.749789,0.003264,0.001152,0.000352,1.195791
0.420529,0.017825,0.743485,0.002304,0.001120,0.000416,1.192111
0.440305,0.017472,0.759230,0.002528,0.001120,0.000576,1.228848
0.422033,0.017761,0.737021,0.002496,0.001024,0.000384,1.188111
0.421072,0.017601,0.753182,0.002464,0.001152,0.000352,1.202511
0.419792,0.017441,0.743805,0.002272,0.001184,0.000320,1.192431
0.420817,0.017761,0.770110,0.002432,0.001184,0.000384,1.218896
0.416272,0.017729,0.770526,0.003008,0.001152,0.000384,1.215279
0.420241,0.017505,0.730748,0.002240,0.001152,0.000384,1.179215
0.420336,0.017760,0.746046,0.002464,0.001120,0.000384,1.196431
0.420720,0.017537,0.769150,0.002336,0.001120,0.000384,1.218384
0.419984,0.017697,0.731421,0.002400,0.000960,0.000384,1.179278
0.416016,0.017857,0.743101,0.002496,0.001088,0.000352,1.187630
0.420656,0.034562,0.748861,0.002592,0.001121,0.000416,1.216112
0.421841,0.017921,0.762974,0.002464,0.001120,0.000384,1.214256
0.421777,0.017921,0.746941,0.002464,0.001152,0.000384,1.197263
0.438289,0.017761,0.758142,0.002400,0.001088,0.000416,1.224464
0.420113,0.017568,0.741918,0.002688,0.001120,0.000640,1.190863
0.418897,0.017984,0.787583,0.002401,0.001152,0.000608,1.235921
0.420624,0.017696,0.745310,0.002592,0.001152,0.000384,1.195375
0.420720,0.017569,0.770174,0.002336,0.001152,0.000416,1.219568
0.420785,0.017536,0.766367,0.002592,0.001216,0.000352,1.215856
0.420688,0.017536,0.749630,0.002528,0.001152,0.000416,1.198479
0.421073,0.017728,0.745917,0.002496,0.001120,0.000352,1.195759
0.421585,0.017569,0.751549,0.002400,0.001152,0.000352,1.201488
0.415824,0.017505,0.729629,0.003424,0.001152,0.000352,1.174798
0.420817,0.017889,0.731613,0.002400,0.001056,0.000352,1.181391
0.435985,0.017313,0.733629,0.002528,0.001120,0.000352,1.197487
0.415569,0.017473,0.742301,0.002464,0.001120,0.000384,1.185711
0.416144,0.017825,0.747101,0.002496,0.001216,0.000384,1.192239
0.419185,0.017537,0.753021,0.002433,0.001120,0.000352,1.200720
0.420208,0.017632,0.746302,0.002496,0.001024,0.000384,1.194319
0.419793,0.017504,0.761726,0.002369,0.001120,0.000384,1.209200
0.416368,0.017953,0.756286,0.002240,0.001184,0.000608,1.202575
0.422033,0.017696,0.753150,0.002368,0.001120,0.000352,1.204015
0.420560,0.017665,0.756286,0.002496,0.001184,0.000384,1.205839
0.420368,0.017633,0.741917,0.002401,0.001088,0.000384,1.190159
0.420144,0.017472,0.733725,0.003072,0.001216,0.000416,1.182798
0.438706,0.017760,0.759326,0.002496,0.001184,0.000384,1.227633
0.420624,0.017505,0.738621,0.002592,0.001120,0.000384,1.188334
0.420529,0.017665,0.731036,0.002177,0.001120,0.000352,1.179407
0.420049,0.017473,0.777438,0.002432,0.001089,0.000384,1.225329
0.415472,0.017953,0.740605,0.002976,0.001056,0.000384,1.184654
0.420465,0.018017,0.769662,0.002336,0.001120,0.000352,1.219728
0.415664,0.017505,0.740733,0.002272,0.001216,0.000384,1.183790
0.420209,0.017601,0.732989,0.002048,0.001120,0.000416,1.180431
0.420401,0.017537,0.760094,0.002272,0.001024,0.000576,1.208432
0.421712,0.017825,0.732125,0.002368,0.001152,0.000352,1.182414
0.419921,0.017568,0.716509,0.002432,0.000864,0.000352,1.163086
0.435377,0.017569,0.740285,0.002368,0.000928,0.000384,1.203407
0.420881,0.017824,0.739486,0.002400,0.000928,0.000320,1.187567
0.417169,0.017729,0.729916,0.002208,0.000993,0.000352,1.174255
0.438001,0.018113,0.729501,0.002496,0.001024,0.000352,1.195535
0.416112,0.017601,0.724636,0.003392,0.000992,0.000384,1.169422
0.415440,0.017889,0.717212,0.002464,0.000960,0.000352,1.160334
0.420624,0.017825,0.741277,0.002305,0.001088,0.000416,1.190031
0.420752,0.017729,0.733629,0.002848,0.001120,0.000384,1.182798
0.420433,0.017664,0.758078,0.002400,0.001248,0.000352,1.206960
0.420433,0.017633,0.739677,0.002528,0.001472,0.000416,1.188335
0.415952,0.017505,0.731069,0.002720,0.001152,0.000384,1.175790
0.421105,0.017472,0.768287,0.002592,0.001312,0.000352,1.217392
0.420528,0.017665,0.731677,0.002304,0.001184,0.000384,1.179214
0.420784,0.017792,0.721821,0.002688,0.001152,0.000384,1.172526
0.420752,0.017537,0.771326,0.003264,0.001152,0.000352,1.221520
0.420976,0.017569,0.739453,0.002496,0.001313,0.000384,1.188559
0.421008,0.017889,0.734333,0.002496,0.001056,0.000352,1.183630
0.438225,0.017889,0.746717,0.002784,0.001120,0.000608,1.215279
0.420721,0.017761,0.747037,0.002528,0.001120,0.000352,1.196751
0.420625,0.017600,0.747774,0.002880,0.001440,0.000384,1.198191
0.422449,0.018081,0.752125,0.002528,0.001120,0.000352,1.204752
0.421905,0.017953,0.748061,0.002593,0.001344,0.000352,1.199504
0.421329,0.018048,0.757374,0.003072,0.001440,0.000385,1.209648
0.422096,0.018016,0.734141,0.002592,0.001120,0.000352,1.185998
0.420528,0.017696,0.750078,0.002528,0.001152,0.000352,1.199727
0.421680,0.017825,0.764510,0.002752,0.001088,0.000384,1.215791
0.425649,0.018177,0.760254,0.002752,0.001280,0.000384,1.215120
0.421648,0.017569,0.729053,0.002336,0.001184,0.000320,1.178990
0.437522,0.017600,0.747934,0.002528,0.001152,0.000352,1.214096
0.416049,0.017632,0.733981,0.002272,0.001152,0.000417,1.177263
0.420048,0.017697,0.748350,0.002368,0.001184,0.000384,1.197423
0.419952,0.017537,0.748701,0.002528,0.001152,0.000576,1.196911
0.419857,0.017537,0.744893,0.002528,0.001216,0.000384,1.192463
0.421584,0.017600,0.781375,0.005152,0.001152,0.000576,1.235792
0.422321,0.017568,0.739101,0.002400,0.001152,0.000384,1.190351
0.421553,0.017953,0.750653,0.002400,0.001152,0.000384,1.200208
0.433201,0.017792,0.758942,0.002464,0.001152,0.000352,1.220848
0.421200,0.017921,0.729533,0.002304,0.001056,0.000416,1.178702
0.421873,0.017696,0.739902,0.002208,0.001120,0.000384,1.189231
0.434193,0.017601,0.752350,0.003232,0.001280,0.000640,1.216848
0.417873,0.017633,0.742685,0.002336,0.001216,0.000416,1.188783
0.416304,0.017793,0.740829,0.002240,0.001152,0.000416,1.184750
0.416944,0.017569,0.739261,0.002112,0.001184,0.000448,1.183470
0.418352,0.017921,0.743709,0.002368,0.001184,0.000417,1.192367
0.420784,0.017505,0.747614,0.002336,0.001280,0.000352,1.196751
0.420816,0.017632,0.742141,0.002272,0.001568,0.000384,1.191279
0.421008,0.017665,0.723965,0.002336,0.001184,0.000384,1.173198
0.421264,0.017601,0.753790,0.002496,0.001152,0.000352,1.203312
0.420977,0.018273,0.742685,0.002944,0.001312,0.000416,1.192719
0.421072,0.017633,0.739133,0.002912,0.001152,0.000417,1.188943
0.439634,0.017440,0.732445,0.002272,0.001024,0.000352,1.199472
0.420976,0.017760,0.727037,0.002176,0.001024,0.000352,1.175086
0.422128,0.017537,0.740445,0.002688,0.001408,0.000385,1.192143
0.452658,0.017601,0.736189,0.003648,0.001216,0.000384,1.219408
0.420657,0.017633,0.730940,0.002977,0.001280,0.000352,1.180495
0.416496,0.017697,0.760574,0.003040,0.001088,0.000352,1.205871
0.420721,0.017728,0.723741,0.002528,0.001120,0.000352,1.172494
0.417041,0.017472,0.734109,0.002336,0.001056,0.000352,1.178511
0.420656,0.017473,0.755966,0.003168,0.001248,0.000416,1.205327
0.416177,0.017633,0.742813,0.002592,0.001376,0.000352,1.188495
0.421904,0.017664,0.752254,0.002656,0.001152,0.000416,1.202479
0.422929,0.017729,0.766910,0.003200,0.001152,0.000416,1.219312
0.415121,0.017665,0.737405,0.002528,0.001280,0.000384,1.179951
0.421393,0.017729,0.746397,0.002432,0.001152,0.000416,1.197487
0.439409,0.017761,0.751614,0.002784,0.001120,0.000416,1.219088
0.416433,0.017665,0.728412,0.002368,0.001120,0.000384,1.172558
0.420752,0.017792,0.726205,0.002368,0.001120,0.000416,1.174862
0.420177,0.017568,0.740094,0.002176,0.001056,0.000384,1.187599
0.416145,0.017473,0.740029,0.002432,0.001152,0.000384,1.184207
0.421201,0.017729,0.770942,0.003072,0.001441,0.000384,1.222481
0.421233,0.017793,0.738045,0.002368,0.001344,0.000352,1.188015
0.421872,0.017537,0.740701,0.002336,0.001345,0.000352,1.191823
0.420401,0.017537,0.748637,0.002368,0.001089,0.000416,1.197072
0.416496,0.017600,0.740733,0.002593,0.001152,0.000352,1.185391
0.420592,0.017633,0.741309,0.002784,0.001088,0.000384,1.190894
0.416017,0.017760,0.756382,0.003200,0.001376,0.000384,1.202160
0.421520,0.017728,0.735773,0.002784,0.001185,0.000320,1.186799
0.419857,0.017569,0.741981,0.002560,0.001216,0.000384,1.190383
0.436113,0.017633,0.747325,0.002497,0.001216,0.000384,1.212080
0.421424,0.017601,0.770942,0.002529,0.001088,0.000384,1.221872
0.424049,0.017441,0.744829,0.002432,0.001056,0.000384,1.196303
0.422609,0.017760,0.733629,0.002400,0.001088,0.000416,1.184654
0.416432,0.017600,0.742973,0.002464,0.001152,0.000384,1.188111
0.420849,0.017697,0.768094,0.003136,0.001248,0.000352,1.218896
0.422161,0.017633,0.747645,0.002240,0.001152,0.000320,1.198223
0.415920,0.017824,0.742109,0.002464,0.001120,0.000384,1.186479
0.421584,0.017793,0.772767,0.003520,0.001472,0.000480,1.225712
0.421136,0.017601,0.747806,0.002560,0.001088,0.000352,1.197647
0.422161,0.017697,0.731869,0.003232,0.001088,0.000384,1.183343
0.437105,0.017792,0.752926,0.002784,0.001376,0.000416,1.220464
0.423633,0.017857,0.746685,0.002880,0.001216,0.000352,1.199887
0.424977,0.017889,0.729916,0.002817,0.001408,0.000384,1.183695
0.423473,0.017600,0.740413,0.002784,0.001152,0.000384,1.192623
0.423056,0.017697,0.736893,0.002912,0.001184,0.000384,1.189518
0.421840,0.017504,0.770303,0.003200,0.001216,0.000384,1.220880
0.420625,0.017505,0.731133,0.003392,0.001024,0.000320,1.181679
0.420881,0.017729,0.738397,0.002720,0.001088,0.000384,1.187183
0.420689,0.017697,0.745885,0.003200,0.001312,0.000384,1.195792
0.416400,0.017377,0.727196,0.003392,0.001248,0.000352,1.171534
0.420625,0.017537,0.743869,0.002400,0.001184,0.000384,1.193103
0.423856,0.017600,0.764798,0.003393,0.001056,0.000384,1.218160
0.423249,0.017568,0.738429,0.002464,0.001152,0.000384,1.189167
0.416784,0.017665,0.730845,0.002144,0.001120,0.000416,1.176142
0.433425,0.017729,0.739581,0.002688,0.001088,0.000352,1.201167
0.419793,0.017601,0.739357,0.002464,0.001088,0.000384,1.186767
0.416369,0.017760,0.744382,0.002272,0.001152,0.000448,1.188527
0.420464,0.017473,0.761470,0.002368,0.001216,0.000352,1.209295
0.421137,0.017761,0.740029,0.002432,0.001120,0.000352,1.188655
0.421105,0.017633,0.749437,0.002272,0.001184,0.000320,1.197871
0.421104,0.017857,0.733277,0.002464,0.001408,0.000384,1.183790
0.415825,0.017568,0.730301,0.002144,0.001152,0.000384,1.174254
0.416112,0.017761,0.749726,0.003040,0.001248,0.000416,1.194735
0.420849,0.017633,0.729725,0.002528,0.001184,0.000384,1.179343
0.420113,0.017857,0.738749,0.002240,0.000992,0.000352,1.186607
0.423792,0.017537,0.762078,0.002528,0.001024,0.000384,1.214127
0.422096,0.017569,0.727709,0.002272,0.001184,0.000384,1.177550
0.417136,0.017569,0.736061,0.002368,0.001248,0.000384,1.181294
0.436465,0.017601,0.747645,0.002304,0.001088,0.000352,1.211791
0.420977,0.017568,0.727485,0.002432,0.001120,0.000416,1.176814
0.421009,0.017888,0.739966,0.002496,0.001088,0.000416,1.189391
0.420017,0.017409,0.741917,0.002432,0.001120,0.000352,1.189327
0.422033,0.017761,0.739293,0.002592,0.001248,0.000352,1.190223
0.416241,0.017473,0.766558,0.002592,0.001248,0.000352,1.211344
0.421137,0.017569,0.739005,0.002560,0.001088,0.000384,1.187759
0.420432,0.017825,0.763998,0.003200,0.001440,0.000416,1.214223
0.419824,0.017728,0.774527,0.002752,0.001088,0.000416,1.222160
0.415729,0.017600,0.730749,0.002688,0.001056,0.000352,1.174222
0.419824,0.017601,0.737437,0.002304,0.001216,0.000384,1.184590
0.416656,0.017441,0.748477,0.002240,0.001024,0.000320,1.192910
0.418897,0.017504,0.739197,0.002369,0.001024,0.000416,1.185103
0.420049,0.017505,0.735709,0.002816,0.001216,0.000416,1.185391
0.433905,0.017825,0.752094,0.002368,0.001056,0.000640,1.214512
0.421649,0.017665,0.748413,0.002529,0.001088,0.000608,1.199696
0.415888,0.017665,0.738909,0.003392,0.001120,0.000353,1.183983
0.420240,0.017761,0.739357,0.002528,0.001056,0.000384,1.188878
0.420592,0.017920,0.739037,0.002369,0.001120,0.000384,1.186991
0.416209,0.017441,0.769150,0.003392,0.001280,0.000640,1.215568
0.420497,0.017665,0.744413,0.002912,0.001088,0.000352,1.194031
0.416401,0.017633,0.751133,0.002208,0.001152,0.000384,1.196399
0.422192,0.017665,0.776447,0.003712,0.001280,0.000576,1.229968
0.416688,0.017537,0.750109,0.002753,0.001280,0.000416,1.196207
0.420721,0.017601,0.738909,0.003840,0.001280,0.000448,1.190319
0.452882,0.017633,0.738173,0.002560,0.001184,0.000320,1.220912
0.420624,0.017473,0.739293,0.002400,0.000960,0.000384,1.186830
0.420465,0.017504,0.742686,0.002656,0.001120,0.000352,1.191375
0.420561,0.017441,0.767422,0.002368,0.001184,0.000384,1.215312
0.420433,0.017697,0.727548,0.002240,0.001152,0.000417,1.175919
0.419920,0.017729,0.759102,0.002560,0.001056,0.000384,1.206959
0.415440,0.017569,0.752221,0.002593,0.001088,0.000384,1.196111
0.420593,0.017824,0.743454,0.002272,0.001152,0.000320,1.191983
0.421297,0.017729,0.759133,0.002304,0.001152,0.000352,1.207920
0.416016,0.017857,0.723676,0.002337,0.001120,0.000320,1.166990
0.415985,0.017984,0.744830,0.002432,0.001120,0.000384,1.190095
0.420784,0.017665,0.746493,0.002208,0.001120,0.000608,1.209839
0.420080,0.017505,0.736541,0.002592,0.001120,0.000352,1.184494
0.420433,0.017377,0.735133,0.002496,0.001024,0.000576,1.182895
0.439441,0.017472,0.748158,0.002624,0.001184,0.000384,1.215856
0.420177,0.017504,0.737725,0.002336,0.001120,0.000352,1.185391
0.420721,0.017889,0.736957,0.002464,0.001152,0.000448,1.187535
0.415568,0.017633,0.735325,0.002304,0.001152,0.000352,1.179118
0.420625,0.017568,0.739005,0.002337,0.001152,0.000352,1.187087
0.419953,0.017632,0.760062,0.003361,0.001280,0.000416,1.210480
0.421553,0.017856,0.740990,0.002240,0.001120,0.000352,1.190543
0.420304,0.017793,0.740701,0.002464,0.001088,0.000385,1.188463
0.420177,0.017697,0.760478,0.002976,0.001152,0.000384,1.209264
0.420241,0.017665,0.738685,0.002208,0.001152,0.000384,1.186383
0.419665,0.017857,0.739613,0.002240,0.001120,0.000384,1.187215
0.438417,0.017697,0.756862,0.002496,0.001024,0.000576,1.222128
0.422385,0.017440,0.736029,0.002593,0.001120,0.000352,1.187503
0.420177,0.017728,0.742366,0.002624,0.001184,0.000384,1.190927
0.433233,0.018209,0.745789,0.002304,0.001152,0.000384,1.207664
0.416112,0.017760,0.709948,0.002336,0.001120,0.000352,1.154926
0.415952,0.017312,0.765950,0.003329,0.001248,0.000416,1.211504
0.417041,0.017824,0.744990,0.002368,0.001024,0.000288,1.190063
0.420081,0.017728,0.741854,0.002400,0.001088,0.000384,1.189359
0.416624,0.017472,0.762462,0.002976,0.001281,0.000640,1.208432
0.420848,0.017761,0.735485,0.002496,0.001120,0.000384,1.185582
0.415888,0.017697,0.745565,0.002720,0.000928,0.000416,1.189134
0.415632,0.017761,0.763934,0.002720,0.001088,0.000384,1.208559
0.415952,0.017601,0.744925,0.002368,0.001088,0.000320,1.189582
0.420336,0.017761,0.743869,0.002465,0.001120,0.000384,1.192623
0.436145,0.017569,0.748573,0.002241,0.001184,0.000384,1.213776
0.420880,0.017440,0.732669,0.002496,0.001088,0.000384,1.181934
0.420400,0.017440,0.753214,0.002464,0.001120,0.000320,1.201935
0.419985,0.017409,0.754333,0.002337,0.001088,0.000320,1.201328
0.416080,0.017505,0.744573,0.002336,0.001120,0.000352,1.188655
0.420368,0.017888,0.755838,0.003008,0.001216,0.000384,1.206191
0.415696,0.017441,0.745597,0.003105,0.001184,0.000384,1.190383
0.416016,0.017761,0.747486,0.002464,0.001152,0.000384,1.193039
0.420337,0.017984,0.770271,0.003040,0.001152,0.000416,1.220048
0.420337,0.017472,0.745950,0.002464,0.001216,0.000416,1.194735
0.416145,0.017793,0.736285,0.002752,0.001216,0.000384,1.182159
0.436337,0.017697,0.745181,0.002368,0.001056,0.000352,1.209551
0.420592,0.017441,0.746653,0.002240,0.001152,0.000352,1.194895
0.415856,0.017633,0.750014,0.002368,0.001120,0.000352,1.193935
0.420848,0.017665,0.747389,0.002496,0.000993,0.000384,1.195760
0.420209,0.017793,0.743773,0.002400,0.001152,0.000384,1.192079
0.420496,0.017760,0.768767,0.002560,0.001056,0.000352,1.218864
0.422097,0.017761,0.755038,0.002560,0.001152,0.000416,1.206352
0.417329,0.017408,0.751133,0.002784,0.001088,0.000320,1.197135
0.416305,0.017729,0.771518,0.002560,0.000992,0.000352,1.215920
0.423888,0.017857,0.754270,0.002656,0.001120,0.000384,1.207503
0.415281,0.017536,0.745150,0.003360,0.001184,0.000384,1.189295
0.438641,0.017536,0.734365,0.002464,0.001088,0.000352,1.200783
0.421489,0.017633,0.751069,0.002337,0.001280,0.000416,1.200528
0.421008,0.017792,0.744766,0.002400,0.001024,0.000320,1.193935
0.433873,0.017825,0.733821,0.002752,0.000992,0.000352,1.196687
0.416816,0.017921,0.748893,0.002849,0.001184,0.000352,1.195759
0.417617,0.017568,0.764542,0.003585,0.001088,0.000384,1.211440
0.422736,0.017601,0.744189,0.003520,0.001536,0.000416,1.197647
0.421840,0.017952,0.742974,0.002560,0.001536,0.000352,1.193487
0.423984,0.017601,0.773247,0.002976,0.001312,0.000416,1.227632
0.423857,0.017569,0.736957,0.002560,0.001120,0.000352,1.189423
0.416593,0.017793,0.746909,0.003040,0.001248,0.000448,1.193231
0.424945,0.017825,0.766142,0.003456,0.002336,0.000608,1.222416
0.417936,0.017664,0.749406,0.002944,0.001408,0.000384,1.196719
0.420528,0.017760,0.745662,0.003104,0.001024,0.000416,1.195087
0.432369,0.017665,0.746589,0.003104,0.001056,0.000608,1.209007
0.416177,0.018145,0.739933,0.002528,0.001056,0.000608,1.185423
0.420848,0.017824,0.746078,0.003136,0.000992,0.000384,1.195823
0.416689,0.017601,0.734621,0.002784,0.001056,0.000384,1.180303
0.420753,0.017857,0.748829,0.002464,0.001088,0.000384,1.198671
0.420177,0.017792,0.767007,0.002720,0.001184,0.000384,1.215792
0.416209,0.017600,0.731837,0.002560,0.001120,0.000384,1.175790
0.420720,0.017569,0.745149,0.002496,0.001056,0.000320,1.194479
0.420048,0.017793,0.774143,0.002560,0.001120,0.000384,1.223216
0.415824,0.017633,0.743325,0.002688,0.001088,0.000384,1.188143
0.417200,0.017537,0.747901,0.002560,0.001152,0.000384,1.193838
0.433009,0.017601,0.748989,0.002560,0.001056,0.000352,1.211663
0.424432,0.017632,0.741501,0.002433,0.001152,0.000384,1.194415
0.420240,0.017729,0.734109,0.002688,0.001376,0.000416,1.183278
0.435729,0.017569,0.767742,0.002688,0.001056,0.000384,1.233136
0.417713,0.017601,0.739645,0.002752,0.001056,0.000416,1.186031
0.420593,0.017504,0.766271,0.003072,0.001120,0.000384,1.216432
0.421392,0.017633,0.743645,0.003041,0.001056,0.000352,1.193935
0.420272,0.017729,0.744349,0.002624,0.001056,0.000384,1.192591
0.416561,0.017633,0.749917,0.003360,0.001152,0.000384,1.195824
0.421329,0.017857,0.735709,0.002624,0.001152,0.000352,1.186831
0.416721,0.017664,0.744253,0.003104,0.001152,0.000416,1.189295
0.418865,0.017569,0.759965,0.003072,0.001184,0.000384,1.207792
0.423088,0.017856,0.728189,0.002400,0.001312,0.000576,1.180718
0.420785,0.018017,0.731485,0.002464,0.001120,0.000416,1.181167
0.441137,0.017953,0.724189,0.003328,0.001184,0.000384,1.195151
0.419472,0.017825,0.746909,0.002401,0.001120,0.000384,1.194287
0.419921,0.017537,0.741629,0.002496,0.001088,0.000384,1.188975
0.420368,0.018017,0.742621,0.002368,0.001088,0.000384,1.190670
0.416624,0.017857,0.744157,0.002368,0.001152,0.000384,1.188398
0.420145,0.017601,0.761662,0.002496,0.001184,0.000416,1.210768
0.420496,0.017792,0.737309,0.002400,0.001152,0.000385,1.185679
0.420657,0.017728,0.726461,0.002208,0.001120,0.000384,1.174894
0.420753,0.017633,0.768542,0.003232,0.001184,0.000384,1.219344
