Layer[0],Layer[1],Layer[2],TEE[3-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415825,0.017920,0.202280,0.192712,0.048066,0.000832,0.013504,0.000384,0.001504,0.001152,0.000384,0.903684
0.415569,0.017344,0.202504,0.194984,0.048706,0.000864,0.013505,0.000384,0.001600,0.001248,0.000416,0.906084
0.415568,0.017793,0.202120,0.187719,0.048706,0.000896,0.013473,0.000416,0.001536,0.001376,0.000800,0.898787
0.415312,0.017761,0.202856,0.192039,0.048994,0.000640,0.013761,0.000416,0.001472,0.001216,0.000384,0.904419
0.415504,0.037826,0.203592,0.190343,0.048322,0.001056,0.013633,0.000416,0.001504,0.001152,0.000384,0.922724
0.415632,0.017921,0.202184,0.185607,0.048098,0.000992,0.013409,0.000416,0.001504,0.001056,0.000384,0.895491
0.415568,0.017825,0.202632,0.192615,0.047714,0.000800,0.013345,0.000416,0.001440,0.000992,0.000320,0.901668
0.415345,0.017408,0.201928,0.188296,0.047618,0.001088,0.013376,0.000384,0.001440,0.000992,0.000384,0.896964
0.416080,0.017793,0.202280,0.196712,0.049282,0.000800,0.013696,0.000416,0.001505,0.001056,0.000384,0.910500
0.416080,0.017889,0.201960,0.174951,0.048482,0.000864,0.013632,0.000352,0.001504,0.001184,0.000352,0.886050
0.415312,0.017697,0.202760,0.185959,0.050370,0.000864,0.013505,0.000480,0.001504,0.001120,0.000448,0.898147
0.432401,0.017505,0.202311,0.180936,0.047649,0.001024,0.013632,0.000416,0.001440,0.001088,0.000352,0.906947
0.415856,0.017920,0.203400,0.184039,0.047394,0.001088,0.013441,0.000416,0.001536,0.001088,0.000416,0.894403
0.415345,0.017216,0.202312,0.181959,0.047393,0.000832,0.013441,0.000416,0.001472,0.001024,0.000352,0.890179
0.415473,0.017504,0.202344,0.191368,0.047938,0.000800,0.013696,0.000384,0.001440,0.001088,0.000352,0.902180
0.415472,0.017601,0.202408,0.184903,0.047778,0.000832,0.013409,0.000448,0.001536,0.001120,0.000384,0.894691
0.415953,0.017569,0.202728,0.197191,0.047586,0.000864,0.013377,0.000416,0.001504,0.001632,0.000416,0.908516
0.415568,0.017984,0.202120,0.185160,0.048289,0.000800,0.013472,0.000448,0.001504,0.001184,0.000448,0.896419
0.432337,0.018049,0.202408,0.195335,0.048354,0.000832,0.013633,0.000384,0.001440,0.001120,0.000416,0.924068
0.416209,0.017664,0.202216,0.168807,0.048322,0.000864,0.013633,0.000352,0.001408,0.001120,0.000384,0.880227
0.415441,0.017728,0.202376,0.192936,0.048450,0.000864,0.013697,0.000448,0.001440,0.001152,0.000832,0.903876
0.416048,0.017825,0.202344,0.188135,0.048258,0.001120,0.013729,0.000416,0.001472,0.001120,0.000352,0.899171
0.415408,0.017665,0.202216,0.184423,0.048130,0.000832,0.013377,0.000384,0.001504,0.001120,0.000352,0.894339
0.415825,0.017696,0.202248,0.184648,0.048066,0.000832,0.013408,0.000384,0.001504,0.001120,0.000832,0.895779
0.417008,0.017537,0.203272,0.189512,0.048642,0.000864,0.013568,0.000384,0.001440,0.001152,0.000416,0.904515
0.434417,0.017697,0.202632,0.184743,0.048578,0.000832,0.013600,0.000416,0.001408,0.000993,0.000416,0.915204
0.415728,0.017857,0.202632,0.182631,0.048354,0.001056,0.013409,0.000416,0.001536,0.000992,0.000320,0.894147
0.416272,0.017921,0.202760,0.186663,0.048546,0.000800,0.013729,0.000384,0.001504,0.001056,0.000320,0.899491
0.415697,0.017696,0.201992,0.192904,0.049058,0.000832,0.013376,0.000417,0.001472,0.001184,0.000416,0.904484
0.415824,0.017953,0.202152,0.175943,0.048610,0.000864,0.013664,0.000480,0.001472,0.001185,0.000384,0.887427
0.415568,0.017921,0.202248,0.186151,0.047938,0.000832,0.013601,0.000448,0.001440,0.001120,0.000352,0.896195
0.416561,0.017920,0.202248,0.185288,0.048418,0.000832,0.013472,0.000384,0.001504,0.001088,0.000352,0.896611
0.429041,0.017728,0.201960,0.183655,0.048801,0.001056,0.013440,0.000384,0.001472,0.001088,0.000320,0.907427
0.415536,0.017664,0.203240,0.181639,0.048226,0.001056,0.013729,0.000416,0.001440,0.001120,0.000320,0.892419
0.415473,0.017696,0.202344,0.185352,0.048354,0.000832,0.013408,0.000352,0.001408,0.001056,0.000384,0.895171
0.415601,0.017536,0.202184,0.186664,0.048642,0.000768,0.013408,0.000416,0.001472,0.000992,0.000352,0.896388
0.415312,0.017505,0.202376,0.178151,0.048162,0.001024,0.013440,0.000384,0.001536,0.000992,0.000352,0.888386
0.415632,0.017312,0.203272,0.183399,0.048578,0.001088,0.013441,0.000384,0.001408,0.001056,0.000384,0.896131
0.415536,0.017633,0.202312,0.191271,0.048994,0.000832,0.013473,0.000448,0.001472,0.001024,0.000576,0.902755
0.431249,0.017793,0.202216,0.188391,0.047842,0.000832,0.013505,0.000448,0.001568,0.001088,0.000384,0.914340
0.416016,0.017793,0.202568,0.176391,0.048226,0.000832,0.013633,0.000448,0.001504,0.001056,0.000384,0.887171
0.415760,0.017889,0.202536,0.180135,0.051202,0.000896,0.013537,0.000416,0.001472,0.001088,0.000384,0.893571
0.415281,0.017825,0.202472,0.186759,0.066051,0.000832,0.013472,0.000384,0.001504,0.001120,0.000416,0.915236
0.415505,0.017857,0.202183,0.191623,0.050050,0.000832,0.013409,0.000416,0.001504,0.001056,0.000800,0.904452
0.416529,0.017601,0.201992,0.186951,0.048226,0.000896,0.013440,0.000449,0.001472,0.001056,0.000832,0.898372
0.415665,0.017536,0.202696,0.185992,0.048642,0.000928,0.013504,0.000416,0.001440,0.001056,0.000416,0.897315
0.431665,0.017825,0.203016,0.190631,0.048290,0.000896,0.013313,0.000384,0.001408,0.000992,0.000576,0.918180
0.415696,0.017633,0.202184,0.193896,0.048258,0.000864,0.013408,0.000384,0.001504,0.001056,0.000608,0.905859
0.415536,0.017728,0.202888,0.194120,0.047970,0.000832,0.013472,0.000384,0.001537,0.001056,0.000576,0.905316
0.415312,0.017440,0.203304,0.214537,0.049698,0.000864,0.013920,0.000416,0.001568,0.001185,0.000352,0.927845
0.415504,0.017793,0.202440,0.187303,0.048290,0.000800,0.013473,0.000384,0.001440,0.001120,0.000384,0.897923
0.415760,0.017856,0.202408,0.187720,0.048418,0.000800,0.013376,0.000416,0.001504,0.001120,0.000384,0.899043
0.415856,0.018273,0.202216,0.185991,0.047906,0.000768,0.013441,0.000384,0.001472,0.001088,0.000384,0.896515
0.448338,0.017792,0.203496,0.194984,0.048002,0.000832,0.013441,0.000384,0.001568,0.001024,0.000352,0.938661
0.415280,0.017569,0.202280,0.185479,0.048418,0.001024,0.013505,0.000384,0.001536,0.001024,0.000384,0.895939
0.415569,0.017440,0.202184,0.186856,0.048066,0.000832,0.013472,0.000416,0.001600,0.001184,0.000416,0.897347
0.415888,0.017729,0.202120,0.219080,0.048642,0.000960,0.013313,0.000416,0.001504,0.001088,0.000352,0.930500
0.415536,0.017696,0.203976,0.180007,0.048257,0.000832,0.013633,0.000416,0.001568,0.001120,0.000576,0.894211
0.415761,0.018017,0.202728,0.192871,0.049090,0.000832,0.014465,0.000416,0.001856,0.001056,0.000416,0.905572
0.415249,0.017888,0.202024,0.183944,0.048738,0.000864,0.013792,0.000416,0.001856,0.001056,0.000384,0.895651
0.434961,0.017760,0.202344,0.188392,0.048642,0.000832,0.013536,0.000384,0.001472,0.001089,0.000608,0.918020
0.415920,0.017281,0.202024,0.191367,0.048034,0.000768,0.013473,0.000384,0.001504,0.001120,0.000352,0.901219
0.415856,0.017857,0.202440,0.181895,0.047778,0.000800,0.013696,0.000384,0.001472,0.001056,0.000384,0.892003
0.415568,0.017633,0.202472,0.226249,0.048962,0.000864,0.013440,0.000384,0.001536,0.001088,0.000352,0.938149
0.416464,0.017665,0.202472,0.180935,0.048386,0.000864,0.013408,0.000384,0.001568,0.001024,0.000416,0.892420
0.416208,0.017601,0.202664,0.181671,0.048706,0.000832,0.013696,0.000416,0.001729,0.001024,0.000352,0.894051
0.415600,0.017856,0.202472,0.195336,0.048546,0.001024,0.013857,0.000384,0.001472,0.001120,0.000416,0.908068
0.433681,0.017761,0.202376,0.192488,0.048738,0.000832,0.013440,0.000416,0.001568,0.001152,0.000417,0.923269
0.416400,0.017889,0.202184,0.175399,0.049090,0.000864,0.013537,0.000384,0.001568,0.001056,0.000352,0.887619
0.415792,0.017697,0.202120,0.183943,0.048962,0.000896,0.013761,0.000384,0.002112,0.001024,0.000352,0.896547
0.415184,0.017696,0.202152,0.226601,0.048738,0.000800,0.013441,0.000384,0.001536,0.001024,0.000352,0.937477
0.415696,0.017633,0.202152,0.178887,0.048386,0.000800,0.013569,0.000416,0.001440,0.001120,0.000384,0.889059
0.415440,0.017793,0.202312,0.182311,0.048930,0.001056,0.013601,0.000384,0.001472,0.001152,0.000576,0.893539
0.416112,0.017728,0.202312,0.188200,0.048386,0.000800,0.013568,0.000352,0.001504,0.001088,0.000576,0.900259
0.432241,0.017985,0.202408,0.194119,0.047809,0.000832,0.013504,0.000416,0.001472,0.000992,0.000576,0.922180
0.415601,0.017920,0.202280,0.184168,0.050626,0.000832,0.013728,0.000384,0.001504,0.001120,0.000416,0.896995
0.416400,0.017729,0.203080,0.186471,0.048482,0.000800,0.013633,0.000384,0.001504,0.001056,0.000352,0.899235
0.416464,0.017857,0.220585,0.184199,0.048706,0.000864,0.013697,0.000416,0.001504,0.001152,0.000384,0.915780
0.415665,0.017696,0.202376,0.190376,0.048482,0.001088,0.013824,0.000416,0.001505,0.001056,0.000352,0.901764
0.415856,0.017953,0.202280,0.191304,0.048578,0.000800,0.013696,0.000352,0.001408,0.001024,0.000384,0.902275
0.415408,0.017761,0.202312,0.187751,0.048674,0.000800,0.013665,0.000416,0.001472,0.000992,0.000384,0.898627
0.415248,0.017665,0.203080,0.189543,0.048546,0.000768,0.013857,0.000416,0.001568,0.001024,0.000576,0.900611
0.417105,0.017792,0.201736,0.185384,0.048514,0.000928,0.013504,0.000384,0.001696,0.001088,0.000384,0.897027
0.417104,0.017665,0.202120,0.195848,0.048898,0.000864,0.013728,0.000384,0.001536,0.001377,0.000576,0.907908
0.416753,0.017536,0.222249,0.205480,0.048354,0.000864,0.013793,0.000384,0.001632,0.001504,0.000416,0.938437
0.416208,0.017728,0.202152,0.182183,0.048098,0.000832,0.014369,0.000384,0.001536,0.001024,0.000384,0.893475
0.415857,0.017761,0.202151,0.187624,0.049026,0.000800,0.014208,0.000416,0.001569,0.001024,0.000352,0.899236
0.416048,0.017600,0.201832,0.184263,0.048769,0.000832,0.014208,0.000384,0.001696,0.001280,0.000384,0.897571
0.416112,0.017569,0.202056,0.184551,0.048642,0.000832,0.013665,0.000448,0.001536,0.001120,0.000384,0.895587
0.416752,0.017761,0.201992,0.189064,0.048161,0.000865,0.014848,0.000384,0.001504,0.001472,0.000384,0.901347
0.416049,0.017793,0.202055,0.184136,0.048482,0.000832,0.014080,0.000352,0.001664,0.001216,0.000416,0.895748
0.415440,0.017697,0.220552,0.188040,0.048386,0.000832,0.013888,0.000384,0.001473,0.001120,0.000384,0.917124
0.416081,0.017569,0.202088,0.185959,0.048130,0.001024,0.014304,0.000384,0.001568,0.001184,0.000384,0.896900
0.415696,0.017505,0.201832,0.180295,0.047970,0.001056,0.013888,0.000416,0.001504,0.001056,0.000384,0.890370
0.415409,0.017376,0.202184,0.183752,0.048130,0.000832,0.013568,0.000448,0.001664,0.001088,0.000896,0.893859
0.415536,0.017857,0.202568,0.182087,0.048098,0.000800,0.013632,0.000384,0.001569,0.001056,0.000384,0.892451
0.415760,0.017665,0.201736,0.181767,0.047714,0.000832,0.013376,0.000384,0.001568,0.000960,0.000608,0.890435
0.415984,0.018017,0.202472,0.184167,0.048450,0.000896,0.013857,0.000416,0.001504,0.001024,0.000384,0.897283
0.414768,0.017793,0.219241,0.177415,0.048322,0.000864,0.013888,0.000416,0.001696,0.001025,0.000384,0.904932
0.416305,0.017825,0.202408,0.183463,0.048130,0.001056,0.013376,0.000384,0.001568,0.001024,0.000352,0.893924
0.416625,0.017952,0.204200,0.175206,0.048162,0.000800,0.013697,0.000416,0.001536,0.001056,0.000800,0.888835
0.416112,0.017825,0.202952,0.185991,0.048162,0.000864,0.013505,0.000384,0.001536,0.001184,0.000576,0.897635
0.415632,0.017825,0.202408,0.191175,0.048513,0.000865,0.013504,0.000384,0.001472,0.001184,0.000384,0.902755
0.415536,0.017761,0.202408,0.190311,0.048450,0.000800,0.013537,0.000416,0.001440,0.001120,0.000384,0.901123
0.416176,0.017888,0.202024,0.186279,0.048897,0.000833,0.013792,0.000384,0.001728,0.001088,0.000352,0.898147
0.415248,0.035554,0.203144,0.191463,0.048834,0.001088,0.013889,0.000416,0.001440,0.001056,0.000832,0.921924
0.415376,0.017857,0.202248,0.190983,0.048034,0.001056,0.013633,0.000448,0.001504,0.001152,0.000640,0.901379
0.415920,0.017665,0.202632,0.195752,0.048161,0.000865,0.013632,0.000416,0.001536,0.001216,0.000608,0.908131
0.417744,0.017888,0.202408,0.190888,0.048802,0.000832,0.014432,0.000384,0.001920,0.001248,0.000385,0.905924
0.415920,0.017761,0.202024,0.189063,0.048418,0.000992,0.013633,0.000416,0.001632,0.001056,0.000352,0.899651
0.416496,0.017697,0.202344,0.186599,0.048642,0.000800,0.013953,0.000416,0.001824,0.001120,0.000352,0.898691
0.415664,0.017313,0.202184,0.188935,0.049474,0.000800,0.013601,0.000384,0.001472,0.001120,0.000608,0.900323
0.448114,0.017472,0.202824,0.187112,0.048322,0.000576,0.013408,0.000384,0.001504,0.001088,0.000320,0.929861
0.416112,0.017889,0.202568,0.187655,0.048322,0.000768,0.013793,0.000384,0.001472,0.001056,0.000320,0.898883
0.415984,0.017889,0.202760,0.176007,0.048354,0.000608,0.013409,0.000384,0.001504,0.001088,0.000384,0.887395
0.415217,0.017856,0.202056,0.213545,0.047810,0.001024,0.013824,0.000448,0.001472,0.000992,0.000321,0.923365
0.415440,0.018049,0.202216,0.189543,0.048130,0.000864,0.013601,0.000416,0.001504,0.001152,0.000384,0.901027
0.415952,0.017793,0.202696,0.195720,0.048994,0.000800,0.013504,0.000416,0.001568,0.001152,0.000384,0.908132
0.415793,0.017888,0.202312,0.197672,0.049122,0.000768,0.013697,0.000384,0.001600,0.001216,0.000576,0.909892
0.433809,0.017633,0.202888,0.182663,0.048290,0.000832,0.013473,0.000416,0.001472,0.001088,0.000352,0.912132
0.415600,0.017537,0.202248,0.184871,0.048194,0.000896,0.013537,0.000416,0.001472,0.001536,0.000384,0.895363
0.415696,0.017377,0.202056,0.189383,0.048674,0.000832,0.013697,0.000384,0.001504,0.001184,0.000640,0.900419
0.415761,0.017728,0.202215,0.225513,0.048898,0.000832,0.013569,0.000384,0.001536,0.001120,0.000352,0.936549
0.415953,0.017889,0.202087,0.172327,0.048610,0.000896,0.013345,0.000384,0.001568,0.001376,0.000320,0.884195
0.415504,0.017473,0.201992,0.178343,0.048354,0.000608,0.013312,0.000416,0.001568,0.001184,0.000448,0.887747
0.415728,0.017729,0.202152,0.183271,0.048226,0.001024,0.013376,0.000416,0.001504,0.001120,0.000384,0.894083
0.436273,0.017921,0.202376,0.183623,0.048290,0.000992,0.013440,0.000416,0.001537,0.001056,0.000384,0.916004
0.417168,0.018049,0.202120,0.180167,0.047618,0.000800,0.013440,0.000384,0.001472,0.001088,0.000416,0.891299
0.415472,0.017281,0.201736,0.184167,0.047554,0.000832,0.013473,0.000352,0.001504,0.001152,0.000832,0.892483
0.415504,0.017889,0.202216,0.203304,0.050434,0.000832,0.013409,0.000384,0.001536,0.000992,0.000352,0.916548
0.415344,0.017249,0.202088,0.171079,0.048386,0.000768,0.013440,0.000384,0.001536,0.001088,0.000352,0.879650
0.415345,0.017216,0.202088,0.176135,0.047586,0.000864,0.013473,0.000416,0.001536,0.001024,0.000416,0.884579
0.415120,0.017249,0.202344,0.183175,0.047490,0.000608,0.013441,0.000448,0.001472,0.000960,0.000768,0.891299
0.434225,0.017537,0.202440,0.182759,0.047586,0.001056,0.013408,0.000384,0.001440,0.000928,0.000416,0.911076
0.415632,0.017793,0.202664,0.171430,0.050242,0.000576,0.013697,0.000384,0.001472,0.000960,0.000416,0.884130
0.415664,0.017441,0.202024,0.176711,0.047234,0.000576,0.013920,0.000384,0.001472,0.000928,0.000800,0.884962
0.415537,0.017793,0.202951,0.203431,0.051266,0.000608,0.013408,0.000416,0.001408,0.001024,0.000416,0.918596
0.415377,0.018080,0.202536,0.181607,0.047905,0.000832,0.013697,0.000416,0.001504,0.001024,0.000576,0.891907
0.415760,0.017537,0.202888,0.180007,0.047618,0.000800,0.013729,0.000416,0.001504,0.001056,0.000544,0.890499
0.415184,0.017441,0.202376,0.178663,0.047362,0.000768,0.013696,0.000448,0.001505,0.000992,0.000800,0.886563
0.431633,0.017569,0.202344,0.184359,0.047618,0.000832,0.013729,0.000384,0.001536,0.001056,0.000320,0.909604
0.415440,0.017665,0.202120,0.181543,0.047554,0.000832,0.013473,0.000384,0.001440,0.000928,0.000352,0.890851
0.415185,0.017856,0.201864,0.174183,0.047682,0.000832,0.013473,0.000448,0.001536,0.000960,0.000352,0.882339
0.415408,0.017601,0.202120,0.192968,0.067010,0.000896,0.013569,0.000416,0.001568,0.001312,0.000576,0.921892
0.415633,0.017249,0.201863,0.183912,0.047682,0.000896,0.013472,0.000416,0.001472,0.000992,0.000640,0.892739
0.415696,0.017633,0.202664,0.184487,0.047170,0.000800,0.013665,0.000416,0.001504,0.001056,0.000608,0.893635
0.415600,0.017921,0.201768,0.187976,0.047649,0.000800,0.013696,0.000384,0.001536,0.001056,0.000800,0.900195
0.433586,0.017728,0.202280,0.187496,0.048418,0.000832,0.013696,0.000416,0.001504,0.001056,0.000416,0.916676
0.415472,0.017601,0.202120,0.186055,0.047938,0.001088,0.013409,0.000416,0.001472,0.001056,0.000320,0.894915
0.415856,0.017601,0.202792,0.181863,0.048002,0.001056,0.013409,0.000384,0.001440,0.001056,0.000352,0.891747
0.416561,0.017697,0.203752,0.196903,0.065795,0.000896,0.013825,0.000480,0.001536,0.001568,0.000352,0.930565
0.416369,0.017824,0.201928,0.189768,0.048354,0.000864,0.013504,0.000448,0.001440,0.001728,0.000320,0.901924
0.416977,0.017825,0.202055,0.194983,0.050306,0.000832,0.013665,0.000416,0.001472,0.001792,0.000352,0.910756
0.415664,0.018017,0.202056,0.193127,0.048354,0.000864,0.013825,0.000416,0.001504,0.001184,0.000384,0.904387
0.432497,0.017761,0.202536,0.193031,0.048674,0.000832,0.013505,0.000384,0.001536,0.001696,0.000352,0.922948
0.416336,0.018273,0.202024,0.204488,0.050338,0.000832,0.013408,0.000416,0.001472,0.001409,0.000352,0.919428
0.416368,0.017729,0.202184,0.183495,0.048706,0.001120,0.013825,0.000448,0.001632,0.001536,0.000576,0.898179
0.416240,0.017697,0.222472,0.190887,0.048418,0.000832,0.013921,0.000384,0.001792,0.001408,0.000384,0.924036
0.415761,0.017568,0.202344,0.183400,0.048610,0.000832,0.014112,0.000384,0.001600,0.001312,0.000416,0.895171
0.415792,0.017889,0.202152,0.181607,0.048386,0.000832,0.013633,0.000384,0.001504,0.001408,0.000384,0.893251
0.415920,0.017857,0.202120,0.215656,0.048258,0.000896,0.013505,0.000416,0.001504,0.001152,0.000800,0.927812
0.415952,0.017985,0.202632,0.180487,0.048994,0.000864,0.013504,0.000448,0.001536,0.001537,0.000352,0.893987
0.416048,0.017664,0.202120,0.183719,0.048162,0.000832,0.013441,0.000352,0.001568,0.001280,0.000352,0.895139
0.416081,0.017888,0.202184,0.191624,0.049058,0.000896,0.013728,0.000416,0.001473,0.001248,0.000352,0.903556
0.416656,0.017472,0.222857,0.188391,0.048706,0.000768,0.013537,0.000352,0.001504,0.001760,0.000320,0.922084
0.416080,0.017761,0.201960,0.185959,0.048770,0.000832,0.013473,0.000384,0.001504,0.001120,0.000352,0.896995
0.416017,0.017760,0.202856,0.189032,0.048738,0.000832,0.013600,0.000448,0.001600,0.001441,0.000640,0.902724
0.415953,0.017344,0.202088,0.182919,0.048577,0.000864,0.013825,0.000384,0.001504,0.001088,0.000800,0.894211
0.415760,0.017728,0.202120,0.193320,0.048674,0.000832,0.013376,0.000384,0.001568,0.001152,0.000832,0.904292
0.415504,0.017921,0.201896,0.186439,0.048642,0.000768,0.013569,0.000384,0.001536,0.001152,0.000384,0.896739
0.415760,0.017441,0.202280,0.192743,0.048642,0.001024,0.013601,0.000416,0.001568,0.001152,0.000576,0.904387
0.434354,0.017920,0.202760,0.181447,0.048353,0.000832,0.013505,0.000384,0.001600,0.001216,0.000800,0.912356
0.416529,0.017472,0.201992,0.180295,0.048706,0.000896,0.013633,0.000384,0.001504,0.001088,0.000352,0.892291
0.415792,0.017633,0.201768,0.184391,0.047586,0.000576,0.013409,0.000384,0.001504,0.001088,0.000352,0.892515
0.415632,0.017408,0.202152,0.183207,0.048514,0.000576,0.013665,0.000416,0.001504,0.001024,0.000384,0.892931
0.414128,0.017729,0.201768,0.182375,0.048162,0.000608,0.013472,0.000416,0.001472,0.001184,0.000321,0.890051
0.415473,0.017440,0.202312,0.190152,0.048194,0.001056,0.013440,0.000448,0.001441,0.001088,0.000416,0.901316
0.415504,0.018049,0.202152,0.176167,0.048706,0.000832,0.013408,0.000416,0.001441,0.001056,0.000384,0.886595
0.431184,0.017600,0.201896,0.184391,0.048097,0.000992,0.013441,0.000416,0.001440,0.000960,0.000352,0.909219
0.415472,0.017217,0.201768,0.184935,0.047714,0.000640,0.013665,0.000416,0.001440,0.000992,0.000416,0.892739
0.416369,0.017792,0.202760,0.192520,0.048130,0.000640,0.013505,0.000448,0.001536,0.001120,0.000384,0.904868
0.416625,0.017569,0.202856,0.181607,0.049154,0.000896,0.013472,0.000416,0.001536,0.001152,0.000320,0.894563
0.415568,0.017792,0.202824,0.189000,0.048322,0.001024,0.013440,0.000416,0.001504,0.001152,0.000320,0.901443
0.416241,0.017312,0.201992,0.186728,0.048258,0.000896,0.013408,0.000384,0.001504,0.001152,0.000320,0.897572
0.416048,0.018017,0.202344,0.189928,0.048802,0.000992,0.013568,0.000416,0.001440,0.001120,0.000320,0.902307
0.433905,0.017601,0.202920,0.196008,0.048225,0.001056,0.013376,0.000416,0.001440,0.001152,0.000320,0.925956
0.416112,0.018049,0.202408,0.193639,0.048578,0.001024,0.013505,0.000416,0.001536,0.001152,0.000384,0.907459
0.415632,0.018049,0.202024,0.189224,0.049378,0.000864,0.013728,0.000416,0.001568,0.001088,0.000320,0.901603
0.416688,0.018240,0.203048,0.214537,0.048674,0.000832,0.013664,0.000448,0.001504,0.001184,0.000353,0.928389
0.416497,0.017793,0.202312,0.179943,0.048962,0.000896,0.014400,0.000416,0.001472,0.001184,0.000576,0.894371
0.416400,0.017920,0.203080,0.192424,0.048546,0.000800,0.013792,0.000384,0.001568,0.001120,0.000352,0.905476
0.416144,0.017889,0.202248,0.192519,0.048897,0.000800,0.014497,0.000640,0.001792,0.001184,0.000384,0.906147
0.432528,0.017664,0.202504,0.198952,0.048866,0.000832,0.013665,0.000384,0.001504,0.001088,0.000384,0.928100
0.416816,0.017312,0.202568,0.192648,0.048226,0.000832,0.013568,0.000416,0.001536,0.001217,0.000352,0.904484
0.415600,0.017504,0.202120,0.195336,0.048514,0.000800,0.013472,0.000416,0.001568,0.001120,0.000352,0.905956
0.415889,0.017857,0.221896,0.184392,0.048706,0.000832,0.013568,0.000384,0.001504,0.001152,0.000384,0.916420
0.415985,0.017825,0.202184,0.199111,0.049122,0.001056,0.013953,0.000384,0.001664,0.001216,0.000448,0.913220
0.416817,0.017632,0.202184,0.169191,0.048706,0.000800,0.014401,0.000384,0.001504,0.001280,0.000608,0.882243
0.416016,0.017761,0.202024,0.191079,0.048642,0.000800,0.014145,0.000352,0.001536,0.001184,0.000352,0.902755
0.416561,0.017377,0.201671,0.202632,0.047714,0.000864,0.013409,0.000416,0.001600,0.001216,0.000352,0.913188
0.416017,0.017761,0.202439,0.196999,0.048034,0.000864,0.013729,0.000352,0.001600,0.001184,0.000416,0.908484
0.416017,0.017536,0.201928,0.190632,0.048162,0.000800,0.013632,0.000416,0.001600,0.001184,0.000352,0.901028
0.417040,0.033762,0.202920,0.191687,0.048290,0.000800,0.013761,0.000416,0.001536,0.001120,0.000352,0.920644
0.415537,0.017729,0.202215,0.191751,0.048450,0.000800,0.013889,0.000416,0.001632,0.001184,0.000384,0.902436
0.415856,0.018081,0.201832,0.195591,0.049633,0.000833,0.013632,0.000416,0.001536,0.001056,0.000352,0.907875
0.416144,0.017633,0.202440,0.187143,0.050434,0.000832,0.013537,0.000416,0.001632,0.001152,0.000416,0.900899
0.416048,0.017760,0.201864,0.195144,0.048802,0.001056,0.014112,0.000416,0.001633,0.001216,0.000416,0.908228
0.416145,0.018209,0.202088,0.193735,0.049442,0.000832,0.013697,0.000384,0.001664,0.001248,0.000352,0.907012
0.417041,0.018016,0.201896,0.182856,0.048258,0.000832,0.013568,0.000384,0.001536,0.001152,0.000416,0.895011
0.433681,0.018080,0.202696,0.189960,0.048578,0.000832,0.014368,0.000384,0.001632,0.001056,0.000384,0.920516
0.417840,0.017729,0.201928,0.187880,0.048769,0.001088,0.013856,0.000448,0.001600,0.001152,0.000576,0.902211
0.416560,0.017793,0.203272,0.182919,0.048546,0.001088,0.013665,0.000384,0.001568,0.001216,0.000352,0.896195
0.415312,0.017760,0.202024,0.209448,0.047970,0.001024,0.013633,0.000416,0.001536,0.001152,0.000352,0.920388
0.415888,0.017505,0.201800,0.184679,0.048418,0.000832,0.013408,0.000416,0.001600,0.001281,0.000416,0.895043
0.415600,0.017984,0.202056,0.188488,0.049506,0.000896,0.013536,0.000448,0.001536,0.001696,0.000352,0.900932
0.416016,0.017761,0.202504,0.194023,0.048225,0.000864,0.013761,0.000416,0.001568,0.001216,0.000384,0.907587
0.433457,0.017888,0.202215,0.193608,0.048866,0.000864,0.013505,0.000416,0.001600,0.001280,0.000352,0.924132
0.416561,0.017601,0.202536,0.185095,0.048578,0.000832,0.013504,0.000416,0.001568,0.001121,0.000832,0.897700
0.416368,0.017697,0.202056,0.187431,0.049026,0.000832,0.013985,0.000384,0.001792,0.001120,0.000352,0.899715
0.415857,0.017633,0.202920,0.220488,0.048866,0.000832,0.013793,0.000384,0.001632,0.001216,0.000352,0.933829
0.416784,0.018529,0.201960,0.182247,0.048898,0.000800,0.013761,0.000416,0.001600,0.001120,0.000320,0.895779
0.415664,0.017728,0.201672,0.186568,0.048834,0.000896,0.013856,0.000384,0.001536,0.001504,0.000384,0.898115
0.416080,0.017569,0.201832,0.185735,0.048514,0.000800,0.013856,0.000417,0.001568,0.001472,0.000384,0.896803
0.438769,0.017825,0.201992,0.196968,0.049090,0.000896,0.014016,0.000416,0.001600,0.001184,0.000576,0.932485
0.415984,0.017601,0.201736,0.197095,0.048705,0.000833,0.014016,0.000384,0.001504,0.001120,0.000352,0.909027
0.416208,0.017569,0.202376,0.191047,0.048514,0.000832,0.013569,0.000384,0.001536,0.001120,0.000352,0.904356
0.417041,0.018081,0.219784,0.189832,0.048610,0.000832,0.014080,0.000384,0.001568,0.001248,0.000416,0.923429
0.416016,0.017889,0.202024,0.184391,0.048514,0.000832,0.013953,0.000448,0.001600,0.001216,0.000352,0.896131
0.416272,0.017505,0.202728,0.189223,0.048258,0.001056,0.013697,0.000384,0.001504,0.001120,0.000576,0.901252
0.415472,0.017793,0.202216,0.184199,0.048770,0.000864,0.013857,0.000384,0.001664,0.001248,0.000352,0.895363
0.415952,0.017857,0.203400,0.188103,0.048674,0.000800,0.013761,0.000384,0.001536,0.001120,0.000576,0.900867
0.416017,0.017728,0.203080,0.178791,0.047842,0.000608,0.013825,0.000416,0.001536,0.001088,0.000800,0.890435
