Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-8],Layer[9],Layer[10],classifier
0.416433,0.017472,0.204264,0.005024,0.047585,0.000800,0.013761,0.188647,0.001216,0.000385,0.902820
0.415472,0.017665,0.203304,0.005280,0.046914,0.000800,0.013729,0.152230,0.001024,0.000416,0.864034
0.418609,0.017761,0.205192,0.005184,0.047586,0.000608,0.013792,0.178055,0.001280,0.000640,0.896740
0.416593,0.017633,0.220936,0.005152,0.047746,0.000576,0.013729,0.166470,0.001345,0.000608,0.898596
0.415024,0.017409,0.203880,0.005056,0.046754,0.001024,0.013728,0.149254,0.001184,0.000352,0.860577
0.415440,0.017441,0.203368,0.004928,0.046946,0.000800,0.013441,0.168262,0.001184,0.000352,0.878658
0.415440,0.017697,0.203272,0.005056,0.046786,0.000480,0.013696,0.153574,0.001152,0.000833,0.864962
0.427761,0.017696,0.203464,0.005248,0.046882,0.000608,0.013697,0.156710,0.001280,0.000320,0.880706
0.415728,0.017728,0.203464,0.004992,0.046946,0.000608,0.013409,0.153446,0.001184,0.000320,0.864226
0.414928,0.017473,0.203304,0.005024,0.046818,0.000576,0.013377,0.141893,0.001376,0.000320,0.852033
0.415409,0.017728,0.203784,0.005249,0.046913,0.000576,0.013441,0.163238,0.001056,0.000288,0.874499
0.416337,0.017696,0.204136,0.005313,0.047362,0.000800,0.013408,0.152294,0.001344,0.000384,0.866754
0.419472,0.017665,0.204168,0.005280,0.048098,0.000800,0.013473,0.180327,0.001312,0.000640,0.898595
0.420401,0.017632,0.205480,0.005057,0.046753,0.000768,0.013441,0.161382,0.001312,0.000384,0.879619
0.423185,0.017600,0.219689,0.005120,0.047490,0.000832,0.013569,0.180135,0.001280,0.000384,0.916964
0.421649,0.018048,0.203656,0.005025,0.048546,0.000832,0.013824,0.181991,0.001728,0.000673,0.904580
0.420465,0.017824,0.205321,0.005120,0.049346,0.000832,0.014048,0.179271,0.001376,0.000416,0.901859
0.416753,0.017888,0.204040,0.005025,0.048290,0.000800,0.013472,0.180871,0.001344,0.000608,0.897475
0.439473,0.017761,0.204328,0.005312,0.048674,0.000800,0.014113,0.180423,0.001600,0.000416,0.920836
0.420785,0.017728,0.204040,0.005089,0.048737,0.000832,0.014112,0.179463,0.001696,0.000384,0.901539
0.420432,0.017664,0.202984,0.005056,0.048962,0.000864,0.013953,0.184807,0.001536,0.000640,0.905347
0.421841,0.017601,0.225736,0.005249,0.049154,0.000800,0.013888,0.188008,0.001600,0.000384,0.933701
0.418960,0.017888,0.205736,0.005249,0.048961,0.000865,0.014240,0.179271,0.001472,0.000416,0.901699
0.422257,0.017600,0.204584,0.005025,0.049026,0.000864,0.014016,0.182727,0.001376,0.000352,0.907299
0.417616,0.017857,0.204040,0.005088,0.048930,0.000832,0.014497,0.182567,0.001472,0.000352,0.901539
0.420913,0.017728,0.204872,0.005089,0.049698,0.000832,0.014560,0.179911,0.001440,0.000608,0.904163
0.416401,0.017568,0.204167,0.005312,0.048514,0.000832,0.013760,0.183431,0.001632,0.000576,0.901220
0.420528,0.017665,0.204744,0.005024,0.049154,0.000832,0.013889,0.178535,0.001504,0.000448,0.900867
0.439441,0.017729,0.203560,0.005376,0.048898,0.000768,0.014113,0.208584,0.001440,0.000384,0.948453
0.416880,0.017633,0.204488,0.005024,0.048482,0.000864,0.014177,0.179591,0.001312,0.000640,0.897763
0.416592,0.017569,0.203912,0.005024,0.048866,0.000864,0.014305,0.181895,0.001472,0.000640,0.900003
0.420816,0.017665,0.206312,0.004832,0.048674,0.000832,0.014049,0.203368,0.001280,0.000416,0.926692
0.418608,0.017857,0.204360,0.005056,0.049058,0.000832,0.014017,0.175495,0.001312,0.000352,0.895363
0.420497,0.017569,0.203560,0.005056,0.049090,0.000832,0.014400,0.184968,0.001280,0.000608,0.906084
0.416177,0.017696,0.204456,0.005025,0.048609,0.000832,0.013856,0.181703,0.001472,0.000640,0.898211
0.435409,0.017888,0.204360,0.005057,0.049442,0.000800,0.013696,0.182503,0.001312,0.000609,0.920356
0.421009,0.017920,0.204168,0.005345,0.049218,0.000864,0.014432,0.184935,0.001569,0.000416,0.907972
0.417008,0.017665,0.203176,0.005056,0.048098,0.000864,0.013857,0.180391,0.001440,0.000384,0.896739
0.416144,0.017761,0.203912,0.005024,0.048386,0.000832,0.013953,0.203304,0.001408,0.000640,0.919332
0.420816,0.017697,0.204328,0.005120,0.048642,0.000768,0.013825,0.178887,0.001280,0.000416,0.900451
0.420145,0.017793,0.203848,0.005152,0.048258,0.000832,0.013760,0.172071,0.001408,0.000384,0.892099
0.422961,0.017632,0.203815,0.005280,0.048162,0.000800,0.013952,0.177319,0.001312,0.000608,0.899843
0.438769,0.017953,0.206440,0.005280,0.048738,0.000832,0.013985,0.177639,0.001312,0.000608,0.920132
0.422001,0.017473,0.202791,0.005280,0.048706,0.000800,0.013792,0.176647,0.001408,0.000704,0.898691
0.415792,0.017569,0.207208,0.005280,0.048386,0.000832,0.013792,0.171334,0.001280,0.000352,0.889506
0.421648,0.017505,0.204712,0.005248,0.048706,0.000832,0.013825,0.205896,0.001280,0.000640,0.928740
0.422545,0.017504,0.204200,0.004993,0.048706,0.000576,0.013696,0.176455,0.001344,0.000416,0.897603
0.421169,0.017633,0.204488,0.005024,0.048130,0.000800,0.013728,0.176199,0.001505,0.000416,0.896836
0.422449,0.017984,0.204072,0.005025,0.048257,0.000608,0.014049,0.159238,0.001408,0.000416,0.880834
0.434385,0.017761,0.203816,0.004992,0.048130,0.000608,0.013697,0.172583,0.001536,0.000608,0.906180
0.421201,0.017473,0.204520,0.005088,0.047970,0.000832,0.013696,0.175366,0.001761,0.000576,0.897060
0.415152,0.017697,0.204552,0.005120,0.048354,0.000832,0.013697,0.174567,0.001632,0.000384,0.889603
0.416528,0.017569,0.204584,0.005248,0.048898,0.000832,0.013761,0.196872,0.001376,0.000352,0.913860
0.422960,0.017569,0.204584,0.005120,0.049122,0.000832,0.014465,0.173799,0.001472,0.000416,0.900035
0.421649,0.017729,0.203528,0.005088,0.048322,0.000800,0.013472,0.184328,0.001440,0.000672,0.904868
0.420272,0.017601,0.203816,0.005024,0.049090,0.000832,0.013665,0.174119,0.001408,0.000352,0.894915
0.439378,0.017600,0.202568,0.005248,0.048129,0.000832,0.013569,0.176231,0.001408,0.000416,0.912900
0.423441,0.017697,0.203656,0.005152,0.049730,0.000768,0.013600,0.176967,0.001472,0.000384,0.900995
0.421584,0.017984,0.206280,0.005313,0.050242,0.000800,0.013344,0.171015,0.001408,0.000352,0.895875
0.420017,0.017537,0.203720,0.005280,0.049346,0.000832,0.013696,0.194440,0.001440,0.000384,0.914468
0.420497,0.017537,0.204296,0.005024,0.049346,0.000800,0.013632,0.187848,0.001504,0.000384,0.908868
0.420048,0.017664,0.204584,0.005024,0.048802,0.000832,0.013697,0.173383,0.001408,0.000640,0.894371
0.419376,0.018049,0.203304,0.005056,0.049634,0.000768,0.013729,0.178055,0.001344,0.000416,0.898243
0.436337,0.017697,0.203688,0.005152,0.048034,0.000832,0.013568,0.175783,0.001344,0.000384,0.911267
0.423280,0.017889,0.202856,0.005152,0.049186,0.000832,0.013665,0.163206,0.001280,0.000352,0.885378
0.423185,0.017760,0.203240,0.005025,0.048929,0.001056,0.014336,0.171015,0.001280,0.000352,0.894083
0.421872,0.020737,0.204232,0.005120,0.049250,0.000576,0.013953,0.190183,0.001344,0.000384,0.915044
0.417584,0.017601,0.206056,0.005248,0.048962,0.000768,0.013729,0.174631,0.001376,0.000384,0.895235
0.415760,0.017569,0.204328,0.005312,0.047778,0.000608,0.013633,0.177159,0.001280,0.000384,0.891139
0.421713,0.017665,0.204616,0.005088,0.048418,0.000992,0.013377,0.174470,0.001280,0.000384,0.896036
0.435953,0.018113,0.204040,0.005088,0.048290,0.000832,0.013761,0.177607,0.001344,0.000416,0.914724
0.421872,0.017857,0.204872,0.005024,0.047810,0.000832,0.013633,0.170854,0.001440,0.000608,0.894275
0.422544,0.017761,0.204840,0.005184,0.048898,0.000800,0.013857,0.183303,0.001760,0.000416,0.908547
0.422320,0.017537,0.204936,0.005312,0.048322,0.000832,0.013985,0.197704,0.001344,0.000352,0.921348
0.423377,0.017793,0.202920,0.005056,0.049538,0.000864,0.014048,0.185288,0.001376,0.000384,0.908484
0.420369,0.017921,0.204232,0.004896,0.049026,0.000768,0.013920,0.176167,0.001440,0.000384,0.896996
0.421041,0.017633,0.203624,0.004864,0.047810,0.000800,0.013856,0.176359,0.001280,0.000352,0.895779
0.438961,0.017824,0.204328,0.005024,0.048706,0.000800,0.013696,0.175015,0.001216,0.000352,0.913988
0.415632,0.017505,0.203112,0.004992,0.048578,0.000608,0.013761,0.177031,0.001376,0.000352,0.890947
0.419984,0.017793,0.205256,0.005088,0.048418,0.000800,0.013729,0.166278,0.001376,0.000352,0.886850
0.420337,0.017600,0.203720,0.004993,0.068770,0.000896,0.013633,0.180807,0.001376,0.000576,0.921092
0.416144,0.017921,0.204168,0.005056,0.048354,0.000832,0.013537,0.179399,0.001376,0.000384,0.895139
0.419728,0.017569,0.206472,0.004992,0.048098,0.000800,0.013953,0.179687,0.001312,0.000352,0.901219
0.422001,0.017857,0.204488,0.005216,0.048610,0.000800,0.013889,0.173670,0.001440,0.000640,0.896900
0.444113,0.017600,0.206120,0.005313,0.048609,0.000800,0.014080,0.164935,0.001312,0.000416,0.911524
0.419025,0.017505,0.204360,0.005312,0.048578,0.000832,0.013888,0.170183,0.001344,0.000640,0.889859
0.421649,0.017601,0.203976,0.005280,0.047426,0.000832,0.013696,0.168071,0.001408,0.000416,0.888291
0.421776,0.017569,0.205256,0.023489,0.050082,0.000576,0.013504,0.168039,0.001312,0.000384,0.910403
0.423729,0.017601,0.203816,0.005280,0.048930,0.000576,0.013633,0.172454,0.001376,0.000640,0.896259
0.423569,0.017473,0.203976,0.005024,0.048482,0.000576,0.013697,0.168678,0.001440,0.000384,0.892611
0.421552,0.017953,0.203368,0.005312,0.048354,0.000608,0.013441,0.172646,0.001568,0.000384,0.892738
0.433169,0.017569,0.203912,0.005344,0.047714,0.000768,0.013664,0.174471,0.001312,0.000416,0.906499
0.417969,0.017793,0.203944,0.005056,0.047074,0.000800,0.013728,0.173319,0.001376,0.000352,0.888867
0.417457,0.017665,0.204296,0.005184,0.047586,0.001056,0.013408,0.176231,0.001376,0.000352,0.891939
0.415697,0.017665,0.203592,0.005216,0.047490,0.000576,0.013408,0.188648,0.001440,0.000352,0.902692
0.417584,0.017729,0.203592,0.005120,0.047490,0.000832,0.013472,0.177383,0.001408,0.000416,0.892323
0.421616,0.017536,0.203560,0.005088,0.048770,0.000800,0.013505,0.173255,0.001472,0.000672,0.893859
0.418833,0.017536,0.203432,0.005121,0.049954,0.000800,0.013376,0.172327,0.001408,0.000320,0.889987
0.434001,0.017633,0.203848,0.005152,0.048546,0.000608,0.013473,0.177575,0.001280,0.000416,0.910212
0.417809,0.017761,0.204040,0.005056,0.049282,0.001024,0.013696,0.172903,0.001312,0.000416,0.890403
0.425585,0.017729,0.203464,0.004992,0.048450,0.000832,0.013825,0.172102,0.001216,0.000384,0.896227
0.420496,0.018337,0.202888,0.005088,0.049666,0.000832,0.013825,0.191687,0.001312,0.000640,0.912612
0.421712,0.017697,0.204456,0.004832,0.048578,0.000576,0.013761,0.170406,0.001441,0.000416,0.891651
0.421520,0.017505,0.205032,0.005280,0.048002,0.000768,0.013377,0.161254,0.001472,0.000352,0.882498
0.416881,0.017601,0.203816,0.004992,0.048706,0.000640,0.013952,0.176871,0.001216,0.000736,0.892035
0.431793,0.017569,0.203624,0.005216,0.047778,0.000576,0.013473,0.181543,0.001664,0.000352,0.911236
0.422512,0.017857,0.203688,0.005088,0.048642,0.000544,0.013633,0.179015,0.001440,0.000320,0.900611
0.417200,0.017568,0.204840,0.005120,0.047810,0.000800,0.013953,0.175687,0.001408,0.000320,0.892035
0.417233,0.017504,0.203816,0.005025,0.047425,0.000800,0.013697,0.166023,0.001312,0.000352,0.880355
0.417745,0.017601,0.203496,0.004992,0.047298,0.000800,0.013728,0.176359,0.001440,0.000352,0.891267
0.415472,0.017888,0.204264,0.004992,0.047458,0.000832,0.013697,0.173543,0.001344,0.000608,0.887619
0.417872,0.018497,0.205608,0.005088,0.048866,0.000800,0.014177,0.172454,0.001344,0.000384,0.892994
0.438257,0.017601,0.203912,0.005312,0.048930,0.000800,0.014113,0.175174,0.001632,0.000384,0.915140
0.418160,0.017441,0.204456,0.005056,0.048130,0.000768,0.013792,0.171655,0.001312,0.000384,0.888802
0.421457,0.017697,0.204392,0.005120,0.047874,0.000736,0.013632,0.174567,0.001568,0.000416,0.894691
0.417712,0.017377,0.204616,0.005024,0.048226,0.000576,0.013632,0.172327,0.001376,0.000384,0.888610
0.422352,0.017696,0.204264,0.005216,0.049026,0.000608,0.013441,0.180775,0.001376,0.000352,0.902371
0.418193,0.017568,0.204040,0.005153,0.048193,0.000704,0.013376,0.171271,0.001472,0.000384,0.887683
0.417073,0.017760,0.205416,0.005281,0.048834,0.000832,0.013600,0.173479,0.001344,0.000352,0.891043
0.444626,0.017792,0.204904,0.005089,0.047521,0.001024,0.013600,0.173383,0.001440,0.000352,0.916996
0.422417,0.017569,0.204552,0.005216,0.048898,0.000832,0.013600,0.174119,0.001408,0.000384,0.896323
0.418448,0.017825,0.204456,0.005216,0.048674,0.000960,0.013569,0.183303,0.001440,0.000384,0.901667
0.416849,0.017504,0.203624,0.005025,0.048897,0.000832,0.013888,0.182055,0.001280,0.000384,0.898403
0.419088,0.017505,0.204744,0.005056,0.047970,0.000864,0.014208,0.175847,0.001408,0.000352,0.894627
0.420720,0.017761,0.203496,0.005056,0.048514,0.000800,0.013537,0.178119,0.001376,0.000352,0.897283
0.422609,0.017664,0.204776,0.005281,0.047521,0.000832,0.013505,0.174343,0.001536,0.000416,0.895555
0.446418,0.017729,0.204488,0.005312,0.048386,0.000576,0.013760,0.173191,0.001376,0.000352,0.919300
0.417585,0.017537,0.204520,0.005280,0.047842,0.000768,0.013760,0.183239,0.001344,0.000352,0.899236
0.419152,0.017633,0.204520,0.005312,0.047490,0.000768,0.013409,0.167654,0.001504,0.000352,0.886018
0.422640,0.017697,0.204296,0.005056,0.048802,0.000768,0.013473,0.172711,0.001408,0.000608,0.894659
0.417168,0.017697,0.202952,0.004992,0.048674,0.000768,0.013729,0.176871,0.001440,0.000640,0.892579
0.415697,0.017664,0.204488,0.005089,0.048386,0.000800,0.013536,0.179943,0.001472,0.000640,0.895715
0.418288,0.017729,0.204168,0.004992,0.048514,0.000576,0.013857,0.167174,0.001441,0.000384,0.884419
0.422000,0.018241,0.222089,0.005408,0.048738,0.000800,0.013825,0.173894,0.001217,0.000352,0.914052
0.417744,0.017665,0.204872,0.005056,0.049090,0.000608,0.014593,0.177927,0.001248,0.000352,0.897443
0.418288,0.017569,0.204040,0.005024,0.048802,0.000800,0.013633,0.172615,0.001472,0.000352,0.890243
0.420529,0.017664,0.204392,0.005089,0.048354,0.000800,0.013696,0.176519,0.001504,0.000320,0.896323
0.422609,0.017729,0.203976,0.005216,0.048578,0.000800,0.013632,0.178631,0.001441,0.000384,0.900228
0.421584,0.017697,0.203400,0.005344,0.048482,0.000800,0.014241,0.167686,0.001344,0.000320,0.887938
0.422096,0.017569,0.203784,0.005056,0.047394,0.000800,0.013889,0.172518,0.001344,0.000384,0.892194
0.420688,0.018017,0.232905,0.005504,0.049378,0.000800,0.013729,0.170279,0.001408,0.000384,0.921316
0.416176,0.017857,0.203560,0.005088,0.048962,0.000800,0.014017,0.177415,0.001280,0.000384,0.892867
0.417680,0.017441,0.204456,0.005088,0.048834,0.000800,0.013600,0.172679,0.001376,0.000384,0.889698
0.417553,0.017505,0.202920,0.005120,0.048482,0.000704,0.013696,0.180551,0.001472,0.000384,0.895587
0.417297,0.017408,0.202696,0.005281,0.048609,0.000800,0.013440,0.172871,0.001248,0.000352,0.887235
0.421648,0.017536,0.203368,0.005120,0.047970,0.000800,0.013473,0.166950,0.001249,0.000320,0.885635
0.421424,0.017473,0.204712,0.005024,0.047394,0.001024,0.013473,0.175910,0.001504,0.000352,0.895267
0.422288,0.017505,0.221417,0.005120,0.047106,0.000544,0.013472,0.173063,0.001376,0.000352,0.909411
0.418289,0.017568,0.202824,0.004992,0.047394,0.000576,0.013441,0.178055,0.001408,0.000352,0.891779
0.417937,0.017600,0.203848,0.005153,0.047265,0.000801,0.013440,0.173831,0.001376,0.000352,0.888547
0.421873,0.017409,0.204360,0.005056,0.048578,0.001024,0.013664,0.164455,0.001312,0.000384,0.884867
0.434705,0.017729,0.205000,0.005088,0.048034,0.000768,0.013409,0.183495,0.001312,0.000384,0.917860
0.416208,0.017697,0.204104,0.004992,0.048706,0.000576,0.013408,0.167719,0.001504,0.000320,0.883010
0.421872,0.017441,0.204776,0.005120,0.048162,0.000608,0.013409,0.176486,0.001280,0.000352,0.896451
0.421873,0.017665,0.203080,0.005248,0.064834,0.000608,0.013473,0.174439,0.001152,0.000384,0.909860
0.417425,0.017440,0.204200,0.005377,0.047522,0.000480,0.013440,0.157958,0.001248,0.000384,0.871970
0.417264,0.017505,0.203528,0.005056,0.046914,0.000512,0.013440,0.164839,0.001248,0.000384,0.877634
0.417552,0.017569,0.205032,0.004992,0.046850,0.000608,0.013345,0.183911,0.001248,0.000352,0.898115
0.433201,0.017697,0.204744,0.005184,0.046786,0.000576,0.013408,0.179399,0.001312,0.000640,0.909827
0.421649,0.017504,0.204360,0.005089,0.047009,0.000577,0.013696,0.175239,0.001408,0.000384,0.894211
0.423440,0.017761,0.203848,0.005056,0.047138,0.000768,0.013473,0.180007,0.001312,0.000384,0.900419
0.416752,0.017729,0.204200,0.005056,0.047042,0.001024,0.013857,0.204840,0.001376,0.000416,0.920228
0.420720,0.017697,0.203880,0.005120,0.048866,0.000800,0.013601,0.173415,0.001184,0.000352,0.893379
0.421713,0.017985,0.204488,0.005408,0.048098,0.000800,0.013728,0.174503,0.001568,0.000416,0.896419
0.417744,0.017473,0.204968,0.005056,0.048546,0.000768,0.014369,0.174214,0.001408,0.000352,0.891875
0.437713,0.017473,0.204040,0.005056,0.048066,0.000800,0.013984,0.176935,0.001312,0.000640,0.912771
0.418192,0.017601,0.203464,0.005056,0.048354,0.000800,0.013760,0.171622,0.001440,0.000608,0.888226
0.420272,0.017537,0.203496,0.005216,0.048130,0.000800,0.013728,0.178759,0.001376,0.000608,0.897347
0.421008,0.017569,0.203592,0.005216,0.048322,0.000800,0.013633,0.190247,0.001504,0.000384,0.910371
0.422064,0.017697,0.203752,0.005024,0.047426,0.000832,0.013441,0.178503,0.001376,0.000416,0.898755
0.418576,0.017761,0.205256,0.005056,0.048866,0.001088,0.014081,0.179943,0.001344,0.000384,0.900963
0.419472,0.017761,0.204296,0.005024,0.048578,0.000800,0.014401,0.177607,0.001312,0.000352,0.897475
0.432816,0.017536,0.203656,0.005024,0.048610,0.000800,0.013761,0.175079,0.001408,0.000384,0.906435
0.417168,0.017537,0.204424,0.005056,0.050786,0.000576,0.013953,0.175879,0.001184,0.000352,0.894147
0.416816,0.017633,0.205352,0.005024,0.048322,0.000576,0.013824,0.171847,0.001376,0.000384,0.888706
0.422896,0.017633,0.203560,0.005024,0.048642,0.000704,0.013793,0.195527,0.001312,0.000384,0.917091
0.417873,0.017504,0.204296,0.005088,0.047457,0.000576,0.013441,0.165958,0.001281,0.000384,0.880515
0.418417,0.018241,0.203432,0.004800,0.047202,0.000576,0.013792,0.171783,0.001312,0.000352,0.886531
0.417649,0.017888,0.204552,0.005313,0.047105,0.000577,0.013472,0.165959,0.001248,0.000320,0.880387
0.434065,0.017601,0.203464,0.005056,0.047522,0.000576,0.013728,0.180040,0.001408,0.000352,0.911044
0.416144,0.017537,0.204744,0.005024,0.048354,0.000800,0.013793,0.176071,0.001344,0.000384,0.892323
0.418737,0.018145,0.204200,0.005120,0.048098,0.000800,0.013984,0.170951,0.001376,0.000448,0.890019
0.418736,0.017697,0.204392,0.005024,0.048802,0.000832,0.013889,0.189191,0.001344,0.000320,0.908099
0.417008,0.017537,0.204264,0.005248,0.048706,0.000800,0.013793,0.162214,0.001312,0.000384,0.878594
0.418416,0.017921,0.203944,0.005184,0.049282,0.000800,0.014305,0.176742,0.001504,0.000448,0.896387
0.420977,0.017504,0.204488,0.005281,0.048194,0.000832,0.013824,0.171175,0.001376,0.000352,0.892003
0.439121,0.017473,0.203015,0.005248,0.048802,0.000800,0.013664,0.169575,0.001376,0.000384,0.907811
0.420753,0.017505,0.203944,0.005280,0.048962,0.000800,0.013920,0.173255,0.001440,0.000352,0.893987
0.426032,0.018209,0.204104,0.005216,0.048738,0.000832,0.014177,0.182887,0.001344,0.000416,0.909507
0.422768,0.017793,0.204104,0.005248,0.048770,0.000864,0.013825,0.170022,0.001600,0.000352,0.908387
0.417649,0.017569,0.206088,0.005088,0.048770,0.000832,0.014240,0.182792,0.001312,0.000384,0.903012
0.419568,0.017633,0.203880,0.005120,0.048546,0.000832,0.013920,0.172806,0.001344,0.000352,0.892258
0.417521,0.017632,0.204104,0.005409,0.048898,0.000800,0.013696,0.160038,0.001376,0.000384,0.877635
0.441745,0.017729,0.204808,0.005024,0.048514,0.000800,0.013793,0.175335,0.001184,0.000352,0.916580
0.417520,0.017697,0.204744,0.005056,0.049154,0.000608,0.013729,0.164742,0.001216,0.000416,0.882626
0.422225,0.018113,0.204008,0.005024,0.048642,0.000544,0.013664,0.167782,0.001312,0.000608,0.889507
0.418865,0.017664,0.202728,0.005056,0.046946,0.000576,0.013633,0.171463,0.001280,0.000448,0.885923
0.421649,0.017729,0.204232,0.005088,0.047810,0.000576,0.013344,0.172711,0.001184,0.000320,0.892163
0.421937,0.017376,0.203880,0.005089,0.048449,0.000576,0.013728,0.173863,0.001376,0.000384,0.894019
0.422257,0.017472,0.204264,0.005057,0.047938,0.000576,0.013696,0.171047,0.001312,0.000320,0.891075
0.431409,0.017889,0.202888,0.005056,0.047522,0.000608,0.013696,0.163847,0.001280,0.000384,0.892515
0.420592,0.017761,0.204872,0.005056,0.047810,0.000576,0.013633,0.174375,0.001248,0.000352,0.893443
0.418832,0.017504,0.203848,0.005088,0.047490,0.000608,0.013569,0.161894,0.001248,0.000448,0.877538
0.421808,0.017537,0.203592,0.005120,0.046914,0.000608,0.013569,0.169990,0.001184,0.000384,0.887906
0.422096,0.017537,0.203112,0.005280,0.046978,0.000608,0.013313,0.177063,0.001312,0.000352,0.894659
0.417521,0.017536,0.204136,0.005025,0.046881,0.000608,0.013601,0.171431,0.001280,0.000384,0.885411
0.417072,0.017729,0.202984,0.005088,0.046882,0.000576,0.013632,0.169287,0.001312,0.000384,0.882274
0.418128,0.017537,0.221289,0.005184,0.046946,0.000608,0.013600,0.168455,0.001312,0.000352,0.900771
0.421680,0.017441,0.204264,0.005024,0.047106,0.000576,0.013697,0.176967,0.001216,0.000416,0.895811
0.418769,0.017504,0.204136,0.005089,0.047553,0.000544,0.013409,0.180711,0.001376,0.000416,0.896547
0.420976,0.017729,0.203624,0.005312,0.047778,0.000576,0.013665,0.179911,0.001216,0.000384,0.899171
0.438993,0.017665,0.204264,0.005088,0.047426,0.000608,0.013409,0.167622,0.001440,0.000384,0.904291
0.423025,0.017665,0.203240,0.005280,0.048866,0.000800,0.013665,0.183495,0.001440,0.000384,0.906276
0.422033,0.017697,0.204104,0.005312,0.048898,0.000800,0.013665,0.170918,0.001312,0.000352,0.892899
0.422032,0.017440,0.216233,0.005312,0.049570,0.000576,0.013760,0.166663,0.001312,0.000384,0.900899
0.422513,0.017505,0.203752,0.005024,0.047714,0.000576,0.013472,0.173415,0.001248,0.000352,0.892643
0.417136,0.017441,0.204648,0.004832,0.047746,0.000576,0.013632,0.178279,0.001248,0.000352,0.892419
0.422545,0.017441,0.203272,0.005312,0.046818,0.000576,0.013568,0.175047,0.001184,0.000384,0.892771
0.438706,0.017696,0.204136,0.004993,0.047297,0.000544,0.013633,0.174471,0.001312,0.000352,0.910756
0.420560,0.017600,0.203816,0.005280,0.046850,0.000608,0.013697,0.173095,0.001248,0.000384,0.890051
0.417328,0.017921,0.204552,0.005280,0.046946,0.001056,0.013697,0.175847,0.001216,0.000352,0.891779
0.416432,0.017825,0.203784,0.005088,0.066018,0.001056,0.013600,0.177351,0.001312,0.000416,0.911939
0.415761,0.017664,0.204520,0.005088,0.046882,0.000608,0.013760,0.164647,0.001376,0.000576,0.878563
0.419857,0.017665,0.203272,0.005152,0.046914,0.000576,0.013664,0.177703,0.001440,0.000416,0.894371
0.420688,0.017537,0.203528,0.005056,0.047042,0.000576,0.013729,0.173638,0.001344,0.000384,0.891234
0.435505,0.017793,0.204040,0.005248,0.047330,0.000576,0.013632,0.204296,0.001312,0.000833,0.938021
0.419184,0.017729,0.203624,0.005280,0.046914,0.000544,0.013473,0.174695,0.001440,0.000448,0.890723
0.420273,0.017504,0.203912,0.005025,0.046946,0.000576,0.013600,0.179335,0.001376,0.000352,0.896387
0.416401,0.017441,0.203880,0.005088,0.068610,0.000640,0.013664,0.167303,0.001248,0.000352,0.902788
0.420145,0.017569,0.203592,0.005056,0.047010,0.000608,0.013536,0.173511,0.001312,0.000384,0.890531
0.420656,0.017569,0.203592,0.005056,0.047010,0.000576,0.013729,0.170918,0.001344,0.000384,0.888771
0.421073,0.017600,0.203784,0.005281,0.047137,0.000576,0.013761,0.183815,0.001312,0.000384,0.902819
0.436785,0.017729,0.203816,0.005056,0.047010,0.000608,0.013728,0.166503,0.001312,0.000384,0.901379
0.420272,0.017569,0.204040,0.005024,0.046818,0.000576,0.013729,0.161350,0.001344,0.000352,0.879106
0.420272,0.017505,0.203816,0.005088,0.046850,0.000608,0.013441,0.171174,0.001376,0.000352,0.888963
0.420400,0.017985,0.203336,0.005024,0.047202,0.000608,0.013505,0.193927,0.001345,0.000352,0.911780
0.420656,0.017728,0.203112,0.005024,0.046946,0.000576,0.013473,0.167814,0.001345,0.000384,0.884515
0.422192,0.017601,0.204392,0.005056,0.046818,0.000576,0.013793,0.172582,0.001248,0.000385,0.891875
0.422064,0.017569,0.205160,0.005248,0.047042,0.000576,0.013697,0.169895,0.001344,0.000352,0.890531
0.453266,0.017536,0.204072,0.005184,0.046978,0.000608,0.013568,0.218889,0.001344,0.000352,0.969190
0.415952,0.018177,0.203784,0.005280,0.047842,0.001024,0.013697,0.181447,0.001408,0.000384,0.896771
0.417777,0.017697,0.204552,0.005056,0.049058,0.000768,0.013632,0.170983,0.001312,0.000352,0.889027
0.421137,0.017504,0.203752,0.005057,0.067138,0.000832,0.013537,0.171367,0.001120,0.000384,0.909828
0.420464,0.017505,0.203848,0.005056,0.047202,0.000768,0.013633,0.171782,0.001184,0.000385,0.889731
0.421776,0.017697,0.204200,0.005056,0.047106,0.000576,0.013345,0.168614,0.001408,0.000384,0.887234
