Layer[0],TEE[1-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416402,0.214537,0.203785,0.005312,0.047139,0.000736,0.013504,0.000352,0.001472,0.000928,0.000352,0.912775
0.419314,0.230602,0.203945,0.005536,0.046914,0.000576,0.013473,0.000352,0.001376,0.000928,0.000576,0.933449
0.422162,0.218602,0.203657,0.005600,0.046882,0.001024,0.013441,0.000320,0.001504,0.001088,0.000352,0.923112
0.428627,0.192168,0.204136,0.005537,0.046946,0.000576,0.013536,0.000352,0.001441,0.000928,0.000320,0.903048
0.415762,0.250955,0.202824,0.005504,0.046818,0.000544,0.013472,0.000352,0.001409,0.000896,0.000384,0.946217
0.415154,0.245995,0.203049,0.005088,0.046754,0.000576,0.013376,0.000320,0.001408,0.000960,0.000352,0.940969
0.415123,0.240426,0.204105,0.005216,0.046850,0.000992,0.013441,0.000352,0.001376,0.000928,0.000224,0.937545
0.415730,0.252331,0.202889,0.005440,0.047266,0.000576,0.013345,0.000352,0.001344,0.000992,0.000320,0.949609
0.416018,0.229642,0.204137,0.005473,0.046754,0.000576,0.013344,0.000416,0.001440,0.000896,0.000352,0.927528
0.416370,0.232362,0.203145,0.005280,0.047266,0.000545,0.013312,0.000320,0.001440,0.000768,0.000320,0.929800
0.415186,0.235595,0.202792,0.009473,0.047010,0.000992,0.013377,0.000352,0.001408,0.000960,0.000352,0.934505
0.415634,0.207945,0.203497,0.005472,0.046946,0.000960,0.013409,0.000384,0.001376,0.000832,0.000352,0.904039
0.415090,0.201833,0.203497,0.004960,0.047042,0.000576,0.013377,0.000384,0.001344,0.000928,0.000352,0.896903
0.414898,0.209994,0.202952,0.009376,0.046914,0.000576,0.013409,0.000352,0.001408,0.000896,0.000288,0.908584
0.415154,0.237226,0.203017,0.005312,0.046946,0.000576,0.013377,0.000352,0.001376,0.000896,0.000640,0.932968
0.415538,0.235499,0.202760,0.005345,0.046850,0.001024,0.013440,0.000352,0.001345,0.000928,0.000384,0.931177
0.414962,0.211082,0.202952,0.005313,0.046978,0.000544,0.013408,0.000320,0.001408,0.000896,0.000384,0.905960
0.428146,0.225834,0.202953,0.005408,0.047010,0.000544,0.013377,0.000352,0.001408,0.000864,0.000352,0.933480
0.415026,0.225514,0.203561,0.005344,0.046978,0.000576,0.013473,0.000384,0.001376,0.000864,0.000288,0.920328
0.415922,0.237803,0.203208,0.005281,0.047074,0.000736,0.013760,0.000352,0.001441,0.000928,0.000416,0.934377
0.415378,0.244811,0.203753,0.005472,0.046914,0.000576,0.013409,0.000384,0.001376,0.000928,0.000352,0.940553
0.415218,0.198985,0.203049,0.005600,0.046914,0.000992,0.013409,0.000384,0.001344,0.000864,0.000352,0.894727
0.414386,0.232074,0.203241,0.005472,0.046850,0.000768,0.013441,0.000352,0.001376,0.000896,0.000448,0.926600
0.414450,0.255083,0.203625,0.005568,0.046882,0.000545,0.013408,0.000352,0.001376,0.000832,0.000480,0.949673
0.415155,0.240650,0.203273,0.005280,0.046850,0.000800,0.013409,0.000352,0.001376,0.000864,0.000352,0.935529
0.416050,0.234666,0.203177,0.005440,0.046882,0.000576,0.013473,0.000352,0.001408,0.000960,0.000352,0.931304
0.416018,0.263979,0.202921,0.005152,0.047107,0.000544,0.013472,0.000352,0.001376,0.000864,0.000320,0.959849
0.414963,0.279244,0.203209,0.005568,0.046754,0.000576,0.013345,0.000320,0.001376,0.000928,0.000384,0.974475
0.415474,0.260875,0.206121,0.009473,0.046850,0.000544,0.013344,0.000352,0.001376,0.000896,0.000320,0.962346
0.416178,0.205321,0.203241,0.005568,0.047106,0.000768,0.013537,0.000320,0.001504,0.001056,0.000288,0.902823
0.415378,0.218122,0.203145,0.005248,0.046818,0.000704,0.013409,0.000352,0.001408,0.000800,0.000320,0.913128
0.418226,0.229386,0.203881,0.005504,0.047458,0.000800,0.013472,0.000352,0.001504,0.001024,0.000384,0.931496
0.418290,0.213098,0.203497,0.005248,0.047298,0.000544,0.013504,0.000353,0.001408,0.000864,0.000256,0.912744
0.415410,0.204969,0.203273,0.005601,0.046914,0.000512,0.013440,0.000384,0.001408,0.000832,0.000576,0.901127
0.432307,0.228106,0.205673,0.005536,0.046850,0.000544,0.013472,0.000384,0.001440,0.000864,0.000576,0.944329
0.420722,0.246315,0.205129,0.005504,0.046850,0.000544,0.013409,0.000384,0.001376,0.000992,0.000320,0.949386
0.420530,0.215433,0.203401,0.005536,0.047043,0.000608,0.013440,0.000352,0.001408,0.000896,0.000320,0.917960
0.415794,0.222377,0.221865,0.005312,0.047106,0.000769,0.013408,0.000384,0.001472,0.000960,0.000416,0.938088
0.415922,0.226506,0.203528,0.005473,0.046978,0.000576,0.013472,0.000320,0.001408,0.000960,0.000384,0.924905
0.420563,0.201321,0.203144,0.005312,0.046914,0.000800,0.013760,0.000384,0.001440,0.000928,0.000384,0.902408
0.419954,0.213193,0.203241,0.005633,0.046946,0.000992,0.013824,0.000384,0.001376,0.000864,0.000352,0.916071
0.449587,0.240939,0.203657,0.005504,0.047330,0.000768,0.013473,0.000320,0.001344,0.001088,0.000384,0.974250
0.416819,0.252171,0.203913,0.005312,0.047074,0.000608,0.013633,0.000384,0.001376,0.000960,0.000352,0.951562
0.420914,0.245770,0.204105,0.005472,0.046947,0.000576,0.013440,0.000352,0.001344,0.000896,0.000416,0.948265
0.419986,0.284396,0.204137,0.005505,0.046914,0.000608,0.013472,0.000352,0.001312,0.000992,0.000384,0.986827
0.422675,0.249611,0.203401,0.005408,0.046882,0.000576,0.013473,0.000320,0.001408,0.000896,0.000352,0.953546
0.415442,0.223370,0.203625,0.005536,0.047042,0.000576,0.013473,0.000352,0.001344,0.000928,0.000352,0.920328
0.420018,0.229034,0.203049,0.005600,0.046883,0.000544,0.013472,0.000320,0.001376,0.000928,0.000352,0.929800
0.420690,0.215433,0.203849,0.005505,0.046818,0.000576,0.013504,0.000352,0.001472,0.000928,0.000576,0.919111
0.415954,0.219433,0.203305,0.005696,0.046850,0.000768,0.013505,0.000384,0.001440,0.000960,0.000576,0.916872
0.420594,0.230122,0.203241,0.005536,0.046818,0.000544,0.013441,0.000320,0.001376,0.000960,0.000352,0.931720
0.434835,0.262956,0.203017,0.005600,0.047138,0.000576,0.013473,0.000384,0.001440,0.000960,0.000384,0.981195
0.418930,0.204329,0.203241,0.005536,0.046850,0.000768,0.013473,0.000352,0.001408,0.000928,0.000384,0.904103
0.421523,0.234954,0.203337,0.005600,0.047106,0.000576,0.013441,0.000320,0.001472,0.001056,0.000320,0.938217
0.421235,0.209545,0.221034,0.005536,0.047010,0.000800,0.013441,0.000384,0.001472,0.001088,0.000352,0.930761
0.417075,0.220137,0.206569,0.005345,0.046914,0.000544,0.013440,0.000352,0.001760,0.000960,0.000384,0.921288
0.416818,0.219626,0.202953,0.005344,0.046978,0.000576,0.013473,0.000384,0.001472,0.000896,0.000352,0.917576
0.416242,0.243531,0.206697,0.005568,0.047074,0.001024,0.013697,0.000352,0.001344,0.000960,0.000320,0.944393
0.431347,0.223306,0.206281,0.005472,0.047202,0.000576,0.013569,0.000384,0.001408,0.000928,0.000352,0.940297
0.416338,0.222282,0.206793,0.005696,0.047010,0.000768,0.013473,0.000352,0.001440,0.000928,0.000352,0.922952
0.416403,0.213865,0.203209,0.005184,0.047202,0.000576,0.013793,0.000384,0.001344,0.000832,0.000288,0.910024
0.420594,0.216938,0.236394,0.005568,0.046946,0.000801,0.013408,0.000352,0.001376,0.000992,0.000384,0.954569
0.416178,0.221610,0.203145,0.005344,0.046882,0.000576,0.013441,0.000384,0.001344,0.000928,0.000384,0.917928
0.414866,0.248555,0.203113,0.004960,0.046978,0.000833,0.013408,0.000384,0.001376,0.000896,0.000352,0.943849
0.416114,0.229674,0.203433,0.005056,0.047362,0.000480,0.013633,0.000384,0.001408,0.000896,0.000352,0.926120
0.428915,0.237994,0.203113,0.004992,0.046850,0.000576,0.013345,0.000352,0.001344,0.000992,0.000352,0.947369
0.415154,0.219146,0.203016,0.005505,0.046850,0.000576,0.013408,0.000352,0.001409,0.000864,0.000352,0.914088
0.421266,0.222538,0.203849,0.005280,0.047234,0.000576,0.013473,0.000352,0.001472,0.001120,0.000384,0.926760
0.416562,0.233578,0.203721,0.005568,0.047298,0.000576,0.013441,0.000384,0.001600,0.000992,0.000384,0.934249
0.422802,0.263340,0.204457,0.005376,0.047970,0.000576,0.014177,0.000352,0.001504,0.001056,0.000608,0.971306
0.417298,0.237386,0.203081,0.005568,0.048099,0.000832,0.014048,0.000352,0.001568,0.000960,0.000544,0.940296
0.421266,0.225674,0.236714,0.008705,0.047842,0.000768,0.013665,0.000384,0.001440,0.001312,0.000576,0.969418
0.422578,0.213642,0.203049,0.005504,0.048066,0.000576,0.013921,0.000384,0.001504,0.001024,0.000544,0.919688
0.420723,0.257291,0.203529,0.005408,0.047650,0.000608,0.013473,0.000384,0.001472,0.001056,0.000544,0.961386
0.421874,0.229098,0.203561,0.005568,0.048162,0.000608,0.013857,0.000352,0.001472,0.001120,0.000544,0.935208
0.438899,0.267788,0.203657,0.005760,0.047650,0.000576,0.013697,0.000352,0.001504,0.001088,0.000576,0.990795
0.421906,0.228810,0.203496,0.005697,0.048098,0.000576,0.013793,0.000352,0.001472,0.001024,0.000384,0.934665
0.417010,0.258475,0.203497,0.005536,0.047394,0.000768,0.013537,0.000384,0.001504,0.001056,0.000608,0.959114
0.434739,0.272364,0.204040,0.009505,0.047778,0.000608,0.013953,0.000352,0.001696,0.001056,0.000576,0.996107
0.421970,0.242379,0.204425,0.005600,0.047490,0.000576,0.013825,0.000320,0.001568,0.001184,0.000320,0.948969
0.420530,0.231466,0.203657,0.005569,0.048002,0.000768,0.013984,0.000352,0.001504,0.001536,0.000352,0.937033
0.420914,0.251147,0.225898,0.005664,0.047682,0.000576,0.014273,0.000384,0.001760,0.001408,0.000384,0.979882
0.420947,0.239818,0.207849,0.005729,0.047778,0.000576,0.014112,0.000544,0.001729,0.001440,0.000384,0.950282
0.417650,0.241482,0.205257,0.005441,0.048578,0.000576,0.013696,0.000320,0.001536,0.001313,0.000384,0.944041
0.422546,0.232874,0.204361,0.005344,0.047811,0.000544,0.013824,0.000352,0.001568,0.001248,0.000384,0.939272
0.416722,0.231274,0.204169,0.005312,0.048098,0.000544,0.013633,0.000384,0.001536,0.000896,0.000256,0.930216
0.417266,0.200905,0.203369,0.005248,0.049410,0.000736,0.013568,0.000352,0.001472,0.000928,0.000352,0.900871
0.416147,0.204553,0.204200,0.009505,0.049410,0.000736,0.013473,0.000384,0.001440,0.000864,0.000320,0.908136
0.432403,0.211849,0.203497,0.005056,0.048674,0.000576,0.013697,0.000352,0.001440,0.000864,0.000352,0.927400
0.423635,0.233066,0.203657,0.009536,0.048386,0.000768,0.013441,0.000416,0.001376,0.000960,0.000352,0.943721
0.415826,0.207497,0.203496,0.005505,0.047874,0.000768,0.013536,0.000384,0.001473,0.000960,0.000352,0.906152
0.421074,0.231594,0.203401,0.005536,0.066051,0.000800,0.013601,0.000384,0.001440,0.000960,0.000352,0.954217
0.422514,0.257867,0.203529,0.005536,0.047234,0.000544,0.013569,0.000352,0.001504,0.000896,0.000352,0.962122
0.423059,0.232490,0.203401,0.009600,0.046850,0.000544,0.013441,0.000352,0.001440,0.000928,0.000352,0.940425
0.419762,0.203049,0.203977,0.005344,0.046882,0.000576,0.013537,0.000352,0.001408,0.000960,0.000384,0.904423
0.438675,0.226154,0.206889,0.005344,0.046978,0.000544,0.013473,0.000352,0.001408,0.000928,0.000352,0.949449
0.416978,0.224202,0.203817,0.005568,0.046850,0.000576,0.013473,0.000384,0.001408,0.000960,0.000384,0.922728
0.419858,0.229706,0.205096,0.005568,0.047362,0.000576,0.013664,0.000384,0.001472,0.000960,0.000352,0.933001
0.416658,0.222250,0.224906,0.005536,0.047010,0.000832,0.013537,0.000384,0.001472,0.000960,0.000352,0.943337
0.419794,0.221993,0.203049,0.005440,0.046946,0.000608,0.013761,0.000384,0.001440,0.001088,0.000384,0.922824
0.421106,0.245227,0.203849,0.005568,0.047298,0.000992,0.013569,0.000352,0.001504,0.000960,0.000608,0.951209
0.420402,0.221002,0.203177,0.005536,0.046946,0.000576,0.013505,0.000384,0.001408,0.000928,0.000384,0.921736
0.420018,0.261548,0.203433,0.005664,0.046914,0.000800,0.013504,0.000352,0.001376,0.000960,0.000352,0.962506
0.416274,0.230826,0.203881,0.005632,0.047074,0.000576,0.013537,0.000352,0.001376,0.001024,0.000384,0.928712
0.415698,0.226537,0.203529,0.009537,0.046882,0.000608,0.013568,0.000320,0.001376,0.000928,0.000384,0.927145
0.435059,0.252235,0.203305,0.005728,0.046850,0.000544,0.013504,0.000353,0.001440,0.000896,0.000384,0.968938
0.420882,0.202217,0.203465,0.005472,0.046914,0.000576,0.013409,0.000352,0.001472,0.000896,0.000352,0.903559
0.423955,0.257963,0.203081,0.005472,0.046914,0.000576,0.013441,0.000352,0.001376,0.000928,0.000384,0.962186
0.419570,0.238283,0.222153,0.005505,0.046978,0.000800,0.013792,0.000384,0.001408,0.001024,0.000416,0.959498
0.421106,0.237547,0.203241,0.005504,0.046978,0.000576,0.013473,0.000384,0.001408,0.000960,0.000352,0.939529
0.419891,0.224745,0.203080,0.005409,0.047042,0.000544,0.013888,0.000416,0.001440,0.001056,0.000577,0.926345
0.420882,0.219210,0.203337,0.005792,0.046946,0.000576,0.013441,0.000352,0.001408,0.000992,0.000352,0.921384
0.433491,0.226282,0.202952,0.005377,0.046914,0.000544,0.013440,0.000384,0.001344,0.000960,0.000384,0.940265
0.421458,0.230410,0.203785,0.009473,0.047266,0.000576,0.013440,0.000352,0.001409,0.000960,0.000352,0.937001
0.421042,0.247754,0.203849,0.005600,0.046915,0.000544,0.013472,0.000384,0.001344,0.001056,0.000352,0.950057
0.416338,0.221897,0.203432,0.005601,0.047202,0.000544,0.013472,0.000352,0.001376,0.000928,0.000352,0.919336
0.415538,0.218633,0.203177,0.005569,0.046786,0.000544,0.013408,0.000384,0.001536,0.000864,0.000320,0.914823
0.420722,0.227274,0.203113,0.005600,0.046882,0.000576,0.013377,0.000352,0.001440,0.000864,0.000384,0.929288
0.420370,0.252459,0.203017,0.005568,0.046850,0.000576,0.013505,0.000384,0.001472,0.001056,0.000352,0.954345
0.420403,0.251147,0.203272,0.009473,0.046882,0.000544,0.013441,0.000384,0.001472,0.000864,0.000416,0.956170
0.416562,0.223594,0.203625,0.005536,0.046946,0.000832,0.013537,0.000352,0.001472,0.000960,0.000416,0.922312
0.415538,0.247338,0.203657,0.005408,0.047074,0.000768,0.013408,0.000320,0.001408,0.001024,0.000384,0.944169
0.435443,0.229290,0.203273,0.005536,0.046914,0.000608,0.013440,0.000352,0.001408,0.000992,0.000384,0.946377
0.416146,0.217929,0.203465,0.005344,0.046819,0.000544,0.013472,0.000384,0.001376,0.000960,0.000352,0.914823
0.416338,0.213449,0.203561,0.005312,0.046914,0.000736,0.013473,0.000352,0.001408,0.001024,0.000384,0.910855
0.421586,0.219721,0.207721,0.005504,0.046914,0.000736,0.032897,0.000416,0.001472,0.000961,0.000352,0.946665
0.421298,0.215018,0.203816,0.005377,0.046882,0.000544,0.013472,0.000352,0.001376,0.000865,0.000352,0.917032
0.420274,0.227658,0.203753,0.009440,0.046850,0.000576,0.013473,0.000384,0.001440,0.000928,0.000384,0.931944
0.422099,0.231722,0.203369,0.005600,0.047074,0.000576,0.013633,0.000320,0.001408,0.000896,0.000352,0.935945
0.446483,0.219498,0.203785,0.009536,0.046850,0.000576,0.013473,0.000320,0.001376,0.000896,0.000352,0.951209
0.422578,0.259851,0.203657,0.005600,0.047138,0.000736,0.013825,0.000384,0.001472,0.000928,0.000384,0.965994
0.421779,0.225610,0.204009,0.005312,0.047074,0.000800,0.013441,0.000384,0.001504,0.000960,0.000384,0.929737
0.421235,0.223306,0.218537,0.009025,0.046786,0.000800,0.013824,0.000352,0.001504,0.000896,0.000384,0.945225
0.422482,0.232074,0.203273,0.005568,0.046786,0.000576,0.013505,0.000384,0.001472,0.000992,0.000352,0.935528
0.415826,0.229738,0.203177,0.005792,0.047202,0.000544,0.013569,0.000320,0.001408,0.001024,0.000352,0.926696
0.420402,0.224554,0.203081,0.005344,0.046946,0.000544,0.013569,0.000352,0.001408,0.000896,0.000320,0.925960
0.429810,0.241195,0.203817,0.005312,0.046882,0.000576,0.013537,0.000352,0.001408,0.000960,0.000384,0.952233
0.421554,0.234858,0.203881,0.005504,0.046979,0.000608,0.013504,0.000352,0.001504,0.001120,0.000416,0.939784
0.416146,0.264971,0.203785,0.009473,0.047362,0.000800,0.014048,0.000384,0.001696,0.001089,0.000608,0.968650
0.445748,0.219337,0.203209,0.005601,0.047202,0.000544,0.013728,0.000352,0.001504,0.000992,0.000320,0.946537
0.420690,0.256523,0.204040,0.005601,0.047522,0.000768,0.014048,0.000416,0.001505,0.001248,0.000416,0.961258
0.416946,0.208457,0.204041,0.005536,0.047202,0.000576,0.013536,0.000417,0.001408,0.001024,0.000384,0.907688
0.417170,0.233930,0.222153,0.005537,0.047042,0.000736,0.013600,0.000384,0.001440,0.001057,0.000352,0.952170
0.420882,0.237098,0.204617,0.005408,0.047234,0.000576,0.013889,0.000608,0.001504,0.001088,0.000352,0.941705
0.419922,0.233898,0.203209,0.005344,0.047170,0.000544,0.013537,0.000416,0.001472,0.000992,0.000320,0.935112
0.420434,0.224266,0.204649,0.009376,0.046946,0.000736,0.013505,0.000352,0.001728,0.000992,0.000320,0.931880
0.438323,0.246027,0.203721,0.005568,0.046978,0.000576,0.013505,0.000352,0.001376,0.001056,0.000352,0.966250
0.417106,0.228650,0.203241,0.005537,0.046882,0.000768,0.013472,0.000416,0.001376,0.001056,0.000384,0.928808
0.421074,0.224074,0.203465,0.005568,0.047170,0.000768,0.013537,0.000384,0.001440,0.001152,0.000576,0.926792
0.420210,0.253835,0.204425,0.005312,0.047235,0.000992,0.013504,0.000352,0.001472,0.001024,0.000352,0.957097
0.420882,0.224362,0.203561,0.005440,0.047554,0.000576,0.013569,0.000384,0.001440,0.001056,0.000416,0.928200
0.421395,0.224073,0.203400,0.005569,0.047458,0.000576,0.013440,0.000320,0.001472,0.001024,0.000385,0.927369
0.420114,0.217002,0.203624,0.009537,0.066051,0.000768,0.013536,0.000320,0.001665,0.001056,0.000320,0.942761
0.420498,0.216842,0.203496,0.005344,0.046818,0.000800,0.013536,0.000352,0.001473,0.001024,0.000384,0.918760
0.420626,0.253739,0.203625,0.005536,0.047075,0.000544,0.013568,0.000384,0.001472,0.000992,0.000352,0.955945
0.420594,0.216970,0.203369,0.005440,0.047010,0.000576,0.013601,0.000416,0.001472,0.001088,0.000352,0.919112
0.437875,0.234794,0.203112,0.009537,0.047234,0.000576,0.013536,0.000384,0.001472,0.000992,0.000352,0.957930
0.422450,0.238731,0.203241,0.009536,0.047042,0.000576,0.013825,0.000384,0.001632,0.001184,0.000416,0.948169
0.420626,0.217705,0.203272,0.009537,0.047074,0.000608,0.013792,0.000449,0.001600,0.001088,0.000384,0.924296
0.416242,0.270092,0.203721,0.005472,0.047042,0.000800,0.013505,0.000384,0.001472,0.001056,0.000384,0.968938
0.416787,0.217513,0.203593,0.005536,0.047074,0.000576,0.013537,0.000416,0.001472,0.001152,0.000352,0.915944
0.421843,0.240074,0.203241,0.005568,0.046978,0.000737,0.013472,0.000320,0.001472,0.000992,0.000352,0.943049
0.419666,0.256747,0.203433,0.005504,0.047010,0.000576,0.013473,0.000384,0.001440,0.001024,0.000352,0.957673
0.420275,0.238986,0.203625,0.005312,0.046946,0.001024,0.013569,0.000352,0.001440,0.001056,0.000352,0.941449
0.420370,0.210697,0.203881,0.005568,0.047170,0.000608,0.013537,0.000384,0.001440,0.001024,0.000384,0.913095
0.421138,0.237962,0.203721,0.005664,0.046818,0.000544,0.013537,0.000384,0.001440,0.001024,0.000384,0.940777
0.442419,0.213993,0.203561,0.009505,0.046978,0.000544,0.013632,0.000352,0.001440,0.001025,0.000352,0.942153
0.424658,0.234826,0.204200,0.009505,0.046850,0.000544,0.013505,0.000416,0.001440,0.001024,0.000384,0.946921
0.421650,0.209737,0.203433,0.005632,0.047075,0.000608,0.013440,0.000384,0.001504,0.000992,0.000384,0.913191
0.417138,0.225386,0.219177,0.005376,0.047234,0.000800,0.013504,0.000353,0.001408,0.000992,0.000352,0.940905
0.421523,0.225513,0.203560,0.005537,0.046818,0.000992,0.013472,0.000384,0.001408,0.001025,0.000384,0.928841
0.421779,0.214473,0.203817,0.005600,0.046914,0.000544,0.013409,0.000384,0.001440,0.001056,0.000384,0.918024
0.420498,0.222058,0.203529,0.005568,0.046818,0.000576,0.013473,0.000352,0.001408,0.000960,0.000640,0.923944
0.421042,0.212617,0.203625,0.005569,0.046850,0.000576,0.013888,0.000384,0.001504,0.000960,0.000320,0.916488
0.420050,0.211914,0.203432,0.009409,0.047010,0.000544,0.014305,0.000352,0.001472,0.000928,0.000384,0.917640
0.415890,0.217290,0.203177,0.005312,0.046850,0.000576,0.013537,0.000352,0.001376,0.001088,0.000352,0.914536
0.419794,0.232106,0.205929,0.005504,0.046850,0.001024,0.013505,0.000384,0.001376,0.001056,0.000384,0.936169
0.421010,0.209417,0.203529,0.005600,0.046946,0.000576,0.013440,0.000416,0.001440,0.001152,0.000352,0.913095
0.423059,0.228394,0.203017,0.005408,0.047522,0.000544,0.014049,0.000416,0.001472,0.001056,0.000352,0.933449
0.416914,0.217353,0.206121,0.005537,0.046914,0.000576,0.013504,0.000416,0.001472,0.001056,0.000352,0.918248
0.420307,0.216777,0.204905,0.005664,0.047682,0.000576,0.013985,0.000608,0.001504,0.001024,0.000608,0.922664
0.420178,0.234634,0.203465,0.005568,0.047042,0.000800,0.013569,0.000352,0.001472,0.001088,0.000384,0.936585
0.415794,0.225610,0.203945,0.005600,0.046978,0.000576,0.013473,0.000352,0.001536,0.001024,0.000384,0.923912
0.433171,0.257003,0.204521,0.005537,0.046946,0.000992,0.013472,0.000416,0.001440,0.000992,0.000384,0.973034
0.420659,0.225385,0.205001,0.005601,0.046914,0.000576,0.013536,0.000352,0.001408,0.001056,0.000385,0.929289
0.420211,0.217033,0.203593,0.009441,0.046914,0.000576,0.013504,0.000352,0.001376,0.001056,0.000320,0.922472
0.420307,0.238442,0.204265,0.005568,0.046914,0.000544,0.013505,0.000384,0.001440,0.000928,0.000352,0.940745
0.420594,0.207593,0.203817,0.005536,0.046850,0.000544,0.013505,0.000416,0.001472,0.001024,0.000608,0.910727
0.420402,0.216586,0.203305,0.005344,0.046882,0.000576,0.014049,0.000384,0.001536,0.000992,0.000576,0.918824
0.420690,0.225257,0.204233,0.005568,0.047075,0.000832,0.013568,0.000352,0.001408,0.001056,0.000352,0.929000
0.420082,0.223369,0.203305,0.005504,0.046946,0.000544,0.013504,0.000384,0.001472,0.001056,0.000352,0.924552
0.421299,0.252939,0.203017,0.005504,0.046978,0.000576,0.013569,0.000384,0.001472,0.001024,0.000352,0.955466
0.415730,0.214697,0.203145,0.009441,0.046882,0.000544,0.013792,0.000352,0.001440,0.001056,0.000352,0.914951
0.447444,0.212329,0.203561,0.005536,0.046978,0.000576,0.013793,0.000384,0.001472,0.001120,0.000320,0.941161
0.415570,0.251467,0.203432,0.005601,0.047010,0.000576,0.013568,0.000320,0.001377,0.001088,0.000384,0.948393
0.420499,0.227082,0.203912,0.005569,0.046914,0.000576,0.013472,0.000384,0.001409,0.000960,0.000384,0.929641
0.418130,0.223338,0.223241,0.005345,0.047074,0.000800,0.013504,0.000320,0.001440,0.000864,0.000385,0.943177
0.421106,0.225898,0.204041,0.005536,0.047042,0.000832,0.013825,0.000352,0.001472,0.001120,0.000352,0.930664
0.421523,0.233098,0.203113,0.005376,0.046882,0.000544,0.013473,0.000416,0.001472,0.000960,0.000352,0.935657
0.420722,0.223210,0.203401,0.005312,0.046914,0.000544,0.013505,0.000416,0.001504,0.001024,0.000576,0.926248
0.439603,0.215402,0.203080,0.009601,0.047138,0.000544,0.013505,0.000416,0.001472,0.001088,0.000384,0.940681
0.421042,0.225834,0.203209,0.005440,0.046882,0.000576,0.013569,0.000352,0.001376,0.000992,0.000320,0.928104
0.416274,0.223178,0.204360,0.009568,0.046946,0.000544,0.013505,0.000352,0.001440,0.000960,0.000352,0.925480
0.421778,0.255851,0.203881,0.005504,0.047010,0.000576,0.013601,0.000384,0.001376,0.000992,0.000352,0.959786
0.420370,0.218378,0.202793,0.005632,0.046978,0.000544,0.013569,0.000352,0.001376,0.000928,0.000352,0.919848
0.420562,0.223625,0.203049,0.005408,0.046978,0.000608,0.013473,0.000352,0.001504,0.001056,0.000320,0.925064
0.421266,0.245451,0.203209,0.009440,0.046882,0.000544,0.013537,0.000352,0.001440,0.000928,0.000320,0.951529
0.422738,0.224297,0.203497,0.005568,0.047042,0.000544,0.013536,0.000352,0.001408,0.001152,0.000576,0.929544
0.421842,0.212553,0.203336,0.009537,0.047170,0.000576,0.013536,0.000353,0.001440,0.001152,0.000384,0.920200
0.419890,0.222442,0.203977,0.005504,0.047394,0.000992,0.013569,0.000320,0.001440,0.001120,0.000384,0.925608
0.441011,0.246026,0.207209,0.005537,0.047074,0.000608,0.013952,0.000384,0.001472,0.000992,0.000576,0.973195
0.420754,0.223786,0.203017,0.005280,0.046946,0.000544,0.013761,0.000384,0.001472,0.000928,0.000352,0.925192
0.419603,0.208489,0.203913,0.005312,0.046882,0.000576,0.013505,0.000384,0.001440,0.001024,0.000608,0.909768
0.420691,0.212169,0.224650,0.005312,0.047042,0.000832,0.013473,0.000352,0.001440,0.000992,0.000384,0.936169
0.420146,0.267724,0.204041,0.005472,0.047810,0.000736,0.013505,0.000384,0.001504,0.001088,0.000608,0.972522
0.421267,0.225801,0.203305,0.005537,0.047682,0.000608,0.014368,0.000352,0.001472,0.001152,0.000353,0.930153
0.419634,0.228106,0.203561,0.005568,0.047554,0.000768,0.013889,0.000416,0.001504,0.000992,0.000352,0.930952
0.416434,0.231530,0.203560,0.005569,0.047010,0.000544,0.014240,0.000384,0.001504,0.001056,0.000544,0.932745
0.420658,0.217642,0.203304,0.005345,0.047522,0.000992,0.013824,0.000352,0.001441,0.000992,0.000352,0.920072
0.421778,0.271820,0.203401,0.005504,0.046850,0.000608,0.013761,0.000352,0.001440,0.001056,0.000320,0.975434
0.431891,0.225226,0.202857,0.009440,0.047010,0.000576,0.013569,0.000352,0.001440,0.000992,0.000384,0.942153
0.416434,0.214089,0.202921,0.005504,0.047202,0.000576,0.013793,0.000384,0.001408,0.000992,0.000352,0.911815
0.416530,0.247211,0.203529,0.005504,0.046914,0.000544,0.013441,0.000352,0.001440,0.001056,0.000352,0.944809
0.419987,0.267435,0.222890,0.005536,0.046978,0.000832,0.013537,0.000352,0.001440,0.001024,0.000352,0.988875
0.420371,0.254379,0.203433,0.009472,0.046850,0.000544,0.013537,0.000352,0.001440,0.001056,0.000352,0.959946
0.415282,0.225642,0.202985,0.005440,0.047042,0.000544,0.013569,0.000320,0.001440,0.001216,0.000352,0.921832
0.415346,0.223497,0.203017,0.005376,0.046914,0.000576,0.013472,0.000352,0.001440,0.001056,0.000352,0.919495
0.417202,0.215050,0.203048,0.005345,0.046946,0.000544,0.013536,0.000352,0.001472,0.001057,0.000576,0.914600
0.417042,0.229418,0.203113,0.005600,0.047042,0.000544,0.013472,0.000352,0.001440,0.001024,0.000352,0.927304
0.417395,0.212457,0.205801,0.005536,0.047458,0.000576,0.013857,0.000352,0.001536,0.001120,0.000352,0.915752
0.422002,0.241739,0.204585,0.009568,0.046818,0.000576,0.013569,0.000384,0.001504,0.001088,0.000576,0.950985
0.418323,0.234570,0.203337,0.005600,0.047042,0.000576,0.013473,0.000416,0.001472,0.001088,0.000384,0.934601
