Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],TEE[10-10],classifier
0.416688,0.017345,0.202568,0.004832,0.047266,0.000800,0.013441,0.000352,0.001408,0.001056,0.106884,0.820288
0.421008,0.017697,0.202472,0.004832,0.047330,0.001024,0.013409,0.000352,0.001440,0.001120,0.107556,0.826016
0.416336,0.017377,0.203112,0.004864,0.046946,0.000800,0.013409,0.000416,0.001472,0.000992,0.111364,0.824832
0.420336,0.017792,0.221961,0.005024,0.046850,0.000576,0.013377,0.000416,0.001472,0.000960,0.109988,0.846561
0.419889,0.017729,0.202504,0.004928,0.047266,0.000608,0.013376,0.000384,0.001408,0.000960,0.109157,0.825953
0.416913,0.017856,0.202344,0.005280,0.047265,0.000768,0.013345,0.000384,0.001472,0.001088,0.104100,0.818624
0.415728,0.017281,0.202952,0.004800,0.046786,0.000832,0.013377,0.000352,0.001504,0.001056,0.108996,0.821056
0.431248,0.017632,0.204104,0.004832,0.047201,0.000800,0.013537,0.000320,0.001504,0.001216,0.117829,0.848513
0.416272,0.017761,0.202440,0.004832,0.047138,0.000608,0.013441,0.000352,0.001440,0.001152,0.110980,0.824384
0.420689,0.017888,0.202695,0.005089,0.047842,0.001088,0.013408,0.000288,0.001504,0.001184,0.108581,0.827905
0.416304,0.017697,0.202312,0.004832,0.047586,0.000864,0.013376,0.000416,0.001473,0.001088,0.109060,0.822656
0.419536,0.017889,0.202696,0.004960,0.046850,0.000832,0.013408,0.000353,0.001472,0.001088,0.110820,0.827456
0.417745,0.017440,0.202216,0.004992,0.046946,0.000608,0.013409,0.000320,0.001440,0.001056,0.119205,0.832993
0.415920,0.017601,0.202088,0.005056,0.047266,0.000800,0.013697,0.000384,0.001472,0.001056,0.117060,0.832992
0.420848,0.017889,0.202536,0.004800,0.048002,0.000864,0.031137,0.000544,0.001665,0.001184,0.115172,0.853217
0.417105,0.017504,0.202536,0.004801,0.047745,0.000864,0.013537,0.000352,0.001440,0.001152,0.109700,0.825057
0.416240,0.017953,0.202472,0.004896,0.049250,0.000800,0.013600,0.000416,0.001473,0.001216,0.113828,0.832384
0.420689,0.017761,0.202119,0.004929,0.048130,0.000640,0.013408,0.000352,0.001408,0.001056,0.107813,0.825953
0.420177,0.017505,0.202440,0.004864,0.048226,0.000544,0.013408,0.000384,0.001536,0.000928,0.110533,0.852226
0.421616,0.017665,0.203176,0.004800,0.047874,0.000640,0.013472,0.000353,0.001472,0.000896,0.110244,0.829440
0.415280,0.017249,0.202408,0.004832,0.047170,0.000544,0.013376,0.000384,0.001472,0.000960,0.107108,0.817888
0.416273,0.017184,0.202024,0.004801,0.046785,0.000576,0.013345,0.000352,0.001472,0.000832,0.103076,0.813728
0.439153,0.017473,0.202856,0.004896,0.047010,0.000544,0.013409,0.000384,0.001472,0.000992,0.114180,0.853409
0.414896,0.017473,0.201960,0.004800,0.046946,0.000608,0.013409,0.000416,0.001440,0.000992,0.106724,0.817088
0.416784,0.017409,0.202088,0.004832,0.046882,0.001024,0.013505,0.000320,0.001536,0.001088,0.107908,0.822784
0.415953,0.017377,0.202087,0.004801,0.046913,0.000800,0.013440,0.000352,0.001504,0.001152,0.107140,0.819617
0.416561,0.017408,0.203816,0.004897,0.047521,0.001024,0.013504,0.000384,0.001568,0.001184,0.105604,0.823552
0.415760,0.017505,0.202696,0.005056,0.046978,0.000960,0.013504,0.000385,0.001536,0.001088,0.137413,0.851137
0.415920,0.017216,0.202856,0.004864,0.048514,0.000832,0.014049,0.000352,0.001696,0.001312,0.115717,0.831777
0.416592,0.017280,0.202920,0.004800,0.048514,0.000832,0.014305,0.000384,0.001696,0.000928,0.129797,0.845473
0.416336,0.017313,0.202824,0.005056,0.050146,0.000896,0.014592,0.000320,0.001504,0.001312,0.125220,0.843745
0.416656,0.017504,0.202408,0.004992,0.048290,0.000800,0.013601,0.000320,0.001472,0.001472,0.115557,0.832193
0.415953,0.017536,0.202440,0.005280,0.047842,0.000832,0.013985,0.000384,0.001600,0.001504,0.109284,0.825025
0.416304,0.017857,0.203080,0.005024,0.048770,0.000832,0.013825,0.000384,0.001696,0.001056,0.113732,0.856673
0.415856,0.017697,0.202344,0.005216,0.049282,0.000832,0.013728,0.000384,0.001568,0.001056,0.110917,0.827008
0.415600,0.017312,0.202376,0.004832,0.047490,0.000800,0.013441,0.000352,0.001408,0.001024,0.108548,0.821344
0.416081,0.017921,0.203432,0.004832,0.048994,0.000800,0.013696,0.000416,0.001472,0.001216,0.114853,0.832865
0.437937,0.017504,0.202696,0.004864,0.048898,0.000800,0.013377,0.000320,0.001536,0.001216,0.114661,0.853026
0.416240,0.017633,0.202536,0.004864,0.048386,0.000864,0.013376,0.000352,0.001473,0.001120,0.106948,0.822624
0.415792,0.017697,0.202248,0.005312,0.047842,0.000608,0.013569,0.000416,0.001472,0.001088,0.111300,0.825664
0.416913,0.017792,0.202536,0.004801,0.047585,0.000800,0.013377,0.000384,0.001408,0.001088,0.111045,0.825569
0.418577,0.017376,0.202376,0.004833,0.047713,0.000576,0.013537,0.000384,0.001504,0.001152,0.108996,0.824800
0.416528,0.017473,0.203432,0.004832,0.048514,0.000832,0.013441,0.000320,0.001472,0.001056,0.108900,0.824832
0.417841,0.017569,0.202567,0.004865,0.047234,0.000832,0.013440,0.000384,0.001472,0.001120,0.109381,0.824705
0.417809,0.017889,0.221512,0.005056,0.047330,0.000832,0.013441,0.000384,0.001504,0.001120,0.106532,0.842017
0.419984,0.017473,0.202376,0.004992,0.048738,0.000800,0.013377,0.000320,0.001504,0.000992,0.110916,0.830464
0.416849,0.017984,0.203176,0.004833,0.048257,0.000832,0.013569,0.000320,0.001440,0.001120,0.111781,0.828929
0.417104,0.017505,0.202440,0.004800,0.047458,0.000800,0.013729,0.000320,0.001568,0.001024,0.110116,0.825088
0.437745,0.017408,0.202536,0.004864,0.048226,0.000832,0.013473,0.000352,0.001408,0.001088,0.110532,0.846465
0.421073,0.017408,0.203304,0.004769,0.047522,0.000928,0.013312,0.000352,0.001472,0.000960,0.110373,0.829473
0.417648,0.017345,0.202888,0.004768,0.047394,0.001056,0.013344,0.000384,0.001472,0.001024,0.109861,0.824833
0.419697,0.017473,0.202408,0.004800,0.047458,0.000768,0.013376,0.000384,0.001472,0.001024,0.107269,0.824929
0.440498,0.017376,0.202312,0.004833,0.046881,0.001024,0.013345,0.000384,0.001440,0.001120,0.110949,0.848290
0.416368,0.017377,0.202152,0.005024,0.047458,0.000992,0.013568,0.000416,0.001345,0.000992,0.110500,0.823968
0.419728,0.017313,0.202248,0.004864,0.046914,0.000800,0.013377,0.000352,0.001472,0.001088,0.112868,0.829024
0.417617,0.017472,0.203720,0.004929,0.049089,0.000800,0.013504,0.000384,0.001376,0.001088,0.110053,0.828257
0.417361,0.017408,0.204296,0.005313,0.048386,0.001024,0.013664,0.000352,0.001504,0.001600,0.116069,0.835553
0.416689,0.017569,0.203848,0.005056,0.049954,0.000800,0.014112,0.000320,0.001568,0.001089,0.113636,0.832449
0.422801,0.017313,0.202888,0.005088,0.049090,0.000800,0.013504,0.000352,0.001472,0.001184,0.112196,0.834817
0.421713,0.017920,0.220041,0.005056,0.049026,0.000928,0.013441,0.000352,0.001472,0.001056,0.114213,0.854498
0.416337,0.017985,0.202759,0.004896,0.049186,0.000832,0.013472,0.000352,0.001504,0.001024,0.106181,0.822177
0.417200,0.017505,0.202664,0.004960,0.048898,0.000864,0.013409,0.000416,0.001504,0.001088,0.112580,0.830208
0.417617,0.017665,0.202440,0.004864,0.048962,0.000768,0.013984,0.000384,0.001664,0.001472,0.121413,0.840513
0.441425,0.017793,0.202856,0.005024,0.048930,0.001024,0.013985,0.000352,0.001472,0.001376,0.120420,0.865121
0.421201,0.017889,0.203656,0.005056,0.049186,0.000864,0.013664,0.000384,0.001600,0.001120,0.114276,0.837537
0.419889,0.017664,0.202952,0.004897,0.049282,0.000800,0.013376,0.000384,0.001568,0.001152,0.112997,0.833953
0.416336,0.017888,0.203624,0.004832,0.049186,0.001024,0.013697,0.000320,0.001472,0.001408,0.111236,0.829633
0.416401,0.017632,0.202920,0.005121,0.048897,0.000832,0.013473,0.000352,0.001472,0.001056,0.112645,0.829729
0.416785,0.017665,0.202407,0.004896,0.048898,0.000608,0.013504,0.000352,0.001408,0.001120,0.103940,0.818945
0.419985,0.017568,0.202600,0.004897,0.049314,0.000608,0.013440,0.000384,0.001472,0.001024,0.112165,0.832065
0.421041,0.017729,0.202503,0.004800,0.049378,0.000576,0.013440,0.000352,0.001536,0.001152,0.136358,0.857730
0.417425,0.017696,0.203336,0.004833,0.047841,0.001056,0.013409,0.000320,0.001536,0.001088,0.110052,0.826625
0.416465,0.017793,0.202536,0.004832,0.047074,0.000800,0.013440,0.000384,0.001440,0.001120,0.108613,0.822721
0.416432,0.017665,0.202696,0.005024,0.047266,0.000992,0.013473,0.000416,0.001504,0.001120,0.109956,0.825184
0.421840,0.017761,0.219881,0.005152,0.047586,0.001120,0.013472,0.000352,0.001408,0.001120,0.115780,0.853537
0.420880,0.017473,0.202216,0.004864,0.047618,0.000768,0.013696,0.000384,0.001376,0.001121,0.112580,0.831297
0.416720,0.017920,0.202408,0.004832,0.047298,0.001056,0.013537,0.000576,0.001504,0.001248,0.111460,0.827457
0.420625,0.017536,0.202568,0.004833,0.048098,0.000800,0.013472,0.000384,0.001504,0.001024,0.108357,0.827777
0.435537,0.017857,0.202440,0.004960,0.048514,0.000800,0.013505,0.000352,0.001472,0.001088,0.109956,0.844289
0.415472,0.017537,0.202440,0.004832,0.048290,0.000768,0.013409,0.000352,0.001536,0.000960,0.107812,0.821216
0.421168,0.017729,0.202376,0.004832,0.047810,0.000800,0.013473,0.000416,0.001376,0.001024,0.108548,0.827200
0.422672,0.017664,0.202824,0.004800,0.047074,0.000832,0.013409,0.000384,0.001504,0.001024,0.109860,0.829856
0.415664,0.017729,0.202504,0.004896,0.047074,0.000832,0.013537,0.000320,0.001536,0.001088,0.107204,0.819904
0.417297,0.018017,0.202984,0.004864,0.046978,0.000800,0.013600,0.000320,0.001472,0.001248,0.112517,0.829217
0.420880,0.017377,0.202760,0.005088,0.047138,0.000768,0.013728,0.000416,0.001505,0.001184,0.118564,0.837792
0.422288,0.017985,0.203368,0.004928,0.064931,0.000864,0.013600,0.000320,0.001600,0.001376,0.112357,0.853026
0.417041,0.019105,0.203208,0.005184,0.048034,0.000800,0.014048,0.000352,0.001568,0.001280,0.108229,0.827041
0.420305,0.018017,0.203240,0.005120,0.047394,0.000800,0.013856,0.000384,0.001600,0.001248,0.110276,0.831553
0.415569,0.018432,0.202375,0.005185,0.047906,0.000800,0.014240,0.000384,0.001440,0.001216,0.114341,0.829665
0.433841,0.017664,0.202760,0.004769,0.048034,0.000832,0.013632,0.000384,0.001472,0.001280,0.110469,0.843969
0.416528,0.017505,0.202440,0.004864,0.048162,0.000608,0.013985,0.000352,0.001440,0.001216,0.108356,0.823424
0.419120,0.017953,0.202376,0.004800,0.047234,0.000576,0.014016,0.000384,0.001440,0.001217,0.113924,0.830752
0.415664,0.017505,0.202312,0.004800,0.047170,0.000576,0.013441,0.000384,0.001472,0.001216,0.109636,0.821952
0.433169,0.017377,0.202792,0.004896,0.046914,0.000576,0.013504,0.000608,0.001505,0.001216,0.112004,0.842305
0.415888,0.017793,0.202184,0.004896,0.047298,0.001056,0.013600,0.000384,0.001504,0.001184,0.108101,0.821984
0.415824,0.017504,0.202376,0.004800,0.046946,0.000832,0.013537,0.000320,0.001440,0.001152,0.112516,0.825344
0.416561,0.017696,0.202760,0.005313,0.047105,0.001089,0.013568,0.000384,0.001536,0.001184,0.139526,0.855554
0.416464,0.017697,0.202376,0.005248,0.047458,0.000608,0.013632,0.000384,0.001504,0.001120,0.110277,0.824640
0.419953,0.017729,0.202152,0.005280,0.047650,0.000608,0.013472,0.000384,0.001472,0.001184,0.108869,0.826753
0.416208,0.017793,0.202088,0.004864,0.048034,0.000576,0.013408,0.000352,0.001472,0.001120,0.109669,0.824064
0.420720,0.017601,0.220777,0.004960,0.047362,0.000832,0.013376,0.000352,0.001536,0.001216,0.111877,0.849121
0.415632,0.017825,0.202504,0.004832,0.047650,0.000800,0.013409,0.000384,0.001408,0.001184,0.113540,0.827104
0.420817,0.017665,0.203112,0.004832,0.047842,0.000832,0.013568,0.000320,0.001568,0.001184,0.112997,0.832833
0.420561,0.017953,0.202088,0.004992,0.048098,0.000800,0.013536,0.000384,0.001472,0.001120,0.112229,0.831265
0.436017,0.017632,0.202760,0.005248,0.047682,0.000832,0.013537,0.000320,0.001504,0.001088,0.113636,0.848770
0.416209,0.017792,0.202184,0.004833,0.047841,0.000864,0.013825,0.000352,0.001472,0.001152,0.113893,0.828545
0.418928,0.017889,0.204424,0.004928,0.047874,0.000832,0.013793,0.000352,0.001568,0.001248,0.114404,0.835424
0.415985,0.017952,0.202696,0.005249,0.047937,0.000800,0.014336,0.000352,0.001472,0.001376,0.108420,0.824897
0.428241,0.017921,0.202855,0.005249,0.047650,0.000832,0.013728,0.000352,0.001504,0.001408,0.112549,0.840705
0.417008,0.017985,0.202472,0.005248,0.047458,0.000832,0.013601,0.000352,0.001472,0.001088,0.114308,0.830016
0.419825,0.017216,0.202088,0.004865,0.047553,0.000864,0.013824,0.000352,0.001504,0.001184,0.112261,0.830017
0.416369,0.017600,0.221065,0.004960,0.048866,0.000800,0.013953,0.000352,0.001472,0.001056,0.109636,0.845249
0.416625,0.017792,0.202632,0.004769,0.047521,0.000608,0.013825,0.000352,0.001408,0.001120,0.112101,0.826721
0.415665,0.017504,0.202216,0.004833,0.047841,0.000801,0.013440,0.000384,0.001472,0.001152,0.110565,0.824609
0.424144,0.017824,0.204360,0.005249,0.048993,0.001088,0.013536,0.000320,0.001664,0.002784,0.169703,0.902659
0.420816,0.017729,0.202600,0.005024,0.048674,0.000832,0.013537,0.000576,0.001888,0.001312,0.120421,0.842625
0.424625,0.018593,0.207048,0.005504,0.050242,0.001056,0.014145,0.000544,0.002016,0.002496,0.182055,0.924356
0.423120,0.018368,0.203336,0.005633,0.049857,0.000864,0.014240,0.000352,0.001824,0.001472,0.123205,0.850721
0.416880,0.036802,0.204520,0.005152,0.049474,0.000832,0.014496,0.000352,0.001921,0.001376,0.110020,0.850465
0.420560,0.017889,0.203528,0.005280,0.048290,0.000800,0.013729,0.000352,0.001568,0.001216,0.116452,0.838144
0.416688,0.017568,0.203080,0.004832,0.048226,0.000832,0.013793,0.000384,0.001504,0.001152,0.112964,0.829313
0.420016,0.017793,0.204776,0.004864,0.048962,0.000864,0.013761,0.000352,0.001568,0.001184,0.113636,0.835680
0.441553,0.017537,0.203080,0.005216,0.048002,0.001056,0.013536,0.000640,0.001440,0.001152,0.113349,0.855009
0.416752,0.017377,0.203272,0.004896,0.047522,0.000768,0.013537,0.000608,0.001472,0.001184,0.111972,0.827456
0.420273,0.017729,0.202599,0.004865,0.047714,0.000832,0.013760,0.000384,0.001504,0.001216,0.111013,0.830145
0.416240,0.017601,0.202440,0.004832,0.048066,0.000896,0.013857,0.000384,0.001568,0.001120,0.126789,0.842689
0.415824,0.017761,0.202120,0.004864,0.048098,0.000800,0.013953,0.000320,0.001536,0.001056,0.114468,0.828896
0.419985,0.017760,0.203368,0.005313,0.048610,0.000832,0.013632,0.000352,0.001472,0.001120,0.113893,0.834433
0.420592,0.017601,0.202664,0.004928,0.048226,0.001024,0.013761,0.000384,0.001568,0.001120,0.113924,0.834016
0.416592,0.017665,0.222025,0.004992,0.047458,0.000960,0.013441,0.000384,0.001600,0.001216,0.118116,0.852929
0.415664,0.017505,0.202408,0.004832,0.047330,0.000928,0.013504,0.000608,0.001568,0.001184,0.111717,0.825280
0.416145,0.017696,0.202536,0.004897,0.047137,0.000577,0.013408,0.000384,0.001440,0.001280,0.110981,0.824545
0.416209,0.017568,0.202760,0.004865,0.047553,0.000768,0.013473,0.000320,0.001568,0.001056,0.114213,0.829057
0.432945,0.017761,0.202376,0.004896,0.047682,0.000832,0.013408,0.000352,0.001504,0.001120,0.110884,0.841729
0.416369,0.017921,0.203784,0.005024,0.048226,0.000832,0.013408,0.000352,0.001536,0.001344,0.107941,0.824353
0.417136,0.018401,0.203112,0.004896,0.047714,0.000832,0.013632,0.000352,0.001536,0.001280,0.113508,0.831904
0.416657,0.017504,0.202823,0.004897,0.047394,0.000800,0.013824,0.000384,0.001536,0.001056,0.110117,0.824513
0.415856,0.017761,0.202280,0.004992,0.047842,0.000832,0.013664,0.000384,0.001440,0.000928,0.109188,0.822752
0.419888,0.017760,0.204008,0.004800,0.047266,0.000576,0.013441,0.000352,0.001536,0.001056,0.107876,0.826208
0.422129,0.017505,0.202120,0.004800,0.047426,0.000864,0.013472,0.000352,0.001376,0.001121,0.108260,0.826913
0.420688,0.017409,0.227433,0.005280,0.047106,0.000992,0.013409,0.000384,0.001440,0.000960,0.113508,0.857089
0.416624,0.017312,0.202280,0.004768,0.047330,0.000576,0.013313,0.000320,0.001408,0.000992,0.107812,0.820448
0.417232,0.017633,0.202248,0.005056,0.047010,0.000800,0.013473,0.000352,0.001376,0.001152,0.109988,0.823808
0.420944,0.017377,0.202248,0.005312,0.046914,0.000992,0.013473,0.000352,0.001504,0.001152,0.109156,0.827168
0.451090,0.017825,0.202824,0.004800,0.046786,0.000832,0.013408,0.000384,0.001536,0.000992,0.109253,0.857378
0.420657,0.017953,0.202408,0.004896,0.046850,0.000832,0.013568,0.000416,0.001536,0.001504,0.104485,0.823297
0.418352,0.017729,0.202184,0.005056,0.047458,0.000896,0.013665,0.000384,0.001504,0.001120,0.109476,0.825536
0.420561,0.017728,0.202088,0.005089,0.047553,0.000576,0.013473,0.000384,0.001472,0.001088,0.106628,0.823776
0.437777,0.017600,0.202280,0.005089,0.046849,0.001089,0.013728,0.000384,0.001600,0.001152,0.111077,0.846529
0.421201,0.017696,0.202248,0.004865,0.047489,0.000577,0.013376,0.000384,0.001408,0.001152,0.105924,0.823776
0.416048,0.017313,0.202440,0.005056,0.047106,0.000608,0.013473,0.000352,0.001504,0.000960,0.107428,0.819328
0.421072,0.017697,0.202728,0.004832,0.046850,0.001024,0.013441,0.000384,0.001536,0.000896,0.110980,0.828576
0.419952,0.017569,0.202344,0.004864,0.046818,0.000576,0.013345,0.000352,0.001472,0.000864,0.109604,0.825120
0.419984,0.017633,0.202600,0.004864,0.046882,0.001024,0.013440,0.000384,0.001505,0.001056,0.111588,0.828704
0.415408,0.017537,0.202760,0.004928,0.046818,0.000832,0.013441,0.000352,0.001504,0.001088,0.112324,0.824704
0.417520,0.017984,0.203880,0.004960,0.047330,0.000960,0.013441,0.000384,0.001536,0.001216,0.135109,0.852769
0.416112,0.017473,0.202536,0.004896,0.047106,0.001024,0.013473,0.000384,0.001536,0.001024,0.110724,0.824256
0.419505,0.017665,0.203048,0.004800,0.047234,0.000864,0.013472,0.000384,0.001504,0.001152,0.112037,0.830529
0.415472,0.017377,0.202344,0.004832,0.047330,0.000576,0.013344,0.000384,0.001472,0.000992,0.108869,0.820384
0.420560,0.018177,0.221737,0.004896,0.047010,0.001056,0.013408,0.000352,0.001537,0.000960,0.107780,0.845665
0.419952,0.017281,0.203080,0.004832,0.046914,0.000576,0.013441,0.000416,0.001472,0.000928,0.111044,0.827264
0.417296,0.017280,0.203016,0.004800,0.047010,0.000608,0.013601,0.000352,0.001408,0.000768,0.110084,0.823104
0.416081,0.017729,0.202439,0.004833,0.047010,0.000576,0.013856,0.000384,0.001472,0.000768,0.105796,0.817376
0.442290,0.017760,0.202376,0.004864,0.046978,0.000800,0.014273,0.000384,0.001504,0.001056,0.110212,0.850305
0.415440,0.017633,0.202408,0.004832,0.048354,0.000768,0.013600,0.000384,0.001472,0.001024,0.112645,0.825696
0.417392,0.017536,0.202312,0.004992,0.047042,0.000992,0.013601,0.000320,0.001504,0.001216,0.109380,0.824416
0.420560,0.017729,0.201960,0.004800,0.047074,0.000800,0.013473,0.000352,0.001472,0.000992,0.111204,0.828000
0.416528,0.017601,0.202856,0.004896,0.046818,0.000800,0.013440,0.000384,0.001537,0.001088,0.135013,0.848609
0.419952,0.017633,0.202120,0.004864,0.046946,0.000800,0.013408,0.000352,0.001504,0.001056,0.108741,0.824992
0.416337,0.017728,0.202984,0.004833,0.047298,0.000768,0.013440,0.000384,0.001536,0.001024,0.109285,0.822977
0.418320,0.017505,0.203304,0.005152,0.047298,0.000800,0.013440,0.000736,0.001408,0.001024,0.133381,0.851106
0.416240,0.017665,0.203496,0.005056,0.046946,0.000832,0.013440,0.000352,0.001408,0.000992,0.109989,0.824672
0.419664,0.017313,0.202952,0.004864,0.046946,0.000832,0.013376,0.000416,0.001440,0.000961,0.105252,0.821408
0.417008,0.017697,0.202696,0.005056,0.047426,0.001024,0.013440,0.000416,0.001504,0.001024,0.105732,0.820800
0.417136,0.017697,0.234409,0.005184,0.047074,0.000800,0.013409,0.000576,0.001472,0.000992,0.111620,0.858113
0.419632,0.017281,0.202632,0.004800,0.047010,0.001056,0.013409,0.000384,0.001472,0.001120,0.105700,0.822432
0.415760,0.017345,0.202568,0.004992,0.047490,0.000608,0.013953,0.000384,0.001504,0.000768,0.105380,0.818400
0.419057,0.017505,0.202056,0.004800,0.047330,0.000704,0.013632,0.000352,0.001664,0.000864,0.099588,0.815744
0.432625,0.017472,0.202472,0.004800,0.047010,0.000832,0.013409,0.000352,0.001536,0.000832,0.108132,0.838048
0.416592,0.017313,0.202536,0.004800,0.046850,0.000800,0.013408,0.000352,0.001408,0.000736,0.105444,0.818528
0.416016,0.017345,0.203144,0.004896,0.047202,0.000864,0.013441,0.000352,0.001408,0.000864,0.107460,0.821600
0.420881,0.017441,0.203080,0.004768,0.046882,0.000576,0.013440,0.000352,0.001376,0.000832,0.107877,0.825953
0.430257,0.017537,0.202440,0.004800,0.046978,0.000864,0.013376,0.000352,0.001440,0.000896,0.109573,0.835905
0.416976,0.017665,0.202600,0.004800,0.046978,0.001056,0.013569,0.000352,0.001376,0.000960,0.106980,0.820640
0.418672,0.017153,0.202344,0.004864,0.047170,0.000736,0.013409,0.000352,0.001376,0.000768,0.129765,0.845217
0.422416,0.017761,0.202472,0.004800,0.046978,0.000800,0.014177,0.000352,0.001504,0.001184,0.101604,0.822368
0.415984,0.017473,0.203880,0.004960,0.047138,0.000800,0.014048,0.000352,0.001472,0.000800,0.105508,0.820000
0.417584,0.017889,0.202856,0.004864,0.047170,0.000800,0.013569,0.000320,0.001600,0.000800,0.100772,0.815424
0.416176,0.017281,0.201736,0.004832,0.046946,0.000576,0.013441,0.000384,0.001408,0.001088,0.107812,0.818880
0.416752,0.017601,0.202664,0.004832,0.046946,0.000800,0.013377,0.000384,0.001440,0.000864,0.100516,0.813376
0.415313,0.017152,0.202504,0.004832,0.046914,0.000832,0.013377,0.000352,0.001472,0.000800,0.101380,0.812128
0.417392,0.017601,0.202600,0.004800,0.046754,0.000576,0.013313,0.000352,0.001440,0.000768,0.100644,0.813568
0.416209,0.017440,0.202216,0.004833,0.046785,0.000544,0.013377,0.000352,0.001440,0.000704,0.100196,0.812032
0.416433,0.017888,0.203016,0.004800,0.046946,0.000608,0.013441,0.000352,0.001440,0.000864,0.125125,0.838273
0.415409,0.017344,0.202824,0.004800,0.046785,0.001056,0.013665,0.000384,0.001568,0.000736,0.097092,0.810080
0.418480,0.017664,0.204488,0.004897,0.046977,0.001024,0.013761,0.000608,0.001536,0.001152,0.109924,0.829985
0.416240,0.017409,0.202728,0.004800,0.047074,0.000576,0.013441,0.000576,0.001440,0.000864,0.107524,0.820288
0.416016,0.017633,0.216776,0.004928,0.047394,0.000960,0.013377,0.000352,0.001536,0.000896,0.136357,0.863681
0.415665,0.017152,0.202632,0.004801,0.046817,0.000704,0.013345,0.000352,0.001472,0.000768,0.106116,0.818464
0.416240,0.018048,0.202888,0.004864,0.047650,0.000800,0.013441,0.000608,0.001408,0.001056,0.109188,0.824064
0.416688,0.017601,0.202344,0.004768,0.047202,0.000704,0.013376,0.000353,0.001408,0.000928,0.105092,0.817728
0.433745,0.017537,0.202632,0.004864,0.047010,0.000832,0.013408,0.000352,0.001440,0.000832,0.105316,0.835521
0.416112,0.017569,0.202248,0.004832,0.046850,0.000544,0.013345,0.000352,0.001440,0.000864,0.105348,0.817568
0.418097,0.017472,0.202568,0.005217,0.047233,0.000800,0.013665,0.000320,0.001856,0.000896,0.106692,0.822784
0.417136,0.017313,0.202056,0.004832,0.046722,0.000480,0.013312,0.000576,0.001441,0.001216,0.109444,0.822144
0.434449,0.017537,0.203144,0.004864,0.046882,0.000960,0.013632,0.000384,0.001568,0.001504,0.116388,0.850561
0.416977,0.017632,0.203432,0.004801,0.047041,0.001025,0.013920,0.000384,0.001376,0.000992,0.105220,0.820256
0.415792,0.017665,0.202632,0.004832,0.047394,0.001088,0.013505,0.000320,0.001472,0.000736,0.101956,0.814528
0.417648,0.017441,0.202696,0.004864,0.046818,0.001056,0.013729,0.000320,0.001344,0.000832,0.122629,0.837825
0.423473,0.017953,0.202664,0.004800,0.047010,0.000512,0.013440,0.000320,0.001472,0.000864,0.109829,0.830817
0.418129,0.017568,0.202440,0.004768,0.047106,0.000832,0.013377,0.000352,0.001440,0.000864,0.132869,0.848257
0.417553,0.017729,0.202728,0.004896,0.047202,0.000544,0.013376,0.000352,0.001440,0.000864,0.107589,0.822657
0.418448,0.017281,0.202504,0.004832,0.046722,0.000576,0.013377,0.000352,0.001504,0.000928,0.110916,0.825824
0.416145,0.017729,0.202279,0.004833,0.047010,0.000864,0.013440,0.000320,0.001440,0.000992,0.106628,0.820417
0.418768,0.017281,0.203112,0.004832,0.047426,0.000960,0.013472,0.000384,0.001441,0.001248,0.105924,0.822432
0.418320,0.017601,0.202760,0.004960,0.047874,0.000864,0.013473,0.000384,0.001536,0.001216,0.104580,0.822400
0.416624,0.017729,0.202920,0.022817,0.048834,0.000832,0.014400,0.000352,0.001569,0.000800,0.101508,0.837633
0.416816,0.017761,0.202536,0.004992,0.047906,0.001024,0.013760,0.000352,0.001408,0.000897,0.103428,0.818208
0.415920,0.018017,0.201992,0.004832,0.047522,0.000768,0.013792,0.000576,0.001440,0.000832,0.106533,0.819616
0.415952,0.017441,0.202440,0.005024,0.047106,0.000832,0.013536,0.000352,0.001568,0.000864,0.107172,0.820704
0.416880,0.017729,0.217545,0.004928,0.047522,0.000768,0.013536,0.000352,0.001600,0.000832,0.105221,0.835937
0.415600,0.017441,0.203208,0.004800,0.046882,0.001024,0.013344,0.000352,0.001472,0.000929,0.106596,0.819840
0.416177,0.017664,0.202696,0.004801,0.046977,0.000864,0.013377,0.000384,0.001376,0.000896,0.110244,0.825025
0.420273,0.017601,0.202632,0.005120,0.047426,0.000800,0.013568,0.000352,0.001408,0.001216,0.106341,0.824353
0.439697,0.017633,0.202184,0.004800,0.047330,0.001088,0.013505,0.000352,0.001408,0.001024,0.109540,0.846145
0.415984,0.017601,0.203240,0.005024,0.047074,0.001056,0.013857,0.000384,0.001504,0.001216,0.116133,0.832225
0.416144,0.017728,0.202440,0.004768,0.047426,0.001024,0.013793,0.000384,0.001440,0.001184,0.109444,0.823520
0.416688,0.017953,0.205576,0.004864,0.047586,0.000800,0.013600,0.000384,0.001408,0.001120,0.110372,0.828032
0.416081,0.017537,0.201927,0.004833,0.047618,0.000768,0.013408,0.000576,0.001408,0.000992,0.110885,0.824001
0.420336,0.017569,0.202728,0.004832,0.047234,0.001024,0.013441,0.000320,0.001440,0.001024,0.108164,0.825984
0.416080,0.017313,0.202632,0.004864,0.046818,0.000768,0.013440,0.000384,0.001472,0.001056,0.109253,0.821536
0.415761,0.017632,0.202088,0.004832,0.046849,0.000608,0.013409,0.000352,0.001440,0.001152,0.130981,0.843681
