Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],TEE[10-10],classifier
0.415409,0.017440,0.201608,0.004800,0.046850,0.000576,0.013569,0.000352,0.001504,0.000768,0.104420,0.815168
0.414256,0.017344,0.201992,0.004800,0.046786,0.000800,0.013441,0.000352,0.001408,0.000576,0.092996,0.801792
0.426800,0.017505,0.201896,0.004800,0.047362,0.000800,0.013377,0.000544,0.001504,0.000768,0.103812,0.826464
0.414832,0.017249,0.201704,0.004928,0.046882,0.000896,0.013601,0.000352,0.001504,0.000768,0.105348,0.815136
0.414768,0.017344,0.202248,0.004832,0.046882,0.000576,0.013313,0.000320,0.001536,0.000736,0.111140,0.821152
0.415217,0.017184,0.201704,0.004896,0.046786,0.000544,0.013313,0.000608,0.001472,0.000768,0.094052,0.803392
0.429392,0.017601,0.202184,0.004864,0.046850,0.000992,0.013473,0.000384,0.001408,0.001024,0.104900,0.831776
0.415153,0.017248,0.201864,0.004865,0.046977,0.000672,0.013345,0.000352,0.001504,0.000704,0.101348,0.811360
0.416177,0.017376,0.202120,0.004865,0.046913,0.001056,0.013889,0.000352,0.001472,0.001088,0.107556,0.821184
0.415760,0.017377,0.202248,0.004864,0.046850,0.000928,0.013696,0.000352,0.001472,0.000800,0.109029,0.822272
0.430961,0.017441,0.202056,0.005248,0.046882,0.000960,0.013632,0.000384,0.001376,0.000896,0.111332,0.839457
0.417936,0.017600,0.201896,0.004768,0.046850,0.000768,0.013345,0.000576,0.001440,0.000800,0.103492,0.817856
0.416657,0.017344,0.201960,0.004800,0.047490,0.000576,0.013313,0.000384,0.001472,0.000704,0.105508,0.817280
0.415953,0.017728,0.202152,0.004993,0.047137,0.000833,0.014016,0.000384,0.001408,0.000864,0.108324,0.822497
0.416944,0.017537,0.202120,0.004992,0.047074,0.000832,0.013632,0.000352,0.001440,0.000896,0.108773,0.823136
0.417456,0.017761,0.202760,0.004832,0.046978,0.000832,0.013569,0.000320,0.001408,0.000992,0.109828,0.825376
0.417392,0.017441,0.202952,0.004768,0.046850,0.000800,0.013696,0.000352,0.001408,0.000704,0.105252,0.819232
0.416368,0.017665,0.202696,0.004800,0.046978,0.000832,0.013345,0.000320,0.001408,0.000864,0.131237,0.844321
0.416848,0.017569,0.201896,0.005280,0.048802,0.000896,0.014145,0.000384,0.001504,0.001504,0.120356,0.838081
0.417265,0.017569,0.202279,0.005025,0.048898,0.000832,0.013696,0.000352,0.001408,0.000832,0.102820,0.819296
0.415952,0.017409,0.202727,0.005024,0.047874,0.000832,0.013600,0.000384,0.001728,0.000960,0.104292,0.818880
0.418480,0.017441,0.218248,0.005025,0.047777,0.000768,0.013408,0.000576,0.001536,0.000864,0.130053,0.863265
0.416080,0.017441,0.201736,0.004864,0.047330,0.000992,0.013377,0.000352,0.001408,0.000768,0.100196,0.812032
0.416880,0.017377,0.201832,0.004832,0.047202,0.000800,0.013376,0.000352,0.001472,0.000864,0.100356,0.814080
0.422321,0.017856,0.203592,0.005185,0.047778,0.000832,0.013440,0.000384,0.001440,0.000928,0.114789,0.837185
0.442770,0.017729,0.203272,0.004832,0.047650,0.000800,0.013760,0.000576,0.001440,0.001024,0.111397,0.854530
0.420720,0.017601,0.202568,0.005216,0.048098,0.000800,0.013665,0.000384,0.001536,0.001088,0.116549,0.836801
0.417040,0.017921,0.202184,0.004800,0.047042,0.000576,0.013761,0.000544,0.001472,0.001344,0.113764,0.828640
0.421553,0.017920,0.201928,0.005120,0.048706,0.000832,0.013953,0.000384,0.001536,0.001152,0.111140,0.832513
0.437681,0.017729,0.201992,0.005056,0.048098,0.000800,0.013441,0.000384,0.001408,0.001056,0.113028,0.849441
0.421040,0.017569,0.202152,0.005088,0.048674,0.000832,0.013473,0.000352,0.001408,0.001152,0.113380,0.833184
0.417648,0.017792,0.202536,0.005312,0.048578,0.000576,0.013473,0.000608,0.001472,0.000992,0.112549,0.830081
0.420752,0.017760,0.202824,0.005312,0.048386,0.000896,0.014177,0.000352,0.001536,0.001184,0.141158,0.862498
0.415792,0.017825,0.202856,0.005344,0.048130,0.000864,0.014209,0.000416,0.001472,0.001216,0.115460,0.832800
0.420177,0.017728,0.201735,0.005281,0.048066,0.000800,0.013760,0.000320,0.001472,0.001216,0.114597,0.833217
0.420080,0.018241,0.202120,0.005024,0.048098,0.000864,0.013632,0.000576,0.001857,0.001056,0.115204,0.834560
0.448337,0.017760,0.202120,0.005056,0.048610,0.000800,0.013889,0.000384,0.001472,0.001152,0.113604,0.861570
0.417232,0.017793,0.201768,0.005280,0.049122,0.000800,0.013441,0.000576,0.001472,0.001056,0.112644,0.829312
0.420657,0.017985,0.202183,0.005537,0.048322,0.000832,0.013792,0.000384,0.001568,0.001184,0.113573,0.835041
0.420976,0.017761,0.202280,0.005248,0.048930,0.000832,0.013697,0.000320,0.001472,0.001152,0.110020,0.830880
0.446705,0.017473,0.202408,0.005216,0.048226,0.000832,0.013472,0.000577,0.001376,0.001280,0.113380,0.859393
0.420816,0.017249,0.202312,0.004800,0.048674,0.001024,0.013441,0.000352,0.001440,0.001184,0.112196,0.831520
0.420048,0.017665,0.202408,0.004896,0.047874,0.000576,0.014081,0.000416,0.001536,0.001056,0.111332,0.829536
0.419665,0.017760,0.203336,0.004865,0.047458,0.000832,0.013568,0.000384,0.001440,0.001088,0.134278,0.853314
0.420240,0.017697,0.203176,0.004896,0.048098,0.000832,0.013441,0.000384,0.001440,0.001120,0.111108,0.830368
0.422193,0.017985,0.204264,0.005280,0.048162,0.000832,0.013504,0.000352,0.001376,0.001217,0.118116,0.841665
0.416432,0.017793,0.203208,0.005248,0.048642,0.000832,0.013569,0.000416,0.001472,0.001472,0.114340,0.831776
0.416240,0.035361,0.203752,0.005025,0.048386,0.000864,0.013440,0.000352,0.001472,0.001184,0.108229,0.842433
0.417072,0.017697,0.203016,0.005280,0.047266,0.000832,0.013921,0.000384,0.001504,0.001184,0.109476,0.826048
0.416400,0.017505,0.203560,0.005248,0.048098,0.000896,0.013569,0.000352,0.001504,0.001056,0.115236,0.831552
0.421169,0.017440,0.202728,0.005280,0.048066,0.000768,0.013825,0.000320,0.001536,0.000768,0.111268,0.830465
0.438737,0.017761,0.203144,0.004800,0.048002,0.000864,0.013441,0.000384,0.001504,0.000992,0.109700,0.847457
0.417680,0.017697,0.202792,0.004832,0.048162,0.000576,0.013440,0.000608,0.001408,0.001057,0.109924,0.825728
0.420721,0.017761,0.202536,0.004832,0.048258,0.000864,0.013632,0.000384,0.001376,0.000992,0.107845,0.827297
0.416145,0.017632,0.202664,0.005089,0.047745,0.000801,0.013440,0.000384,0.001408,0.001056,0.114117,0.828065
0.419920,0.017985,0.202312,0.005120,0.048482,0.000864,0.013409,0.000320,0.001408,0.001056,0.109316,0.827744
0.417104,0.017856,0.202376,0.004864,0.048034,0.000896,0.013441,0.000384,0.001344,0.001120,0.112100,0.827297
0.415664,0.017889,0.202088,0.005312,0.048578,0.000864,0.013536,0.000320,0.001472,0.001056,0.112164,0.827040
0.418416,0.017953,0.202664,0.005344,0.069635,0.000896,0.013440,0.000608,0.001408,0.001184,0.110053,0.850529
0.416913,0.017728,0.202152,0.005089,0.048065,0.000801,0.013472,0.000352,0.001952,0.001024,0.109669,0.824513
0.425264,0.017792,0.203272,0.005280,0.048545,0.000864,0.014145,0.000352,0.001728,0.001472,0.135462,0.863234
0.417969,0.017921,0.202376,0.005120,0.048546,0.001056,0.014176,0.000352,0.001664,0.001568,0.127173,0.847810
0.438705,0.017632,0.203048,0.005280,0.048962,0.000864,0.013857,0.000576,0.001696,0.001344,0.123749,0.864450
0.418385,0.017793,0.202823,0.005056,0.049026,0.000832,0.014432,0.000576,0.001472,0.001344,0.107429,0.827425
0.417008,0.017665,0.202984,0.005280,0.048450,0.000800,0.014049,0.000352,0.001472,0.000992,0.110820,0.827520
0.421105,0.017633,0.202888,0.005120,0.048002,0.000832,0.013856,0.000352,0.001473,0.001120,0.104292,0.824769
0.416400,0.017793,0.202600,0.005248,0.049026,0.000800,0.013857,0.000416,0.001408,0.001408,0.109412,0.828544
0.422513,0.017633,0.202440,0.005120,0.048546,0.000864,0.013664,0.000320,0.001441,0.001120,0.111876,0.833697
0.417969,0.017632,0.202856,0.005185,0.048449,0.000833,0.013792,0.000576,0.001856,0.001120,0.111173,0.831169
0.421840,0.017601,0.203048,0.005216,0.049218,0.000800,0.031138,0.000672,0.001728,0.001312,0.111012,0.853217
0.418609,0.017408,0.202344,0.005280,0.047746,0.000832,0.013601,0.000352,0.001408,0.001056,0.110116,0.826560
0.420624,0.017537,0.202344,0.004832,0.048834,0.001024,0.013792,0.000353,0.001408,0.000992,0.111652,0.831872
0.417648,0.017697,0.202376,0.004864,0.047906,0.000864,0.013568,0.000416,0.001440,0.001024,0.111684,0.828448
0.417232,0.034018,0.202792,0.005248,0.049442,0.000800,0.013504,0.000576,0.001537,0.001088,0.111012,0.846049
0.421104,0.017537,0.202184,0.005248,0.048738,0.000832,0.013409,0.000608,0.001472,0.001056,0.109188,0.829664
0.421937,0.017761,0.202151,0.005217,0.048034,0.000832,0.013344,0.000352,0.001408,0.001024,0.114021,0.834881
0.420624,0.017504,0.203048,0.005248,0.047458,0.000832,0.013441,0.000352,0.001440,0.001088,0.109060,0.828672
0.437169,0.017825,0.203144,0.005024,0.048834,0.000864,0.013440,0.000352,0.001472,0.001056,0.111461,0.848865
0.417393,0.017504,0.202087,0.004865,0.048194,0.000832,0.013760,0.000352,0.001408,0.001152,0.112325,0.830049
0.421745,0.017568,0.202088,0.005153,0.048897,0.000800,0.013824,0.000320,0.001472,0.001088,0.107492,0.828352
0.416208,0.017537,0.202856,0.005152,0.047938,0.000800,0.013600,0.000384,0.001568,0.001089,0.110532,0.825184
0.417488,0.017633,0.202152,0.004832,0.047938,0.000928,0.013664,0.000384,0.001408,0.001024,0.107364,0.823232
0.416113,0.017505,0.202088,0.004864,0.048450,0.000928,0.013728,0.000384,0.001536,0.001088,0.111333,0.827521
0.417072,0.017601,0.202344,0.004832,0.047906,0.000832,0.013440,0.000384,0.001440,0.001120,0.111012,0.826752
0.421265,0.017729,0.202120,0.005312,0.067363,0.000896,0.013696,0.000320,0.001600,0.001152,0.115653,0.857922
0.417073,0.017856,0.202568,0.005121,0.049729,0.000832,0.013536,0.000576,0.001344,0.001088,0.113669,0.832353
0.416721,0.017824,0.202408,0.005057,0.047682,0.000768,0.013440,0.000576,0.001440,0.001408,0.111493,0.827041
0.421136,0.017793,0.202216,0.005280,0.048066,0.000832,0.014273,0.000320,0.001408,0.001344,0.111172,0.832192
0.440049,0.017761,0.202024,0.005024,0.048642,0.000832,0.013793,0.000320,0.001408,0.001312,0.112484,0.854433
0.420561,0.017601,0.202151,0.005281,0.047906,0.000864,0.013664,0.000384,0.001472,0.001056,0.109317,0.828001
0.421424,0.017505,0.202216,0.005248,0.048898,0.000864,0.013633,0.000608,0.001504,0.001120,0.108932,0.829792
0.422864,0.017857,0.202376,0.004896,0.048354,0.000992,0.013761,0.000608,0.001408,0.001024,0.107812,0.829536
0.435697,0.017697,0.202056,0.005248,0.047618,0.000768,0.013376,0.000352,0.001696,0.000992,0.112869,0.846657
0.422929,0.017664,0.202536,0.005089,0.048225,0.000896,0.013472,0.000352,0.001632,0.000992,0.112805,0.834561
0.420625,0.017601,0.203080,0.005056,0.048034,0.000800,0.013472,0.000384,0.001440,0.001376,0.113253,0.834433
0.418033,0.017825,0.203080,0.004896,0.048034,0.000896,0.013504,0.000352,0.001472,0.000960,0.113060,0.831201
0.420721,0.017601,0.202984,0.004864,0.048258,0.000832,0.013664,0.000352,0.001441,0.001024,0.111204,0.831521
0.420816,0.017537,0.201992,0.005024,0.047938,0.000768,0.013537,0.000352,0.001408,0.001056,0.108676,0.827232
0.415824,0.017697,0.202440,0.005024,0.048738,0.000864,0.013761,0.000352,0.001920,0.001344,0.113572,0.832416
0.421680,0.017665,0.217832,0.005345,0.048066,0.000832,0.013984,0.000352,0.001472,0.001120,0.114245,0.850529
0.417201,0.017696,0.202280,0.005025,0.047937,0.000832,0.013505,0.000384,0.001504,0.001024,0.107524,0.822848
0.421905,0.017920,0.202408,0.005121,0.048545,0.000576,0.013568,0.000608,0.001472,0.001024,0.108773,0.829441
0.416624,0.017696,0.202504,0.005184,0.048258,0.000800,0.013473,0.000384,0.001440,0.001024,0.109284,0.824640
0.434321,0.017824,0.202472,0.004800,0.047842,0.000864,0.013441,0.000352,0.001376,0.000992,0.114052,0.846274
0.422353,0.017505,0.203912,0.005120,0.048674,0.000864,0.013728,0.000352,0.001376,0.001089,0.103364,0.826849
0.422545,0.017761,0.202440,0.005376,0.049090,0.000896,0.013440,0.000352,0.001472,0.001057,0.111108,0.833153
0.417328,0.017921,0.203080,0.004800,0.048354,0.000832,0.013697,0.000384,0.001504,0.001088,0.109380,0.826080
0.438833,0.017537,0.201992,0.005056,0.047970,0.000832,0.013568,0.000608,0.001536,0.001249,0.109956,0.847233
0.417776,0.017504,0.202728,0.005152,0.048258,0.000864,0.013377,0.000320,0.001536,0.001056,0.109924,0.826592
0.417616,0.017857,0.202088,0.005056,0.048834,0.000800,0.013600,0.000576,0.001568,0.001024,0.107493,0.823840
0.419440,0.017601,0.201768,0.005216,0.048322,0.000960,0.013632,0.000352,0.001472,0.000928,0.109956,0.841825
0.416912,0.018209,0.202568,0.005152,0.048034,0.000864,0.013729,0.000320,0.001472,0.001120,0.106212,0.821888
0.416752,0.017697,0.203080,0.004800,0.047714,0.000832,0.013441,0.000384,0.001504,0.001024,0.102340,0.816928
0.422833,0.017696,0.202888,0.005024,0.047650,0.000832,0.013409,0.000384,0.001440,0.001056,0.104772,0.825728
0.421425,0.017921,0.220712,0.004961,0.047041,0.000832,0.013889,0.000384,0.001472,0.001088,0.111205,0.849986
0.416433,0.017600,0.202152,0.004865,0.047265,0.000545,0.013632,0.000576,0.001376,0.001120,0.110629,0.823905
0.423281,0.020768,0.202248,0.005121,0.048033,0.000801,0.013632,0.000352,0.001376,0.001120,0.109765,0.834465
0.421137,0.017761,0.202120,0.005024,0.048482,0.001088,0.013344,0.000384,0.001472,0.001089,0.104644,0.824705
0.441873,0.017537,0.203528,0.005056,0.048514,0.000832,0.013376,0.000576,0.001537,0.001440,0.137093,0.881442
0.415792,0.017569,0.202248,0.005120,0.048386,0.000768,0.014112,0.000576,0.001505,0.001344,0.111684,0.826912
0.416817,0.017632,0.202472,0.004832,0.048610,0.000864,0.013409,0.000352,0.001376,0.001312,0.107620,0.822976
0.417968,0.017505,0.202536,0.004864,0.048066,0.000800,0.013440,0.000352,0.001408,0.000992,0.108868,0.824480
0.437393,0.017505,0.202088,0.004832,0.047810,0.000864,0.013376,0.000320,0.001409,0.001056,0.111236,0.846497
0.421393,0.017569,0.203048,0.004832,0.047266,0.000800,0.013568,0.000352,0.001408,0.001024,0.107108,0.825889
0.420560,0.017601,0.203112,0.004896,0.047234,0.000832,0.013473,0.000320,0.001408,0.001056,0.107716,0.826304
0.421745,0.017921,0.203048,0.005088,0.047490,0.000608,0.013472,0.000352,0.001408,0.000992,0.148902,0.869986
0.420528,0.018113,0.202088,0.005344,0.047714,0.000608,0.013473,0.000576,0.001472,0.001056,0.110692,0.829248
0.417776,0.017825,0.201992,0.005056,0.047746,0.000832,0.013601,0.000352,0.001408,0.001312,0.110372,0.826464
0.417873,0.017857,0.202663,0.005089,0.048354,0.000864,0.013664,0.000352,0.001472,0.001120,0.104676,0.821985
0.421296,0.017537,0.222409,0.005184,0.048290,0.000864,0.013408,0.000384,0.001505,0.001088,0.108740,0.848929
0.420560,0.017440,0.201864,0.005088,0.048770,0.000928,0.013665,0.000608,0.001440,0.001152,0.111716,0.830624
0.420336,0.017921,0.202120,0.004864,0.047746,0.000800,0.013473,0.000416,0.001536,0.001120,0.104516,0.823296
0.417233,0.017760,0.202504,0.005025,0.047489,0.000833,0.013632,0.000352,0.001472,0.001056,0.107268,0.822368
0.441393,0.017633,0.202024,0.005280,0.047010,0.001056,0.013312,0.000416,0.001472,0.000993,0.132869,0.871362
0.421297,0.017600,0.202152,0.005184,0.047361,0.000928,0.013377,0.000352,0.001440,0.001120,0.107588,0.825824
0.417264,0.017633,0.202504,0.005376,0.047298,0.000768,0.013568,0.000576,0.001504,0.001121,0.108068,0.823552
0.417073,0.017601,0.201800,0.005216,0.048802,0.000864,0.013472,0.000320,0.001440,0.001248,0.110661,0.827009
0.421425,0.017504,0.202632,0.005249,0.049282,0.000960,0.013440,0.000384,0.001472,0.001344,0.112613,0.834337
0.416689,0.017632,0.202216,0.005216,0.048738,0.000800,0.013697,0.000352,0.001728,0.001088,0.110308,0.827777
0.424496,0.018048,0.204520,0.005344,0.048097,0.000768,0.013697,0.000384,0.001568,0.001088,0.111717,0.838017
0.417072,0.017953,0.202664,0.005056,0.065059,0.000928,0.013568,0.000576,0.001793,0.001120,0.110052,0.844513
0.421649,0.018049,0.203016,0.004864,0.047746,0.000864,0.013568,0.000416,0.001472,0.001217,0.109028,0.829985
0.420689,0.017376,0.202568,0.004833,0.047905,0.001024,0.013825,0.000384,0.001536,0.000960,0.109668,0.828577
0.417040,0.017696,0.202312,0.005024,0.048386,0.000736,0.013729,0.000384,0.001632,0.001056,0.111268,0.828096
0.435217,0.017601,0.201960,0.005088,0.048962,0.000800,0.013537,0.000352,0.001472,0.001024,0.114692,0.851297
0.421617,0.017537,0.202152,0.005152,0.049026,0.000800,0.013504,0.000320,0.001504,0.001089,0.111908,0.832897
0.416816,0.017441,0.202344,0.005056,0.048002,0.000832,0.013792,0.000320,0.001473,0.001088,0.111108,0.827488
0.421489,0.017537,0.202536,0.005280,0.047938,0.000832,0.013664,0.000352,0.001440,0.001057,0.110596,0.831233
0.440049,0.017537,0.202216,0.005248,0.047874,0.001024,0.013569,0.000608,0.001440,0.000800,0.112708,0.851425
0.417744,0.017825,0.202024,0.005024,0.048386,0.000800,0.013889,0.000320,0.001440,0.000992,0.109572,0.825984
0.421713,0.017440,0.202056,0.005025,0.048001,0.000801,0.013600,0.000576,0.001472,0.000832,0.109349,0.828993
0.421713,0.017793,0.202984,0.004800,0.049538,0.000832,0.013696,0.000384,0.001440,0.000960,0.124836,0.847713
0.416240,0.018049,0.202216,0.005024,0.047426,0.000800,0.013376,0.000384,0.001472,0.000960,0.110021,0.823488
0.423152,0.017761,0.201992,0.004832,0.047906,0.000832,0.013441,0.000352,0.001440,0.000992,0.107076,0.827648
0.418641,0.017824,0.202696,0.004833,0.047586,0.000768,0.013440,0.000352,0.001376,0.001024,0.113349,0.829409
0.419089,0.017921,0.221896,0.005217,0.048962,0.000896,0.013568,0.000352,0.001440,0.001184,0.114341,0.853858
0.416144,0.018017,0.203368,0.005056,0.048770,0.000800,0.013568,0.000384,0.001504,0.001152,0.112388,0.829312
0.421264,0.017793,0.202760,0.005120,0.049026,0.000800,0.013633,0.000416,0.001408,0.001216,0.113444,0.835776
0.416752,0.017601,0.202664,0.005056,0.049090,0.000896,0.013664,0.000352,0.001440,0.001121,0.112900,0.829984
0.435281,0.017665,0.202376,0.005248,0.048066,0.000832,0.013601,0.000352,0.001536,0.001184,0.112484,0.846913
0.422705,0.017857,0.202856,0.005504,0.049058,0.000576,0.014432,0.000640,0.001473,0.001632,0.114244,0.840833
0.422833,0.017728,0.202536,0.005057,0.048257,0.000801,0.014208,0.000640,0.001984,0.001312,0.115301,0.839297
0.416560,0.017761,0.202280,0.005024,0.048130,0.000864,0.014592,0.000576,0.001536,0.001377,0.116164,0.834432
0.416112,0.017633,0.202248,0.004864,0.048194,0.000800,0.014272,0.000352,0.001440,0.001312,0.114437,0.829536
0.415632,0.017409,0.201992,0.004864,0.049058,0.000832,0.013665,0.000416,0.001504,0.000992,0.111844,0.826624
0.415376,0.017921,0.202600,0.004832,0.047842,0.001056,0.013504,0.000353,0.001344,0.001024,0.106756,0.820640
0.420113,0.017472,0.220137,0.005056,0.047586,0.000864,0.013505,0.000384,0.001376,0.001024,0.107812,0.844993
0.422001,0.017600,0.202312,0.004832,0.047202,0.000832,0.013569,0.000320,0.001472,0.000992,0.109732,0.829344
0.415792,0.017473,0.202056,0.004832,0.047170,0.000800,0.013504,0.000352,0.001504,0.001056,0.108709,0.821408
0.421393,0.017665,0.203112,0.004800,0.047490,0.000736,0.013472,0.000352,0.001504,0.001088,0.105509,0.825889
0.439442,0.017696,0.202216,0.004864,0.046914,0.000768,0.013537,0.000384,0.001344,0.000928,0.107268,0.843105
0.420145,0.018112,0.201864,0.004801,0.047393,0.000832,0.013441,0.000384,0.001376,0.001184,0.104740,0.821664
0.421072,0.017217,0.201992,0.004832,0.047106,0.000608,0.013408,0.000384,0.001441,0.001152,0.107780,0.824800
0.415536,0.017537,0.202376,0.004864,0.046914,0.000832,0.013440,0.000352,0.001472,0.000960,0.104548,0.816000
0.432721,0.017665,0.202279,0.004801,0.046850,0.000800,0.013696,0.000352,0.001472,0.000960,0.140006,0.869090
0.421649,0.017281,0.201928,0.004864,0.046978,0.000768,0.013472,0.000352,0.001536,0.000800,0.106757,0.823649
0.416176,0.017249,0.202888,0.004864,0.046914,0.000800,0.013408,0.000352,0.001440,0.000992,0.106628,0.819200
0.420528,0.017441,0.202440,0.004864,0.046946,0.000992,0.013729,0.000352,0.001504,0.000992,0.108708,0.827744
0.414800,0.017409,0.202408,0.004832,0.047170,0.000832,0.013408,0.000416,0.001409,0.000960,0.107748,0.818720
0.420464,0.017249,0.202408,0.004832,0.046818,0.000576,0.013409,0.000608,0.001536,0.000928,0.105380,0.821344
0.419696,0.017441,0.202024,0.004800,0.046786,0.000832,0.013409,0.000352,0.001376,0.000960,0.107428,0.822336
0.415856,0.017761,0.202376,0.004896,0.065218,0.000832,0.013440,0.000320,0.001568,0.000992,0.108132,0.839297
0.420177,0.017696,0.202088,0.004833,0.046913,0.000768,0.013377,0.000320,0.001440,0.000992,0.106020,0.822208
0.414705,0.017632,0.202312,0.004801,0.046945,0.000801,0.013376,0.000352,0.001472,0.000960,0.103044,0.813440
0.420817,0.017537,0.202343,0.004832,0.046946,0.000832,0.013408,0.000416,0.001472,0.001024,0.109701,0.828225
0.416688,0.017633,0.232425,0.004992,0.047074,0.000864,0.013664,0.000352,0.001440,0.000960,0.108260,0.852482
0.420337,0.017441,0.202696,0.004832,0.046850,0.001056,0.013376,0.000416,0.001376,0.000992,0.107397,0.824481
0.420465,0.017760,0.202408,0.005281,0.047137,0.000992,0.013409,0.000384,0.001504,0.001056,0.108996,0.828704
0.420432,0.017345,0.202216,0.004992,0.047042,0.000608,0.013921,0.000352,0.001440,0.000928,0.106052,0.822656
0.472946,0.017729,0.204808,0.004864,0.046818,0.000800,0.013473,0.000384,0.001504,0.001024,0.107364,0.879778
0.417264,0.017889,0.202184,0.004832,0.046754,0.000832,0.013441,0.000608,0.001472,0.001056,0.105188,0.819456
0.419825,0.017441,0.202344,0.004832,0.046754,0.001024,0.013440,0.000576,0.001408,0.000960,0.106565,0.822849
0.415089,0.017408,0.202152,0.004801,0.046849,0.001056,0.013473,0.000352,0.001440,0.000992,0.104740,0.814848
0.420080,0.017313,0.202472,0.004864,0.046818,0.000576,0.013408,0.000576,0.001409,0.000992,0.103844,0.820576
0.416465,0.017537,0.202983,0.004865,0.046850,0.000608,0.013408,0.000320,0.001440,0.000896,0.106660,0.820129
0.420593,0.017697,0.202632,0.004832,0.046882,0.000992,0.013376,0.000384,0.001408,0.001056,0.105605,0.823777
0.420081,0.017697,0.202503,0.004864,0.046978,0.000800,0.013824,0.000384,0.001408,0.000960,0.121573,0.839489
0.415600,0.017441,0.202792,0.004832,0.046882,0.000800,0.013505,0.000608,0.001408,0.001504,0.109124,0.824800
0.416752,0.017889,0.203080,0.004864,0.046850,0.001024,0.013409,0.000320,0.001440,0.001056,0.105764,0.819616
0.416400,0.017505,0.202568,0.004800,0.046786,0.000832,0.013441,0.000320,0.001472,0.001024,0.106436,0.819008
0.415856,0.017921,0.216968,0.005024,0.046914,0.000832,0.013441,0.000576,0.001504,0.001120,0.104452,0.832256
0.421712,0.017504,0.202408,0.004832,0.046818,0.000864,0.013409,0.000384,0.001408,0.000960,0.104196,0.821760
0.419920,0.017665,0.203208,0.004864,0.046850,0.000800,0.013632,0.000320,0.001344,0.000992,0.101764,0.818784
0.415793,0.017473,0.202215,0.004865,0.047330,0.000800,0.013408,0.000352,0.001440,0.001056,0.105476,0.817824
0.436049,0.017504,0.202280,0.004832,0.046849,0.001056,0.013441,0.000576,0.001472,0.000992,0.109060,0.842017
0.415985,0.017408,0.202472,0.004864,0.046914,0.001024,0.013377,0.000352,0.001440,0.001088,0.107652,0.819904
0.419665,0.017504,0.202536,0.004864,0.046754,0.000576,0.013505,0.000320,0.001440,0.001056,0.108164,0.823872
0.415984,0.017409,0.201640,0.004864,0.047202,0.000800,0.013665,0.000352,0.001440,0.000832,0.100260,0.813728
0.426385,0.017441,0.202728,0.004864,0.047234,0.000992,0.013408,0.000320,0.001344,0.000800,0.099300,0.822496
0.416336,0.017216,0.201704,0.004832,0.046754,0.000576,0.013377,0.000576,0.001408,0.000768,0.094756,0.806464
0.415632,0.017601,0.202120,0.004768,0.046786,0.000608,0.013856,0.000384,0.001441,0.000960,0.103300,0.815520
0.415856,0.017217,0.201992,0.004800,0.046786,0.000640,0.013344,0.000320,0.001536,0.000704,0.097540,0.808831
0.428113,0.017793,0.202184,0.004896,0.046786,0.000480,0.013921,0.000352,0.001408,0.000736,0.098404,0.823489
0.416560,0.018017,0.202600,0.004800,0.046914,0.000576,0.013569,0.000352,0.001440,0.000832,0.098052,0.811008
0.415792,0.017441,0.202088,0.004832,0.047010,0.000576,0.013408,0.000352,0.001408,0.000896,0.102212,0.814207
0.414832,0.017185,0.203240,0.004800,0.046722,0.000544,0.013376,0.000352,0.001440,0.000960,0.107877,0.820448
0.415985,0.017792,0.202216,0.004832,0.046978,0.000608,0.013665,0.000576,0.001408,0.000928,0.101156,0.815104
0.415857,0.017953,0.203784,0.004864,0.046850,0.000576,0.013344,0.000384,0.001440,0.001120,0.101956,0.816480
0.416593,0.017793,0.202535,0.004865,0.046914,0.000832,0.013408,0.000320,0.001408,0.000928,0.105156,0.818656
0.415536,0.017697,0.202024,0.004832,0.046946,0.000608,0.013408,0.000320,0.001440,0.000992,0.098404,0.810303
0.416496,0.017664,0.201960,0.004864,0.046850,0.000608,0.013313,0.000352,0.001408,0.000928,0.105924,0.817824
0.416240,0.018177,0.202472,0.004832,0.046722,0.000608,0.013377,0.000352,0.001376,0.000896,0.097603,0.810656
0.415664,0.017249,0.201928,0.004864,0.046786,0.000800,0.013312,0.000352,0.001440,0.000704,0.127141,0.838337
0.415440,0.017505,0.202120,0.004800,0.046786,0.000640,0.013312,0.000352,0.001441,0.000832,0.116388,0.827488
0.415344,0.017505,0.202407,0.004801,0.046850,0.000608,0.013632,0.000352,0.001408,0.000896,0.105188,0.817311
0.416208,0.017633,0.202600,0.004896,0.046882,0.000544,0.013729,0.000352,0.001440,0.001120,0.128933,0.842785
0.420528,0.017600,0.202280,0.004800,0.046850,0.000608,0.013281,0.000576,0.001472,0.000864,0.099108,0.816448
0.415345,0.017664,0.215625,0.005024,0.047010,0.000832,0.013441,0.000352,0.001472,0.000800,0.099300,0.825601
0.420977,0.017728,0.202696,0.004800,0.046882,0.000544,0.013441,0.000352,0.001408,0.000896,0.099460,0.816288
0.416240,0.017249,0.202536,0.004768,0.046914,0.000576,0.013345,0.000352,0.001408,0.000992,0.098916,0.811232
0.419984,0.017921,0.202760,0.004832,0.047010,0.000608,0.013985,0.000384,0.001344,0.000992,0.109252,0.826432
0.416048,0.031745,0.203656,0.004832,0.046946,0.000512,0.013409,0.000352,0.001504,0.000960,0.133541,0.860897
