Layer[0],TEE[1-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416145,0.756991,0.014785,0.000512,0.001664,0.001152,0.000320,1.197617
0.417170,0.762239,0.014721,0.000448,0.001504,0.001152,0.000320,1.205234
0.414449,0.748286,0.014112,0.000448,0.001504,0.000928,0.000320,1.186385
0.430994,0.760895,0.015969,0.000480,0.001664,0.000896,0.000352,1.218002
0.416689,0.757247,0.015264,0.000449,0.001536,0.001024,0.000352,1.198930
0.416689,0.754719,0.016161,0.000416,0.001568,0.000896,0.000352,1.197713
0.416209,0.736318,0.014401,0.000384,0.001376,0.001024,0.000320,1.177712
0.416369,0.762943,0.014465,0.000480,0.001440,0.001152,0.000352,1.204914
0.415633,0.784577,0.014624,0.000480,0.001440,0.001120,0.000384,1.225779
0.415985,0.761824,0.014464,0.000480,0.001537,0.001152,0.000384,1.203282
0.415793,0.762239,0.014400,0.000544,0.001504,0.001216,0.000384,1.203729
0.416177,0.778496,0.014401,0.000480,0.001504,0.001216,0.000352,1.219826
0.416369,0.754048,0.014976,0.000480,0.001536,0.001152,0.000320,1.196466
0.416434,0.748415,0.014528,0.000448,0.001504,0.001056,0.000352,1.189041
0.434098,0.754271,0.014081,0.000512,0.001472,0.001056,0.000352,1.212626
0.414865,0.748927,0.014209,0.000480,0.001440,0.000960,0.000352,1.186897
0.415601,0.755263,0.015233,0.000448,0.001504,0.001088,0.000352,1.196881
0.431794,0.721757,0.015808,0.000448,0.001408,0.000960,0.000320,1.179472
0.415601,0.745631,0.014432,0.000448,0.001440,0.000929,0.000352,1.185553
0.416337,0.737150,0.015681,0.000480,0.001472,0.000960,0.000320,1.178640
0.414641,0.767423,0.013921,0.000352,0.001472,0.000928,0.000320,1.205329
0.416722,0.749407,0.014400,0.000512,0.001536,0.001153,0.000384,1.191698
0.416561,0.796928,0.014497,0.000480,0.001472,0.001120,0.000384,1.238515
0.415697,0.760127,0.014465,0.000512,0.001472,0.001120,0.000352,1.200626
0.415985,0.763903,0.014241,0.000448,0.001504,0.001120,0.000384,1.205394
0.416241,0.783520,0.014529,0.000512,0.001536,0.001216,0.000352,1.225298
0.416625,0.762912,0.014528,0.000480,0.001441,0.001120,0.000416,1.205554
0.416913,0.754591,0.014465,0.000480,0.001792,0.001376,0.000352,1.197041
0.435441,0.794368,0.014465,0.000480,0.001504,0.001120,0.000416,1.255059
0.416049,0.793345,0.014528,0.000512,0.001440,0.001184,0.000352,1.234642
0.416753,0.785248,0.014913,0.000576,0.001536,0.001088,0.000352,1.227346
0.415825,0.747327,0.014433,0.000480,0.001504,0.001216,0.000384,1.188337
0.416049,0.761792,0.014432,0.000480,0.001472,0.001024,0.000320,1.202961
0.416658,0.773248,0.014560,0.000448,0.001408,0.001088,0.000384,1.214450
0.415633,0.756575,0.014625,0.000512,0.001600,0.001024,0.000352,1.197137
0.416049,0.758719,0.014593,0.000512,0.001568,0.001088,0.000352,1.200433
0.414513,0.770016,0.014625,0.000448,0.001632,0.001216,0.000384,1.210066
0.416977,0.755871,0.014561,0.000416,0.001408,0.001312,0.000384,1.197873
0.417617,0.737855,0.014368,0.000448,0.001472,0.001376,0.000320,1.180304
0.433298,0.759615,0.015329,0.000512,0.001568,0.001024,0.000352,1.218546
0.416657,0.788673,0.014656,0.000449,0.001536,0.001184,0.000384,1.229715
0.417298,0.777280,0.014656,0.000512,0.001440,0.001152,0.000320,1.220371
0.416274,0.749727,0.014752,0.000448,0.001568,0.001280,0.000384,1.191634
0.416369,0.753727,0.014529,0.000480,0.001504,0.001056,0.000384,1.194705
0.415505,0.788800,0.014272,0.000512,0.001568,0.001024,0.000320,1.228658
0.415921,0.754559,0.014336,0.000448,0.001504,0.001056,0.000384,1.195569
0.417777,0.748703,0.014688,0.000448,0.001473,0.001056,0.000384,1.191569
0.415569,0.785408,0.014337,0.000480,0.001472,0.001056,0.000384,1.224947
0.416145,0.742111,0.014113,0.000448,0.001440,0.001056,0.000384,1.182513
0.415665,0.753439,0.014785,0.000448,0.001504,0.001088,0.000320,1.193553
0.434641,0.754303,0.014208,0.000480,0.001536,0.001024,0.000288,1.213458
0.415761,0.777793,0.014240,0.000448,0.001440,0.001088,0.000384,1.217234
0.416754,0.759487,0.014305,0.000480,0.001440,0.001088,0.000352,1.200594
0.415506,0.761567,0.015073,0.000512,0.001504,0.001056,0.000384,1.201714
0.416657,0.752191,0.015009,0.000480,0.001504,0.001056,0.000352,1.194161
0.415665,0.766880,0.014272,0.000416,0.001472,0.001152,0.000320,1.208370
0.417041,0.768320,0.015232,0.000480,0.001536,0.001344,0.000352,1.212530
0.417777,0.787264,0.015072,0.000448,0.001504,0.001056,0.000352,1.230546
0.415826,0.826626,0.014688,0.000480,0.001536,0.001024,0.000352,1.267861
0.415761,0.755648,0.014304,0.000448,0.001504,0.001056,0.000352,1.196018
0.416785,0.791777,0.014400,0.000448,0.001568,0.001185,0.000384,1.234003
0.432562,0.763551,0.014721,0.000448,0.001536,0.001088,0.000352,1.221202
0.415473,0.754431,0.017568,0.000480,0.001504,0.000992,0.000352,1.198226
0.416657,0.766592,0.014720,0.000448,0.001537,0.001216,0.000352,1.225075
0.415473,0.763648,0.016768,0.000480,0.001440,0.001121,0.000352,1.206770
0.415345,0.760959,0.014401,0.000448,0.001440,0.001120,0.000320,1.202161
0.416209,0.813762,0.014336,0.000416,0.001505,0.001120,0.000352,1.254740
0.416081,0.763615,0.014113,0.000480,0.001536,0.001056,0.000352,1.203857
0.417009,0.741599,0.014049,0.000416,0.001472,0.000960,0.000352,1.182385
0.415217,0.773920,0.016065,0.000416,0.001504,0.001088,0.000352,1.215410
0.416369,0.757983,0.014209,0.000448,0.001504,0.001152,0.000352,1.198609
0.416657,0.754751,0.015393,0.000448,0.001536,0.001088,0.000320,1.196401
0.434066,0.741791,0.014144,0.000480,0.001504,0.000928,0.000288,1.199857
0.417233,0.759839,0.014368,0.000512,0.001536,0.001056,0.000352,1.201809
0.416306,0.747903,0.017376,0.000448,0.001536,0.001024,0.000288,1.192434
0.416369,0.763232,0.014305,0.000448,0.001504,0.001024,0.000416,1.205330
0.416081,0.761152,0.014528,0.000448,0.001408,0.000993,0.000352,1.201874
0.415410,0.769343,0.015617,0.000448,0.001440,0.001120,0.000384,1.211026
0.416273,0.740766,0.014464,0.000480,0.001440,0.000960,0.000384,1.181520
0.416081,0.758591,0.014497,0.000512,0.001472,0.001152,0.000352,1.200497
0.416689,0.778592,0.014305,0.000512,0.001440,0.001152,0.000352,1.220658
0.416337,0.794017,0.014433,0.000448,0.001440,0.001152,0.000416,1.236147
0.416017,0.792288,0.014401,0.000480,0.001472,0.001216,0.000352,1.233459
0.433394,0.758207,0.014401,0.000544,0.001472,0.001408,0.000352,1.217586
0.416113,0.756256,0.014304,0.000544,0.001376,0.001440,0.000320,1.197746
0.415857,0.787616,0.014752,0.000448,0.001472,0.001184,0.000416,1.230130
0.416209,0.761408,0.015296,0.000480,0.001632,0.001153,0.000352,1.203666
0.416978,0.792224,0.014497,0.000512,0.001408,0.001120,0.000384,1.234035
0.416561,0.805794,0.014432,0.000480,0.001440,0.001504,0.000288,1.247987
0.416369,0.755071,0.014849,0.000544,0.001408,0.001120,0.000352,1.196529
0.416689,0.759071,0.014465,0.000480,0.001504,0.001184,0.000384,1.201137
0.446546,0.754463,0.014592,0.000512,0.001472,0.001185,0.000384,1.226387
0.416561,0.758207,0.014304,0.000544,0.001504,0.001152,0.000384,1.200145
0.416273,0.754783,0.014272,0.000448,0.001408,0.001120,0.000320,1.195954
0.416625,0.766111,0.014401,0.000480,0.001408,0.001088,0.000352,1.207954
0.416402,0.758527,0.014465,0.000480,0.001440,0.001184,0.000384,1.200946
0.416689,0.784448,0.014273,0.000480,0.001504,0.001120,0.000320,1.226322
0.416689,0.758783,0.014849,0.000480,0.001504,0.001056,0.000320,1.201041
0.416305,0.802049,0.014241,0.000512,0.001536,0.001120,0.000352,1.243059
0.416337,0.776512,0.014657,0.000448,0.001408,0.001056,0.000320,1.218098
0.416049,0.755200,0.014272,0.000512,0.001472,0.001120,0.000352,1.195985
0.415313,0.758751,0.014657,0.000448,0.001472,0.001152,0.000352,1.199345
0.433042,0.755007,0.014977,0.000480,0.001504,0.001120,0.000352,1.213298
0.416081,0.796481,0.015169,0.000448,0.001440,0.001120,0.000320,1.238227
0.415825,0.748607,0.014689,0.000512,0.001440,0.001088,0.000320,1.189137
0.416369,0.765280,0.014816,0.000544,0.001440,0.001088,0.000384,1.208658
0.417073,0.794753,0.014561,0.000480,0.001728,0.001088,0.000320,1.237683
0.416017,0.780544,0.014497,0.000448,0.001408,0.001120,0.000352,1.221394
0.415281,0.754463,0.014432,0.000512,0.001440,0.001088,0.000321,1.194482
0.416241,0.748735,0.014401,0.000480,0.001408,0.001024,0.000416,1.189585
0.416081,0.783617,0.014400,0.000448,0.001376,0.001121,0.000352,1.224083
0.415825,0.755551,0.014304,0.000576,0.001408,0.001184,0.000352,1.196497
0.415345,0.755423,0.014304,0.000512,0.001376,0.001152,0.000352,1.195601
0.435794,0.761535,0.014368,0.000480,0.001408,0.001088,0.000352,1.222258
0.415793,0.762688,0.014688,0.000448,0.001440,0.001120,0.000384,1.203985
0.415921,0.753535,0.015041,0.000448,0.001408,0.019265,0.000352,1.214066
0.415761,0.761471,0.014401,0.000480,0.001440,0.001152,0.000352,1.201873
0.416497,0.761855,0.014977,0.000448,0.001472,0.001120,0.000320,1.203825
0.414993,0.854595,0.014817,0.000512,0.001472,0.001088,0.000352,1.295253
0.416017,0.762560,0.015105,0.000480,0.001504,0.001216,0.000384,1.204370
0.416209,0.765760,0.015073,0.000448,0.001504,0.001216,0.000352,1.207218
0.446930,0.764480,0.014305,0.000448,0.001472,0.001120,0.000352,1.236211
0.416721,0.753215,0.014529,0.000480,0.001472,0.001184,0.000384,1.195249
0.415153,0.746847,0.014241,0.000512,0.001472,0.001184,0.000384,1.186513
0.431634,0.757343,0.014369,0.000512,0.001472,0.001152,0.000352,1.215186
0.416178,0.779520,0.014688,0.000513,0.001440,0.001632,0.000320,1.221939
0.415953,0.767168,0.014336,0.000512,0.001313,0.001120,0.000384,1.207730
0.416689,0.755583,0.014273,0.000448,0.001440,0.001184,0.000352,1.196977
0.416241,0.753119,0.014496,0.000448,0.001408,0.001152,0.000384,1.194449
0.416401,0.779360,0.014497,0.000480,0.001408,0.001120,0.000320,1.220402
0.417553,0.784065,0.014304,0.000480,0.001440,0.001088,0.000320,1.226386
0.416241,0.763327,0.014369,0.000448,0.001344,0.001248,0.000384,1.204626
0.431953,0.755711,0.014208,0.000480,0.001408,0.001184,0.000288,1.212242
0.416305,0.757119,0.014496,0.000480,0.001409,0.001184,0.000352,1.198226
0.416465,0.792033,0.014400,0.000480,0.001472,0.001440,0.000320,1.234674
0.416433,0.761439,0.014209,0.000512,0.001440,0.001152,0.000320,1.202929
0.415825,0.746847,0.014400,0.000480,0.001504,0.001120,0.000352,1.187281
0.416689,0.780353,0.014784,0.000448,0.001408,0.001120,0.000384,1.222291
0.415633,0.749983,0.014368,0.000480,0.001409,0.001024,0.000320,1.190577
0.416114,0.756511,0.014625,0.000480,0.001376,0.001120,0.000352,1.197298
0.415793,0.768960,0.014304,0.000480,0.001408,0.001152,0.000384,1.208690
0.415953,0.785889,0.014656,0.000480,0.001408,0.001056,0.000352,1.226803
0.415537,0.753503,0.014657,0.000448,0.001344,0.001120,0.000320,1.193841
0.443474,0.766303,0.015297,0.000480,0.001408,0.001152,0.000352,1.234674
0.415953,0.765504,0.014528,0.000448,0.001408,0.001152,0.000352,1.207986
0.416113,0.759264,0.014528,0.000480,0.001440,0.001312,0.000352,1.200785
0.415569,0.749983,0.014305,0.000448,0.001440,0.001088,0.000384,1.190225
0.415857,0.761792,0.014848,0.000448,0.001376,0.001088,0.000384,1.202993
0.415761,0.771392,0.014593,0.000480,0.001408,0.001024,0.000384,1.212082
0.416433,0.751391,0.014241,0.000416,0.001504,0.001120,0.000352,1.192817
0.415889,0.788705,0.015392,0.000480,0.001504,0.001024,0.000385,1.230259
0.417169,0.772320,0.014656,0.000544,0.001472,0.001185,0.000384,1.214418
0.416689,0.758143,0.014400,0.000480,0.001472,0.001056,0.000416,1.199506
0.415857,0.744638,0.014336,0.000480,0.001504,0.000992,0.000352,1.185360
0.435473,0.766175,0.014465,0.000480,0.001472,0.001056,0.000384,1.227762
0.415954,0.775552,0.014560,0.000480,0.001440,0.001153,0.000384,1.216467
0.415633,0.758431,0.015009,0.000448,0.001440,0.001088,0.000352,1.199281
0.416593,0.758592,0.014656,0.000448,0.001408,0.001280,0.000353,1.200338
0.416113,0.758271,0.014241,0.000480,0.001376,0.001056,0.000320,1.198737
0.416497,0.772096,0.014624,0.000480,0.001344,0.001152,0.000352,1.213298
0.416145,0.750335,0.014337,0.000480,0.001408,0.001152,0.000352,1.191313
0.416657,0.785088,0.015137,0.000480,0.001472,0.001120,0.000320,1.226642
0.416689,0.772736,0.014305,0.000448,0.001344,0.001056,0.000352,1.213682
0.415761,0.739199,0.014368,0.000544,0.001376,0.001184,0.000352,1.179408
0.415793,0.755199,0.014369,0.000480,0.001376,0.001056,0.000384,1.196465
0.433426,0.749855,0.014497,0.000416,0.001440,0.001120,0.000352,1.207506
0.416209,0.747775,0.014433,0.000480,0.001440,0.001056,0.000352,1.187793
0.415345,0.747326,0.014432,0.000448,0.001376,0.001088,0.000320,1.186224
0.415793,0.736639,0.014400,0.000448,0.001409,0.001056,0.000352,1.176209
0.415441,0.766752,0.014048,0.000480,0.001408,0.001056,0.000352,1.206194
0.415377,0.771712,0.016513,0.000480,0.001440,0.000992,0.000320,1.213010
0.415186,0.774591,0.014272,0.000448,0.001472,0.000928,0.000320,1.213490
0.416753,0.774592,0.013985,0.000448,0.001408,0.001024,0.000352,1.214770
0.415121,0.767424,0.013920,0.000448,0.001408,0.001024,0.000320,1.205362
0.415953,0.754207,0.014304,0.000480,0.001472,0.001056,0.000352,1.196498
0.416081,0.745119,0.014081,0.000448,0.001472,0.000960,0.000352,1.184529
0.434450,0.767679,0.014369,0.000448,0.001440,0.000992,0.000320,1.226386
0.415377,0.734078,0.014145,0.000512,0.001408,0.001024,0.000320,1.173008
0.415793,0.730366,0.014208,0.000416,0.001376,0.000960,0.000320,1.169712
0.432882,0.775264,0.014145,0.000448,0.001408,0.000992,0.000384,1.231507
0.415153,0.744255,0.013985,0.000448,0.001440,0.000896,0.000384,1.182513
0.415569,0.775648,0.013857,0.000480,0.001344,0.001120,0.000384,1.214418
0.415634,0.766047,0.013985,0.000480,0.001376,0.001024,0.000352,1.204754
0.415665,0.772736,0.013952,0.000448,0.001408,0.001089,0.000320,1.212018
0.415985,0.785536,0.014177,0.000480,0.001376,0.000960,0.000352,1.227186
0.416146,0.745790,0.014081,0.000480,0.001376,0.000960,0.000320,1.185457
0.415793,0.772480,0.014113,0.000448,0.001408,0.000896,0.000320,1.211538
0.415601,0.753855,0.014112,0.000512,0.001376,0.001024,0.000320,1.192945
0.415313,0.742015,0.014016,0.000480,0.001408,0.000992,0.000352,1.180496
0.416273,0.728286,0.014017,0.000416,0.001344,0.000992,0.000320,1.168336
0.446418,0.772064,0.015169,0.000448,0.001344,0.000960,0.000320,1.242547
0.415185,0.739806,0.014113,0.000416,0.001472,0.001024,0.000320,1.178256
0.414993,0.731806,0.014016,0.000448,0.001312,0.001089,0.000352,1.170225
0.430482,0.750047,0.014272,0.000480,0.001408,0.001024,0.000320,1.205202
0.415985,0.750335,0.014080,0.000448,0.001408,0.000896,0.000352,1.190865
0.416561,0.743839,0.031873,0.000736,0.001472,0.000928,0.000320,1.201809
0.415185,0.745503,0.013888,0.000417,0.001344,0.000864,0.000320,1.183505
0.415665,0.734910,0.014561,0.000448,0.001376,0.000960,0.000320,1.174000
0.415441,0.778528,0.014432,0.000448,0.001344,0.000960,0.000384,1.218419
0.415473,0.735742,0.013953,0.000448,0.001344,0.000960,0.000320,1.175472
0.415185,0.743935,0.013984,0.000480,0.001409,0.000928,0.000352,1.182321
0.415057,0.756831,0.014081,0.000448,0.001376,0.001088,0.000320,1.195601
0.416081,0.761952,0.015712,0.000481,0.001472,0.000928,0.000352,1.202898
0.416017,0.736830,0.014369,0.000384,0.001376,0.001088,0.000352,1.177808
0.438162,0.744639,0.014208,0.000480,0.001504,0.001120,0.000320,1.207761
0.415921,0.741246,0.013985,0.000448,0.001376,0.001024,0.000288,1.180208
0.415473,0.746495,0.014176,0.000448,0.001408,0.001024,0.000352,1.185745
0.434098,0.741982,0.014081,0.000480,0.001440,0.000992,0.000352,1.199825
0.415345,0.739871,0.014081,0.000480,0.001344,0.000992,0.000352,1.178481
0.415730,0.741822,0.014081,0.000448,0.001376,0.000960,0.000320,1.180593
0.414993,0.751007,0.014049,0.000448,0.001376,0.001024,0.000384,1.189297
0.416177,0.744670,0.014177,0.000448,0.001408,0.000960,0.000384,1.185393
0.415441,0.770048,0.014113,0.000448,0.001344,0.000992,0.000352,1.209298
0.416178,0.749791,0.014144,0.000512,0.001376,0.000960,0.000384,1.190769
0.416305,0.751743,0.014144,0.000480,0.001408,0.000928,0.000352,1.192177
0.415474,0.755679,0.014016,0.000512,0.001472,0.000961,0.000352,1.194226
0.417617,0.742398,0.014209,0.000480,0.001408,0.000992,0.000384,1.183248
0.415121,0.742303,0.015264,0.000448,0.001440,0.001088,0.000384,1.182416
0.432274,0.739167,0.016833,0.000512,0.001440,0.001056,0.000352,1.198994
0.415121,0.764288,0.013984,0.000448,0.001440,0.000992,0.000320,1.201970
0.415217,0.763008,0.013984,0.000480,0.001376,0.000928,0.000352,1.202129
0.431026,0.738142,0.014145,0.000448,0.001440,0.001024,0.000352,1.193329
0.416017,0.751487,0.014081,0.000512,0.001408,0.000928,0.000288,1.191217
0.416146,0.760607,0.014049,0.000448,0.001440,0.000992,0.000320,1.202386
0.415537,0.739870,0.014497,0.000480,0.001376,0.001056,0.000352,1.179216
0.415857,0.748351,0.014688,0.000512,0.001472,0.000992,0.000384,1.188144
0.416273,0.814306,0.014144,0.000480,0.001376,0.000929,0.000320,1.253428
0.414321,0.750079,0.014017,0.000448,0.001440,0.000960,0.000352,1.187377
0.415217,0.744639,0.013984,0.000480,0.001376,0.000928,0.000320,1.182640
0.415154,0.789600,0.014113,0.000448,0.001408,0.000992,0.000320,1.227955
0.414961,0.742303,0.013921,0.000480,0.001376,0.000928,0.000320,1.180145
0.415121,0.744703,0.014016,0.000448,0.001408,0.000896,0.000320,1.182864
0.432914,0.756543,0.013985,0.000448,0.001376,0.000992,0.000320,1.212754
0.415761,0.745439,0.013984,0.000448,0.001504,0.000928,0.000416,1.186001
0.417393,0.781281,0.013984,0.000480,0.001472,0.001024,0.000320,1.222930
0.433202,0.754463,0.014080,0.000480,0.001344,0.000960,0.000320,1.210226
0.415633,0.734590,0.014081,0.000480,0.001472,0.000992,0.000320,1.173872
0.415985,0.766079,0.016481,0.000480,0.001408,0.001056,0.000352,1.208561
0.415601,0.749951,0.014145,0.000480,0.001376,0.000992,0.000352,1.188849
0.415921,0.771232,0.014144,0.000480,0.001408,0.000929,0.000320,1.209810
0.415089,0.754687,0.014177,0.000512,0.001440,0.000960,0.000352,1.193617
0.414961,0.770784,0.014272,0.000480,0.001377,0.001056,0.000320,1.209266
0.415793,0.741406,0.014017,0.000480,0.001408,0.000992,0.000352,1.179985
0.416081,0.789056,0.014144,0.000544,0.001440,0.000960,0.000384,1.231474
0.415634,0.735262,0.015361,0.000480,0.001408,0.000992,0.000352,1.176081
0.415857,0.744383,0.014048,0.000512,0.001408,0.001088,0.000384,1.183600
0.434418,0.765952,0.014272,0.000480,0.001345,0.000992,0.000352,1.223763
0.414705,0.740190,0.014113,0.000448,0.001376,0.000928,0.000320,1.178512
0.415857,0.780544,0.014016,0.000448,0.001408,0.000896,0.000384,1.220242
0.415569,0.735679,0.014272,0.000448,0.001440,0.000928,0.000352,1.175600
0.415377,0.748607,0.014081,0.000416,0.001376,0.000928,0.000352,1.187377
0.415281,0.806273,0.013984,0.000384,0.001408,0.000896,0.000352,1.244179
0.415186,0.731454,0.014176,0.000384,0.001344,0.000896,0.000352,1.169457
0.415953,0.747647,0.014272,0.000448,0.001505,0.001120,0.000352,1.190001
0.415089,0.753119,0.014208,0.000448,0.001440,0.000992,0.000320,1.191761
0.416529,0.745310,0.014209,0.000480,0.001344,0.000960,0.000320,1.185073
0.415057,0.763232,0.014208,0.000480,0.001376,0.000993,0.000320,1.201618
0.415249,0.766976,0.013889,0.000448,0.001408,0.000928,0.000320,1.205682
0.415313,0.742815,0.013985,0.000480,0.001376,0.000928,0.000352,1.181169
0.416241,0.747359,0.013952,0.000480,0.001377,0.001024,0.000416,1.187409
0.432593,0.767327,0.013953,0.000448,0.001344,0.000928,0.000320,1.223090
0.416241,0.745343,0.014176,0.000448,0.001920,0.001088,0.000416,1.185680
0.415825,0.729310,0.014048,0.000512,0.001376,0.001120,0.000320,1.168497
0.415953,0.758463,0.014241,0.000480,0.001408,0.000992,0.000384,1.200305
0.415218,0.752447,0.014176,0.000448,0.001408,0.000992,0.000352,1.190897
0.416977,0.770656,0.014241,0.000448,0.001408,0.001088,0.000384,1.212818
0.415281,0.751519,0.014145,0.000416,0.001440,0.001056,0.000320,1.190737
0.415185,0.743647,0.014016,0.000512,0.001344,0.001024,0.000352,1.181904
0.416561,0.773952,0.014177,0.000448,0.001376,0.000992,0.000320,1.214354
0.414866,0.746526,0.014049,0.000480,0.001376,0.001120,0.000320,1.184529
0.415825,0.741631,0.014337,0.000480,0.001376,0.001120,0.000352,1.181265
0.415793,0.779136,0.016033,0.000448,0.001408,0.001120,0.000352,1.220274
0.415857,0.751071,0.014368,0.000480,0.001344,0.001024,0.000320,1.191921
0.415217,0.753727,0.014176,0.000480,0.001376,0.001120,0.000416,1.193585
0.432722,0.739966,0.014305,0.000512,0.001344,0.001024,0.000352,1.196561
0.414961,0.734462,0.014145,0.000512,0.001440,0.000992,0.000320,1.173008
0.415793,0.734015,0.013920,0.000480,0.001376,0.000960,0.000288,1.172656
0.414801,0.742846,0.013985,0.000480,0.001408,0.000896,0.000384,1.180592
0.415025,0.743423,0.014081,0.000448,0.001376,0.000992,0.000320,1.182257
0.415441,0.773248,0.013856,0.000449,0.001440,0.000992,0.000288,1.212530
0.416081,0.741118,0.013921,0.000448,0.001440,0.000992,0.000352,1.180400
0.415409,0.774336,0.013985,0.000480,0.001344,0.001056,0.000352,1.212882
0.415953,0.762175,0.014529,0.000512,0.001472,0.001024,0.000320,1.203218
0.416209,0.751966,0.014080,0.000480,0.001440,0.000992,0.000384,1.192305
0.415633,0.750527,0.014016,0.000448,0.001472,0.001088,0.000384,1.189552
0.414993,0.778720,0.014144,0.000448,0.001440,0.001088,0.000352,1.216499
0.415409,0.743838,0.014208,0.000480,0.001344,0.001024,0.000352,1.182672
0.414897,0.756959,0.013921,0.000480,0.001344,0.001056,0.000352,1.194417
0.451155,0.759231,0.014177,0.000416,0.001344,0.000992,0.000352,1.233779
0.415282,0.741182,0.013953,0.000448,0.001408,0.000928,0.000320,1.178289
0.415921,0.745183,0.014209,0.000352,0.001312,0.000928,0.000352,1.183889
0.417745,0.744478,0.014113,0.000448,0.001440,0.001024,0.000352,1.185553
0.415953,0.749087,0.014784,0.000416,0.001408,0.001025,0.000352,1.191057
0.417265,0.763007,0.014337,0.000512,0.001408,0.001120,0.000320,1.205138
0.415729,0.743454,0.014049,0.000416,0.001408,0.000928,0.000352,1.182705
0.416081,0.754847,0.014208,0.000480,0.001408,0.001056,0.000384,1.194577
0.416849,0.765824,0.014176,0.000448,0.001408,0.000864,0.000352,1.206193
0.415665,0.724990,0.014176,0.000352,0.001344,0.000992,0.000320,1.166127
0.416465,0.753535,0.014144,0.000449,0.001408,0.000928,0.000288,1.193169
0.416689,0.775936,0.014496,0.000480,0.001473,0.001152,0.000384,1.218738
0.415057,0.749246,0.014273,0.000448,0.001472,0.000928,0.000352,1.188497
0.415665,0.756895,0.014049,0.000448,0.001376,0.000992,0.000352,1.196625
0.429361,0.757343,0.014720,0.000480,0.001408,0.000896,0.000320,1.212177
0.414705,0.762144,0.014016,0.000480,0.001473,0.001024,0.000384,1.201010
0.416689,0.742206,0.014208,0.000384,0.001408,0.001088,0.000416,1.182480
0.415665,0.725630,0.014145,0.000384,0.001440,0.000928,0.000320,1.165072
0.416753,0.759551,0.014593,0.000480,0.001408,0.001152,0.000352,1.201682
0.415793,0.780544,0.014401,0.000448,0.001376,0.001120,0.000416,1.221778
0.415282,0.776672,0.014336,0.000544,0.001376,0.001056,0.000352,1.217139
0.415153,0.751391,0.014592,0.000480,0.001408,0.001056,0.000384,1.192177
0.416562,0.784608,0.014337,0.000480,0.001408,0.001088,0.000320,1.226003
0.415889,0.758463,0.014465,0.000448,0.001696,0.001152,0.000352,1.199953
0.415921,0.765759,0.014464,0.000416,0.001440,0.001056,0.000352,1.207665
0.432306,0.760959,0.014177,0.000448,0.001408,0.001088,0.000352,1.218098
0.416017,0.759615,0.014785,0.000448,0.001440,0.001216,0.000352,1.201009
0.415569,0.750559,0.014368,0.000448,0.001409,0.001152,0.000352,1.191153
0.417393,0.758815,0.015137,0.000448,0.001632,0.001120,0.000416,1.203185
0.416145,0.762336,0.015168,0.000480,0.001856,0.001121,0.000352,1.206066
0.417745,0.810593,0.015233,0.000512,0.001888,0.001024,0.000384,1.255700
0.416337,0.744702,0.014593,0.000512,0.001824,0.001024,0.000320,1.186801
0.416785,0.750943,0.014848,0.000448,0.001664,0.001121,0.000384,1.193297
0.416209,0.776960,0.014913,0.000480,0.001568,0.001216,0.000352,1.219090
0.416657,0.799361,0.015361,0.000448,0.001600,0.001408,0.000384,1.243603
0.417041,0.761311,0.014849,0.000512,0.001760,0.001088,0.000352,1.204082
0.435122,0.756095,0.014912,0.000480,0.001664,0.001089,0.000416,1.218291
0.417361,0.751167,0.015265,0.000480,0.001600,0.001120,0.000384,1.194577
0.416721,0.782496,0.014881,0.000480,0.001952,0.001120,0.000416,1.224754
0.417137,0.749663,0.014689,0.000480,0.001632,0.001152,0.000384,1.192401
0.417073,0.784864,0.015777,0.000544,0.001664,0.001056,0.000320,1.228274
0.415890,0.783776,0.015649,0.000448,0.001888,0.001152,0.000384,1.226707
0.416689,0.761952,0.014752,0.000480,0.001856,0.001216,0.000320,1.204593
0.416849,0.762208,0.015008,0.000416,0.001825,0.001216,0.000448,1.205266
0.435762,0.772032,0.015073,0.000512,0.001696,0.001280,0.000384,1.234675
0.415889,0.748831,0.014976,0.000544,0.001600,0.001280,0.000384,1.190384
0.415793,0.760639,0.014721,0.000480,0.001824,0.001280,0.000352,1.202257
0.432657,0.762655,0.017057,0.000480,0.001568,0.001088,0.000384,1.223058
0.416977,0.759327,0.014528,0.000448,0.001792,0.001024,0.000384,1.201265
0.416177,0.766848,0.015585,0.000448,0.001568,0.001408,0.000384,1.209938
0.417233,0.758911,0.014625,0.000480,0.001568,0.001024,0.000384,1.201233
0.417105,0.757504,0.014624,0.000512,0.001664,0.001344,0.000385,1.200466
0.415921,0.784032,0.014849,0.000448,0.001600,0.001184,0.000352,1.225906
0.416113,0.754623,0.014880,0.000480,0.001568,0.001152,0.000320,1.196849
0.416433,0.758751,0.014657,0.000448,0.001408,0.001088,0.000320,1.201137
0.418289,0.768960,0.014880,0.000480,0.001505,0.000992,0.000288,1.213074
0.416145,0.780384,0.014688,0.000512,0.001792,0.001024,0.000384,1.222130
0.415985,0.756639,0.014400,0.000448,0.001504,0.000992,0.000352,1.196689
0.439698,0.763264,0.015617,0.000416,0.001568,0.001376,0.000352,1.229971
0.417809,0.791520,0.015041,0.000544,0.001632,0.001536,0.000320,1.235186
