label,mean,max,min,std,count
TEE[316],8.967876390999999,9.06466,8.936592,0.02023304896605009,1000
TEE[317],9.074647716,9.195449,9.040084,0.025319700504646356,1000
REE[317],4.6045170209999995,5.36799,4.585628,0.030927847687207754,1000
REE[318],4.633628221,6.089967,4.613533,0.052574236258211976,1000
TEE[318],9.078993001999999,9.162583,9.045875,0.016505601641307672,1000
REE[319],4.663421491,6.1103510000000005,4.6410540000000005,0.05164350274498906,1000
TEE[319],9.176943397,9.260507,9.148823,0.015570381684377155,1000
REE[320],4.696731973,5.480569999999999,4.676895,0.035173135683246405,1000
TEE[320],9.187398779999999,9.282076,9.157655,0.016897076002522902,1000
REE[321],4.7218417530000005,6.253141,4.70432,0.05430279288311881,1000
TEE[321],9.336312565,9.420608,9.269467,0.03172277968445836,1000
TEE[322],9.30963942,9.386303,9.278042999999998,0.01565860958021454,1000
REE[322],4.751945255,5.542493,4.735297,0.034614645456975124,1000
REE[323],4.782577648,5.597982,4.762082,0.033244260595486796,1000
TEE[323],9.415256809,9.511778999999999,9.388159,0.016465428410741962,1000
REE[324],4.815534626,5.631679,4.796995,0.03635552957819533,1000
TEE[324],9.447568529,9.552132,9.389215,0.035320628988018715,1000
TEE[325],9.568859924,9.655688,9.503299,0.03310869588394199,1000
REE[325],4.841695084,6.418394,4.823012,0.0563307114109791,1000
REE[326],4.87217536,6.479164,4.852965,0.05696694981228428,1000
TEE[326],9.53505704,9.623623,9.501795,0.015051565951488027,1000
REE[327],4.901470215,6.445275,4.880646,0.05601505059710442,1000
TEE[327],9.683754082,9.831118,9.622535000000001,0.035400158622324866,1000
REE[328],4.936388021999999,5.776932,4.915687,0.038020156955836756,1000
TEE[328],9.656238121,9.797965,9.628615,0.019218691015016835,1000
REE[329],4.963068208000001,5.808517,4.938311,0.037986875247667036,1000
TEE[329],9.7612088,9.845007,9.729994999999999,0.015964325825824063,1000
REE[330],4.992284512,5.853607,4.967529,0.03821500563267474,1000
TEE[330],9.769525903000002,9.888592,9.733707,0.018477349980391918,1000
REE[331],5.02445731,5.909896,5.00497,0.0386786741803057,1000
TEE[331],9.899279738999999,10.049525,9.856143,0.025689426512115848,1000
TEE[332],9.899908339000001,9.993203999999999,9.870288,0.017312502232075363,1000
REE[332],5.059775252,5.943114,5.040043,0.03920809709774911,1000
TEE[333],9.99856956,10.089527,9.974675,0.014703880012766337,1000
REE[333],5.081555718,5.980363,5.059755,0.040307355784804814,1000
REE[334],5.116443574,5.997964,5.099501999999999,0.039715579709531976,1000
TEE[334],10.012491593,10.115096000000001,9.979507,0.015784637376844286,1000
TEE[335],10.131549963,10.226268,10.099287,0.021703402761988254,1000
REE[335],5.147253345999999,6.0633099999999995,5.120686,0.040713141049744855,1000
TEE[336],10.124621313,10.241244,10.094743,0.019279034535880337,1000
REE[336],5.181841246,6.137393,5.1600790000000005,0.04181182166524737,1000
TEE[337],10.248505188,10.362176,10.216956,0.024534902823961542,1000
REE[337],5.2109773100000005,6.152721,5.19096,0.041539767304832595,1000
TEE[338],10.256510610000001,10.353247999999999,10.209659,0.017354078695720997,1000
REE[338],5.241115161,6.158801,5.22133,0.0394125281180964,1000
REE[339],5.270119063,6.215058999999999,5.2517629999999995,0.04250356563549415,1000
TEE[339],10.374894679999999,10.518022,10.338783,0.024451362276912046,1000
REE[340],5.307648051,6.294422,5.283603,0.04369108808496816,1000
TEE[340],10.378446447999998,10.500708,10.344639,0.023698631706283113,1000
TEE[341],10.491933841999998,10.585799,10.459844,0.02089080793768698,1000
REE[341],5.334345073000001,6.308246,5.313365,0.04375457493928823,1000
TEE[342],10.517963309999999,10.643785000000001,10.479236,0.030153305926518176,1000
REE[342],5.364892936,6.356472,5.343317,0.044108238010424856,1000
REE[343],5.419417367,6.431963,5.384087,0.04450034223325915,1000
TEE[343],10.613995203999998,10.7083,10.584551,0.01853978478030643,1000
TEE[344],10.618605497,11.315137,10.583816,0.02967973630966763,1000
REE[344],5.4338850149999995,6.427002,5.41292,0.044500868147584076,1000
TEE[345],10.787186445,10.912627,10.711852,0.0346076216724119,1000
REE[345],5.457137447,6.548286,5.435256,0.047070804806358585,1000
REE[346],5.495514026,6.512733,5.473146,0.045464838707423294,1000
TEE[346],10.748758424,10.841744,10.713868,0.01667023001229697,1000
TEE[347],10.902053759,11.010486,10.826512,0.03991944603213369,1000
REE[347],5.523010493999999,6.557183,5.497595,0.034224380573936376,1000
REE[348],5.560163793,6.6688979999999995,5.535292,0.04842379150223166,1000
TEE[348],10.913551576000001,11.041335,10.83944,0.037004841319986,1000
REE[349],5.5899202070000005,6.6573139999999995,5.554141,0.04727087982552927,1000
TEE[349],10.987408818,11.071672,10.960116000000001,0.016751158979426726,1000
TEE[350],10.996707454,11.091545,10.963125,0.016611701194352575,1000
REE[350],5.6217005030000005,6.679299,5.600094,0.046959396877185935,1000
TEE[351],11.158989782,11.290911999999999,11.088441,0.038110716778195386,1000
REE[351],5.65189077,6.7161,5.623679,0.04740578728511132,1000
TEE[352],11.166763177,11.242526,11.092665,0.03667788028858998,1000
REE[352],5.690599794,6.793222999999999,5.665056,0.049191995559081006,1000
TEE[353],11.248479812,11.391747,11.214108999999999,0.027083899283024744,1000
