REE[115],TEE[115]
0.750873,1.196105
0.712792,1.198281
0.591508,1.231210
0.591476,1.212329
0.591797,1.214633
0.608916,1.219593
0.591476,1.215433
0.592084,1.197128
0.605748,1.200328
0.591732,1.213098
0.591924,1.203049
0.591797,1.216457
0.591509,1.204617
0.592116,1.202921
0.591796,1.197576
0.604500,1.209674
0.591508,1.226122
0.591892,1.220906
0.605589,1.197224
0.592277,1.218857
0.591125,1.216553
0.591220,1.220970
0.592277,1.217161
0.591508,1.202505
0.592212,1.215561
0.591668,1.201929
0.591252,1.221033
0.592436,1.216457
0.604757,1.209385
0.591572,1.200169
0.591860,1.202377
0.604884,1.225162
0.591700,1.229993
0.591892,1.210697
0.589716,1.201193
0.591797,1.227017
0.592628,1.219689
0.591380,1.207881
0.591700,1.218249
0.591924,1.214858
0.591956,1.198889
0.605941,1.237802
0.591380,1.209833
0.591444,1.225706
0.591764,1.203017
0.591380,1.209705
0.592628,1.231594
0.591796,1.222218
0.591860,1.220393
0.591348,1.225322
0.591828,1.208809
0.602868,1.216138
0.592052,1.239466
0.591893,1.220585
0.604116,1.210153
0.592149,1.213001
0.591284,1.219305
0.591732,1.197128
0.591444,1.227882
0.591253,1.202761
0.592596,1.205385
0.591381,1.212906
0.591476,1.213033
0.591924,1.219337
0.605013,1.208073
0.592052,1.197640
0.592052,1.204329
0.605493,1.193929
0.591700,1.231178
0.591604,1.206537
0.591924,1.219017
0.591156,1.215754
0.591892,1.201161
0.591828,1.204201
0.591636,1.225962
0.591732,1.197257
0.591092,1.205961
0.603669,1.200265
0.591989,1.233386
0.591380,1.203817
0.591636,1.210409
0.591668,1.210793
0.591412,1.207337
0.591668,1.215209
0.592116,1.217065
0.591669,1.216585
0.592277,1.201033
0.604501,1.215849
0.593780,1.211337
0.592084,1.200841
0.603348,1.207785
0.591892,1.224202
0.591604,1.217674
0.592756,1.197416
0.592020,1.216137
0.591860,1.203017
0.592212,1.203625
0.592180,1.214697
0.591956,1.211625
0.592116,1.219402
0.605461,1.206121
0.591732,1.206953
0.593012,1.199529
0.591796,1.218697
0.591924,1.208393
0.591604,1.210217
0.592596,1.226729
0.591924,1.209129
0.592532,1.199145
0.591956,1.196009
0.606740,1.215273
0.591701,1.198472
0.592404,1.201801
0.604020,1.225162
0.592084,1.213129
0.592020,1.208489
0.592148,1.209385
0.591828,1.234858
0.591284,1.197577
0.592788,1.198601
0.606197,1.229930
0.592596,1.204457
0.592052,1.212970
0.605141,1.203241
0.592532,1.234282
0.591892,1.204201
0.591701,1.217673
0.592436,1.222666
0.591924,1.223434
0.591924,1.196265
0.592084,1.223081
0.591796,1.223626
0.591348,1.207945
0.600405,1.227081
0.591572,1.193129
0.592372,1.204137
0.605973,1.209609
0.591540,1.207849
0.591669,1.201992
0.592212,1.202632
0.591508,1.235786
0.591732,1.219338
0.591508,1.197001
0.598773,1.230410
0.592340,1.192393
0.591956,1.216266
0.604148,1.201000
0.591700,1.210762
0.592244,1.227818
0.591508,1.200872
0.593044,1.229738
0.591828,1.204553
0.591636,1.203721
0.591956,1.235434
0.591252,1.218185
0.592724,1.245227
0.604053,1.214985
0.591412,1.210281
0.591316,1.202569
0.603956,1.205193
0.591572,1.212201
0.591956,1.220970
0.591700,1.194825
0.591604,1.213641
0.592020,1.212233
0.592340,1.217225
0.591796,1.208809
0.589812,1.195400
0.591316,1.212553
0.604341,1.210569
0.592596,1.215689
0.591348,1.199880
0.606868,1.206281
0.592468,1.210313
0.592052,1.234058
0.591924,1.224202
0.592148,1.231274
0.591732,1.226858
0.593076,1.198537
0.592564,1.220681
0.591700,1.218249
0.592309,1.223338
0.602484,1.214761
0.591860,1.200584
0.592436,1.205545
0.604597,1.202153
0.591796,1.208937
0.591732,1.219146
0.591444,1.199657
0.591860,1.208041
0.592596,1.203369
0.591732,1.201449
0.605621,1.209641
0.592020,1.204105
0.591732,1.195304
0.603700,1.202665
0.591700,1.205513
0.591412,1.220361
0.592885,1.218249
0.592277,1.211145
0.591796,1.223241
0.592532,1.203593
0.593460,1.208041
0.591636,1.202121
0.591700,1.202217
0.605652,1.213641
0.592692,1.211753
0.591828,1.211241
0.601749,1.202281
0.591349,1.228681
0.592052,1.207561
0.592340,1.202025
0.591253,1.210921
0.591636,1.198985
0.591732,1.201065
0.602421,1.213801
0.592148,1.194280
0.591508,1.215273
0.606197,1.203625
0.591956,1.237514
0.591956,1.198344
0.592308,1.205545
0.592148,1.216394
0.591604,1.215369
0.592180,1.192776
0.591700,1.231594
0.592404,1.228393
0.591604,1.207945
0.605620,1.213865
0.591764,1.219466
0.592532,1.196649
0.606357,1.194313
0.591668,1.225897
0.591700,1.215529
0.591829,1.203721
0.593525,1.213130
0.592916,1.214409
0.593012,1.200873
0.603893,1.209289
0.592180,1.218314
0.593588,1.225642
0.606549,1.198088
0.592404,1.214569
0.592084,1.217386
0.591732,1.196264
0.591764,1.222122
0.591252,1.225802
0.590708,1.197673
0.592020,1.231050
0.592532,1.216394
0.591444,1.208329
0.606005,1.207497
0.591988,1.220810
0.591637,1.199785
0.605877,1.199529
0.591700,1.207977
0.591477,1.220873
0.592213,1.204073
0.592725,1.213289
0.591924,1.194153
0.591796,1.224362
0.591828,1.206121
0.591988,1.214090
0.592340,1.219306
0.603572,1.204617
0.591317,1.212649
0.591156,1.203337
0.592340,1.200232
0.591604,1.236106
0.592372,1.218729
0.592628,1.199081
0.592052,1.236714
0.592148,1.219177
0.592148,1.193353
0.606069,1.206825
0.592564,1.200905
0.592309,1.223177
0.604276,1.200841
0.592052,1.223081
0.591700,1.196712
0.591700,1.203177
0.591796,1.208457
0.591924,1.217225
0.591188,1.216265
0.591924,1.212201
0.592436,1.214633
0.592180,1.220202
0.607669,1.201865
0.591988,1.228106
0.591988,1.222922
0.592148,1.199944
0.591605,1.210153
0.591860,1.226762
0.592180,1.204937
0.591604,1.231786
0.591956,1.198025
0.592084,1.201897
0.604853,1.235690
0.591252,1.201449
0.592052,1.202280
0.605365,1.202729
0.591796,1.216170
0.592788,1.213449
0.591988,1.211657
0.592436,1.207401
0.592820,1.194089
0.592308,1.203017
0.591829,1.234154
0.591604,1.202025
0.591412,1.216937
0.606228,1.206921
0.593077,1.212009
0.591700,1.191816
0.591604,1.219433
0.591540,1.214474
0.591828,1.197544
0.591380,1.226538
0.591829,1.238762
0.591988,1.204169
0.593621,1.200904
0.605556,1.238090
0.592916,1.202345
0.592308,1.213002
0.605141,1.197864
0.592084,1.225386
0.592116,1.217993
0.592180,1.198568
0.591860,1.211305
0.592372,1.221673
0.592468,1.196105
0.592501,1.208617
0.592500,1.210697
0.592404,1.200105
0.606421,1.193032
0.591732,1.216105
0.592916,1.202825
0.592020,1.196936
0.592564,1.230986
0.592564,1.204233
0.593012,1.195945
0.591956,1.226825
0.592373,1.220425
0.591604,1.219049
0.607157,1.226090
0.592660,1.203497
0.592181,1.222985
0.606676,1.192072
0.592884,1.208841
0.592564,1.202601
0.592596,1.202792
0.592212,1.217289
0.591924,1.196745
0.591572,1.198985
0.591764,1.213897
0.591348,1.196776
0.592084,1.198569
0.604788,1.206089
0.592628,1.205033
0.592084,1.205033
0.591860,1.196617
0.592020,1.215818
0.591892,1.203305
0.591540,1.209897
0.591604,1.214249
0.591508,1.201577
0.591476,1.202537
0.605620,1.208873
0.591636,1.204137
0.591924,1.201416
0.591316,1.223082
0.591796,1.214857
0.592116,1.221513
0.591604,1.216361
0.592308,1.214282
0.591700,1.204937
0.589300,1.211625
0.604276,1.215145
0.591988,1.218121
0.592436,1.219145
0.605205,1.202793
0.591476,1.210921
0.591284,1.219593
0.591540,1.206569
0.592373,1.209801
0.592756,1.221705
0.591860,1.198665
0.591412,1.211721
0.592564,1.194472
0.591668,1.202377
0.606485,1.211849
0.592852,1.199145
0.592180,1.219530
0.593876,1.194184
0.592212,1.215690
0.591700,1.220489
0.591828,1.201928
0.591636,1.204905
0.592629,1.215433
0.592116,1.204233
0.605716,1.230921
0.589588,1.213578
0.591668,1.217290
0.605237,1.208361
0.591668,1.209577
0.591252,1.216009
0.592244,1.195720
0.592276,1.215401
0.593269,1.197033
0.592404,1.220938
0.591540,1.227049
0.591956,1.219977
0.591477,1.208169
0.604692,1.228778
0.592436,1.213097
0.592148,1.199241
0.605620,1.204361
0.592308,1.202697
0.591860,1.208233
0.591892,1.200489
0.591572,1.215497
0.591861,1.191528
0.592020,1.193609
0.606325,1.215786
0.591220,1.213129
0.592276,1.203593
0.606325,1.200553
0.592148,1.235210
0.591316,1.203209
0.591572,1.193449
0.593332,1.230730
0.591380,1.199369
0.592692,1.217514
0.593332,1.235945
0.592596,1.202761
0.591924,1.197832
0.610805,1.221994
0.593333,1.221546
0.592916,1.196297
0.606452,1.204137
0.592052,1.207977
0.592564,1.223977
0.592116,1.197481
0.592212,1.211625
0.592884,1.219433
0.592980,1.203849
0.592244,1.228778
0.592532,1.220298
0.593524,1.225834
0.605813,1.216489
0.591828,1.216714
0.591764,1.219178
0.592884,1.204776
0.591572,1.227050
0.592020,1.222825
0.591893,1.218537
0.591860,1.211018
0.591892,1.217610
0.592468,1.204105
0.605045,1.212169
0.591892,1.203241
0.591796,1.192520
0.605653,1.201545
0.591156,1.228106
0.592660,1.220074
0.592020,1.209833
0.592213,1.231498
0.591348,1.196393
0.592020,1.200873
0.591701,1.210089
0.591380,1.199017
0.592181,1.196840
0.603828,1.205257
0.593684,1.198473
0.591636,1.222729
0.604981,1.220906
0.592820,1.206121
0.591572,1.219753
0.592308,1.208841
0.592148,1.213129
0.591956,1.220297
0.591412,1.205321
0.591764,1.230890
0.592212,1.226090
0.591892,1.208201
0.605877,1.232554
0.592468,1.227274
0.592116,1.211785
0.604692,1.207497
0.591572,1.212329
0.591732,1.216970
0.592148,1.200233
0.591828,1.210761
0.591637,1.219337
0.591796,1.200777
0.605525,1.212426
0.592788,1.202441
0.592501,1.204233
0.608020,1.222154
0.592788,1.216298
0.593076,1.214889
0.591796,1.204296
0.591412,1.213449
0.592596,1.202729
0.591444,1.203081
0.591252,1.217001
0.591764,1.202793
0.592372,1.203208
0.606036,1.210281
0.591988,1.224490
0.591828,1.218793
0.606965,1.193192
0.592276,1.231370
0.592212,1.201320
0.591956,1.203881
0.591700,1.225641
0.592885,1.201289
0.592500,1.199400
0.604884,1.239242
0.592084,1.204745
0.592276,1.202857
0.604180,1.213897
0.591572,1.220234
0.591508,1.202345
0.591732,1.199561
0.591924,1.214729
0.591220,1.204552
0.591668,1.209097
0.592884,1.206089
0.591604,1.219881
0.592180,1.197705
0.606997,1.217737
0.591829,1.201288
0.592148,1.204553
0.591860,1.206057
0.591732,1.206729
0.590548,1.215721
0.593365,1.219114
0.592180,1.229098
0.593300,1.211241
0.592564,1.198505
0.606196,1.215305
0.591860,1.204841
0.591700,1.202153
0.603061,1.195432
0.591540,1.214922
0.591924,1.217066
0.592468,1.219465
0.591764,1.205929
0.591764,1.204393
0.592180,1.203849
0.591924,1.215785
0.591732,1.199721
0.591540,1.209609
0.604629,1.207817
0.592212,1.219018
0.594708,1.227690
0.592436,1.196712
0.591284,1.216425
0.592372,1.203593
0.592340,1.202025
0.593204,1.222026
0.592564,1.192489
0.591764,1.217897
0.602549,1.216425
0.591860,1.238026
0.591956,1.206409
0.605525,1.209705
0.592244,1.215561
0.594836,1.220553
0.591860,1.196073
0.591956,1.213769
0.592500,1.198760
0.592884,1.216393
0.592852,1.222410
0.593172,1.196264
0.592533,1.198729
0.605653,1.219241
0.592212,1.200809
0.592629,1.202857
0.592372,1.196776
0.593012,1.209897
0.593300,1.213417
0.592020,1.204105
0.591732,1.219978
0.591476,1.203593
0.591796,1.204777
0.602932,1.211113
0.592340,1.195273
0.591732,1.195464
0.605621,1.206313
0.593428,1.208841
0.592276,1.193288
0.593076,1.223658
0.591700,1.220105
0.591828,1.196105
0.591733,1.202313
0.592980,1.231625
0.592148,1.214889
0.591924,1.202057
0.603892,1.209097
0.591828,1.207305
0.592500,1.219818
0.606645,1.198376
0.592052,1.230250
0.591700,1.208553
0.591892,1.194665
0.591860,1.228938
0.591572,1.199337
0.591988,1.207785
0.591540,1.229034
0.591829,1.201705
0.593396,1.217225
0.606933,1.205737
0.591476,1.210665
0.592468,1.200040
0.591796,1.202569
0.591508,1.225514
0.591669,1.198057
0.592020,1.218281
0.592244,1.208937
0.591733,1.235658
0.591924,1.196744
0.604404,1.210889
0.591796,1.201513
0.592180,1.214506
0.607380,1.199913
0.592501,1.220041
0.592084,1.221994
0.591796,1.207145
0.592244,1.234282
0.591764,1.218089
0.592565,1.204105
0.592116,1.212074
0.592404,1.227114
0.592277,1.221449
0.605332,1.212970
0.591924,1.206217
0.592021,1.220394
0.592564,1.217385
0.591700,1.231114
0.593140,1.219402
0.593108,1.195336
0.592116,1.223689
0.591764,1.203753
0.591764,1.203369
0.602677,1.226186
0.591956,1.196488
0.593269,1.199848
0.605972,1.203529
0.591892,1.230410
0.592500,1.213481
0.591700,1.202249
0.591829,1.228394
0.591988,1.195849
0.591732,1.208361
0.591508,1.209737
0.592468,1.204041
0.592564,1.215402
0.607125,1.208041
0.591860,1.200105
0.591892,1.216202
0.606741,1.208265
0.591892,1.230826
0.592212,1.213129
0.591764,1.202665
0.591540,1.208329
0.591988,1.216809
0.591796,1.206793
0.591892,1.245130
0.591797,1.220553
0.592884,1.217993
0.605109,1.230090
0.591380,1.191689
0.591508,1.198825
0.591893,1.198537
0.591668,1.237098
0.591956,1.220681
0.592372,1.218729
0.594260,1.208361
0.591540,1.219657
0.591380,1.205001
0.605845,1.231562
0.592469,1.207529
0.592564,1.214121
0.606069,1.200553
0.591668,1.237898
0.591700,1.212681
0.592021,1.200969
0.591924,1.224681
0.592052,1.217354
0.592276,1.198505
0.592308,1.206089
0.592117,1.200329
0.591732,1.207561
0.606677,1.215241
0.592372,1.219049
0.593077,1.214089
0.604789,1.218922
0.592245,1.229962
0.590932,1.216906
0.592788,1.199145
0.592628,1.209161
0.590356,1.218506
0.592052,1.219721
0.591796,1.208873
0.592116,1.204809
0.591636,1.221738
0.602804,1.211498
0.592244,1.217834
0.592276,1.218089
0.605012,1.197385
0.592212,1.213481
0.591733,1.225034
0.592212,1.204936
0.592788,1.211209
0.592596,1.218281
0.591796,1.208521
0.604885,1.209929
0.592917,1.220842
0.592116,1.233322
0.605332,1.194729
0.591828,1.212682
0.592884,1.215562
0.592404,1.216266
0.592533,1.231882
0.591924,1.194344
0.592852,1.222570
0.592308,1.233257
0.591732,1.214889
0.592596,1.202249
0.602133,1.209001
0.592276,1.218506
0.592148,1.210217
0.605333,1.208617
0.591796,1.208617
0.592084,1.199016
0.591956,1.211113
0.592724,1.229002
0.592116,1.215369
0.591540,1.224010
0.592980,1.208457
0.591668,1.207305
0.591828,1.208649
0.607445,1.213225
0.592916,1.220330
0.591732,1.206121
0.607253,1.205961
0.592084,1.216425
0.591797,1.198345
0.591764,1.206921
0.591989,1.209065
0.591764,1.217737
0.591892,1.205577
0.593396,1.229290
0.591860,1.203721
0.592116,1.219945
0.603988,1.210314
0.592116,1.215882
0.592532,1.211721
0.592148,1.208585
0.591668,1.219913
0.591732,1.218377
0.591828,1.203112
0.592084,1.227434
0.592980,1.196744
0.593461,1.221546
0.605781,1.212137
0.592693,1.226793
0.592660,1.209449
0.604565,1.220266
0.593396,1.234154
0.592532,1.199625
0.589940,1.209705
0.592660,1.204425
0.593524,1.197673
0.592884,1.208873
0.592948,1.210121
0.593236,1.201801
0.592660,1.197545
0.606133,1.218729
0.592597,1.226250
0.592532,1.193256
0.592276,1.221098
0.592916,1.231434
0.592148,1.224073
0.591572,1.219401
0.590004,1.227562
0.591924,1.220617
0.593109,1.212201
0.592756,1.214697
0.591956,1.213129
0.592276,1.203625
0.604245,1.217258
0.592244,1.205129
0.591252,1.201833
0.592500,1.200681
0.592084,1.218762
0.591892,1.223146
0.591892,1.204329
0.591764,1.211913
0.591604,1.213129
0.591636,1.193192
0.603348,1.206313
0.591861,1.204072
0.591988,1.200329
0.603380,1.218825
0.591413,1.206473
0.592596,1.207753
0.592469,1.198921
0.592405,1.213193
0.591732,1.216650
0.592948,1.201801
0.592629,1.214313
0.592052,1.215978
0.592884,1.210378
0.606836,1.212041
0.591892,1.223690
0.592020,1.191881
0.591988,1.212201
0.591765,1.211721
0.591669,1.201288
0.591764,1.213482
0.592084,1.215881
0.591860,1.195528
0.592468,1.218730
0.606389,1.208521
0.591892,1.220585
0.592884,1.233610
0.619893,1.203145
0.591956,1.217737
0.592564,1.201321
0.593044,1.194601
0.592180,1.234154
0.592052,1.220586
0.591348,1.203337
0.592021,1.209545
0.591764,1.199529
0.592404,1.217802
0.603157,1.222153
0.591508,1.200360
0.592116,1.208745
0.605364,1.215497
0.592148,1.234794
0.592564,1.215753
0.592725,1.226250
0.593204,1.210889
0.591732,1.221769
0.592692,1.195689
0.592436,1.225321
0.592948,1.196073
0.591700,1.199657
0.605780,1.213385
0.592468,1.209321
0.591572,1.220586
0.606133,1.204873
0.591668,1.212361
