REE[144],TEE[144]
1.184616,1.875200
1.134471,1.921666
0.936544,1.873824
0.936224,1.896672
0.936287,1.884608
0.936640,1.865471
0.935295,1.872159
0.936128,1.892097
0.947648,1.877504
0.951008,1.878880
0.935456,1.873216
0.937344,1.879168
0.936928,1.897569
0.936096,1.895424
0.937056,1.888992
0.935264,1.864736
0.935167,1.875007
0.933792,1.857471
0.946336,1.888865
0.951392,1.884416
0.947424,1.897952
0.936672,1.886784
0.936480,1.879456
0.935295,1.887488
0.935936,1.893761
0.934752,1.882752
0.937344,1.878944
0.936192,1.879296
0.935328,1.859967
0.948097,1.864351
0.952064,1.884544
0.935359,1.887936
0.936160,1.903680
0.935072,1.874751
0.935808,1.907201
0.936544,1.888864
0.934367,1.891552
0.934400,1.878272
0.934720,1.862367
0.949888,1.872223
0.951233,1.882336
0.949633,1.886720
0.935136,1.904705
0.935072,1.884320
0.935711,1.874080
0.935040,1.855135
0.934687,1.881216
0.935552,1.881312
0.937152,1.870656
0.946848,1.883744
0.948896,1.891328
0.947777,1.903009
0.934944,1.887296
0.935680,1.866816
0.934976,1.891744
0.935871,1.891360
0.934368,1.880576
0.936960,1.873696
0.935327,1.877791
0.934624,1.884736
0.950113,1.863839
0.948961,1.888832
0.949632,1.891713
0.934848,1.902273
0.935360,1.880288
0.937056,1.897696
0.935488,1.880448
0.935615,1.879487
0.934656,1.872896
0.935904,1.876896
0.935072,1.879487
0.950784,1.898273
0.947648,1.890752
0.934623,1.873087
0.934304,1.871456
0.935519,1.902368
0.933472,1.863839
0.935423,1.879135
0.935552,1.860639
0.937663,1.868031
0.936384,1.889952
0.951777,1.871359
0.950336,1.894784
0.937024,1.889600
0.932992,1.891457
0.935871,1.881952
0.936768,1.890432
0.936671,1.857887
0.936960,1.878144
0.936447,1.880895
0.935104,1.869728
0.948608,1.861856
0.951297,1.885120
0.945760,1.901153
0.937312,1.886944
0.935936,1.898241
0.930464,1.881056
0.935327,1.871999
0.934848,1.887072
0.935456,1.861247
0.935776,1.871520
0.936768,1.870112
0.949793,1.861184
0.947008,1.906817
0.935647,1.888032
0.935840,1.871711
0.935072,1.894400
0.935008,1.886208
0.935072,1.880064
0.936288,1.857471
0.937280,1.869663
0.935488,1.886592
0.949665,1.857471
0.949313,1.898560
0.931743,1.881056
0.934560,1.873344
0.935328,1.900577
0.933887,1.884256
0.935520,1.861215
0.934463,1.853311
0.935968,1.860191
0.935104,1.872736
0.948512,1.881056
0.948609,1.870687
0.947937,1.873439
0.934399,1.891008
0.935616,1.888545
0.934912,1.874912
0.936768,1.884897
0.934944,1.886208
0.936191,1.877632
0.935488,1.873088
0.934144,1.881760
0.950048,1.872639
0.947457,1.868319
0.935999,1.892161
0.935263,1.897600
0.932608,1.871360
0.936000,1.892032
0.934592,1.868992
0.934688,1.865951
0.936896,1.887744
0.934655,1.870208
0.949440,1.860416
0.949248,1.878272
0.936032,1.903489
0.935392,1.881888
0.934784,1.904385
0.935264,1.893793
0.936448,1.893792
0.936704,1.860991
0.936224,1.874592
0.935296,1.873216
0.950880,1.870815
0.952673,1.897825
0.948288,1.873183
0.935328,1.867999
0.934272,1.892288
0.934592,1.881728
0.935616,1.892993
0.934912,1.884768
0.933792,1.856319
0.935648,1.903712
0.934304,1.862495
0.947521,1.898304
0.950400,1.880384
0.934848,1.890848
0.935776,1.872160
0.936352,1.903937
0.934816,1.891584
0.934623,1.875039
0.935552,1.878848
0.936192,1.860639
0.936256,1.883040
0.948513,1.874528
0.946400,1.874336
0.948801,1.910049
0.937663,1.884480
0.936447,1.888992
0.935520,1.890816
0.934752,1.872704
0.936991,1.884256
0.934912,1.885856
0.935904,1.873984
0.949664,1.854815
0.950177,1.900641
0.946592,1.893344
0.934368,1.895969
0.935520,1.883264
0.936191,1.905185
0.935168,1.892064
0.935008,1.863231
0.935552,1.871487
0.936448,1.884256
0.935840,1.857055
0.946016,1.886400
0.948384,1.874720
0.935392,1.898369
0.935616,1.894913
0.934880,1.896896
0.936448,1.872991
0.936735,1.895457
0.935488,1.870016
0.938336,1.869663
0.936575,1.869919
0.949665,1.874752
0.945120,1.887968
0.946400,1.867263
0.936607,1.876832
0.936352,1.890656
0.935392,1.893088
0.935296,1.875552
0.935744,1.860351
0.931519,1.860512
0.934976,1.890048
0.950785,1.863551
0.945792,1.886049
0.948064,1.896768
0.935648,1.888480
0.935584,1.906145
0.935296,1.888288
0.936000,1.905793
0.933728,1.855871
0.936160,1.879296
0.934944,1.854047
0.936160,1.882912
0.948736,1.872352
0.952161,1.885376
0.930048,1.869087
0.934048,1.876992
0.934656,1.887201
0.934624,1.882816
0.936032,1.875552
0.933984,1.871135
0.934304,1.876928
0.934783,1.886880
0.951072,1.864863
0.948193,1.874464
0.948480,1.879424
0.935168,1.883904
0.934560,1.882688
0.934431,1.894048
0.935424,1.881504
0.935744,1.854399
0.934879,1.867264
0.935615,1.899392
0.934880,1.868736
0.950752,1.863455
0.949536,1.874112
0.935296,1.904129
0.936192,1.875615
0.936192,1.874399
0.936640,1.856191
0.935328,1.890240
0.936448,1.870271
0.936608,1.873664
0.935327,1.869823
0.950561,1.894048
0.948160,1.879328
0.935392,1.889408
0.936672,1.880799
0.932032,1.891265
0.936736,1.858559
0.936511,1.863103
0.936800,1.880320
0.937248,1.881536
0.936288,1.892896
0.951872,1.867200
0.950432,1.890880
0.936800,1.894881
0.936800,1.884384
0.935136,1.871808
0.935776,1.881664
0.934656,1.886913
0.935328,1.865375
0.934751,1.882784
0.935904,1.884320
0.947617,1.855584
0.948544,1.888577
0.947808,1.896417
0.935519,1.886816
0.936992,1.874687
0.934911,1.876800
0.935680,1.873599
0.934912,1.882816
0.934815,1.890561
0.934784,1.857663
0.935008,1.883168
0.945312,1.875424
0.948224,1.890273
0.934048,1.899169
0.936831,1.884896
0.935423,1.896672
0.934976,1.878336
0.935360,1.887168
0.934783,1.855935
0.936448,1.892352
0.935359,1.860191
0.945472,1.874720
0.951393,1.884000
0.935008,1.901825
0.936480,1.873695
0.934848,1.890432
0.935008,1.870463
0.934976,1.872160
